gene_name	OAvsNOF_log2FoldChange	OAvsNOF_padj
PDK4	-0.831177629465736	0.0771090367090768
SLC22A16	0.192064769811151	0.724160316117805
ZMYND10	0.101824059335824	0.678349981815769
ABCB5	0.070384368878569	0.909378518567124
ARX	0.0304937584951606	NA
SLC25A13	0.320279074081162	0.113152500874351
ST7	0.408530840591233	0.0100131153040301
CDC27	-0.0168339001345849	0.925596543528106
SLC4A1	-0.234153764217039	0.245750982600884
CALCR	0.155537226558584	NA
HCCS	0.01710606032539	0.947753308730389
DVL2	-0.079515110213402	0.744345531891559
PRSS22	-0.00945319441362046	0.951432744152335
UPF1	0.232055919032545	0.0115551533762853
SKAP2	-0.463156021729229	0.0293707355743411
SLC25A5	-0.45544300859134	0.00301286958955264
MCUB	-0.898610281818868	7.58562653609504e-06
HOXA11	0.773501673730119	7.14920565731715e-06
POLR2J	0.154964131579486	0.23755971802007
DHX33	0.201223780008789	0.407770832593589
MEOX1	0.114182089209777	0.882432018852636
THSD7A	1.57066452124295	4.50739947995586e-06
LIG3	0.0390215480779644	0.862912012054094
RPAP3	0.260115831506367	0.0692299855487493
ACSM3	0.0260751162956859	0.957804749610283
REXO5	0.216683429062607	0.414885904901953
CIAPIN1	-0.0795160435198375	0.723306593620542
SPPL2B	0.361697079671679	0.000509586411157746
FAM214B	-0.132244459138166	0.37861771951862
COPZ2	0.879214099270529	7.34357418709781e-13
PRKAR2B	-2.25326175516759	6.88416336910575e-16
MSL3	0.379468945661814	0.0302115386770296
CREBBP	0.14066272209294	0.396106367230915
TSPOAP1	0.896405627336958	1.35571878930517e-07
MPO	0.0955163059035091	0.75847991548798
PON1	0.00593090161804955	0.93680964202313
GCFC2	0.423392470912445	0.0359246060400836
WDR54	-0.321735709910139	0.0522012571596266
CROT	0.811753435762601	2.39508842932976e-06
ABCB4	0.108506615361092	0.819587915526739
KMT2E	-0.36097916559074	0.0487097172463599
RHBDD2	0.0427980292726595	0.906602047838645
SOX8	1.8629836979475	4.80414109022253e-29
IBTK	-0.28552983756642	0.0895507960030483
ZNF195	-0.123540380491819	0.437173856739865
MYCBP2	0.404722654923362	0.0177671382502135
FBXL3	0.258255558126634	0.0335404945803974
ITGAL	0.0599783096085772	0.882352277867949
PDK2	0.608281165994513	0.00061684970957321
ITGA3	-0.735053329606963	0.00236227619467011
ZFX	0.169573808159052	0.38180496890295
LAMP2	-0.144920593736626	0.425129587261197
ITGA2B	0.0475779107514055	0.869724133951154
ASB4	-0.0311429297078255	0.924335178633889
GDE1	0.361124163396231	0.128001350576244
REX1BD	0.418340652850586	0.00105387408765448
CRLF1	0.494777769813181	0.401692687418883
OSBPL7	0.633542439568166	3.25647583849459e-06
TMEM98	0.30838874728139	0.0136414279885167
YBX2	0.166280422403236	0.827223306887107
KRT33A	-0.281294293311169	NA
MAP3K14	-0.120888611715141	0.506326504468808
ABCC8	0.0675133481284858	0.905215323501705
CACNG3	0.219373038227664	0.706587293661577
TMEM132A	-0.111850367636108	0.882701030192577
AP2B1	-0.0622255185448481	0.626301186243408
TAC1	-0.571608098567381	0.286215122427828
ZNF263	-0.14675725556564	0.328051725175838
CX3CL1	-0.658284846015555	0.0300055061415198
SPATA20	0.780521962381154	1.24694020120734e-08
CACNA1G	0.0975326965389754	0.80149225548846
TNFRSF12A	-0.0859827553983815	0.94597284990775
DLX6	0.45965955114387	0.0110937576069348
MAP3K9	-1.22279579914161	6.41665719344729e-06
RALA	0.0281641703202674	0.915532711383766
BAIAP2L1	-0.681727358451601	4.67393673671237e-06
KDM7A	-2.88757122445981	5.5566077325057e-26
ETV1	0.872428180926789	0.00835932730177843
AGK	0.138082996819242	0.362930862382163
ALDH3B1	-0.0708444754570838	0.811544681050011
TTC22	0.26053438498056	0.136141493811286
PHTF2	0.432124732115205	0.0112542837158455
CCL26	-0.250226396694074	0.613547250100803
FARP2	0.220404777630707	0.207302579059852
USH1C	1.0759373109855	0.0441128731150391
GGCT	-0.304264167911578	0.061183905749601
DBF4	-0.139210054048666	0.693559063333175
TBXA2R	0.262598003278923	0.563574442428581
IFRD1	-1.24286562958961	9.00252994146297e-15
LGALS14	-0.0932949363101942	0.891733936054229
COX10	0.329606008168983	0.10802979879975
GTF2IRD1	-1.58603824871199	2.01078305457744e-18
PAF1	-0.317692794403642	0.00042165119579842
VPS41	-0.00854164985478738	0.986030949279648
ARHGAP44	-0.104832799167376	0.681845625054161
ELAC2	0.284643489848079	0.0629337679438974
SCIN	0.839489809435263	7.30514922968924e-05
ARSD	-0.0492072160631246	0.804372118964788
PNPLA4	0.169573084732115	0.369051654893438
MYH13	0.365427193110405	0.349615533362294
ADIPOR2	0.213579240388233	0.105566386597184
CDKL3	-0.18765829096312	0.50099978583881
UPP2	-0.0793974218524353	0.871850603321702
PRSS21	0.208885957393317	0.76115173312719
MARK4	-0.154168658773422	0.164251666739782
PROM1	0.0906778895578523	0.862852821787999
CCDC124	-0.300733191314186	0.0062094942575698
CEACAM21	-0.413486455940128	NA
PAFAH1B1	-0.833056280020337	2.5816652556977e-14
NOS2	-4.04755047227748	1.05987295546027e-36
DNAH9	0.290932498451288	0.232231687412614
KIAA0100	-0.184329785820939	0.138083092328891
SLC13A2	0.0430777305162419	0.955006416818115
GAS7	-0.327563750184869	0.332902558820484
TRAPPC6A	0.45786912855743	0.00373854552840267
MATK	-0.0191679703429044	0.931939231522813
CEACAM7	-0.56936605818284	0.238454443290407
CD79B	-0.138558312169744	0.685439242830476
SCN4A	-0.340484609949292	0.47726009363545
ST7L	-0.0495476060893912	0.896023651892704
TKTL1	0.0450462707341384	0.982452057934513
PAX6	0.149779818192969	0.636353597298853
RPUSD1	0.483911614367508	0.000112576326698343
RHBDF1	0.059358078762049	0.747321259491346
LUC7L	-0.37262236216179	0.00334912430812205
CACNA2D2	0.278041921850114	0.304652403406726
BAIAP3	0.984901300888335	0.0176903879921728
TSR3	0.358476791009301	0.000411354627339483
PIGQ	0.218354077871676	0.1370783198295
CRAMP1	0.0877408514979223	0.70548340834271
TEAD3	-0.7495163403753	1.211481091661e-05
SELE	-1.05366894988307	NA
DNAJC11	0.297744107434117	0.0444116137121609
FMO3	-0.292646212527006	0.461455360806142
MYLIP	0.0146089832313898	0.95986836206334
NOX1	-0.0561018403671781	0.882077646985939
E2F2	-0.294500140915442	0.420428244753513
PSMB1	-0.147238250890331	0.317370774673806
SYN1	-0.826009612312447	0.000242006270383062
JARID2	0.364063032091439	0.0633512299275049
CDKL5	0.191312488312606	0.180432060690865
CAMK1G	-0.593535274235899	NA
CDK11A	0.0662169663101397	0.77771418643035
NADK	-0.253137905737794	0.103449541626314
TFAP2B	0.162529274891007	0.945840182185732
TFAP2D	0.0335862400992352	NA
DLEC1	0.266804126897802	0.36563696657612
CYTH3	0.208017133565705	0.436595597758634
ADAM22	0.235039986405655	0.615694782218369
SYPL1	-0.253834994575044	0.0134342808767579
CYB561	0.156329024653152	0.583206752766224
SPAG9	-1.20907289559258	5.594822996165e-14
CELSR3	0.205753239782164	0.642311831581979
AASS	-0.44627719323837	0.0326999287135915
PLEKHG6	0.0953624037359851	0.814983376833225
SS18L2	-0.370122895024855	0.0240044663743053
MPND	0.194499169943975	0.17560181686487
MGST1	-0.523357485804972	0.147673267256327
CRY1	-0.0936170321886454	0.865670522673458
PGLYRP1	-0.212516034177929	0.435006837212
NFIX	0.885558436258593	5.88016288007761e-10
ST3GAL1	-0.742719731816176	0.000182820025423176
MMP25	-0.00867720330225994	0.979639425056723
IL32	-0.226262776019619	0.57748620199011
PKD1	0.155663055764068	0.19008145365219
MAPK8IP2	0.265793365448389	0.210588675890767
MED24	-0.271933188274765	0.0120824412068965
RHOBTB2	1.03417005393883	9.51447935395202e-12
HEATR5B	0.059447491037524	0.772894258738667
SEC62	0.0228208345644083	0.897438180376114
RPS20	-0.361590256094008	0.0696963819468445
CSDE1	-0.575647806902933	4.9694576956368e-07
UBE3C	0.376672470338556	0.00268752427070645
REV3L	-0.186468952409404	0.160699332446144
TENM1	0.374259213938827	0.123407940726478
PAX7	0.600500279832394	0.280106774494677
MASP2	0.261775436299703	0.127731991459157
IYD	-0.0762340152448601	0.80275830308799
FAM76A	0.275125891623345	0.022231858052598
TRAF3IP3	-0.0768171037515175	0.869439679166305
POMT2	-0.281177072773988	0.196036893680887
VTA1	0.0589051307135585	0.769565506933077
MLXIPL	-0.171516675302608	0.681845625054161
BAZ1B	0.415181993504675	0.000135215355497478
RANBP9	-0.5439890733916	2.19307137114232e-05
ETV7	-0.144929057548804	0.578224153912302
SPRTN	0.356171512776815	0.282272029266257
METTL13	0.132405533855267	0.483307277574406
DYRK4	0.0422191767645636	0.828399866066285
ZNF207	-0.544806800500665	6.40722847894287e-09
UQCRC1	-0.47757443394193	0.000149477024360433
STARD3NL	-0.239441080602608	0.0800663548483457
CD9	0.365295697325716	0.0802543275283135
HHATL	0.335575919920894	0.874536305455326
NCAPD2	0.179095608341257	0.227878440361122
IFFO1	0.663625024292508	2.7772510573012e-07
GIPR	0.0931444770143776	0.694666265983733
PHF7	-0.147623035511096	0.366330693939516
SEMA3G	0.0117799279656112	0.980608295914903
NISCH	-0.0731404397318273	0.499390796912755
STAB1	0.0919080699163676	0.917690734629724
FUZ	0.0920785456967445	0.493324784184296
SLC6A13	0.062242121907118	0.96565880812354
IDS	-0.0842159243607661	0.807078086156621
PRSS3	-0.15161185393434	0.739917701537713
ZNF200	-0.0638932659401004	0.724160316117805
CD4	0.55145830334155	0.077625529894601
LRRC23	-0.354130234082776	0.0396379035621802
BTK	-0.0585405003118598	0.833756152576179
HFE	0.934178573344561	1.28228152384785e-06
SCMH1	-0.376556834807979	0.00939969018694908
FYN	-0.470175265424509	0.022723517871765
HIVEP2	-0.297349283475788	0.109969111737568
FMO1	0.198908064895368	0.796579963819279
ELOA	-0.137422921198748	0.269571687349709
LYPLA2	-0.258825659293108	0.015588442177608
CLCN6	-0.645978977369862	3.15136261344161e-05
MRC2	0.534983888753075	3.32456653751503e-05
NME1-NME2	-0.113987917349565	0.921536247067301
SLC6A7	0.430332424455984	0.378187663260427
TSPAN9	0.0518150599674819	0.776634431877981
BTBD7	0.246144857114617	0.22948712232909
APBA3	-0.676376071370749	3.88265381903767e-11
MKS1	0.281103406578448	0.0357123455193375
ABHD5	-0.170492735705951	0.717846816678733
ANOS1	1.3191859002387	2.35651973447157e-05
AKAP8L	-0.205396140855716	0.0353545987026051
MBTD1	-0.0973511862038241	0.651036979326181
UTP18	-0.477694391067405	0.00365789456906458
RNF216	0.0169071760661866	0.92390501836446
TTC19	-0.0530130699740301	0.715302329368108
PTBP1	0.00213649684586493	0.980608295914903
DPF1	-0.0137575443472409	0.924996650444862
SYT7	0.560229248909427	0.212927653642678
LARS2	0.388732149535944	0.033381117637155
PIK3C2A	-0.249027318681849	0.347363244721163
PLAUR	-1.69826271225449	1.2387684751197e-11
ANLN	-0.0728688151353929	0.905641225680721
WIZ	0.129137571923882	0.38773660184749
RABGAP1	0.0867492954320484	0.564551064019381
DCN	-0.246873062118312	0.146682457078197
QPCTL	-0.420024915315862	0.000162826405362093
PPP5C	0.412612777247381	8.95992074025501e-06
CEP68	0.067519872069488	0.805855329971817
MAP4K3	0.104639942598201	0.488156363596769
ZBTB32	0.0614626679026154	0.920930975700919
TYROBP	0.278866628454506	0.726627436641868
TMEM159	0.0515171956662181	0.825761745910421
GABRA3	0.0190586450817306	0.986499249182545
BRCA1	-0.15427736768317	0.570194807931914
ERCC1	-0.0272446293732619	0.894381981882279
CD22	0.430822128187899	0.468806502869946
SEMA3B	0.129491395733987	0.694729955500448
MBTPS2	0.457451800574204	0.00200016150129387
PRICKLE3	-0.395633959536038	0.0106964438916581
LTF	-0.713086459448245	0.210051016382847
EXTL3	-0.0523825378826901	0.81295761797621
NR1H4	-0.541628045351811	0.282029081921018
ELOVL5	-0.0461271170860165	0.848560896711824
ALOX5	0.206194310618008	0.781011169566356
KDM5D	-0.0553525453603382	0.878710110348483
CALCOCO1	-0.595770670846406	9.58682347105616e-05
UBR7	0.505442790818706	0.000945489918232125
MAP4K5	-0.180771567127524	0.335337856091037
EHD3	0.906509749344867	3.95818814267882e-05
PSMC4	0.0358491290533287	0.897772792202228
MAN2B2	0.237773068417425	0.337257646608616
SLC7A14	-0.473602790301714	0.0491658965109808
CLDN11	-0.365088976271899	0.236402538520233
SLC25A39	-0.0594705326091537	0.815359618161688
MVP	-0.36093594531265	0.0199506040003323
NUB1	-0.232584009811278	0.0247390973178297
PGM3	-0.594561085395571	0.000371250630297247
RWDD2A	-0.0338433695977831	0.884036567395064
CLK1	-0.772632416448453	1.57575739698931e-06
POLR3B	0.345472083365092	0.0877094940985307
ANGEL1	0.0424664690400216	0.791695723986685
RNF14	0.0440885830142341	0.816965566645246
DNASE1L1	0.242123327207217	0.00744105611733975
DDX11	-0.247583955407486	0.329033141514791
HEBP1	-0.142386262089558	0.499469676793564
GPRC5A	-2.76762747512779	2.20951612557011e-29
MAMLD1	1.18964374712783	4.3370244162399e-05
CD6	-0.210079520319797	0.314797780198663
TACC3	0.94836265261501	1.77478677669755e-13
UFL1	-0.117778093882403	0.577139996670435
POLA2	-0.32616888996087	0.0431233180252717
ZC3H3	0.00313972455196292	0.982327625049821
CAPN1	0.110690702537589	0.372696159566249
ACPP	0.154766278172342	0.795017941387117
MDH1	0.0645512152548826	0.665820895244626
SLC30A9	0.0723976580615065	0.731046911584336
MTMR11	-0.203278409123406	0.3481675890085
COX15	-0.22872852964001	0.25731151893917
CCDC88C	-0.178503590464157	0.527881573824312
YAF2	-0.19174664220687	0.401434119182859
ZMYND11	0.206563366096392	0.188923895326815
WAS	0.417669152458862	0.356343470654002
DPEP1	0.353070225849407	0.549467273560145
BID	-0.454443041303206	0.00709484919959666
MATR3	-0.167656416015898	0.164372165286329
NPC1L1	-0.138536207657656	0.582534284931883
XYLT2	0.444253565157644	1.36434945444794e-14
RGPD5	-0.67250791580954	1.62211750238718e-05
STMN4	0.247677160968642	0.67284308229633
NUDCD3	0.195389117542567	0.0568842895697762
ISL1	0.419567083637181	0.401343309700166
CHDH	0.364668965620273	0.245475175692846
IL20RA	-0.609394271069799	0.103449541626314
CLCA1	0.0282249134754929	NA
CLCA4	0.596466007860946	NA
GLT8D1	0.481786238098764	0.000224821170213524
ATP2C1	0.269754480897849	0.0799999180892206
IGF1	-0.456679918153543	0.268471277919272
SLC38A5	-0.179510871131267	0.626367479964726
RALBP1	-0.0240821443980171	0.892177212646149
RUFY3	0.125110602479086	0.509679373303875
CNTN1	-0.17996359532835	0.58413582822575
SLC11A1	-0.783522187078677	7.50967265016952e-07
WWTR1	-0.072041908526275	0.784635353513688
AGPS	0.300784224743015	0.207371226367965
ZNF806	-0.147375625562951	NA
CXorf56	0.0214745822237252	0.922851476191929
ATP1A2	-0.144085576330812	0.510008074735373
TTC27	0.0698576101257364	0.830564462752799
ZNF582	-0.389752593952165	0.173670623893983
VSIG2	-0.171563355330754	0.678487584555064
PHLDB1	0.522222159208846	2.58962962512045e-06
MARCO	-0.368146158682837	0.630315443816648
CYP24A1	-0.108380459848221	0.822835545123694
PRDM11	0.561552618769484	0.000315028295701818
SYT13	0.830178393597783	0.0477914560505846
SNAI2	1.36265176691114	2.4919029547684e-15
CD74	0.342924078490355	0.588918954684679
HGF	-0.769207977271986	0.173164057648173
ZRANB1	-0.272046460752732	0.0264892802992974
NCDN	0.46646323827122	6.2197737961678e-08
ADGRA2	0.235147429759961	0.562972155361963
CCT8L1P	0.104328537118651	0.860659230505724
ZFP64	0.19120131137481	0.205019468540467
MNAT1	-0.0118370084672083	0.971281197100801
SAMD4A	-0.870495453153318	1.81994837898059e-07
RUNX3	-0.299064867528817	0.12222547460992
MRE11	0.396377063672037	0.00198763063032587
PLEKHB1	1.18679622247514	1.75242922394466e-06
SERPINB1	-0.365259412104513	0.00660006330776754
CYP3A43	-0.397349053311562	0.224673933829372
SLC7A9	0.744728145361205	0.000615544185437916
SPAST	0.206190657988108	0.102107282539362
NRXN3	-0.372646125997533	0.290634038191942
OSBPL5	-0.073121880115012	0.80075364387005
AQR	-0.183827794115368	0.238963797183676
CPS1	0.404720711946542	0.136996054095328
C8B	1.01089560564963	0.0163909919260176
FHL1	0.609514569329988	0.00465861217955383
RTF2	0.0452634411622517	0.683409137357105
GABRA1	0.130197949346325	0.845147319776088
NLRP2	-0.113880661650859	0.666624434802523
SLC45A4	0.199536023269422	0.288482773714334
RNF10	-0.230999276138261	0.0601303342784105
ZNF839	0.217657583937541	0.195996247525262
ZDHHC6	-0.0815722970788408	0.72016953221582
GRAMD1B	0.232808521132639	0.337931205412069
RNH1	-0.104813304939143	0.383984199913501
NDUFS1	0.165416038330706	0.176747637271309
RB1CC1	-0.0952647549524043	0.626899180338155
ERP44	0.10292141580518	0.511044930133289
ALAS1	0.107630781947968	0.656890016686041
BIRC3	-1.8904561891689	5.9154690655426e-13
AKAP11	0.133066348923545	0.63460685487536
GLRX2	-0.386197380145646	0.0267549728924027
SNAPC1	-0.647623846160141	2.39653330356155e-06
DERA	0.0129331922850947	0.953697618142162
STRAP	-0.0375893812071863	0.87507281398829
ABCC2	-0.253112879261472	0.382271376388211
DEF6	0.34822819154857	0.259054936093307
PLEKHO1	-0.49652986017342	0.0612031408154527
GCLM	-0.171122044116549	0.516152655000394
UBR2	-0.0922239858131985	0.554467703862359
EHD2	-0.143810430665092	0.610453231874959
DEPDC1	-0.270366274274525	NA
CCDC28A	-0.698573763007923	0.000196869671146919
RRAGD	-1.18579980540798	2.36208742476751e-07
HSF2	-0.0966910298224743	0.713861678721784
PHF20	-0.237744965242284	0.0913558466065373
HSD17B6	0.589905150365328	0.0515399495282813
NR1H3	-0.0219824020671851	0.950180415574095
TYMP	-0.789378622783076	0.0569620432328317
NCAPH2	-0.220545553301177	0.0640002161626245
TOMM34	0.119427611598142	0.656567327056041
SEC63	-0.202996256700223	0.329916569240751
KPNA6	-0.0694134098358671	0.639623746371251
VIM	-0.0133745133023596	0.954564900897185
RTEL1-TNFRSF6B	0.0440367928608268	0.854227972807267
FAS	-0.701853248558158	0.000537747850708804
RNASET2	0.952799320301809	3.94420437049237e-13
CD44	-1.51090175756734	6.50751516437756e-09
KCNG1	0.407560077886484	0.435006837212
AGPAT4	-0.391351872615898	0.00146188687591771
SLAMF7	0.416161890633378	0.415728941324739
BTN3A1	0.180756639583408	0.592318830802256
MIPEP	0.244954280061993	0.580898674187411
PRKCH	-0.242965118723983	0.297535032812639
INSRR	0.197406807189459	0.557408762528848
IFNGR1	-0.522140047141541	5.3232950883557e-05
B4GALT7	0.0631211908160731	0.785338855435435
SH2D2A	0.318531241099336	0.643769362602101
VRK2	-0.256015068379928	0.165952731091855
TNFRSF1B	-1.73483025477848	1.11525794769616e-16
VEZT	-0.618614396805776	9.80373535102381e-05
POU2F2	-0.282697886513507	0.1105131726464
BRD9	-0.243943096574081	0.0105631647555935
SNX1	-0.0252864382796405	0.914832729276457
TBPL1	0.00270740936813785	0.988598355103103
ARNTL2	-0.551181085063691	0.0737032913925436
BCLAF1	-0.200358504113139	0.258684215515165
SLC39A9	0.293313656346714	0.0228653678196362
ANK1	-0.0283613280979513	0.902927209499529
IBSP	0.0216924897474785	0.972192606531198
TFB1M	-0.349895472772012	0.0234288518323442
RABEP1	0.0432019568107685	0.814289224936338
HMGB3	-0.131016544694838	0.767726305558181
NUP160	-0.517705978154362	7.13067919815362e-05
BAK1	0.11852331322568	0.678349981815769
MUSK	-0.0784026569847877	0.864498177509419
IKZF2	-0.248289934841321	0.505173723240425
GRN	0.811157524376959	5.98250147680362e-09
FAM13B	-0.0883365450459648	0.530805748412424
ARHGAP31	0.718069180087506	1.88909266774204e-05
CENPQ	0.207475389725109	0.520589266449267
SARS	-0.904337628133025	2.46088026020543e-08
RANBP3	0.068864525090789	0.615004394809429
ARID4A	0.112924566919829	0.680977977119085
EIPR1	0.35878410818547	0.0465780024961796
PNPLA6	-0.0710497897656122	0.573840880139383
IFT88	-0.135159890077985	0.617294713143346
ALG1	0.580517554457428	2.38091919551171e-05
ZCCHC8	-0.286502437254853	0.00517843825966901
ABCF2	-0.245987728872044	0.326464334023502
CHPF2	0.570036844333551	0.00337159254968006
LRRC7	-0.282500376771215	0.635083678967655
FUT8	-0.288202305280656	0.183452591950709
UBA6	-0.419972214187332	0.0679033810186108
GAB2	-1.1356946478415	9.02024218621823e-05
ATP6V0A1	-0.741738618780384	1.9862254407878e-13
PIAS1	-0.217751992243779	0.225545900417552
SLC4A7	-0.356363338697246	0.0548573312813931
APBA2	-0.0688139989311661	0.903507274743652
MAP2K3	-0.0953486312761049	0.793609915420294
EFCAB1	0.199971629738623	0.417911067221885
TMSB10	-0.0165381897235945	0.986209573246987
ASTE1	0.288849366033698	0.164251666739782
RNF19A	0.019823236739255	0.937015629435566
PEX3	0.137538525203691	0.56258618474263
GABARAPL2	0.438581133917576	5.77090739927997e-06
MYOC	0.339135366634753	0.602435014569827
SH3YL1	0.252247497308863	0.038871408611206
FAM136A	0.251719764613797	0.0564564845051084
VCL	0.0699926075935968	0.791695723986685
DEPDC1B	0.946855074075279	0.0321416761547724
DAPK2	-0.470872554444914	0.0568879858880998
NSMAF	-0.107746477170214	0.609653813395626
ADSS	0.152934755909643	0.357892218435448
STAP1	0.17013056350358	0.897438180376114
TIMP2	-0.0341213686786311	0.900260201335715
RFC1	-0.274011672824055	0.0974798317776757
TBC1D23	-0.136266658773514	0.504420603861794
CUL3	-0.169612155042501	0.267542168045655
MYOM2	0.141243383972109	0.793821001085628
OTC	-0.0742566057453986	NA
CYP46A1	0.472375826871165	0.0208663222908653
AC118549.1	-0.152858366620556	0.285781413262836
SLC18A1	0.182266184166053	0.806215707356282
USP2	-1.18177131351611	7.79086942695866e-08
CASR	0.27289961272736	0.21482214775147
TUBG2	0.0507591571629382	0.814289224936338
RPL26L1	-0.120379652060517	0.578540155638814
FLT4	-0.165315839899759	0.560170744776927
NSUN2	0.125518139914072	0.596955418436659
FBXO42	-0.752057248415009	2.51422733938932e-05
MFAP3	0.130621921138574	0.280796152861017
MRI1	0.224699877979381	0.115843427821433
METTL1	0.0963596134635904	0.749634255725158
HOXC8	0.389927940640064	0.0832189784308032
AGA	0.66731196589272	0.000407808917202486
PI4K2B	-0.252426211879907	0.415246853743957
BOD1L1	-0.200695588487567	0.320897422553623
MAT2B	0.0668082602130391	0.71174884897267
TLL1	0.166506969496114	0.745068231030793
EDC4	-0.397118415306498	0.00340667491031947
TRIO	-0.448538491392069	0.000548134234450667
VCAN	1.08564770085757	0.00280921506278231
CLEC16A	0.186826087850227	0.324991137813216
MSR1	-0.078914520975894	0.82549068866633
CDH1	0.0768286240597558	0.947801569308159
MTREX	-0.125779643222971	0.347036407709243
DNAH5	-0.143624279636084	0.6725674831464
ZFYVE16	-0.515664624529076	0.0296742094525129
RIPOR1	-0.130124306204617	0.327635786849276
C6	-0.12946499836582	0.827223306887107
RAI14	-0.190827617935536	0.673054859737426
SOX30	0.254104622165318	0.619511143889251
PNKP	-0.0473484092271241	0.793637763227547
BEST2	0.117623270987237	0.721641530184372
PHLPP2	-0.0136630411863223	0.962729516660522
SPDL1	0.533975113607305	0.0394349476350856
STAU2	0.658583536084954	0.0033973945423034
PQLC2	0.138688242758878	0.592301332057736
CTNS	0.081760946479637	0.678215077041959
RTN4R	-0.150211211672631	0.794172537762994
PHF23	0.0985993653279934	0.723662673927707
CDH10	0.372236442573242	0.357763614060326
INPP4A	-0.188549822048824	0.608781215661627
RAB27B	-0.276746911206162	0.716538820305085
PSMA4	0.230149705916059	0.260962180491173
MYO16	-0.461147142140736	0.328421877186138
LSG1	-0.0823179986578433	0.842504872662623
PARP3	0.258271769033339	0.0652090321244403
TNC	-0.307273831310736	0.744456540721053
THAP3	-0.332878813966559	0.0348803782238835
RIPOR3	0.357897501303261	0.361499683036374
TDP1	-0.180977532299044	0.557834479581703
AIFM2	-0.531948528404674	0.000525838219533952
C2orf83	0.199552683662617	0.779291193093054
SPATA7	0.0616569896221628	0.783423188072609
MED17	-0.0805650063922412	0.566106995077034
RETSAT	0.611311155106963	1.71683575552237e-06
CAPG	0.190464381981979	0.334854272502861
AP2S1	-0.0125935889188741	0.968732665548167
USH2A	0.0122207743298186	0.999408959630999
ZPBP	0.0934874852725072	NA
TG	0.187081263194181	0.747248857999939
ADAM28	0.425898879412442	0.351020314083561
BARX2	-1.68852206882668	2.34005140766011e-07
DCUN1D1	0.371543698246597	0.00325636974341803
JADE2	0.729183298458863	2.22971631885781e-05
ZIC2	-0.333233622371585	NA
LCP2	0.0189360393863212	0.990737709430485
TRIT1	-0.42141662376306	0.0292693069144443
ADRB1	-0.144433640914293	0.694424251457706
GUCA2B	-0.175330338706849	NA
CUL7	0.919799105270547	1.07056718346934e-18
CTNNA1	-0.389824841269942	6.04730888573364e-05
PHKA2	-0.0586930025316413	0.715802509786232
CNTLN	0.126925880784907	0.596818111537348
