ID	age..18.weeks.strain..Str.ortvsage..18.weeks.strain..CBA_logFC	age..18.weeks.strain..Str.ortvsage..18.weeks.strain..CBA_padjFilter
1700006J14Rik	0.577595395934971	0.0283530185306837
1700007K13Rik	0.0409848057919966	0.833344573807868
1700008J07Rik	-0.0919651865459841	0.493837930503801
1700008O03Rik	0.0665687021709767	0.632862514783506
1700008P02Rik	0.0825189613574864	NA
1700009J07Rik	0.00954748346232837	0.943142248462902
1700009N14Rik	0.0166061144025038	NA
1700010B08Rik	-0.056685438149529	0.687066946978424
1700010D01Rik	-0.102795494378611	NA
1700010I14Rik	0.704342787572878	2.50870813601726e-05
1700010L04Rik	-0.0923079227463841	NA
1700011L22Rik	-0.0637934064345043	0.716551077373533
1700012A03Rik	0.00772671332139918	0.973103252306598
1700012B07Rik	0.0905468574319226	NA
1700012B09Rik	0.042075148209654	NA
1700012P22Rik	0.0165272299431516	NA
1700013D24Rik	0.0905579439779709	0.484866177698707
1700013F07Rik	-0.124701231038258	0.332377186450457
1700013G24Rik	-0.189559159079383	0.148084072253413
1700013H16Rik	-0.051136618167936	NA
1700016C15Rik	0.113850394197859	0.482125831400368
1700016D06Rik	-0.070544562325745	NA
1700016H13Rik	-0.0627162823234588	NA
1700016K19Rik	-0.071541585757589	0.625714969340377
1700017B05Rik	-0.215262834185886	0.201578672353448
1700017G19Rik	-0.00124809986438201	NA
1700017N19Rik	0.0287967915736802	NA
1700018A04Rik	0.00533933335221715	NA
1700018B08Rik	0.047907743160974	0.771715205221236
1700018B24Rik	0.054037112246589	0.658143725837781
1700018F24Rik	0.14888020503532	NA
1700019A02Rik	-0.129354816079069	NA
1700019D03Rik	-0.0538383715861093	0.89021709846407
1700019M22Rik	-0.0981760810241008	NA
1700019N19Rik	-0.0289949328427754	NA
1700020A23Rik	0.0730620643402746	0.602085826277897
1700020D05Rik	1.33712498359102	4.74867392409709e-06
1700020L24Rik	-0.0940624187830199	0.644042614557658
1700020N01Rik	0.0353810023224757	0.814100977170971
1700021F05Rik	-0.195264301008013	0.397146137535228
1700021F07Rik	0.078227281481853	0.532589331006571
1700022A21Rik	0.103694910171254	0.381502400540611
1700022I11Rik	-0.145655894135415	NA
1700024G13Rik	-0.0221566379560159	0.909204916926474
1700024P04Rik	-0.00555786365953903	NA
1700025G04Rik	0.20491022106158	0.0680930907485089
1700028I16Rik	-0.1642166330151	0.145140779198897
1700028J19Rik	0.0200809850871639	0.927885678235052
1700028P14Rik	-0.0993301777721882	NA
1700029F12Rik	-0.00696916443600326	0.982432430182958
1700029H14Rik	-0.0298165685159049	0.89572475806821
1700029I15Rik	-0.0628863147998882	0.649449079023814
1700029J07Rik	-0.0865159052051867	0.631510715488478
1700029M20Rik	-0.167811969213808	0.203164434987729
1700029P11Rik	-0.0505833832413192	0.737619619334415
1700030J22Rik	0.118758301398772	0.356261774564206
1700030K09Rik	-0.0935739166357701	0.343966356751498
1700031F05Rik	0.173129457775847	0.645758346979277
1700031F10Rik	0.106344666982475	0.597097839458708
1700031M16Rik	-0.0382902254659339	0.847705793324786
1700034E13Rik	-0.137420149304063	NA
1700034H15Rik	0.0188710947212316	0.918996226570844
1700034I23Rik	-0.0104625686265756	0.971116981836308
1700034J05Rik	-0.025294239816458	0.887475347992941
1700037H04Rik	-0.45692035258047	0.00320214920933052
1700048O20Rik	-0.15926150183017	0.662527389876288
1700049J03Rik	0.016538908634681	0.932928429747468
1700049L16Rik	0.0459090507017326	0.684090642851363
1700052K11Rik	-0.230815798061585	0.0762088786460772
1700054O19Rik	0.288850366706836	0.195435634210756
1700055D18Rik	-0.0507771722407826	0.780537779183326
1700056E22Rik	-0.272306907562728	0.037232675163984
1700057G04Rik	-0.0246688060672247	NA
1700061I17Rik	0.0339425889768021	NA
1700063H04Rik	-0.100777733523297	0.425820062101893
1700065D16Rik	-0.222149673275699	NA
1700066B19Rik	-0.120739948515975	0.50534496716999
1700066M21Rik	0.113972579494062	0.45333338654054
1700067K01Rik	-0.258658477928577	0.111057708078995
1700067P10Rik	-0.109560240633148	NA
1700069L16Rik	0.0554479289405823	0.700572989658959
1700071K01Rik	-0.164075602324413	0.239948008496865
1700073E17Rik	0.0337685643252197	0.846811333501495
1700074P13Rik	-0.0238590568737562	NA
1700080O16Rik	-0.214788469031467	NA
1700084E18Rik	-0.132149583149396	0.334226520771642
1700084J12Rik	0.186642275772329	0.195484625593816
1700086D15Rik	-0.119053350839557	NA
1700086L19Rik	-0.00802687863141038	NA
1700086O06Rik	-0.0271077096394681	0.841638373521807
1700088E04Rik	0.0187972939520016	0.912257459766118
1700093K21Rik	0.0451850343329188	NA
1700102P08Rik	0.0815098081590033	0.599012713041209
1700109H08Rik	-0.13539058382004	0.458809250594906
1700113H08Rik	-0.0458691099631281	NA
1700116B05Rik	0.0110897135931918	0.958984748087241
1700120K04Rik	0.0192677828755761	0.953054459188334
1700122O11Rik	-0.192293110574294	NA
1700123K08Rik	-0.286915100210126	0.0296882858671745
1700123L14Rik	0.0293195086653366	0.871031211258474
1700123O20Rik	0.0381300923874193	0.837760366240757
1700125H20Rik	-0.0221109720902222	0.895791182728254
1700128E19Rik	0.101209578985518	NA
1700128F08Rik	0.046109752713372	NA
1700129C05Rik	0.0903660745980188	NA
1810010H24Rik	-0.327593144286741	0.066906029642703
1810013D15Rik	-0.0186408593214882	0.918996226570844
1810013L24Rik	-0.150709731604346	0.151379626438955
1810024B03Rik	-0.115580817212884	0.468732270517746
1810030O07Rik	-0.0310904779893377	0.89764756115789
1810034E14Rik	0.0312340196188252	0.853208454796229
1810037I17Rik	0.038556508197626	NA
1810046K07Rik	-0.0532434201695366	0.725308282934819
1810055G02Rik	0.0358300417918826	0.838225154752276
1810058I24Rik	-0.224833105250664	0.0258710270698719
1810062G17Rik	-0.234399965131653	0.104698960868263
1810062O18Rik	0.131393312638588	0.338802343763898
1810064F22Rik	0.0521260279606448	NA
1810065E05Rik	0.0601185646991693	NA
2010003K11Rik	-0.0755033660060578	0.653632898048943
2010016I18Rik	0.442654516555854	0.0195713567284264
2010106E10Rik	-0.122426691060373	NA
2010109A12Rik	0.00127644806138427	NA
2010204K13Rik	-0.155974016933105	0.430285914237652
2010300C02Rik	0.194851191513435	0.102572019401613
2200002D01Rik	-0.050021572241528	0.751587099456271
2200002J24Rik	0.0707457697565639	0.621307478250161
2210010C04Rik	0.0692679674228396	NA
2210016F16Rik	-0.19979629477	0.0625644777787151
2210016L21Rik	-0.225714532404142	0.0857526676033462
2210406O10Rik	0.045349756404879	0.782486139913181
2210407C18Rik	1.82363983628855	NA
2210408I21Rik	-0.187166005666802	0.424236883600488
2210409E12Rik	-0.00213307079988567	0.991014742482591
2300002M23Rik	-0.024521081316518	0.9180206278669
2300009A05Rik	-0.121471311270321	0.242295887893917
2310001K24Rik	-0.147890356594198	0.402274935047746
2310002L09Rik	-0.370180996512264	0.26138922463423
2310011J03Rik	0.0141579256018449	0.951034701227301
2310015D24Rik	-0.00729265567666193	0.983358764542613
2310016G11Rik	0.0695810220054884	0.667804855414939
2310022A10Rik	-0.269892400779939	0.146593858161725
2310022B05Rik	-0.206064161470023	0.160366583182999
2310030G06Rik	-0.427105614994872	0.00105586277008222
2310033P09Rik	-0.307510985573851	0.0124181189087278
2310034C09Rik	-0.0084281532571433	NA
2310034G01Rik	0.0769194275390923	0.670882001152871
2310039H08Rik	-0.0959258968964303	0.572584043636599
2310057J18Rik	-0.0581288444665011	NA
2310057M21Rik	-0.147012633348426	0.296321794805051
2310057N15Rik	-0.0516607763456562	NA
2310061I04Rik	0.04478024697557	0.783867249498064
2310061N02Rik	-0.0508446107253535	0.777138139117008
2310067E19Rik	0.189873057047932	0.3392981510723
2310068J16Rik	0.00935622960498428	0.965498367666702
2310079G19Rik	0.105236730078357	0.266819395867942
2410002F23Rik	0.0706780798109996	0.643708202682405
2410004B18Rik	-0.131332212086628	0.40034799027112
2410004P03Rik	-0.0821868900127543	0.463884745742556
2410018L13Rik	-0.0366388744445461	NA
2410022M11Rik	-0.100604854928811	0.371097135039813
2410080I02Rik	0.0266638349347037	0.879996644621899
2410124H12Rik	0.00347366890191747	0.985717391363185
2410131K14Rik	0.13889117186795	0.33259407996685
2410137M14Rik	-0.0491867740819547	0.723016641468713
2510002D24Rik	-0.37621193454577	0.00168575756824947
2510009E07Rik	0.159778426065891	0.102373258004557
2510039O18Rik	-0.0180082865503941	0.917682881962093
2610001J05Rik	-0.130105907266408	0.492139484800346
2610002M06Rik	-0.464496186087665	0.0009341620209742
2610005L07Rik	0.399315261017632	0.0123593084666464
2610008E11Rik	-0.122324329561517	0.388167281310885
2610028H24Rik	0.0350416846395687	0.786394717282882
2610206C17Rik	-0.0940185361219168	NA
2610301B20Rik	-0.123451980036151	0.484866177698707
2610318M16Rik	0.198781423504145	0.226141528685192
2610318N02Rik	-0.531482798884705	0.00131930446792353
2610507B11Rik	-0.00589666649179321	0.970480183492391
2610524H06Rik	-0.00158524973502772	0.996212752734471
2610528A11Rik	0.131271186575074	0.399842559792201
2610528J11Rik	-0.263730713865602	NA
2700046A07Rik	-0.153361492621868	NA
2700046G09Rik	-0.144155408987975	0.344102031060321
2700049A03Rik	-0.262506311009002	0.0406625750012575
2700062C07Rik	-0.0864411012480097	0.422383111300886
2700081O15Rik	0.0621085340510277	0.806249154113983
2700097O09Rik	-0.108032474056036	0.646611182307962
2810002D19Rik	-0.0463581289931332	0.758168892241537
2810004N23Rik	0.0491074861944352	0.794878966641825
2810006K23Rik	-0.185762972907943	0.105619603526414
2810021J22Rik	0.0455960097190653	0.741910691620403
2810025M15Rik	-0.00486712976667114	0.983358764542613
2810032G03Rik	-0.112845925609347	NA
2810408A11Rik	-0.484042831625761	0.00286550977631996
2810410L24Rik	-0.180539888290582	0.200053149010098
2810459M11Rik	0.222704782028656	0.141458776387353
2900005J15Rik	0.238514419908838	0.133051027949648
2900026A02Rik	0.0406666598203014	0.790078744640928
2900041M22Rik	-0.0016420862100528	0.993812502901092
2900052L18Rik	-0.131972863191889	0.223588535158574
2900060B14Rik	-0.119895012545472	NA
2900092C05Rik	0.0351983657206292	NA
2900097C17Rik	0.0172842396686139	0.925076715455512
3000002C10Rik	0.359286928101035	0.0304002844279461
3010003L21Rik	-0.176948314534567	0.124860133851161
3110009E18Rik	0.0701345665823272	0.701467056154324
3110021A11Rik	-0.0907295742784644	0.465311627549872
3110040M04Rik	0.0335313013167271	0.789304768973205
3110040N11Rik	-0.0154362189871122	0.946135664577187
3110053B16Rik	0.0918490930393476	0.772460137387869
3110070M22Rik	0.249430470733786	0.0112913320522847
3110082I17Rik	-0.0110392597542504	0.948656655457884
3110082J24Rik	0.0363613987471965	0.826994128335617
3222401L13Rik	-0.349668534860869	0.0144266366751026
3300002A11Rik	-0.00690787011142024	NA
3300002I08Rik	-0.0635136825081544	0.701345268068477
3425401B19Rik	-0.107484961166361	0.532558332976867
3830403N18Rik	0.05416167403403	NA
3830406C13Rik	-0.14465115731973	0.303797517977941
3830408C21Rik	-0.169811007243994	NA
3830417A13Rik	-0.0190547735925781	NA
3930402G23Rik	-0.0463273489161846	0.752212469314422
4430402I18Rik	-0.42218223732124	0.0026027589644385
4631405J19Rik	-0.00754290199128693	0.964568793702978
4632404H12Rik	-0.0372258661859668	0.821071951473222
4632415L05Rik	-0.0176160323651242	0.92933817827424
4632427E13Rik	-0.0849259483512803	0.483964156130612
4632433K11Rik	0.0171787616799097	0.909981702470372
4732465J04Rik	0.240463449446436	0.141880269932634
4732471J01Rik	0.0424259822891564	0.810622007449302
4833420G17Rik	0.286536235398797	0.0163825113265551
4833422C13Rik	0.255473176124656	0.0923556847166644
4833427G06Rik	0.00376063767791379	NA
4833439L19Rik	-0.022403503314731	0.910201244477824
4921504E06Rik	0.0251649560842813	NA
4921507P07Rik	-0.510271255549812	0.00352955638929799
4921508D12Rik	0.0510384154809875	NA
4921509C19Rik	0.00612418544908433	0.984887492958309
4921511C20Rik	0.065380381874899	NA
4921513I03Rik	-0.00502321916223636	NA
4921517D22Rik	0.0784055371873436	0.594659418039912
4921524J17Rik	-0.163487192137582	0.410146472064584
4921524L21Rik	-0.0431106085950645	NA
4921533I20Rik	-0.238064701172717	0.0717058601435986
4921536K21Rik	0.0128680976546152	0.943142248462902
4921539E11Rik	0.0285676882938324	NA
4922502B01Rik	-0.0938314472209791	NA
4930402F06Rik	0.00080590459416463	NA
4930402H24Rik	0.162440240630477	0.314172283113005
4930402K13Rik	0.156463694997917	0.160222912034657
4930404N11Rik	-0.0192457820133463	0.904784804249429
4930407I10Rik	0.114021033041531	0.302182363760088
4930412O13Rik	-0.234032822134113	0.0550044299536388
4930415L06Rik	-0.140757043034407	NA
4930415O20Rik	-0.08300436714232	NA
4930417O22Rik	0.178477648765226	0.0988955825793071
4930421P07Rik	0.0427342762817817	0.786394717282882
4930426D05Rik	-0.0803005552278773	0.481334616593795
4930426L09Rik	-0.179280843733183	0.046446129082915
4930429B21Rik	-0.059394808821712	0.725997373241118
4930430F08Rik	-0.940735012590745	2.57289644578187e-06
4930431F12Rik	0.197458148075757	0.129671803981424
4930432K21Rik	0.0115660021693476	0.959861673284864
4930432M17Rik	0.133890879342682	NA
4930433I11Rik	-0.0489609170276255	NA
4930433N12Rik	-0.0337498050622598	NA
4930438A08Rik	0.107135163982484	0.672496028286274
4930442E04Rik	0.055956632799095	0.817635495339176
4930444G20Rik	0.0876402092069286	0.687101247467674
4930444P10Rik	-0.0269063030111081	0.867507940409578
4930447A16Rik	-0.0863328679428204	0.707515091733896
4930447C04Rik	0.0211594529717232	NA
4930448K20Rik	0.0783975804521422	NA
4930449E01Rik	-0.0787004885491545	NA
4930451E10Rik	-0.0680089689596475	NA
4930451G09Rik	0.0566443122257745	0.619865391353492
4930451I11Rik	0.0245173603965618	0.875461773808347
4930452B06Rik	-0.0571883031793865	NA
4930453N24Rik	-0.188771778194155	0.362626069087663
4930463O16Rik	-0.0571908584523957	NA
4930465K10Rik	-0.0130891148493824	NA
4930470H14Rik	-0.130582974735213	NA
4930470P17Rik	0.0419656595050171	NA
4930471G03Rik	-0.0306944969567233	0.87028130669532
4930473A02Rik	-0.131034047000245	0.174835796520635
4930474M22Rik	-0.0761104903167444	0.617420941676207
4930474N05Rik	0.262247073293009	0.0396687396971223
4930480E11Rik	0.084782218042994	NA
4930483J18Rik	0.15452289120374	NA
4930486L24Rik	-0.11195589885099	0.638042269313774
4930502E18Rik	0.00268214202025963	0.991333849544104
4930503B20Rik	0.0257135616446966	NA
4930503E24Rik	0.0176032384978511	NA
4930503H13Rik	-0.127152382588926	NA
4930503L19Rik	0.243240014129393	0.152956159067528
4930505A04Rik	0.0967853880780885	NA
4930505N22Rik	0.166260670588196	0.265257643864573
4930506C21Rik	-0.379487583757689	0.027865644411244
4930507D05Rik	0.0310350690805974	0.838225154752276
4930512B01Rik	0.0234781302235625	0.89021709846407
4930512M02Rik	0.173957377203352	NA
4930513N10Rik	-0.0629523271833623	0.610483288636813
4930513O06Rik	-0.062168868400188	NA
4930515G01Rik	-0.23350193732742	0.0897543621386575
4930519F09Rik	0.246430217225931	0.0155198670628396
4930519F16Rik	-0.343395894328998	NA
4930519G04Rik	0.00345399928804202	0.98501734040229
4930520O04Rik	-0.144629889691154	NA
4930522H14Rik	0.0179747145826905	NA
4930523C07Rik	0.141882874133003	0.412631812788971
4930524B15Rik	0.00748741513112883	0.967081748786006
4930528A17Rik	-0.153896284644755	0.433760780835012
4930533K18Rik	-0.178780092287593	NA
4930539E08Rik	-0.00677859998716901	0.968690197219474
4930544G11Rik	-0.0854706998375825	NA
4930544M13Rik	-0.0297444639428992	NA
4930546C10Rik	0.10116169121552	0.342474905400142
4930548G14Rik	0.00151248754903843	NA
4930548H24Rik	0.0527181109700052	0.727348171368001
4930550C14Rik	-0.189777665397954	0.112084573972384
4930550L24Rik	-0.120759722821763	NA
4930556L07Rik	-0.0170176960866097	0.922312993348341
4930558K02Rik	-0.109970617626734	NA
4930562C15Rik	-0.0998131763423373	0.59797286799118
4930562F07Rik	0.00467343010686605	0.98252809255573
4930563E22Rik	-0.00775396744066459	0.969445664470939
4930563M21Rik	0.190386311175769	NA
4930564C03Rik	-0.0869845236889999	0.539838100932268
4930564D02Rik	-0.0308342362945355	0.862465741576178
4930568D16Rik	-0.0990545532986244	NA
4930571K23Rik	-0.0175275284755338	0.922349932050652
4930577N17Rik	-0.110030983089198	0.516681168407948
4930578I06Rik	-0.107198547979238	0.550258539695285
4930579F01Rik	-0.0816445608258771	NA
4930579G18Rik	0.126687723536639	0.361843095652736
4930579G24Rik	-0.366268319878259	0.0109659313745686
4930579K19Rik	-0.0147989291423816	0.946135664577187
4930581F22Rik	-0.1058584811203	0.495240120414683
4930583I09Rik	-0.107638008136723	0.415727143067414
4930583K01Rik	-0.066110958236421	0.712916950891033
4930584F24Rik	-0.0792315349140296	NA
4930589L23Rik	-0.0640504744574057	NA
4930590J08Rik	0.0876011641505228	0.494012391516574
4930591A17Rik	-0.137455973612234	NA
4930594M22Rik	0.0631732699984475	0.611653509219247
4930595M18Rik	0.0366338417184231	NA
4930596D02Rik	0.0389495720217212	0.868459487709611
4930599N23Rik	-0.0460756849518384	0.791664939326056
4931400O07Rik	0.044124576184509	NA
4931403M11Rik	-0.262917353610838	0.0214390225045144
4931406B18Rik	-0.0489594617105187	0.802565954526982
4931406C07Rik	-0.373389321063339	0.0115258002086804
4931406H21Rik	0.166374818249073	0.239389571744496
4931406P16Rik	0.0771673024972657	0.572400505569628
4931408C20Rik	0.712945783753868	0.000276182764973167
4931414P19Rik	-0.0419871335099771	0.865879477655521
4931417E11Rik	0.0407681039970953	NA
4931422A03Rik	-0.0838318325557585	NA
4931428F04Rik	-0.11081123349854	0.397146137535228
4931428L18Rik	0.000536388867776516	NA
4931429L15Rik	-0.0528371731501096	0.64251869837293
4931429P17Rik	-0.218140768185984	0.0655956480612301
4931431C16Rik	-0.0706675514619253	0.636183095606766
4931440F15Rik	-0.0627126103075808	0.787856657426138
4931440P22Rik	-0.0010907298755356	0.996805830324446
4932411N23Rik	-0.184457132779444	NA
4932412D23Rik	0.00814008917144449	NA
4932414J04Rik	-0.101397182373609	NA
4932414N04Rik	-0.032589133016633	NA
4932415M13Rik	-0.0531512334420192	NA
4932416K20Rik	0.0432411261228509	0.784041346511452
4932431L22Rik	0.0463787831870324	NA
4932435O22Rik	-0.190947425010934	0.107201073608157
4932438A13Rik	0.135222470874028	0.450747940851975
4932438H23Rik	0.12386443329542	0.364224421792777
4932443L11Rik	-0.0607951776251676	NA
4933400A11Rik	-0.0874170513566686	NA
4933401B06Rik	-0.0380625919788073	0.780595946954365
4933402D24Rik	0.0617967552518603	NA
4933402E13Rik	-0.0105346758915372	NA
4933402J07Rik	0.0505580584464163	NA
4933402N03Rik	-0.0720376657044968	0.660810479042354
4933404G15Rik	0.0112528330003441	NA
4933405L10Rik	0.0367922532309652	0.786394717282882
4933405O20Rik	-0.0330808019466362	NA
4933407E24Rik	0.0655921434204094	0.646719881366007
4933407L21Rik	-0.081217038910868	0.635758869086896
4933408J17Rik	0.134004813612567	0.543932018753828
4933409G03Rik	-0.206890690248811	NA
4933411G06Rik	-0.0502783554062427	NA
4933411K16Rik	-0.0571112452835969	0.803617458656929
4933412E24Rik	0.00729688201980583	0.981036222703309
4933413J09Rik	-0.0357455899356056	0.852934716092505
4933414I15Rik	0.00973547717086465	0.961771626172096
4933416E03Rik	-0.077725282516135	0.606639223187048
4933421I07Rik	0.00316141629626987	0.991271959589555
4933427D06Rik	-0.0533946850276008	NA
4933427D14Rik	-0.027648304520115	0.85398906392805
4933427E11Rik	0.123313425662912	0.245256267254674
4933427E13Rik	0.00758183140143931	NA
4933427G23Rik	0.0390746112969378	0.826754271616946
4933428G20Rik	0.130962318115515	0.400360114508369
4933428M09Rik	-0.177625999548554	0.161548191957296
4933430I17Rik	-0.111385543449853	0.397612739126897
4933431E20Rik	-0.253169695310432	0.0372412701126325
4933432I09Rik	0.132839805160061	0.290791675025276
4933434E20Rik	0.00424301911133895	0.986577935211172
4933436I01Rik	-0.0229427771963309	NA
4933439C10Rik	0.141269712236635	0.383797143636218
4933440M02Rik	-0.137342464710466	0.439829076344021
5031425E22Rik	-0.139758025305166	0.389847690847024
5031434C07Rik	0.0289889043652733	0.838225154752276
5031439G07Rik	0.125083891180703	0.460687445682105
5033430I15Rik	-0.0530637473080491	0.827614209723084
5330416C01Rik	0.0931611589572707	NA
5330417C22Rik	0.00456102671661096	0.980369283148394
5330432E05Rik	0.0687191967711378	NA
5330439B14Rik	-0.116148630191693	0.405160115474362
5430427O19Rik	-0.13682457784627	0.3413563445598
5530400C23Rik	0.188207767479068	NA
5530401A14Rik	-0.0411130280823446	NA
5730408K05Rik	-0.094531259923162	0.75204020534634
5730409E04Rik	-0.0517361968348524	0.738733137304075
5730409K12Rik	-0.0309169468501294	0.895215068148437
5730455P16Rik	-0.118134481988612	0.661787078367011
5730460C07Rik	-0.0495170267131106	0.782526540258352
5730507C01Rik	-0.0188947963384978	0.943686215457095
5730522E02Rik	-0.0296972488124654	0.860183048916261
5830411N06Rik	0.0138755120154581	0.936122559423629
5830454E08Rik	-0.155143767771992	0.250866738154762
5930403L14Rik	0.0228552605348611	0.89001455977684
5930403N24Rik	-0.126282489369441	0.414153308004828
6030458C11Rik	-0.388182348360024	0.00111014551223653
6030468B19Rik	-0.868216900753053	6.04727781222033e-05
6030469F06Rik	0.0721111606506035	0.548551651923154
6030498E09Rik	-0.246881517982091	NA
6230400D17Rik	-0.238422912107664	0.0553261040933716
6330403K07Rik	-0.186181318110075	0.0709663246272916
6330407A03Rik	0.148136844544871	0.600650428687745
6330409D20Rik	0.0804093056813695	0.617262581807967
6330549D23Rik	0.00758775112983034	0.97454975983076
6430503K07Rik	0.148775284731897	0.201301718183779
6430548M08Rik	0.241832211686299	0.160544458202861
6430550D23Rik	0.04397895918048	0.695397144419759
6430553K19Rik	-0.00177133560003728	NA
6430571L13Rik	-0.0473021313341162	0.845442185235998
6530403G13Rik	-0.310644494575721	0.00813481258098985
6530411M01Rik	-0.0779618520674399	0.587850568576754
6720489N17Rik	-0.24975647639628	0.157270668339803
6820408C15Rik	-0.00180951427306919	0.992977354561259
7420426K07Rik	0.0415846692028312	0.749012248372496
8030423F21Rik	-0.152775529459793	0.268875477040517
8030423J24Rik	-0.0718816495889838	0.66435137358301
8030451A03Rik	-0.0719357558067477	NA
8030462N17Rik	-0.123183618241869	0.258570699170524
8030474K03Rik	-0.0371484066749748	NA
8430429K09Rik	-0.0972668660487344	NA
9030612E09Rik	-0.0691454911351599	0.753751057222856
9030619P08Rik	-0.132014616281852	0.479486551603879
9130008F23Rik	0.047038191280997	0.850836454848596
9130019P16Rik	-0.0151948363085523	0.924755936064744
9130023H24Rik	-0.177787816379151	0.119085789011948
9130230L23Rik	0.0295082822730013	NA
9130401M01Rik	0.0832619885153747	0.449503001947491
9130409I23Rik	0.15920628737137	NA
9230009I02Rik	0.0811784346562181	NA
9230019H11Rik	-0.00558403953729236	NA
9230020A06Rik	0.057147728824023	0.708995562517748
9230110K08Rik	-0.073728115986734	0.579395529223054
9230112D13Rik	0.110697809776342	NA
9330020H09Rik	-0.220180118506714	0.100765595799894
9330132A10Rik	-0.090778495095897	NA
9330133O14Rik	-0.0499299266923954	0.720210304440394
9330151L19Rik	-0.130679659260901	0.354290914901044
9330155M09Rik	-0.0570416427468547	NA
9330158H04Rik	0.132205966289033	NA
9330159F19Rik	-0.0703563211935165	0.900814827734428
9330175E14Rik	0.274466963360203	0.0643924489335986
9330182L06Rik	0.143819060911187	0.306545792394503
9430015G10Rik	-0.0916911491513979	0.406222422430564
9430021M05Rik	-0.110836112997304	NA
9430038I01Rik	-0.26335167889941	0.117811255857723
9430041J12Rik	-0.0517851095803206	NA
9430053O09Rik	0.0761273783655874	0.725260531100671
9430060I03Rik	0.00807515257246294	0.965937120843567
9430069I07Rik	-0.151502681115365	0.118441560491996
9430097D07Rik	0.0453593696391978	0.776959852640464
9530002B09Rik	0.157394197070581	NA
9530003J23Rik	-0.00623469057089654	NA
9530068E07Rik	0.162585947175847	0.184304558256128
9530077C05Rik	-0.0885942738099637	0.401778430021314
9530080O11Rik	-0.0431918062894026	0.742932355131865
9530091C08Rik	-0.171770696441386	0.351036430917773
9630013D21Rik	-0.689106542824379	0.000159116973842141
9630028B13Rik	-0.0458229078816572	0.825800732499733
9830107B12Rik	0.119206702423183	0.537628366430294
9930012K11Rik	0.0725196199433382	0.610284679055357
9930014A18Rik	-0.0012488619750366	0.996461731393804
9930021J03Rik	-0.120735936174841	0.299676631301246
9930038B18Rik	0.00892276128497826	0.964258061363692
9930104L06Rik	-0.203997099678672	0.0829696256922156
