ID	age..8.weeks.strain..Str.ortvsage..8.weeks.strain..CBA_logFC	age..8.weeks.strain..Str.ortvsage..8.weeks.strain..CBA_padjFilter
1700001L05Rik	0.0789258025353838	0.792517223810878
1700001L19Rik	-0.159325298655001	NA
1700001O22Rik	0.205850766853644	0.308021312409369
1700001P01Rik	0.034999838830041	NA
1700003E16Rik	-0.00604668023738597	0.986166685092306
1700003F12Rik	-0.0412810946907554	0.872259880521015
1700003H04Rik	-0.0545187310522284	NA
1700003O11Rik	-0.199404311498929	0.223261723978885
1700006A11Rik	-0.117459344809397	NA
1700006J14Rik	0.894494535637239	0.00962040947023418
1700007K13Rik	-0.0784433040773029	0.732503490394522
1700008J07Rik	-0.150088503407332	0.367755313726555
1700008O03Rik	0.00374803449437699	0.989317396803638
1700008P02Rik	0.104103979077027	NA
1700009J07Rik	-0.138854061905534	0.208287573390712
1700009N14Rik	0.0715964363294237	NA
1700010B08Rik	0.0124525850908679	0.962240301732385
1700010D01Rik	0.119743712196967	NA
1700010I14Rik	0.662589767074711	0.00033844867518503
1700010L04Rik	-0.0670542354539077	NA
1700011L22Rik	-0.0142566348255819	0.965288072648383
1700012A03Rik	-0.0212414682636428	0.943506763320341
1700012B07Rik	0.0464245889148094	NA
1700012B09Rik	-0.153829742590752	NA
1700012P22Rik	-0.162893599389876	NA
1700013D24Rik	0.0941744593181824	0.598693266120312
1700013F07Rik	-0.119401980829925	0.503032855055394
1700013G24Rik	-0.241726730920777	0.156994923449612
1700013H16Rik	-0.0689008387797179	NA
1700016C15Rik	-0.0577147206547046	0.829801737539334
1700016D06Rik	-0.0593033371898093	NA
1700016H13Rik	-0.111098942932156	NA
1700016K19Rik	0.0365684717985122	0.880216039453417
1700017B05Rik	-0.10746652859727	0.683824847810652
1700017G19Rik	0.0422392639354179	NA
1700017N19Rik	0.0512471944799149	NA
1700018A04Rik	-0.122245881369491	NA
1700018B08Rik	-0.0764030238055291	0.703104941338751
1700018B24Rik	-0.012539463361688	0.9572057746862
1700018F24Rik	0.0689586999010672	NA
1700019A02Rik	0.107893760420206	NA
1700019D03Rik	0.155473159862864	0.716683669738807
1700019M22Rik	0.0925483134413581	NA
1700019N19Rik	-0.220054802981069	NA
1700020A23Rik	0.136736442513434	0.411387689563985
1700020D05Rik	1.17927740497328	0.000147891701584301
1700020L24Rik	-0.222084145157138	0.340329414599115
1700020N01Rik	0.103662950329587	0.528234955451334
1700021F05Rik	0.0851551843025078	0.827202952092866
1700021F07Rik	-0.0990740542138244	0.54943238622932
1700022A21Rik	0.0150524196879989	0.952706513367945
1700022I11Rik	-0.0317480236435639	NA
1700024G13Rik	0.106439205068743	0.587665922574279
1700024P04Rik	-0.0679607014458776	NA
1700025G04Rik	0.173307461977608	0.253767863417239
1700028I16Rik	-0.0778176141266149	0.660118025253291
1700028J19Rik	-0.187941410244715	0.346218366734816
1700028P14Rik	-0.0493735344441912	NA
1700029F12Rik	-0.0451062615986029	0.899737281421132
1700029H14Rik	0.0401499084919745	0.897081901544665
1700029I15Rik	-0.0929123843030997	0.598060559666736
1700029J07Rik	-0.0643867142543844	0.812174300266868
1700029M20Rik	-0.0178776123752753	0.951922184549696
1700029P11Rik	-0.0424645287804655	0.848058021714217
1700030J22Rik	-0.0369131719574662	0.87529672566284
1700030K09Rik	0.0242130213495102	0.897416161919572
1700031F05Rik	0.205064482318972	0.680323562989168
1700031F10Rik	-0.324859803074237	0.144500757050656
1700031M16Rik	0.0458729058759584	0.867257026310939
1700034E13Rik	0.000595110879242355	NA
1700034H15Rik	0.0935569553934128	0.622116789731414
1700034I23Rik	-0.144636969768315	0.572175283706011
1700034J05Rik	-0.101301453311087	0.586393109745111
1700037H04Rik	-0.407163113863131	0.035469337705293
1700048O20Rik	0.0497443942966473	0.939749529190644
1700049J03Rik	-0.118603952552148	0.531438737176995
1700049L16Rik	-0.173730635204196	0.144392458749356
1700052K11Rik	-0.14013807745035	0.456162721193722
1700054O19Rik	0.196062260576252	0.554905177736124
1700055D18Rik	-0.121549609718339	0.557328535627151
1700056E22Rik	-0.149624553936976	0.424667773991753
1700057G04Rik	-0.0655056453601617	NA
1700061I17Rik	-0.159822146033514	NA
1700063H04Rik	-0.205827078914864	0.175078246053797
1700065D16Rik	-0.13341989470199	NA
1700066B19Rik	0.004795253860987	0.9904291025557
1700066M21Rik	0.0820576419796986	0.713635633875434
1700067K01Rik	-0.091521827372075	0.73256535451409
1700067P10Rik	-0.21816186334643	NA
1700069L16Rik	-0.161606326695673	0.304543673488351
1700071K01Rik	-0.210113145976678	0.246175177947756
1700073E17Rik	-0.074176166840866	0.712656770809765
1700074P13Rik	0.0167508844519064	NA
1700080O16Rik	-0.181014816059101	NA
1700084E18Rik	-0.0046298167717671	0.987381665018219
1700084J12Rik	-0.0881118565293857	0.698835766053847
1700086D15Rik	-0.213487823106057	NA
1700086L19Rik	-0.0619727384786675	NA
1700086O06Rik	0.0049972411910737	0.981750182141934
1700088E04Rik	-0.0290913060832869	0.89818088215085
1700093K21Rik	0.154635119905149	NA
1700102P08Rik	-0.0526412417069242	0.82754239162561
1700109H08Rik	-0.121328058555084	0.639844347556993
1700113H08Rik	-0.0431887517083211	NA
1700116B05Rik	0.0526549319778322	0.820125286071751
1700120K04Rik	-0.155761144903653	0.613394995039361
1700122O11Rik	-0.190446294676045	NA
1700123K08Rik	-0.258090877020304	0.139070669047577
1700123L14Rik	-0.101863520681268	0.598693266120312
1700123O20Rik	-0.178219551807739	0.331166440060288
1700125H20Rik	0.0742813982382149	0.682681123727954
1700128E19Rik	-0.0311668230699444	NA
1700128F08Rik	0.112262497513047	NA
1700129C05Rik	-0.166451102584794	NA
1810010H24Rik	-0.30405666214595	0.202459649390235
1810013D15Rik	-0.129639252017587	0.451708649902797
1810013L24Rik	0.0444794395080379	0.812933616339944
1810024B03Rik	0.0386103149111152	0.894013009496537
1810030O07Rik	0.121637546308499	0.633944153056704
1810034E14Rik	0.00835641106345886	0.974432303465466
1810037I17Rik	-0.0951725460233517	NA
1810046K07Rik	-0.112657804793667	0.525240804027113
1810055G02Rik	0.00396640820808791	0.989661124278235
1810058I24Rik	-0.241330937803561	0.0679784296485624
1810062G17Rik	0.042402133874436	0.88277611494487
1810062O18Rik	0.089757995256309	0.658310801571263
1810064F22Rik	0.0351421161900536	NA
1810065E05Rik	0.0372148258230194	NA
2010003K11Rik	-0.0654623119626683	0.786924543919948
2010016I18Rik	0.283757749272469	0.274195111158363
2010106E10Rik	-0.0544237032723585	NA
2010109A12Rik	-0.302882836919191	NA
2010204K13Rik	-0.268135188889168	0.270780413955099
2010300C02Rik	0.0202711344064133	0.938732657856234
2200002D01Rik	-0.0772260540144298	0.690458614321963
2200002J24Rik	0.0807124169715125	0.671378359027759
2210010C04Rik	-0.0681214869916102	NA
2210016F16Rik	-0.0866947965566567	0.604566895917506
2210016L21Rik	0.0879059702814029	0.675362009652642
2210406O10Rik	0.0567426721521933	0.794339588738548
2210407C18Rik	1.47910996025012	NA
2210408I21Rik	-0.0225585768935339	0.9645927173504
2210409E12Rik	-0.0145258941911823	0.9512488780711
2300002M23Rik	-0.069422790372772	0.800958537392
2300009A05Rik	0.0317824129582203	0.871545630381291
2310001K24Rik	-0.134131791261123	0.592758064681123
2310002L09Rik	0.111073244798636	0.854757200671891
2310011J03Rik	-0.128275743869741	0.542240712697617
2310015D24Rik	0.143569553346444	0.643394069602539
2310016G11Rik	-0.0816466641494236	0.701982405939257
2310022A10Rik	0.276527556670324	0.268075653315556
2310022B05Rik	-0.0855101724868437	0.718846674371494
2310030G06Rik	-0.128203644031513	0.471325842725099
2310033P09Rik	-0.195286001412656	0.235684970568396
2310034C09Rik	0.018341202691917	NA
2310034G01Rik	-0.0713480806030695	0.780920025979795
2310039H08Rik	0.0561223508847402	0.836179990608143
2310057J18Rik	0.241187780906623	NA
2310057M21Rik	-0.0275083418307478	0.924026731782174
2310057N15Rik	-0.0225047136317311	NA
2310061I04Rik	0.125088942257202	0.483111280250884
2310061N02Rik	0.0369682169197922	0.890715067095764
2310067E19Rik	0.189538785849885	0.483940304502581
2310068J16Rik	-0.109384837729614	0.560045270781474
2310079G19Rik	-0.161364818375126	0.177574172631668
2410002F23Rik	-0.113590946993886	0.554067541035129
2410004B18Rik	0.0807594189003904	0.734157753316335
2410004P03Rik	-0.0985517325136662	0.512110832332533
2410018L13Rik	-0.0264082471476392	NA
2410022M11Rik	-0.019454069947054	0.93095165721846
2410080I02Rik	-0.0779569058435126	0.686120745582135
2410124H12Rik	0.105440266519765	0.533550747405168
2410131K14Rik	0.140352791374262	0.470413329001745
2410137M14Rik	0.00701351960804963	0.976521679688628
2510002D24Rik	-0.107490377598431	0.531578543941223
2510009E07Rik	0.0591944614652888	0.709909330642397
2510039O18Rik	-0.0553228179238801	0.778992085137372
2610001J05Rik	-0.0473351754298434	0.88888591186271
2610002M06Rik	-0.199257939105488	0.262213385962065
2610005L07Rik	0.263236188482388	0.215322463779103
2610008E11Rik	0.186139715962208	0.296005262498844
2610028H24Rik	-0.0748342819108849	0.622116789731414
2610206C17Rik	-0.0404495174145962	NA
2610301B20Rik	0.0471367552825352	0.880374295921071
2610318M16Rik	-0.0140555780697431	0.969547891118121
2610318N02Rik	-0.50102286390527	0.0136550681125051
2610507B11Rik	0.250309877455143	0.0341020233170251
2610524H06Rik	-0.0180241561890817	0.958754141653358
2610528A11Rik	0.221263883641843	0.250383344284596
2610528J11Rik	-0.294526351396277	NA
2700046A07Rik	-0.0415536410566535	NA
2700046G09Rik	-0.0674216624473498	0.786464315584211
2700049A03Rik	-0.0749978584510611	0.725307703390541
2700062C07Rik	-0.0412945107715057	0.81691063532265
2700081O15Rik	-0.222188943938253	0.393494808520774
2700097O09Rik	-0.203468454517671	0.470195000680629
2810002D19Rik	-0.246076971326787	0.0960984168505291
2810004N23Rik	0.0307976847879896	0.916708608981388
2810006K23Rik	0.0451115637282502	0.832540071679226
2810021J22Rik	0.364431025744905	0.00854179562319439
2810025M15Rik	-0.134806282762009	0.478372442260715
2810032G03Rik	-0.114106942914558	NA
2810408A11Rik	-0.198469575007691	0.365283761738336
2810410L24Rik	-0.0876347782749569	0.692671253570905
2810459M11Rik	-0.119857031268864	0.60701983753409
2900005J15Rik	0.0934211631283288	0.71706611829409
2900026A02Rik	-0.0252056479193641	0.916144241249893
2900041M22Rik	0.00425943600445855	0.986651180320128
2900052L18Rik	-0.0794087837260911	0.630746683140831
2900060B14Rik	-0.0610547995313806	NA
2900092C05Rik	-0.000484089947139665	NA
2900097C17Rik	0.149252379393115	0.371977548765921
3000002C10Rik	0.402210544128653	0.0646170371555115
3010003L21Rik	-0.0919795127526317	0.604566895917506
3110009E18Rik	-0.0732823326881133	0.771229212547187
3110021A11Rik	0.0915864342210062	0.597022235024539
3110040M04Rik	-0.0621006678382718	0.678905130271826
3110040N11Rik	0.0560565508581128	0.831318449538965
3110053B16Rik	0.0776841250543754	0.866846710594404
3110070M22Rik	0.230914102423939	0.0696788139727665
3110082I17Rik	0.0808485388491853	0.622116789731414
3110082J24Rik	-0.0246139957636249	0.923583862456457
3222401L13Rik	0.0702722279842023	0.778432276316474
3300002A11Rik	-0.00931407871071244	NA
3300002I08Rik	0.111761147831606	0.581640819191464
3425401B19Rik	0.00988149672668381	0.975994064825052
3830403N18Rik	0.0512909629014588	NA
3830406C13Rik	-0.0911660138044414	0.666247363244644
3830408C21Rik	-0.0707348785990405	NA
3830417A13Rik	-0.00479334977931956	NA
3930402G23Rik	-0.0497466809511931	0.802233382885163
4430402I18Rik	-0.0328858229220161	0.905640525542203
4631405J19Rik	-0.107735835815288	0.440530470336733
4632404H12Rik	0.0667162073210257	0.736376055103518
4632415L05Rik	0.0809800797148554	0.696160188208452
4632427E13Rik	-0.0617496311037886	0.730292000538966
4632433K11Rik	-0.0345748787715827	0.856924785857971
4732465J04Rik	0.251170037186602	0.250179828529315
4732471J01Rik	-0.036546308752639	0.888814119502754
4833420G17Rik	0.190367933785563	0.236422630282078
4833422C13Rik	0.181186968599789	0.393494808520774
4833427G06Rik	0.135592398555215	NA
4833439L19Rik	0.165008656887615	0.363255718498596
4921504E06Rik	-0.185871000486039	NA
4921507P07Rik	-0.137800950673228	0.601075439876591
4921508D12Rik	-0.0910734545569936	NA
4921509C19Rik	-0.0324513804414668	0.934975610529268
4921511C20Rik	-0.0132902233321825	NA
4921513I03Rik	-0.0435508788401515	NA
4921517D22Rik	0.00986756485225282	0.972470843848756
4921524J17Rik	-0.239289205210367	0.340877906286023
4921524L21Rik	-0.00564730927864954	NA
4921533I20Rik	-0.0710864089653134	0.751555352545083
4921536K21Rik	0.0221608590586042	0.926456394290758
4921539E11Rik	0.179136165100426	NA
4922502B01Rik	-0.0273474273345933	NA
4930402F06Rik	-0.126286856127066	NA
4930402H24Rik	0.0368162798141185	0.905841769405088
4930402K13Rik	0.0154055861918581	0.951659804229299
4930404N11Rik	-0.0884573404263627	0.592221365136286
4930407I10Rik	-0.151829815464389	0.287115294710664
4930412O13Rik	-0.146006394189111	0.396484881710359
4930415L06Rik	0.0181394380473243	NA
4930415O20Rik	-0.0911459189862009	NA
4930417O22Rik	0.0678598076518426	0.696277075559741
4930421P07Rik	0.136922233376619	0.410786151355262
4930426D05Rik	-0.0618857469957188	0.709661729142641
4930426L09Rik	0.0180948916204287	0.926036137766134
4930429B21Rik	-0.237835713965644	0.173289547043406
4930430F08Rik	-0.745452237000755	0.00028189362171578
4930431F12Rik	0.240692975430536	0.156994923449612
4930432K21Rik	0.097372669574499	0.649203721635814
4930432M17Rik	0.0106039664913178	NA
4930433I11Rik	-0.124174037347597	NA
4930433N12Rik	0.10287549389827	NA
4930438A08Rik	0.258716152820387	0.366661748636943
4930442E04Rik	0.174849080559857	0.502812749429404
4930444G20Rik	-0.0855795380104398	0.77855420209883
4930444P10Rik	-0.0704609046439257	0.697288095366819
4930447A16Rik	-0.139888166147382	0.624452571128707
4930447C04Rik	0.00298645867843916	NA
4930448K20Rik	-0.159167860667702	NA
4930449E01Rik	-0.0448765064932637	NA
4930451E10Rik	-0.163923352940804	NA
4930451G09Rik	-0.104923566049004	0.44075110919425
4930451I11Rik	-0.108986207544246	0.489872479938376
4930452B06Rik	0.0395759747392548	NA
4930453N24Rik	-0.192947891259102	0.495368451075099
4930463O16Rik	-0.0241541025217167	NA
4930465K10Rik	-0.102510299743416	NA
4930470H14Rik	0.0748344195070123	NA
4930470P17Rik	0.0914447548394257	NA
4930471G03Rik	-0.026037557400107	0.926036137766134
4930473A02Rik	0.00122804100947427	0.995850260156479
4930474M22Rik	0.0309986840677894	0.905191642821607
4930474N05Rik	0.0525086705711875	0.824320630642861
4930480E11Rik	-0.00987597785866612	NA
4930483J18Rik	-0.156865397047692	NA
4930486L24Rik	-0.0946128042761893	0.783171720206956
4930502E18Rik	-0.0596749341143168	0.802607025396114
4930503B20Rik	-0.0533780541056474	NA
4930503E24Rik	0.0045522441322996	NA
4930503H13Rik	-0.0429038324673696	NA
4930503L19Rik	-0.151883702352496	0.553137379311018
4930505A04Rik	-0.0838676532896816	NA
4930505N22Rik	-0.0779985290973748	0.746047583819785
4930506C21Rik	-0.0714510788532481	0.822651474765038
4930507D05Rik	-0.0901996844938573	0.589355717474158
4930512B01Rik	-0.100600324483087	0.564384858403567
4930512M02Rik	0.0784789433583741	NA
4930513N10Rik	-0.0605447408985453	0.721845505864162
4930513O06Rik	-0.12495963984506	NA
4930515G01Rik	-0.236891049722708	0.193266398563766
4930519F09Rik	-0.01612102589415	0.944385601485305
4930519F16Rik	-0.121860418016492	NA
4930519G04Rik	-0.0299874463582857	0.88427984454144
4930520O04Rik	-0.100278812564514	NA
4930522H14Rik	0.10594559491211	NA
4930523C07Rik	-0.104115780110435	0.681713404550988
4930524B15Rik	-0.136753543149139	0.337175990724935
4930528A17Rik	0.00759456390838142	0.985338712058183
4930533K18Rik	0.116572099755462	NA
4930539E08Rik	-0.131689643828624	0.335578486427212
4930544G11Rik	-0.00616192993426168	NA
4930544M13Rik	-0.0720434682276565	NA
4930546C10Rik	0.0689997209634221	0.660619358612666
4930548G14Rik	0.272840090200451	NA
4930548H24Rik	-0.0466465549277855	0.831825398490404
4930550C14Rik	-0.212795647054192	0.175253312576246
4930550L24Rik	0.00877402035146169	NA
4930556L07Rik	-0.0791678850430193	0.660212128484015
4930558K02Rik	-0.0682896103780051	NA
4930562C15Rik	-0.199559978874016	0.370107503654752
4930562F07Rik	0.0407614843257837	0.859081063570256
4930563E22Rik	-0.20255389528434	0.187508521594036
4930563M21Rik	0.0783804540498592	NA
4930564C03Rik	0.00694486435703023	0.980013637495999
4930564D02Rik	-0.109300472485624	0.565044393459537
4930568D16Rik	-0.064057658751862	NA
4930571K23Rik	-0.0745474254883067	0.693796681871941
4930577N17Rik	-0.0578218216839126	0.83553680569359
4930578I06Rik	-0.12732002003373	0.59549515342008
4930579F01Rik	0.0171769724539761	NA
4930579G18Rik	-0.117689818513941	0.545110421391551
4930579G24Rik	-0.10625045620367	0.637907889209282
4930579K19Rik	-0.0343500458619381	0.901345859997694
4930581F22Rik	0.0972409777554875	0.655569225716352
4930583I09Rik	-0.122971646226869	0.487352299967612
4930583K01Rik	-0.20098403863748	0.301825258856536
4930584F24Rik	0.0444942337482139	NA
4930589L23Rik	-0.111853336715988	NA
4930590J08Rik	-0.0527391750260771	0.793955489134864
4930591A17Rik	0.0245299576677898	NA
4930594M22Rik	-0.0958494101956706	0.54290296735833
4930595M18Rik	0.0234734485472199	NA
4930596D02Rik	-0.197297749707935	0.390106285517055
4930599N23Rik	0.0854759480280922	0.682226155751817
4931400O07Rik	-0.00636277167675736	NA
4931403M11Rik	-0.0995044593562895	0.573025719676943
4931406B18Rik	0.0358053061224366	0.903545458857657
4931406C07Rik	-0.11843221439079	0.604566895917506
4931406H21Rik	-0.216146620748171	0.237134842359555
4931406P16Rik	0.0616515176392625	0.756807453540042
4931408C20Rik	0.41201961618713	0.0699514259931874
4931414P19Rik	0.0564302399556951	0.867579028864345
4931417E11Rik	-0.0597061046405072	NA
4931422A03Rik	-0.122999170119034	NA
4931428F04Rik	0.0155262055170198	0.956062238474536
4931428L18Rik	-0.0288533285706603	NA
4931429L15Rik	-0.0816417033302441	0.571662848974122
4931429P17Rik	0.0583401148206733	0.778432276316474
4931431C16Rik	-0.117610153184863	0.525688816429281
4931440F15Rik	-0.0581395239645275	0.864307660241305
4931440P22Rik	-0.102437938002563	0.625330052185367
4932411N23Rik	-9.17549980172794e-06	NA
4932412D23Rik	0.0519167344626918	NA
4932414J04Rik	-0.132822357382026	NA
4932414N04Rik	0.183126152779888	NA
4932415M13Rik	0.0175530758768732	NA
4932416K20Rik	0.0468363897141204	0.830591109264141
4932431L22Rik	0.421879150534636	NA
4932435O22Rik	0.020604500889946	0.936843129477175
4932438A13Rik	0.133246779218409	0.594213359272995
4932438H23Rik	0.12056856489097	0.523893594222143
4932443L11Rik	0.0293317252003877	NA
4933400A11Rik	-0.102397291223755	NA
4933401B06Rik	-0.0504404395048459	0.776944238635798
4933402D24Rik	0.0879594460948709	NA
4933402E13Rik	-0.0920583106003434	NA
4933402J07Rik	-0.091403882017751	NA
4933402N03Rik	0.00367396247656071	0.991379863100626
4933404G15Rik	0.0894983000848422	NA
4933405L10Rik	-0.102080022519943	0.495942736910979
4933405O20Rik	-0.082855945712244	NA
4933407E24Rik	-0.043311957586722	0.846566183304426
4933407L21Rik	-0.0387395481051103	0.892475331427062
4933408J17Rik	-0.0537634271965475	0.88888591186271
4933409G03Rik	-0.0728767244747903	NA
4933411G06Rik	-0.0397256562711465	NA
4933411K16Rik	0.0636111658753427	0.841924194018316
4933412E24Rik	-0.0700784323207744	0.824862767534231
4933413J09Rik	-0.152978990956453	0.427118269196091
4933414I15Rik	-0.170716664521252	0.286854243586417
4933416E03Rik	-0.145979494620853	0.414441847821878
4933421I07Rik	0.0241614495042048	0.945388415590838
4933427D06Rik	-0.0996609828986523	NA
4933427D14Rik	0.0934162371970011	0.564988211057402
4933427E11Rik	-0.133824405527308	0.345496232595244
4933427E13Rik	-0.0524158373037151	NA
4933427G23Rik	-0.0230257238503704	0.934248829917499
4933428G20Rik	0.130456736841897	0.546198203375451
4933428M09Rik	0.0529049356145324	0.816416379173486
4933430I17Rik	-0.0692581229660947	0.727905058098328
4933431E20Rik	-0.0841155129349627	0.666951500106393
4933432I09Rik	0.149120829793625	0.370107503654752
4933434E20Rik	0.13290651943824	0.550294632388371
4933436I01Rik	-0.114820162605778	NA
4933439C10Rik	-0.0414556386935327	0.890085383125047
4933440M02Rik	-0.188503761652597	0.404542771146866
5031425E22Rik	-0.0375028848231196	0.902294790638141
5031434C07Rik	0.183488613493261	0.169762668946113
5031439G07Rik	0.440110555976419	0.0256441295920539
5033430I15Rik	0.009379693240267	0.981204000018971
5330416C01Rik	-0.0269533545718348	NA
5330417C22Rik	-0.0262706762372131	0.899737281421132
5330432E05Rik	0.0482371487587114	NA
5330439B14Rik	0.091141457340755	0.65250079451109
5430427O19Rik	-0.0123488500384283	0.968621307256584
5530400C23Rik	0.198805039854675	NA
5530401A14Rik	0.0919581116415795	NA
5730408K05Rik	-0.101882553014359	0.801168429250276
5730409E04Rik	0.0823658353967875	0.664728154455861
5730409K12Rik	-0.0093076802360228	0.978092200592585
5730455P16Rik	0.352082910498405	0.232977691384647
5730460C07Rik	-0.0960833370750915	0.651882753120575
5730507C01Rik	-0.183172751641536	0.441421255588049
5730522E02Rik	-0.0595613548139609	0.771229212547187
5830411N06Rik	0.0135618558940847	0.957718736779181
5830454E08Rik	-0.0109440895570696	0.971219025928056
5930403L14Rik	-0.00166192444481084	0.995394002717854
5930403N24Rik	0.0740133261375568	0.759644971575238
6030458C11Rik	-0.150133473068809	0.334708816714279
6030468B19Rik	-0.452831778421494	0.0563379729810929
6030469F06Rik	-0.117132270253153	0.425780545365245
6030498E09Rik	-0.0967102216272115	NA
6230400D17Rik	-0.0885037957629695	0.655509108634382
6330403K07Rik	-0.216064869152301	0.108766287310686
6330407A03Rik	0.0872987145378374	0.84699984361499
6330409D20Rik	0.0487719764773695	0.848453769821154
6330549D23Rik	0.0046432969205199	0.987962023361372
6430503K07Rik	-0.0294856734140652	0.899217403779542
6430548M08Rik	0.124511914448711	0.64411307776106
6430550D23Rik	0.124030602380041	0.314454145992149
6430553K19Rik	0.0355609079191446	NA
6430571L13Rik	0.161092492776456	0.532125509282186
6530403G13Rik	-0.132339004607515	0.420980046972688
6530411M01Rik	-0.0830854189857542	0.668771103715456
6720489N17Rik	-0.282116393043442	0.227066688804271
6820408C15Rik	-0.0692706075133787	0.683558876615157
7420426K07Rik	0.00331131842872878	0.988566698977873
8030423F21Rik	-0.106517783063239	0.603128118437194
8030423J24Rik	-0.0608150644478282	0.799750629825013
8030451A03Rik	0.0804282608540809	NA
8030462N17Rik	0.0617038040717084	0.71790823662012
8030474K03Rik	-0.356513380666393	NA
8430429K09Rik	-0.143832130305392	NA
9030612E09Rik	0.0776224699637984	0.794054353598278
9030619P08Rik	-0.297748241027595	0.175777482351054
9130008F23Rik	0.0914354649386455	0.761875955656649
9130019P16Rik	0.150705861152526	0.293688186309897
9130023H24Rik	-0.171160066175007	0.265885781310749
9130230L23Rik	-0.133327356564863	NA
9130401M01Rik	0.108441957905189	0.444812828336842
9130409I23Rik	0.00521633523393383	NA
9230009I02Rik	0.117358054789426	NA
9230019H11Rik	-0.054684071268893	NA
9230020A06Rik	0.00200760818681278	0.994833826619711
9230110K08Rik	-0.20091285202959	0.179643328644227
9230112D13Rik	-0.0513096084617413	NA
9330020H09Rik	-0.266696966183729	0.127824709629929
9330132A10Rik	0.039481817262387	NA
9330133O14Rik	-0.00504618579262051	0.983615947803234
9330151L19Rik	-0.0606948719742704	0.793955489134864
9330155M09Rik	0.143197165595337	NA
9330158H04Rik	-0.0042048567411479	NA
9330159F19Rik	-0.498217777591266	0.338465153813148
9330175E14Rik	0.181990309151732	0.382803804188453
9330182L06Rik	-0.101102682113675	0.627382747249632
9430015G10Rik	-0.123443259987093	0.381942746952907
9430021M05Rik	-0.1990871945712	NA
9430038I01Rik	-0.373868418474745	0.0847019774639707
9430041J12Rik	-0.128085229437499	NA
9430053O09Rik	0.141300603794052	0.588556601880156
9430060I03Rik	0.140592966633678	0.347402691695429
9430069I07Rik	-0.241195206066093	0.0535610729248894
9430097D07Rik	0.0848872600508015	0.653164017436934
9530002B09Rik	0.124218083614566	NA
9530003J23Rik	-0.117580200882254	NA
9530068E07Rik	0.0532115303659939	0.803185409381801
9530077C05Rik	0.137437737108547	0.300628820065243
9530080O11Rik	-0.0928806584391495	0.544071753771167
9530091C08Rik	0.191023772757182	0.432848520028021
9630013D21Rik	-0.335912584328923	0.106974064615018
9630028B13Rik	-0.114246042442785	0.624334569631883
9830107B12Rik	0.193547872730651	0.414441847821878
9930012K11Rik	0.0236515379035005	0.926456394290758
9930014A18Rik	-0.0309206052492437	0.90700598656384
9930021J03Rik	0.0833600152686174	0.629700375234522
9930038B18Rik	-0.117859823239741	0.481575363576756
9930104L06Rik	-0.0927991549969018	0.613394995039361
a	-0.0347259460751452	0.865960329095348
