ID	age..40.weeks.strain..Str.ortvsage..40.weeks.strain..CBA_logFC	age..40.weeks.strain..Str.ortvsage..40.weeks.strain..CBA_padjFilter
1700008J07Rik	-0.0813636457758911	0.539026000534535
1700008O03Rik	-0.0419205904260487	0.766508489976747
1700008P02Rik	0.0669071502998984	NA
1700009J07Rik	-0.0718556330366598	NA
1700009N14Rik	-0.0124804121819135	NA
1700010B08Rik	-0.00245569213817998	0.988253222195397
1700010D01Rik	-0.170162492148275	NA
1700010I14Rik	0.714223750007131	2.83240869109923e-05
1700010L04Rik	-0.0478132993804179	NA
1700011L22Rik	-0.0456502573316575	0.787548428103608
1700012A03Rik	-0.113125652258724	NA
1700012B07Rik	0.00346768455460911	NA
1700012B09Rik	0.0146684992528812	NA
1700012P22Rik	-0.177446009811993	NA
1700013D24Rik	0.136080768973898	0.250198603405721
1700013F07Rik	0.080939909799377	0.545990368375162
1700013G24Rik	-0.207685394866966	0.113391852563516
1700013H16Rik	-0.0891138944514829	NA
1700016C15Rik	0.035729656299111	NA
1700016D06Rik	-0.0608088390341095	NA
1700016H13Rik	-0.186055223148373	NA
1700016K19Rik	-0.108877261116762	0.401208973448387
1700017B05Rik	-0.161960879008724	0.347384034031629
1700017G19Rik	-0.125218861298222	NA
1700017N19Rik	-0.166239619911274	NA
1700018A04Rik	-0.0700276623226443	NA
1700018B08Rik	-0.0593262640990231	0.68400094918101
1700018B24Rik	0.0155944368779952	NA
1700018F24Rik	-0.035583652081228	NA
1700019A02Rik	-0.15289857718886	NA
1700019D03Rik	-0.311793517423861	NA
1700019M22Rik	0.166535601808543	NA
1700019N19Rik	-0.125434277498773	NA
1700020A23Rik	-0.0180986609713969	0.908236742124209
1700020D05Rik	0.968458311863116	0.00023772626811861
1700020L24Rik	0.0805516510986894	0.684346000025758
1700020N01Rik	-0.0456780669969294	0.72723431285064
1700021F05Rik	-0.325041442406432	0.127997107244271
1700021F07Rik	-0.0759205995758832	0.529103698558637
1700022A21Rik	-0.022127643803115	0.874468159769459
1700022I11Rik	-0.073756384659923	NA
1700024G13Rik	-0.103520215536667	NA
1700024P04Rik	0.0516790103392157	NA
1700025G04Rik	0.169886079316154	0.135573676391359
1700028I16Rik	-0.0904151180311379	0.453309748640896
1700028J19Rik	0.0790078837330803	0.634244054070353
1700028P14Rik	-0.0782299495921173	NA
1700029F12Rik	0.0181713647075847	NA
1700029H14Rik	-0.0725165277561342	0.68588518255185
1700029I15Rik	0.0403161918426935	0.772538861432484
1700029J07Rik	-0.0991296398120989	0.553427429762116
1700029M20Rik	-0.108531244243358	NA
1700029P11Rik	-0.0489279033934578	0.726033194989501
1700030J22Rik	0.0583252955142237	0.67832059838596
1700030K09Rik	-0.121039351585065	0.194734512231485
1700031F05Rik	-0.0648215086537798	0.870637572353636
1700031F10Rik	-0.00330029469195381	0.989301206325794
1700031M16Rik	-0.122507003684332	0.413219525366954
1700034E13Rik	-0.0325710347601103	NA
1700034H15Rik	0.0102277578192753	0.950089263488366
1700034I23Rik	0.0598287849310744	0.76976453377823
1700034J05Rik	0.012865593141842	0.939337117656093
1700037H04Rik	-0.38693124886483	0.0130210540652866
1700048O20Rik	-0.894586067617595	0.00480361859628283
1700049J03Rik	-0.0407668967621966	NA
1700049L16Rik	0.00998589876771305	0.936745874202723
1700052K11Rik	-0.372705242025697	0.00675669829861355
1700054O19Rik	0.164984336202082	0.487886249678221
1700055D18Rik	-0.0240270812113117	0.892223433163477
1700056E22Rik	-0.269276114105025	0.043619751418012
1700057G04Rik	-0.159964078790503	NA
1700061I17Rik	-0.067626533465071	NA
1700063H04Rik	-0.0622129125111597	NA
1700065D16Rik	-0.0146750803818794	NA
1700066B19Rik	-0.0307447493265141	0.880933641812872
1700066M21Rik	-0.0552652479238152	0.73685985432641
1700067K01Rik	-0.0968123527477207	0.598374660586567
1700067P10Rik	-0.125930743774085	NA
1700069L16Rik	-0.0305967497203588	0.832937984387389
1700071K01Rik	-0.227975450112996	0.093022094573384
1700073E17Rik	-0.0156251464729245	0.925984231028866
1700074P13Rik	-0.0343930323036288	NA
1700080O16Rik	-0.0631416058826524	NA
1700084E18Rik	-0.228906465051785	0.0761687958676557
1700084J12Rik	0.239264955922556	0.0923574478327871
1700086D15Rik	-0.0971659952862653	NA
1700086L19Rik	-0.0617282646215562	NA
1700086O06Rik	-0.156212791668226	0.108615841578491
1700088E04Rik	-0.0696008363584468	0.579827071907371
1700093K21Rik	-0.0622642138726759	NA
1700102P08Rik	0.0312423389540397	0.850615138027778
1700109H08Rik	-0.173120416929213	0.311675462664967
1700113H08Rik	-0.0916987574054406	NA
1700116B05Rik	0.0418649646640272	0.787511403040954
1700120K04Rik	-0.149853052329303	0.485939596832419
1700122O11Rik	-0.0457252075556616	NA
1700123K08Rik	-0.302898420620564	0.0258697705153462
1700123L14Rik	0.0267323695973776	0.867364907050937
1700123O20Rik	0.0792942632497446	0.598916767114168
1700125H20Rik	0.0719173450750326	0.573550219913039
1700128E19Rik	-0.0553719246562983	NA
1700128F08Rik	0.0307671287060369	NA
1700129C05Rik	0.0786271012382276	NA
1810010H24Rik	-0.0297454931605223	0.90110232705088
1810013D15Rik	-0.172694087682158	0.154459769229486
1810013L24Rik	-0.101401776294946	0.352867868824398
1810024B03Rik	-0.35602838957399	0.0156295095729486
1810030O07Rik	-0.130643662741242	0.455894871667551
1810034E14Rik	-0.0165938569260868	0.918310957675585
1810037I17Rik	0.00741965656773669	NA
1810046K07Rik	0.0362248161855252	0.804230110892396
1810055G02Rik	0.192075229226845	0.12839849740175
1810058I24Rik	-0.30050350578739	0.00546120558594256
1810062G17Rik	0.0516981707309769	0.769186386875264
1810062O18Rik	0.128674768072455	0.33606458551267
1810064F22Rik	0.0858056272607195	NA
1810065E05Rik	0.0226228634371672	NA
2010003K11Rik	-0.122858508280973	0.401450065629634
2010016I18Rik	0.437883798084674	0.0246105225969697
2010106E10Rik	-0.213239861438216	NA
2010109A12Rik	0.0752814951535559	NA
2010204K13Rik	-0.167686042720105	0.37535041140021
2010300C02Rik	0.0319689155608245	0.831791507285069
2200002D01Rik	-0.166994260106859	0.170513891935964
2200002J24Rik	0.187437865895092	NA
2210010C04Rik	-0.0728056130174988	NA
2210016F16Rik	-0.119349017585666	0.283500211755305
2210016L21Rik	-0.24195944668385	0.0682834314734803
2210406O10Rik	-0.0543431868718596	0.708459334890354
2210407C18Rik	1.7150356461439	NA
2210408I21Rik	-0.322693571728236	0.133701568318342
2210409E12Rik	-0.0823669705497974	0.459082232651166
2300002M23Rik	-0.00752541952038044	0.971142672005896
2300009A05Rik	-0.0679504176256245	0.541510949558284
2310001K24Rik	0.000494594739501864	NA
2310002L09Rik	-0.13258410798696	0.725691711342154
2310011J03Rik	-0.0753485129539389	0.639677539234539
2310015D24Rik	-0.22419705671641	0.265855453290003
2310016G11Rik	0.0730088045268698	NA
2310022A10Rik	-0.166600367919234	0.393593993686712
2310022B05Rik	-0.0562123447174709	0.746998201713799
2310030G06Rik	-0.147258782525547	0.239826715286434
2310033P09Rik	-0.223019243757454	0.0722098179791149
2310034C09Rik	-0.0905145886989835	NA
2310034G01Rik	0.0723595541030608	0.675349041292696
2310039H08Rik	-0.17228423137227	0.245254389780978
2310057J18Rik	0.172521307224827	NA
2310057M21Rik	-0.280520526161309	0.0378576822944959
2310057N15Rik	-0.119719458031131	NA
2310061I04Rik	-0.055633145832088	0.699666475435808
2310061N02Rik	-0.0574078524991037	NA
2310067E19Rik	0.180881339411407	0.351626921269979
2310068J16Rik	-0.0810197003241022	0.556313741618705
2310079G19Rik	0.0586101598743012	0.564759684467161
2410002F23Rik	0.0608598490832151	0.682326156823825
2410004B18Rik	-0.178485942531569	0.219777560162509
2410004P03Rik	-0.0680995122265777	0.54423206013705
2410018L13Rik	-0.347057492928225	NA
2410022M11Rik	-0.234907542840766	0.026468262748535
2410080I02Rik	0.0179856188508385	0.910745323138146
2410124H12Rik	0.0800881380830072	0.517866909391571
2410131K14Rik	-0.0686529328986403	0.660885498782145
2410137M14Rik	-0.0247674494725398	0.857823281959855
2510002D24Rik	-0.361423789960494	0.00327172521868434
2510009E07Rik	-0.0458979041846508	0.690446516734804
2510039O18Rik	-0.00452812543022141	0.976709488722894
2610001J05Rik	0.0398063483559401	0.852287278963203
2610002M06Rik	-0.377844185033515	0.00647064295524044
2610005L07Rik	0.372127154652308	0.0224087607292536
2610008E11Rik	-0.154846322086419	0.244578777472972
2610028H24Rik	0.0348089881597264	0.768812809591432
2610206C17Rik	-0.00641053501684485	NA
2610301B20Rik	-0.013552235550927	0.949292144230128
2610318M16Rik	-0.0812703166204711	0.662253267370612
2610318N02Rik	-0.395274881274609	0.0145811091586034
2610507B11Rik	-0.115490938803729	0.215591091655645
2610524H06Rik	0.0536246342783198	0.773099770529608
2610528A11Rik	0.138796262357864	0.354804809099303
2610528J11Rik	-0.043175383280655	NA
2700046A07Rik	-0.280748063838904	NA
2700046G09Rik	-0.155170115632907	0.289977328398918
2700049A03Rik	-0.188509735935833	0.149921673261872
2700062C07Rik	-0.225278823045338	0.0244515678268346
2700081O15Rik	0.173888876564749	0.37523241190602
2700097O09Rik	-0.0558514193642452	0.817424987494501
2810002D19Rik	-0.0386901300799813	0.781885277600614
2810004N23Rik	-0.171477145213807	0.231990809569433
2810006K23Rik	-0.099285393946321	0.414883263845811
2810021J22Rik	0.0934043726338576	0.409075351466528
2810025M15Rik	-0.0212139366189046	0.903162597192632
2810032G03Rik	-0.0522042351170828	NA
2810408A11Rik	-0.437394635261784	0.00795057071197996
2810410L24Rik	-0.0631773851267798	0.697685168479017
2810459M11Rik	0.0545443352370372	0.765834542494552
2900005J15Rik	0.0523889803852065	0.785372154720208
2900026A02Rik	0.00175934585498538	0.991669174085561
2900041M22Rik	-0.079535597706764	0.508798800245113
2900052L18Rik	-0.23513351521364	0.0280621046152956
2900060B14Rik	-0.0490556675701921	NA
2900092C05Rik	-0.0120413194943501	NA
2900097C17Rik	-0.0447050842140104	0.758285636151547
3000002C10Rik	0.310583412909467	0.0667318509080958
3010003L21Rik	-0.238368875745772	0.0395093297252547
3110009E18Rik	-0.13687400181488	0.371428814166519
3110021A11Rik	-0.0552984606352602	0.673705336251845
3110040M04Rik	-0.0621045921119521	0.552597058806113
3110040N11Rik	-0.000130377589705688	0.999580780288526
3110053B16Rik	0.267517436779241	0.27481592272017
3110070M22Rik	0.244243099678865	0.0155964812100431
3110082I17Rik	-0.0487311437626339	0.693642179556898
3110082J24Rik	-0.132496160532543	0.280310432400076
3222401L13Rik	-0.0870555509651867	0.592493651803904
3300002A11Rik	-0.0723822814838444	NA
3300002I08Rik	-0.00276990599909688	NA
3425401B19Rik	-0.0525829930589703	0.774590799993425
3830403N18Rik	-0.00444594060224901	NA
3830406C13Rik	-0.123574698210236	0.379318993255938
3830408C21Rik	-0.271509985904432	NA
3830417A13Rik	-0.00642874861658971	NA
3930402G23Rik	0.0657296378450587	0.607211497703063
4430402I18Rik	-0.083192410593437	0.588153419022247
4631405J19Rik	-0.120626310110904	0.225725755496714
4632404H12Rik	0.00308873242763319	0.986161734270135
4632415L05Rik	0.0333387477591707	0.837271942640717
4632427E13Rik	-0.0543218110139279	0.668198019007631
4632433K11Rik	-0.0289035731964837	0.815137026705381
4732465J04Rik	0.19324707486455	0.243491882496831
4732471J01Rik	-0.101430319289442	0.469176803639497
4833420G17Rik	0.365477910142452	0.00430081564143293
4833422C13Rik	0.441746939483549	0.00593029129151219
4833427G06Rik	-0.0801974212493599	NA
4833439L19Rik	-0.2215949927803	0.0908643575903851
4921504E06Rik	0.00232362452568236	NA
4921507P07Rik	-0.432683003095803	0.0139370974881976
4921508D12Rik	-0.0427388266216493	NA
4921509C19Rik	-0.13000030628832	0.513011467097797
4921511C20Rik	-0.0675795957047471	NA
4921513I03Rik	-0.0259389641853867	NA
4921517D22Rik	0.0217633784968028	0.893652284588124
4921524J17Rik	-0.211940694677731	0.254423480167567
4921524L21Rik	-0.0578705446526211	NA
4921533I20Rik	-0.226664416239423	0.0897763805051839
4921536K21Rik	-0.0331079844959721	0.810916948605844
4921539E11Rik	-0.0721716245715811	NA
4922502B01Rik	-0.160268686439445	NA
4930402F06Rik	0.0329638840259951	NA
4930402H24Rik	-2.39347809873891e-05	0.999874767556324
4930402K13Rik	0.00477790947073853	NA
4930404N11Rik	-0.108064624708531	0.331700579495555
4930407I10Rik	-0.0561174013019388	0.643402900151378
4930412O13Rik	-0.13909728347306	NA
4930415L06Rik	-0.238865607117082	NA
4930415O20Rik	-0.0438334658154433	NA
4930417O22Rik	0.0668272203216036	0.584315152536447
4930421P07Rik	0.0312127198767991	0.834219578910585
4930426D05Rik	-0.158207191034286	0.124565778347936
4930426L09Rik	-0.247783939984055	0.00907618880472857
4930429B21Rik	-0.0164101996685799	0.927578679320608
4930430F08Rik	-0.94411931844169	2.96793048231884e-06
4930431F12Rik	0.053926380784846	0.727295292877023
4930432K21Rik	-0.0282136547661773	0.870452166340271
4930432M17Rik	-0.140600881853259	NA
4930433I11Rik	0.0484417020384811	NA
4930433N12Rik	-0.092390904818382	NA
4930438A08Rik	0.318249919594612	0.125103063592501
4930442E04Rik	0.00683725003287172	0.977767139284922
4930444G20Rik	-0.0799912224922936	0.698694646231611
4930444P10Rik	-0.0511177608825157	0.700684701705016
4930447A16Rik	-0.20441439817214	NA
4930447C04Rik	-0.0125360660611298	NA
4930448K20Rik	0.0109357490275235	NA
4930449E01Rik	-0.132023808382142	NA
4930451E10Rik	-0.0995532941897439	NA
4930451G09Rik	-0.0289077963269531	0.806121658778411
4930451I11Rik	0.0198438419806113	0.886325671057612
4930452B06Rik	0.00984661127848607	NA
4930453N24Rik	-0.26654785414264	0.169753822079065
4930463O16Rik	-0.128079645776306	NA
4930465K10Rik	-0.066335153594709	NA
4930470H14Rik	-0.0461672857836914	NA
4930470P17Rik	-0.196600532158978	NA
4930471G03Rik	-0.118722126625494	0.389712541816164
4930473A02Rik	-0.086952491409674	0.387188888508621
4930474M22Rik	-0.210976269463807	0.100171789943947
4930474N05Rik	0.0207230814948565	NA
4930480E11Rik	-0.130446736254652	NA
4930483J18Rik	-0.272246886375785	NA
4930486L24Rik	-0.112550026379767	0.618853777272471
4930502E18Rik	0.0587492897099269	NA
4930503B20Rik	-0.0493820071405739	NA
4930503E24Rik	-0.029512330943315	NA
4930503H13Rik	-0.301474064866045	NA
4930503L19Rik	0.161170681380025	0.363467980856728
4930505A04Rik	-0.0242234803107912	NA
4930505N22Rik	0.0756972411182852	0.64833802884406
4930506C21Rik	-0.506173371112547	0.00600372303002671
4930507D05Rik	0.00538800991051591	0.970341276855736
4930512B01Rik	-0.0553031397825787	0.681192766799747
4930512M02Rik	0.026663556877712	NA
4930513N10Rik	-0.0182788653744366	0.892404477349584
4930513O06Rik	-0.194773029706409	NA
4930515G01Rik	-0.0941531318211419	0.536982508042198
4930519F09Rik	-0.0288463892733191	0.821319304002885
4930519F16Rik	-0.132264422416473	NA
4930519G04Rik	-0.165742080518604	0.110519493123406
4930520O04Rik	-0.0731132919783493	NA
4930522H14Rik	-0.0306378971309469	NA
4930523C07Rik	0.100573856302223	0.573104143840494
4930524B15Rik	-0.155090643130042	NA
4930528A17Rik	-0.0960134904852987	NA
4930533K18Rik	-0.093775208177262	NA
4930539E08Rik	-0.164664448770552	0.0980030104598075
4930544G11Rik	-0.110445498684422	NA
4930544M13Rik	-0.0748461608569482	NA
4930546C10Rik	0.0199428395233872	0.875750187249534
4930548G14Rik	-0.023614581768042	NA
4930548H24Rik	-0.122184541987763	0.32118615098222
4930550C14Rik	-0.293213632180221	0.0166824244994002
4930550L24Rik	0.0872416401075489	NA
4930556L07Rik	-0.0893984689889686	0.468061387409147
4930558K02Rik	-0.0948094001130189	NA
4930562C15Rik	-0.131652721810742	NA
4930562F07Rik	-0.0355965161150902	0.808011491029715
4930563E22Rik	-0.145282520132802	0.219189556453953
4930563M21Rik	-0.0202181203691891	NA
4930564C03Rik	-0.0387309848323039	0.797190337841464
4930564D02Rik	-0.0264667380276356	NA
4930568D16Rik	-0.14820671084178	NA
4930571K23Rik	-0.146417597852161	0.219740615407833
4930577N17Rik	-0.0332974072701067	0.860946975326275
4930578I06Rik	0.126194609211671	0.450237788635124
4930579F01Rik	-0.149561097755608	NA
4930579G18Rik	-0.00966014043659413	0.955245726808512
4930579G24Rik	-0.125880006157098	0.408463739436355
4930579K19Rik	0.10314442030576	0.484833481563633
4930581F22Rik	-0.189778753622807	0.173172821337923
4930583I09Rik	0.00539665694546621	0.973737590880425
4930583K01Rik	0.0372850240005276	0.83525689711249
4930584F24Rik	-0.126714246870336	NA
4930589L23Rik	-0.0765270807980567	NA
4930590J08Rik	-0.051134368282832	0.70375260404974
4930591A17Rik	-0.182580214301479	NA
4930594M22Rik	-0.29880842452971	0.00652652713620756
4930595M18Rik	0.0870968760357735	NA
4930596D02Rik	-0.0944548565323151	0.615623772649794
4930599N23Rik	-0.154226836260851	0.246110136177208
4931400O07Rik	-0.0580557337826697	NA
4931403M11Rik	-0.206157044672923	0.0761687958676557
4931406B18Rik	0.00928030594609464	0.962941741242881
4931406C07Rik	-0.334135957167847	0.0260748407223273
4931406H21Rik	0.0891764396060832	0.559537679281082
4931406P16Rik	-0.0164842184515184	0.916480039476165
4931408C20Rik	0.540862401806892	0.00391858594818308
4931414P19Rik	-0.257809352969216	0.141338294813021
4931417E11Rik	0.0224811187499556	NA
4931422A03Rik	-0.00253077065525353	NA
4931428F04Rik	-0.15089193073338	0.215495367166291
4931428L18Rik	-0.112949283231935	NA
4931429L15Rik	-0.0242435419470679	0.837945643867371
4931429P17Rik	-0.079412447832695	0.549711640706204
4931431C16Rik	-0.0971543520364699	0.468061387409147
4931440F15Rik	0.0144816146027269	0.95102417503003
4931440P22Rik	-0.156238336944559	0.255892693297815
4932411N23Rik	0.0462287242270554	NA
4932412D23Rik	-0.203435862665975	NA
4932414J04Rik	0.00862736540001396	NA
4932414N04Rik	-0.0626205867995857	NA
4932415M13Rik	-0.0481635601045598	NA
4932416K20Rik	-0.0176773914371742	NA
4932431L22Rik	-0.064060212487024	NA
4932435O22Rik	-0.00313145647309021	0.986034191315578
4932438A13Rik	-0.0409306308536515	0.84054298386047
4932438H23Rik	-0.0246453447675181	0.879442876367038
4932443L11Rik	0.00258121424834901	NA
4933400A11Rik	-0.066816082781247	NA
4933401B06Rik	-0.0774185309692434	0.486778473748265
4933402D24Rik	-0.147925866238779	NA
4933402E13Rik	0.0414850696889015	NA
4933402J07Rik	-0.215609740966817	NA
4933402N03Rik	0.0154600339809186	0.933467633329242
4933404G15Rik	-0.0789690771991447	NA
4933405L10Rik	-0.119814360284999	0.249658579158933
4933405O20Rik	-0.0497486001341372	NA
4933407E24Rik	-0.0843422422583364	0.515223128082051
4933407L21Rik	-0.0968560002245722	0.539026000534535
4933408J17Rik	-0.0393554862448076	0.872429055917619
4933409G03Rik	-0.0764276538223809	NA
4933411G06Rik	0.0434590082174333	NA
4933411K16Rik	-0.129619257072023	0.481547451283495
4933412E24Rik	-0.0828510256208572	0.683788324606772
4933413J09Rik	-0.031499776021418	NA
4933414I15Rik	0.0462386351720614	0.74369865893426
4933416E03Rik	-0.213499524103999	0.0945465643617899
4933421I07Rik	0.0848069542207384	0.641591109676282
4933427D06Rik	-0.0227979642138658	NA
4933427D14Rik	0.00867310069848948	0.951704840521611
4933427E11Rik	-0.0572948057366611	0.626580312372421
4933427E13Rik	-0.0230030745731096	NA
4933427G23Rik	-0.120242351430756	0.371097203015946
4933428G20Rik	0.0178667530519601	0.926892946321006
4933428M09Rik	-0.226726493612058	0.0736766117621977
4933430I17Rik	-0.159753389635656	0.191948308282102
4933431E20Rik	-0.19907445957878	0.108615841578491
4933432I09Rik	0.0127195820575423	NA
4933434E20Rik	0.0132727376354502	0.947639585395732
4933436I01Rik	-0.175827053108624	NA
4933439C10Rik	0.170769949935815	0.265351552264068
4933440M02Rik	-0.121318132693074	0.488764715274669
5031425E22Rik	-0.157099686507982	0.311816584488582
5031434C07Rik	0.023180263804722	0.857528869927514
5031439G07Rik	0.129475117501286	0.426750949163235
5033430I15Rik	-0.159471542835584	0.38766862464368
5330416C01Rik	0.0426602506728528	NA
5330417C22Rik	0.0218609357581618	0.867159687426556
5330432E05Rik	0.0156649158707776	NA
5330439B14Rik	0.120217208526847	NA
5430427O19Rik	-0.126697629747427	0.369148896124169
5530400C23Rik	0.225542832051734	NA
5530401A14Rik	0.0434328111358528	NA
5730408K05Rik	-0.0482500277143902	0.868994291283811
5730409E04Rik	-0.0828463510112663	0.531868733636765
5730409K12Rik	-0.0484133753109361	0.801441048711808
5730455P16Rik	-0.212761374069705	0.358261025091794
5730460C07Rik	-0.152658562946993	0.269054200869536
5730507C01Rik	-0.0259359545139173	0.906976205206868
5730522E02Rik	-0.0919857435417457	0.473088022691668
5830411N06Rik	0.0493415679571356	0.703539401864225
5830454E08Rik	-0.24762815325319	0.0580337986627958
5930403L14Rik	-0.0406679640290601	0.76312893258261
5930403N24Rik	-0.200644525167891	0.160048841795942
6030458C11Rik	-0.448015849289204	0.000469648601167932
6030468B19Rik	-0.421273330819327	0.024339462220872
6030469F06Rik	-0.0127882700933828	0.927892936751604
6030498E09Rik	-0.0886091218498057	NA
6230400D17Rik	-0.119024801995609	0.367312419979883
6330403K07Rik	-0.248405931073913	0.0192681195547137
6330407A03Rik	0.133614055667095	0.626756696980604
6330409D20Rik	-0.0887252208673521	0.554023518986605
6330549D23Rik	-0.0830943247201956	NA
6430503K07Rik	0.00873704637643158	0.954555711907425
6430548M08Rik	0.201797581999267	0.246879619583273
6430550D23Rik	0.0775739902104222	0.416225070967882
6430553K19Rik	-0.0478507196973741	NA
6430571L13Rik	-0.236820180548822	0.172585305388167
6530403G13Rik	-0.288425532256016	0.0157670069744276
6530411M01Rik	-0.0305779668385293	0.84227812253762
6720489N17Rik	-0.127823124944308	0.504173021369844
6820408C15Rik	-0.179524111074216	0.0928341087189478
7420426K07Rik	-0.0305303651732149	0.802854494868709
8030423F21Rik	-0.0768133965384665	NA
8030423J24Rik	-0.10728276619675	0.462391038238293
8030451A03Rik	0.00950417969967976	NA
8030462N17Rik	-0.142149286865184	0.179125853618124
8030474K03Rik	0.00986845907574363	NA
8430429K09Rik	-0.296093985192151	NA
9030612E09Rik	0.104320865649653	0.582410323753185
9030619P08Rik	-0.0371864510396378	0.86119782069936
9130008F23Rik	0.219950765162246	NA
9130019P16Rik	0.0323025530188046	0.802606659156631
9130023H24Rik	-0.397748809572303	0.00146130008629131
9130230L23Rik	0.0442580233968233	NA
9130401M01Rik	0.134535073193193	0.180538751290123
9130409I23Rik	-0.0101435370556091	NA
9230009I02Rik	-0.0584418238592583	NA
9230019H11Rik	-0.105324057417644	NA
9230020A06Rik	-0.103642657388361	NA
9230110K08Rik	-0.17563880960035	0.125641239217263
9230112D13Rik	0.0594346807270041	NA
9330020H09Rik	-0.171428650170617	0.207256620586538
9330132A10Rik	-0.111471982194828	NA
9330133O14Rik	-0.0979673835251349	0.398572890666669
9330151L19Rik	-0.0914132370783971	0.527319694214465
9330155M09Rik	-0.0288517722657966	NA
9330158H04Rik	-0.0566165369977103	NA
9330159F19Rik	-0.46583666024681	0.223216848542646
9330175E14Rik	0.102057692651489	0.537280839443815
9330182L06Rik	0.085394082530633	NA
9430015G10Rik	-0.0713059778379979	0.521422375787496
9430021M05Rik	-0.162254330360837	NA
9430038I01Rik	-0.253043356732107	0.135135499151895
9430041J12Rik	-0.0222599479880081	NA
9430053O09Rik	0.26194583964093	0.125801602574176
9430060I03Rik	0.0574007180510918	0.646857123803414
9430069I07Rik	-0.205417703832749	0.0357728484091415
9430097D07Rik	-0.0103412588437788	0.948831390452574
9530002B09Rik	-0.0821278143347524	NA
9530003J23Rik	0.0573599534472029	NA
9530068E07Rik	0.134386169909607	0.277576571179904
9530077C05Rik	-0.0280153083244521	0.816123512203844
9530080O11Rik	-0.058030759565403	0.617762396244928
9530091C08Rik	-0.0299280794054795	0.893652284588124
9630013D21Rik	-0.438930148908001	0.00882328075108011
9630028B13Rik	-0.0596222148174013	0.739322074607489
9830107B12Rik	0.370587812514435	0.0298053044094232
9930012K11Rik	0.0990539067401865	0.440115849005601
9930014A18Rik	0.00891352922045208	0.959225520610659
9930021J03Rik	-0.0742887628086404	0.544984337250021
9930038B18Rik	-0.091936165951032	0.457819132792082
9930104L06Rik	-0.0838706944581773	0.516719069853837
a	-0.0465873875679366	0.710381339583303
A130010J15Rik	-0.388058455818381	0.00532184898217407
A130051J06Rik	-0.0184302106039489	0.909008437046316
A1bg	0.0127991368005498	NA
