ID	subchondral.bone.operation.1.week.postsurgeryvssubchondral.bone.sham.operation.1.week.postsurgery_logFC	subchondral.bone.operation.1.week.postsurgeryvssubchondral.bone.sham.operation.1.week.postsurgery_padjFilter
Acsl1	0.252167043920579	0.27699501861166
Acsl3	0.352742075523018	0.145263506476848
Acsl4	0.303366037677247	0.0555390526499774
Acsl5	-0.244822194532365	0.129088857339323
Acsl6	0.00423866537941464	0.972416968910407
Acsm1	-0.139337428566626	NA
Acsm2	-0.114138665455146	0.500112951699787
Acsm3	-0.00996160908251031	NA
Acsm4	-0.0414356222547427	NA
Acsm5	-0.0289792900947621	0.846690617538264
Acss1	-0.242824205071688	0.197186235664283
Acss2	0.193694868265506	0.157302385423615
Acss3	-0.0589505042663543	NA
Acta1	0.344027840541783	0.685503165160346
Actb	0.0778324271738686	0.829604413558661
Actbl2	-0.0487986512199159	0.92370213855957
Actc1	-0.0426952108358325	0.806019237157685
Actg1	0.0171439841083316	0.949462026264526
Actg2	0.160828668311347	0.617510491523498
Actl11	-0.00517197379549206	NA
Actl6a	-0.00840305932525176	0.948536139588126
Actl6b	-2.73315379512695	0.103637915372794
Actl7a	-0.573151234373125	0.366577314513323
Actl7b	-0.087909914981287	NA
Actl9	0.0766957386915523	NA
Actl9b	0.0513979960273412	NA
Actn1	-0.547678118183152	0.0294483560576556
Actn2	0.0126064342016479	0.929418571493384
Actn3	1.22841795585274	0.345655086472556
Actn4	-0.378840344995899	0.506946118521868
Actr10	0.199516711724569	0.20691204306273
Actr1a	0.00609007910993142	0.973085831040159
Actr1b	0.128930210877411	0.213794832203689
Actr2	-0.0500544068397861	0.895761185526526
Actr3	0.0923668508578661	0.636945058165547
Actr3b	0.114956515592876	NA
Actr5	0.0722414356448118	0.559479894838608
Actr6	0.382692986171527	0.064146590856882
Actrt1	-0.0520441014309725	NA
Actrt2	0.146030042913541	0.665973816460355
Actrt3	0.0611600589941936	0.728849203826593
Acvr1	0.335048076103331	0.00541867709453709
Acvr1b	0.0242169177508877	0.85729124059076
Acvr1c	0.0582494142960153	NA
Acvr2a	0.0627382992426453	NA
Acvr2b	0.199136141103504	0.0555934856188186
Acvrl1	0.221116520880937	0.441379306789801
Acy1	0.0714163778572443	0.68191084869742
Acy3	0.259131040414074	0.261227343228742
Acyp1	-0.362459049349133	0.469379452291753
Ada	-0.0291788763170011	0.880565927550315
Adad1	-0.00194702328245366	NA
Adad2	0.0788019203285852	0.731333038132609
Adal	0.037838258790778	NA
Adam10	0.200606454227518	0.296748255333534
Adam11	0.00257545392745495	NA
Adam15	0.171313364109931	0.509882282033304
Adam17	-0.00274336312083712	0.990499976703265
Adam18	-0.017667905129926	NA
Adam19	-0.0380313557975542	0.728931986385506
Adam1a	0.293094950366361	0.293770252979656
Adam2	0.0452694379929932	NA
Adam20	-0.00362243954099029	NA
Adam23	0.0339283639464147	NA
Adam24	0.0255202508371406	NA
Adam26a	0.00411660029449656	0.980885881300056
Adam28	0.0296962060113568	NA
Adam30	0.228683693804276	0.0542973655145855
Adam32	-0.213562834046367	0.134921123025971
Adam34	-0.0576686707883542	NA
Adam3a	0.0317857608918457	NA
Adam4	0.0712343372415178	0.523434305743663
Adam5	-0.116891298927095	NA
Adam6a	0.0702544522493156	NA
Adam7	-0.0300372249039258	0.855238333414779
Adam8	-0.141433753063396	0.51620309765828
Adam9	0.306898073083643	0.0198510503855686
Adamdec1	0.0337015390896083	NA
Adamts1	0.0652050415358181	NA
Adamts10	0.155117809128298	0.248178159550938
Adamts12	0.278838338166962	0.0774931995220067
Adamts14	0.0710703988833785	0.354526212868355
Adamts15	-0.175668814936649	0.288564805659715
Adamts17	0.0523516154943557	NA
Adamts19	-0.0144112997633936	NA
Adamts2	0.420430371915943	0.0672579892885897
Adamts3	-0.712111679162073	0.046953798407903
Adamts4	-0.0439037093451198	0.700361535875204
Adamts5	0.467985427539566	0.00588689125685629
Adamts7	0.477296292629417	0.0241326628578476
Adamts9	0.334714971391692	0.268692540505201
Adamtsl1	0.0136765296420194	NA
Adamtsl2	0.0144409398660059	0.949304592493164
Adamtsl3	0.161494453884279	0.0788569031763607
Adamtsl4	0.270072851103568	0.0865494943788602
Adap1	0.122265965866376	0.642057178599002
Adap2	0.144003138084946	0.592051992910356
Adar	0.136588691162393	0.164752958075249
Adarb1	-0.0317221712964146	0.879604594974443
Adarb2	0.0139438878813278	NA
Adat1	-0.856699292319121	0.12774812406417
Adat2	-0.0303284321432864	0.91690716902366
Adck1	-0.0125501196387718	0.934842552826157
Adck2	-0.129299590820631	0.466241637139003
Adck5	-0.111274102489365	0.441615279876675
Adcy1	-0.0162760414350132	NA
Adcy10	-0.238420303378615	0.397329862823174
Adcy2	0.664636886014939	0.0233492647300145
Adcy3	0.357663529987894	0.0427193449466013
Adcy4	0.0184080095202814	0.936394425172347
Adcy5	-0.439328561619119	0.0140134770895905
Adcy6	-0.067022761565255	0.679542157577275
Adcy7	-0.286837288880297	0.41014259987629
Adcy8	0.0102336215440744	NA
Adcy9	-0.119894922923324	0.910194519137518
Adcyap1	0.11486533106488	0.299442846494417
Adcyap1r1	-0.0159547595893672	NA
Add1	-8.14699862434765e-05	0.999904410300434
Add2	-0.182026252864675	0.737939883490224
Add3	0.154317260803694	0.442489536953161
Adgb	-0.084741367229757	NA
Adgra1	0.0313700752730055	NA
Adgra2	0.286220916417269	0.37703200136042
Adgrb1	-0.0611563356992013	0.652425431475638
Adgrb2	-0.00363138128491158	0.988696698145693
Adgrb3	-0.0234662026866621	NA
Adgre1	0.31573690644743	0.516626864873373
Adgre5	-0.0450270377068591	0.795176815610195
Adgrf2	-0.0899737243352643	NA
Adgrf3	0.032765222086355	NA
Adgrf5	0.59303728414829	0.0382135520696099
Adgrg1	-0.0175908765204218	0.959703243921741
Adgrg2	0.331789704858203	0.0373753778143821
Adgrg3	0.0697231051474061	0.745536209365398
Adgrg5	-0.525985859792523	0.276694514795336
Adgrg6	0.665859054576652	0.00921730472482215
Adgrg7	-0.0893603037175312	0.730568473250664
Adgrl1	-0.561954037878504	0.293039209636371
Adgrl2	0.0685886163008469	0.46804469318667
Adgrl3	0.0634425633128899	NA
Adgrl4	0.552114106927514	0.0241766543987958
Adgrv1	-0.118446770397694	NA
Adh1	-0.0508216209010914	NA
Adh4	-0.0545356265345491	NA
Adh5	-0.397793526950464	0.0314581788213096
Adh6	-0.0518196595622893	NA
Adh6a	0.0274931960041513	0.924433484872685
Adh7	-0.0857602088329985	NA
Adhfe1	-0.0185457373279325	0.820601772988937
Adi1	0.0225577399435544	0.927250655800137
Adig	-0.070341357206015	0.795639144111351
Adipoq	1.80776486537565	0.110826324142766
Adipor1	0.0859872775103998	0.841098756450657
Adipor2	0.0509606429108871	0.857637681389689
Adk	0.102656118207143	0.591209266049705
Adm	0.229226565739183	0.412969859847991
Adm2	0.0307673808700439	NA
Adnp	0.102401790957036	0.50410375866888
Adnp2	0.240707879806397	0.272172676431773
Ado	0.0373634487808561	NA
Adora1	-0.0176873056200488	0.933441465703327
Adora2a	-0.224714150727852	0.241003524542185
Adora2b	0.0901868444320106	0.64687915489741
Adora3	-0.44990358303993	0.0528764781524819
Adpgk	-0.127531863263238	0.735779616307186
Adprh	-0.254364301812945	0.0263148171849757
Adprhl1	-0.687576449392414	0.0265816094615499
Adprhl2	0.176729787490245	0.308172057936584
Adprm	0.239687751268301	0.0980075859701564
Adra1a	0.00541453483275323	NA
Adra1b	-0.19384334116655	0.203316059019547
Adra1d	0.10516696419296	NA
Adra2a	-0.0733600018425733	0.517754005039668
Adra2b	-0.00506068284964467	0.9858494654146
Adra2c	-0.0905129666273945	0.766660890264521
Adrb1	0.15056797729956	0.532053652696418
Adrb2	0.137290826047419	0.733519994854104
Adrb3	0.280440692636546	0.157800527582617
Adrm1	-0.281897262200383	0.426271540799516
Adsl	-0.226733113831902	0.327148007768162
Adss	0.124163399124418	0.424953682602528
Adssl1	-0.0695632497690646	0.435000322897143
Adtrp	0.129013789928205	NA
Aebp1	0.49449732430052	0.132719781637291
Aen	-0.54009701395218	0.0304450885880542
Afap1	-0.818687080203719	0.122183851709629
Afap1l2	0.342483209877591	0.0143227162351173
Afdn	-0.0690552112290854	0.83700535337065
Aff1	-0.0582187332445834	NA
Aff1-as1	0.0342748868549325	NA
Aff3	-0.0357522136168713	0.8188657445156
Aff4	0.268514109608875	0.240994205679415
Afg1l	0.0443323966538411	0.802931156563281
Afg3l1	-0.166593307723611	0.399999392581716
Afg3l2	-0.0331256933136554	0.841098756450657
Afm	-0.167948961337081	NA
Afp	0.0079536377259144	0.954422038313857
Aftph	0.226292372379028	0.204467685447827
Aga	0.30870695061636	0.128990863021966
Agap1	0.135346944084061	0.259237964665703
Agap2	-0.302935227081809	0.103807467041822
Agap3	0.0152261751782454	0.94353357622708
Agbl1	-0.118962284980078	NA
Agbl2	0.0593862740791709	NA
Agbl3	0.0363182566442299	NA
Agbl5	0.125732740534407	0.345442336697108
Ager	-0.277871289610778	0.452201243262852
Agfg1	0.128555198685296	0.602126991280918
Agfg2	0.190560116979181	0.544128265217998
Agk	0.0611310985753306	0.748584283584259
Agl	0.14081530102072	0.269229226558152
Agmat	0.0440126633199682	0.91236472657583
Agmo	-0.0101768082382678	NA
Ago1	0.0136734899686637	0.91091108677496
Ago2	0.0510012886605891	0.90456737931862
Ago3	0.00428856516724796	NA
Ago4	-0.0722814366613624	NA
Agpat1	-0.860952536405827	0.0077450381995875
Agpat2	0.14892793459657	0.5810142403385
Agpat3	0.218619342068273	0.407851468962936
Agpat4	0.0640358530345306	0.83700535337065
Agpat5	0.152605342603694	0.505625603249853
Agps	-0.00570545630437458	0.984305867678762
Agr2	0.0242671240062693	NA
Agr3	-0.0516162016776267	NA
Agrn	-0.0302308092674402	0.889276035532644
Agrp	0.0596884645812423	0.881536335452879
Agt	0.698560417739537	0.447076517929093
Agtpbp1	0.0798582825773622	0.360999389250607
Agtr1a	0.485999929878523	0.0163005790661811
Agtr1b	-0.0192709865569851	NA
Agtr2	0.159184037405898	NA
Agtrap	-0.0587988304441396	0.794755418450054
Agxt	-0.342348444583674	0.234064346226779
Agxt2	0.0772972601291455	NA
Ahctf1	-0.366882189151269	0.217092599628321
Ahcy	-0.0866388416727908	0.685933260780129
Ahcyl1	0.388894795182354	0.0372641305372172
Ahcyl2	0.0946024269476728	NA
Ahdc1	0.0654189850678621	0.631610901572789
Ahi1	0.0898633815077039	0.364347058831188
Ahnak	-0.0606093774289098	0.597302961343894
Ahnak2	-0.065297874436764	0.71464522796828
Ahsa1	-0.00413260031458407	0.986519819382819
Ahsa2	-0.101729711542724	0.577476246271879
Ahsg	0.0363827076328809	NA
Ahsp	0.158338483437738	0.795330346807824
Aicda	-0.0482188534867216	NA
Aida	0.201496078738754	0.111591990416447
Aif1	0.00751031748418995	0.986217094945814
Aif1l	0.0906391925784256	0.523449591654972
Aifm1	-0.0420928728011187	0.815505959535992
Aifm2	0.20085084842264	0.355417533962301
Aifm3	0.00403003038577321	0.975879243481716
Aig1	-0.046733704517373	0.830744675611398
Aimp1	-0.0820023694233107	0.680181982150901
Aimp2	-0.0265055839946289	0.909151960834773
Aip	-0.175117318540522	0.298891023184627
Aipl1	-0.154488975020661	0.593944451030571
Aire	-0.0742626707317022	NA
Ajm1	0.0297827921249301	NA
Ajuba	-0.175934032415006	0.331061921908552
Ak1	0.434495574417007	0.0196173666019707
Ak2	-0.153418905788699	0.306613769226713
Ak3	0.0416232170592021	0.834752518084224
Ak4	0.0354346630489113	0.799855507122353
Ak5	-0.158052826102513	NA
Ak7	-0.0787397308923348	NA
Ak8	0.0028920330469786	NA
Akap1	0.114183522961391	0.228863560201142
Akap10	0.314997553302648	0.255349524602284
Akap11	0.38702777206462	0.0329884366821759
Akap12	0.349207619428553	0.433085720987985
Akap13	-0.043457342793956	0.863598018432775
Akap14	0.00456993651534798	NA
Akap17a	-0.150269991212774	0.650534623040428
Akap17b	-0.0535717224061889	NA
Akap2	0.108780992674824	NA
Akap3	0.00442049209485607	0.9858494654146
Akap4	0.0705009577270532	NA
Akap5	0.0662954363597743	0.723713837004781
Akap6	0.0451437796228191	NA
Akap7	-0.00282369735163979	0.981473869790671
Akap8	0.307375534686761	0.236498814913511
Akap8l	-0.269039929255496	0.524760786168116
Akap9	-0.0705944955019211	0.523449591654972
Akip1	-0.123004164144755	0.384497734250691
Akirin1	0.295516711554589	0.0899988550538331
Akirin2	-0.283027734894995	0.114170582150493
Akna	-0.0403752735528577	0.829323311600546
Aknad1	0.0630681011598782	0.644594803994384
Akp3	-0.171261046564912	0.282428615672261
Akr1a1	-0.100728603653842	0.66764949229329
Akr1b1	0.177547361381071	0.437134669962658
Akr1b10	0.0202396287645392	NA
Akr1b7	0.13891750587268	0.66620310613182
Akr1b8	0.479478234900338	0.189252609789596
Akr1c1	0.0064974550018837	NA
Akr1c12	-0.0668410291275849	0.818689677857313
Akr1c12l1	-0.094081383651079	NA
Akr1c13	-0.0593334861619415	NA
Akr1c14	0.365971254425796	0.30120481314148
Akr1c15	0.26723698749091	0.72085310009679
Akr1c19	0.206190318344746	0.527840711922622
Akr1c2	0.114031288925507	NA
Akr1c3	-0.00438397727580675	NA
Akr1d1	0.00352026459134169	NA
Akr1e2	0.0999556311745007	0.496861604860413
Akr7a2	-0.315165747781993	0.153929409390972
Akr7a3	0.347949776934133	0.441379306789801
Akt1	-0.206840180577089	0.153813722860082
Akt1s1	-0.179229130054619	0.2674035141206
Akt2	0.106856898413126	0.375615699422057
Akt3	-0.219347988705152	0.34406374156447
Aktip	0.0336124763454704	0.842937265315924
Alad	-0.0717250282136632	0.893192846453777
Alas1	0.260115028946789	0.121432313236337
Alas2	0.521601212939649	0.286755140079514
Alb	0.0384223410031881	NA
Alcam	-0.0716411911829908	0.654729901954277
Aldh16a1	-0.0116048906050796	0.938161536636913
Aldh18a1	-0.517602129383835	0.0461526424756132
Aldh1a1	0.274850440947167	0.209830848619837
Aldh1a2	-0.0260480365754461	NA
Aldh1a3	-0.00329942327373978	NA
Aldh1a7	-0.0300032064849933	0.966551986559657
Aldh1b1	-0.422348511236495	0.20460410077699
Aldh1l1	-0.0621470224921197	0.784216694489277
Aldh1l2	0.870748196986861	0.0559829161648917
Aldh2	-0.267866781611062	0.194593798000056
Aldh3a1	-0.949008199016709	0.00885050874306334
Aldh3a2	0.243113813563077	0.0871527426777206
Aldh3b1	-0.110062817536216	0.604466759850385
Aldh4a1	-0.199422436392259	0.468860433339035
Aldh5a1	-0.0559043481200447	NA
Aldh6a1	0.283120320537546	0.0433106160836577
Aldh7a1	0.415028099561665	0.0179314361326745
Aldh8a1	0.00758318935182523	NA
Aldh9a1	-0.0364494850282702	0.904289306257719
Aldoa	-0.193438046660345	0.245711783384817
Aldoart2	-0.174118011666232	0.321785875431313
Aldob	0.0785944458907686	NA
Aldoc	0.143751194914992	0.523119099345808
Alg1	0.12096078330481	0.617930255893408
Alg10	-0.0182664935457453	0.958616146717502
Alg11	0.100019106374327	0.611789824531085
Alg12	-0.0959052353130145	0.59193152367516
Alg13	0.134272052232079	0.251482366068031
Alg2	-0.0400752904459383	NA
Alg3	0.107155886490201	0.504298889478928
Alg5	0.375376879403038	0.107403579036939
Alg6	0.362569671966162	0.00999744079274518
Alg8	0.0630657073774987	0.77457256060505
Alg9	0.317262452752317	0.0184320174011484
Alk	0.0131000359821716	NA
Alkbh1	0.0245915558922665	0.907963274675856
Alkbh2	-0.379865326234095	0.130046461205515
Alkbh3	-0.109815240495315	0.454586184926373
Alkbh4	-0.428081341169802	0.601596977295387
Alkbh5	0.289839709701919	0.363053859556179
Alkbh6	-0.0131738216560366	0.948679495861212
Alkbh7	-0.0905635821079906	NA
Alkbh8	-0.00921541453352326	0.953469416706505
Allc	0.0200808292368171	NA
Alms1	0.0484253472080942	0.724226497927653
Alox12	-0.294643726014464	0.480382907601585
Alox12e	-0.0715216270318093	0.723713837004781
Alox15	-0.805263610194412	0.465597160968387
Alox15b	-0.242625898252446	0.792252563053484
Alox5	-0.2139588983403	0.229693131435341
Alox5ap	-0.523954077847348	0.0770044253865313
Aloxe3	0.190234284350303	0.199358937442648
Alpg	0.0690868266985358	0.44738266718092
Alpi	-0.168062790658917	NA
Alpk1	-0.0706521141899099	0.79247802501006
Alpk3	-0.0392656992794258	NA
Alpl	-1.02560061379664	0.0745174919640054
Alpp	-0.00155346931487976	NA
Als2	0.157406504922246	0.0716229891559417
Als2cl	0.19147039126941	0.16944178739193
Alx1	0.0686382584783241	0.617600272424756
Alx3	-0.0516918534822706	0.732057496334015
Alx4	0.101351577854204	NA
Alyref	-0.351886357650958	0.403154201153408
Amacr	0.110117840113059	0.537076166161215
Ambn	0.0335026187473	0.872526903378307
Ambp	0.00872879402907767	NA
Ambra1	0.124158839924012	0.497491382665132
Amd1	0.165922598551903	0.278783989162368
Amd1-ps2	-0.0676679990757716	0.657010519531032
Amdhd1	-0.0709383022426948	NA
Amdhd2	0.0262006776137387	0.894318715662977
Amelx	-0.0129579092155039	NA
Amer2	0.109605219694229	0.428994614712414
Amfr	0.411273978918357	0.113128041275705
Amh	-0.184007299280768	0.334397596715079
Amhr2	-0.0165762451514571	NA
Amigo1	0.0933490367929952	0.415790145789932
Amigo2	-0.162897357751626	0.156348209305936
Amigo3	0.110119239083834	0.444592705208562
Ammecr1	-0.004563593642672	0.983359751902611
Ammecr1l	0.187369001742353	0.290637410930885
Amn	0.262505977848646	0.0150348371214701
Amn1	-0.0613126024552697	0.884156590789693
Amot	-0.0894769252413967	NA
Amotl2	-0.0217499027618091	NA
Ampd1	0.226964297063286	0.34534444539475
Ampd2	-0.65146109346382	0.0748896844212626
Ampd3	0.279184041528318	0.141138850250228
Amph	0.0172268540265126	NA
Amt	0.0781272770973134	0.627753909981673
Amy1a	0.109379608880874	0.383959991276474
Amy2a3	0.0096308446272797	NA
Amz1	0.241844974424577	0.180757152964761
Amz2	-0.233065290954086	0.117310072668603
Anapc1	-0.0819236524274096	0.676898589607741
Anapc10	0.199194149162793	0.317908976866039
Anapc15	-0.156693408545873	0.385056219687649
Anapc2	0.103871263799757	0.570496245813487
Anapc5	-0.174469618298806	0.429131193111595
Anapc7	0.161417498554349	0.38543925460036
Andpro	-0.0460127457388815	NA
Ang2	-0.274685257071136	0.261140370378486
Angel1	0.178890633734739	0.125059059152898
Angel2	0.0865537352279819	0.496125220027989
Angpt1	-0.103874906378307	0.421176573252098
Angpt2	0.190488320958259	0.27699501861166
Angpt4	0.0509116394392706	0.571741571504121
Angptl1	0.481879959909835	0.103235247815752
Angptl2	0.682789100752795	0.013301826054101
Angptl3	0.00535870456289889	NA
Angptl4	-0.153841767508911	0.721561695423407
Angptl6	-0.606451865812955	0.164127811121559
Angptl8	0.356882365921578	0.0600782388435062
Ank1	0.048297166241154	0.651852191089133
Ank2	-0.0388057901798353	NA
Ank3	0.0188274270952276	NA
Ankar	-0.00781941311451373	NA
Ankdd1a	0.0678098743734781	NA
Ankef1	0.213468159568492	0.414205821159807
Ankh	0.56002820933176	0.00906161173034025
Ankhd1	-0.0210696013844931	NA
Ankib1	0.0308203903811499	NA
Ankk1	-0.299604909796876	0.265938446287697
Ankle1	-0.0205523030178849	0.969358189258002
Ankle2	0.0119520380141047	NA
Ankmy2	0.0405068567143463	0.822535072553077
Ankra2	-0.134164391767423	0.582086878314177
Ankrd1	0.0886757261937507	NA
Ankrd10	0.0575321819249748	0.746965301469226
Ankrd12	0.223644413420862	0.298539075755735
Ankrd13a	-0.229206552909155	0.0367786759381247
Ankrd13b	0.0287691404798975	NA
Ankrd13c	0.135908157071221	0.133302404883591
Ankrd13d	-0.0472097072926712	0.931588833637619
Ankrd16	0.0424660089279394	0.900837715764438
