ID	subchondral.bone.operation.4.weeks.postsurgeryvssubchondral.bone.sham.operation.4.weeks.postsurgery_logFC	subchondral.bone.operation.4.weeks.postsurgeryvssubchondral.bone.sham.operation.4.weeks.postsurgery_padjFilter
Abcc2	0.151558370036865	0.143314024813815
Abcc3	-0.104800046395847	0.652531751224283
Abcc4	-0.0778858985578843	0.411968446249528
Abcc5	0.0281856813021211	0.944164380041977
Abcc6	-0.0624983441826785	0.455395926074103
Abcc8	0.0331847585814602	NA
Abcc9	0.117700594100755	0.533661188250082
Abcd1	-0.0965774041078511	0.489816071216469
Abcd2	0.595498233010584	0.0614112858910542
Abcd3	0.218664760500715	0.107916326653733
Abce1	-1.08551165579325	0.000974931521597594
Abcf1	-0.0114274578163513	0.92811944230083
Abcf2	0.0337824053898261	0.763023773104848
Abcf3	-0.0850601824964849	0.68963573278749
Abcg1	0.235203130016982	0.400062977601895
Abcg2	0.438208615118544	0.151909634808715
Abcg3l1	0.43225876590235	0.0285981164503235
Abcg3l2	-0.142626159674035	0.501856294271377
Abcg3l3	0.0676625029649491	0.607552585525737
Abcg3l4	0.026186396305989	NA
Abcg4	-0.0206954821091276	0.776371481896998
Abcg5	0.0320317475393175	NA
Abcg8	-0.0919570768060076	NA
Abhd1	-0.203092609085288	0.0339566063787139
Abhd10	0.299692002051151	0.0221935255391643
Abhd12	-0.123114396604075	0.525454016171394
Abhd12b	0.0534282925892606	0.667498426877402
Abhd13	0.387579398565023	0.00240286822460718
Abhd14a	0.227867541899841	0.309907448823112
Abhd14b	-0.355726250545075	0.0156104990187338
Abhd15	0.0647599291108705	0.481392807221795
Abhd16a	0.305744333637488	0.305902083187341
Abhd16b	-0.0770675018591325	NA
Abhd17a	-0.113238338989255	0.494093233285937
Abhd17b	0.321767763097039	0.0193612359115961
Abhd17c	-0.492877554530649	0.0413968106293075
Abhd18	0.131112391109891	0.42033170283035
Abhd2	0.106022992043528	0.161822177877924
Abhd3	-0.127747128772205	0.0934903087372056
Abhd4	-0.32101406755313	0.0566885180033807
Abhd5	-0.0284478967686868	0.880546726231483
Abhd6	-0.102163953204911	0.51487283679515
Abi1	-0.61411620968661	0.000478169938431443
Abi2	0.237682127695404	0.0184703883760808
Abi3	-0.579911758044586	0.0931503166588563
Abi3bp	0.693926184625716	0.0229519933587024
Abitram	0.139267326278941	0.100785370345335
Abl1	0.065742732209717	0.436166320257258
Abl2	-0.267695301253596	0.100819313335159
Ablim2	0.170316622449603	0.124965712804328
Ablim3	0.0542312543441579	0.708144806769466
Abo	0.233599730634216	0.224195347462967
Abo3	-0.0108913407358884	NA
Abr	-0.186507204176671	0.219695152643082
Abra	-0.115887559771477	0.61989374441646
Abraxas1	0.346771104694442	0.0400674301972261
Abraxas2	0.0400490852505051	0.596851133875105
Abt1	0.138322712612213	0.280699431028087
Abtb1	-0.411821524964475	0.199595170926939
Abtb2	0.381109013535529	0.0017576209349439
Acaa1a	-0.033899293281431	0.882747119371477
Acaa1b	-0.013964873561056	NA
Acaa2	0.258345302516982	0.292324537679802
Acaca	-0.819732644423686	0.0666914172305705
Acacb	-0.0687140658169758	NA
Acad10	0.125456478890726	0.73636009463027
Acad11	0.0536165845616194	0.821890252494609
Acad8	-0.049745359697086	NA
Acad9	0.321436540917691	0.0033308470349268
Acadl	0.409897238276372	0.00240286822460718
Acadm	0.303105506550764	0.00276978389295287
Acads	0.393379350912268	0.0284235558326539
Acadsb	0.455108043604397	0.348758449289886
Acadvl	0.175575030274601	0.076887135359871
Acan	0.0199751136300659	0.970501327300031
Acap1	-0.113978865937817	0.739215417725399
Acap3	-0.189801513229815	0.150681055965818
Acat1	-0.0426820715079277	0.805763876858881
Acat2	0.288052381544629	0.00915259467271441
Acbd3	0.2349451305861	0.0465655103475711
Acbd4	0.15830486168789	0.215735816375621
Acbd5	0.321449352740717	0.00362118950168217
Acbd6	0.117855782637211	0.440400547367325
Acbd7	0.283428170540437	0.00588510093520226
Accs	0.345607229629774	0.0619569363449051
Accsl	-0.0533084925146383	0.517287999943704
Acd	0.107181681800137	0.319359577932296
Ace	0.0488271708338912	0.639733371688426
Ace2	-0.0941212584348676	NA
Acer1	-0.136702433924545	0.256603454348229
Acer2	0.409762396528967	0.000877484593561836
Acer3	0.176101615266699	0.290382921226464
Ache	0.0145825189621407	0.962080889444387
Acin1	-0.0043087243173332	0.983216398926129
Ackr2	0.144745011769422	0.259341896792921
Ackr3	0.237411213950405	0.316924740465118
Ackr4	0.0974054204830201	0.668357322722153
Acly	0.461664092838479	0.00450718228565819
Acmsd	-0.0132556917865809	NA
Aco1	0.22546146402772	0.142512707906144
Aco2	-0.252533219196815	0.109999498749357
Acod1	-0.131213737080347	0.686916450366991
Acot1	0.239990002214041	0.0911342053486854
Acot12	-0.0227568843850401	NA
Acot13	0.583916858090163	0.00442388100123426
Acot2	-0.0853498216646678	0.753360776044905
Acot3	-0.0261543514997484	0.854117952438123
Acot4	0.0372530012452295	NA
Acot5	-0.194124330484035	0.173376996979393
Acot7	-0.26102578232998	0.0352095792873203
Acot8	0.0467680767976546	0.802245644294146
Acot9	0.401176296714652	0.00202132904726304
Acox1	0.109604729609233	0.445421436374481
Acox2	-0.0730975832971161	NA
Acox3	-0.0420640205531209	NA
Acoxl	0.0669330122504244	NA
Acp1	0.256779841140794	0.108579363488528
Acp2	0.190123268254881	0.208006501010951
Acp4	0.0599197529791171	0.371557478396851
Acp5	0.35063241709592	0.474333606782902
Acp6	-0.00869174474706824	0.955887665052768
Acpp	0.070949280741555	0.626691744706629
Acr	-0.713524402864429	0.421964513466028
Acrbp	0.0476629322625008	0.894662949599151
Acrv1	-0.0394972736281058	0.736401862737462
Acsbg1	-0.277704319339121	0.476333317615376
Acsbg2	0.12529574795203	NA
Acsf3	0.509171952017191	0.0242519779044694
Acsl1	-0.0157188910835764	0.94658943939856
Acsl3	0.625735169986466	0.003209265615963
Acsl4	0.404693200821881	0.00316225755054008
Acsl5	-0.0497742068525646	0.737628522814257
Acsl6	-0.0512416105878497	0.469691932992916
Acsm1	-0.0764705380819075	NA
Acsm2	-0.384162616503166	0.00543472143408478
Acsm3	-0.130434413510009	NA
Acsm4	0.128304449982567	NA
Acsm5	0.114202070277494	0.243656810756778
Acss1	0.253839895141928	0.0907426105172953
Acss2	0.0650699595115221	0.584171583407114
Acss3	0.0332237108821865	NA
Acta1	-0.133438490757478	0.856815823554242
Actb	-0.310529731739912	0.191737016276537
Actbl2	0.0767617569479526	0.833267653614824
Actc1	-0.359557292310637	0.00400204751413836
Actg1	-0.350951286071242	0.0307989527807888
Actg2	-0.595916856526667	0.0148913351557439
Actl11	-0.0789799138248268	NA
Actl6a	0.172919197958077	0.0272091233777906
Actl6b	-1.23288552516365	0.370877101085435
Actl7a	0.29509061502678	0.58482131194925
Actl7b	-0.0402004670643512	NA
Actl9	0.044568605430765	NA
Actl9b	0.0331773418462431	NA
Actn1	-0.804993757230431	0.000478169938431443
Actn2	-0.131448162691781	0.123232568484397
Actn3	0.000604758786998616	0.999573496257968
Actn4	-1.05874184282254	0.0183111524468961
Actr10	-0.135233864929255	0.29073627493836
Actr1a	0.0568656516263459	0.599183463713284
Actr1b	0.0500629970929003	0.577893125270481
Actr2	0.268811426804099	0.268058753179058
Actr3	0.0426004905864517	0.800039502298827
Actr3b	-0.0199582182529996	NA
Actr5	0.0595835873451636	0.549319742075043
Actr6	0.722911012562328	0.000292316575461296
Actrt1	0.00239843073265256	NA
Actrt2	-0.146413757505748	0.578787906427713
Actrt3	0.134089010215446	0.279444414386843
Acvr1	0.0258597961251184	0.793340664397806
Acvr1b	0.0635432068230442	0.495624228015187
Acvr1c	0.0249514083782261	NA
Acvr2a	-0.0168272841015016	NA
Acvr2b	-0.0214938851909379	0.826873315441977
Acvrl1	0.0979773305118474	0.696019945210721
Acy1	0.0828352352466659	0.534790494396485
Acy3	0.0824380790294335	0.68963573278749
Acyp1	-1.64010633946388	0.000383641587660403
Ada	0.0996417146188211	0.44317170107618
Adad1	0.0373982706956797	NA
Adad2	-0.134390727135581	0.418273608506664
Adal	0.0623190319121294	0.377476829251496
Adam10	0.0391586979034146	0.831236786118841
Adam11	-0.0383602033099786	NA
Adam15	0.0183202276328647	0.941947567621318
Adam17	0.21659719413241	0.064102279432822
Adam18	0.128289321415038	NA
Adam19	-0.136777943255788	0.072630664313282
Adam1a	0.348862022237447	0.115570650172784
Adam2	0.0622338774732443	NA
Adam20	0.132910239431329	NA
Adam23	0.0205547728701267	NA
Adam24	0.08951141131603	NA
Adam26a	-0.237257003280788	0.0143463707736438
Adam28	0.0778359805326225	NA
Adam30	0.0693936622123728	0.48397710745612
Adam32	0.0891298398809868	0.457943631529174
Adam34	-0.0976334492289226	NA
Adam3a	0.0593461944934175	NA
Adam4	0.0152332267188227	0.882019904167705
Adam5	0.0624611955724541	NA
Adam6a	0.0550839849879354	NA
Adam7	-0.152231484773875	0.157195158893155
Adam8	-0.182091564679936	0.274125395295301
Adam9	0.207314532141902	0.0406815160415898
Adamdec1	-0.0698460053944459	NA
Adamts1	0.0605204935080561	NA
Adamts10	-0.077185192242375	0.49583314969819
Adamts12	0.171922003919289	0.169918489194621
Adamts14	0.0110667213845437	0.879591323538012
Adamts15	-0.385172093847437	0.006199033669541
Adamts17	0.0701412513222106	NA
Adamts19	0.00433934478127007	NA
Adamts2	0.204645788279484	0.263103869914671
Adamts3	-0.278121851749466	0.332551431374779
Adamts4	-0.0143589921220517	0.88323532098269
Adamts5	0.156865717285823	0.189454194433593
Adamts7	0.361108169902398	0.0292987913139549
Adamts9	0.28558651011685	0.236824633058483
Adamtsl1	-0.0231309813797687	NA
Adamtsl2	-0.0488103571048448	0.752715049241812
Adamtsl3	0.0111501924948394	0.899934007448431
Adamtsl4	-0.00654207168072674	0.967459590216568
Adap1	0.24358390526149	0.204360429125707
Adap2	0.173628023380082	0.395867459418316
Adar	-0.256269494549619	0.00303792641480878
Adarb1	-0.286785008568025	0.0348831337929775
Adarb2	-0.0135061105559391	NA
Adat1	-0.194678811091115	0.702420783261968
Adat2	0.262766619790711	0.138147237497507
Adck1	0.384924769610557	0.00038270511197082
Adck2	0.397737330644878	0.00632847735774753
Adck5	0.0248627180307581	0.854740516068422
Adcy1	-0.0728734745722246	NA
Adcy10	0.382774806542593	0.0802643104120854
Adcy2	0.43967617277389	0.0506882947716526
Adcy3	0.090868079019164	0.540301027046872
Adcy4	0.00666495226428054	0.969344902851154
Adcy5	0.273364295404721	0.041108823115986
Adcy6	-0.134580636364733	0.249508479571246
Adcy7	-0.488806375778847	0.0700720877067912
Adcy8	0.00101945364378775	NA
Adcy9	0.32845364377263	0.650394153694893
Adcyap1	-0.0909681290571616	0.306840678937443
Adcyap1r1	-0.0871208898829243	NA
Add1	-0.127836964661226	0.123224265757092
Add2	0.293508688563339	0.459908827286527
Add3	0.115293315364049	0.481977196098208
Adgb	-0.00104027763192249	NA
Adgra1	-0.0360893881173734	NA
Adgra2	0.161365009861819	0.553838837544496
Adgrb1	-0.0744070121155351	0.47195584742481
Adgrb2	0.025923704386499	0.875210434358146
Adgrb3	-0.0402597172971397	NA
Adgre1	0.669229956825044	0.069126866336873
Adgre5	-0.191615349503715	0.0947692909713986
Adgrf2	0.111954663567996	NA
Adgrf3	0.0090061757291755	NA
Adgrf5	0.289846799332256	0.196829596088566
Adgrg1	-0.237821975553043	0.229489268091153
Adgrg2	-0.0551052160609089	0.696184919634969
Adgrg3	-0.125037876721918	0.41823012199497
Adgrg5	-0.225968642537278	0.588264950986863
Adgrg6	0.295826691360896	0.109585643689424
Adgrg7	-0.357813086687075	0.0486115205726516
Adgrl1	-0.610774616635018	0.151330669162836
Adgrl2	-0.0237561975720553	0.781055623921586
Adgrl3	-0.00379879683189532	NA
Adgrl4	0.372877976478732	0.0486644690782752
Adgrv1	0.0339871387392332	NA
Adh1	0.0121200404851596	NA
Adh4	0.0614039052761841	NA
Adh5	-0.00602494879823823	0.97311407848077
Adh6	-0.0213418322121539	NA
Adh6a	0.425299101776351	0.0176878177232397
Adh7	0.144603528640086	NA
Adhfe1	0.152023381399137	0.00805725240701721
Adi1	0.283230547168155	0.0563855861057386
Adig	0.629112554647465	0.00179058474010134
Adipoq	1.26473884818977	0.163309961114836
Adipor1	-0.121285367272018	0.70300604936099
Adipor2	0.18065547229401	0.339547327551923
Adk	0.273302542822103	0.0532043294045202
Adm	0.517381971756021	0.0208604258346942
Adm2	-0.019010664544024	NA
Adnp	-0.0642941824490313	0.614534178954686
Adnp2	0.464819592956331	0.0109082835639842
Ado	0.0356754405405644	NA
Adora1	0.111968433636707	0.383438875171768
Adora2a	0.2688444387197	0.0772077400489358
Adora2b	0.306768716715418	0.034482372023333
Adora3	0.222562455636267	0.225918295323272
Adpgk	-0.512098762952482	0.05242082694805
Adprh	0.221401019124551	0.0157262567350072
Adprhl1	-0.0103316736413017	0.972463410410545
Adprhl2	-0.0266481506915923	0.873644544333432
Adprm	0.232330523696215	0.0458449736739238
Adra1a	-0.0779820903762651	NA
Adra1b	-0.125481066273194	0.309797063191775
Adra1d	0.115979203010027	NA
Adra2a	0.0807256695376042	0.359666051460275
Adra2b	0.112371687818206	0.48981184851034
Adra2c	-0.277989162672852	0.18073680297098
Adrb1	0.126465532380474	0.51487283679515
Adrb2	0.366040470861011	0.194004265237684
Adrb3	0.061605993380808	0.73636009463027
Adrm1	-1.41884754211278	0.000109293461981289
Adsl	0.0946366937655689	0.639808058672432
Adss	-0.124573733072069	0.306768881932013
Adssl1	0.108512830702242	0.113522796566117
Adtrp	-0.13839958859755	NA
Aebp1	0.267308382541829	0.317543228157931
Aen	-0.0888920735604355	0.684152544206467
Afap1	-0.89354784438723	0.0374737219391668
Afap1l2	-0.0840190334678725	0.437153197785022
Afdn	-0.00845902533361187	0.975144660232626
Aff1	0.0282469450815475	0.773773034398115
Aff1-as1	0.0416313086741154	NA
Aff3	-0.145348719477924	0.157401184596278
Aff4	0.360217630860824	0.0494836959020891
Afg1l	0.37504178327679	0.00353008514855892
Afg3l1	-0.120357709576496	0.457464266885496
Afg3l2	0.319759553190963	0.00577544977068397
Afm	-0.00545557423657872	NA
Afp	-0.055094867982489	0.524019236101574
Aftph	0.178889959833782	0.212126767998528
Aga	0.303010633936729	0.0622778591073156
Agap1	0.120463732419142	0.207549354933836
Agap2	-0.340562133498469	0.0255897786508807
Agap3	0.150338241625503	0.239476648137688
Agbl1	-0.0189853045141284	NA
Agbl2	-0.0234881838440186	NA
Agbl3	-0.0181338177723713	NA
Agbl5	0.236542397791557	0.0273531424050893
Ager	-0.504400161715594	0.0756694910727408
Agfg1	0.207055183268304	0.256210458583468
Agfg2	-0.339078738355722	0.153412160512574
Agk	-0.0652931942727797	0.655373437203049
Agl	0.201855227202388	0.047386394594863
Agmat	0.0222170158539416	0.943449488777087
Agmo	-0.0437180164465314	NA
Ago1	0.0695487909622923	0.36505257124688
Ago2	0.0304007731020448	0.925767858456129
Ago3	-0.00968621584996843	NA
Ago4	0.00419034642055038	NA
Agpat1	-0.485217654892883	0.0386667097023844
Agpat2	-0.0589281222749669	0.803535558356336
Agpat3	0.424395923075053	0.0410280886799817
Agpat4	0.153885375281497	0.472382743071768
Agpat5	-0.153466562275664	0.393531172664055
Agps	0.528408493455172	0.00231057482624791
Agr2	0.0233029084824574	NA
Agr3	0.0502860234684661	NA
Agrn	-0.0653559714020773	0.672589757090625
Agrp	0.311982768824137	0.226823446702591
Agt	0.73759051365042	0.304344501996127
Agtpbp1	0.0932671237732503	0.174360191587321
Agtr1a	0.263726667771832	0.0800535874972997
Agtr1b	0.0720873335890868	NA
Agtr2	-0.0123485856614183	NA
Agtrap	-0.124288875234601	0.426105078515004
Agxt	-0.427758957228034	0.0622778591073156
Agxt2	0.00263987531062249	NA
Ahctf1	-0.171952884126849	0.494975799353333
Ahcy	0.149177181597368	0.339143590987522
Ahcyl1	0.104190677154687	0.501954160413166
Ahcyl2	0.0498935418332218	NA
Ahdc1	-0.273098715611577	0.00915259467271441
Ahi1	0.0325405711699114	0.712603675054144
Ahnak	0.00304955366631354	0.977225896809541
Ahnak2	-0.139900509928103	0.268784488130219
Ahsa1	0.135614069768787	0.309026711851725
Ahsa2	0.0852737577672107	0.559342610173755
Ahsg	-0.050412640307643	NA
Ahsp	0.513645167945974	0.206607937188262
Aicda	0.0930649707049662	NA
Aida	-0.107876265974917	0.292310006156884
Aif1	0.27435455559087	0.243351665580693
Aif1l	0.16929631411364	0.115188933930674
Aifm1	0.335406265701449	0.00785028114358119
Aifm2	0.156624396286098	0.371147900673168
Aifm3	0.0233623207935567	0.788828391847167
Aig1	0.292665140936563	0.0427931795178509
Aimp1	0.391538119361783	0.00910764881727047
Aimp2	0.332981269103561	0.0227223918751002
Aip	0.246108411414442	0.065475734640411
Aipl1	-0.280100351432394	0.190460350813329
Aire	-0.019518596537929	NA
Ajm1	0.0945254971357929	NA
Ajuba	-0.135093509971099	0.356568182666923
Ak1	0.323229798725982	0.025263110239217
Ak2	0.0509370086284608	0.706610307227375
Ak3	-0.0219811852414136	0.889116948184433
Ak4	0.166543497953258	0.0704176399826728
Ak5	-0.137342987561428	NA
Ak7	0.0461694054597261	NA
Ak8	-0.0130450382212643	NA
Akap1	0.246634664761065	0.00303503199942559
Akap10	0.333578794185145	0.128588827393372
Akap11	0.228271219629472	0.105916561380898
Akap12	0.211516069412416	0.569607978445405
Akap13	-0.0873893676143638	0.628120733330814
Akap14	-0.0227455800680092	NA
Akap17a	-0.22369525228765	0.362717674489119
Akap17b	-0.0147019634487391	NA
Akap2	-0.047604459092855	NA
Akap3	-0.301525133729939	0.0283966494233861
Akap4	0.0694488528322825	NA
Akap5	0.0781273041288335	0.582800142362845
Akap6	0.00925755042847953	NA
Akap7	0.214189135518894	0.00363004712500774
Akap8	0.232878156483233	0.264365091842439
Akap8l	-0.369744199800476	0.25169469433121
Akap9	-0.10470167294575	0.214083431864733
Akip1	0.390930715915074	0.00160442591380625
Akirin1	0.241903511963839	0.0789873642323188
Akirin2	0.0242498429010816	0.889073024017734
Akna	-0.0807211847970244	0.539208829203655
Aknad1	0.172412744577414	0.0813589959949889
Akp3	-0.388825417498086	0.00456015622747239
Akr1a1	-0.276101687419297	0.0998413648487917
Akr1b1	0.0909701691691094	0.640784079481702
Akr1b10	0.0833837336681968	NA
Akr1b7	0.139926936927077	0.577221757800585
Akr1b8	0.0321805734256628	0.930205009136721
Akr1c1	0.0355728755995663	NA
Akr1c12	-0.385878817201585	0.0457685755483765
Akr1c12l1	-0.105687387773939	0.474954305618991
Akr1c13	0.0760877221726233	NA
Akr1c14	0.0980488167196114	0.765543403637585
Akr1c15	0.574148086098692	0.275049036817835
Akr1c19	0.272324782621435	0.274724659544904
Akr1c2	0.041112663776242	NA
Akr1c3	0.0438266748086065	NA
Akr1d1	0.0389921257813555	NA
Akr1e2	0.229441369732609	0.0423020109382884
Akr7a2	-0.0942837357112101	0.6280412847832
Akr7a3	0.180717273346534	0.639730513608259
Akt1	-0.113319361066628	0.338390536307338
Akt1s1	0.241103077103162	0.0602386479000146
Akt2	0.212012673611058	0.0278778482616502
Akt3	0.0220552801684946	0.922182773402601
Aktip	0.137295388459702	0.216877773021518
Alad	0.317983471664736	0.358112901850639
Alas1	0.229321795437686	0.0861134640736779
Alas2	-0.00187315510854624	0.996940119620016
Alb	-0.0907289349829421	NA
Alcam	0.0633384589390351	0.617761650810436
Aldh16a1	0.010816996090532	0.920309980778172
Aldh18a1	-0.145566532874987	0.501517654306694
Aldh1a1	0.176080758042297	0.323180218048232
Aldh1a2	0.0610834361690769	NA
Aldh1a3	-0.0644508301506947	NA
Aldh1a7	0.410754222916825	0.306506900601566
Aldh1b1	-0.40245328872505	0.130541839621871
Aldh1l1	0.0967970472882849	0.554365936018704
Aldh1l2	0.470174412497962	0.192400676165218
Aldh2	-0.0133877551078019	0.949265051702425
Aldh3a1	-0.551819564323623	0.0369247072852347
Aldh3a2	0.322295242011045	0.00723871367366599
Aldh3b1	-0.403470324811643	0.0130947712726632
Aldh4a1	0.199161200839742	0.358145327283438
Aldh5a1	0.0524188854313019	NA
Aldh6a1	-0.0611184212257685	0.611290256198079
Aldh7a1	0.317737197866863	0.019440285233618
Aldh8a1	-0.0750517063671108	NA
Aldh9a1	-0.170582560117075	0.372697187173956
Aldoa	-0.187171409368119	0.158627775109648
Aldoart2	-0.305898894587878	0.0307160555017564
Aldob	0.00284176280857551	NA
Aldoc	0.311034839731459	0.0678056919734372
Alg1	0.00879800343510873	0.969058568244936
Alg10	-0.138479309040477	0.51487283679515
Alg11	0.448430016229765	0.0041480865939685
Alg12	-0.0366267091298491	0.81572328978132
Alg13	0.437421394159695	0.000200243417437174
Alg2	-0.274866086973882	NA
Alg3	0.103562670480231	0.414286070132127
Alg5	0.232370001997405	0.214533874113115
Alg6	0.275064999909831	0.010578161373618
Alg8	0.320573709653504	0.0338948040952434
Alg9	-0.0524074301951982	0.640764869752674
Alk	0.0419565119630825	NA
Alkbh1	-0.0593629578135513	0.686038149579953
Alkbh2	-0.520021387328089	0.0130478532447206
Alkbh3	-0.168300950400587	0.137201415155217
Alkbh4	-0.867022682417243	0.149736846902737
Alkbh5	0.353342570997553	0.157181345708523
Alkbh6	0.156320833701986	0.196102906515253
Alkbh7	-0.13529750905878	0.188764962137064
Alkbh8	0.0341955294766665	0.74842939960177
Allc	-0.0209931980451303	NA
Alms1	0.0314359605921357	0.780775576534615
Alox12	-0.680220821091005	0.0363155147674846
Alox12e	0.0965503782302042	0.521951469177608
Alox15	-0.160720658779034	0.875847859760608
Alox15b	-1.44014862757255	0.0222718007333663
Alox5	-0.310132768889687	0.0322000939418669
Alox5ap	-0.0564875582830258	0.843251750139971
Aloxe3	0.245597451335553	0.0409489078732984
Alpg	0.0637208561507832	0.377047493965506
Alpi	0.0574699995802277	NA
Alpk1	-0.0709220562799961	0.730041373733718
Alpk3	0.043228781393081	NA
Alpl	-1.43217169023454	0.00382954747322583
Alpp	0.00181024206184155	NA
Als2	0.0514086372815097	0.481330688607637
Als2cl	-0.0216135547631566	0.873644544333432
Alx1	0.0597400509601398	0.584416281029723
Alx3	-0.122156793269924	0.246806873532858
Alx4	0.0945368730838947	NA
Alyref	-0.278797365423172	0.412861574028499
Amacr	0.586580759368657	0.000330264289455593
Ambn	-0.0982895430785087	0.488752067600346
Ambp	-0.0168215790387727	NA
Ambra1	0.0178529153268654	0.91724479703521
Amd1	0.286063659513932	0.0222943193676925
Amd1-ps2	-0.148707772495783	0.177319794601853
Amdhd1	-0.111402842965606	NA
Amdhd2	0.0986064198927341	0.447146238970107
Amelx	0.0323704272179963	NA
Amer2	0.143374994494385	0.181437789573317
Amfr	-0.0888432832375523	0.706650335326375
Amh	-0.138495391732095	0.370250825925913
Amhr2	0.0401916705863856	0.595785679745302
Amigo1	-0.0601078100547188	0.527344158306783
Amigo2	-0.0324648086054786	0.762158743373547
Amigo3	-0.114474239033737	0.309026711851725
Ammecr1	-0.10168630748975	0.411724237901801
Ammecr1l	0.118243223145276	0.420999284408583
Amn	0.0185727758463212	0.850492745336872
Amn1	-0.894876442252566	0.00256971280907308
Amot	-0.0151455778320289	NA
Amotl2	-0.0865370192318498	NA
Ampd1	-0.0828906663460636	0.698781335437501
Ampd2	-0.497426507638913	0.0844791705267239
Ampd3	-0.0486807745151872	0.785104609344909
Amph	-0.00985611843716327	NA
Amt	-0.10115182673856	0.405847784741735
Amy1a	-0.104534317371032	0.291092571640595
Amy2a3	0.0994153000316116	NA
Amz1	-0.0494567554040524	0.770026936832349
Amz2	0.305682736221973	0.0136830402260583
Anapc1	0.169539365737586	0.230240311354189
Anapc10	0.799198217256559	0.000112026125748235
Anapc15	0.0266154725882348	0.875957193690703
Anapc2	-0.0329651529795463	0.842108307594462
Anapc5	-0.0285260810854826	0.8902503214772
Anapc7	-0.00713748643071899	0.969344902851154
Andpro	-0.128170251163128	NA
Ang2	0.155266006774994	0.444135279368276
Angel1	-0.167604088436162	0.071302259072925
Angel2	0.52913735489981	8.75888683013362e-05
Angpt1	0.0591088075703539	0.586117816644151
Angpt2	0.13399617068745	0.34710007760002
Angpt4	-0.0797672862725411	0.235647334299903
Angptl1	0.583777805278795	0.0172018227117155
Angptl2	0.199014116517023	0.338766165292191
Angptl3	0.0517351005764448	NA
Angptl4	-0.115672737775133	0.738780165750689
Angptl6	-0.166246744479003	0.66988732335327
Angptl8	-0.0016477900910461	0.99310138698017
Ank1	-0.0863132590273121	0.268387169221602
Ank2	0.00753989409627387	NA
Ank3	0.0190107152570862	0.827622709699209
Ankar	0.00998187503619263	NA
Ankdd1a	-0.152763245700822	0.0989399558704318
Ankef1	0.18216058961803	0.383438875171768
Ankh	0.144062493216355	0.36359336497928
Ankhd1	-0.00807302377732277	NA
Ankib1	0.0328921615048747	NA
Ankk1	-0.33091099746898	0.120823407948924
Ankle1	-0.0262177520104308	0.94476977228148
Ankle2	-0.0191936940392106	NA
Ankmy2	0.0363727083944134	0.797283197348791
Ankra2	0.191465965624591	0.294073243993366
Ankrd1	0.107146128408353	NA
Ankrd10	0.239322410807579	0.0525947198611356
Ankrd12	0.0321688662199682	0.876378558891775
Ankrd13a	-0.229546003639177	0.0108809761172861
