gene_name	Injury.Day28vsControl.Day0_log2FoldChange	Injury.Day28vsControl.Day0_padj
AQP6	-0.633727598957725	NA
GPD1	-0.295420381610866	0.641309987492837
SMARCD1	-0.126739886924821	0.617880330755197
ASIC1	0.784736099182462	0.32591560226398
	2.37721367599463	2.66620853235703e-14
	0.0133689467738716	0.981150363311698
BIN2	-0.130787276942723	0.799768482129165
SCN8A	-0.384276880833999	0.539932683286702
ANKRD33	-0.479804406819739	NA
ACVRL1	0.520572675317276	0.224148544201887
ACVR1B	-0.286200957844364	0.44738929219569
GRASP	0.40888428063441	0.719588342062883
KRT82	0.000218347858740015	NA
KRT75	8.35337472654409e-05	NA
	NA	NA
	0	NA
KRT85	NA	NA
KRT84	NA	NA
	0.635771743374217	0.233405719739676
KRT71	-0.00159374319413787	NA
KRT5	-0.145817990112043	0.91368146726102
KRT72	-0.193969863721879	NA
KRT73	NA	NA
KRT1	NA	NA
KRT8	-1.33423384530277	0.0295685177039455
KRT18	-0.714919868419421	NA
ITGB7	-0.665785530830917	0.263477737223049
RARG	-0.491148904042049	0.051171638926421
CSAD	-0.871666293003964	3.85521971598109e-08
SOAT2	-0.116543244661335	0.900327559890529
IGFBP6	0.328058997855187	0.626791826222084
SPRYD3	-0.153803369800129	0.53017577540435
TNS2	-0.0521688293013474	0.940048098556955
MFSD5	0.217012649463044	0.445609504205328
ESPL1	2.09460664897815	2.05103931686242e-07
C12orf10	0.0611994550551443	0.920685700632884
AAAS	0.033788006163782	0.942561862664458
AMHR2	-0.06844333434152	0.962869356437334
SP1	0.196603966107033	0.806738160567116
	0.22173090923576	0.590648762701235
PCBP2	0.149326673008163	0.458533531152507
MAP3K12	-0.327233863523079	0.368432122447753
TARBP2	-0.120079903790545	0.794395542860337
NPFF	-0.276170507107334	0.78663880322058
	-0.38501180800901	0.23198995343637
HOXC13	0.000125748452303247	NA
HOXC12	NA	NA
HNRNPA1	-0.0290065218292855	0.941426716084893
NFE2	-0.210069617217805	0.871152107865835
COPZ1	0.332052545473926	0.127454045665271
GPR84	-0.124943989730196	NA
ZNF385A	0.193369316990213	0.835873561561482
ITGA5	0.834784232939726	0.0648613517334761
NCKAP1L	0.328815286734797	0.882033320246852
	NA	NA
PDE1B	0.466825523159701	0.497968853476996
PPP1R1A	-0.466884811599616	0.534293976626603
TESPA1	-0.942010206375122	0.08597928294331
	0	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
BLOC1S1	0.261173886673856	0.6435851685644
CD63	0.220751165072328	0.518033370364178
RDH5	-0.335574926926587	NA
GDF11	0.916672000131515	0.022165936338549
SARNP	0.405132896296066	0.199486294754549
	-0.0144381035766379	0.972113087404142
DNAJC14	0.14542365314189	0.504411976052144
	0.434099587376005	0.213632775902996
MMP19	0.626940817191609	0.0392533408275197
DGKA	-0.269592782336037	0.294765758083935
PMEL	-1.41934612767551	0.0506625276787543
CDK2	0.788186441423162	6.19968046332681e-05
RPS26	-0.0529011492171893	0.941426716084893
SUOX	-0.0509150908382309	0.851259785361116
	0.187871739363161	0.297762099714519
ESYT1	0.340082923922133	0.399601653418159
SMARCC2	-0.276722623270301	0.155869707394322
RNF41	0.219922823542439	0.258573089583133
NABP2	-0.0745087684606127	0.846834146399054
SLC39A5	0.119299617958831	0.912977301965382
ANKRD52	-0.143832996911433	0.809241266671894
PAN2	-0.271482172410975	0.348915460058466
	0.446213263326272	0.0399840311067987
STAT2	0.141278425061619	0.74313383236857
APOF	0.542974317044837	0.466899153944514
TIMELESS	1.27525759849842	0.00205338619206967
MIP	0	NA
GLS2	-0.621061778573328	0.298942223235273
RBMS2	0.025695156089893	0.966506277518095
BAZ2A	-0.429492033472544	0.215375092603488
	0.349378618626345	0.130217063915917
	0.0907007966759172	0.699539888398164
NAB2	0.82946532616815	0.00678930272943025
MYO1A	-0.253920974822962	0.81121687982567
SDR9C7	-0.00018135110298594	NA
TAC3	-0.105503793073614	NA
RDH16	-0.126269945588601	0.968455693708049
LRP1	-0.410144938740444	0.421130601214275
MBD6	-0.719301758756606	0.00696245259987833
B4GALNT1	0.442199519129331	0.765503836387508
ARHGEF25	0.96764921483331	0.000160883854360185
PIP4K2C	-0.425836262867554	0.14140329468416
ARHGAP9	-0.318443199858678	0.647006009378493
KIF5A	-0.478120000261596	0.153658403615345
INHBE	0.00014764129357644	NA
GLI1	-0.612611132707851	0.200949769999412
DCTN2	0.127691964364933	0.694426369827563
DTX3	-0.223899163448933	0.492235402844839
ATP23	0.469111262688112	0.0505607315776972
LRIG3	-0.316422722881972	0.57547032403393
SLC16A7	0.87966358629849	0.110327270202478
USP15	-0.0283966619438116	0.946407259461392
MON2	0.109778860749318	0.822668074394719
	NA	NA
RXYLT1	0.0378354295035659	0.921645345427575
C12orf56	-0.0800725757934796	0.941966344333907
XPOT	0.0807258857661494	0.8272355292693
LEMD3	0.0847256051725888	0.850773598405977
	-0.0258180724151626	0.945791988559259
IRAK3	-0.481483585608966	0.581105657520121
HELB	0.0732627473637714	0.934374775691688
GRIP1	1.46604093578172	3.51487827625035e-07
IL22	0	NA
	-0.196236423469917	0.730179860152019
	0.000920801972802112	NA
NUP107	0.0309146255520409	0.95330499913358
SLC35E3	0.382972956321681	0.277159455300163
MDM2	-0.09022238450141	0.788386209229563
LYZ	-0.493059739196402	0.453779313487513
FRS2	-0.156829333772224	0.765319800765254
CCT2	0.154271651551446	0.649435143457749
BEST3	-0.870410294428978	0.309186696964112
	-0.886073884659473	0.200258641686979
CNOT2	-0.0272445756270545	0.917377357741356
PTPRB	0.389387375097902	0.816581349319277
ZFC3H1	-0.140435494925069	0.74991489075633
TMEM19	0.0956807236116256	0.80908021681853
TBC1D15	0.0750358132773833	0.889736088365416
TRHDE	0.398765201858009	NA
KCNC2	-1.24673096261761	0.0447294749037465
CAPS2	0.286365868726268	0.805676427345632
GLIPR1	-0.484314086692348	0.427000012080179
PHLDA1	0.101652540562539	0.877496790571348
NAP1L1	-0.00177436665456587	0.994219178893961
BBS10	-0.336935873743653	0.526225098920497
SYT10	NA	NA
PKP2	-1.10815951493559	0.0699433527079446
DNM1L	0.122825292594432	0.713800282633992
FGD4	-0.291885215972921	0.688395234220031
BICD1	-0.292803483198833	0.6833938631647
IPO8	0.220751810943966	0.522789982150396
ERGIC2	0.220751509584962	0.490975686579756
OVCH1	0.162216599368127	0.910656713970707
FAR2	-0.0355559388036891	0.940048098556955
KLHL42	0.24038201507998	0.681921757429893
MANSC4	-0.118245656019571	0.910702887782406
MRPS35	0.212926092078681	0.527641338337696
PPFIBP1	0.366451064203406	0.343987198174584
SMCO2	NA	NA
ARNTL2	0.746310747400844	0.397662738014146
MED21	0.260131321007868	0.295472959905352
TM7SF3	-0.676580265141189	0.0998409616514736
FGFR1OP2	-0.299823671320616	0.210438114489524
ITPR2	-0.162153350292253	0.800834147395887
RASSF8	0.379305732153174	0.371523932484406
LRMP	0.156405602828397	0.933465682596346
SOX5	-0.0168383774219515	0.990946940029704
C2CD5	0.0502507033098131	0.923590594647976
ABCC9	0.898107293621414	0.270187728920162
KCNJ8	0.543706213519939	0.69932803553831
	0.094618714395156	0.774930564215037
GYS2	-0.748677199961924	0.380044358182449
GOLT1B	0.444420719898171	0.0844454644243255
RECQL	0.324856625385058	0.4085499330527
IAPP	-0.0117875105734627	NA
PYROXD1	-0.194946351401735	0.527959772146615
SLCO1A2	-0.947287826239317	0.0443976766571843
SLCO1C1	0.0139704120299588	NA
AEBP2	-0.151198269444934	0.640228769026307
PLEKHA5	-0.0731934535421113	0.887155528007504
CAPZA3	NA	NA
PLCZ1	-3.59566994437852e-05	NA
PIK3C2G	1.01926644788988	0.166610650848563
	-0.0427645540394094	NA
SLC15A5	0	NA
DERA	-0.0546159430809366	0.864014356244661
EPS8	0.330633988966006	0.451240935585386
PTPRO	0.853009487085733	0.246995518588225
RERG	-0.415224548616702	0.507917921380217
ERP27	0.175799042691319	NA
ART4	-0.0780664180108686	0.825981024954239
	-0.0287496401172511	NA
SMCO3	NA	NA
	0.0333426609170375	0.920126789792031
ATF7IP	-0.0150762748850815	0.979206621919183
GRIN2B	0.0925532370695691	NA
	NA	NA
FAM234B	-0.0205605410503177	0.976837257279453
	-0.000215290848872143	NA
BCL2L14	1.11222736188027	0.149497646107334
LRP6	0.331257482548291	0.694426369827563
	-0.0142870492080393	NA
	-0.370960805904217	NA
TAS2R9	NA	NA
YBX3	0.729784864471675	0.022542518780395
STYK1	0.116686476153538	NA
	0.553862651399193	0.0633278264623894
	-0.713403828609661	NA
	-0.00957213695550247	NA
	-0.0288695748048953	NA
	-0.00973475349634573	NA
	0	NA
GABARAPL1	-0.22620983916759	0.412597336535708
OLR1	0.0130866632408313	0.941118367977322
CLEC7A	0.113081421473479	NA
CLEC1A	1.06197715711193	0.220767463080724
CLEC1B	-0.0143041722082397	NA
CLEC12B	0.0186434113299665	NA
CD69	-0.402390033847956	NA
KLRF1	-0.065651417601201	NA
CLEC2B	0.543996560055523	0.657496849852911
	-0.14543810331279	0.813932945998778
	0.882406536377618	0.211481528036085
A2M	-0.102508777438834	0.921504088145073
PHC1	-0.48683272475403	0.0118148507030471
	-0.565768092681664	0.466036563415158
	-0.714960295694618	0.312903328561621
RIMKLB	-1.04165290059931	0.0967686569355897
AICDA	-0.67469419604552	NA
APOBEC1	NA	NA
GDF3	NA	NA
	0	NA
CLSTN3	-0.603680178785879	0.244521509261541
C1R	1.41924133550274	0.000805998433396088
LRRC23	0.0343935492440935	0.979206621919183
GPR162	0.255503189593533	0.760690803528615
P3H3	0.539777180320441	0.035240767289274
GNB3	-0.051984705793997	0.964276237535931
CDCA3	2.32843637232335	1.0104943366194e-10
USP5	0.116213358870271	0.610359761133004
TPI1	1.35008382215086	1.31967755854773e-06
CD4	-0.040036435412985	0.894976828390524
LAG3	-1.20571288906379	0.0257828413862623
MLF2	0.23014827254011	0.446033140782318
COPS7A	0.00660695667688093	0.983128942521338
PIANP	-0.251238068357792	NA
NCAPD2	0.530416680043599	0.0977007665663209
GAPDH	1.54331832286872	2.86693168188249e-06
IFFO1	-0.448246011971099	0.197492417005455
	0.121773352037553	0.721135550912432
	0.129488742237041	0.475659981852245
LPAR5	-0.422225530899978	0.370384976795027
ACRBP	-0.0930332012324265	0.716174765411332
ZNF384	-0.136499111907433	0.65840679947061
VAMP1	-0.414712971554997	0.60273360248656
TAPBPL	0.177456034669894	0.62934496357378
CD27	-0.605424719660111	NA
LTBR	0.378061948488522	0.089175084008151
SCNN1A	-0.617015829176052	0.255693190812866
TNFRSF1A	0.636368741324539	0.000276827703943044
PLEKHG6	0.235275700275921	NA
VWF	0.448790000352231	0.790789282799665
	0.8938812495371	0.174038002249397
KCNA1	0.187038183835872	0.822668074394719
KCNA6	0.619531977426071	0.0897903035576069
	0	NA
NDUFA9	0.307834709367822	0.0166898759005922
AKAP3	-0.285443523303043	0.5124185950628
	-0.676819835071618	0.413208758903901
RAD51AP1	1.43720976803512	2.3520220232061e-05
C12orf4	0.510573494608969	0.0314670160590701
PARP11	0.512536610222125	0.178342509562185
PRMT8	-0.556394487227863	0.432070476203812
CRACR2A	0.560305819916772	0.359098302592477
	0.658963300179346	0.353799221588806
TSPAN9	0.521879687644373	0.204842933640688
TEAD4	1.76636711286616	1.43874132949178e-08
TULP3	-0.0345713064244428	0.899402314100728
RHNO1	1.12499449423715	1.27644433964744e-05
FOXM1	2.43935147434431	2.63525289430463e-10
TEX52	0.014640979298804	NA
NRIP2	0.0914886875300699	0.956169675463829
ITFG2	-0.383198301382019	0.102072171390163
FKBP4	0.243069231811504	0.27910389335658
	0.561808490386232	NA
DDX11	-0.17780643638324	0.744711385034863
WASHC1	-0.0250625875383838	0.964276237535931
IQSEC3	0.0514194148603033	0.947279260119064
SLC6A12	0.216497902332198	0.800275215347081
CCDC77	0.18354358243473	0.615614711658668
WNK1	0.080366420407978	0.929654970359539
RAD52	0.0794970877128332	0.886738660589676
ERC1	0.205382317565233	0.514677742304225
ADIPOR2	0.00639981876449374	0.979451168348569
	-0.728952226595735	0.260861171447958
LRTM2	0.939776457170877	0.184798321852846
HDHD5	-0.777758772794218	0.0238592261745513
IL17RA	0.143333652558838	0.738103365800448
CECR2	-0.936983710528999	0.0015701980637071
ATP6V1E1	0.0583896430816923	0.917225189059951
BID	0.303566038844231	0.149184378773363
MICAL3	-0.924326572679324	0.00639172679397785
TUBA8	-0.746015738494166	0.0784410840501192
USP18	-0.206573294097751	0.7370650596997
	NA	NA
CPNE8	0.380198838353107	0.290997756515963
KIF21A	0.221171110254917	0.722333869036805
ABCD2	-0.236665415914727	0.805676427345632
	0	NA
SLC2A13	0.2385696055445	0.696247316210207
LRRK2	0.149670006488659	0.899252503508811
CNTN1	-0.841671304152373	0.188659609022773
PDZRN4	0.396565876788988	0.795713777503865
PPHLN1	-0.0962058465889729	0.716471869662495
ADAMTS20	0.488242268382478	0.521855640883039
TWF1	0.559959660034378	0.044737218083519
IRAK4	0.528412173093422	0.028015347172795
PUS7L	0.195585678173119	0.644223388060047
TMEM117	-0.236853070967848	0.763958266029187
NELL2	-1.20715526826181	0.0622211032168039
ANO6	0.0596439866004492	0.981878718070005
SCAF11	0.233417562405042	0.657260031664669
SLC38A1	-0.263889285237299	0.754735324433046
SLC38A2	-0.0413505935956232	0.94532421800322
AMIGO2	0.537688368060831	0.511847822408547
PCED1B	0.340848493895267	0.772835604999916
	NA	NA
SENP1	-0.0415166400794762	0.939857986021067
H1FNT	NA	NA
CHST11	0.685986181550358	0.175114775242606
SLC41A2	0.829614197946131	0.132047573217095
ALDH1L2	0.726762040654151	0.116534329587189
WASHC4	-0.0960354325808822	0.88828558517615
APPL2	-0.241250312611233	0.22766556237408
KANSL2	0.0211872010808573	0.941768817592623
TXNRD1	0.296104449361548	0.259528793356681
NFYB	-0.0523766648631764	0.90663895711738
HCFC2	0.226813689282584	0.587970532175186
TDG	0.18875865594618	0.614558111923163
GLT8D2	-0.189290373716223	0.628940260433487
	0.373556221335506	0.23198995343637
NT5DC3	-0.0804378025148705	0.940491016287692
	-0.830294075120949	0.222777635615417
PAH	0.393763325319722	NA
IGF1	3.0504369311493	1.36846483490442e-11
PMCH	-0.447333227396448	NA
PARPBP	1.34287628564494	0.00529408869408821
NUP37	0.422095088934647	0.153926511520756
GNPTAB	0.322747545834597	0.486487112608252
SYCP3	NA	NA
CHPT1	-0.315480493370452	0.314794544546631
MYBPC1	1.17542990655308	0.115040819482585
	-0.523064677261415	0.404357234399834
UTP20	0.048723598838054	0.934813333379648
ARL1	0.120082580500162	0.626869019534646
SLC5A8	-0.712289736295697	0.360041951344432
ANO4	0.868425703889738	0.2841307489508
GAS2L3	2.31624823963047	3.35398456009576e-09
NR1H4	-0.0287218474657337	NA
SCYL2	0.120241364417669	0.799398251614954
ANKS1B	-0.227483735977081	NA
	NA	NA
APAF1	-0.0759210903921938	0.87790787630499
SLC25A3	-0.181249624042449	0.467461810158882
	0.790325857044835	0.290147840474828
NEDD1	0.0246200146679901	0.969460673457781
LTA4H	0.0157541771910883	0.965454956779468
HAL	-0.401548348322795	0.666167698992269
AMDHD1	-0.399619830453751	0.636473578285127
CCDC38	-1.19782746113284	0.0443860082226722
SNRPF	0.480723164334177	0.0737010479257598
NTN4	-0.220473645123363	0.775172242162355
	NA	NA
VEZT	-0.0523178251113228	0.880500975096484
FGD6	0.0134172500519449	0.983128942521338
NR2C1	-0.223212400393527	0.362086585335047
	0.0546344501496378	0.907526171446888
	-0.121137460347451	0.869473615233122
PLXNC1	0.695434663150263	0.350276335354334
	0.588608781856951	0.0220080319955782
CRADD	0.105715883437609	0.847723932912043
DCN	-0.697884146149404	0.0823585731914699
LUM	1.29283618619745	0.0895417580115132
KERA	2.30717756654079	0.000109588307304625
EPYC	1.5580904354223	0.0229320271602214
POC1B	-0.466361883545935	0.0403750029727309
C12orf50	-0.602433832061706	NA
C12orf29	-0.397078175021287	0.00682684573348345
CEP290	-0.101234293394059	0.892789837639108
TMTC3	-0.165170458845314	0.739552264352243
NTS	-0.14801846875039	NA
LRRIQ1	-0.111917481076383	0.912511448729233
SLC6A15	0.183989713922604	0.855912212628703
MYF5	-0.0287701420091101	NA
ACSS3	0.0154433518765038	0.9897552717324
PPFIA2	-1.11638959478627	0.0892875757425303
METTL25	-0.0868898853122798	0.900723505705563
OTOGL	-0.000141829262281876	NA
SYT1	0.271093964803733	0.908673207800696
E2F7	2.09041938821917	1.15811090849667e-05
	1.1009811356538	0.0107317463631401
	-0.467106640425775	0.158056403091092
TBC1D22A	0.0561389361775427	0.873471774433904
DYRK2	0.0420758552446608	0.928267027706492
	0.601865125748023	0.00661332987392942
KLHDC7B	-0.160781258842156	NA
SYCE3	0.921568401642394	0.0799141293513869
LMF2	-0.0426079938226125	0.940863847739339
NCAPH2	0.0339307968767022	0.937121537045943
ODF3B	-0.707027976847709	NA
SBF1	-0.394927018671753	0.0799009058053446
PPP6R2	-0.458069048990808	0.241194355524309
HDAC10	-0.582673013314168	0.202342674267549
TUBGCP6	-0.41242353413115	0.227629865167656
SELENOO	-0.285571640853464	0.509075587647019
TRABD	-0.0536062836081477	0.931058490438493
PANX2	-0.357168822604193	0.68315459886351
MOV10L1	0	NA
MLC1	-0.0288627219121451	NA
ALG12	-0.19558910241188	0.715530701659774
CRELD2	0.437207956602721	0.142659881076027
TTLL8	0	NA
	0.136657030223986	0.923303566487523
EXOC2	-0.106539700239572	0.752427566600942
FOXQ1	0	NA
GMDS	-0.276207901057517	0.403955992562238
PPP1R3G	1.11666591248056	0.00601391872475727
RPP40	-0.146704403012121	0.69090168844855
CDYL	0.167095374330156	0.643971146010277
ECI2	0.242437222967994	0.611992270972451
	-0.0146119329233528	NA
PRPF4B	0.149424289178402	0.618344149908322
SLC22A23	0.556531566632759	0.311321309444651
	NA	NA
BPHL	0.130725127809712	0.822153252697253
RIPK1	0.0781728165934201	0.726833046820732
	-0.213080903424066	0.203166530478565
SERPINB1	0.361080093710804	0.338355279907099
RREB1	-0.306090992985248	0.701644454112422
SSR1	0.218288131940652	0.61124202115647
RIOK1	0.19442761655654	0.6366493438097
DSP	-0.673757890755535	0.000770817624153821
BMP6	-0.584781802462396	0.242093887212025
SLC35B3	-0.146682646725498	0.533380755655829
	NA	NA
TFAP2A	-0.252488341423484	NA
	0.292652508569277	0.204413667626213
C6orf52	-0.234225145418715	0.858082207345726
PAK1IP1	0.427422442916911	0.0413847831028329
MAK	0.48930347687228	0.617772344725271
ELOVL2	-0.580089504030614	0.435439335369073
ADTRP	-0.0145037635974802	NA
HIVEP1	-0.130112634282014	0.872294290141087
PHACTR1	0.819394541450762	0.0356974017441924
TBC1D7	-0.175056978202037	0.722269087874066
RANBP9	0.599845187027153	0.122252729035453
MCUR1	0.595720373345581	0.134026468148534
	NA	NA
JARID2	0.388914601003092	0.0384273612645871
DTNBP1	-0.182095041155067	0.780727884198093
	-0.868385091498241	0.0311992999873411
GMPR	0.284767271222642	0.756894123672459
ATXN1	-0.216815941297244	0.767990244442576
STMND1	0.117110094612654	NA
CAP2	1.27197959028585	0.02734092399182
FAM8A1	-0.302703991291822	0.123113649119543
NHLRC1	-0.404067258686501	0.502910390796047
TPMT	0.614039992696397	0.0410803243744113
KDM1B	0.0498140802103327	0.920377563390917
	0.347595129789152	0.125982451973049
RNF144B	0.429615044685535	0.496498415518782
MBOAT1	-0.684047416385181	0.0426176608159368
CDKAL1	0.298619326185927	0.294180458380248
SOX4	0.500188651985287	0.31374864208974
	-0.00010529365507946	NA
DCDC2	0	NA
MRS2	-0.102871819848267	0.816581349319277
	0.125171710219109	NA
GPLD1	-1.39150252312485	0.00644201199959905
ALDH5A1	-1.08351730856027	0.000925570105555486
KIAA0319	0.519742040225413	0.480119640362772
TDP2	-0.0693118422114733	0.806239808620278
GMNN	0.451808712473615	0.14611566233703
ARMH2	9.16027904992031e-05	NA
	-0.512056812698265	0.522023031600817
	0.964467475357864	NA
CMAH	0.313621851224847	0.770362779582693
CARMIL1	-0.0589751510424256	0.924830641281988
SCGN	0.0402026468485074	NA
	-0.0286742076601236	NA
SLC17A1	-0.821647355294852	0.171675471564921
BTN2A2	0.160475166286837	0.831421770021831
BTN1A1	-0.825449050081472	0.238914926493602
HIST1H1D	-0.756562503518093	0.122244764088631
ZNF322	0.357581581090135	0.122539765806614
ZNF184	-0.118538305652719	0.738103365800448
	0	NA
ZNF165	-0.0202890481912809	0.971172780557857
ZKSCAN8	-0.42265122704663	0.341742715018866
	-0.240031257718101	NA
ZSCAN9	-0.322557142797685	0.466238932260482
ZKSCAN4	0.490570374654854	0.191561345357975
NKAPL	0.264499494996727	0.767000944104194
ZSCAN26	0.244307227701083	0.476901442521396
PGBD1	-0.0447734732880361	0.933282103514271
ZSCAN12	0.124867913010638	0.807276274512957
	NA	NA
GPX6	0	NA
GPX5	-0.275959975255374	NA
	-0.259179331141901	0.779585711700469
TRIM27	-0.0274197635964731	0.917225189059951
	0.236637359523783	0.651338131087132
	0.634077514113613	0.294894182216978
	-0.219845139840577	NA
TRIM26	-0.314445675390536	0.491725922281064
TRIM10	0.476314502407612	0.508634769587677
TRIM15	-0.906613039272742	0.138178233706997
TRIM40	-1.17902836974987	0.132919121041992
GABBR1	-0.118519740035818	0.799779276554317
ZNRD1	0.260690525505575	0.321102208192098
ZFP57	-0.601463609871583	0.317728847328491
MOG	-0.685621559950776	NA
	0.345642362249339	0.793510955196357
	-0.0287218474657337	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	-0.290443736969886	0.545626714096042
TRIM39	-0.282394367985446	0.482882288759299
ABCF1	0.347009160622368	0.0276542284142176
PPP1R10	0.00316518206831136	0.99061060255368
MDC1	-0.429231424618769	0.188772752051168
GNL1	0.339541192922555	0.0633952931825294
DHX16	-0.346666321483054	0.0671048231271701
TUBB	1.01921344045159	1.05618338176241e-09
DDR1	0.646858215342179	0.215419151588225
GTF2H4	0.300387048455495	0.336661925684883
VARS2	-0.305706275538526	0.429884677971246
C6orf15	NA	NA
