gene_name	InjuryRepair.Day28vsControl.Day0_log2FoldChange	InjuryRepair.Day28vsControl.Day0_padj
ADSL	-0.537228328692377	0.0132757455650498
TNRC6B	-0.798795365446201	0.120603101005902
FAM83F	0.633191903460545	0.142148769424979
GRAP2	-1.14431093286149	0.0336034718423165
	-1.20630348961603	0.0690015920878267
CACNA1I	0.00922737928300032	0.998111133209188
RPS19BP1	-0.0617509621540244	0.90981861745294
ATF4	0.0892355593811985	0.824621328518874
TAB1	-0.197944119777889	0.445391488554587
	-0.0259462654964875	0.962766208835751
CBX7	-1.41704373508701	7.71168536046716e-05
APOBEC3B	1.04451533198561	0.0039678747267539
NPTXR	0.936890651965526	0.00226223335184998
DNAL4	-0.406107532846051	0.0759712106453426
SUN2	-0.583239462570138	0.00708115914514099
GTPBP1	-0.340279954450817	0.0949191416461292
	-0.0305002883718296	0.930562327335201
DMC1	-0.042606890355995	NA
DDX17	-0.184365501078959	0.459287173333414
KDELR3	0.416862108069134	0.195207600615003
KCNJ4	-0.0221855027614345	NA
	0.525537576543894	0.0331527227180207
TMEM184B	0.257222824794784	0.232851659813574
PLA2G6	-0.295428307503855	0.453902741426089
BAIAP2L2	-1.54869846685257	0.00707343651599174
SLC16A8	-0.381924090866917	NA
PICK1	-1.44634123516023	8.49787898468405e-05
POLR2F	-0.529052970838244	0.156878352696808
C22orf23	-0.152397880661741	0.767441330461793
MICALL1	0.0379574369443526	0.934915979392581
EIF3L	-0.73924902911952	0.00143573124113052
ANKRD54	-0.285185999607934	0.438070468976794
GALR3	-0.644196908715974	0.382504467426773
CYTH4	0.450671305218866	0.68220122390169
ELFN2	0.00638928644052138	NA
TEX33	NA	NA
TST	-1.09989258838989	0.0111873827691632
KCTD17	0.0134229298266409	0.972721197073561
CSF2RB	1.12179392283664	0.0915152925118007
NCF4	0.652071410270264	0.329511445219591
PVALB	-0.392715653415319	NA
IFT27	0.159836992656175	0.763005626617089
EIF3D	-0.448960286128373	0.109995326541555
FOXRED2	-0.31147475001935	0.374260764956499
TXN2	-0.317959743558287	0.289112723036664
MYH9	0.421528080855474	0.397497577010367
MYH11	1.28151324999363	0.0538694693180743
	-0.278973945500791	0.590171965591378
	-0.581269279568238	NA
RBFOX2	-0.177899195416293	0.486750029952107
FBXO7	-0.701421410406501	6.73331006886379e-05
BPIFC	-1.28505925519358	0.000255809852923862
RTCB	0.334282746936058	0.00749854652632835
ASCL4	NA	NA
PRDM4	-0.193988141820222	0.343518335274098
PWP1	0.100906659729204	0.667927467209641
BTBD11	1.01200322567716	0.0725133240693334
CRY1	0.312476378044608	0.365958024060827
RIC8B	-0.0218776347982375	0.956054073220723
POLR3B	0.0973930041290726	0.701932616220218
CKAP4	1.1326995538175	0.00132386145129675
TEX49	-0.0114509614951815	NA
ADCY6	0.365149758947623	0.413625103549091
DDX23	0.177428063253268	0.244868472447014
CCDC65	-0.340852856234623	0.477422430066705
FKBP11	0.73320803730743	0.00379918965124168
WNT10B	-0.428582891735674	0.501897721804647
WNT1	-0.0227508890829288	NA
DDN	0	NA
PRKAG1	-0.394074597171767	0.0164549442758833
RHEBL1	0.460642406334536	0.541791202692236
DHH	0.225589664344358	NA
LMBR1L	-1.04102371543933	0.00144371202372179
TUBA1B	0.580288601637414	2.16396523922083e-05
	-0.478295360934427	0.534827034429267
	0.343142374049604	0.37334549596594
PRPH	-1.05230449236771	0.0693405810337296
C1QL4	0.137524527299612	NA
DNAJC22	-0.0486931585360973	NA
	0.731631084136417	0.000585511304759264
MCRS1	-0.0226687585106736	0.941340590615073
KCNH3	-0.232055043351335	0.767144216964378
PRPF40B	-0.583936035150708	0.0841917641037206
FAM186B	-0.21814247716748	0.732282048301639
FAIM2	-1.28216984754224	0.0677776607671338
	-0.312314010064437	0.740507154362113
NCKAP5L	-0.293411714316504	0.40539878977059
AQP5	-0.671658985299225	0.246833556366468
AQP6	-0.67620332599996	NA
GPD1	-0.705597230812079	0.122668371517252
SMARCD1	-0.109402404237097	0.624170516660932
ASIC1	0.962822262966776	0.18442500194806
	2.61228690760656	1.87590666725628e-16
	-0.345581722186269	0.393008122706926
BIN2	0.333728429622818	0.801342364045743
SCN8A	0.0308229756598333	0.943472341669348
ANKRD33	-0.334445987614601	0.587643053511931
ACVRL1	0.544855057424272	0.161107367923653
ACVR1B	-0.0228373707589507	0.957313599123995
GRASP	0.616079696207346	0.4169194182598
KRT82	0	NA
KRT75	0	NA
	NA	NA
	0	NA
KRT85	NA	NA
KRT84	NA	NA
	1.1520485305527	0.0666535204311436
KRT71	0	NA
KRT5	0.501760985235116	0.475331330641813
KRT72	-0.107532593461804	NA
KRT73	NA	NA
KRT1	NA	NA
KRT8	-1.06483898184616	0.0858396592357423
KRT18	-0.365401062529095	0.700474159569412
ITGB7	-0.969425405626144	0.0551525183435443
RARG	-0.26919496728321	0.318998254514591
CSAD	-0.804721529516566	1.14417159386545e-06
SOAT2	-0.334044839497831	0.572868222947588
IGFBP6	-0.0330756049087561	0.963289066343719
SPRYD3	-0.100841138418709	0.661534122401407
TNS2	-0.240216336478775	0.60114898755838
MFSD5	0.129126385759443	0.640197134691972
ESPL1	2.56055956791478	1.18985171567511e-10
C12orf10	-0.400993912919221	0.280436353299156
AAAS	0.120227174094115	0.743578812447129
AMHR2	-0.402163868551258	0.556735976457561
SP1	0.312609399445082	0.61651249976409
	0.241706754353303	0.488330037049605
PCBP2	0.111234980281489	0.556299739319312
MAP3K12	-0.608359727364587	0.0424718272721734
TARBP2	-0.340599540385117	0.274993152438402
NPFF	-0.907600069760609	0.149147152785981
	-0.145359358809909	0.677692636400785
HOXC13	-0.00771166585319547	NA
HOXC12	NA	NA
HNRNPA1	-0.0482090602970597	0.875791526369096
NFE2	0.0308217333234451	0.940673886367059
COPZ1	0.33959787265136	0.0966895333604752
GPR84	0.218429014415901	NA
ZNF385A	0.619632935536002	0.257324763914086
ITGA5	1.21867688068445	0.00291844340751666
NCKAP1L	0.882757437147821	0.267146244520563
	NA	NA
PDE1B	0.0773713193113105	0.950260936092007
PPP1R1A	-0.708927053512665	0.209686275490221
TESPA1	-0.946972445630139	0.0712837768008033
	0	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
BLOC1S1	-0.175101579412959	0.737915776874157
CD63	0.0236068594728137	0.950718913218031
RDH5	-0.342770608164582	NA
GDF11	1.02326683772919	0.00647791140818618
SARNP	0.183567104285855	0.587374256360262
	-0.21353192167046	0.544950276744198
DNAJC14	0.245652955611184	0.156972491535202
	0.363912248677051	0.275595018759598
MMP19	0.490855286222107	0.111347978559141
DGKA	-0.292648187265919	0.208896203485394
PMEL	-0.549115125069563	0.497583797387707
CDK2	1.1112651512849	2.08532977459201e-09
RPS26	-0.542809190923254	0.172123845486517
SUOX	0.0970058777090537	0.627478258907547
	0.0763084761763396	0.689212443268913
ESYT1	0.650048799030899	0.0406223040163406
SMARCC2	-0.333871613846948	0.0580924027326414
RNF41	0.246405844288716	0.159888553608456
NABP2	-0.178952247184139	0.514727645011501
SLC39A5	-0.704829182780459	0.372798550587756
ANKRD52	0.200982898519606	0.658583686068616
PAN2	-0.185498741383263	0.510628441945557
	0.281921822108579	0.216266434638963
STAT2	0.0311966526547314	0.945860898946736
APOF	0.602924935023124	0.330868392269348
TIMELESS	1.76325836203136	4.0116647542672e-06
MIP	0	NA
GLS2	-0.4332568112385	0.453030703730647
RBMS2	-0.436322075479093	0.116272567036345
BAZ2A	0.0020478855894787	0.996148725721467
	0.271677122233316	0.232159465790477
	0.148717251374345	0.409693831937137
NAB2	0.913987233017026	0.00206686010932071
MYO1A	-0.425774957159951	0.599787092898157
SDR9C7	0.00712206398836277	NA
TAC3	0.0252553201421314	NA
RDH16	-0.392945827642694	0.651419175670274
LRP1	0.0173295414073122	0.971532286260242
MBD6	-0.620838535349655	0.0213562211710131
B4GALNT1	0.677615663248183	0.403239747801451
ARHGEF25	0.707054414139854	0.00989148170109508
PIP4K2C	-0.261322531261044	0.382248002299884
ARHGAP9	-0.279834877540192	0.638960726468742
KIF5A	-0.229104023401287	0.524036972032293
INHBE	0	NA
GLI1	-0.454444322978642	0.334322745477914
DCTN2	-0.0978365172939348	0.724088178805178
DTX3	-0.369692518906862	0.157692432018868
ATP23	0.421334326539516	0.0737003851748931
LRIG3	-0.571533802448661	0.189525330237771
SLC16A7	0.456049645548137	0.455253859592105
USP15	0.032339664895207	0.950730857353832
MON2	0.238817446750095	0.498119078655718
	NA	NA
RXYLT1	-0.0627485152462755	0.827426289293707
C12orf56	0.126974519207207	0.869974747055994
XPOT	0.268463643620216	0.271597082742226
LEMD3	0.171719371345135	0.605850350702093
	-0.039282783992653	0.894988625915138
IRAK3	-0.38825755975309	0.608333224592691
HELB	-0.0399676826627257	0.944381849439803
GRIP1	1.38548548435448	2.69366942068702e-06
IL22	0	NA
	-0.100099060872195	0.846438232950958
	-0.053432434554983	NA
NUP107	0.0447633268769534	0.910148527465633
SLC35E3	0.500874145805189	0.102224034251843
MDM2	0.204625480477703	0.403108831805034
LYZ	-0.366831172025771	0.552389458141228
FRS2	-0.0750340229682106	0.871606263603322
CCT2	0.0474094170962749	0.887966710860421
BEST3	-0.727469210798559	0.365175479434943
	-0.516170293625362	0.444537281474638
CNOT2	-0.0329769886119844	0.86986719670527
PTPRB	0.685241830518895	0.407373717862844
ZFC3H1	-0.156117167729336	0.666369511542096
TMEM19	0.059580950770728	0.85893883078081
TBC1D15	0.129268080371462	0.739231313526883
TRHDE	0.194772374499851	NA
KCNC2	-1.43685330301468	0.0164911000779115
CAPS2	-0.202957664958813	0.798359882614831
GLIPR1	-0.0889103694763186	0.860514435331282
PHLDA1	0.101920997518685	0.880215677152531
NAP1L1	-0.326167963017272	0.305067856330231
BBS10	-0.550604826039605	0.203292667976479
SYT10	NA	NA
PKP2	-1.32304968379203	0.0236823829823006
DNM1L	0.240361935604169	0.326210615359532
FGD4	-0.150547666184336	0.796054517730898
BICD1	-0.212247689908143	0.707031090268087
IPO8	0.253018116829252	0.388371541894429
ERGIC2	0.275037373076064	0.307357982071628
OVCH1	-0.0659170012044641	0.94383846505697
FAR2	0.484570967147666	0.101287119717635
KLHL42	0.495334637881615	0.263690027417405
MANSC4	-0.162865275522234	0.83118571341783
MRPS35	0.484253452893092	0.0503590952322863
PPFIBP1	0.750713901300628	0.0141795068185099
SMCO2	NA	NA
ARNTL2	0.881444710516025	0.250581913334295
MED21	0.058037292481076	0.841828695208693
TM7SF3	-0.0650547022460111	0.883000719737875
FGFR1OP2	-0.374621229557293	0.0818247892355837
ITPR2	0.020044750412567	0.973582097880719
RASSF8	0.574092753579734	0.104940654595138
LRMP	-0.202071618988727	0.73493211012732
SOX5	-0.0763870316782629	0.915980940444044
C2CD5	0.104656691894909	0.785185937874581
ABCC9	0.816862663286829	0.291741921244363
KCNJ8	0.410706257020285	0.751756666887435
	-0.0569495061604212	0.832387986074
GYS2	-0.379129300756244	0.672251667956867
GOLT1B	0.651694427388932	0.0040616466360319
RECQL	0.542553600736542	0.0898037006983423
IAPP	0	NA
PYROXD1	-0.486045573027975	0.0413299774216297
SLCO1A2	-1.11161914975004	0.0138337761070344
SLCO1C1	0	NA
AEBP2	-0.162446630407188	0.555426672205504
PLEKHA5	-0.0346463380535959	0.936233304266258
CAPZA3	NA	NA
PLCZ1	0	NA
PIK3C2G	-0.307042152487713	0.567685982883586
	-0.036511576656381	NA
SLC15A5	0	NA
DERA	0.113668109068242	0.632182333882441
EPS8	0.315082563813378	0.422911131091096
PTPRO	0.96484240748898	0.135701123614399
RERG	-0.124373363564547	0.855435520364579
ERP27	0.197724658224774	NA
ART4	-0.394182502570807	0.523392156972795
	-0.0221715015379951	NA
SMCO3	NA	NA
	0.160965730650362	0.441499786485422
ATF7IP	-0.113562887420056	0.791254179738995
GRIN2B	-0.0219446578611692	NA
	NA	NA
FAM234B	0.0172377636259629	0.97019276700376
	0.0222981810786729	NA
BCL2L14	0.477542612554386	0.547971582029778
LRP6	0.333942780616753	0.638200353214294
	-0.0227688803210189	NA
	-0.827310840500166	NA
TAS2R9	NA	NA
YBX3	0.697657811786138	0.0254691581005144
STYK1	0.106225614504825	NA
	0.534746459485119	0.0620588402150259
	-0.34020713973907	NA
	0.0353703911269734	NA
	-0.022876338045256	NA
	-0.0757949779088278	NA
	0	NA
GABARAPL1	-0.208424249589375	0.406876399618518
OLR1	0.763609013748044	0.326510795107217
CLEC7A	0.608527923178651	NA
CLEC1A	1.12094932775135	0.105287141018253
CLEC1B	-0.00701916314362868	NA
CLEC12B	0.304740706934516	NA
CD69	-0.485617080776512	NA
KLRF1	-0.0155604722260078	NA
CLEC2B	0.479330307862255	0.60620158976848
	-0.228882599876105	0.688990019139682
	0.925124750357202	0.156014784311844
A2M	0.446258137016313	0.520984570679662
PHC1	-0.558819836660504	0.00260817487940604
	-0.359603742849057	0.619086500122628
	-0.36276795223758	0.785187806969807
RIMKLB	-0.472099116995425	0.524036972032293
AICDA	-0.778015560123256	NA
APOBEC1	NA	NA
GDF3	NA	NA
	0	NA
CLSTN3	-0.633784638745763	0.183978318804614
C1R	1.33374054760422	0.00160297090859178
LRRC23	-0.566816825125916	0.420127371143273
GPR162	-0.206863958626397	0.806982357507759
P3H3	0.238479448526367	0.407846211111658
GNB3	-0.325910441921876	0.629420203246163
CDCA3	2.53281948890197	2.99344485337983e-12
USP5	0.186818819481188	0.298549986118068
TPI1	1.3318370963102	2.64997157374277e-06
CD4	-0.177117668195361	0.708473885875473
LAG3	-3.02810740610839	8.52462727821814e-12
MLF2	0.230594835532452	0.39359882352189
COPS7A	-0.0861959692325059	0.757528400643926
PIANP	-0.0797396282587085	NA
NCAPD2	0.760799895598944	0.00683487310599477
GAPDH	1.50708317901002	7.08914257414755e-06
IFFO1	-0.725986148460199	0.0148167715632049
	0.0238280714499617	0.943329465184378
	0.148435551859839	0.345902006690634
LPAR5	-0.559787863522013	0.170766056800363
ACRBP	-0.363897997340918	0.0325132226747652
ZNF384	0.0234549129253208	0.941340590615073
VAMP1	0.105299695467095	0.878612553360636
TAPBPL	-0.00317777241750364	0.992463242638634
CD27	-0.760351712543382	NA
LTBR	0.362944487157044	0.0893798539307952
SCNN1A	-0.258966567294869	0.637248136414947
TNFRSF1A	0.707302430602617	4.06049663975915e-05
PLEKHG6	0.0553386440414037	0.955301813739357
VWF	0.667449167648381	0.483712324409296
	0.0851689212068223	0.944586846053886
KCNA1	0.167198716603102	0.847924436529936
KCNA6	1.04512817056589	0.000945921901392244
	0	NA
NDUFA9	0.241544808285026	0.0681454727114871
AKAP3	-0.523405398353515	0.12936955493759
	-0.403836514538545	0.620161397784448
RAD51AP1	1.58020863737736	1.71515791342398e-06
C12orf4	0.269610946105028	0.301781384842769
PARP11	0.590479801336721	0.0855922358623065
PRMT8	-0.263868192365129	0.680332039385519
CRACR2A	0.398557219472851	0.507746464498151
	0.236955378122563	0.809136882776778
TSPAN9	0.558599259743	0.139336185909929
TEAD4	2.18552459529714	1.42600777906028e-12
TULP3	-0.0920670903564678	0.62279595888058
RHNO1	1.46246107035341	3.20328092254144e-09
FOXM1	2.94933272853171	2.28221170964835e-14
TEX52	0	NA
NRIP2	-0.0698710355334472	0.848464824709916
ITFG2	-0.733553832170952	0.000285376955513972
FKBP4	0.414438257922515	0.0254691581005144
	0.287727056151647	NA
DDX11	-0.168987334353231	0.715517591089063
WASHC1	-0.307247917877662	0.327366680692972
IQSEC3	0.105247831927405	0.848464824709916
SLC6A12	0.2635929144034	0.703296939173381
CCDC77	0.226706409416867	0.451655120561198
WNK1	0.415022380716721	0.485020196353868
RAD52	0.0455371824304733	0.920856619721382
ERC1	0.520990348060254	0.0249588134146724
ADIPOR2	0.110210746918977	0.50395014569379
	-1.30038471267956	0.010544332984994
LRTM2	0.421295197371076	0.528166240144504
HDHD5	-0.684720166724689	0.0449953257407017
IL17RA	0.101947199753999	0.787340688107226
CECR2	-0.704946038250587	0.0228096507891034
ATP6V1E1	0.173014694954549	0.624181295484187
BID	0.17430364825108	0.427712502192727
MICAL3	-0.329538519920196	0.409054624237706
TUBA8	-0.815728335932368	0.0406223040163406
USP18	0.329375357700262	0.724962748390796
	NA	NA
CPNE8	0.62130977709519	0.0373146091470645
KIF21A	0.530478427380683	0.231286138937313
ABCD2	-0.261068545957791	0.728383341856207
	0.00683512468949974	NA
SLC2A13	0.468142145182098	0.302853690265123
LRRK2	0.17083775630528	0.850281467191966
CNTN1	-1.20815398204964	0.0295619798260504
PDZRN4	-0.437055503125047	0.372799486344915
PPHLN1	-0.0875531812332158	0.695118993547736
ADAMTS20	0.651230028978043	0.328007671396774
TWF1	0.664800142723492	0.0101668325793731
IRAK4	0.293373056246341	0.264166916557411
PUS7L	-0.00822466105650508	0.982504611039585
TMEM117	-0.334591762250002	0.580350245134381
NELL2	-1.08455426547323	0.119841552687852
ANO6	0.36645833567939	0.645265676613471
SCAF11	0.336293988143814	0.419131786692142
SLC38A1	-0.362423350453143	0.575078737621278
SLC38A2	-0.301504394491852	0.420127371143273
AMIGO2	1.08361107208768	0.0762879096429993
PCED1B	0.434732260759867	0.629044979938367
	NA	NA
SENP1	-0.0269048373252362	0.952150885664592
H1FNT	NA	NA
CHST11	1.05840575241104	0.0152493129838407
SLC41A2	0.903901125748033	0.0729179360414439
ALDH1L2	1.02122287240694	0.0123539959780283
WASHC4	-0.0749489126674963	0.890494226912046
APPL2	-0.445959106540142	0.00779596039736394
KANSL2	-0.125517098179418	0.508196799711029
TXNRD1	0.357753517147229	0.123856130866381
NFYB	-0.165729925642429	0.593483905926792
HCFC2	0.276667252366759	0.424598053201802
TDG	0.612762937600643	0.0161160461536515
GLT8D2	-0.213493532950141	0.512485998448656
	0.316002581278291	0.28656678216566
NT5DC3	-0.120545490926664	0.872239436168955
	-0.403973658607828	0.617284915074574
PAH	0.0178327483993836	NA
IGF1	2.46339280611641	1.21479624449945e-07
PMCH	0.0809797619786732	NA
PARPBP	1.77487462963414	6.31757882645617e-05
NUP37	0.479363793869206	0.0746539019659542
GNPTAB	0.156415259960649	0.732638391581734
SYCP3	NA	NA
CHPT1	-0.481845161573313	0.0679775233496041
MYBPC1	-0.118270791824799	0.914872818395028
	0.0276596727391957	0.962813875524365
UTP20	0.302139117336847	0.425342369885148
ARL1	0.287618087523227	0.111352192252232
SLC5A8	-0.972691037477972	0.136528281401783
ANO4	-0.118763768467202	0.878549568173852
GAS2L3	2.20829069226171	3.42036558402629e-08
NR1H4	-0.0231238875281531	NA
SCYL2	0.186600390627203	0.602416576259691
ANKS1B	0.0543857077156257	0.93790810678992
	NA	NA
APAF1	0.296699965770357	0.418318767357617
SLC25A3	-0.30643509957288	0.131147150555971
	0.720655059468626	0.28118139816128
NEDD1	-0.0336460105622885	0.949107399496053
LTA4H	-0.313774800484297	0.115082773842141
HAL	-0.446769798316607	0.541520008350652
AMDHD1	-0.125085296413287	0.886777034176845
CCDC38	-0.85137438521442	0.159810649510456
SNRPF	0.575613800137402	0.0190133029839222
NTN4	-0.14255884183737	0.826965918619486
	NA	NA
VEZT	-0.0521306999577528	0.851678225028162
FGD6	0.644279299189293	0.0705614681930174
NR2C1	-0.100228238292738	0.689154859591008
	-0.0897163278312196	0.799096477643971
	-0.239191277171156	0.669997177712971
PLXNC1	1.25312651302943	0.0309846654755302
	0.581274884468845	0.0191511684553168
CRADD	-0.123234536120131	0.754603916547065
DCN	-1.12678523652618	0.00122165156301767
LUM	1.22119605838451	0.102271544130206
KERA	0.526748984187769	0.296440414367272
EPYC	0.507539209389319	0.510594165179101
POC1B	-0.324358357780211	0.166255208114096
C12orf50	-0.811786284075565	NA
C12orf29	-0.72895461011426	5.27547668235684e-08
CEP290	-0.118845947525415	0.844385200685109
TMTC3	-0.210348521123247	0.59909529974295
NTS	0.0238117483166389	NA
LRRIQ1	-0.231651844914011	0.766975689997496
SLC6A15	-0.405064334569983	0.527190005114932
MYF5	-0.0365972734967676	NA
ACSS3	0.354335790568138	0.302569618328024
PPFIA2	-1.03276143656735	0.123537805206703
METTL25	-0.0329562743535971	0.958100545862353
OTOGL	0.0221332579446972	NA
SYT1	0.0147261483642657	0.944558228240663
E2F7	2.92439288384719	2.86008838990405e-10
	1.25593926818518	0.00217125060336105
	-0.364057103961856	0.262085680713785
TBC1D22A	-0.0244157430280776	0.943406255087813
DYRK2	0.213092883929539	0.479564600096905
	0.658832341030315	0.00208743858677602
KLHDC7B	0.0364623038315624	NA
SYCE3	-0.0119158582066672	0.990434217526136
LMF2	-0.080177528128484	0.846209739154293
NCAPH2	-0.0261876195546247	0.950260936092007
ODF3B	-0.654249195537852	NA
SBF1	-0.209263786236007	0.385697664089876
PPP6R2	-0.5791796598431	0.0918878954689591
HDAC10	-0.848705043038874	0.0317752824732632
TUBGCP6	-0.512741627010127	0.0903242682011241
SELENOO	-0.664675953603329	0.0406123098026248
TRABD	-0.245738151059158	0.525181635550407
PANX2	-0.478136907357558	0.522289059372603
MOV10L1	0	NA
MLC1	-0.00772405043494587	NA
ALG12	-0.50648484368167	0.184590847784194
CRELD2	0.567200437229593	0.0326772274889254
TTLL8	0	NA
	-0.655020086046819	0.325899486219872
EXOC2	-0.276597047084412	0.244668197724988
FOXQ1	0	NA
GMDS	-0.49470180990008	0.0608819905215947
PPP1R3G	1.57431830147316	2.52960852248573e-05
RPP40	0.205333595578845	0.481684805775995
CDYL	0.32742614004575	0.240207676184565
ECI2	0.0443984936593201	0.935135280306638
	-0.0354877943889047	NA
PRPF4B	0.237458570975951	0.312845692668574
SLC22A23	1.35148351763369	0.00203500341262754
	NA	NA
BPHL	0.139843610748023	0.766324383064301
RIPK1	0.270179242217915	0.0712510005826265
	-0.18635509230735	0.242046537140407
SERPINB1	0.34468369917752	0.317446470800138
RREB1	0.207325819161748	0.759181527308278
SSR1	0.617846526135736	0.0458354046202837
RIOK1	0.289101146053978	0.384348950231734
DSP	-0.551722514341444	0.00788396586395366
BMP6	-0.778085243903858	0.0639355906256768
SLC35B3	-0.230645065059117	0.232667853650094
	NA	NA
TFAP2A	0.111026742632479	NA
	0.246576790449389	0.263479891489936
C6orf52	-0.691730486410546	0.337964752092895
PAK1IP1	0.303062875241124	0.160468292928349
MAK	0.53478298341003	0.47791001730492
ELOVL2	-0.263664671498988	0.72936194973125
ADTRP	0.0074983655913388	NA
HIVEP1	0.0890580819686097	0.879068303438483
PHACTR1	1.03373760499667	0.00402767935317352
TBC1D7	-0.364414710020767	0.311709829235154
RANBP9	0.835439996020252	0.0141795068185099
MCUR1	1.02781447832191	0.00190933724476938
	NA	NA
JARID2	0.557704403113041	0.000913625631658051
DTNBP1	-0.485117609536037	0.295180462522321
	-1.11360488650168	0.00275039961008279
GMPR	-0.081708460629305	0.871397256032934
ATXN1	-0.0918829886923056	0.892150632686587
STMND1	-0.459991220019996	NA
CAP2	1.03478682473537	0.0595580984502679
FAM8A1	-0.410047528251016	0.0195331109463275
NHLRC1	-0.386989456564927	0.462637620504061
TPMT	0.524048892421729	0.078904263339447
KDM1B	0.339197267976627	0.232029146313056
	0.544901699323925	0.00521507777840768
RNF144B	1.07968285980179	0.0354204434852852
MBOAT1	-0.368298633483255	0.312930791097509
CDKAL1	0.15150037051838	0.60969443773516
SOX4	-0.133856825002743	0.786235735458694
	0	NA
DCDC2	0.00719457249377279	NA
MRS2	0.0105977042330947	0.985282658423211
	0.620919255885845	NA
GPLD1	-1.41478803989958	0.00455471392561389
ALDH5A1	-1.06542874227689	0.00141004020675039
KIAA0319	0.608931551561676	0.360630699299534
TDP2	0.00747869718444908	0.982666428485007
GMNN	0.659755127196849	0.0137711364975332
ARMH2	0	NA
	-0.841646163613457	0.206977253927132
	0.64964500970301	0.308631570984281
CMAH	0.215494795154367	0.862419640496827
CARMIL1	-0.167936788839339	0.676527661761519
SCGN	0.0367724870750702	NA
	-0.0230921652368641	NA
SLC17A1	-0.91194573111617	0.0924062686418099
BTN2A2	-0.210543025067498	0.681447228415219
BTN1A1	-0.902560169655591	0.158823512596463
HIST1H1D	0.0316412131974804	0.961255874269393
ZNF322	0.283825543023882	0.214894758285153
ZNF184	0.121972864813635	0.689200329285468
	0	NA
ZNF165	-0.00566968029352737	0.991012760150939
ZKSCAN8	-0.304993595570304	0.47652189298618
	-0.260841842689008	NA
ZSCAN9	-0.296370854963323	0.461838763797936
ZKSCAN4	0.148549431615571	0.734223574695317
NKAPL	0.31284409535798	0.66535005710865
ZSCAN26	-0.0180057321235508	0.969568986228761
PGBD1	-0.480844385922973	0.0950896136197932
ZSCAN12	0.0693964645438677	0.875717657721266
	NA	NA
GPX6	0.00580417605475715	NA
GPX5	-0.0769387628181793	NA
	-0.149485595311714	0.844949581695524
TRIM27	-0.0839173414913211	0.638231091774149
	0.247562940727607	0.576843734748463
	0.836599889331692	0.111529821722734
	-0.175266138693952	NA
TRIM26	-0.245895525368111	0.556245815220655
TRIM10	0.365538993834189	0.559684894697428
TRIM15	-0.899842415016029	0.115223383948244
TRIM40	-1.20766005690351	0.0813456579627984
GABBR1	-0.352209816013406	0.258970816373118
ZNRD1	0.0708335118915182	0.809136882776778
ZFP57	-0.35320116032914	0.548783053818669
MOG	-0.78648490667484	0.261475543313832
	0.23754427028929	0.844101735725606
	-0.0231238875281531	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	-0.235240744571656	0.58753774946802
TRIM39	-0.26083513747273	0.473161002452215
ABCF1	0.328866540872191	0.0331152941832508
PPP1R10	0.281763186418775	0.344335139842342
MDC1	-0.299583544921996	0.354982522177469
GNL1	0.120462940281906	0.571538717433537
DHX16	-0.294154882860539	0.116373675572963
TUBB	1.20065438897696	9.84576945506748e-13
