gene_name	InjuryReconstruct.Day28vsControl.Day0_log2FoldChange	InjuryReconstruct.Day28vsControl.Day0_padj
KCNH3	0.0899057014133044	0.889835435044109
PRPF40B	-0.354307138456799	0.374947660220662
FAM186B	0.115374229714715	0.86260708447094
FAIM2	-1.38941110703446	0.0593421303385288
	-0.767509408413068	0.365329200071617
NCKAP5L	-0.456859291530359	0.179730813772622
AQP5	-0.827487047611926	0.167134548357216
AQP6	-0.653567070919403	NA
GPD1	-0.510956525102286	0.330854258047807
SMARCD1	-0.00554517093285074	0.988235331826805
ASIC1	0.628574019405854	0.434273419289103
	2.57168535901556	1.66120277032225e-16
	-0.212423812554932	0.667247183756377
BIN2	0.0825028523364033	0.944335080492428
SCN8A	-0.0936194760538245	0.907488803381466
ANKRD33	0.0377392309617984	0.999926558669617
ACVRL1	0.49789536409267	0.243538915899646
ACVR1B	0.0903455271674842	0.847082274546544
GRASP	0.521154936431297	0.575615062492548
KRT82	0	NA
KRT75	0	NA
	NA	NA
	0	NA
KRT85	NA	NA
KRT84	NA	NA
	1.25917266300291	0.0316949615947082
KRT71	0	NA
KRT5	0.45226607165549	0.526255503136169
KRT72	-0.03351116934445	NA
KRT73	NA	NA
KRT1	NA	NA
KRT8	-1.16259881224334	0.0622927618013132
KRT18	0.0236524915022892	0.897196642381009
ITGB7	-0.536711818575829	0.377404258642426
RARG	-0.0556190601092961	0.892487233434884
CSAD	-0.619463400239874	0.00024670509156677
SOAT2	-0.344711420713285	0.60339324435604
IGFBP6	-0.278530051008823	0.683647208814515
SPRYD3	-0.184363905774298	0.412945507224474
TNS2	-0.144855686036934	0.798428291552177
MFSD5	0.123123991680394	0.688874042480033
ESPL1	2.76691131707943	1.40869804673799e-12
C12orf10	-0.395639750378683	0.323493198208756
AAAS	0.105940563866233	0.798428291552177
AMHR2	-0.372345322256487	0.649275252637906
SP1	0.51362226207083	0.402904935810151
	-0.047808829856179	0.912652335535623
PCBP2	0.271528361305658	0.102874828234525
MAP3K12	-0.555135601029426	0.0767123366410419
TARBP2	-0.405325786986658	0.208571621976821
NPFF	-0.794774934953386	0.262699070024377
	-0.160775733721805	0.671614764439874
HOXC13	-0.0302027028433896	NA
HOXC12	NA	NA
HNRNPA1	-0.0827026562798026	0.804331190557247
NFE2	0.0627569822540253	0.907304798829297
COPZ1	0.234159179469917	0.314538963359536
GPR84	0.394396795017738	0.703220330910273
ZNF385A	0.390097870404962	0.557383419874044
ITGA5	1.23666754409787	0.00226323890372677
NCKAP1L	0.679384531437449	0.503567576311544
	NA	NA
PDE1B	0.592997578123082	0.342186230476325
PPP1R1A	-0.0306974731898893	0.99591715055865
TESPA1	-1.08140721375769	0.040105028793464
	0	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
BLOC1S1	-0.149607437287812	0.809583753300391
CD63	-0.014998556847596	0.975905645209051
RDH5	-0.0857527934372865	NA
GDF11	0.591313877694405	0.187100485363446
SARNP	0.122600552296786	0.762562633797135
	-0.258043696357319	0.490606977459703
DNAJC14	0.328490675409788	0.0519305293672089
	0.389341491806353	0.272697130341271
MMP19	0.689054055155912	0.0181516559044784
DGKA	-0.304237845077527	0.213516153854513
PMEL	-0.397952462065186	0.67195122517122
CDK2	0.813181254005434	2.72189105535447e-05
RPS26	-0.55827520763142	0.182801187272087
SUOX	0.120360291848917	0.572148044786178
	0.109782558146022	0.580732397408252
ESYT1	0.681662493033993	0.0348902871800741
SMARCC2	-0.218639034329945	0.281579992573604
RNF41	0.327227228173116	0.0553632552585182
NABP2	-0.243287997269417	0.388363292708244
SLC39A5	-0.406707460536818	0.690836485346588
ANKRD52	0.161492383004101	0.761973046422054
PAN2	-0.156625979965086	0.623117402192797
	0.214821173719923	0.404734460539853
STAT2	-0.028555186645733	0.942064664573597
APOF	0.428446353897693	0.576822987489029
TIMELESS	1.48519025434522	0.000155399074300394
MIP	-0.00405237192057916	NA
GLS2	-0.152799813870242	0.859346395264724
RBMS2	-0.252274493652159	0.442825711027457
BAZ2A	-0.194775824241707	0.627858697520485
	0.230139746291836	0.359497302359524
	-0.041928734998799	0.865042140199788
NAB2	0.795205855450004	0.00930692325160754
MYO1A	-0.0605131594932831	0.949634547494143
SDR9C7	0.0366159998214409	NA
TAC3	0.133079964616308	NA
RDH16	-0.0875514537891056	0.991064041258558
LRP1	0.164129866277263	0.759659043290748
MBD6	-0.587362346576931	0.0348275820132834
B4GALNT1	0.288531172033105	0.859532851624023
ARHGEF25	0.687557606995237	0.0137573550898327
PIP4K2C	-0.284678226798217	0.364017044049923
ARHGAP9	0.172524543032717	0.850900300166021
KIF5A	-0.262136430798617	0.49030627636572
INHBE	0	NA
GLI1	-0.319297405693677	0.560579390133599
DCTN2	-0.0565863082913085	0.866518391232815
DTX3	-0.262974023615913	0.383158010955206
ATP23	0.481049536771021	0.0411263844604716
LRIG3	-0.298374616529365	0.582221377580064
SLC16A7	0.341671168557628	0.648597040007186
USP15	-0.19368774656014	0.612377948539624
MON2	0.215927917974619	0.584005613341702
	NA	NA
RXYLT1	-0.012507842167896	0.97379222440424
C12orf56	0.234503879727201	0.806165193969761
XPOT	0.129945544773632	0.674176671358227
LEMD3	0.310625938516515	0.332305014370193
	-0.206992497379413	0.426789802170092
IRAK3	-0.192073213769001	0.893825825495159
HELB	-0.0376378111811425	0.947608309694857
GRIP1	1.56214614898389	4.2751760155129e-08
IL22	0	NA
	-0.180666447419866	0.734833765528786
	0.0442494310507966	NA
NUP107	-0.0278773866496655	0.951564114902304
SLC35E3	0.281951635508041	0.441741218602937
MDM2	0.0745441652773507	0.821598460800385
LYZ	-0.539080809172292	0.418166052174067
FRS2	-0.166156989412576	0.728713130401816
CCT2	-0.0922381511682334	0.783748425898937
BEST3	-0.907283409213262	0.287834274458867
	-0.335412049479263	0.648626511537333
CNOT2	-0.0959117108729732	0.621950420418059
PTPRB	0.388502633235528	0.797138462658359
ZFC3H1	-0.198606553481538	0.601535984060772
TMEM19	-0.0645582790753649	0.863246111767745
TBC1D15	-0.0716489316289199	0.873847316299849
TRHDE	-0.119374777602677	0.806375248000784
KCNC2	-1.18868061363402	0.0548844267482763
CAPS2	0.113774715410496	0.946597249992232
GLIPR1	-0.300775985205966	0.599947546339957
PHLDA1	0.227460391207618	0.726511993759372
NAP1L1	-0.291528823936946	0.403927957912979
BBS10	-0.293934002871253	0.573526945076349
SYT10	NA	NA
PKP2	-1.04143249035141	0.0860752892189751
DNM1L	0.170103797630357	0.5573297147984
FGD4	-0.0433028402530695	0.905665666574653
BICD1	0.0563562695832291	0.968803878481734
IPO8	0.0717564237931965	0.867196355392944
ERGIC2	0.183806766214128	0.568483821256725
OVCH1	-0.40011853411921	0.656371980603873
FAR2	0.127919878661391	0.770730654856413
KLHL42	0.70464202510475	0.0986699799442795
MANSC4	0.0549635852801403	0.936202187491683
MRPS35	0.114588933361256	0.766294160365219
PPFIBP1	0.483822298328602	0.167447036598133
SMCO2	NA	NA
ARNTL2	0.957511045897575	0.259324121372034
MED21	-0.104176108830884	0.722813355961076
TM7SF3	-0.447696317665384	0.303007755827158
FGFR1OP2	-0.390734231846303	0.076118102236913
ITPR2	0.153425912122637	0.792213910371106
RASSF8	0.351415311468297	0.40313008866369
LRMP	-0.104874183787839	0.852254614355069
SOX5	-0.0520620985637593	0.965958183801794
C2CD5	0.0355758145645922	0.944292444926029
ABCC9	0.687892724151574	0.398059485563346
KCNJ8	0.100047527925615	0.946000191676146
	-0.160031475675868	0.537141112901985
GYS2	-0.519286138397843	0.5725549804657
GOLT1B	0.498849385405476	0.0424470684261718
RECQL	0.290290296436656	0.456262213209048
IAPP	0	NA
PYROXD1	-0.517260325274599	0.0312486455337752
SLCO1A2	-0.784988774741015	0.10250870188881
SLCO1C1	-0.00366229067920333	NA
AEBP2	-0.174238947751049	0.557040522712136
PLEKHA5	0.0609880912972579	0.916781746446764
CAPZA3	NA	NA
PLCZ1	0.013400852012292	NA
PIK3C2G	-0.33236249724678	0.558058946548979
	-0.0449907963203973	NA
SLC15A5	0	NA
DERA	0.0253631876200543	0.943821930463744
EPS8	0.055239312511393	0.93367025129223
PTPRO	0.273003196842098	0.663205233839882
RERG	-0.710312584988914	0.188185856884442
ERP27	0.468250725407384	NA
ART4	-0.865452004276768	0.144786325656449
	-0.00561643530626752	NA
SMCO3	NA	NA
	0.201489710453616	0.349219060432242
ATF7IP	0.208861860946976	0.654283592578701
GRIN2B	0.0113941020981733	NA
	NA	NA
FAM234B	0.232013980227827	0.577033281643792
	-0.00291995100955268	NA
BCL2L14	0.150449639801937	0.889940826848587
LRP6	0.489838349808829	0.492329135940072
	-0.0315350890536878	NA
	-0.225447875302028	NA
TAS2R9	NA	NA
YBX3	0.565665758529289	0.0918162527334913
STYK1	0.399654212348971	NA
	0.226462277853031	0.540457789294884
	-0.271907719163356	0.864452494972809
	-0.380760189406499	0.755448940385721
	-0.0316000193111371	NA
	-0.185863477355302	NA
	0	NA
GABARAPL1	-0.222372304313971	0.405683294644993
OLR1	0.472219721333624	0.665765050385049
CLEC7A	0.361373167097124	0.749447532685952
CLEC1A	0.657334085294207	0.526956016157401
CLEC1B	-0.028880719781148	NA
CLEC12B	0.086259220892234	NA
CD69	-0.37475441365914	NA
KLRF1	-0.260143594059635	NA
CLEC2B	0.121631973858563	0.979251421572549
	-0.292999190120446	0.66363264109673
	0.325443225522013	0.638206596310712
A2M	0.575992219033777	0.450656771260195
PHC1	-0.496636520566571	0.00924596686855565
	-0.60108626431129	0.419696969130635
	-0.727357565056525	0.282607452140721
RIMKLB	-0.369290923045496	0.576698643491094
AICDA	-0.363578963325193	0.693239927044033
APOBEC1	NA	NA
GDF3	NA	NA
	0	NA
CLSTN3	-0.279533615776269	0.624821482777048
C1R	1.05088795362997	0.0223956766883028
LRRC23	-0.635236412482485	0.417293653417214
GPR162	-0.0465256042144742	0.993383768567187
P3H3	0.282146686491342	0.340334791931446
GNB3	-0.628655324810979	0.320292119290275
CDCA3	2.58409038561996	4.40857011473506e-13
USP5	0.179112668795518	0.357823288811999
TPI1	1.25970149521602	8.08094672924992e-06
CD4	-0.0626759762439735	0.857859359379612
LAG3	-3.27692254287874	6.87084293900546e-14
MLF2	0.132779353830263	0.681796339230194
COPS7A	-0.0642504361775626	0.850237564820288
PIANP	-0.245272390310809	NA
NCAPD2	0.774653249933308	0.00644029137616621
GAPDH	1.4066809267215	2.56396232099328e-05
IFFO1	-0.763189423069996	0.0104608925754575
	0.109690233481711	0.733559462389823
	0.235548519570922	0.117416319364164
LPAR5	-0.688135533595932	0.091344641707361
ACRBP	-0.247409405055908	0.197370808880601
ZNF384	0.101445954532702	0.741177746063814
VAMP1	-0.227864248364649	0.793874830320051
TAPBPL	0.0972279326878147	0.803930213788871
CD27	-0.0900484870894799	NA
LTBR	0.321382768038276	0.160644212268021
SCNN1A	-0.146261849371531	0.814515082194661
TNFRSF1A	0.566161437824126	0.0015826694722919
PLEKHG6	-0.391116023418592	0.501334326097937
VWF	0.396213338758198	0.82236274830248
	0.988909683593204	0.120530890897829
KCNA1	0.944634408665644	0.174009854881331
KCNA6	1.21714464727113	4.98503805401179e-05
	0	NA
NDUFA9	0.196989956900257	0.175163373108834
AKAP3	-0.271654805245599	0.523284088908292
	-0.990496478492301	0.183363742844567
RAD51AP1	1.3832245993052	4.26800952277613e-05
C12orf4	0.158690219275584	0.623083315435694
PARP11	0.393918429530265	0.33405574730393
PRMT8	-0.567700500917486	0.398756165055426
CRACR2A	1.09372359604492	0.032100231345257
	0.117689794918305	0.930962428771568
TSPAN9	0.681532296523647	0.0675261103675069
TEAD4	1.90906715978254	5.67693876198571e-10
TULP3	-0.0363829734493229	0.881502748047665
RHNO1	1.2841847361014	2.91136102635745e-07
FOXM1	2.92285961742931	1.72869931948104e-14
TEX52	0	NA
NRIP2	-0.394965201773502	0.505123280034351
ITFG2	-0.321189921968621	0.185038216795781
FKBP4	0.188798375364818	0.418177627006045
	-0.237604325552531	NA
DDX11	-0.425083099317471	0.310553278883363
WASHC1	-0.438591488392008	0.159496936557283
IQSEC3	0.522640961945277	0.527293068364132
SLC6A12	0.98690661189745	0.129658882813306
CCDC77	0.141784226662619	0.698191435806834
WNK1	0.294824147941892	0.672559084300775
RAD52	-0.0665288327651009	0.890071166322476
ERC1	0.565914904345044	0.0144844925334862
ADIPOR2	0.147415131888627	0.380473749140544
	-0.488020865963758	0.493249213544518
LRTM2	0.345902262929926	0.635090344508501
HDHD5	-0.454770040392	0.231561255160688
IL17RA	0.0136946816902646	0.974334635333665
CECR2	-0.775121753927794	0.0116541797090576
ATP6V1E1	0.0152838240752376	0.98414699534007
BID	0.297150810473001	0.153771596023696
MICAL3	-0.186106110870727	0.70759930613155
TUBA8	-0.687950068799527	0.108858580909659
USP18	0.44242054226689	0.618599977073232
	NA	NA
CPNE8	0.380323587188483	0.278610017662646
KIF21A	0.259147794758462	0.637058006568367
ABCD2	-0.0830411765625752	0.946803313035241
	0	NA
SLC2A13	0.421776687178772	0.399596989869787
LRRK2	0.190410296213369	0.861677449971841
CNTN1	-1.35679763477574	0.0138635688426388
PDZRN4	-0.639697705155308	0.207238607238072
PPHLN1	-0.157043461477592	0.480451523607243
ADAMTS20	1.03409261078883	0.147842081871571
TWF1	0.619666373041216	0.0206112896302378
IRAK4	0.0130483305285532	0.982133024923573
PUS7L	-0.0333547425648908	0.943439694819309
TMEM117	-0.434766061841337	0.502551153479349
NELL2	-1.09948245498465	0.0762794563901455
ANO6	0.452496669288544	0.592156976751158
SCAF11	0.278423045214522	0.560825758494626
SLC38A1	-0.0508748882914739	0.971209762149399
SLC38A2	-0.251130280992985	0.55634378420496
AMIGO2	0.662036230821792	0.402055668692434
PCED1B	0.165825228674485	0.922432822419552
	NA	NA
SENP1	0.249716549264985	0.510494570248613
H1FNT	NA	NA
CHST11	1.42115379554216	0.000521700819374131
SLC41A2	0.323291932744086	0.632205370222585
ALDH1L2	0.879045666448299	0.0430094816849442
WASHC4	-0.221291707948634	0.689822206103534
APPL2	-0.393611912039424	0.0241077315027046
KANSL2	-0.137804883337551	0.497507230092545
TXNRD1	0.341856306968309	0.166010049475155
NFYB	-0.278404564798538	0.35895721876616
HCFC2	0.104012045664522	0.824873365866918
TDG	0.404028180781397	0.168811665205375
GLT8D2	-0.0680742290625989	0.882164384577708
	0.254798086646343	0.445590726005551
NT5DC3	0.395693253953522	0.64773558996729
	-0.243979239422827	0.72627747522181
PAH	0.574305591526327	NA
IGF1	2.32279540253653	7.13692404734613e-07
PMCH	0.2796937883731	NA
PARPBP	1.40789323221481	0.00287349900149399
NUP37	0.234656781121113	0.496354133277901
GNPTAB	0.312902878723057	0.483824872346485
SYCP3	NA	NA
CHPT1	-0.413528091397209	0.147183052881461
MYBPC1	-0.254369162588579	0.829564813437408
	-0.251224327422304	0.715288449337316
UTP20	0.281791166393648	0.502153679744057
ARL1	0.0451240169265667	0.870807683428671
SLC5A8	-0.742889397538929	0.3208414789263
ANO4	-0.258480322258895	0.779691250105316
GAS2L3	2.43962024542339	3.39630626133898e-10
NR1H4	-0.032209923239897	NA
SCYL2	0.145328337302323	0.732474313981883
ANKS1B	-0.235256139567505	0.65126514628974
	NA	NA
APAF1	0.0949519939668186	0.862797004626512
SLC25A3	-0.324675235840037	0.12082805664259
	0.855030165525662	0.250735402366426
NEDD1	-0.0209414435856638	0.975278512695376
LTA4H	-0.180984934814482	0.44589945673818
HAL	-0.664489953537544	0.407834316633824
AMDHD1	0.0625366576144172	0.930302960069255
CCDC38	-1.05194587745431	0.0766870514663946
SNRPF	0.178611929021378	0.598225770178205
NTN4	-0.212904614599984	0.767279484784804
	NA	NA
VEZT	-0.137922086808694	0.616193526924659
FGD6	0.311125806709641	0.487551714282101
NR2C1	-0.07333465348569	0.802131377242189
	-0.0140158530416784	0.977266496573038
	-0.157862578331153	0.810944558107824
PLXNC1	1.04408767529952	0.0910064991586652
	0.412722918578373	0.141997079339398
CRADD	0.0623747173307948	0.909548582608863
DCN	-1.24231589825639	0.000223606913293686
LUM	0.709765268208766	0.437001694737841
KERA	0.781915712457282	0.148091974428548
EPYC	0.764941832075388	0.316622923476232
POC1B	-0.572750044963792	0.00810528418319533
C12orf50	-0.641752390513507	0.35045654830932
C12orf29	-0.693383265191073	1.39781815136415e-07
CEP290	-0.178746938851294	0.777865388677283
TMTC3	-0.217197070784728	0.620133582267553
NTS	0.629579366952845	0.490816400148135
LRRIQ1	-0.423707818156399	0.613333683458559
SLC6A15	-0.376770405398233	0.600633831466779
MYF5	-0.0447134294056505	NA
ACSS3	0.10515774658173	0.84564941516744
PPFIA2	-1.22565206552418	0.0448427049864913
METTL25	0.095499672635124	0.867934702390366
OTOGL	-0.00316204925025074	NA
SYT1	-0.507321838546454	0.314859859292153
E2F7	2.58023450755295	3.16843154039397e-08
	1.16381174252848	0.00564313752008528
	-0.472020751725677	0.144598074208753
TBC1D22A	0.11600538908983	0.690541195166143
DYRK2	-0.112492266174507	0.766325689602164
	0.685414057306985	0.00115179314017214
KLHDC7B	0.210301798982068	NA
SYCE3	0.707518623393457	0.185038216795781
LMF2	-0.229392827554066	0.55463492609376
NCAPH2	-0.213438914148349	0.527969539247707
ODF3B	-0.973296903081272	0.279187445393616
SBF1	-0.306605506404776	0.196784836220336
PPP6R2	-0.597258484734523	0.0918585620787563
HDAC10	-0.895692866635026	0.0252139734910322
TUBGCP6	-0.426279647230023	0.19895952302893
SELENOO	-0.64288036509694	0.0579306259301925
TRABD	-0.128695736992137	0.797236035312025
PANX2	-0.334848675746483	0.67386006479873
MOV10L1	-0.00405237192057916	NA
MLC1	-0.017832306952462	NA
ALG12	-0.594276607916017	0.128073690917781
CRELD2	0.33802337973212	0.279894307265707
TTLL8	0	NA
	0.256209018141173	0.833492243940442
EXOC2	-0.173298039090175	0.540755245842641
FOXQ1	0	NA
GMDS	-0.335125282317035	0.274853388452471
PPP1R3G	1.42005300196195	0.000151612308573121
RPP40	0.278325176518327	0.348408119618478
CDYL	0.386201821214105	0.169788378517839
ECI2	-0.0482763524344271	0.92357589191264
	-0.0326752259617561	NA
PRPF4B	0.240880108734645	0.340775566342235
SLC22A23	1.12591487082222	0.0120339702875752
	NA	NA
BPHL	0.257657156205081	0.593728778681776
RIPK1	0.20694862473461	0.215080248942858
	-0.134147437881513	0.465176930941556
SERPINB1	0.242574622170791	0.550912600040006
RREB1	0.212900934909067	0.772160742266472
SSR1	0.589566930543692	0.0643779935111151
RIOK1	0.358120524007982	0.287870017499808
DSP	-0.492368033512126	0.0226544692999758
BMP6	-0.607872767672565	0.205770249285567
SLC35B3	-0.265165713774851	0.181833770086081
	NA	NA
TFAP2A	0.121059605726075	NA
	0.249982665813606	0.287405999842484
C6orf52	-0.428462661174128	0.661562259661021
PAK1IP1	0.242013956800264	0.315935877557567
MAK	-0.0428442302637122	0.927905540829601
ELOVL2	-0.0864237396576095	0.933780097930756
ADTRP	-0.0288834327375385	NA
HIVEP1	-0.0435242996136058	0.972969302696161
PHACTR1	1.03524189954686	0.00400645915711941
TBC1D7	-0.28481567294307	0.488397580858751
RANBP9	0.561997742700029	0.148612153017634
MCUR1	0.54009249063492	0.178985555684558
	NA	NA
JARID2	0.442331061918359	0.0136031095752559
DTNBP1	-0.534197301058107	0.275955809522948
	-1.09410885093789	0.00352823458648702
GMPR	0.0415576589347341	0.992495280258582
ATXN1	0.108133378952811	0.851082574396145
STMND1	-0.461115342165618	NA
CAP2	0.441855364048363	0.418338445640095
FAM8A1	-0.453031536587511	0.00920151611800106
NHLRC1	0.0241025127532716	0.975070157768922
TPMT	0.160946278398845	0.701602931327815
KDM1B	0.268125271825164	0.410502886224773
	0.270418191086977	0.258485807172758
RNF144B	0.939487177201999	0.071676927652292
MBOAT1	-0.60976700499441	0.0743892057554742
CDKAL1	0.0534680930425006	0.889940826848587
SOX4	0.10434174706525	0.888269872279869
	0.00839570062894242	NA
DCDC2	0	NA
MRS2	-0.0845602049226078	0.836898348974046
	-0.0566382274016858	NA
GPLD1	-1.55169142861289	0.00161163271488274
ALDH5A1	-1.27382328419905	5.79946364254818e-05
KIAA0319	0.812728252951344	0.243538915899646
TDP2	-0.175202633509583	0.436151805335838
GMNN	0.289582069783063	0.40071101287697
ARMH2	0	NA
	-0.424941637678409	0.5521458460246
	0.911789941538742	0.174009854881331
CMAH	0.407395635510412	0.687301258752356
CARMIL1	0.311606218074176	0.402336366755789
SCGN	0.11061796868647	NA
	-0.0321920922232123	NA
SLC17A1	-0.602676698802067	0.357272707630677
BTN2A2	-0.148476007971649	0.799687567007399
BTN1A1	-0.531224853128066	0.496400546575848
HIST1H1D	-0.0326025576842379	0.959572364898493
ZNF322	0.171414418906006	0.5344926102925
ZNF184	-0.364921547388828	0.174009854881331
	0	NA
ZNF165	-0.315723735537053	0.495532697506687
ZKSCAN8	-0.189892542550532	0.705024770351079
	-0.256747208382539	NA
ZSCAN9	-0.0907614267705968	0.872349054469213
ZKSCAN4	0.202233987964649	0.65469274673133
NKAPL	0.346702847447802	0.661562259661021
ZSCAN26	0.102862054935072	0.791677235916686
PGBD1	-0.199546705124726	0.59311387994448
ZSCAN12	0.206088995562694	0.632301580089413
	NA	NA
GPX6	0	NA
GPX5	-0.633323463356401	0.420227274295741
	-0.510747437113997	0.498536889516409
TRIM27	-0.0577842792961659	0.786475068437532
	0.0735693289790544	0.903658504127695
	0.812697534471133	0.140493012987923
	-0.165940485545957	NA
TRIM26	-0.286367748928484	0.522438145103522
TRIM10	0.094665700810825	0.875273430408694
TRIM15	-0.665445280915055	0.309777902622069
TRIM40	-0.714053011028981	0.377866812037318
GABBR1	-0.0747232645554939	0.874463768917753
ZNRD1	-0.0717254300778317	0.841482731449363
ZFP57	0.0136741581954127	0.98569217917678
MOG	-0.581230175572605	0.413012924046639
	-0.0887589745156589	0.879384156407666
	-0.032209923239897	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	-0.43344183909354	0.307068386858026
TRIM39	-0.263677235272684	0.504890789428956
ABCF1	0.290562193750335	0.0744568865282944
PPP1R10	0.511075233709078	0.0608965918845191
MDC1	-0.122763237250897	0.777266814352447
GNL1	0.249413671511969	0.201466364262363
DHX16	-0.157107258525861	0.487030862681172
