gene_name	InjuryRepair.Day7vsInjury.Day7_log2FoldChange	InjuryRepair.Day7vsInjury.Day7_padj
MICALL1	-0.0415403146602179	1
EIF3L	-0.176339344706277	0.972692092457768
ANKRD54	-0.20633220885042	0.989904118467055
GALR3	-0.360733285101018	0.996007648286384
CYTH4	-0.17462602829792	1
ELFN2	0	1
TEX33	NA	NA
TST	-0.166758753317708	1
KCTD17	-0.141832468255847	1
CSF2RB	0.492921573889346	0.890435255565993
NCF4	0.0233063908765422	1
PVALB	-0.0423107191391256	1
IFT27	-0.371132390906953	0.916853860092696
EIF3D	-0.0145367259167997	1
FOXRED2	0.0805450246981387	1
TXN2	-0.27050421255252	0.900379578751055
MYH9	0.449113162715361	0.876283039488698
MYH11	0.459104034448087	0.916853860092696
	0.0315389344436633	1
	-0.379760408777927	1
RBFOX2	0.367200760260859	0.719673087768493
FBXO7	-0.0771862656427226	1
BPIFC	0.0860970394190902	1
RTCB	-0.221909656607552	0.723959966943508
ASCL4	NA	NA
PRDM4	0.180937356988169	0.900585069824196
PWP1	-0.111509671441606	1
BTBD11	0.116081810923488	1
CRY1	0.187397695890516	0.996561462565189
RIC8B	0.474068887105222	0.719673087768493
POLR3B	-0.256635928463707	0.836377381556333
CKAP4	-0.00833742508811452	1
TEX49	-0.095540725748088	1
ADCY6	0.0255324942408561	1
DDX23	-0.0796981076256602	1
CCDC65	0.132602871584304	1
FKBP11	-0.551965107890005	0.662789080127535
WNT10B	-0.743709249598241	0.81156339915745
WNT1	0	1
DDN	-0.0196981088164088	1
PRKAG1	-0.158155968803462	0.912556707077734
RHEBL1	-0.0666552778727692	1
DHH	0.302988456031444	0.98363657200756
LMBR1L	-0.184068034968028	1
TUBA1B	-0.302643804820113	0.662789080127535
	0.116660346043254	1
	-0.488116907685468	0.786380818225798
PRPH	-0.574075062520264	0.900379578751055
C1QL4	-0.59073295304242	0.886486250065454
DNAJC22	-0.00714911930322769	1
	-0.25177883311367	0.882864413787139
MCRS1	-0.227770202864476	0.855010033528664
KCNH3	0.161883664568682	1
PRPF40B	-0.213852332067709	0.989600463378801
FAM186B	-0.0792790280887414	1
FAIM2	0.292992829328271	1
	-0.579199458909788	0.923795670045045
NCKAP5L	-0.222170142288141	0.966338934974797
AQP5	0.257926296994844	1
AQP6	0.113415197076754	1
GPD1	-1.09795096166901	0.588804982066312
SMARCD1	0.0151505603353252	1
ASIC1	0.154822852082274	1
	0.0466653199287131	1
	0.362621321003415	0.900379578751055
BIN2	-0.0753561898080538	1
SCN8A	-0.553909561888633	0.839677255291611
ANKRD33	-0.448244174289565	1
ACVRL1	0.0181575026221051	1
ACVR1B	0.14588329270788	1
GRASP	-0.122018657198415	1
KRT82	0	1
KRT75	0.0378406050881369	1
	NA	NA
	0	1
KRT85	NA	NA
KRT84	NA	NA
	-0.331945294210794	0.998813814316931
KRT71	-0.00380619533237804	1
KRT5	-0.770396696139831	0.836154648786829
KRT72	-0.0101442992553392	1
KRT73	NA	NA
KRT1	NA	NA
KRT8	-0.114537421467346	1
KRT18	0.250592621453657	1
ITGB7	-0.554592970133096	0.876283039488698
RARG	-0.0309743371257481	1
CSAD	0.0573249034189452	1
SOAT2	0.223043597853163	1
IGFBP6	0.351100088024752	0.970135993837852
SPRYD3	-0.218414688542114	0.849751516650956
TNS2	-0.254061409635989	0.979170636337683
MFSD5	-0.288129530302873	0.836377381556333
ESPL1	0.0544261132339187	1
C12orf10	-0.411212010861688	0.840808182593011
AAAS	-0.486178441009481	0.719673087768493
AMHR2	-0.242575534394087	1
SP1	0.486883792510043	0.902776562404138
	-0.220508569733766	0.954946214814801
PCBP2	0.0652154019315615	1
MAP3K12	-0.0846222886593897	1
TARBP2	-0.268368470622038	0.909386708845157
NPFF	-0.994656225798591	0.723959966943508
	0.255176629752892	0.912556707077734
HOXC13	0	1
HOXC12	NA	NA
HNRNPA1	-0.0721539098956877	1
NFE2	0.316492324952333	1
COPZ1	-0.471785850042129	0.588804982066312
GPR84	-0.593812045496774	0.969328542045411
ZNF385A	-0.232370348120041	1
ITGA5	-0.238986313067772	1
NCKAP1L	0.152310012967397	1
	NA	NA
PDE1B	-0.306959116856528	1
PPP1R1A	-0.65467367933471	0.836377381556333
TESPA1	-0.0136899355954464	1
	0.0235354353474405	1
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
BLOC1S1	-0.540075276678434	0.818507532869118
CD63	-0.353038280462616	0.802281934196805
RDH5	-0.640850816046586	0.900585069824196
GDF11	0.305969868740848	0.931617228846328
SARNP	-0.362445932460013	0.836154648786829
	-0.0964007688492979	1
DNAJC14	-0.0597034314981325	1
	-0.0520008808008603	1
MMP19	-0.00912191301456677	1
DGKA	-0.104334425057601	1
PMEL	-0.390001670091873	1
CDK2	0.120650257686888	1
RPS26	-0.45837968701943	0.839677255291611
SUOX	-0.0146673454813114	1
	-0.244333682548326	0.751621496625838
ESYT1	0.336255385935834	0.876283039488698
SMARCC2	-0.00549015255448462	1
RNF41	-0.0891180663042514	1
NABP2	-0.11873002397769	1
SLC39A5	0.0199024469119323	1
ANKRD52	0.0942009854880805	1
PAN2	-0.217534932037047	0.912556707077734
	-0.343738641018672	0.735816385078192
STAT2	0.114476004756906	1
APOF	-0.703442332908072	0.836377381556333
TIMELESS	-0.252955995908097	1
MIP	0	1
GLS2	-0.27340463138371	1
RBMS2	0.365869978695433	0.803412809178858
BAZ2A	0.198431102525385	0.983962949781216
	-0.37892409381622	0.694548517853404
	-0.116265481474764	0.963011497411211
NAB2	-0.214468307085994	0.981476477769113
MYO1A	0.0822430941134348	1
SDR9C7	0	1
TAC3	0.0301676497841197	1
RDH16	-1.17123199256266	0.685750855184846
LRP1	0.20733277537304	1
MBD6	-0.0470104826875198	1
B4GALNT1	-0.0695999679001476	1
ARHGEF25	-0.147146598942699	1
PIP4K2C	-0.230961485851055	0.927576799784163
ARHGAP9	-0.0445759137795446	1
KIF5A	0.193708814546364	0.992493572816215
INHBE	0	1
GLI1	-0.0495063392234463	1
DCTN2	-0.0653710125839218	1
DTX3	-0.304517539950704	0.839677255291611
ATP23	-0.158941184580857	0.983214270711892
LRIG3	0.289865999964893	0.972690372145357
SLC16A7	0.723956822358253	0.781667129815811
USP15	0.181754171566712	0.992136891092593
MON2	0.292619249352478	0.900585069824196
	NA	NA
RXYLT1	-0.197477960479801	0.916853860092696
C12orf56	-0.987891937938665	0.719673087768493
XPOT	-0.00735274826342524	1
LEMD3	0.25502937453837	0.911950089102127
	-0.0274897657579049	1
IRAK3	0.413562447271798	0.989234770037505
HELB	0.483243823789314	0.876283039488698
GRIP1	0.154068638839228	1
IL22	-0.00534017719529324	1
	0.263845256033252	0.983214270711892
	-0.04942087616954	1
NUP107	0.0579342578799627	1
SLC35E3	-0.260545525064488	0.927576799784163
MDM2	0.106740851288737	1
LYZ	-0.277290619731078	1
FRS2	0.437517600487183	0.836154648786829
CCT2	0.00887372267310811	1
BEST3	-0.0972575816008451	1
	-0.404466642145558	1
CNOT2	-0.0958930095310418	0.989234770037505
PTPRB	0.36553327700231	0.981476477769113
ZFC3H1	0.264073792641596	0.912573386621704
TMEM19	0.0448802178847293	1
TBC1D15	0.132786054061927	1
TRHDE	-0.267135140462202	1
KCNC2	-0.494140276299146	0.964306479872996
CAPS2	-0.00834433592302485	1
GLIPR1	-0.0780876865411214	1
PHLDA1	0.497093430650645	0.900379578751055
NAP1L1	-0.100550822544027	1
BBS10	0.127675926169021	1
SYT10	NA	NA
PKP2	-0.0143043767726747	1
DNM1L	0.10420650700098	1
FGD4	0.2163779670372	1
BICD1	0.261761644791824	1
IPO8	0.345534970614187	0.803412809178858
ERGIC2	0.142178063615191	1
OVCH1	-0.285713798418312	1
FAR2	-0.375393170137239	0.836154648786829
KLHL42	0.512299616934401	0.839677255291611
MANSC4	0.882249284717788	0.733825855179223
MRPS35	-0.0124370828122149	1
PPFIBP1	0.174288690198263	1
SMCO2	NA	NA
ARNTL2	0.225934608412297	1
MED21	0.0769531885718049	1
TM7SF3	0.197186949845337	1
FGFR1OP2	0.137809545894561	0.992136891092593
ITPR2	0.604467439723609	0.769545878505307
RASSF8	0.233991176500706	0.981098681218538
LRMP	0.383142431731729	0.939741908340936
SOX5	0.428081418372808	0.912556707077734
C2CD5	0.26858028706867	0.911950089102127
ABCC9	0.298122018171152	0.987389180998993
KCNJ8	0.262121343028095	0.997391364540927
	-0.110307316674819	1
GYS2	-0.618577199409661	0.929818624051999
GOLT1B	-0.220113465792567	0.91266749397364
RECQL	0.0590970188886185	1
IAPP	-0.0149293832478907	1
PYROXD1	-0.0554100229157534	1
SLCO1A2	0.223388360620421	1
SLCO1C1	-0.048309039635761	1
AEBP2	0.393955217305725	0.719673087768493
PLEKHA5	0.26435993852778	0.927576799784163
CAPZA3	NA	NA
PLCZ1	0	1
PIK3C2G	0.358634777737036	0.98507854240954
	0	1
SLC15A5	0	1
DERA	0.0808453226743079	1
EPS8	0.566417796415239	0.719673087768493
PTPRO	0.0141819948416128	1
RERG	0.382524816849944	0.931617228846328
ERP27	-0.0273489593651383	1
ART4	0.371094741685026	0.950478108882538
	0	1
SMCO3	NA	NA
	0.126675028570792	0.975612496525707
ATF7IP	0.324392016625964	0.900585069824196
GRIN2B	0.081935082613942	1
	NA	NA
FAM234B	0.0186026178006645	1
	-0.0337121816719374	1
BCL2L14	0.137910991940345	1
LRP6	0.578378169244465	0.900585069824196
	0	1
	-0.614591718086218	0.900379578751055
TAS2R9	NA	NA
YBX3	-0.0596628858670828	1
STYK1	0.197871410550412	1
	-0.596913643032473	0.662789080127535
	-0.0896022637235136	1
	-0.0223515553401626	1
	0.0235341819043854	1
	-0.107449007113465	1
	-0.00534017719529324	1
GABARAPL1	0.0908043047998633	1
OLR1	0.281142804403461	0.993900252536623
CLEC7A	-0.315923598396475	1
CLEC1A	0.32189429282014	0.996960625754597
CLEC1B	-0.00515426370977124	1
CLEC12B	-0.086471915990902	1
CD69	-0.0630611082888022	1
KLRF1	0.0928888262632906	1
CLEC2B	0.0289534534723078	1
	-0.261988575698238	1
	-0.128538199006757	1
A2M	-0.772437103241112	0.836377381556333
PHC1	0.0359583824873946	1
	-0.549091319119458	0.927576799784163
	-1.21504597201937	0.781667129815811
RIMKLB	-0.161572406483341	1
AICDA	0.0488876185537098	1
APOBEC1	NA	NA
GDF3	NA	NA
	0.0235109291041117	1
CLSTN3	-0.347277515192446	0.969123953317519
C1R	0.0550894600861164	1
LRRC23	-0.544933338734809	0.927576799784163
GPR162	-0.140282713265774	1
P3H3	-0.0731436188029441	1
GNB3	-0.684497129987779	0.836154648786829
CDCA3	-0.144445024902116	1
USP5	-0.301904434936671	0.694548517853404
TPI1	-0.42112968168624	0.836154648786829
CD4	-0.2108516303909	1
LAG3	-0.0376238255608896	1
MLF2	-0.352611855502982	0.781667129815811
COPS7A	-0.0704682130461421	1
PIANP	-0.153103148593542	1
NCAPD2	-0.244389829195094	0.936080756004205
GAPDH	-0.642403065769779	0.719673087768493
IFFO1	-0.0431912718877017	1
	-0.391045576743007	0.719673087768493
	-0.0693350339150893	1
LPAR5	0.263254239520747	0.993900252536623
ACRBP	-0.0357288823395959	1
ZNF384	0.0860764677578176	1
VAMP1	-0.464857685335937	0.931617228846328
TAPBPL	-0.00641258770540365	1
CD27	0.176190406518054	1
LTBR	-0.0652506676856947	1
SCNN1A	0.144719089512544	1
TNFRSF1A	0.125670505162055	0.983962949781216
PLEKHG6	0.499267221529803	0.900585069824196
VWF	0.540265763480423	0.900585069824196
	0.0475317534191162	1
KCNA1	0.560887873620762	0.931963594999808
KCNA6	-0.161516589941182	1
	-0.00537588980467916	1
NDUFA9	-0.265370038905328	0.662789080127535
AKAP3	0.134219877414622	1
	0.134005414644671	1
RAD51AP1	-0.0891107841492815	1
C12orf4	-0.0835363864249191	1
PARP11	0.269550833508832	0.931562312274947
PRMT8	-0.307671381367494	1
CRACR2A	0.597079394599395	0.851506253586389
	-0.00466849357175099	1
TSPAN9	0.154368014850979	1
TEAD4	0.0457601200679038	1
TULP3	-0.0971492270598736	0.991780717730765
RHNO1	-0.116861800065964	1
FOXM1	-0.104616826573746	1
TEX52	-0.00524506348856771	1
NRIP2	0.267019704522529	1
ITFG2	-0.0489617159752758	1
FKBP4	-0.139750478696675	0.960845687564481
	0.0382976383327232	1
DDX11	-0.482720946744822	0.825647503396389
WASHC1	-0.239892099117535	0.927576799784163
IQSEC3	-0.804282565473188	0.802281934196805
SLC6A12	-1.14152849040442	0.662789080127535
CCDC77	-0.0946741589385261	1
WNK1	0.374434086240139	0.960845687564481
RAD52	0.0799428029574943	1
ERC1	0.108202956242774	1
ADIPOR2	-0.0353278002867799	1
	-0.696786626866106	0.834913368511842
LRTM2	0.144626033777705	1
HDHD5	0.161069256553648	1
IL17RA	-0.00358075586648507	1
CECR2	0.159977456454541	1
ATP6V1E1	-0.0918037590556805	1
BID	-0.297877803301697	0.768894366885691
MICAL3	0.134144391192033	1
TUBA8	-0.334378947149724	0.934348178720816
USP18	-0.0762686789238081	1
	NA	NA
CPNE8	0.135517537982502	1
KIF21A	0.0941030517689334	1
ABCD2	-0.220944968090017	1
	0.0235397891871632	1
SLC2A13	0.134539845299161	1
LRRK2	0.582652689212495	0.881471265679617
CNTN1	-0.161940994921762	1
PDZRN4	-0.22904318094013	1
PPHLN1	-0.0876776513907305	1
ADAMTS20	0.185152924069712	1
TWF1	0.0179323354720704	1
IRAK4	0.145106312874815	0.992136891092593
PUS7L	0.217543093020006	0.960309350442717
TMEM117	-0.0611378291305817	1
NELL2	-0.464424728941802	1
ANO6	0.469764243645657	0.931617228846328
SCAF11	0.377000868700231	0.886486250065454
SLC38A1	0.466261834088824	0.923795670045045
SLC38A2	0.180761179392149	1
AMIGO2	0.336152170573001	0.946018171328676
PCED1B	0.122199215403208	1
	NA	NA
SENP1	0.28315165997392	0.911124583689135
H1FNT	NA	NA
CHST11	-0.120931676799107	1
SLC41A2	0.307359228932774	0.992136891092593
ALDH1L2	0.167524354530448	1
WASHC4	0.406235874313853	0.900379578751055
APPL2	0.192191993382134	0.870874404013228
KANSL2	0.206363438544294	0.836377381556333
TXNRD1	0.16695532236798	0.954082744581974
NFYB	0.0839714283793306	1
HCFC2	0.251207624908142	0.929818624051999
TDG	-0.0223183503000359	1
GLT8D2	-0.0620714706196876	1
	-0.389061854155083	0.786380818225798
NT5DC3	0.0785766959213498	1
	-0.633769059676888	0.956764435354724
PAH	-0.0228790432235027	1
IGF1	0.470740394879281	0.916853860092696
PMCH	0.352074443864664	1
PARPBP	-0.377989547803912	0.943978519455822
NUP37	-0.0494498922830641	1
GNPTAB	0.0575041541763944	1
SYCP3	NA	NA
CHPT1	-0.365759701185327	0.799905086005978
MYBPC1	-0.0838502304226282	1
	0.293065344064677	1
UTP20	0.203711151988961	0.994053313526411
ARL1	-0.215006380862702	0.840808182593011
SLC5A8	0.201099070316253	1
ANO4	0.107953337667277	1
GAS2L3	0.230692366786958	1
NR1H4	0	1
SCYL2	0.253695833521291	0.921973311362431
ANKS1B	0.458755378097191	0.922669848859414
	NA	NA
APAF1	0.415516992122873	0.834913368511842
SLC25A3	0.10637567703466	1
	0.292112759392543	1
NEDD1	0.000577193072482463	1
LTA4H	-0.213801740716639	0.872909154568586
HAL	-0.032336658294203	1
AMDHD1	0.104383470256761	1
CCDC38	-0.244839310013279	1
SNRPF	-0.339930936742943	0.836154648786829
NTN4	0.348196185201196	0.973259207760175
	NA	NA
VEZT	0.195804984868314	0.912556707077734
FGD6	0.0829668515013838	1
NR2C1	0.0794407815150593	1
	-0.209981610933434	0.942812814557985
	0.119097193868745	1
PLXNC1	0.603657401730758	0.836377381556333
	0.106049512862134	1
CRADD	0.0199008669557501	1
DCN	-0.257658426407636	0.979601272352463
LUM	-0.072759160556655	1
KERA	-0.205547396429254	1
EPYC	-0.0420806965266953	1
POC1B	-0.0228616493180345	1
C12orf50	-0.510381323187194	0.945607609118297
C12orf29	0.000766546580008375	1
CEP290	-0.0059118231147997	1
TMTC3	0.268982587704748	0.931617228846328
NTS	-0.10013796504152	1
LRRIQ1	-0.350396017125203	1
SLC6A15	0.36989657222117	0.981476477769113
MYF5	0.0233353578248876	1
ACSS3	0.234836271038173	0.950478108882538
PPFIA2	-0.0341418714802087	1
METTL25	0.193323082847034	1
OTOGL	0.0236040433892816	1
SYT1	-0.746368361286549	0.981476477769113
E2F7	-0.152762312368089	1
	-0.233136191714282	1
	0.383210145539342	0.836377381556333
TBC1D22A	0.0324155409219655	1
DYRK2	-0.0330692229088106	1
	0.0509173293118238	1
KLHDC7B	-0.290096683658584	1
SYCE3	-0.332672378938602	0.983962949781216
LMF2	-0.0955522275816153	1
NCAPH2	-0.378308814256485	0.786380818225798
ODF3B	-0.193370502852804	1
SBF1	0.0131903136105563	1
PPP6R2	-0.1726703691825	1
HDAC10	-0.325213965412744	0.936485242519037
TUBGCP6	-0.216279802580963	0.961954302352734
SELENOO	-0.0213856532159664	1
TRABD	0.0370642424591948	1
PANX2	-0.245438731115968	1
MOV10L1	0	1
MLC1	0	1
ALG12	-0.16960088216755	1
CRELD2	-0.127266425119225	1
TTLL8	0.0166061255800625	1
	-0.186968584226326	1
EXOC2	0.0131446286106874	1
FOXQ1	-0.00535105441778968	1
GMDS	-0.164336159075153	0.992136891092593
PPP1R3G	0.430462112388999	0.900328558702717
RPP40	-0.100147015977754	1
CDYL	0.319917698477189	0.839677255291611
ECI2	-0.528479579319956	0.764124229498934
	-0.0192515765622028	1
PRPF4B	0.0266880742488321	1
SLC22A23	-0.00999382196325671	1
	NA	NA
BPHL	-0.275451278630433	0.964773341951045
RIPK1	0.0775841332864115	1
	0.010343805969493	1
SERPINB1	-0.0106954422121819	1
RREB1	0.347974439120187	0.983962949781216
SSR1	-0.0643013063373576	1
RIOK1	0.0722276167533802	1
DSP	0.0732103316281814	1
BMP6	0.00179234649069917	1
SLC35B3	-0.19355079682225	0.887738459574383
	NA	NA
TFAP2A	0.152911020827073	1
	-0.0402440333601896	1
C6orf52	0.688424556189435	0.883501558227033
PAK1IP1	-0.211437539738062	0.899774990964613
MAK	0.184446499471641	1
ELOVL2	-0.936407658693466	0.764124229498934
ADTRP	0	1
HIVEP1	0.405245325341386	0.91266749397364
PHACTR1	0.108593009516986	1
TBC1D7	-0.357940646454512	0.876283039488698
RANBP9	0.19538662604935	1
MCUR1	-0.24367419870056	0.972692092457768
	NA	NA
JARID2	-0.0142367773499495	1
DTNBP1	-0.594560595981273	0.799905086005978
	0.609458555466381	0.768894366885691
GMPR	-0.386364262251624	0.972692092457768
ATXN1	0.671919830587008	0.781667129815811
STMND1	0.167567876614239	1
CAP2	0.763774576765734	0.802281934196805
FAM8A1	0.26226490525652	0.786380818225798
NHLRC1	0.0404508240711464	1
TPMT	-0.096108680462214	1
KDM1B	0.183558532723191	0.975612496525707
	0.0641366721552254	1
RNF144B	0.357176701457705	0.977720425522744
MBOAT1	0.196884674759785	0.998813814316931
CDKAL1	-0.148931785976376	0.994053313526411
SOX4	0.423398138971062	0.886281163926307
	-0.00528450761553226	1
DCDC2	0.0236982810027555	1
MRS2	0.33951237300245	0.851506253586389
	0.264468870125222	1
GPLD1	-0.14017707092879	1
ALDH5A1	0.233152661352167	0.989904118467055
KIAA0319	-0.0762037325979962	1
TDP2	0.114220438226621	0.9973014802209
GMNN	-0.10232875174495	1
ARMH2	0	1
	-0.089783468228098	1
	0.743314505076659	0.888233180617841
CMAH	0.541335929338399	0.916853860092696
CARMIL1	0.241579488560561	0.952770313107088
SCGN	-0.0117146236296941	1
	0	1
SLC17A1	0.059974302948396	1
BTN2A2	0.0652012679661043	1
BTN1A1	0.300517697780126	1
HIST1H1D	0.127324693204506	1
ZNF322	0.0154700508900635	1
ZNF184	0.27557350873869	0.864605657821552
	0.00921136871813131	1
ZNF165	0.0580305076536457	1
ZKSCAN8	0.398686184357415	0.876283039488698
	0.39916843054526	0.916853860092696
ZSCAN9	0.401828869435746	0.877503862201308
ZKSCAN4	-0.243823298646149	0.964306479872996
NKAPL	0.131316896009751	1
ZSCAN26	0.303330801387224	0.876283039488698
PGBD1	-0.251120711813426	0.916853860092696
ZSCAN12	0.224307519137352	0.981476477769113
	NA	NA
GPX6	0	1
GPX5	-0.235859386971422	1
	0.466108013071703	0.959796269962368
TRIM27	-0.0373492046497687	1
	0.128479494762534	1
	0.0173553058663857	1
	0.0463137084665375	1
TRIM26	0.0681048233682819	1
TRIM10	0.130706745937456	1
TRIM15	0.171915239780212	1
TRIM40	-0.378880331137751	1
GABBR1	-0.215988233198982	0.951906001034071
ZNRD1	-0.333403887073214	0.781667129815811
ZFP57	0.0540658675946912	1
MOG	-0.446039275951875	0.992136891092593
	-0.3366055307062	1
	0	1
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	0.073172651758981	1
TRIM39	0.134979281400335	1
ABCF1	-0.238235157078466	0.769545878505307
PPP1R10	0.067247583725771	1
MDC1	0.0435659987940251	1
GNL1	-0.10487534728965	0.9973014802209
DHX16	0.0439185179597011	1
TUBB	-0.36270675916	0.694548517853404
DDR1	0.0187759031307641	1
GTF2H4	-0.378300679858352	0.792473195873133
VARS2	-0.313970596406526	0.891200490990455
C6orf15	NA	NA
CCHCR1	-0.263258166310694	0.978979952251864
TCF19	-0.297791911064075	0.964306479872996
	-0.476857165711416	0.989234770037505
	0.023078084384229	1
	0.171387483085847	1
	-0.0448827800380687	1
	0.045701809642224	1
DDX39B	-0.407802118338332	0.723959966943508
ATP6V1G2-DDX39B	0.103503398380818	1
NFKBIL1	-0.0181639103757343	1
LTA	-0.0605057487849713	1
TNF	-0.240000217628845	1
LTB	-0.324624595720897	1
	-0.00515823334978342	1
PRRC2A	-0.0041239179620621	1
BAG6	-0.0848570874979191	1
APOM	-0.338412569426428	0.916853860092696
GPANK1	-0.294203717737886	0.903060055613018
	-0.391999613863648	0.824960972087697
LY6G5C	0.067943375505928	1
NEU1	-0.0307169674134556	1
SLC44A4	-0.244758117055099	1
EHMT2	-0.0528128809559666	1
ZBTB12	0.305657268698971	0.923795670045045
C2	0.389315892399969	0.900083786594773
NELFE	-0.456135977840145	0.792473195873133
SKIV2L	-0.192976074114274	0.910658621725561
DXO	-0.805671249413668	0.588804982066312
STK19	-0.31237885608118	0.90186879994326
C4A	0.122274630225486	1
CYP21A2	0.497863112663022	0.909386708845157
ATF6B	-0.0467239689797233	1
	-0.573521623208148	0.786380818225798
	0.109865304920378	1
EGFL8	-0.299718589191818	0.992136891092593
AGPAT1	-0.0787614102364687	1
RNF5	-0.445214298938642	0.719673087768493
AGER	-0.0898006187408245	1
PBX2	0.0651546679295005	1
GPSM3	-0.000550061332931347	1
NOTCH4	0.234960771155381	1
	NA	NA
	NA	NA
	0.0472456714843043	1
HLA-DRA	0.276651363178113	0.966227045896354
	0.204652939444954	1
	0.264510897214608	0.97551990499038
SLA-DQB1	0.362991577113461	0.929818624051999
	0.374846091317137	0.927576799784163
HLA-DOB	0.198882185202591	1
PSMB9	0.212136136406593	1
SLA-DMB	-0.0730152445728367	1
SLA-DMA	0.0631309647576881	1
BRD2	-0.00725311153722662	1
SLA-DOA	-0.158161697382287	1
COL11A2	-0.153442672843926	1
RXRB	-0.338303853231826	0.786380818225798
SLC39A7	-0.369799661453485	0.694548517853404
HSD17B8	-0.415492438206155	0.876283039488698
RING1	-0.23099797826631	0.851506253586389
BMP5	0.139045377372161	1
HMGCLL1	-0.204676498823507	1
GFRAL	-0.264152213708787	1
HCRTR2	NA	NA
FAM83B	0	1
TINAG	0.160122980973334	1
MLIP	-0.65634767704098	0.912556707077734
LRRC1	-0.34958153274378	0.925951295169446
KLHL31	-0.748229667592486	0.887738459574383
GCLC	0.315636600362599	0.900585069824196
	0	1
KHDRBS2	0.217850388754284	1
PRIM2	-0.339742914582078	0.851506253586389
ZNF451	0.200485121000557	0.931617228846328
BEND6	-0.0148642168667506	1
DST	0.436167407829679	0.891200490990455
	0.636134807293837	0.880182879881766
VPS52	-0.191361993916292	0.969741622274694
RPS18	-0.244247773083165	0.931024082959671
B3GALT4	-0.24021061076488	0.992136891092593
WDR46	-0.350727122235229	0.886281163926307
	-0.520256203030915	0.694548517853404
RGL2	-0.233637652507688	0.94611528329852
TAPBP	0.201141586802418	0.939522077777095
DAXX	-0.189782181526398	0.983962949781216
KIFC1	-0.333014939699152	0.927576799784163
PHF1	-0.144024979623146	1
CUTA	-0.337627756342551	0.910240248537098
SYNGAP1	0.225304793253691	1
BAK1	-0.0178925643410207	1
	-0.329366890762585	0.93852377800855
ITPR3	0.314859992529442	0.972878147231295
LEMD2	-0.0598200379757702	1
MLN	NA	NA
GRM4	-0.335032274744124	1
C6orf106	0.0824818214492869	0.966009120809172
RPS10	-0.411150490047017	0.849214187737941
	-0.396842190496647	0.685750855184846
UHRF1BP1	0.226160163326253	0.999640699734473
