gene_name	InjuryRepair.Day7vsControl.Day0_log2FoldChange	InjuryRepair.Day7vsControl.Day0_padj
NAB2	0.528164812932964	0.0866061688835261
MYO1A	-0.390906004430182	0.625646281362846
SDR9C7	0	NA
TAC3	0.266802523371983	NA
RDH16	-0.918226727454836	0.165790245030942
LRP1	0.14533137461431	0.745102558958427
MBD6	-0.338041476988284	0.236328025225242
B4GALNT1	1.15872204774467	0.0540205284880756
ARHGEF25	0.712565904151345	0.00625812139450847
PIP4K2C	-0.932083055247901	6.40156786776543e-05
ARHGAP9	0.405064777340711	0.493515860996165
KIF5A	-0.523245634265912	0.0771873156046834
INHBE	0	NA
GLI1	-0.729372540935787	0.0703788545661347
DCTN2	0.0457930515377548	0.874194714280194
DTX3	-0.572427766510288	0.0123284390433105
ATP23	0.135863434154667	0.628453844132559
LRIG3	-0.392880646084319	0.366395815214888
SLC16A7	1.31258772408098	0.0035045936358138
USP15	0.198837949962396	0.563640023152991
MON2	0.125863959180791	0.728010253768288
	NA	NA
RXYLT1	-0.15896506443122	0.522820068097948
C12orf56	-1.26280084447139	0.0310036971210295
XPOT	-0.320296556136068	0.149590488010382
LEMD3	0.153142254202335	0.626737624496574
	-0.283748119516111	0.187074134213687
IRAK3	0.239614633420625	0.711139214247987
HELB	0.400919022240002	0.414679260655491
GRIP1	1.68413204406852	3.8751036782072e-09
IL22	0	NA
	-0.298231797859583	0.486145131762748
	-0.0207377094526183	NA
NUP107	-0.0297063802681079	0.936974880718556
SLC35E3	-0.224622692027135	0.513367118698998
MDM2	-0.0882153628299236	0.73573898594082
LYZ	-0.210663849518642	0.718205676359492
FRS2	0.146918073963313	0.715740718611429
CCT2	0.110453660789007	0.695642250113726
BEST3	-0.419470255562477	0.641833793961358
	-0.0771548031953469	0.896320000629943
CNOT2	-0.24735912232052	0.0852605375906457
PTPRB	2.49955530311802	2.87895616681069e-06
ZFC3H1	0.101914372422271	0.78247539803377
TMEM19	-0.0588582234234545	0.850677481404089
TBC1D15	-0.0918221436768561	0.798745192072095
TRHDE	0.463541443513635	0.279002271837808
KCNC2	-0.734834015613592	0.233053683738244
CAPS2	-0.416321020968235	0.549051390692648
GLIPR1	-0.0767556505605245	0.872465413466426
PHLDA1	0.29024185302907	0.575758678171493
NAP1L1	-0.362423484851754	0.212309109547011
BBS10	-0.218794314327903	0.649005983772329
SYT10	NA	NA
PKP2	-0.813695141931355	0.173902480921313
DNM1L	0.133081185879304	0.604835309324065
FGD4	1.01236572161028	0.0817534918059859
BICD1	0.996908887840871	0.139654818611601
IPO8	0.433941518923296	0.0816946829353576
ERGIC2	0.121307201575852	0.675370497594319
OVCH1	-0.0799689413945959	0.925983044699066
FAR2	0.0671898865542268	0.871080573535183
KLHL42	0.670671447312742	0.0893568945382814
MANSC4	0.113956085299926	0.853112959203241
MRPS35	-0.0616592671311713	0.842508728610266
PPFIBP1	0.466366906342551	0.136072915523749
SMCO2	NA	NA
ARNTL2	1.05159795399139	0.111406287542019
MED21	0.0961583204730131	0.712339134045497
TM7SF3	-0.0870676893630267	0.842209265041416
FGFR1OP2	-0.460528578386313	0.0221436533723905
ITPR2	0.290854818359293	0.506362445353947
RASSF8	0.455859649073909	0.189328856543451
LRMP	0.812820216366342	0.220981673989312
SOX5	-0.0548562770575648	0.943092467520267
C2CD5	0.276660234032945	0.372240604755236
ABCC9	2.45248505797365	6.26755955603615e-06
KCNJ8	2.03808489271148	0.000132960334772092
	-0.0586812372305589	0.814445467084428
GYS2	-0.459286265975441	0.587615044923145
GOLT1B	-0.0228087853459293	0.948056255320075
RECQL	0.229562761858899	0.511746388624782
IAPP	0	NA
PYROXD1	-0.467654708957373	0.0434918770763067
SLCO1A2	-0.53843357064551	0.262605413811829
SLCO1C1	0	NA
AEBP2	0.0739467010760331	0.798663204120949
PLEKHA5	0.151529558156332	0.695642250113726
CAPZA3	NA	NA
PLCZ1	0	NA
PIK3C2G	0.671801287836528	0.342653317243456
	-0.0221111794870254	NA
SLC15A5	0	NA
DERA	-0.104536625869625	0.652634963725788
EPS8	0.936440995131265	0.00159332037600702
PTPRO	1.73517701205428	0.00493633521985759
RERG	0.774402717589205	0.158435695386283
ERP27	0.143998236557356	NA
ART4	0.315477473937858	0.752010232987683
	-0.00807800968005141	NA
SMCO3	NA	NA
	-0.0400070060217573	0.864723690437267
ATF7IP	0.420376726893165	0.220336549743878
GRIN2B	0.253918056122128	NA
	NA	NA
FAM234B	-0.0334019867123229	0.947167193802864
	0	NA
BCL2L14	0.658269204485469	0.365384057554008
LRP6	0.809684655100144	0.158317751020017
	-0.00805039970896886	NA
	-0.616594203089945	NA
TAS2R9	NA	NA
YBX3	0.367367620755006	0.259912690069307
STYK1	0.502120038236476	NA
	-0.133770937759232	0.703565961398088
	-0.44063500343703	0.654968483563601
	0.463074312799945	0.518682447705895
	0.00622084527462855	NA
	-0.0697146047113226	NA
	0	NA
GABARAPL1	0.0626042390832284	0.824500110826228
OLR1	1.09571111966863	0.0973582059183755
CLEC7A	0.317330295188181	0.72413560108939
CLEC1A	2.16645829904956	0.000161527610037549
CLEC1B	0.00618378723734881	NA
CLEC12B	0.362825819140608	NA
CD69	-0.245475212982856	NA
KLRF1	0.130867047608181	NA
CLEC2B	1.00069577220014	0.133288148439757
	0.216188358400528	0.787955602066666
	0.615380258506009	0.307585869041416
A2M	-0.0110354840566474	0.985146149468433
PHC1	-0.279453480914259	0.162121130892062
	0.0147739028837218	0.995645865699084
	-0.547394275207117	0.374380117943058
RIMKLB	0.160761998072356	0.89901929797182
AICDA	-0.745136711097729	0.317995421562958
APOBEC1	NA	NA
GDF3	NA	NA
	0.0207451094152379	NA
CLSTN3	0.171008159017834	0.788632728136483
C1R	1.74554760391914	6.50795934872336e-06
LRRC23	-0.285433665359435	0.715710018767612
GPR162	-0.508719281184993	0.452966782529233
P3H3	0.271886651872277	0.294401501489665
GNB3	-1.11192319101976	0.0271552517532185
CDCA3	0.994220484247563	0.0135334877591615
USP5	-0.0345294134378371	0.874402591790618
TPI1	0.375274510287896	0.252681185996285
CD4	1.0089819442966	0.139332047803932
LAG3	-1.41348826806599	0.00362549623158821
MLF2	-0.0685180096388344	0.827027132906067
COPS7A	-0.210785501366984	0.356070759037789
PIANP	-0.0929182665449457	NA
NCAPD2	-0.260035618773366	0.427090144217613
GAPDH	0.40423338143246	0.294888777642425
IFFO1	-0.442825213963776	0.148889429097905
	-0.354823707371562	0.117150302469957
	0.209829584573195	0.128208011605832
LPAR5	-1.20360877314311	0.000783377166662166
ACRBP	-0.158784044133382	0.392546728677622
ZNF384	0.0270985953141989	0.926558427159694
VAMP1	-0.833077882973517	0.158476206458374
TAPBPL	0.251276281402338	0.3651345890043
CD27	-0.308667846222164	NA
LTBR	0.393846158838966	0.0470395629099676
SCNN1A	0.0298204034341284	0.976129527214047
TNFRSF1A	0.838850978653685	2.45988946603234e-07
PLEKHG6	0.954201519536513	0.236389151942513
VWF	2.41982349432648	3.76889595402682e-06
	1.21366243508857	0.0388244161794917
KCNA1	0.584289121589829	0.373029544061549
KCNA6	0.178812663688721	0.63739698810009
	0	NA
NDUFA9	0.167305769258773	0.233956687852978
AKAP3	-0.385999284044882	0.283395545001741
	-0.483084064246051	0.528512286558467
RAD51AP1	0.367387136449434	0.403889373996383
C12orf4	0.170560753341519	0.535135175769006
PARP11	0.657804220435025	0.0436917542306945
PRMT8	-0.393170628604931	0.516402193637042
CRACR2A	1.05136056706279	0.02967734470297
	1.56632709797569	0.00148558520840101
TSPAN9	1.56516141595264	1.30393474865426e-07
TEAD4	1.89581334805281	1.33607294703037e-09
TULP3	-0.0517795305468497	0.787911426757506
RHNO1	0.207328196609285	0.556651075132878
FOXM1	1.37651936193334	0.000794120726874383
TEX52	0	NA
NRIP2	0.837351572653805	0.329089784410811
ITFG2	-0.391786232987603	0.0720781714875194
FKBP4	0.0838012357331559	0.717123766066256
	0.0899476311986602	NA
DDX11	-0.706946220621168	0.0380980346353997
WASHC1	-0.105449666336636	0.765187849299094
IQSEC3	-0.674759484251655	0.318156488785676
SLC6A12	-1.05063894417899	0.0664832239039741
CCDC77	-0.342916675901236	0.231355646688731
WNK1	0.790963438376831	0.11031843821577
RAD52	-0.0326289575536615	0.936296683994827
ERC1	0.512994255803699	0.0193962140433325
ADIPOR2	-0.0749938033890581	0.655358283103605
	-1.4907941909603	0.00197587966324236
LRTM2	1.08343876253002	0.0865339205169242
HDHD5	-0.160362602828566	0.698689829305666
IL17RA	0.328705711648035	0.262911154794051
CECR2	-0.273376576702067	0.421326884193871
ATP6V1E1	-0.0575277170032229	0.866741854574081
BID	-0.101756242679435	0.659737148615508
MICAL3	0.2691774702784	0.478070257549414
TUBA8	-0.986596767323298	0.00850660379617117
USP18	0.408759524587526	0.619965441508377
	NA	NA
CPNE8	0.0698163231407817	0.85954752272457
KIF21A	-0.281441517447113	0.553068060465861
ABCD2	-0.111007926510837	0.902627875130584
	0.0350818020219008	NA
SLC2A13	0.0382951978721457	0.941593656715456
LRRK2	1.26197454522366	0.0156870497729751
CNTN1	-0.615597033798573	0.303606863642881
PDZRN4	0.347795247642248	0.773387328336826
PPHLN1	-0.255234454157214	0.153728588841714
ADAMTS20	0.710768549308705	0.271833408003548
TWF1	0.353515193400069	0.198606792181809
IRAK4	0.565864605982223	0.011160307110212
PUS7L	0.19597477575752	0.56583807344597
TMEM117	-0.0349707048213207	0.956460110078872
NELL2	-0.561295582630671	0.38272909676428
ANO6	1.3527529403509	0.0138625203400978
SCAF11	0.459634109229446	0.210608906411483
SLC38A1	-0.273670965965651	0.67546742541991
SLC38A2	-0.430996528428153	0.185882738317455
AMIGO2	1.58652391491285	0.00296088737183116
PCED1B	1.07410063323188	0.116423672995557
	NA	NA
SENP1	0.223468049487058	0.511134720502485
H1FNT	NA	NA
CHST11	-0.039337326459948	0.973472778150171
SLC41A2	1.12939673862733	0.0136903797173759
ALDH1L2	1.17964014915259	0.00174622276212569
WASHC4	0.280806500168272	0.558219912593659
APPL2	0.0661414763225702	0.766684484821774
KANSL2	-0.106264370745373	0.564630359406485
TXNRD1	0.400548721979456	0.0622160424638626
NFYB	-0.343892814329884	0.181575942695772
HCFC2	0.112415178920712	0.766363907662825
TDG	-0.221668626199892	0.451950961262471
GLT8D2	-0.408169461286145	0.130353214353694
	-0.190720647034486	0.525252409272725
NT5DC3	0.354709069935614	0.624437868474105
	0.125709664423161	0.993685683657332
PAH	0.220332446849152	NA
IGF1	3.64994270955841	7.59472052859463e-16
PMCH	0.204428147842317	NA
PARPBP	0.762817253377519	0.132979265055734
NUP37	0.247259828174228	0.405072240243211
GNPTAB	0.0371278496059654	0.93473062543596
SYCP3	NA	NA
CHPT1	-0.887914752167852	8.5771326323443e-05
MYBPC1	-0.463528875158951	0.540879768891076
	-0.474434144032406	0.3871580397443
UTP20	0.18029758294672	0.639307198721992
ARL1	-0.283139759893547	0.100063618283522
SLC5A8	-0.423731250195746	0.569305504328622
ANO4	0.231818683552123	0.78473442348961
GAS2L3	1.12477857164892	0.00864195504052568
NR1H4	-0.00805778179279627	NA
SCYL2	0.220793343167265	0.494695033501917
ANKS1B	0.227473376705157	0.815906808719927
	NA	NA
APAF1	0.13456543526319	0.740901935086147
SLC25A3	-0.182367667635946	0.375019729968876
	0.591998709096494	0.360043107029474
NEDD1	-0.00430800504975805	0.994981759933175
LTA4H	-0.220444028117979	0.270035977209986
HAL	-0.0718855042375265	0.976842430437207
AMDHD1	-0.541013956613549	0.403247334683754
CCDC38	-1.43128146804855	0.0121105399671075
SNRPF	-0.326980319196	0.217930280760114
NTN4	0.240323368599078	0.688341129323474
	NA	NA
VEZT	-0.22803257070131	0.301910656192201
FGD6	-0.0892848609989922	0.848207254662727
NR2C1	-0.226833032668996	0.299480140154819
	-0.496224945191387	0.0495151864423166
	0.549173470146475	0.286984303372929
PLXNC1	2.56020332553286	7.92808606403296e-08
	0.386053231632415	0.134083324022518
CRADD	0.488734550276752	0.115847487227341
DCN	-1.44915132741195	5.50903864903948e-06
LUM	1.77624294784331	0.000837189918463308
KERA	1.62847061633951	0.00154152445377484
EPYC	0.877477841391584	0.168346285760146
POC1B	-0.477226368974737	0.0278326162584613
C12orf50	-1.14188122623254	0.0574932920567067
C12orf29	-0.496646529631397	0.00040559160519973
CEP290	-0.251479156606205	0.62021634334435
TMTC3	-0.0602518095158648	0.88858537303297
NTS	0.465867122454139	0.541907560339805
LRRIQ1	-0.162539184913027	0.830074768972038
SLC6A15	0.118470907867036	0.871850196012281
MYF5	-0.00829680420777001	NA
ACSS3	0.202388811320572	0.578780404377428
PPFIA2	-0.915004020139176	0.136120939086047
METTL25	-0.0720716893139905	0.894098035767713
OTOGL	0.0205243877050143	NA
SYT1	1.0460669386459	0.158440626349015
E2F7	1.09714082754047	0.0268434683943315
	1.10680065877337	0.00547976275777766
	-0.190476523296492	0.564754063884074
TBC1D22A	-0.119272185310712	0.647484122400671
DYRK2	0.280333611200909	0.296016630396395
	0.829924611857689	3.04222293683123e-05
KLHDC7B	0.0590672380988383	NA
SYCE3	-0.177237030413223	0.838094595857793
LMF2	-0.304129372508047	0.327868262631165
NCAPH2	-0.320644783603037	0.235692620123024
ODF3B	-1.1815419414129	0.0973582059183755
SBF1	0.19909947550106	0.375685649262388
PPP6R2	-0.645356611205199	0.0419299778130162
HDAC10	-0.613650263772056	0.1202592737022
TUBGCP6	-0.376686064543557	0.212952160388071
SELENOO	-0.135389948457195	0.741546664594302
TRABD	0.208724694872196	0.563640023152991
PANX2	-0.734748992424999	0.283172015405855
MOV10L1	0	NA
MLC1	-0.00818757723581084	NA
ALG12	-0.420464891362868	0.261999294769416
CRELD2	0.137129113818602	0.670480895712103
TTLL8	0.0294765907286844	NA
	0.00592570395156215	0.99628968612782
EXOC2	-0.0111171834807353	0.973890628074702
FOXQ1	0	NA
GMDS	-0.527473657787784	0.032748791776382
PPP1R3G	1.18183664089932	0.00182111438829541
RPP40	-0.180904923350839	0.53385653164415
CDYL	0.583165599550508	0.015670595663679
ECI2	-0.212238036232137	0.56738783225955
	-0.00975192571399007	NA
PRPF4B	0.181916062756433	0.432950979817356
SLC22A23	0.931021768455103	0.0359300778489164
	NA	NA
BPHL	-0.422387219550274	0.304210519543566
RIPK1	0.21079900485011	0.159741096356312
	-0.177479082676968	0.249549605240912
SERPINB1	0.571596044760025	0.0509385955894952
RREB1	0.640170442305492	0.231355646688731
SSR1	0.107424396306501	0.766684484821774
RIOK1	0.353068145491365	0.236389151942513
DSP	-0.72537496410518	0.000145002652568882
BMP6	-0.282440772245751	0.570743481443735
SLC35B3	-0.367908326323806	0.0372159077606559
	NA	NA
TFAP2A	0.0957584856645182	NA
	0.17372475730554	0.428850061320093
C6orf52	-0.305086804262953	0.774964946224121
PAK1IP1	-0.093572917982679	0.713664208103753
MAK	1.06712490768384	0.0793861731750722
ELOVL2	-0.662355741219073	0.302073256181997
ADTRP	-0.00825566671211863	NA
HIVEP1	0.534588608469448	0.228725255838434
PHACTR1	0.977490443853646	0.00443996748265968
TBC1D7	-0.614462847624947	0.0498601552513769
RANBP9	0.6636761404442	0.048852264750425
MCUR1	0.72067294736852	0.0418203714360724
	NA	NA
JARID2	0.407836455218774	0.0189285688323741
DTNBP1	-0.432534053121047	0.331318342877251
	0.468088098805973	0.298900556626766
GMPR	0.599959501594939	0.285332266887554
ATXN1	0.445659771535815	0.327861052678148
STMND1	0.0701678459855595	NA
CAP2	2.85293756770376	1.05764969104316e-06
FAM8A1	-0.232565147893315	0.207217930035857
NHLRC1	-0.146098628635816	0.810733447078726
TPMT	0.203055153384926	0.55970639988931
KDM1B	0.23865619967683	0.416061015099933
	0.0225676535975645	0.939799777958132
RNF144B	-0.0487810599625544	0.992481080097064
MBOAT1	-0.737456460093147	0.0151156971810087
CDKAL1	0.14134181056252	0.624437868474105
SOX4	0.478447887351605	0.261827864225148
	0	NA
DCDC2	0.0202221088909746	NA
MRS2	0.137035422004882	0.703501229586862
	-0.121188164655128	NA
GPLD1	-1.41540228527759	0.00378242561428626
ALDH5A1	-0.823262861172809	0.012932455876861
KIAA0319	0.753234639420721	0.23768924204454
TDP2	-0.277781118287347	0.141061500113485
GMNN	0.0540509839066769	0.894112999594661
ARMH2	0	NA
	-0.616562210362027	0.349575669106865
	0.977292968938506	0.121184594925303
CMAH	1.78332248612901	0.00284078113949872
CARMIL1	-0.0221929055363315	0.973984660684124
SCGN	0.030538902977422	NA
	-0.00801390877171263	NA
SLC17A1	-0.364645579225735	0.562861568202979
BTN2A2	-0.108367674136447	0.832721139969042
BTN1A1	-1.00218910446106	0.121184594925303
HIST1H1D	-0.526811732551383	0.250055653864142
ZNF322	0.389134203580746	0.0586144429691529
ZNF184	0.0417373712189709	0.907875736200497
	0.0208553646117439	NA
ZNF165	0.00878675306812872	0.990979734979473
ZKSCAN8	-0.0601196608646495	0.894828539544886
	0.125370414900589	NA
ZSCAN9	-0.505002987493727	0.161273972814095
ZKSCAN4	0.154180734035046	0.713819290915263
NKAPL	0.0742415910961391	0.903091580312308
ZSCAN26	0.142700711888246	0.65212453273253
PGBD1	-0.225839142658051	0.469145132008114
ZSCAN12	0.250912824986701	0.488218839901322
	NA	NA
GPX6	0	NA
GPX5	-0.304489062364163	0.665864270677952
	0.0175509167336108	0.992929997070485
TRIM27	0.0480754691191648	0.791551921987863
	0.511860329013344	0.151906509858797
	1.77904685449977	4.42153263348766e-05
	-0.0258707907168	NA
TRIM26	0.20048487498144	0.626504626923637
TRIM10	0.64638086176316	0.293252428308811
TRIM15	-0.594245071134299	0.341445800792452
TRIM40	-1.03883278374197	0.139654818611601
GABBR1	-0.374751152821711	0.196125380315918
ZNRD1	-0.107504166313072	0.698916235650686
ZFP57	0.229611008705055	0.682830340962282
MOG	-0.731934657872229	0.272414947874522
	-0.0461464195079138	0.891712681827095
	-0.00805778179279627	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	-0.00139547093006812	0.987371087556699
TRIM39	-0.368004136558233	0.263425536146403
ABCF1	0.149483417686332	0.375007062129554
PPP1R10	0.766276032431085	0.00104529367857411
MDC1	0.0273680327802449	0.93990090263071
