gene_name	InjuryReconstruct.Day7vsControl.Day0_log2FoldChange	InjuryReconstruct.Day7vsControl.Day0_padj
FBXO7	-0.315062814322537	0.100183867508715
BPIFC	-1.33252603151994	0.000156960558477622
RTCB	0.293323425625926	0.0178038653674539
ASCL4	NA	NA
PRDM4	-0.00135650340402362	0.995061403149519
PWP1	0.0566056962433908	0.812557748885044
BTBD11	2.56078448568664	7.08502902556301e-07
CRY1	0.515198681917221	0.0847442405129567
RIC8B	0.130055361566615	0.697043686801877
POLR3B	0.0230114676997332	0.931076620091325
CKAP4	1.00346709543701	0.0037864827912442
TEX49	-0.0657459307986255	NA
ADCY6	0.340961491883117	0.421148789372876
DDX23	0.32181772731629	0.0141265868932814
CCDC65	-0.412252411743759	0.357110252605527
FKBP11	0.54419883708229	0.0330712250794748
WNT10B	-0.447516705274039	0.453583427273406
WNT1	-0.00355929210218202	NA
DDN	0	NA
PRKAG1	-0.336495677102784	0.0379514217761628
RHEBL1	0.128158197182462	0.873283683264458
DHH	0.120279200416815	NA
LMBR1L	-0.565318575589032	0.101382409026848
TUBA1B	0.212039438468408	0.17025503066822
	-0.383166691141117	0.642353170175693
	0.397354988665295	0.254869892621206
PRPH	-0.567385385689367	0.36195681251515
C1QL4	-0.205113967741514	NA
DNAJC22	-0.0443958996985747	NA
	0.222394891122518	0.374037120690589
MCRS1	0.0834726116841319	0.7180235752191
KCNH3	0.472868260976255	0.403347819448818
PRPF40B	-0.889952553123591	0.00318291444856693
FAM186B	0.0278160813378391	0.950775232460802
FAIM2	-0.44954760773197	0.666889151752086
	-0.276739103129266	0.752979076919144
NCKAP5L	-0.779455191699438	0.00626474835648713
AQP5	-0.554874490517417	0.334756566489587
AQP6	-0.20427228291584	NA
GPD1	-0.777838120877843	0.0684861851299637
SMARCD1	-0.0294318047687812	0.901848709008824
ASIC1	1.21172230862567	0.0929904872021016
	1.60803815154906	1.31035281853182e-06
	-0.305903454844238	0.429437013723767
BIN2	-0.0569353254526722	0.842655348558489
SCN8A	-0.350957459081556	0.479338222826956
ANKRD33	-0.47986437592423	0.323309990267771
ACVRL1	0.543856457583771	0.14003976325338
ACVR1B	-0.0519447678108991	0.889852195931142
GRASP	0.995942588110684	0.108801877945869
KRT82	0.0108250982554894	NA
KRT75	0.0107383017866877	NA
	NA	NA
	0.0107001499089381	NA
KRT85	NA	NA
KRT84	NA	NA
	0.707551624138527	0.173994269930589
KRT71	0	NA
KRT5	0.170358177660023	0.826583951575719
KRT72	-0.159725045203562	NA
KRT73	NA	NA
KRT1	NA	NA
KRT8	-1.07565395384055	0.0684538031252412
KRT18	-0.94200398366028	0.182434708831835
ITGB7	-1.06614561737353	0.0258424459137209
RARG	-0.347109306116018	0.150124197374848
CSAD	-0.764155371970464	3.16996502107484e-06
SOAT2	-0.241195781080862	0.681853167478763
IGFBP6	0.722904181804526	0.133802968858013
SPRYD3	-0.0279053778686064	0.909763731566912
TNS2	-0.582631383952644	0.112255517295109
MFSD5	0.31156298274479	0.1639262849226
ESPL1	1.79521268231632	1.385878450541e-05
C12orf10	-0.434477274464677	0.206647775735324
AAAS	-0.146642711261999	0.670603141300393
AMHR2	-0.390435784058619	0.553342530403839
SP1	0.458470119241462	0.396688800501133
	0.183523101360172	0.58837907833177
PCBP2	0.0604303275150432	0.747367598110613
MAP3K12	-0.493175039634013	0.0932228347426084
TARBP2	-0.464952949290344	0.0965342054377164
NPFF	-0.972455665489069	0.102713941623196
	-0.242688263663122	0.417817991139747
HOXC13	-0.0181430249630902	NA
HOXC12	NA	NA
HNRNPA1	0.0994344732723581	0.707189332155655
NFE2	-0.312087502759764	0.701525576164103
COPZ1	0.119807743695307	0.596873732697727
GPR84	0.241876405515147	0.757272382319001
ZNF385A	0.904086508292221	0.0574421262724858
ITGA5	1.95769568325638	1.61069712733693e-07
NCKAP1L	1.02414781681905	0.140505439593651
	NA	NA
PDE1B	0.78555159127974	0.127620151754502
PPP1R1A	-0.319668256040141	0.600694090479607
TESPA1	-1.2219933067212	0.0132798626900945
	0	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
BLOC1S1	-0.231491269137432	0.620020631673037
CD63	0.0105681182811273	0.975460299486452
RDH5	0.413232679941351	NA
GDF11	1.07595726520388	0.00325590163252251
SARNP	0.218780203456781	0.472248524889374
	0.104227458122123	0.782520880637996
DNAJC14	0.397993068085249	0.00906043889598661
	0.31434372743363	0.334381685692994
MMP19	1.25349312565398	7.3920732615933e-07
DGKA	-0.169639737163527	0.478127732452507
PMEL	-0.489659368598716	0.533509028242255
CDK2	0.267102661455186	0.250826052841775
RPS26	-0.795851120774199	0.0240658700826538
SUOX	0.0303476773428848	0.887589629402106
	0.105522022621054	0.533509028242255
ESYT1	0.923793631390804	0.00120446608817875
SMARCC2	-0.131965881449224	0.493809866259807
RNF41	0.397377603263036	0.0100725566923276
NABP2	-0.0461265502189801	0.877944346149032
SLC39A5	-0.436129816157568	0.594752024969322
ANKRD52	0.319979719624101	0.419845626618332
PAN2	-0.343326144227035	0.147550327015386
	0.0255642126789941	0.927535430312237
STAT2	0.235272661288888	0.44543717135598
APOF	-0.531434550868171	0.385140523843164
TIMELESS	0.746114212516183	0.0822164893033697
MIP	0	NA
GLS2	0.0255782860786072	0.962746103713651
RBMS2	-0.0358992959028663	0.908235009286782
BAZ2A	-0.0508031542118753	0.894106503814844
	0.250534016707482	0.244453821233207
	-0.119495134007861	0.492794975909057
NAB2	0.693754267607073	0.0200725509680723
MYO1A	-0.808395999197046	0.239884738393829
SDR9C7	0	NA
TAC3	0.0705680722211006	NA
RDH16	-0.928999950692545	0.161194802212617
LRP1	0.231644136512007	0.597394556435414
MBD6	-0.597831614204256	0.0223776485045235
B4GALNT1	0.351948648616585	0.708258238193992
ARHGEF25	0.572027491208906	0.0357658272370675
PIP4K2C	-0.491586791029937	0.0519802576964236
ARHGAP9	-0.647657161791266	0.229187690132078
KIF5A	-0.383862198723559	0.211662452412813
INHBE	0	NA
GLI1	-0.828706742834339	0.0373480842087951
DCTN2	0.0210752448383529	0.944867238320096
DTX3	-0.287835619043583	0.26200810294988
ATP23	0.095028415570573	0.738307754434474
LRIG3	-0.337097970246139	0.453400838726524
SLC16A7	0.527232698268603	0.327676968161123
USP15	0.228655147700389	0.499860418967096
MON2	0.155414253432968	0.654876271485356
	NA	NA
RXYLT1	-0.200377893606099	0.395640001379747
C12orf56	-0.429139006440914	0.543726561948926
XPOT	-0.166480193709555	0.501427162939814
LEMD3	0.189043585943443	0.533465960439497
	-0.0381242190553456	0.889439363987848
IRAK3	-0.151712381741158	0.871946897661157
HELB	-0.0923216335855612	0.860487792585073
GRIP1	1.54950141654953	8.62365144889628e-08
IL22	0	NA
	-0.329796272799553	0.431509038477411
	-0.00974082713972892	NA
NUP107	-0.0537675215790089	0.879253489953698
SLC35E3	0.202854857295061	0.544765682883273
MDM2	0.0564951650145261	0.839012210471118
LYZ	-0.396545943653806	0.503369555471038
FRS2	-0.0358752778137624	0.93588605486046
CCT2	0.169942167735264	0.516833738540427
BEST3	-1.03957450132235	0.142074176723216
	-0.161263278146609	0.82047121091377
CNOT2	-0.146405586675567	0.343748439793889
PTPRB	1.51221334440136	0.0208800771604683
ZFC3H1	0.0545419389038209	0.890113116128401
TMEM19	0.0151786998418493	0.96748713864571
TBC1D15	-0.0748568945583393	0.838219527327337
TRHDE	0.397264755176671	0.651274976817372
KCNC2	-1.51023050612043	0.0104256413545373
CAPS2	-0.159150472494661	0.826583951575719
GLIPR1	-0.332684321233099	0.562776219395596
PHLDA1	0.469994743136459	0.356388707806058
NAP1L1	-0.261731167987679	0.396750869262567
BBS10	-0.567728930409743	0.169099004008826
SYT10	NA	NA
PKP2	-1.47633667771874	0.0101873047437834
DNM1L	0.237066706688701	0.306590256062706
FGD4	0.209732358476693	0.862162195113191
BICD1	0.187986922227612	0.864929453052066
IPO8	0.145285536765195	0.62972499630194
ERGIC2	0.0571254167221253	0.857976021157451
OVCH1	-0.228766411458106	0.775713821529729
FAR2	0.32841085808892	0.278292090628544
KLHL42	0.648169941705383	0.104181490122636
MANSC4	0.146924757685733	0.816602171738203
MRPS35	0.154799456184862	0.602783713295646
PPFIBP1	0.741851599462078	0.011976086091384
SMCO2	NA	NA
ARNTL2	0.872088804961038	0.240696955914576
MED21	-0.0617215022059352	0.810627269540045
TM7SF3	-0.441826824862778	0.256047038262364
FGFR1OP2	-0.356289363982602	0.0848814035580624
ITPR2	0.0179318202638188	0.97233467040725
RASSF8	0.729717866382947	0.024370340235726
LRMP	0.491144557099082	0.555067388093819
SOX5	-0.0172781954310775	0.992294202811439
C2CD5	-0.0237630227471502	0.951057052544681
ABCC9	1.36200771516356	0.0265491339804465
KCNJ8	0.939937898458908	0.163552247667143
	-0.0691029351689059	0.777272002664544
GYS2	-0.88522943334147	0.214116472205404
GOLT1B	0.411827450767484	0.0798936547950285
RECQL	0.166427537777169	0.647145903596315
IAPP	0	NA
PYROXD1	-0.547635736253575	0.0158168893694012
SLCO1A2	-1.33204271580612	0.0022958089662051
SLCO1C1	0.0103367414806138	NA
AEBP2	-0.228350994561388	0.3477274369022
PLEKHA5	-0.192740315001612	0.580330995211183
CAPZA3	NA	NA
PLCZ1	0.0106984186739662	NA
PIK3C2G	-0.457731906673935	0.349842408682497
	-0.0174526641919711	NA
SLC15A5	0.0107398381251234	NA
DERA	-0.299769558081304	0.126988120079523
EPS8	0.722089704113173	0.0228040236502439
PTPRO	1.25654201719247	0.0629981415226809
RERG	0.146656547114392	0.884707948811599
ERP27	0.16952783842251	NA
ART4	0.247175214625307	0.993370750377633
	-0.00365596826449534	NA
SMCO3	NA	NA
	0.155852567492738	0.428315340057787
ATF7IP	0.213212102362096	0.580295933312335
GRIN2B	-0.0189278566986275	NA
	NA	NA
FAM234B	-0.269000647681314	0.459653884085273
	0.0105789637792725	NA
BCL2L14	0.479552253627483	0.544512173045106
LRP6	0.295209616578484	0.648542497802902
	-0.0180514721612676	NA
	-0.109013103461541	NA
TAS2R9	NA	NA
YBX3	0.484713866928953	0.123299631250382
STYK1	0.287545209028109	NA
	0.212593921120032	0.506914964690183
	-0.298443174604912	0.770419836805233
	0.0175752369484012	0.955010558775901
	-0.0181741885331798	NA
	0.159613583965945	NA
	0	NA
GABARAPL1	0.238352359478241	0.299836905303199
OLR1	0.719821752313529	0.374268626383444
CLEC7A	0.498801695617355	0.657954734677287
CLEC1A	1.1559442725718	0.0882048779838389
CLEC1B	-0.0182021228307083	NA
CLEC12B	0.276664950842901	NA
CD69	-0.338457515227137	NA
KLRF1	0.26626229074126	NA
CLEC2B	0.601494054158549	0.479985726559445
	0.176760537342753	0.849690500472366
	-0.0650668559313578	0.962393023591026
A2M	0.128255392889628	0.869591228242804
PHC1	-0.325400644334869	0.093230162503952
	-0.300665938387569	0.662677169728414
	-0.350134779622053	0.571866190488639
RIMKLB	-0.573118949890468	0.336934039309612
AICDA	-0.755730754679174	0.314869722573151
APOBEC1	NA	NA
GDF3	NA	NA
	0	NA
CLSTN3	-0.164501890390758	0.731096614598572
C1R	1.47416747282946	0.000319848679387121
LRRC23	-0.208485092272252	0.793420507250548
GPR162	-0.279751178290496	0.707189332155655
P3H3	0.32918484189272	0.193532270074571
GNB3	-0.990229196913922	0.0525259848935254
CDCA3	1.47332932000374	0.000149774205098357
USP5	0.326286519848288	0.0351461176442078
TPI1	0.801701262164016	0.00741576644666369
CD4	0.696320133985525	0.398942814495544
LAG3	-0.873405981345127	0.0954774482503322
MLF2	0.177580706816374	0.495221572202022
COPS7A	-0.121757849741689	0.620468536313093
PIANP	-0.0771359846560591	NA
NCAPD2	0.0346125832545511	0.930500292486238
GAPDH	0.871014531258226	0.0143474576882322
IFFO1	-0.75800508677306	0.0082640067462274
	0.0442306729094724	0.879085787609469
	0.248487489054056	0.065531648017405
LPAR5	-1.06473883456012	0.00304656953142212
ACRBP	-0.147264448110512	0.431617494748604
ZNF384	0.0555655936857925	0.838568311507973
VAMP1	-0.303450139212575	0.654854423291558
TAPBPL	0.147910593510766	0.621943139243382
CD27	-0.517606996957321	NA
LTBR	0.367269006199775	0.0680819660333181
SCNN1A	-0.175173853403895	0.745967246755339
TNFRSF1A	0.789412500059628	1.71791008128759e-06
PLEKHG6	0.417054296723279	0.69196155811115
VWF	1.7776462880695	0.00320815195929697
	1.22030313004716	0.0477277232930466
KCNA1	0.597284543269421	0.354712659334853
KCNA6	0.0361286951776708	0.922907582686241
	0	NA
NDUFA9	0.243844372376177	0.0573864868740722
AKAP3	-0.490970203234038	0.138393497339748
	-0.995473028573866	0.141458779151831
RAD51AP1	0.742941029242276	0.0519802576964236
C12orf4	0.106851193478508	0.712545058790206
PARP11	0.968948058787817	0.00150271694429846
PRMT8	-0.138262143168221	0.790554207912649
CRACR2A	1.25213504735365	0.00849614725136716
	0.99663074675121	0.0762419369911743
TSPAN9	1.05850317232872	0.000861604980067507
TEAD4	2.05329286988133	3.84500709668951e-11
TULP3	0.0779274992143284	0.658536030625896
RHNO1	0.449475166131225	0.137662104035836
FOXM1	1.72707893676608	1.97372246682604e-05
TEX52	0	NA
NRIP2	0.0657428866401129	0.88880602683476
ITFG2	-0.345564791699239	0.111680356691089
FKBP4	0.360579785785305	0.0471981994913111
	-0.147908316773248	NA
DDX11	-0.66898992468197	0.051628865555869
WASHC1	0.0316088007755907	0.931076620091325
IQSEC3	-0.144581983437979	0.849404175747572
SLC6A12	0.285212706075455	0.697482377316814
CCDC77	-0.185660418357571	0.541017553498189
WNK1	0.531353173619792	0.317194068016226
RAD52	-0.0780150875393764	0.839623856653637
ERC1	0.636249125888659	0.00314374917854633
ADIPOR2	0.151008824021258	0.3021992823791
	-0.913112575332642	0.0803793627452681
LRTM2	0.892474707339747	0.154529248154894
HDHD5	-0.39940436964745	0.255667539377419
IL17RA	0.695687967814585	0.00847643975933719
CECR2	-0.359899433525178	0.266483493888371
ATP6V1E1	0.337313789406966	0.24692930014495
BID	0.117846328113071	0.591445425323881
MICAL3	0.3831760095959	0.288772939821516
TUBA8	-0.678702438934374	0.0851569190166849
USP18	1.26324669720492	0.0535509212963369
	NA	NA
CPNE8	0.124028852650465	0.732022278429075
KIF21A	0.00232927705949571	0.994170661391457
ABCD2	-1.0019769807642	0.0821774744575199
	0	NA
SLC2A13	0.140906362980228	0.777272002664544
LRRK2	0.495903077850744	0.439678048946328
CNTN1	-1.20328411765489	0.0229212847755046
PDZRN4	-0.158491455573232	0.668038676846396
PPHLN1	-0.188823880532793	0.310772448690207
ADAMTS20	0.560723275699111	0.367545231133219
TWF1	0.515726965184088	0.0468708857247445
IRAK4	0.354752715302316	0.143691301060956
PUS7L	0.139999735228297	0.695852380006361
TMEM117	0.745851581183579	0.147757258736945
NELL2	-0.228503052088176	0.705476929147669
ANO6	1.04273388605963	0.07546751063019
SCAF11	0.332813686968672	0.395699887980976
SLC38A1	0.173239861380227	0.782837867128931
SLC38A2	-0.133253045548364	0.733459630043006
AMIGO2	0.903660534737824	0.159419895231962
PCED1B	0.651036656473077	0.458719114562249
	NA	NA
SENP1	0.0119972108036815	0.976994938788394
H1FNT	NA	NA
CHST11	0.772709667214627	0.0781538873453112
SLC41A2	1.05330783374539	0.0253438746733818
ALDH1L2	0.893778930014059	0.0260840780924413
WASHC4	-0.0357253641721712	0.93731637238276
APPL2	-0.220859471465969	0.215617712191854
KANSL2	0.0123931757288799	0.955922978561242
TXNRD1	0.656406171094739	0.000988926345526251
NFYB	-0.354759801574223	0.164744044772197
HCFC2	0.235464166241134	0.480046285525959
TDG	0.225237427091657	0.441069609184295
GLT8D2	-0.0303619347755686	0.93731637238276
	0.425107035492736	0.107534418494157
NT5DC3	0.702185341563916	0.283495587529902
	-0.352552050284349	0.639919222954378
PAH	0.173268562383165	NA
IGF1	2.71350656965657	4.01681655638446e-09
PMCH	0.347698425038319	NA
PARPBP	0.864453344222877	0.0790626787446647
NUP37	0.185391198342963	0.549470883746262
GNPTAB	0.00795763105401306	0.983157118252304
SYCP3	NA	NA
CHPT1	-0.613627700647877	0.0111372340591352
MYBPC1	-0.538598197957493	0.447739915615082
	-0.624080442197266	0.216744267219222
UTP20	0.344803384211732	0.320574158737285
ARL1	0.0964053901849017	0.632632337939051
SLC5A8	-0.448904030181842	0.527925109412472
ANO4	-0.216999519565783	0.771262348564589
GAS2L3	1.68389109134301	4.17641681497412e-05
NR1H4	-0.0180574088776972	NA
SCYL2	0.153547058766246	0.653628993498211
ANKS1B	-0.29184265067656	0.368613830894513
	NA	NA
APAF1	-0.260271191313172	0.441230850489783
SLC25A3	-0.103859390088373	0.641197216411417
	0.333984220738996	0.613994581651128
NEDD1	0.218892682962952	0.578067253722409
LTA4H	-0.197763329744276	0.329806870902097
HAL	-0.182272443313665	0.840249916711054
AMDHD1	-0.197888707606784	0.793347000152238
CCDC38	-1.0767327911484	0.0835809581605572
SNRPF	0.123313786833289	0.685650761009695
NTN4	0.555834769023279	0.290365491531347
	NA	NA
VEZT	-0.276531930117459	0.191851336632823
FGD6	-0.12770129959382	0.772540502311531
NR2C1	-0.369421880851716	0.065307767147673
	-0.398672981749113	0.125529102639711
	0.485479117658775	0.368978516239878
PLXNC1	1.54217665204483	0.00412469428584162
	0.52707271968811	0.0308661440604813
CRADD	0.304270975935454	0.373369966088134
DCN	-0.986907167229975	0.00406542726749976
LUM	1.33329967230406	0.0197628268626011
KERA	1.13691673439137	0.0298377368901758
EPYC	0.177712627617205	0.82496146621256
POC1B	-0.418769997693805	0.0539110357445993
C12orf50	-0.736678290298609	0.249544947341408
C12orf29	-0.660616072935156	1.02545823873115e-06
CEP290	-0.235428642635477	0.643400395894035
TMTC3	-0.170682590373728	0.652397189562822
NTS	0.432842146362405	0.542929218985757
LRRIQ1	0.177857284898477	0.855623633369308
SLC6A15	-0.112663062727813	0.868893623972793
MYF5	-0.0325803775098534	NA
ACSS3	0.1078189709647	0.793788914116826
PPFIA2	-1.57462934551449	0.00656731195573633
METTL25	-0.236097332470182	0.595216990204311
OTOGL	0.0250058494996704	NA
SYT1	0.578898082714923	0.662302059067547
E2F7	1.62266362459322	0.000753776150181629
	1.46271554531562	0.00016492657838622
	-0.504029955431625	0.0826131277645003
TBC1D22A	-0.0400240748781106	0.891647737854328
DYRK2	0.324794081063837	0.216406356153442
	0.856551508892058	1.75025730203344e-05
KLHDC7B	-0.194383514215565	NA
SYCE3	0.169301766075622	0.75682220260118
LMF2	-0.203192919830178	0.538767557802889
NCAPH2	-0.230234595591253	0.416983887147875
ODF3B	-0.940621179661846	0.244515848445769
SBF1	-0.0607854323573573	0.819309727657868
PPP6R2	-0.807626932633451	0.00907071432599351
HDAC10	-0.778720656919319	0.0425826575695878
TUBGCP6	-0.551395125899015	0.0523285317000659
SELENOO	-0.394331931119604	0.241528326009833
TRABD	-0.112242495810129	0.784098359086243
PANX2	-0.831688573304144	0.215211401003023
MOV10L1	0	NA
MLC1	-0.00373835471090128	NA
ALG12	-0.534426874282841	0.136590102666005
CRELD2	0.366793838368031	0.180003655254969
TTLL8	0.0389907671662085	NA
	-0.0976742353119897	0.908508019676513
EXOC2	-0.132586387031111	0.596353545747012
FOXQ1	0.0107750879841193	NA
GMDS	-0.287094507940786	0.294785850276379
PPP1R3G	1.11444481454589	0.00402574972658935
RPP40	-0.0224964679404021	0.948589737712452
CDYL	0.61099386167034	0.0104917054107802
ECI2	-0.0240138520638153	0.9515461823584
	-0.00421131185263592	NA
PRPF4B	0.263393847261626	0.224669617716562
SLC22A23	0.991358226044233	0.0253790188626616
	NA	NA
BPHL	-0.492741665472859	0.212726552152624
RIPK1	0.196751983159089	0.190155272277417
	-0.196160636532737	0.188758708152901
SERPINB1	0.54422522505498	0.0683888740781106
RREB1	0.267995356725892	0.65490876367303
SSR1	0.448832001983359	0.142626029480481
RIOK1	0.554063836089533	0.0477856673760901
DSP	-0.619806688182571	0.0015972160006534
BMP6	0.494928263394586	0.2422360013715
SLC35B3	-0.356394636326134	0.0411582582331211
	NA	NA
TFAP2A	0.201346058850956	NA
	0.211144625345665	0.321243588603754
C6orf52	-0.395920691571699	0.622787012460663
PAK1IP1	0.211755798896084	0.332945658621509
MAK	0.867469550929805	0.205537223198421
ELOVL2	-0.616970480158074	0.335546170952908
ADTRP	-0.00380212047919189	NA
HIVEP1	0.378412925276929	0.416718742298274
PHACTR1	0.690056083177437	0.0588122870613821
TBC1D7	-0.574088847015493	0.0692786924079766
RANBP9	0.683534408403084	0.0436583652636069
MCUR1	0.746097611555179	0.0324638315084594
	NA	NA
JARID2	0.407658728175974	0.0191524222191435
DTNBP1	-0.528712584670659	0.222373269746627
	-0.273606662797579	0.478127732452507
GMPR	0.740749610448564	0.18496482320019
ATXN1	0.205329151301877	0.674040797357262
STMND1	-0.0641419195979928	NA
CAP2	1.57162088850606	0.00875991594873474
FAM8A1	-0.394063446127922	0.0206514430286301
NHLRC1	-0.142219697221101	0.806876592556804
TPMT	0.495887736971428	0.087706436018859
KDM1B	-0.00202826100696171	0.993370750377633
	0.197246497167415	0.373587921754443
RNF144B	0.305883486977101	0.602520352059482
MBOAT1	-0.691865800609874	0.0259429215962296
CDKAL1	0.149888843161251	0.593377709012778
SOX4	-0.0773825194663786	0.870364079373977
	0.0105799333327888	NA
DCDC2	0.0536757469859574	NA
MRS2	-0.0557446513192501	0.873283683264458
	0.588126085805197	NA
GPLD1	-1.09973187165115	0.028347024653921
ALDH5A1	-1.35343447292265	2.36821270142655e-05
KIAA0319	0.437078633377342	0.4926254582381
TDP2	-0.242504151000715	0.200508427000256
GMNN	0.36146339328611	0.215074099258312
ARMH2	0.0107459119294553	NA
	-0.703083353357249	0.263061915687977
	0.641290706256289	0.300592850668757
CMAH	0.904177876739601	0.204529028362055
CARMIL1	-0.000732095639577458	0.992339511866179
SCGN	-0.0137583997441014	NA
	-0.0180206714376346	NA
SLC17A1	-0.97030165867455	0.0595794165161202
BTN2A2	-0.209496768928038	0.664034642034233
BTN1A1	-0.937887376691706	0.134870922523043
HIST1H1D	-0.00703252314538971	0.987053370095626
ZNF322	0.443209316742941	0.027692605191087
ZNF184	-0.213542980324817	0.417412364791084
	0	NA
ZNF165	-0.140153797778527	0.748401815481689
ZKSCAN8	-0.0893450631045578	0.840249916711054
	-0.0528113954870428	NA
ZSCAN9	-0.701289101910474	0.0375569801622871
ZKSCAN4	0.540528777034374	0.100695196305854
NKAPL	0.175175414599264	0.809730594627947
ZSCAN26	-0.069073763832932	0.849469139756434
PGBD1	-0.404089259898421	0.151064249292321
ZSCAN12	-0.0932555542965968	0.82906359479794
	NA	NA
GPX6	0	NA
GPX5	-0.435282642530878	0.545982028440056
	-0.26084871623597	0.71043005009935
TRIM27	0.104635068081587	0.515515663556759
	0.707594445011632	0.0395866075124795
	1.32320688077031	0.00441087381050909
	-0.554305293474302	NA
TRIM26	0.413235595438079	0.256281116181118
TRIM10	0.423113718880966	0.466521203564431
TRIM15	-1.52934327109201	0.00383069098276431
TRIM40	-1.53780695404156	0.0156457883845911
GABBR1	-0.373223009678492	0.198273881580378
ZNRD1	0.0147754471179102	0.95742350974676
ZFP57	-0.291547938024128	0.617841740481701
MOG	-1.13838109036347	0.0770010551513085
	0.67922196041469	0.552754336180559
	-0.0180574088776972	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	0.344510127286202	0.414899893147222
TRIM39	-0.254397551208208	0.458086270758305
ABCF1	0.394346277469578	0.00600887562040311
PPP1R10	0.62052238398511	0.0115754854630923
