gene_name	DamagedvsIntact_log2FoldChange	DamagedvsIntact_padj
SARM1	-0.220710585597388	0.29737782650881
POLDIP2	-0.107053839527725	0.422158160993019
PLXND1	-0.474002686077011	0.000299333307199734
AK2	-0.111995837677644	0.603284426585968
CD38	0.0405443626299482	0.849790141635415
FKBP4	-0.057549334829485	0.740838673881176
KDM1A	-0.0549465394080916	0.736577624495565
RBM6	-0.280170758361327	0.0874118744727754
CAMKK1	0.460530208610312	0.00810155139652985
RECQL	0.418609890609737	0.0142404733411733
VPS50	0.248555993189445	0.117496854152788
HSPB6	-0.417946262173389	0.078502163939018
ARHGAP33	-0.667711701866806	0.0326512747943747
NDUFAB1	0.388222060660752	0.104930710403009
PDK4	0.227953576301702	0.748735662829506
SLC22A16	0.0442007046658595	0.881016768287068
ZMYND10	-0.0472767178243033	0.963604093498037
ABCB5	0.257365587267369	NA
ARX	-0.0149350007922927	NA
SLC25A13	-0.0595226630542783	0.760178342361633
ST7	0.0136584455373285	0.971259880170179
CDC27	0.204431985393285	0.210429557999261
SLC4A1	-0.111047514654883	NA
CALCR	0.415645520752549	NA
HCCS	0.241988819053648	0.140661631651034
DVL2	-0.280197110706493	0.0747509852322903
PRSS22	0.0179258927039068	NA
UPF1	-0.194853394935609	0.286781500612486
SKAP2	0.782314087555837	0.00027074079236259
SLC25A5	0.499565109646811	0.00786423784457267
MCUB	0.798169730371019	8.9513505500521e-06
HOXA11	-0.334038930263492	0.0363255668791182
POLR2J	-0.0728849193924147	0.946781474974167
DHX33	0.212354100396939	0.244466048592431
MEOX1	0.493709394956094	0.141147431086275
THSD7A	-0.779805589269644	0.0231292372872598
LIG3	-0.355954669353	0.134882603065259
RPAP3	-0.0592704105058858	0.750564402675699
ACSM3	-0.269742312316112	0.289273808404893
REXO5	0.0606410126990052	0.919412369857218
CIAPIN1	0.0562691288408681	0.836794651361501
SPPL2B	-0.114234561745731	0.612742250527234
FAM214B	0.146140300354437	0.334326934131271
COPZ2	0.246150714142505	0.232856038219758
PRKAR2B	0.602039980300294	0.104411080117793
MSL3	-0.00185502698265443	0.988316097135939
CREBBP	-0.450478971794545	0.00925357699420722
TSPOAP1	-0.294101364201869	0.0717166279051652
MPO	-0.0682544918795977	0.81301430475845
PON1	-0.230437669725042	NA
GCFC2	0.34600540391924	0.208680363828628
WDR54	-0.0885846720493348	0.67063145142894
CROT	0.381006867620271	0.109283370191044
ABCB4	0.365157061206138	0.253326668428472
KMT2E	-0.170581903868045	0.438248731607095
RHBDD2	-0.217327619359907	0.267527838266242
SOX8	-0.496306240291324	0.00596191421910434
IBTK	0.235179640169173	0.128281507151533
ZNF195	-0.130631524561986	0.761004444437397
MYCBP2	0.0337431003827241	0.927142941647995
FBXL3	0.426341312929052	8.40389697665467e-05
ITGAL	0.263750110475832	NA
PDK2	-0.405324324664869	0.158114157629282
ITGA3	0.59006994664831	0.00432094348547922
ZFX	0.0566247747824736	0.887800970951188
LAMP2	0.216080126708947	0.16613075715555
ITGA2B	-0.665240568927248	0.0393907301915538
ASB4	-0.319870907181768	0.475569458097846
GDE1	0.392173795129427	0.028765291134898
REX1BD	-0.097025965482769	0.668130477988554
CRLF1	1.27952728227884	3.16163674991954e-05
OSBPL7	-0.211031476093217	0.379089599593589
TMEM98	-0.0417991746231846	0.817403759879949
YBX2	-0.462426665435391	NA
KRT33A	0.005305000534175	NA
MAP3K14	-0.268968397366048	0.182514341601039
ABCC8	-0.628173027518631	0.0575451948396041
CACNG3	-0.0201769461866454	NA
TMEM132A	0.112636486937095	0.853219470328681
AP2B1	0.0712151942062896	0.682314122256334
TAC1	-1.22053381559163	1.65140477852999e-05
ZNF263	-0.175134263714415	0.315858359235167
CX3CL1	-0.303210629614014	0.4192101074399
SPATA20	-0.204038300598348	0.168495840706747
CACNA1G	-0.158615777591415	0.6147245129463
TNFRSF12A	1.01582173672479	1.20614223667914e-05
DLX6	-0.352067415750991	0.062553145924702
MAP3K9	0.127118106533564	0.588871266917396
RALA	0.188613303960772	0.285411460308489
BAIAP2L1	0.297793256816794	0.207967397202711
KDM7A	0.201891228319363	0.354915810703601
ETV1	-0.131633506889704	0.789733181868279
AGK	0.120394132394182	0.614059156323795
ALDH3B1	0.456729876440936	0.0348425730441499
TTC22	0.0264683451739461	0.798975593116743
PHTF2	0.110441217077116	0.657696326408887
CCL26	0.0801106646245248	NA
FARP2	0.122763327140758	0.630188322024252
USH1C	0.0374830518095004	0.79511494324352
GGCT	0.200822977584336	0.38997274464955
DBF4	0.416115443881056	0.0314659190029503
TBXA2R	-0.163430814643659	0.725605755896943
IFRD1	0.156891258419838	0.516072551244958
LGALS14	0.00886571243211692	NA
COX10	0.297368415945949	0.25039683490131
GTF2IRD1	0.0614782181685907	0.767856886317849
PAF1	-0.271383410144921	0.0345883523159467
VPS41	0.0264424282157219	0.981138348478471
ARHGAP44	0.584915019795899	0.0344645630795356
ELAC2	0.0209606999450658	0.808081623924734
SCIN	-0.200102959107468	0.385771750510543
ARSD	0.0503396646548397	0.854561140011947
PNPLA4	-0.158388060085148	0.532912020462701
MYH13	0.0171660447804066	NA
ADIPOR2	0.0418091725672756	0.891974218302567
CDKL3	0.0618141403887648	0.872091312407208
UPP2	-0.0796556296661354	NA
PRSS21	0.00315246574434815	NA
MARK4	-0.376744600442526	0.0413438030699867
PROM1	-0.044158254586148	NA
CCDC124	-0.176285697261615	0.438934982671993
CEACAM21	0.0695279526004621	NA
PAFAH1B1	0.150232229897133	0.45827506688116
NOS2	0.457978221516345	0.0508952246129822
DNAH9	0.071472696648805	0.624982727349338
KIAA0100	0.111069650830735	0.445241355985801
SLC13A2	0.00523000599825404	NA
GAS7	-0.278115799693371	0.179946330072283
TRAPPC6A	0.0112707801863831	0.974434009296106
MATK	0.350593013530587	0.302020536388332
CEACAM7	NA	NA
CD79B	-0.412161656757963	0.0403735569359141
SCN4A	-0.85773866035587	0.0129835748099049
ST7L	-0.0664578035173373	0.779457432197511
TKTL1	-0.728191647931277	NA
PAX6	-0.465824414721226	0.360090322067386
RPUSD1	-0.0500659021157898	0.972214026226402
RHBDF1	-0.105746005932014	0.835538050377845
LUC7L	-0.240851264073753	0.243223013011669
CACNA2D2	-1.17809514151587	6.08145613334782e-13
BAIAP3	-0.00854663970112868	NA
TSR3	0.126479910785151	0.506024275030233
PIGQ	-0.109770355653943	0.736577624495565
CRAMP1	-0.233150009484797	0.452235730524294
TEAD3	-0.190282312585118	0.576825261908367
SELE	0.506579619964571	0.276248135538934
DNAJC11	-0.126615804049606	0.356679353784276
FMO3	0.317354146343123	0.729620512972095
MYLIP	0.199010772704466	0.600826250140098
NOX1	0.0905761223277018	NA
E2F2	0.477744959688759	NA
PSMB1	0.334558824462213	0.0216951674692142
SYN1	0.217307727720416	0.311249377138654
JARID2	-0.199174865965512	0.420976517071124
CDKL5	0.0727693628356487	0.730592172296501
CAMK1G	0.0123251777537017	NA
CDK11A	-0.252625329628591	0.332533256263237
NADK	0.12266104323442	0.544197680827798
TFAP2B	0.210703283979089	NA
TFAP2D	-0.00741913778660335	NA
DLEC1	-0.514956071372646	0.212730995437873
CYTH3	0.170634916982882	0.362233635666152
ADAM22	0.105293408874842	0.851562722227798
SYPL1	0.513396029251888	0.00519911673673179
CYB561	0.0129784463718688	0.943218607137642
SPAG9	0.268542072218804	0.0796379573090631
CELSR3	0.158007424914147	0.768737926385651
AASS	-0.202468170096398	0.440907258763015
PLEKHG6	-0.340974703416825	NA
SS18L2	0.374940479157914	0.176286440128842
MPND	0.209662848547087	0.377141075227145
MGST1	0.103386867507711	0.900603574229726
CRY1	0.50958943936265	0.000964515939326467
PGLYRP1	-0.00581195958071651	NA
NFIX	-0.345461875798225	0.0383041755744565
ST3GAL1	0.578042791974034	0.0015650816103691
MMP25	-0.44919751424569	0.161312492296263
IL32	0.463885342009292	0.359571196969941
PKD1	-0.195498785600493	0.45002184340596
MAPK8IP2	-0.33131339442421	0.467774811623643
MED24	-0.322494998572801	0.0386600920934998
RHOBTB2	-0.174110016459168	0.360413020155521
HEATR5B	0.103175968744763	0.779152049188952
SEC62	-0.126930148412996	0.601316212716948
RPS20	0.218872716226873	0.0966470851077412
CSDE1	0.166679867462574	0.168495840706747
UBE3C	0.224805634518645	0.0933502840402763
REV3L	0.132027633769914	0.507657501370513
TENM1	-0.446203861769611	0.0763335294059547
PAX7	-0.0329133015973254	NA
MASP2	-0.362079429480795	0.419843009400296
IYD	0.894850578795746	NA
FAM76A	0.197425641978421	0.315306755128547
TRAF3IP3	-0.170673471696109	NA
POMT2	0.204638739393245	0.257266111504971
VTA1	0.231601729693429	0.0897773009263543
MLXIPL	-0.0877920720941316	NA
BAZ1B	-0.0432528870343947	0.861979574574979
RANBP9	0.252859983348175	0.0190469326600515
ETV7	0.318073330860261	0.658859894086063
SPRTN	0.0213034423749575	0.810231967867299
METTL13	-0.121413421582239	0.42873440669602
DYRK4	-0.112826287707189	0.423695610642342
ZNF207	0.18797247611382	0.158392887930606
UQCRC1	0.550680398128765	7.63963782913593e-07
STARD3NL	0.190895313578567	0.329538834118001
CD9	0.2006119620823	0.192146858815426
HHATL	0.0390304404542809	NA
NCAPD2	-0.308098645122721	0.054397097016948
IFFO1	-0.0877117590547444	0.712498332763009
GIPR	0.538819574545315	0.0955320402372205
PHF7	0.0578221710915152	0.833113953105853
SEMA3G	-0.10356876398066	0.830135526630433
NISCH	-0.351673419973077	0.0169820973736432
STAB1	-0.0964590973639051	0.766189061907046
FUZ	-0.226152273046997	0.206516249586617
SLC6A13	0.229740681550692	NA
IDS	0.0286881093578874	0.860220199732442
PRSS3	-0.147307234073166	NA
ZNF200	-0.0298357469645421	0.863105846427499
CD4	-0.330184572748241	0.153437053311946
LRRC23	-0.0893389353399891	0.787030745825174
BTK	0.586374426726443	0.175807260090213
HFE	-0.13067618673375	0.66301189992337
SCMH1	-0.319042474028147	0.0616933195096849
FYN	0.212878951220319	0.338327016973316
HIVEP2	0.0258835035865451	0.891664095638557
FMO1	-0.267085576645577	0.217288210780252
ELOA	-0.0250160426068728	0.90283566141735
LYPLA2	-0.182503697893616	0.52299209378576
CLCN6	-0.153120660888465	0.490505390568822
MRC2	0.247547234664354	0.0427717553006721
NME1-NME2	0.148449927097362	0.857073490880088
SLC6A7	0.00058472110401783	NA
TSPAN9	-0.0667368020419242	0.765385460501345
BTBD7	-0.0439600051875551	0.966453511459996
APBA3	-0.258941517393338	0.288448446677968
MKS1	-0.160908417073242	0.535551970365318
ABHD5	0.392403027164405	0.0513644177229793
ANOS1	0.302736598830957	0.0768638192282483
AKAP8L	-0.227915265872306	0.147101793474275
MBTD1	0.0902262663603404	0.665007049028495
UTP18	0.322233609294061	0.14269868614345
RNF216	-0.16374451351477	0.368347178233608
TTC19	0.125402221067467	0.399249733213946
PTBP1	-0.134401756993895	0.604574011254537
DPF1	-0.0518112530743498	0.968365989712467
SYT7	0.267173281873048	NA
LARS2	-0.287971379594543	0.173971565282207
PIK3C2A	0.0943859495088901	0.817159284242563
PLAUR	0.756413895114696	0.000358234525717409
ANLN	0.835010838567172	0.013528216756377
WIZ	-0.251785143118189	0.238639354769894
RABGAP1	-0.102805611252944	0.595475280989826
DCN	0.266582611503951	0.143240705278133
QPCTL	-0.110905721708819	0.790905956101189
PPP5C	-0.169215594377789	0.425109925969737
CEP68	-0.151538407535021	0.341246890995231
MAP4K3	0.247955414677883	0.21658884038537
ZBTB32	-0.338437010634601	NA
TYROBP	0.071648465150688	0.637438672259659
TMEM159	0.418475641923861	0.103401073338128
GABRA3	-0.0436040799578137	NA
BRCA1	0.217702789222023	0.432969464675436
ERCC1	-0.0673835814045097	0.809363143413546
CD22	-0.538013032118319	0.10661289834916
SEMA3B	-0.0418270549362034	0.99933534824855
MBTPS2	0.186323441213225	0.23804407998342
PRICKLE3	-0.184126334092667	0.519033895009409
LTF	-0.599964295199603	0.00217383645771731
EXTL3	-0.0971899991328659	0.739726251776006
NR1H4	-0.0200037621286651	NA
ELOVL5	0.349053700014023	0.0170327682274535
ALOX5	-0.144897628959376	NA
KDM5D	-0.580806675352622	0.234410128967829
CALCOCO1	-0.221079403664383	0.143738724087828
UBR7	0.121430838985304	0.638772235896483
MAP4K5	0.107099374904646	0.421985022372658
EHD3	-0.448640015990722	0.0245952331019333
PSMC4	0.00289354109032213	0.992170002542367
MAN2B2	-0.225571690079608	0.331380241055619
SLC7A14	-0.201567681122052	0.0865970399063555
CLDN11	-0.164201075122528	0.653531105717882
SLC25A39	0.0444653654568403	0.79114955698639
MVP	0.107282778644226	0.425461382453703
NUB1	-0.26803579198963	0.314068559623381
PGM3	0.245452420498747	0.317483573781296
RWDD2A	0.269035290698944	0.143738724087828
CLK1	-0.0901983856287931	0.611136425248492
POLR3B	-0.0510125838065541	0.905306546519283
ANGEL1	-0.0893374426464093	0.69067762408766
RNF14	0.23506722348707	0.131807776421406
DNASE1L1	0.243666812531202	0.113160012721018
DDX11	0.134843902011651	0.57706282716098
HEBP1	-0.100222107447563	0.589174232216952
GPRC5A	0.662423801298476	0.000843386197481347
MAMLD1	0.283008349488087	0.211088164777911
CD6	-0.0476441440478855	NA
TACC3	-0.0283326107331685	0.898935114326883
UFL1	0.255229368180111	0.0966380334428855
POLA2	-0.415137593881424	0.0398841694481245
ZC3H3	-0.419483984267454	0.0736359135820686
CAPN1	0.0448984253308182	0.778151084611934
ACPP	-0.126829844431612	NA
MDH1	0.377037764741293	0.0240336934761587
SLC30A9	0.200798663565286	0.0879273481732543
MTMR11	-0.208035286074276	0.285677051582967
COX15	-0.076016135339886	0.695426347025112
CCDC88C	0.00496968596861605	0.981960336584244
YAF2	0.0534857966445398	0.897823044843934
ZMYND11	-0.0834373065489619	0.626720835130334
WAS	-0.277674096606791	0.310788729525651
DPEP1	0.0666917899115925	NA
BID	0.451159729093738	0.166483132346441
MATR3	0.0748886678989374	0.681291946348444
NPC1L1	-0.710619255260057	0.00997364788374755
XYLT2	-0.286313264300977	0.0965757369370551
RGPD5	-0.398149012269652	0.315042589932826
STMN4	-0.0453812529296931	NA
NUDCD3	-0.31682591100625	0.0537419656892328
ISL1	0.0360686791539055	NA
CHDH	-0.64068725289877	0.00233740057573657
IL20RA	0.0488327238000367	NA
CLCA1	NA	NA
CLCA4	0.0297621240587022	NA
GLT8D1	0.140406979856624	0.45002184340596
ATP2C1	0.176677928237906	0.249372590319552
IGF1	-0.18223792481778	0.698537647148974
SLC38A5	0.926133716000297	7.0406054167069e-05
RALBP1	0.0933536233396549	0.611988820886709
RUFY3	0.0336375726401718	0.869265821611985
CNTN1	0.453215888463521	0.719287857565555
SLC11A1	0.122025269296821	0.82984834289595
WWTR1	-0.13929892309506	0.383918535192647
AGPS	0.385093913453313	0.0403159811771898
ZNF806	NA	NA
CXorf56	0.0560133822845668	0.804286415227404
ATP1A2	-0.795423651838087	0.0230740246702327
TTC27	0.099076156474846	0.688960465017036
ZNF582	0.207622958440222	0.65317963991368
VSIG2	0.615841364288963	0.0607967473155759
PHLDB1	-0.197240833006846	0.285677051582967
MARCO	-0.257819737450632	0.295263838116473
CYP24A1	0.164205109658105	NA
PRDM11	-0.418415755251241	0.0497096172747206
SYT13	0.331974647610605	0.194674118923753
SNAI2	-0.427555197954579	0.0208554439914036
CD74	-0.351139160163294	0.0936439837464341
HGF	0.121037960219903	NA
ZRANB1	-0.076301962031925	0.632455476430072
NCDN	-0.398932211974762	0.000759268752532508
ADGRA2	-0.325364294620329	0.300103951830912
CCT8L1P	0.0178087685574468	NA
ZFP64	-0.331487819843306	0.0624908208278889
MNAT1	0.176086651504221	0.243051266522268
SAMD4A	0.11758967655957	0.551676699935024
RUNX3	-0.0977875051528381	0.93566808508337
MRE11	-0.0538321414474496	0.858367110147323
PLEKHB1	-0.826961674242398	5.32175684516506e-05
SERPINB1	-0.0578281209133115	0.771213694809476
CYP3A43	-0.0427417007707216	NA
SLC7A9	-0.16848358777122	0.750110610538709
SPAST	0.375949509045433	0.0197172724041515
NRXN3	-0.596046854625678	0.0514067923381865
OSBPL5	-0.236122947732548	0.178114485708783
AQR	-0.249810469340505	0.106871108135458
CPS1	0.430935529971914	0.0837051574324655
C8B	0.0589576902232101	0.875148762386752
FHL1	0.334395846424202	0.100454843290373
RTF2	0.0600948706802737	0.752895388515156
GABRA1	-0.0440259678861418	NA
NLRP2	-0.024939052904294	NA
SLC45A4	0.101409614743509	0.779063883413075
RNF10	-0.151671048591363	0.549241749725487
ZNF839	-0.182995483204951	0.393470215307087
ZDHHC6	0.182458606967439	0.394056525580258
GRAMD1B	0.0561807139527928	0.796153908308684
RNH1	-0.0715884697993745	0.809363143413546
NDUFS1	0.401436947369717	0.00788857118665924
RB1CC1	0.236758369125182	0.183875240550639
ERP44	0.0376936431676268	0.8242571497354
ALAS1	-0.235097950771791	0.246669181818344
BIRC3	0.189083325783117	0.760650796387094
AKAP11	0.32431365601222	0.0212931686144931
GLRX2	0.368833803178129	0.174035582193512
SNAPC1	-0.057000604500103	0.719105182587539
DERA	0.336890925252497	0.0244816772970615
STRAP	0.348195774299885	0.0535537048248205
ABCC2	0.521448940477068	0.224482103867486
DEF6	-0.425146314220046	0.090228540248046
PLEKHO1	0.136567896992615	0.689688919222437
GCLM	0.268797523538977	0.241059114657371
UBR2	0.0530220203175273	0.897823044843934
EHD2	-0.16134696742991	0.56237013282539
DEPDC1	0.866191111823635	0.0229368756813077
CCDC28A	-0.0966135804533986	0.595613241744255
RRAGD	0.108213878349975	0.770651302005326
HSF2	0.392478436559929	0.00655280234287613
PHF20	0.136774852929666	0.468758049779511
HSD17B6	-0.124628703925752	0.868243803590782
NR1H3	-0.233288556852012	0.227685442029968
TYMP	0.863006238494585	4.25587261838787e-09
NCAPH2	0.0556499973502104	0.825937089038826
TOMM34	-0.340552424396145	0.0871944068350125
SEC63	0.159746061205091	0.226727966948994
KPNA6	-0.0365760400199254	0.798183686432267
VIM	0.256458695615204	0.171177620138485
RTEL1-TNFRSF6B	-0.206253799768138	0.880429649923773
FAS	0.523161610606365	0.0146297614767664
RNASET2	-0.0486839831189688	0.766531039516944
CD44	-0.132358440400308	0.550797987830067
KCNG1	0.300045106313566	0.266091812408103
AGPAT4	0.00813153684793666	0.981138348478471
SLAMF7	0.514323419682804	0.37183939571126
BTN3A1	-0.513784447317354	0.00341639878416784
MIPEP	0.208214091143367	0.508942330049711
PRKCH	0.194964260913157	0.529970804491416
INSRR	-0.0892020394130464	NA
IFNGR1	0.357396834136618	0.0024298892009347
B4GALT7	-0.0826533877233841	0.719287857565555
SH2D2A	-0.132675345057968	NA
VRK2	0.158347291362497	0.4280449150642
TNFRSF1B	0.180962466501879	0.644034486019651
VEZT	-0.10803560162493	0.440730566227989
POU2F2	-0.0075184854233003	0.994919744821707
BRD9	0.0265084463320678	0.917881377861482
SNX1	-0.0467615233511128	0.744669738227134
TBPL1	0.550363492581439	0.00323004925610923
ARNTL2	0.825221970960971	0.00110767093301179
BCLAF1	-0.05588948883961	0.887924629100685
SLC39A9	0.0863225279419668	0.648521383943222
ANK1	0.0997978244908261	NA
IBSP	-0.0684644041288896	0.614079162512134
TFB1M	0.183552048438348	0.49842580225284
RABEP1	0.00486926731810313	0.999382468211656
HMGB3	0.416781005795613	0.141353920466733
NUP160	0.127938947321888	0.675415012121034
BAK1	0.13520476677977	0.550774463156645
MUSK	-0.350616844606699	NA
IKZF2	-0.0814880359707337	0.854190283980096
GRN	0.0503243439739876	0.741300750730807
FAM13B	0.053516063402821	0.878085400473501
ARHGAP31	-0.095373146821347	0.702950810368413
CENPQ	0.507092569216823	0.0334736804755299
SARS	0.0482359076076849	0.760018705952293
RANBP3	-0.371203151794345	0.100588153824041
ARID4A	-0.264963120928226	0.366433802330877
EIPR1	0.115416800820718	0.611618985554219
PNPLA6	-0.12160738058567	0.700977937412419
IFT88	-0.24550589673689	0.100632398602886
ALG1	0.2400713654235	0.107239878673974
ZCCHC8	-0.160533656445184	0.338327016973316
ABCF2	0.0867882669841913	0.598413968337411
CHPF2	-0.0571263468464989	0.762000668722849
LRRC7	0.506067426807252	0.112607189778632
FUT8	0.0159682654090452	0.987539977700723
UBA6	-0.179055871993998	0.670309943804418
GAB2	0.103448453087529	0.640757161912221
ATP6V0A1	-0.504765202938505	0.00427970692213997
PIAS1	-0.259072549446364	0.406770901718598
SLC4A7	0.270060926836933	0.320203860229658
APBA2	-0.240025319579364	NA
MAP2K3	0.199957814999648	0.224964508513581
EFCAB1	-0.489150865756216	0.0103130451898477
TMSB10	0.154053593327817	0.667671943185136
ASTE1	0.0685157623020886	0.828721782021227
RNF19A	0.0672330692036562	0.653287030255259
PEX3	-0.0650962891363911	0.752312633311576
GABARAPL2	0.390971577235262	0.00559322093825451
MYOC	-0.579000689328571	0.0423135403916117
SH3YL1	0.0822440820215687	0.734586281934598
FAM136A	0.0826890539482363	0.744409230727718
VCL	0.239119357043392	0.210658541891362
DEPDC1B	0.468292450998281	0.318627061169881
DAPK2	-0.515299679666517	0.0081557493496387
NSMAF	-0.0564965406980431	0.841112903267388
ADSS	0.533503262176399	0.000355782751932782
STAP1	0.0052622591081417	NA
TIMP2	0.325078601355595	0.0304878143923619
RFC1	-0.188418398120121	0.179780117359689
TBC1D23	0.282434283890788	0.0880756772114258
CUL3	0.10493292315607	0.629057283823409
MYOM2	0.333713373652597	0.401215423660194
OTC	0.139628194924221	NA
CYP46A1	-0.325667784109373	0.22124964628663
AC118549.1	0.190390422977403	0.208126381027327
SLC18A1	-0.0276054275238636	NA
USP2	0.490901476891664	0.118099888297101
CASR	-0.142118191443806	0.614182725172251
TUBG2	-0.571778541420848	4.71125710823405e-05
RPL26L1	0.191255366711627	0.428759349553745
FLT4	0.194835300088462	0.780617332075931
NSUN2	0.0349498083861034	0.947399342061303
FBXO42	-0.0560413815891301	0.777709894650392
MFAP3	0.228045950489892	0.347990077194218
MRI1	-0.0508629340081315	0.869726053589364
METTL1	-0.152643562337189	0.457186829434928
HOXC8	-0.375271750466583	0.259590372005727
AGA	-0.0608785339941005	0.90567623356204
PI4K2B	0.799584521022173	4.30389588254694e-05
BOD1L1	-0.0211729838000499	0.886743850938375
MAT2B	0.22874581399469	0.180494721080547
TLL1	0.258045932313376	0.476519613818846
EDC4	-0.293561207661015	0.242844055542247
TRIO	-0.152749870843869	0.479109873573762
VCAN	1.57316866833838	1.30107121418457e-15
CLEC16A	-0.0545848373500183	0.898935114326883
MSR1	-0.0849581990779729	0.476766887066937
CDH1	-0.170276668667156	NA
MTREX	0.108937834528872	0.636300371462601
DNAH5	0.289565080563453	0.427920714676852
ZFYVE16	0.102620330088944	0.766189061907046
RIPOR1	0.0988475656228184	0.575443802365517
C6	-0.330048311340266	NA
RAI14	0.720511309458268	1.3527447003612e-06
SOX30	0.15343175216013	NA
PNKP	-0.199848933430056	0.462434391101276
BEST2	-0.14999405848575	NA
PHLPP2	-0.0229404614683979	0.983254149233068
SPDL1	-0.10560647634014	0.720346767449628
STAU2	-0.0185679056993675	0.975359440492053
PQLC2	0.0644587596246507	0.82764907072915
CTNS	-0.272648864059665	0.315042589932826
RTN4R	-0.123085878858757	NA
PHF23	-0.105450900965482	0.718960868237758
CDH10	0.737627703417634	0.0322757040126502
INPP4A	-0.0671484066243305	0.786162962947657
RAB27B	0.965527998387879	0.00174379183378347
PSMA4	0.398087546619788	0.00733799050315464
MYO16	-0.335599158022911	NA
LSG1	-0.0347484565957637	0.933779598891308
PARP3	-0.136185602931483	0.53841982568408
TNC	0.411544034780885	0.0390437245510254
THAP3	-0.204712229195242	0.389891893121802
RIPOR3	-0.192640110580186	0.605949829068154
TDP1	-0.431220367304341	0.0270994641780195
AIFM2	0.0199110924356216	0.942676882380701
C2orf83	0.0735394976036247	NA
SPATA7	0.140943840426905	0.405847296984425
MED17	0.137253102131014	0.354915810703601
RETSAT	0.175925726263702	0.148133454453065
CAPG	0.240299205973364	0.246326454980326
AP2S1	0.446421119120726	0.0431697848907381
USH2A	-0.288586001630777	NA
ZPBP	0.0289808460205737	NA
TG	0.464971781011784	0.379274842767563
ADAM28	-0.251943655751669	0.399012961300527
BARX2	0.801016518352109	0.00160842340998502
DCUN1D1	0.202336010038631	0.375311795898281
JADE2	-0.220010420641072	0.330321983405818
ZIC2	-0.0441089349040804	NA
LCP2	0.12623475558716	0.947588190705275
TRIT1	-0.189873069070167	0.408489971089102
ADRB1	0.163466525219892	NA
GUCA2B	NA	NA
CUL7	-0.217658565412167	0.261976840811975
CTNNA1	0.00789549490119322	0.953266119452098
PHKA2	-0.0544566084711149	0.757710853814668
CNTLN	0.250123218216988	0.135083408676337
EPHA3	1.10877154699332	3.08075836798245e-14
HSPA5	0.166081633189567	0.27812856365226
DSG2	0.967386864589117	8.66544863707e-07
GEMIN8	0.271186251214226	0.279308916290116
OFD1	0.0698116462907961	0.94823906849758
GPM6B	0.596347995969092	0.0596366505403645
MAGEC2	0.0179819805899824	NA
PREX2	0.865802057110016	0.00375994363582442
WDR37	0.194143546910816	0.324273427082233
YTHDC2	-0.145418210657119	0.535850823190861
CTPS2	-0.0543685710626394	0.730167045557459
ATP6V1H	0.0785786360307441	0.817927837322588
POLR2B	0.125895870024488	0.486677603771808
FAM214A	0.0935209423549444	0.656246639991797
ARAP2	0.425716835169047	0.0375023783669742
TPR	-0.111902398030714	0.450321586978293
CP	-0.301672496256135	0.165481282782222
KIAA0556	-0.214266767540651	0.57724460340205
DTNBP1	-0.0376090231551223	0.894592843371533
XK	-0.178670001243648	0.71454950747389
ANO2	-0.0754900769034341	0.927148339891974
C12orf4	0.110319899646104	0.638276340604269
SCML1	-0.0264160578363431	0.861109741788706
