ID	osteophytic.cartilagevsarticular.cartilage_logFC	osteophytic.cartilagevsarticular.cartilage_padjFilter
ABCC6P1	-0.676829651108476	NA
ABCC8	-0.494039906097639	0.122849345698471
ABCC9	-0.0980211928256711	NA
ABCD1	0.144729419555875	0.634856385710246
ABCD2	0.00501933041311386	NA
ABCD3	0.490479763693206	0.148523781201693
ABCD4	0.119061547661613	0.673906560130704
ABCE1	0.156337054039668	0.574082381198068
ABCF1	0.348808732196439	0.317867517385167
ABCF2	-0.423110088065372	0.185840591936315
ABCF3	0.0012472661320313	0.996783223465691
ABCG1	0.771832193758338	NA
ABCG2	1.0091105463269	0.289732053525407
ABCG4	-0.448788953381478	NA
ABCG5	0.0657033940254026	NA
ABCG8	-0.278317156355269	NA
ABHD1	-0.0841696690483951	NA
ABHD10	-0.176275942699175	0.579747969822807
ABHD11	-0.0699297602714912	0.817227756113674
ABHD12	0.00081407750381679	0.998409567368598
ABHD13	0.21161731532342	0.48040251627308
ABHD14B	-0.174840084757622	0.546432962420186
ABHD15	0.0665974926846693	0.875840912334989
ABHD16A	-0.036668570953136	0.929644314421021
ABHD16B	0.465052818246646	NA
ABHD17A	-0.127318742779718	0.671981330533684
ABHD17B	-0.0719786294718983	NA
ABHD17C	0.336587353959282	0.274351194578792
ABHD18	0.0419041863112621	0.908593572191002
ABHD2	-0.0302031237462748	0.965038560728573
ABHD3	0.801966249498269	0.244117786322264
ABHD4	-0.0625663099974014	0.876955940766136
ABHD5	0.669840726575141	NA
ABHD6	0.398980355562103	NA
ABHD8	-0.446878450938617	0.505547172565258
ABI1	0.531088082578085	0.127937293461066
ABI2	-0.0920368925620361	0.763434692142586
ABI3	0.302936199751133	0.381684170006818
ABI3BP	0.397704065809874	0.714371866557231
ABITRAM	0.0246023776410764	0.937561134304438
ABL1	0.371702738216077	0.409434831016145
ABL2	1.04937505196884	0.0251747526534573
ABLIM1	1.53797159853066	0.0170659633037641
ABLIM2	0.0402784649540568	NA
ABLIM3	0.731937820169214	0.101237438340639
ABO	-0.517032211702583	NA
ABR	0.235553498381107	0.476630766913222
ABRA	-0.130804567136536	NA
ABRACL	0.866342958330483	0.108529438323685
ABRAXAS1	0.163303578425946	0.564717592197116
ABRAXAS2	0.182609275591934	0.562306576645821
ABT1	-0.0485045435003055	0.876282443151712
ABTB1	0.053598109168425	NA
ABTB2	-0.138368190118785	0.793901587821751
ACAA1	0.0725745106126698	0.794889210917118
ACAA2	0.118168548101049	0.711649724751934
ACACA	0.0117339139496941	0.972673332135288
ACACB	0.784106124715359	0.0456807656400635
ACAD10	0.0408820677620261	NA
ACAD8	0.875665537291662	0.0563212310820954
ACAD9	-0.156389976443993	0.55004466173423
ACADL	-0.906946802242415	NA
ACADM	0.272660120284405	0.433477264380092
ACADS	0.148717510993347	0.577787169125578
ACADSB	0.394408604907199	0.236390758352818
ACADVL	0.0455840150079911	0.874017101686351
ACAN	-1.37402986238802	0.0550524310006014
ACAP1	-0.481559052098219	0.165522208132979
ACAP2	0.547500910948783	NA
ACAP3	0.538362762761535	0.130102072786066
ACAT1	-0.466156557791788	NA
ACAT2	-0.0623533534241218	0.857428675380777
ACBD3	0.184626469453275	0.478415707526365
ACBD4	-0.244501224193175	0.381303130857736
ACBD5	0.482722862946079	0.127435129970658
ACBD6	-0.172412056481816	0.545449734918302
ACCS	-0.146965860070264	0.858102371804817
ACD	0.0651072666059163	0.875861917867454
ACE	0.407181665127104	NA
ACE2	-0.0988234670118997	NA
ACER1	0.0838885314513909	NA
ACER3	1.30062008134663	0.0425837077105942
ACHE	-0.0815033391513578	0.789253791873158
ACIN1	-0.0716905768444871	0.842516934123862
ACKR1	2.49014670023891	0.0328927400509492
ACKR2	-0.424931571450099	NA
ACKR3	0.827116362878906	0.25581586689989
ACKR4	-0.267441371585138	NA
ACLY	0.0721008631186528	0.849687853660692
ACMSD	-0.0180415425997869	NA
ACO1	0.171642769508471	0.63335309897356
ACO2	0.0816942278946939	0.858102371804817
ACOD1	-0.378971160731571	NA
ACOT11	0.315343442072189	NA
ACOT12	-0.014892449816108	NA
ACOT13	-0.216743255387546	0.588271659448505
ACOT4	-0.552837926922737	0.383563702691273
ACOT6	-0.0842500089462279	NA
ACOT7	0.224556864452692	0.426218628157346
ACOT8	0.247676200690914	0.559487644202452
ACOT9	0.710029104828997	0.0718415414416089
ACOX1	-0.00790548984334194	0.983152991839852
ACOX2	2.29948558216155	0.0154007883035297
ACOX3	0.698937683665362	0.0938147478840537
ACOXL	-0.264529514715854	NA
ACP1	-0.0565412911957148	0.895000527108073
ACP2	0.311757162529839	0.289450829155548
ACP4	-0.742525350691635	0.0524533146105168
ACP5	4.47318360833784	0.00943050838932886
ACP6	-0.339092440683848	0.245126150103925
ACPP	-0.2027068554407	NA
ACR	-0.205275538706253	NA
ACRBP	-0.200108221522428	NA
ACRV1	-0.158240992998956	NA
ACSBG1	-0.197232006541796	NA
ACSBG2	0.342508312941538	NA
ACSF2	-0.689266174650802	0.0856292029606197
ACSF3	-0.109784680566615	NA
ACSL1	1.15797968566212	0.0939412807822866
ACSL3	-0.33188302302497	0.285862859762261
ACSL4	-0.753562753363922	0.157259670527547
ACSL5	0.684907578232842	0.115987466332143
ACSL6	-0.0620322037252519	NA
ACSM1	-0.0387195087359284	NA
ACSM2A	-0.99013099891024	NA
ACSM2B	-0.254518262857717	NA
ACSM3	-0.115628980170093	NA
ACSM5	0.0287940430111751	0.935721831918045
ACSS1	-0.304482461855299	NA
ACSS2	0.506274499003113	0.115225846600458
ACSS3	0.54861389463176	0.143475101605841
ACTA1	-0.283116132167078	NA
ACTA2	-0.246460773393173	NA
ACTA2-AS1	0.103883874870465	NA
ACTB	0.636629503004855	0.0657032176999322
ACTC1	0.435506107311196	0.386741027495512
ACTG1P17	-0.0472367943087169	NA
ACTG2	0.443609014133163	0.361890872549758
ACTL10	0.091448778953759	0.798421764327051
ACTL6A	0.503710834050768	0.106370524872618
ACTL6B	-0.271750627297981	NA
ACTL7A	-0.261141673063042	0.472275811902888
ACTL7B	-0.233832924551681	NA
ACTL8	-0.407340313650873	0.158936023099895
ACTL9	-0.354998778090533	NA
ACTN1	0.164667050746867	0.561108077087531
ACTN2	-0.192699816641674	NA
ACTN3	0.10941570826721	0.766421903117339
ACTN4	0.390088581227316	0.229231463292703
ACTR10	0.0384440723115276	0.919235615390094
ACTR1A	0.711432914818231	0.115987466332143
ACTR1B	-0.310557672136616	0.354419248455918
ACTR2	0.322113511836795	0.366093698059775
ACTR3	0.976139090201714	0.0602005924578038
ACTR3-AS1	-0.686969662883476	NA
ACTR3B	-0.0309672306580637	0.919031710294749
ACTR3BP2	-0.787969403851877	NA
ACTR3C	-0.0384286140774255	NA
ACTR5	0.284375283892014	0.424206828791183
ACTR6	0.0338039606484219	0.922518015348396
ACTR8	-0.169065182917967	0.624456395983828
ACTRT2	-0.00134244526913729	NA
ACTRT3	-0.537850568215223	0.197046193373356
ACVR1	0.028716170491478	0.942514625352711
ACVR1B	-0.0620815908890973	NA
ACVR1C	0.284800245797297	NA
ACVR2A	0.156107129411565	0.544703129373303
ACVR2B	-0.182668502227122	0.509134545043441
ACVR2B-AS1	-0.397359510047789	0.388906199665447
ACVRL1	1.38359063475572	0.0152136179514828
ACY1	-0.163443116507585	NA
ACY3	-0.149048225086554	NA
ACYP1	0.0387314280265425	0.928303116520322
ACYP2	-0.647414210829414	0.0939412807822866
ADA	0.831154132108334	0.0969687314635625
ADA2	2.11625001837068	0.00989563478917945
ADAD1	-0.32083789134175	NA
ADAD2	-0.456126961869126	0.138288607727965
ADAL	-0.720718630523567	0.0888530371484249
ADAM10	0.429938258842065	0.245126150103925
ADAM11	-0.347191565600783	NA
ADAM12	0.398367340672192	0.792693270550537
ADAM15	0.0913641615343277	0.796112569629694
ADAM17	0.508881907412364	0.103820173280759
ADAM18	-0.202984491989632	NA
ADAM19	0.549834419004739	0.108529438323685
ADAM1A	0.416409938545164	NA
ADAM2	-0.542413119874753	NA
ADAM20	-0.0495430208455026	NA
ADAM21	-0.155515673753759	NA
ADAM22	0.048942779373311	NA
ADAM23	-0.168606989267574	NA
ADAM28	0.522690842294105	NA
ADAM30	-0.542433241464503	NA
ADAM32	0.106007466024196	NA
ADAM33	-0.496728533697086	0.195585481897902
ADAM3A	-0.361164499138543	NA
ADAM5	-0.44388221458209	NA
ADAM6	-0.648623789907178	NA
ADAM7	0.0955020960829569	NA
ADAM8	-0.0587586509265248	0.875067249357797
ADAM9	0.216737047230616	NA
ADAMDEC1	1.07204528966393	NA
ADAMTS1	1.01930401929486	0.0494698350983621
ADAMTS10	-0.29929425709859	0.362081387029927
ADAMTS12	-0.196242059919137	0.459046567145808
ADAMTS13	-0.0647423717007007	0.825321538849693
ADAMTS14	-0.246021028114975	NA
ADAMTS15	0.0869318050290993	NA
ADAMTS16	0.332681354817433	0.370203899379396
ADAMTS17	0.852353014281422	0.194395517789897
ADAMTS18	-0.362283436489369	NA
ADAMTS19	-0.218755498185403	NA
ADAMTS2	0.483543992762652	0.460149225248378
ADAMTS20	-0.259607913278334	NA
ADAMTS3	-0.250813445157166	0.517585720103748
ADAMTS4	0.218703192896704	0.424487107830055
ADAMTS5	0.288130651677875	0.712782879921726
ADAMTS6	0.148417372549634	0.867597541940586
ADAMTS7	-0.0740539704792531	0.877910475959034
ADAMTS8	-0.230084608942389	NA
ADAMTS9	0.0594037243330363	NA
ADAMTS9-AS1	-0.0210825728252093	NA
ADAMTS9-AS2	-0.486935931250869	NA
ADAMTSL1	-0.0794936138089841	NA
ADAMTSL2	-1.54483154083379	0.0265698273861148
ADAMTSL3	-0.885802849092742	0.0878080337555714
ADAMTSL4	-0.112028510594675	NA
ADAMTSL4-AS2	0.0363416545414172	NA
ADAMTSL5	0.117489993074163	0.768721361979438
ADAP1	0.00113699922258714	0.997470325112976
ADAP2	1.34942265939796	0.0657032176999322
ADAR	0.372720398980666	0.496499834007034
ADARB1	-0.276261585031845	0.547319332775545
ADARB2	-0.280629147685704	NA
ADARB2-AS1	-0.161745851814562	0.54786894704695
ADAT1	-0.173927412049026	0.519396611787029
ADAT2	0.028372850266972	0.945062807309449
ADCK1	0.185382282170055	0.477187295615297
ADCK2	0.467554651691716	0.294142617724396
ADCK5	-0.168483697444232	0.56418036422012
ADCY1	-0.150741182273775	0.617817058052777
ADCY10	-0.203982845155604	NA
ADCY10P1	-0.205135789591479	NA
ADCY2	-0.251865034705897	NA
ADCY3	0.243849756857086	0.363459384689246
ADCY4	1.22847752536234	0.0793752895681792
ADCY5	0.146995156610086	NA
ADCY6	0.308805706001976	0.325223339119573
ADCY6-DT	-0.890162742715334	NA
ADCY7	1.08565295498183	0.0263822758457061
ADCY8	-0.11612426519859	NA
ADCY9	0.0249599825121329	0.943408500433819
ADCYAP1	0.253895558972221	NA
ADCYAP1R1	-0.221030285072985	NA
ADD1	0.0688524637368682	0.838604331963597
ADD2	-0.0590079022694709	NA
ADD3	1.30362501546574	0.0164732209587577
ADD3-AS1	-0.0794850146398458	NA
ADGB	-0.0493054993210351	NA
ADGRA1	-0.43126641910647	NA
ADGRA2	1.85177398307275	0.0162052772787058
ADGRA3	0.565740527541201	NA
ADGRB1	-0.535987576651301	NA
ADGRB2	0.255085038859412	NA
ADGRB3	0.853775019316359	NA
ADGRD1	2.21720659064723	0.0460480054494627
ADGRD2	-0.174689252466347	NA
ADGRE1	0.0343474651914	NA
ADGRE2	0.729897969505361	NA
ADGRE3	0.0167494436534754	NA
ADGRE5	0.735717323800306	0.228852854891634
ADGRF1	-0.263102097518827	NA
ADGRF2	-0.173704835591278	NA
ADGRF3	-0.243201716965604	NA
ADGRF4	-0.0706766430675401	NA
ADGRF5	2.99655921443211	0.00943050838932886
ADGRF5-AS1	-0.182443870835044	NA
ADGRG1	0.0913113152482774	0.735118033221033
ADGRG2	-0.852214358177473	0.251766751046981
ADGRG3	0.165359334202713	NA
ADGRG4	-0.272378666131717	NA
ADGRG5	-0.208719233532976	NA
ADGRG6	-0.910789787860607	NA
ADGRG7	-0.0983390114209863	NA
ADGRL1	0.12500644779989	0.698928667443093
ADGRL2	0.313873572117329	0.382621587712662
ADGRL3	-0.142708095877019	NA
ADGRL4	4.33388648410972	0.0158281183417171
ADGRV1	0.0337896048354036	NA
ADH1A	0.117713945872808	NA
ADH1B	1.74765606399255	NA
ADH1C	0.132489400928535	NA
ADH4	-0.274513985793915	NA
ADH5	0.290474834831079	0.472086516585422
ADH6	-0.0077825323720575	NA
ADH7	0.0313509469459117	NA
ADHFE1	-0.570672398704489	0.206831897932988
ADI1	0.25639874437902	0.365003866008671
ADIG	-0.100159035131616	0.806853993941632
ADIPOQ	3.87132533284778	0.0356779275623143
ADIPOR1	-0.121685857402803	0.78924992041026
ADIPOR2	0.630422124098881	0.0861982559350621
ADIRF	-0.262045848310359	0.344965113403749
ADIRF-AS1	-0.496282744691904	0.139445331289452
ADK	0.446361497278042	0.383107294584996
ADM	-0.17190287565793	0.752195069868004
ADM2	-0.305277738817736	0.275818903356217
ADM5	0.0783607996397717	NA
ADNP	0.184358773029005	0.512331969467038
ADNP2	0.0583716882428842	0.873777028780905
ADO	0.241751917977057	0.441102312293952
ADORA1	-0.446901294740949	0.340599220517052
ADORA2A-AS1	-0.0612481684727491	NA
ADORA2B	-0.0294380868567927	0.952546893669285
ADORA3	0.937630240739465	0.259034333351216
ADPGK	0.228291263720931	0.45168622624486
ADPRH	-0.094224682816983	NA
ADPRHL1	-0.125329239069938	0.70961492586151
ADPRHL2	-0.0810695183134049	0.807627923281727
ADPRM	0.124212886827875	0.644258286909788
ADRA1A	-0.151642391036436	NA
ADRA1B	-0.0125053907415258	NA
ADRA1D	-0.193254414336179	NA
ADRA2A	-0.841256023850202	0.307453562849724
ADRA2B	-0.226892597583888	0.406457662970196
ADRA2C	-0.350484990530982	0.213209138372322
ADRB1	-0.257566098222077	NA
ADRB2	-1.24014745108191	0.0327967268748706
ADRB3	-0.0921063218186982	NA
ADRM1	-0.301243178527248	0.399103609640511
ADSL	0.255637185645784	0.388551355947063
ADSS1	-1.02318153117128	0.0436879754430177
ADSS2	0.0880564262204224	0.747987331013053
ADTRP	-0.176369532119265	0.826953108938688
AEBP1	-0.25192018999928	0.599328192185951
AEBP2	-0.118903748273752	0.676028452728759
AEN	-0.184300734173669	0.508387037474537
AFAP1	0.554428264907236	NA
AFAP1-AS1	-0.496895713632959	NA
AFAP1L1	0.892841240838853	NA
AFAP1L2	0.070526522824657	NA
AFDN	-0.205413542853002	NA
AFDN-DT	-0.582999051948095	NA
AFF1	0.126510596288792	NA
AFF2	-0.394808522292048	NA
AFF3	-0.274011875375606	NA
AFF4	0.527549711216972	NA
AFG1L	-0.248207221885186	NA
AFG3L1P	0.256608817636289	0.477103255465358
AFG3L2	0.0959545728350761	0.784315626577835
AFM	-0.123098332554116	NA
AFMID	-0.640912526306893	NA
AFP	-0.328238483834821	0.254883912247276
AFTPH	-0.26542635798039	0.547319332775545
AGA	-0.49683677951767	0.156140239388278
AGAP1	0.251066820951406	0.526722864968302
AGAP11	0.299860086678397	0.285862859762261
AGAP2	-0.0600721348134345	NA
AGAP2-AS1	0.51406823484439	0.237189536955646
AGAP3	0.110083528129942	0.682946309688753
AGAP4	-0.44258153128234	0.537537352285936
AGAP6	-0.142233220526489	NA
AGAP9	0.378923722056835	0.505547172565258
AGBL1	-0.506810523693544	NA
AGBL2	-0.695733134314237	NA
AGBL3	0.00413756483081928	NA
AGBL4	-0.490071596793051	NA
AGBL5	-0.733336791894697	0.124702876158363
AGER	0.201830504243722	NA
AGFG1	0.348243684706763	0.318688766805883
AGFG2	-0.125271160397538	0.639123190366905
AGGF1	-0.0300945669712025	0.928303116520322
AGK	0.282824366503965	0.318730718049088
AGL	0.463940614175018	0.132484595930116
AGMAT	-0.231567569213973	0.461169747277113
AGO1	-0.0709550645740959	0.861171604536135
AGO2	0.286967717526479	0.70842575644082
AGO3	-0.130103742267592	0.70961492586151
AGO4	0.358639708263548	NA
AGPAT1	-0.254465003814285	0.623486117601572
AGPAT2	0.0286379593716903	0.926248452191261
AGPAT3	0.250524216116778	0.548117482997958
AGPAT4	-0.572213158321314	0.156140239388278
AGPAT4-IT1	0.0691216666768026	0.894000806599022
AGPAT5	0.41435890265747	0.248773853268501
AGPS	0.756757355153779	0.0553435258693153
AGR2	-1.2858891499368	0.0145259625525081
AGR3	-0.0513031026048671	NA
AGRN	-0.0765734157979141	0.795480099619417
AGRP	-0.407950475376424	0.226679938820409
AGT	-0.725407349541695	0.10690815257727
AGTPBP1	0.529933574310911	0.190896575331548
AGTR1	0.576985823965327	0.323831758953267
AGTR2	-0.152134718598045	NA
AGTRAP	0.0610605065112431	0.915813014137802
AGXT	-0.0543770343233536	NA
AGXT2	-0.226536823312562	NA
AHCTF1	0.150377706336095	0.620113610658289
AHCY	-0.0904132353393283	0.733970187026246
AHCYL1	-0.0300113087860154	0.927241196414088
AHCYL2	0.179826333244734	0.63335309897356
AHDC1	-0.37935450058664	0.185840591936315
AHI1	-0.0941481967932942	0.750840342478355
AHNAK	-0.514260984487573	0.133002691438647
AHNAK2	-0.147880274314057	0.807355194045064
AHR	2.93586249030471	0.0145259625525081
AHRR	0.188091759127186	NA
AHSA1	-0.317534259742833	0.476630766913222
AHSA2P	-0.0143182701101621	0.982893333743917
AHSG	-0.133707191282454	NA
AHSP	0.753578964782939	0.544686567243826
AICDA	-0.335621064783824	NA
AIDA	0.504519943839351	0.116624696381154
AIF1	1.59251736447131	0.0117194581428319
AIF1L	0.600046443813162	0.140558240763343
AIFM1	0.44328983333773	0.265027731770083
AIFM2	0.152644046864844	0.591090028733806
AIFM3	-0.246242133372037	0.548079574474968
AIG1	-0.0870747808731647	0.848408429642308
AIM2	1.57817562271788	0.182213667747857
AIMP1	-0.147761282530742	0.698855917469225
AIMP2	0.129325022755638	0.631465691987174
AIP	-0.293119804174776	0.291045555690713
AIPL1	-0.601665786633462	0.116624696381154
AIRE	-0.532210107839448	0.111388933522834
AJAP1	-0.0207403291534178	NA
AJM1	-0.359544953387809	0.242188382795257
AJUBA	0.162616331572673	NA
AK1	-0.336774665739734	0.487586921514234
AK2	0.254486512758075	0.349794182049642
AK3	0.386627455741138	0.325071241637756
AK4	-1.02631821119417	0.157083045194289
AK5	2.37109159131149	0.0410018889337168
AK6	0.136419408196061	0.625887731712454
AK7	-0.407118888514281	NA
AK8	0.112744767430867	0.700090219104494
AK9	-0.0482877102407806	NA
AKAIN1	-0.107544668253199	NA
AKAP1	-0.23306084926136	0.388181166502607
AKAP10	0.129547818288506	0.840922415882382
AKAP11	0.213049885093961	0.448678654246036
AKAP12	0.0409666110929687	NA
AKAP13	0.896205008055425	0.101453623259554
AKAP14	-0.217727111586252	NA
AKAP17A	-0.166301926020026	0.547569217761073
AKAP3	0.0290332962161455	NA
AKAP4	-0.184432238838767	NA
AKAP5	-0.215464222617856	NA
AKAP6	0.18601608947883	NA
AKAP7	-0.258022326439668	0.416104867673507
AKAP8	0.140125652463985	0.663009810984265
AKAP8L	0.163678761410031	0.632431881793007
AKAP9	0.351301034270255	NA
AKIP1	0.307954269321221	0.286638955382881
AKIRIN1	0.547145376051708	0.152639294339834
AKIRIN2	0.213472560575321	0.418222100619292
AKNA	0.223909234567264	0.424411249369499
AKNAD1	-0.488407401572187	NA
AKR1A1	0.27349966460217	0.35623424493909
AKR1B1	0.457606829882199	0.150894606510757
AKR1B10	-0.0750033063387683	NA
AKR1C1	0.0494707439808044	0.901070781842281
AKR1C2	-0.0142754436594235	0.978773681227371
AKR1C3	0.851879581862248	0.276198252861169
AKR1C4	-0.114283840335313	NA
AKR1C6P	-0.10684431452381	NA
AKR1D1	-0.365696934281248	NA
AKR1E2	0.30175036459292	NA
AKR7A2	0.148634704802508	0.590863107028663
AKR7A3	0.023417601963601	0.943054871596617
AKT1	0.0442462725224129	0.947274121843321
AKT1S1	-0.396661218773931	0.438236298822272
AKT2	0.0915391293102497	NA
AKT3	0.461150565132936	0.292038330938388
AKTIP	-0.208544616000723	0.441970789133158
ALAD	0.176518129790503	0.573859771523824
ALAS1	0.908856720452149	0.135095528873902
ALAS2	0.161221336795919	NA
ALB	-0.0472702113974901	NA
ALCAM	0.658823072811211	0.143767212956054
ALDH16A1	0.0388543545774871	0.910176065969775
ALDH18A1	-0.0934544598766802	0.812023356112165
ALDH1A1	1.49652554544663	0.0549754306250249
ALDH1A2	-0.854886348070235	0.0420885625349223
ALDH1A3	-0.361249325302087	0.230697320083834
ALDH1B1	0.188033995483126	0.481229991301904
ALDH1L1	-0.462572478361365	0.159558024291663
ALDH1L1-AS2	-0.402205102271921	0.26270069198575
ALDH1L2	0.0896377900752308	NA
ALDH2	0.201821724136617	0.614863624931904
ALDH3A1	-0.338010043600311	NA
ALDH3A2	0.0877691593425913	0.767687275340345
ALDH3B1	0.104425830914562	0.829156726677787
ALDH3B2	-0.405346764171587	NA
ALDH4A1	-0.147629502998489	0.572679189717273
ALDH5A1	-0.429265588374212	0.146524463464097
ALDH6A1	-0.196878621147833	0.710895117853266
ALDH7A1	-0.0742313437430688	0.900964537528771
ALDH8A1	-0.330284095321648	NA
ALDH9A1	0.230767174777219	0.551493374410405
ALDOA	-0.158183102331584	0.701881709395673
ALDOAP2	-1.01466055200222	NA
ALDOB	-0.0565401907673349	NA
ALDOC	-0.810680878284478	0.0594367326477808
ALG1	-0.0286352090608322	0.95060096286569
ALG10	0.380685078615111	NA
ALG12	0.017041636093452	0.966371294684284
ALG13	0.414718568202629	0.179797998389114
ALG14	0.0264614994859551	0.934096250554321
ALG14-AS1	-0.279482420196279	NA
ALG2	-0.34343385627341	0.26934553476614
ALG3	-0.333708013653776	0.527514079754986
ALG5	0.389649950707408	NA
ALG6	0.748204173652044	0.0454935372898236
ALG8	-0.191327780160557	0.539055830685062
ALG9	-0.0378141847075977	0.910894707070909
ALK	-0.0800680927137596	NA
ALKAL2	-0.319005776105862	NA
ALKBH1	-0.136630373755739	0.619536787554859
ALKBH2	0.240604763466024	0.425216003182143
ALKBH3	-0.113839315718811	0.739129966558264
ALKBH3-AS1	-0.0175399851487552	NA
ALKBH4	-0.331090657114631	0.502658960084695
ALKBH5	-0.5125129900472	0.217257611733062
ALKBH6	-0.164362709946542	0.521171916729467
ALKBH7	-0.271843902529004	0.433672898446555
ALKBH8	0.460790029685187	0.176718263177861
ALLC	-0.263629419381572	NA
ALMS1	0.205367926983882	0.431909619349542
ALMS1-IT1	-0.0929912749822042	NA
ALMS1P1	-0.40223180821209	NA
ALOX12	0.0170278834100932	NA
ALOX12-AS1	-0.107992930830789	NA
ALOX12B	-0.222587235232205	NA
ALOX12P2	-0.305509282938415	0.289450829155548
ALOX15	0.0230487369638042	NA
ALOX15B	-0.198654511643587	NA
ALOX5	0.118158020346516	NA
ALOX5AP	1.20154963610136	0.056887270904027
ALOXE3	-0.194366249374393	NA
ALPG	-0.458765030673063	0.161733555164154
ALPI	-0.204427966786882	NA
ALPK1	0.0857353843533	0.831300376605196
ALPK2	-0.108240714448541	NA
ALPK3	-0.688053966274483	0.0546973543601983
ALPL	1.20980587620402	NA
ALPP	-0.0520564007543212	NA
ALS2	0.710075794017389	NA
ALS2CL	-0.0166731402180913	0.966152374636569
ALX1	-0.0575711274088686	0.895480602678427
ALX3	-0.36842277240145	0.269936482545907
ALX4	-0.0140183549451605	NA
ALYREF	0.110759533930453	0.740805081574332
AMACR	-0.535722200849346	NA
AMBN	-0.0760618563206688	NA
AMBP	-0.400446650544541	NA
AMBRA1	-0.399543844725281	NA
AMD1	0.200636416839429	0.543017634584528
AMDHD1	-0.0708789249537327	NA
AMELX	-0.353493271697314	NA
AMELY	-0.0913592970492223	NA
AMER1	0.13677085253349	NA
AMER2	-0.201972108897648	NA
AMER3	0.0618256471189396	NA
AMFR	-0.150520929015213	0.630144321999862
AMHR2	0.040094180389517	0.919784697519957
AMIGO1	-0.557262324846977	0.377076008959812
AMIGO2	0.271010260258907	0.633322044528705
AMMECR1	0.443460787757902	NA
AMMECR1L	0.455335251656868	0.247132626830637
AMN	-0.0188293370824906	NA
AMOT	0.297698431210161	NA
AMOTL1	0.10225051605492	0.744742530222967
AMOTL2	0.347545632785903	0.310367503821877
AMPD1	-0.352887603007759	NA
AMPD2	-0.0954686085943974	0.769956091311942
AMPD3	0.0791910062871342	0.81058068843717
AMPH	0.441697166501663	0.158936023099895
AMT	-0.597882596946804	0.274816041530374
AMZ1	-0.232775337072726	0.378628292542128
AMZ2	-0.374381295026415	0.190471130196885
AMZ2P1	-0.32973181692911	0.390970689439054
ANAPC10	0.192768169041691	0.567160554526018
ANAPC11	-0.0685136430642075	0.813865672249932
ANAPC13	-0.0541495654046775	0.864890614958165
ANAPC15	-0.0261712563590635	0.93587623804176
ANAPC16	-0.518945476377588	0.191043831831285
ANAPC2	0.0733223568463774	0.838312451044536
ANAPC4	0.125232575435438	0.77170606056861
ANAPC5	0.342057760896514	0.493922981821053
ANAPC7	0.189228321492622	0.532594064398016
ANG	-1.12810783329817	0.125150733163332
