ID	surgery..OA.time.after.surgery..8.weeksvssurgery..OA.time.after.surgery..2.weeks_logFC	surgery..OA.time.after.surgery..8.weeksvssurgery..OA.time.after.surgery..2.weeks_padjFilter
Amdhd2	-0.175981154884226	0.405261937960273
Amelx	-0.0785543516978482	NA
Amer2	-0.105032457143472	NA
Amer3	-0.212662967707018	NA
Amfr	-0.0392820996866696	0.854264636391728
Amh	-0.126305219646864	NA
Amhr2	-0.148576640081092	0.534298636703664
Amigo1	-0.188784174882939	0.478525359299076
Amigo2	0.148369474274679	0.404088158766039
Amigo3	-0.115666247688583	0.548184411766315
Ammecr1l	0.263927624101038	0.18109383339165
Amn	-0.0876523739080293	0.690827784407217
Amn1	0.276916860332819	0.326555206545131
Amot	-0.00766624800485882	0.981270377546495
Amotl1	-0.0896384253458393	0.546502063235911
Amotl2	0.250120350916625	0.180864017890315
Ampd1	-0.397775345228558	0.172241541324397
Ampd2	0.0242473408962738	0.920650169269617
Ampd3	0.928810412498024	0.00599776525080088
Amt	0.251983445611204	0.21914227915565
Amy1a	-0.117887158220568	NA
Amy2a3	0.00105044685577127	NA
Amz2	-0.0818695510023222	0.572269575138568
Anapc1	-0.0402622041009382	0.842068777090447
Anapc10	0.0615439251755818	NA
Anapc11	-0.144024045250449	0.457460421179429
Anapc13	0.22083035258877	0.382624335147301
Anapc15	0.144928540859734	0.468159782137268
Anapc16	0.0492795644418464	0.74058356260977
Anapc2	0.136250776309451	0.476137730362321
Anapc4	0.0855514779580524	0.700031078369586
Anapc5	0.093913898990337	0.53918813733117
Anapc7	-0.0999389786767892	0.688683412474416
Andpro	-0.0531389669572837	NA
Ang	0.575697470512792	0.104909176204426
Angel1	0.0229919022505207	0.906341999802647
Angel2	-0.080519333596051	0.743374839895761
Angpt1	0.111611796664938	NA
Angpt2	-0.897027675400816	0.0158348845359033
Angpt4	-0.0144719523950103	0.970736960919339
Angptl2	-0.606418659449856	0.0910389264600057
Angptl3	-0.0495900307479911	NA
Angptl4	-0.428855026173825	0.0762694740999871
Angptl6	-0.0946603419192389	NA
Angptl8	0.00794221959823727	NA
Ank1	-0.351197681777079	NA
Ank2	-0.133358405662817	0.415485569178036
Ank3	-0.137564824727323	NA
Ankdd1a	-0.076683969672402	0.73395304520259
Ankef1	-0.0407283130889304	NA
Ankfy1	0.353411740849422	0.076397747724553
Ankh	-0.0196128209701492	0.928426168672144
Ankhd1	0.142059559091498	0.699585491759609
Ankib1	-0.137013866972561	NA
Ankle2	0.15240804785191	NA
Ankmy2	0.294242605139692	0.191484844932959
Ankrd1	-0.233753438735941	NA
Ankrd10	0.0841827618335493	0.777155876992696
Ankrd11	0.100339948644791	NA
Ankrd12	0.0336611904208084	0.917932145184044
Ankrd13a	0.0925053581228052	0.651802707647139
Ankrd13b	-0.1880259467381	0.197034077413045
Ankrd13c	0.312954768515155	NA
Ankrd13d	-0.0668230879499987	0.700966322391316
Ankrd16	-0.219300808005353	0.217049746349352
Ankrd17	0.0697642931146092	0.702950374198511
Ankrd2	-0.416768444155223	0.0348942379439129
Ankrd23	-0.627981074270057	0.339603205098178
Ankrd24	-0.030348238047873	0.921720160963106
Ankrd27	-0.0249534190071117	0.959137603490159
Ankrd28	0.0586522864109416	0.763681099089277
Ankrd33b	-0.0792479430222714	NA
Ankrd34a	0.0566227033642708	0.82542606377464
Ankrd34b	-0.214341388350017	NA
Ankrd37	0.413393945739204	0.0733073337211155
Ankrd40	-0.0180591683963165	0.942408158574931
Ankrd42	-0.117894504185399	0.608637267566112
Ankrd44	-0.488749426404858	0.0415841678056014
Ankrd45	0.100778740066452	0.697324423038604
Ankrd46	0.0100854180569634	0.970452264383685
Ankrd49	0.270215526828206	0.60688455270531
Ankrd50	0.360281307804259	0.13677691284631
Ankrd52	-0.186272621071999	0.295002931002857
Ankrd53	0.188238291720923	0.279256226558042
Ankrd54	-0.227648233706359	0.331599786803174
Ankrd55	-0.241413151745892	NA
Ankrd6	-0.0656413562615201	NA
Ankrd60	-0.127093759951207	NA
Ankrd63	-0.176281575619304	0.27314760102154
Ankrd9	-0.270993448059835	0.078168304817261
Anks1a	0.0185006393406937	0.953589481037927
Anks1b	1.06904697125302	NA
Anks3	-0.103777336617184	0.571188903319574
Anks4b	0.0871012330759502	NA
Ankzf1	0.227095264031497	0.296685562224536
Ano1	0.712863264353537	0.0843433414644003
Ano10	0.122270818534581	0.484769723433259
Ano2	-0.0337761201951992	NA
Ano3	-0.0460270056327028	NA
Ano4	-0.0142130718936748	NA
Ano5	-0.412551806769502	NA
Ano6	0.243262974120958	0.416013733958457
Ano8	-0.228253553417012	NA
Ano9	-0.124811950182385	NA
Anp32a	-0.108104556241756	0.565448855354135
Anp32b	0.0253532431902066	0.878662874740619
Anp32e	0.0271114249321194	0.894629364719796
Anpep	0.489822189480067	0.331599786803174
Antkmt	0.142124922463854	0.636926247779126
Antxr1	0.160444129892366	0.281000844246094
Antxr2	0.0267041486128061	0.874075059093754
Anxa1	0.22993958702518	0.167262146369088
Anxa11	-0.428379949316406	0.0729031255249585
Anxa2	0.425429070654243	0.063917595787467
Anxa3	-0.17372625593831	0.359275181764096
Anxa4	0.310391166349506	0.104909176204426
Anxa5	0.00949279256020397	0.961940666239952
Anxa6	-0.0902758226002724	0.730021091041875
Anxa7	0.428504839880063	0.0296868961042819
Anxa8	0.240888037767663	0.174494832884458
Anxa9	-0.0346530044039337	NA
Aoc1	-0.0564145095659452	NA
Aoc3	0.383517029524796	0.209639721444742
Aox1	0.207347234362741	0.426841149924935
Aox4	-0.0734970196010369	NA
Ap1ar	0.0982441648945027	0.763528506437671
Ap1b1	-0.199253076436818	0.344438176498973
Ap1g1	-0.132192325589266	0.640909568883312
Ap1g2	-0.0981585202199202	0.609535337680214
Ap1m1	-0.0454436729502774	0.847577219679441
Ap1m2	-0.0148954234305867	NA
Ap1s1	-0.0794544370209014	0.587273116746873
Ap1s2	-0.336804508448811	0.274904358625277
Ap1s3	-0.213868898253621	0.394190870841778
Ap2a2	-0.177286515669747	0.591688440565371
Ap2b1	-0.0359787037434316	0.846445226505132
Ap2m1	0.0056883152338969	0.977588819973737
Ap2s1	-0.0329726366509444	0.958642338875258
Ap3b1	-0.183874185555144	0.269619598078261
Ap3b2	-0.12805295367825	NA
Ap3d1	-0.0458458612603785	0.778955183013604
Ap3m1	0.0685426397551545	0.79757436397717
Ap3m2	-0.0730054916404574	0.743272381659429
Ap3s1	0.319234319705952	0.179131050607687
Ap3s2	-0.00199782815199079	0.9921764111285
