ID	surgery..OA.time.after.surgery..8.weeksvssurgery..Sham.time.after.surgery..8.weeks_logFC	surgery..OA.time.after.surgery..8.weeksvssurgery..Sham.time.after.surgery..8.weeks_padjFilter
Abhd1	0.0485190146505303	NA
Abhd10	-0.0200550834179314	0.941799359213629
Abhd11	0.0376135638086206	0.859109847474759
Abhd11-as1	-0.30537955148286	NA
Abhd12	-0.261668594670306	0.318242683278476
Abhd13	-0.0183422579886443	0.948513127784893
Abhd14a	-0.139868449646146	0.444887911856518
Abhd14b	0.0223670588800768	0.946911270480695
Abhd15	0.039688906765897	NA
Abhd16a	-0.610990590575904	0.141137183446167
Abhd17a	-0.426096023205073	0.355241299124654
Abhd17b	-0.158488954941001	NA
Abhd17c	0.256467153625431	0.427457952094258
Abhd18	0.537683252809794	0.163785012297938
Abhd2	0.365607621355997	0.263941295605416
Abhd3	-0.0113101240023452	NA
Abhd4	-0.0175412095014149	0.960266730681699
Abhd5	0.0809187661605151	0.768667038694302
Abhd6	0.28125374352614	0.151784444021062
Abhd8	-0.197834507891704	0.429075156315731
Abi1	0.123396291464228	0.718299041871206
Abi2	0.254851178539935	0.215642214911512
Abi3	-0.189144008126018	0.538160066237121
Abi3bp	0.0405466243463355	0.865089512093143
Abitram	0.0500598484432206	0.892280324976938
Abl2	0.960634953233562	0.0400365336462248
Ablim1	0.0476698983468449	NA
Ablim2	0.0947077026802292	NA
Ablim3	-0.150795368707366	NA
Abo	-0.0794775273188915	0.674891136701211
Abo3	-0.177374785528448	NA
Abr	0.0256854017484045	0.937791276588047
Abra	-0.409457532398408	NA
Abracl	0.446502251278066	0.225975139362298
Abraxas1	0.149360145959545	0.698422883646298
Abraxas2	0.0170403148907017	0.964479973263438
Abt1	-0.0223456995492377	0.948087869703597
Abtb1	-0.248111673518602	0.28512278126925
Abtb2	-0.0160915548777556	0.971652127532728
Acaa2	-0.229089193842018	0.397678837991664
Acaca	-0.0832227164513402	0.696824383647061
Acacb	0.13804412811993	NA
Acad10	-0.109024517477326	0.570234991884277
Acad11	0.469587625601264	0.0454878771812021
Acad8	0.0142078700403712	0.967729204219742
Acad9	-0.0370215351903127	0.86545495590012
Acadl	0.155494500369715	0.577390936202467
Acadm	-0.00137620462867893	0.996036686211568
Acads	-0.0732385997869365	0.693567397235814
Acadsb	-0.317258218506739	0.296140081608055
Acadvl	0.00293364638437588	0.991247247462217
Acan	0.356610526134075	0.0583859951222743
Acap1	-0.141831412297886	NA
Acap3	-0.0316359108147761	0.902647004809888
Acat1	0.0558142482977217	0.832327408287013
Acat2	0.192031727369313	0.460752294565088
Acbd3	-0.393934229153615	0.0837677993425344
Acbd4	-0.0873830130077771	0.681974152509063
Acbd5	0.182833201225383	0.633654329314772
Acbd6	-0.00613982579028516	0.986874087562739
Accs	0.107509223284451	0.616286508393055
Acd	0.0539451223471481	0.904038137735051
Acer1	-0.226594954713599	0.451272721828799
Acer2	0.154757207949045	0.504484130301025
Acer3	0.226036470171675	0.389959319736863
Acin1	0.0641466770390977	0.762107414195731
Ackr2	0.0620685893882715	NA
Ackr3	0.413576785284189	0.302192449028374
Ackr4	0.488538475449984	NA
Acly	0.228130749012525	0.206935305398346
Acmsd	0.124792469550075	NA
Aco1	-0.0423910559803851	0.879759012699616
Aco2	-0.158708873235453	0.492501648817011
Acot1	-0.069838875703077	NA
Acot12	-0.0298682044978573	NA
Acot13	0.189736256870635	0.366703290012878
Acot2	0.239501234103618	0.235510773313741
Acot3	0.136085236057463	NA
Acot4	-0.18485679979949	NA
Acot7	0.0726523125553022	0.718299041871206
Acot8	-0.0595364358999184	0.849049971192768
Acot9	0.543700845853172	0.072397347178832
Acox2	0.0782886836579424	NA
Acox3	-0.151045077876936	NA
Acp1	-0.0317188220401956	0.917664150116607
Acp2	-0.0828253139889377	0.713949288357135
Acp5	-1.42579374301493	0.0161196202095037
Acp6	-0.157983390791914	0.557977346439342
Acpp	-0.18399689881325	NA
Acr	-0.155179097422216	NA
Acrbp	0.0689401863051486	NA
Acrv1	-0.052073283949654	NA
Acsbg1	-0.0910113112243147	NA
Acsf2	-0.122463951487605	0.71182018492784
Acsf3	-0.108019915139106	0.713949288357135
Acsl1	-0.0568442135905478	0.835390641724679
Acsl3	-0.231717751425586	0.388552204973471
Acsl4	0.0458614832232946	0.871326261890495
Acsl5	-0.266401123052104	0.28001412864517
Acsl6	-0.107290382837268	NA
Acsm1	0.0542798782512701	NA
Acsm2	-0.027805746554507	NA
Acsm3	-0.0523781004321977	NA
Acsm5	-0.408445394704034	0.188551360552358
Acss1	-0.0658807625815445	NA
Acss2	0.614840320261074	0.0551884454393276
Acss3	1.04399636220163	0.0911621472080198
Acta1	0.152642376736653	0.977135309552435
Acta2	-0.132661709147005	0.475742129107976
Actg1	-0.0753989872159018	0.814483021262808
Actg2	-0.0116263815681625	NA
Actl6a	0.00045038187073132	0.99878900606647
Actl6b	-0.11134380736723	NA
Actl7b	-0.155755978028363	0.647749596593558
Actn1	0.0322565996386679	0.917664150116607
Actn2	-0.39646322036821	0.446967933958652
Actn3	-0.121817522100161	0.951098857315
Actn4	0.144452800869225	0.597496887738543
Actr10	0.0378877685340129	0.909554585579357
Actr1a	-0.216857076076236	0.436533966997764
Actr1b	0.0426972105390888	0.902199834477678
Actr2	0.163865431060312	0.354020554269233
Actr3b	-0.0488427124756399	NA
Actr5	0.324406132701242	0.18140606628036
Actr6	0.315266573010259	0.206367605107761
Actr8	-0.044989931395552	0.90128330224267
Acvr1	0.00533393673445737	0.991247247462217
Acvr1c	-0.039080625178574	NA
Acvr2a	0.248823535395632	0.298302471156144
Acvr2b	-0.324494117309122	NA
Acvrl1	-0.0362347772480316	0.93315583034636
Acy1	0.0740301661458211	0.77675358769435
Acy3	0.582631009258748	0.125674095432496
Acyp1	0.195436536828943	0.241677970196212
Acyp2	0.284786517532842	0.618974045604099
Ada	0.241977299781975	0.512851816937033
Adal	0.0298935507972979	NA
Adam10	0.082417938321262	NA
Adam11	0.0224189480331907	NA
Adam15	0.0770744903511318	0.767582637945566
Adam17	0.35995815691702	0.210102067090851
Adam18	-0.137853334534114	0.741721091048797
Adam19	-0.203676577486046	NA
Adam1a	-0.0173459575787476	0.967338524287859
Adam2	0.0683171772044311	NA
Adam22	-0.0744294140441761	NA
Adam23	0.152244293179557	0.472764704152657
Adam32	-0.0373059070479682	NA
Adam33	0.0224624082988987	NA
Adam3a	0.462811879555179	NA
Adam4	0.130174575076795	0.823396165881788
Adam6a	-0.0836428618202305	NA
Adam7	0.126311708481821	NA
Adam8	0.0222405697840768	NA
Adam9	0.103768941894705	NA
Adamts1	0.494046751798741	0.670222259347396
Adamts10	0.0071928047668699	0.98306347309981
Adamts12	0.0100959642312759	0.985768928470263
Adamts15	-0.137733558923317	NA
Adamts16	0.159178950821576	NA
Adamts19	-0.118663649125526	NA
Adamts4	0.398497935216993	0.498000143118238
Adamts5	0.226751334195059	0.774922351955103
Adamts6	0.00844452849461153	NA
Adamts7	-0.16737298136529	0.512302685852664
Adamts8	0.0271396063185056	NA
Adamts9	-0.424741042082826	0.127006373278961
Adamtsl1	-0.0197620473662266	NA
Adamtsl2	-1.02621998144989	0.0431454515510327
Adamtsl4	0.0548807572550896	0.882304099605935
Adamtsl5	-0.15002175512162	0.443285638010107
Adap1	-0.176781662140447	0.387745860835037
Adap2	0.0877680638194906	0.877527652851507
Adar	-0.0328971552715913	0.946003552204574
Adarb1	-0.167693545051586	0.583028078051434
Adarb2	0.0283442607434505	0.939355376383958
Adat3	-0.0831366396240778	0.699651932980293
Adck1	0.156032562870256	0.444563881121233
Adck2	-0.0518695572723997	0.826595426301732
Adck5	-0.181006665857909	0.445459657402497
Adcy10	-0.0419224002411438	NA
Adcy2	0.115375371179647	0.532128271286566
Adcy3	0.0693830961281297	0.746567509599707
Adcy4	-0.247506602951243	NA
Adcy5	-0.0813667107491289	NA
Adcy6	0.0180332366306022	0.950994428392796
Adcy8	-0.0666993390895092	NA
Adcy9	0.746427374987326	NA
Adcyap1	0.00147499061625123	NA
Adcyap1r1	-0.0149091453860892	NA
Add1	0.0236880258019152	0.943981077302505
Add2	-0.0814632958070431	NA
Add3	0.412489103059631	0.215642214911512
Adgra1	-0.033041104133968	NA
Adgra2	-0.132959932200114	0.547069872474385
Adgra3	-0.017386081891555	0.959425663300683
Adgrb1	-0.47481395725405	0.055332559749893
Adgrb2	-0.140806846464882	NA
Adgrb3	0.11695366095882	NA
Adgrd1	-0.330594178451339	0.353660919855301
Adgre1	-0.0312302148134336	NA
Adgre5	-0.269503412590607	0.460752294565088
Adgrf1	-0.0707412451294838	0.710411112665273
Adgrf4	-0.286243698154474	NA
Adgrf5	-0.131750116469097	0.522477779958031
Adgrg1	0.0213630808276406	NA
Adgrg2	-0.161567410581561	0.551718331120077
Adgrg3	-0.0260165223095976	NA
Adgrg5	0.0292731086087779	0.937947466946963
Adgrg6	0.792338485307829	0.021991452587861
Adgrl1	-0.101328521965461	NA
Adgrl2	0.00465067592061796	0.991247247462217
Adgrl3	-0.0631682479658853	NA
Adgrl4	-0.643007707084134	0.224518924755333
Adgrv1	0.0952564537824978	0.710411112665273
Adh1	-0.0152868243792064	NA
Adh4	-0.0254835731496925	NA
Adh5	-0.0647723101905928	0.86055714465985
Adh6a	-0.00406219711024214	NA
Adh7	-0.000334395439653967	NA
Adhfe1	-0.0506907820319356	0.873571671094115
Adi1	-0.0507334363170209	0.840082060774686
Adipoq	-0.281091899060227	0.445593774504334
Adipor1	-0.138853923194286	0.556400243909004
Adipor2	0.00500607544917919	0.990104993979868
Adk	0.132161410740256	0.560361257171855
Adm	0.0648340031714643	0.939425262732864
Adnp	-0.00809075534599302	0.98306347309981
Adnp2	0.316479998185011	0.254535414543829
Ado	-0.053192166583198	0.840077761741961
Adora1	0.00396998564858819	NA
Adora2a	0.0301284300178617	0.89861029437554
Adora2b	0.180260690430383	0.467817643780518
Adpgk	-0.178783686766664	0.415204704395383
Adprh	-0.0820172018251597	0.850465085009398
Adprhl1	0.169065599233827	NA
Adprhl2	0.0646578270907803	0.809062702938726
Adprm	-0.0269808777128233	0.934152677519214
Adra1a	-0.217456523000346	NA
Adra1b	0.0412772617961794	NA
Adra1d	-0.144677193237166	NA
Adra2a	-0.00175538794454599	NA
Adra2b	0.0516065788713158	NA
Adra2c	-0.112547686380003	NA
Adrb1	-0.0762191571512219	NA
Adrb2	-0.00867787348235005	0.982024069207822
Adrb3	-0.131647605326649	0.518889884100368
Adrm1	-0.0827583320767209	0.713949288357135
Adsl	-0.243088652802419	0.175506750433396
Adss	0.112596542286347	0.607047167198284
Adssl1	-0.33523377296066	NA
Adtrp	0.0769208898586484	NA
Aebp1	-0.137202487045668	0.718470364669007
Aebp2	0.114175116057108	0.53918878764112
Aen	0.0435069528300884	0.837402022542586
Afap1	-0.0502177440814551	NA
Afap1l1	-0.163387399992993	0.717451388374483
Afap1l2	-0.0395487677261857	0.90752414088831
Afdn	-0.105930185939378	0.616707546725966
Aff1	0.192937506234426	0.574278737126449
Aff2	-0.137088825991242	0.755409209160243
Aff3	0.236600771285987	0.670684515008518
Aff4	0.0183836989622836	0.984136385559127
Afg1l	0.0360007360544197	0.933015356597542
Afg3l1	-0.163107799885124	0.607428256185964
Afg3l2	-0.150381131726476	0.537346665247659
Afm	-0.217967770317911	0.381041123602837
Afmid	-0.17750446360011	NA
Afp	-0.214322174335718	NA
Aftph	0.053608663226921	0.803011013189463
Aga	-0.343535674014424	0.281710035018475
Agap1	-0.357591165752613	0.149050625602597
Agap2	-0.0144865178018971	NA
Agap3	-0.13357161594539	0.498847635153695
Ager	-0.287352207378802	0.332892570348668
Agfg1	-0.118128335336323	0.670684515008518
Agfg2	-0.0336495806695662	NA
Aggf1	0.203115613317559	0.466612034689744
Agk	-0.0155234681181682	0.955296899021195
Agl	0.0110675889264824	0.987918660055856
Agmat	-0.0503601508735425	0.918756233201839
Agmo	0.266169077755904	0.357530234572713
Ago1	-0.0279973784442582	0.924491291001084
Ago2	0.00891311479483115	0.978815307334099
Ago3	-0.0134651516361668	NA
Agpat1	-0.00984418645378238	0.983127463735987
Agpat2	-0.0739487597468269	0.902027616636903
Agpat3	-0.0670730718031569	NA
Agpat4	-0.0890164984282684	0.708551329898723
Agpat5	-0.217894097675961	0.205638868982233
Agps	0.233768613769971	NA
Agr2	0.0382912048359634	NA
Agrn	-0.0256568594438153	0.905908208783013
Agt	0.251909236799284	0.555068689463272
Agtpbp1	0.0117067045123971	NA
Agtr1a	-0.0138721835303866	NA
Agtr1b	-0.0250006429635929	NA
Agtr2	-0.511016008814194	0.0955052272423501
Agtrap	-0.0728506419157675	0.761218467313249
Agxt	-0.0118205544195931	NA
Agxt2	-0.0147693445743506	NA
Ahctf1	-0.0114257546775871	0.962740210471537
Ahcy	0.110147426512409	0.664266640495753
Ahcyl1	-0.422501970118489	0.281072403068657
Ahcyl2	-0.203646086381042	0.314469985381463
Ahdc1	-0.200642135344432	0.302786787287847
Ahi1	0.127077534347876	0.821892696845087
Ahnak	0.30441251773185	0.344505689789507
Ahnak2	1.16683012233884	0.170501607830623
Ahr	0.107657289927514	NA
Ahrr	-0.194337072475244	NA
Ahsa1	-0.0491399211874199	0.836981864245292
Ahsg	-0.00825251165410901	NA
Ahsp	-0.710734218799201	0.450023493717988
Aida	0.238408374935961	0.238042487400309
Aif1	-0.0488485246974317	0.888148556371715
Aif1l	-0.159934771533699	0.437260750840838
Aifm1	-0.0479066412433937	0.834857991458731
Aifm2	-0.074024529406997	0.782472412998816
Aifm3	0.0197296823852406	0.947110955344001
Aig1	-0.141073231265615	0.443609194844191
Aimp1	0.0345608622681741	0.889070271071542
Aimp2	0.169955847933302	0.589157763877376
Aip	-0.00219029715844243	0.995541067272438
Aipl1	0.0650114239794739	0.823395190105001
Ajap1	-0.0420364987484012	NA
Ajm1	-0.0895036320097589	0.680204203566811
Ajuba	0.0483992141744398	0.882443750933258
Ak1	0.187502784859388	0.346247600259147
Ak2	-0.250197560919991	0.155090557208814
Ak3	0.0513139374015399	0.831438442929013
Ak4	0.152942375662427	0.46276490195348
Ak7	-0.143309445749189	NA
Akain1	0.0348569057289927	NA
Akap1	-0.12728466111037	NA
Akap10	0.295293024749608	0.197038400060435
Akap11	0.264432872065798	0.281710035018475
Akap12	-0.224567460317346	0.35942235719796
Akap13	0.521161079529048	0.0230919928949248
Akap14	-0.062122551639896	NA
Akap17a	0.0230969783525286	0.959425663300683
Akap2	-0.0390900633336164	NA
Akap3	-0.194514589010057	NA
Akap4	0.110171022818018	0.587571470993819
Akap5	0.036306151679824	NA
Akap6	0.0745570886344522	NA
Akap7	-0.0345935845235648	0.877772091780784
Akap8	0.0798972417811985	0.732897257394077
Akap8l	0.0314358961872632	0.964353786857751
Akap9	0.037832800009884	0.91235863270354
Akip1	-0.0554662610023877	0.764602491654732
Akirin1	-0.0629540094045637	0.87107693237143
Akirin2	0.056885044699885	0.83494885523147
Akp3	-0.261923636750008	0.310731439256397
Akr1a1	-0.036486415748092	0.86545495590012
Akr1b1	0.0376205524078284	0.88619257578274
Akr1b10	-0.0923433445916411	NA
Akr1b7	-0.376683069017588	0.473897491613812
Akr1b8	0.454236894841033	0.631689794079037
Akr1c1	0.0923171171095616	NA
Akr1c12	0.00143964493554272	0.995782226673304
Akr1c14	-0.108740302468878	NA
Akr1c15	0.0928643385469741	NA
Akr1c19	-0.0860774866724165	0.828498783198785
Akr1c3	0.115999783263372	NA
Akr1d1	0.0490509822938652	NA
Akr1e2	0.283797288084527	0.193083020977738
Akr7a2	-0.225592465326118	0.319496757836033
Akr7a3	0.18743314781268	NA
Akt1	-0.0745048269591901	0.794318491301816
Akt1s1	-0.151122055620269	NA
Akt2	-0.0707227997739572	0.800941954157786
Akt3	-0.0103393932625711	0.975977125506569
Aktip	-0.130724794602227	0.479099478375101
Alad	0.0138875938556478	0.982798172420589
Alas1	-0.177156281893083	0.762107414195731
Alas2	-0.677295654532999	0.544082922159428
Alb	0.00347711533731143	NA
Alcam	0.0262882576303838	0.958379924135221
Aldh16a1	-0.167052848295725	0.431839560559457
Aldh18a1	-0.134690583522213	0.628464037041193
Aldh1a1	-0.500315587961983	NA
Aldh1a2	-0.162296748369761	0.360299678685173
Aldh1a3	0.363353109349895	0.479689891421627
Aldh1a7	-0.0340157633790739	NA
Aldh1b1	-0.0437643324430255	NA
Aldh1l1	-0.111740303023681	NA
Aldh1l2	-0.487099122352557	0.0507279772264019
Aldh2	-0.0279227194911531	0.944988903691624
Aldh3a1	0.0109949454697391	NA
Aldh3a2	0.199873714892165	0.628166868608213
Aldh3b1	-0.324598664202686	NA
Aldh4a1	-0.113699577114922	0.771257292736111
Aldh5a1	-0.181789358822479	0.332892570348668
Aldh6a1	0.081095332073291	0.69564829147687
Aldh7a1	-0.0847290001866554	0.74298528876319
Aldh9a1	0.0695344875333426	0.849517930236826
Aldoa	0.1082631817199	0.614834733571294
Aldob	-0.22185904163964	NA
Aldoc	0.450785234955697	0.0875172042949443
Alg1	-0.122171062561486	0.634188491454136
Alg10	0.0982223156544233	0.822673606607904
Alg11	-0.0629009735452541	0.847344939081806
Alg12	0.038157514045615	0.919344569012001
Alg13	0.199528105481374	0.467817643780518
Alg14	-0.178352318891767	0.547806933171972
Alg2	-0.0484263951405071	NA
Alg3	-0.0862813188174432	0.833870716123376
Alg5	-0.0159278535311671	0.963645803122537
Alg8	-0.0403102127998753	0.859760967617062
Alg9	-0.0137789954193668	0.970416931546749
Alk	-0.131131261868387	NA
Alkbh1	-0.12138213720483	0.523109722843054
Alkbh2	-0.0947458863305499	NA
Alkbh3	0.177609504890823	0.451272721828799
Alkbh4	-0.099657034969149	0.728618242715094
Alkbh5	-0.16412735688208	0.499808162727768
Alkbh7	0.0940778133034677	0.742460575416416
Alox12	1.04670230576303	0.0249512947634647
Alox12e	-0.0275155160763525	NA
Alox15	-0.0161084268901632	0.975472206026024
Alox5	-0.149123927862123	NA
Alox5ap	-0.312627991231242	0.459284609618814
Aloxe3	0.204104385039648	NA
Alpi	-0.156300932292023	0.450592775924499
Alpk3	-0.0828810158072759	0.87107693237143
Alpl	-0.261888878463807	0.644597697396333
Als2cl	0.164956088395379	0.555476837743164
Alx1	-0.293637995844136	NA
Alx3	-0.00389067287983913	NA
Alyref	-0.20778347081819	0.302057402972474
Amacr	0.125104699880733	0.754890604580861
Ambn	0.00912098552909857	NA
Ambp	0.00921794651757146	NA
Ambra1	-6.63515355689981e-05	0.999667503920539
Amd1	-0.0742077960263607	0.866785118627232
Amdhd2	-0.214350218336246	0.411868728863752
Amelx	-0.0991195389682398	NA
Amer2	-0.129005137675152	NA
Amer3	-0.030976752243113	NA
Amfr	-0.0908777084635251	0.70246410565215
Amh	-0.139795731052701	NA
Amhr2	-0.166936703589434	0.573225245103669
Amigo1	-0.246548402367444	0.451556916842888
Amigo2	0.0566515265979035	0.826342987175773
Amigo3	-0.170957639000466	0.464983706174592
Ammecr1l	0.204451735051119	0.386579836500338
Amn	-0.0799136894408514	NA
Amn1	0.231685980582006	0.51415582014652
Amot	0.224970086862663	0.453332354228773
Amotl1	-0.0945602604714963	0.612825714575061
Amotl2	0.150061941128731	0.514539606075563
Ampd1	-0.439099574292937	NA
Ampd2	-0.019595116583103	0.950459762247342
Ampd3	0.815698892174645	0.019604289656666
Amt	0.245986096731997	0.319496757836033
Amy1a	-0.134556077074767	NA
Amy2a3	-0.0548127666225255	NA
Amz2	-0.0248434025942021	0.911657943565002
Anapc1	-0.00154442925193621	0.995890247990686
Anapc10	0.0300438979642523	NA
Anapc11	-0.209332363317833	0.374902446624493
Anapc13	0.242536963372096	0.438160179205066
Anapc15	0.0509657710758784	0.863893508925427
Anapc16	0.0344471481336601	0.865089512093143
Anapc2	0.0943068248873846	0.707963406444448
Anapc4	0.117088589508231	0.669627429729831
Anapc5	0.0670114296658966	0.740449448493056
Anapc7	-0.0860134880279855	0.794828543085402
Andpro	-0.0995867802040475	NA
Ang	0.510474504390492	0.219678282062786
Angel1	0.0640672642491289	0.763349848842729
Angel2	0.00450499424665463	NA
Angpt1	0.0467368750825967	NA
Angpt2	-0.538493225762379	0.146486188700077
Angpt4	-0.0170930919763661	0.972935711098808
Angptl2	-0.586152103990207	0.158735416123071
Angptl3	-0.032728471453269	NA
Angptl4	-0.39755126164956	0.152818238919621
Angptl6	-0.0412404392970647	NA
Angptl8	-0.0157844931231814	NA
Ank1	-0.287859833182866	NA
Ank2	-0.105472082228768	0.618053021059306
Ank3	-0.02705829161554	NA
Ankdd1a	-0.139431747958452	0.595218405277282
Ankef1	-0.126040119863807	NA
Ankfy1	0.458869610361877	0.0580546376467846
Ankh	-0.0380746292637166	0.877833708636159
Ankhd1	0.103079836749107	0.835818369908083
Ankib1	-0.114269749688658	NA
Ankle2	0.183778446138589	NA
Ankmy2	0.359313887905548	0.182008100256502
Ankrd1	-0.155108660263202	NA
Ankrd10	0.054574659594099	0.892280324976938
Ankrd11	-0.0611344234515494	NA
Ankrd12	0.0559059668584467	0.882443750933258
Ankrd13a	0.0670594294006861	0.81145410400187
Ankrd13b	-0.201502938032539	0.248735622342184
Ankrd13c	0.381370068012012	NA
Ankrd13d	-0.0528978787625753	0.822673606607904
Ankrd16	-0.259979108954774	0.226430554329804
Ankrd17	0.0686576249246222	0.770773999450143
Ankrd2	-0.399292984602953	0.0720862915608562
Ankrd23	-0.356366428325472	0.680204203566811
Ankrd24	-0.136258967177049	0.660960349028106
Ankrd27	0.0699227025864779	0.892280324976938
Ankrd28	0.118662278154817	0.595139223511762
Ankrd33b	-0.0203963738703115	NA
Ankrd34a	0.0985053282967971	0.741721091048797
Ankrd34b	-0.0584158332900424	NA
Ankrd37	0.163313267971118	0.549805279641461
Ankrd40	-0.0561459153566393	0.832292300720118
Ankrd42	-0.046894578205201	0.888148556371715
Ankrd44	-0.423204695296912	0.114876632449847
Ankrd45	-0.0415827882885891	0.914507293575921
Ankrd46	-0.0826986351395487	0.754890604580861
Ankrd49	0.0884850964448702	0.912359012554457
Ankrd50	0.343235448606315	0.233661238474216
Ankrd52	-0.323569433432696	0.139884111669585
Ankrd53	0.151911285560569	0.486724917194874
Ankrd54	-0.166166646117265	0.576097271591682
Ankrd55	-0.276229280772202	NA
Ankrd6	-0.0995553871189472	NA
Ankrd60	-0.133253602916024	NA
Ankrd63	-0.151969299421526	NA
Ankrd9	-0.281394805495657	0.121134884573496
Anks1a	-0.00708395562166508	0.987765403743751
Anks1b	1.13379998334068	NA
Anks3	-0.293343772190067	0.173558487575977
Anks4b	0.168768988707729	NA
Ankzf1	0.129944423380445	0.650069107014505
Ano1	0.901288464738221	0.0720862915608562
Ano10	0.08249257619193	0.718299041871206
Ano2	-0.245812700355049	NA
Ano3	-0.0471993770619532	NA
Ano4	0.0294595739108754	NA
Ano5	-0.244006475396807	NA
Ano6	0.162309905183697	0.680204203566811
Ano8	-0.263942209932727	NA
Ano9	-0.0553629581163895	NA
Anp32a	-0.0943232100982003	0.698417973938672
Anp32b	0.0278279910528401	0.892634637743903
Anp32e	0.0645584222972388	0.773254587866441
Anpep	0.386186633290487	0.546881481258521
Antkmt	-0.00123091130902431	0.998295484432184
Antxr1	0.11015602078309	0.557532054174791
Antxr2	-0.00822797653142793	NA
Anxa1	0.149064650390311	0.462371878854838
Anxa11	-0.438939776939023	0.116524940656302
Anxa2	0.275668523818217	0.286773591040274
Anxa3	-0.00070725531174709	0.998754120626404
Anxa4	0.272079339908172	0.225602463597611
Anxa5	-0.0576119776598798	0.760387543614275
Anxa6	-0.18121231090011	0.549317364166572
Anxa7	0.289256943574493	0.164394145659676
Anxa8	0.253703685401556	0.232501697831639
Anxa9	-0.0926527226801479	NA
Aoc1	-0.0511521757732138	NA
Aoc3	0.185265602994495	0.639875363706958
Aox1	0.348041488611802	0.271369718917123
Aox4	-0.0733390674644898	NA
Ap1ar	0.018956740578032	0.970475712621521
Ap1b1	-0.240165866508699	0.350283073328975
Ap1g1	-0.0392467624145691	0.930606514398803
Ap1g2	-0.116888152238655	0.625265325709011
Ap1m1	0.0104555097514982	0.977121487476838
Ap1m2	0.0510687988869014	NA
Ap1s1	-0.0550456827062522	0.779294532278533
Ap1s2	-0.240652469693316	0.538119831137387
Ap1s3	-0.12736805102112	0.702349745423332
Ap2a2	-0.0384328730307413	0.942353754955474
Ap2b1	-0.0451124307368698	0.844423953420659
Ap2m1	-0.0132616824205822	0.958816721609532
Ap2s1	-0.106418973761077	0.871203736422165
Ap3b1	-0.137637773345052	0.511360834975682
Ap3b2	-0.136999552840323	NA
Ap3d1	-0.0974239506452808	0.600633163672652
Ap3m1	-0.0880957077702575	0.789587982933067
Ap3m2	0.0181929292778014	0.958816721609532
Ap3s1	0.320050237182544	0.257859285775406
Ap3s2	-0.0782998315416332	0.771436572887612
Ap4b1	0.0397991261044588	0.890145255759151
Ap4s1	0.0899506811179425	0.762798332588337
Ap5b1	-0.0618757459629737	0.801469328108037
