gene_name	OAvsNonOA_log2FoldChange	OAvsNonOA_padj
DNAH9	0.326775274320531	0.410836310296788
KIAA0100	0.43819831411159	0.00834323361301672
SLC13A2	0.107631542572552	0.872221049262593
GAS7	0.422252898121609	0.161867598251696
TRAPPC6A	-0.40584212428878	0.324614218524749
MATK	0.266527539283533	0.656441209239142
CEACAM7	0.296621555396613	NA
CD79B	-1.0839540203655	0.00043380104380209
SCN4A	-1.23975782579781	0.00651647440727121
ST7L	-0.0888905043273278	0.641021939410935
TKTL1	0.248346139728968	0.846481201195714
PAX6	0.183742736239978	0.74354170417511
RPUSD1	0.338066062621238	0.283182865795153
RHBDF1	-0.524068693235879	0.0649907598192292
LUC7L	0.0508018129818923	0.845728834496184
CACNA2D2	0.00507121911322553	0.994147781505779
BAIAP3	0.0490455126294182	0.953751569050293
TSR3	0.00340825207726121	0.993854284956731
PIGQ	-0.107738463789508	0.791286080066402
CRAMP1	0.140657474785053	0.696222488330296
TEAD3	-0.290189639787182	0.425782106901709
SELE	-0.341169242315509	0.230917777242467
DNAJC11	0.230477473182659	0.591803013062318
FMO3	0.186942495677777	0.727158461896293
MYLIP	-1.58921649017277	1.1800143591017e-22
NOX1	0.330565485849437	0.689544442800492
E2F2	0.297634502909928	0.403888809241777
PSMB1	-0.378554862786962	0.140709899924464
SYN1	0.530037938967624	0.253517973544218
JARID2	-0.172989572608308	0.453655581409992
CDKL5	0.327033568884682	0.137642248288431
CAMK1G	-0.257938294858722	0.677462814154757
CDK11A	-0.0646169952457921	0.813791839481944
NADK	-0.529670234047401	0.0140144384030788
TFAP2B	0.0876637147696636	0.905990470460531
TFAP2D	0.506674286776979	0.668943179769958
DLEC1	-0.357663346098906	0.23857223564584
CYTH3	0.597366843314112	0.0554968756666474
ADAM22	-0.831170472238276	0.0015155954038462
SYPL1	0.0408490553620809	0.889643841411661
CYB561	0.34812826158527	0.0568523239976407
SPAG9	-0.740757500446878	1.09079948785114e-06
CELSR3	-0.206950928516235	0.652365231890354
AASS	-1.22297298421186	1.5316969867877e-05
PLEKHG6	-0.263050828983237	0.488254206920521
SS18L2	-0.382782016311594	0.0776722483547957
MPND	0.188243642474389	0.68277681297744
MGST1	0.0454066313712139	0.92322372661019
CRY1	-0.814477877403208	0.00043380104380209
PGLYRP1	0.613222142993293	0.371760772047002
NFIX	-0.3601145432646	0.4004979081061
ST3GAL1	-0.231806817703229	0.492022003051613
MMP25	0.118512947317834	0.840081689802699
IL32	0.271884468391053	0.526744850192339
PKD1	-0.829420655358391	0.00113745699029354
MAPK8IP2	-0.536755030202158	0.013177149696308
MED24	0.329641645512462	0.0833326065640191
RHOBTB2	0.0668643647211005	0.856512163801329
HEATR5B	-0.166906871545628	0.47886929158017
SEC62	0.159447095651778	0.368662086481919
RPS20	-0.444606686685602	0.0314566494018816
CSDE1	-0.385464294246358	0.117511318971522
UBE3C	0.474233507761916	0.00284908805795374
REV3L	-0.00146900684109349	0.997283731822017
TENM1	-0.18627548080676	0.600514124062417
PAX7	0.227913549986542	0.954384826500104
MASP2	0.0416445978612852	0.890786998282857
IYD	0.371512187249637	0.26592498759848
FAM76A	-0.0385341402638339	0.87924372390473
TRAF3IP3	0.668038383953789	0.0553989427425279
POMT2	0.3991176713762	0.0314062050292201
VTA1	0.165450651357869	0.43206219283341
MLXIPL	-0.103369286408407	0.826978123254522
BAZ1B	-0.100690527360146	0.643947215825597
RANBP9	-0.188144656003012	0.234860300231918
ETV7	-0.901304192365484	0.0252319502282813
SPRTN	0.109379505023519	0.786318074470768
METTL13	0.47738386062122	0.00573867803906728
DYRK4	0.224678950576312	0.225700672461038
ZNF207	-0.471136601493953	0.00298404149163268
UQCRC1	-0.137915999264141	0.609245062018236
STARD3NL	0.294605000254818	0.222245239397542
CD9	-0.0863897364191376	0.803474878013648
HHATL	0.709288128054197	0.42845467046681
NCAPD2	-0.0164021214365916	0.964945125227647
IFFO1	0.338704635643396	0.140249745339017
GIPR	0.0546317952113087	0.910950992827451
PHF7	-0.763464842369524	9.34699446688513e-07
SEMA3G	0.20143570405405	0.887198067663866
NISCH	-0.263742011515448	0.358090114247528
STAB1	1.37900385696195	6.18603686650794e-06
FUZ	-0.223470272396618	0.385115699958475
SLC6A13	0.181903026669301	0.939089166383126
IDS	-0.414646280858235	0.00124288406446173
PRSS3	0.0988347379722981	0.991756575966351
ZNF200	0.628320193005388	0.00800412979388174
CD4	0.38698570340444	0.0991956419025538
LRRC23	-0.703321864885746	0.000460464036833405
BTK	1.54496817037556	0.00235050112898116
HFE	0.400463066103346	0.0825398646566939
SCMH1	-0.411412796395907	0.270424593380193
FYN	-0.260321964457731	0.404254073769196
HIVEP2	-0.254416576934546	0.382449646357059
FMO1	0.238758761080053	0.69910306675184
ELOA	0.386204690267342	0.0169842806991563
LYPLA2	-0.21998224341092	0.483498277583649
CLCN6	-0.19712436661408	0.492150314587468
MRC2	0.440311737829072	0.294281537109188
NME1-NME2	-0.436576659073172	0.664649696399861
SLC6A7	1.03975011793318	0.0592756309662216
TSPAN9	-0.113627217135471	0.786648278599316
BTBD7	0.353856306042577	0.0971691543431424
APBA3	-0.203782914246748	0.372652230858963
MKS1	0.113753775520143	0.721232576702857
ABHD5	-0.21969627443451	0.603064344007613
ANOS1	0.940373956562007	0.013534644666663
AKAP8L	-0.100714784426106	0.795886911616746
MBTD1	0.0213522762065759	0.948458315357584
UTP18	-0.395022265207323	0.0891250622449745
RNF216	-0.417623357796239	0.000992227790212891
TTC19	-0.197714355934777	0.0822388026989129
PTBP1	-0.117391565795057	0.71729723371787
DPF1	-0.0628168780744582	0.867519972414749
SYT7	1.25154650041344	0.0226605371734986
LARS2	0.462069807567595	0.172270582330494
PIK3C2A	-0.255817311417876	0.416666614391039
PLAUR	0.0637807166657073	0.891981181300971
ANLN	1.5222789743367	0.000295004889001151
WIZ	0.451463145088028	0.00839818460269915
RABGAP1	-0.257741946690412	0.150868664465772
DCN	0.0119100790398908	0.980333620519437
QPCTL	-0.409154169230392	0.162930407643285
PPP5C	0.352700065144089	0.130627205524803
CEP68	-0.455666549071106	0.000281896062324382
MAP4K3	-0.264466274465755	0.197919666260357
ZBTB32	0.893579079398685	0.0441915407905495
TYROBP	1.4743687142866	0.00510384694064107
TMEM159	-0.12606606181614	0.564232345176336
GABRA3	0.448273279966816	0.37237697128159
BRCA1	0.125690112336401	0.7005332460523
ERCC1	-0.234343597044186	0.27217082939203
CD22	0.514606226008655	0.247108632455407
SEMA3B	-0.518603402267887	0.0617089922891291
MBTPS2	-0.0599976801857385	0.807820248953291
PRICKLE3	-0.308821121017356	0.205319651612358
LTF	-0.879030090098207	0.142981463281779
EXTL3	0.0552458792101772	0.888227058458798
NR1H4	-0.107560790290646	0.844791664217819
ELOVL5	-0.00992778917039575	0.980222505934004
ALOX5	0.817490626134224	0.174562824869199
KDM5D	-0.396413640696706	0.541653488577535
CALCOCO1	-1.07507001576706	7.45618736285421e-05
UBR7	-0.0185981113079991	0.960701721378483
MAP4K5	-0.190634445985914	0.348875908532802
EHD3	0.987447652632943	1.05052407305102e-05
PSMC4	0.105095564484016	0.689670441157641
MAN2B2	0.0804379317577596	0.673191609925453
SLC7A14	-0.05623604723203	0.899002429779385
CLDN11	0.0554616029379065	0.953495699806894
SLC25A39	0.577065903656634	0.0175169724000666
MVP	0.0529234963808502	0.843738134246394
NUB1	-0.338973249833778	0.0527425233139943
PGM3	-0.4565129440431	0.0283611344989971
RWDD2A	-0.594268886132001	0.00195275085732145
CLK1	-0.658829538869781	0.00204549338151493
POLR3B	0.490783798397719	0.0311473159498408
ANGEL1	0.157884743597738	0.426477020061532
RNF14	0.315809728466242	0.14638100585049
DNASE1L1	0.274605014111626	0.513011969042017
DDX11	-0.0565581952322247	0.864809317752046
HEBP1	0.0977788257121487	0.669005124474764
GPRC5A	-1.62399504487874	6.36730037315476e-09
MAMLD1	0.807300711272221	0.0070660887759038
CD6	-0.15725160645832	0.618570801428732
TACC3	0.338834572853682	0.24758828853016
UFL1	-0.33476897831988	0.0478831608984985
POLA2	-0.354040924422131	0.262138889737909
ZC3H3	-0.0859253458216151	0.86265866172626
CAPN1	0.0844752421583985	0.788582398442726
ACPP	-0.852051850231473	0.0373687634699156
MDH1	0.353352630384466	0.138434556531761
SLC30A9	0.197233090594002	0.450605463220007
MTMR11	-0.114253069618667	0.647074772625884
COX15	0.0444902151613346	0.868751292135114
CCDC88C	0.425918772691983	0.438697639666342
YAF2	-0.0666944635676254	0.738480137296685
ZMYND11	-0.212733525386771	0.408794055990471
WAS	-0.494264855664164	0.2972932484068
DPEP1	0.467900895043999	0.581327857650794
BID	0.390073526706666	0.101144421735881
MATR3	-0.418003284104624	0.00793103279287495
NPC1L1	-0.40505919023409	0.397128343008817
XYLT2	0.017443371009501	0.94591646393828
RGPD5	-0.988697886523983	0.000133831893873068
STMN4	0.152144052172434	0.783459025729268
NUDCD3	-0.456270637011988	0.0277797219031621
ISL1	0.710211439850978	0.539523162946789
CHDH	-0.806418982172793	9.52748113414822e-06
IL20RA	-0.509219104451076	0.371840038379455
CLCA1	0.0982656415883911	0.858104807924985
CLCA4	-0.398711389183509	0.471767995631127
GLT8D1	0.281210673195902	0.161933749717983
ATP2C1	0.2333944337719	0.190144610712739
IGF1	0.136341611827595	0.849204340946073
SLC38A5	1.47169921917342	5.51312642083169e-05
RALBP1	-0.0624473861485716	0.720750958058191
RUFY3	0.163411043627321	0.572283772523503
CNTN1	0.209765320419066	0.759539854227333
SLC11A1	-0.0972681555583687	0.81319478539773
WWTR1	0.258168122864247	0.450326721052867
AGPS	0.972951538989455	4.74029509557986e-05
ZNF806	0.019828087637933	NA
CXorf56	-0.115158039119058	0.632726680301869
ATP1A2	-0.0144245302517138	0.985515809000919
TTC27	-0.0494189460650772	0.888567919233056
ZNF582	0.433229145945851	0.180963196143948
VSIG2	0.78271671091034	0.152618759032252
PHLDB1	0.0524444282827357	0.879273232754055
MARCO	1.82972232501042	0.000339221872637961
CYP24A1	0.538476628799277	0.56101663108408
PRDM11	0.0331357994510858	0.924517364229708
SYT13	0.734370035298105	0.116233220446995
SNAI2	0.491298782687161	0.0345734519368013
CD74	0.48667507076448	0.377778121643218
HGF	0.153059768866279	0.91779523927555
ZRANB1	-0.643952532115305	0.0083496991331894
NCDN	0.164331701728477	0.575818214615167
ADGRA2	1.56595269858965	0.000222969478358109
CCT8L1P	0.0610909549262392	NA
ZFP64	-0.289035802235615	0.0369345291439461
MNAT1	-0.295070149102071	0.305793024538339
SAMD4A	0.182356197102562	0.657706053796716
RUNX3	-0.678120003333429	0.130555410059727
MRE11	0.0916697286049796	0.817920922692495
PLEKHB1	-0.065137198532797	0.895270757105333
SERPINB1	-0.488512346830756	0.0515680031764535
CYP3A43	-0.171666597113933	0.632426508893724
SLC7A9	0.309989582449317	0.389917820290004
SPAST	0.292793618044706	0.192794382529129
NRXN3	0.0524517027904936	0.960053202364036
OSBPL5	-0.660366373485948	0.0257801434896879
AQR	-0.202184907642857	0.288636149721544
CPS1	0.609105785496317	0.014421083709396
C8B	1.31730725751284	0.00657666564265952
FHL1	-0.231697400987498	0.423118182373514
RTF2	-0.125332039659015	0.226432779685036
GABRA1	0.316510204916596	0.560247636812549
NLRP2	-0.0369457086820859	0.927334333879248
SLC45A4	-0.752984056958281	0.00241222498071219
RNF10	-0.217448436703197	0.161004685692329
ZNF839	0.0913665783300996	0.711322135277803
ZDHHC6	-0.138949261796678	0.640762552221529
GRAMD1B	0.025213018547741	0.954671340503597
RNH1	-0.34936592717219	0.283414178767454
NDUFS1	-0.0310936638252803	0.900696874591927
RB1CC1	-0.587938930253654	0.00220086658752701
ERP44	0.383799811863756	0.000400448854943546
ALAS1	-0.295781644108219	0.454687542621056
BIRC3	-0.438803103813028	0.291262882053696
AKAP11	-0.100953829274018	0.691738867632132
GLRX2	-0.0703808453390956	0.800253813229894
SNAPC1	-1.31342641312503	6.65785038834555e-19
DERA	0.135757064996864	0.618636726467391
STRAP	-0.0549204918242017	0.865178081870259
ABCC2	0.101956515780501	0.824981465690357
DEF6	-0.8525404444858	0.0023077660936827
PLEKHO1	-0.547902190894083	0.0714784549426802
GCLM	-0.397665870580173	0.306921855738664
UBR2	-0.382311267664092	0.0184623223747163
EHD2	-0.391520296948872	0.384369511172991
DEPDC1	1.40454658716633	0.00131088447011031
CCDC28A	-0.984282886684755	4.28648415825837e-06
RRAGD	-1.20533209215499	5.72245656689303e-08
HSF2	-0.689497367175879	0.000106106670677725
PHF20	-0.780973130288351	5.67331895208158e-06
HSD17B6	-0.00146337794799116	0.988731331201387
NR1H3	0.278830090445201	0.428945511610739
TYMP	1.52551656034439	9.88789554007927e-10
NCAPH2	-0.145197756835013	0.463168301753458
TOMM34	0.0132861339944631	0.973275047098161
SEC63	-0.497063830469193	0.00059118696885027
KPNA6	-0.186368153939486	0.284822596978163
VIM	-0.0681206551189551	0.900258530052051
RTEL1-TNFRSF6B	-0.121853832500358	0.680833794948209
FAS	0.0233240263589338	0.95971323125005
RNASET2	-0.126631576398556	0.728674618824042
CD44	0.226277087155995	0.602370437794911
KCNG1	0.207147724379515	0.549291220556309
AGPAT4	0.626806269043705	0.000105860367993288
SLAMF7	0.393541990197062	0.430502987158941
BTN3A1	0.288463580173842	0.332508758758003
MIPEP	-0.0539924807500469	0.844115191064374
PRKCH	0.168620369668694	0.52642453651074
INSRR	0.600743026131229	0.307255669240897
IFNGR1	-0.491804861473911	0.0494713849547909
B4GALT7	-0.134826438042745	0.581651070694172
SH2D2A	-0.137722846819033	0.845728834496184
VRK2	0.032310140820546	0.893245432320906
TNFRSF1B	-1.51465191219577	5.55966110527838e-06
VEZT	-0.339160536628199	0.0269068111616174
POU2F2	0.892971630855719	0.0188248368604744
BRD9	-0.136487754613597	0.564577188758323
SNX1	-0.0773237045747361	0.684828941551184
TBPL1	0.755886048705325	0.00367993977874009
ARNTL2	0.998914266596514	0.000308488373231604
BCLAF1	-0.919736789915261	2.91409746724092e-07
SLC39A9	0.466581060679968	0.00225956434684868
ANK1	0.575191800305504	0.298753373366684
IBSP	0.641710151612768	0.356739455514059
TFB1M	-0.142883709519184	0.579383033842279
RABEP1	0.0636490081427618	0.815487975416564
HMGB3	-0.0257483786608161	0.912359216805652
NUP160	-0.432500123943228	0.00915125488935248
BAK1	0.685833543769463	0.00741276257236375
MUSK	-0.102399847384919	0.821253890822311
IKZF2	0.487726535663134	0.104966815285265
GRN	0.504832715938433	0.167003148575148
FAM13B	-0.10745714736968	0.528815921332669
ARHGAP31	0.326380319749638	0.127130387419756
CENPQ	0.252274034186841	0.4534818602806
SARS	-1.10037933463518	1.97829025527188e-07
RANBP3	0.277574776445425	0.060734807415014
ARID4A	-0.859015440520517	1.66414523897716e-10
EIPR1	0.209751546271852	0.305377290575775
PNPLA6	-0.112782830295886	0.754125147570262
IFT88	-0.770648669554543	4.27120478724472e-07
ALG1	0.695960514872998	0.000188147393995776
ZCCHC8	-0.424180817036389	0.00577841363473803
ABCF2	0.368367019409971	0.218809265097132
CHPF2	1.09857754518933	2.24973990407095e-08
LRRC7	0.230251944598063	0.678663926839805
FUT8	0.192640405164203	0.603262078131553
UBA6	-0.0640574737431446	0.872355840686905
GAB2	-1.43863442085168	9.92694251000989e-08
ATP6V0A1	-0.720910958316436	8.34973245756385e-08
PIAS1	-0.16944680345373	0.333706505848304
SLC4A7	-0.636066934852282	0.0300738644973727
APBA2	0.1855072289229	0.801537349787063
MAP2K3	-0.654697421018941	0.0149357353291462
EFCAB1	-0.638986085233909	0.0189779340065222
TMSB10	0.647809950137506	0.0519507859024048
ASTE1	-0.16297062125376	0.646320355285856
RNF19A	-0.967400020145678	9.63692227387078e-09
PEX3	-0.242213709201204	0.16566482641102
GABARAPL2	0.292191922735598	0.3083114659772
MYOC	-2.21146295117961	2.41311377373223e-08
SH3YL1	0.404106110432394	0.0523367397922707
FAM136A	0.595438689190732	0.000128739985777012
VCL	0.0917021025918808	0.809963706523695
DEPDC1B	0.189893771535044	0.6950671031395
DAPK2	-1.03724011405957	1.93558623412142e-06
NSMAF	0.101481913815758	0.736759897240924
ADSS	0.453802576856392	0.00828713259099361
STAP1	0.117940423747659	0.797463422523369
TIMP2	0.121901077098306	0.681197238005596
RFC1	-0.957010234111626	2.08326006739524e-07
TBC1D23	-0.0352479611730387	0.88854546477698
CUL3	-0.213339901742103	0.216315303764862
MYOM2	-0.703119843194326	0.0836929316719952
OTC	0.414360715885206	NA
CYP46A1	0.55903230557229	0.000781854657240316
AC118549.1	0.153182521865524	0.346450243026798
SLC18A1	0.0400260642271447	0.949668557716043
USP2	-1.08009286884364	0.000604649123140693
CASR	0.519970808848033	0.0329010020879477
TUBG2	-0.500524131513372	0.151095179718461
RPL26L1	-0.153514705839848	0.709646024736486
FLT4	-0.0835248383444375	0.852332597967024
NSUN2	-0.0709406014040483	0.794909665607016
FBXO42	-0.652439151652938	0.000393682092980623
MFAP3	0.24796997660823	0.244157334531389
MRI1	0.241815902842586	0.253721694232441
METTL1	0.488178707113446	0.0427670570143618
HOXC8	0.454729962087901	0.320806128344074
AGA	0.475461307951494	0.0932720092579925
PI4K2B	-0.0542823444389605	0.921415703032709
BOD1L1	-0.244226412919174	0.117605784641499
MAT2B	-0.103289626267226	0.707758854886071
TLL1	1.738730954487	0.000144007368251616
EDC4	-0.038563766180742	0.895430667532072
TRIO	-0.0664191474081762	0.830729732747109
VCAN	0.274021180932141	0.611029294725954
CLEC16A	0.0399714044457675	0.881917535774178
MSR1	-0.0254659596910635	0.956407986207981
CDH1	0.369594243881711	0.34171564994967
MTREX	-0.0235807738286234	0.903375831483389
DNAH5	0.52911535577692	0.105842198884367
ZFYVE16	-0.0152288555403888	0.95769054643993
RIPOR1	-0.299293230287574	0.238286233422338
C6	0.425717347705765	0.820826293176304
RAI14	0.678244060191717	0.0178278153290756
SOX30	0.0675970092621891	0.93178277666453
PNKP	-0.290444036626217	0.233709139224559
BEST2	-0.166579557755102	0.754422701949504
PHLPP2	-0.066045235140636	0.783395082894426
SPDL1	0.461060356924318	0.189085610602515
STAU2	0.156231930842987	0.588246846860726
PQLC2	0.27811908293596	0.33328003092581
CTNS	0.421140309494072	0.0877276982039987
RTN4R	0.659039090435818	0.4266854016167
PHF23	0.323732457209064	0.158438757251116
CDH10	1.41499653203901	0.00241316008059313
INPP4A	0.078402061307459	0.777298036020333
RAB27B	2.40290182286344	3.49237787422288e-06
PSMA4	0.73688945952504	0.000133708189613913
MYO16	0.152073822422542	0.852766617300364
LSG1	-0.239536159605923	0.421828417918659
PARP3	0.405156043013363	0.080647923995495
TNC	2.54278800230005	1.33944366195102e-10
THAP3	-0.24564934834254	0.315263797776198
RIPOR3	-0.09279608176971	0.846899107230458
TDP1	-0.526400631921725	0.0101166961198596
AIFM2	-0.15899565736732	0.517598997368408
C2orf83	0.256646368006437	0.507374291670684
SPATA7	0.103972613134155	0.672303204092345
MED17	-0.0732572150972413	0.689346842952647
RETSAT	0.357386252863954	0.0416592716549123
CAPG	0.064257165633508	0.890686440304834
AP2S1	0.255876208562689	0.464821636961588
USH2A	0.0336064078004248	0.956445627411465
ZPBP	0.526659396557468	0.470982149921123
TG	-0.032136184593913	0.96116812840582
ADAM28	0.416285950644218	0.217899207093162
BARX2	-0.466187630404052	0.140780305752082
DCUN1D1	0.272169909079034	0.142102234149702
JADE2	0.215731590303121	0.494211493785941
ZIC2	0.155664518935884	0.951594878455053
LCP2	1.03062944656161	0.0422756730513566
TRIT1	-0.384197599069557	0.0165655764131717
ADRB1	0.374766845595755	0.34677146783426
GUCA2B	0.0788438671722263	NA
CUL7	0.276109530452625	0.386758668355047
CTNNA1	-0.50251449698656	0.00030258797198052
PHKA2	-0.401676448636201	0.0481789784669428
CNTLN	0.110850445709384	0.673191609925453
EPHA3	0.481883652887389	0.311581032251861
HSPA5	-0.700047596555014	0.0054529973095546
DSG2	0.849048444908246	0.00106458748058269
GEMIN8	-0.087541893165841	0.768733606616874
