ID	WT.DMM.6wkvsWT.Sham.6wk_logFC	WT.DMM.6wkvsWT.Sham.6wk_padjFilter
Higd1b	0.0482767441652339	NA
Atp10d	-0.3333323042306	0.128944168333161
Mtus2	-0.355660922657678	0.159787791383755
Tuba1c	0.372615998570686	0.289908497385688
Ngdn	-0.0745328264146619	0.6730294070688
Myog	0.0910573690960375	0.814851575530722
Rbm47	0.0334385899873779	NA
Zfp516	0.0726650441865032	0.653430311600643
Eldr	-0.0652357907566146	0.85392426237169
Scel	-0.273028483047943	0.355944350707622
Slc35a1	0.484654280266834	0.30213128402583
2310011J03Rik	0.303176671376894	0.318950616625549
Zc3h12d	-0.247597690671772	NA
Pmepa1	0.337931369938931	0.548435622728041
Olfr1356	-0.0758876567159388	0.755001313793803
Wdr41	-0.0609324927007277	0.738819282398564
Fam199x	0.0858229799700516	0.695091105303879
Dtwd2	0.0832060218711771	NA
Ctsz	0.299777488814059	0.258529551491493
Susd6	0.450391138172677	0.0180531833172895
Ddhd1	0.0132261123230485	0.960216850427134
Ccdc174	-0.343265772737111	0.19327248240993
Extl2	0.290874974350912	0.176721367826039
Fdps	0.190380956915078	0.533975063300178
Tpsg1	-0.0648771531796702	NA
Srsf2	-0.214160575596102	0.340888378882509
2810403D21Rik	0.062705753761849	0.755236510399426
Pelp1	0.208206509383606	0.374503617277705
Rif1	0.760196029321909	0.0221169982654823
Kcne1l	-0.0260086326255739	NA
Tbxas1	-0.487798588584511	NA
Ep300	0.238688489239503	NA
Myl9	-0.510151538287769	0.41595201657746
Btn1a1	-0.0388542684930649	NA
Olfr1297	0.00261790168159361	NA
Relb	-0.25375377343916	0.3240454179671
Arid2	-0.442746056378423	0.0755862653350355
Btg2	0.0284413840232214	0.955259060694864
Tubb2a	-0.174721288985278	0.729145393828582
Cthrc1	0.0192992268900351	NA
Ddit4l	1.13017721200449	0.00120532477412676
Srgap3	0.167959816465685	0.433421651448717
Gcfc2	-0.0698115161304805	0.717206442102423
Skp1a	0.739530508335482	0.000402243628845548
Smc3	0.542577140265683	0.0116924941090502
Trp63	0.11688056363708	NA
Dus4l	-0.47501148269802	0.0866272377453485
1700034E13Rik	0.0475894414470178	NA
Afdn	0.0696330332165929	0.732985738280593
9330179D12Rik	-0.21778233576417	NA
Pgd	-0.375328100867719	0.257412376692271
Megf11	-0.0773176754454218	NA
Srp9	1.04389714287591	5.02936220175722e-07
Zfp36	0.28391490128059	0.340888378882509
Rflnb	0.469233381554088	0.0217714076129811
Gm4788	-0.0987269684134546	NA
Ifi205	-0.0186499245990525	NA
Krt13	-0.137684709132423	NA
Kcnip4	-0.0170977158242699	NA
M6pr	0.625850865148224	0.00431063388788515
Lgals3	0.516297117717034	0.0866272377453485
Klf12	0.422149657929073	0.0268216539080841
Fat1	0.435943814781883	0.00773235513160786
Fam122c	-0.0237174071379381	NA
R3hdm1	0.0386057967469451	0.851925290791654
Ncan	-0.29783291723139	0.410665963933592
Cdk14	-0.00988944979520942	0.965712038508854
Wdfy3	0.031670497043773	0.899293463750258
Sox10	-0.238330211417255	0.209788197745383
Rps6	0.408048492577935	0.0459482432540474
Zic1	-0.58310583978331	0.285070491162288
Serpinb3c	-0.231226249554107	0.258082263275368
Trappc6b	1.04669774685628	0.000120254490362865
Exoc4	0.105686235034811	NA
Dll3	-0.0997910107460666	0.645780428855383
Teddm2	-0.0386282381727064	NA
Eaf1	0.185597121726807	0.583373152103825
Baalc	-0.0112078573159341	NA
Cd99l2	-0.0004262093449006	0.998938592142293
Cds1	0.424995447897609	NA
Cyp2b9	-0.0905528079519968	NA
Tesmin	-0.173787196969921	NA
Pctp	0.304334734348331	NA
Cdc37	0.0754760381438128	0.8336939544657
Med12l	0.0532271585302821	NA
Chd6	-0.106791169353189	0.410419965393993
Camta1	-0.104273726732469	0.663723160324421
Olfr33	-0.189700295925861	0.266536318098324
Hdgfl3	-0.179664574350504	0.504482916315651
Neto2	0.383413278606468	NA
Ccn2	0.530080304114338	0.676400072671904
Tmod4	-0.921139235458573	0.03112809942021
Aldh1b1	-0.0927753573087079	NA
Casp3	0.590690025832655	NA
Dnaja1	1.37941260765267	1.35278548938827e-05
Agtrap	-0.00226638222233372	0.991231782244215
Hoxa3	-0.301473969049955	0.0170025603909253
Cdh1	-0.207959510513069	NA
Prima1	-0.105571789684794	NA
Dscaml1	-0.155655485169218	0.284230197536386
Dhrs3	-0.380591318912059	0.20069045225842
P3h1	-0.0795100377479452	0.861867727337555
Chka	-0.966693478581248	0.0139435259878482
Ubc	-0.00333375284023861	0.993455998952797
Slc30a2	0.0909111323667766	0.876755647562377
7030407O06Rik	-1.31186885040197	0.000863985529395414
Esr1	-0.319256488372488	0.481236059590732
Etf1	0.665032560599239	0.00919062942456026
Rrp1b	-0.218050705220186	0.276509708657312
Bysl	-0.193377814682997	0.177989970860322
Nos2	-0.00289128314875942	NA
Cd207	-0.10911452996697	NA
Syn1	-0.124428682580844	0.556112137097308
Alg13	0.570632702646397	0.00273994802394765
Sema3e	1.03213352857868	0.00696035031978074
Ankef1	-0.00283516371316719	0.992990984883415
Med26	0.463819873773162	0.0575114851945335
Slc39a13	-0.377374890862656	0.0790201662611307
Cep19	0.254728223125341	0.139440389062876
Etfa	0.755391869527146	0.0335042728421927
Dhx40	0.558810825181499	0.000307382882160999
1110019B22Rik	-0.0653519574273037	0.82364820894272
Gm20738	-0.154771005195514	0.703780585398287
Ash1l	0.0616021511974966	0.870407458029691
Tbc1d25	0.157237729552585	0.562056273857486
Bet1	0.285387807399532	0.221113032738265
Ccnd2	-1.00627123450618	0.00945159239924772
Rab42	-0.538366738171718	0.0392080572853303
Negr1	0.173641418013295	NA
Edem2	-0.174835583132183	0.497599276670862
Rad23b	0.14947203115198	0.390071642404983
Aqp9	-0.0986971612438608	NA
Hmbs	-1.10527836308753	0.000628873176944434
Zfp715	0.511359750963019	0.000466466098599533
Cnot2	-0.30819355353755	0.0323167971955532
Ormdl1	0.616392038341863	0.00166257326477002
Inip	0.223501440437234	0.463621032572376
Gm428	0.159713908389174	0.767454962219831
Aldh3a1	-0.462503375440709	0.242064819224845
D730045B01Rik	0.379338932965205	0.111982896189143
Mcam	0.87104165928349	0.00287902757436023
Olfr22-ps1	-0.0747160955575556	0.544119350153244
Pask	-0.348462291476083	0.144102996097201
Gdpd2	-0.0012657480369375	NA
Foxp3	-0.0480257600258261	NA
Krtap9-3	-0.027077634489103	NA
Gm19939	-0.854961833693292	0.00854016298894457
Rasl10a	0.776127244595238	0.0321197896216848
Mtf2	0.0322963735187564	0.910629445169396
Gsdmc2	-0.0715901993636929	NA
Parp1	-0.555576413237722	0.110054313067374
Ccdc171	0.0344314850294924	NA
H2-Ea-ps	0.00727031322329533	NA
Cenps	-0.135257583718088	NA
Gpat3	0.79976120190993	0.0140338848206246
1700067K01Rik	0.01254612051986	0.9524103536015
Txnl4a	0.0690057238639475	0.676849773249226
Fgf8	0.121227300164831	0.803055041874665
Ibtk	0.169507594122421	0.609582048940092
Arl4c	-0.249260494202871	0.165525845954748
Foxred2	-0.762450390594453	0.0067509109296468
Coa7	0.259872556250547	0.233090743784364
Ptchd1	0.834722190725447	0.0319160104591033
Ntrk2	0.331511998138999	0.592530498898233
Polr1d	0.175536499461677	0.394029208208863
Zfp518a	0.0987626241185416	NA
Stk19	-0.390527337102764	0.285070491162288
Khdrbs1	0.350378203934085	0.0835175426377798
Tbx22	0.0414338322928858	NA
Thbs2	-0.680414932190951	0.109893966547525
Fancf	0.629999569498007	0.14074518842687
Pibf1	-0.225483207159893	0.400908491703641
Ikzf3	-0.0738652112898539	NA
Lin28b	-0.0147629142402954	NA
Olfr1168	0.0144136517138292	NA
Mrpl23	-0.210292183421389	0.244975857888475
Ipo8	-0.398470049204681	0.141382766757345
Tra2a	0.0101827606837757	0.978719315250666
AW554918	-0.107638312225823	0.595159444065375
Npy1r	0.243148244609443	NA
Adat1	-0.24506701790807	0.215803973989814
Xrcc2	0.237138279954282	0.348780214050525
Psma7	-0.347083993910283	0.0835074990043245
Myef2	0.413174666464696	0.0667612738875997
Amigo1	-0.340891458500036	0.0683275908770299
Cartpt	0.0325262399139337	NA
Kcns1	-0.0308317956241293	NA
Sh2b1	-0.584345080034003	0.00490654985275421
Slc52a3	0.02878427696313	NA
Htr4	0.00380379061852092	NA
Gabrg1	-0.106131894918591	NA
4930477O03Rik	0.365200592101583	0.281427302428133
Ivns1abp	0.549497086146248	0.0562960226142542
Itgbl1	0.208314698599595	0.848239516394529
AI426330	0.0518182389935367	0.885391854105709
Cyp2j13	-0.00784603480328343	NA
Pigm	0.352449243699855	NA
Trim32	0.558381944012654	0.00516145082909344
Dnajc11	-0.15597566839102	0.429843687679275
A930003O13Rik	0.0354240652556998	NA
Npffr2	-0.0814362120058863	NA
Mbd2	0.222009608904884	0.196337457873874
Otx2	-0.158419227991708	NA
Zswim6	0.680451512476851	0.00117630292413939
Gsdme	0.393596941871121	0.108980714591554
Lamc3	-0.0768085540810578	NA
Etfdh	0.468990144455126	0.0154769303201044
4930431F12Rik	-0.0528118378921873	NA
Bmp4	0.259266804721742	0.344970325453596
Mgat4e	-0.192751874081813	NA
Lsg1	-0.810246024406451	0.0183434704997338
Hif3a	-0.403892496316944	0.0427657883207777
Tmem191c	-0.186505373152181	0.63195113431696
Gm8995	-0.276555696241222	0.431322228526856
Ogg1	0.076579260982407	0.779599083129551
Lepr	0.0614587843925536	NA
Ihh	-0.00240770060037322	0.994199506812759
Sp3	0.421052052446149	0.000699219989263951
Rspo2	-0.00453809305546758	NA
Adam30	0.233463359628533	NA
Uqcrc2	0.385996537316025	0.0122175180533141
Dele1	0.0798655467539404	0.788178683237135
Dlx3	-0.0190064431228672	NA
Fam168a	-0.275571905617926	0.532161075413333
9530068E07Rik	0.0682565023016536	0.813995969782168
Lncbate1	0.146838902396587	NA
9430077A04Rik	0.00359521025748518	NA
Bpifb4	0.010386335158026	NA
Il10	-0.0341921551993408	NA
Foxa2	-0.0666653831976753	0.929830525108188
Art1	0.0707470183881627	NA
Arfrp1	0.0331197476120002	0.903128569924315
Foxo6	-1.99314705078955	0.000147069418195595
Ube4a	0.229865736883614	0.0607504752202974
Sly	0.0824716341609597	0.693286993283299
Fam118a	0.262953127395113	0.404075259793781
Scn7a	0.0409691550586238	NA
Ifi27l2a	0.0499905218428634	0.928802808334019
Ccdc121	-0.0562278909403961	0.917976728660061
Lct	-0.94170279762179	0.0356624162963793
Vmn1r189	-0.0398616102505521	NA
Gm4894	0.122411708117214	NA
Sdhaf2	0.24405875750945	0.0925510969809299
Platr25	0.00135029457524775	NA
Spag9	-0.0795874786438438	0.673752084666441
Rtp3	-0.225677624344346	0.48168079524193
Rnf139	0.528717288140756	0.119152136135762
Nudcd1	0.114673303764112	0.734990036265252
Fhad1	0.103850493452443	NA
Lrr1	-0.800550120219562	NA
Vhl	0.0859659123750587	0.772427644744294
E030030F06Rik	-0.0214879065436131	NA
Pdpr	0.373924433656354	0.11918397191467
Dach2	0.0689964641107674	NA
Cdkn1b	0.105759389697524	0.639558745587416
Spin2c	1.19253477263865	0.00252721364126049
Slc20a1	-0.5269466162141	0.0492130593203977
Ddx47	0.167428241175509	0.739415529706467
Slc19a1	-0.427804172089055	0.0295784855226618
Dnah2	0.0684053529160661	NA
Mcts2	0.489385048270902	0.0800052621826251
Magt1	0.487163943681991	0.0714180788423188
Lipo3	0.38015127937755	0.017664531216088
Olfr584	0.342942256314313	0.104785140092537
Htra1	0.204302142341898	0.851677406172573
Ms4a4c	-0.323505186367076	NA
B2m	0.884130301029976	0.019804053406421
Olfr1281	-0.176155646604372	NA
Nlrp12	-0.0349369377905239	NA
Abca13	-0.0260992867081978	NA
Pknox2	0.0550669679340496	0.727815658828784
Homer2	-0.168549182549731	0.166812073230709
Hmox1	-0.113137909806407	0.695091105303879
March11	0.0854575961709621	NA
Adora1	-1.13245396065614	0.000182721231553122
Rpl23	0.205549794590734	0.44854399383601
Pdcd11	-0.0142274187220244	0.919846363126767
Banf2	0.175768777673355	0.576211403586977
Flnb	-0.149397554506129	0.301741004213858
Klc3	-1.44881392279054	2.48585894437399e-05
Cdh10	0.0175193411618425	NA
Rag2	0.402782970529121	NA
B3gat2	0.222277064664099	NA
Gm11627	0.402778006142278	NA
Dnah17	-0.289338780373104	NA
Epc2	0.584170975778258	0.0110982674911306
Extl3	-0.204823598291469	0.452104303717643
Rims2	0.251611192908228	NA
Chpf	-0.447315332124289	0.0319160104591033
Jrk	-0.0428101309494033	0.878987883625002
Ttc17	0.0639713055350871	0.789934214222493
Nkx1-2	-0.0408047808496228	0.752907701417941
Ogfrl1	0.0028974513403484	0.994881086647052
Tax1bp1	0.373419768622044	0.14550731681868
Sec14l3	0.0127974885939203	NA
Ccdc172	0.0277316295434445	NA
Mcf2l	-0.108505684380212	NA
Dmpk	0.246857180516106	0.172117373812113
Zdbf2	-0.279365239937437	NA
Il22ra1	0.0605314792192849	0.764820552865047
P2rx7	-0.529781329670977	0.0621313558948469
Amotl2	0.521723748018077	0.166857086102753
Musk	-0.162017332807475	NA
Lamp1	0.412085320318036	0.156870511570395
Btbd6	-0.567313602757132	0.0360896986992274
Ablim2	-0.328230567390598	0.0508031715816785
Crygd	-0.719684926542715	0.0401265981591956
Fam214b	-0.321034870280514	0.0430311110646648
Aplf	0.775105306711406	0.0065094441385895
Hsd17b13	-0.0983600304275382	NA
1700048O20Rik	0.44058398934436	0.0672669261565178
Nlrp5-ps	0.49695747417026	0.0459749308898285
Sin3a	0.792518015024441	0.0256914416112476
Ifi209	-0.245534316695901	0.0747061222237941
Ptprk	0.645070436536331	0.00123488621754712
Rab3c	-0.124520802550069	NA
Atg4a	0.304305265842512	0.34394484597906
Ccpg1	0.619323759314096	0.0225945589199139
4930406M16Rik	-0.0512678448673189	NA
Prr15	-0.215535925141194	0.562277672957536
Fam234b	-0.483311161212371	0.0110956128263806
Ankrd12	-0.37209900227202	0.0985004656376901
Acsl6	-0.0123198347206303	NA
Focad	0.157638532818971	0.383967333374099
Pdlim4	0.523362309265987	0.100311483644586
Alx1	0.144025315983736	NA
B230369F24Rik	-0.0306881708501509	0.915373577475595
Strn4	0.182948295902745	0.314887361260672
Cramp1l	-0.263967012725153	0.0469500324587591
Gm8672	-0.00808428756969323	NA
Hacd4	-0.292161249907616	0.464522969167013
Abca14	0.0198584823073443	NA
Ap4m1	-0.226460880155114	0.528475381956164
Cul7	-0.267920925340253	0.0466080725818891
Zap70	-0.155498637760905	0.408096379779806
Coro1c	-0.015463348693	NA
Cox4i1	-0.252567486274283	0.214887481092894
Bsn	-0.109771944380447	0.477446714080107
Zhx1	0.46184074819797	0.00710210304050647
Lgsn	-0.218948594302696	NA
Tcf20	-0.0823025907133569	0.582245723930993
Mfsd1	0.601070368782539	0.0291295243274032
Jup	-0.107361057168309	NA
Hba-a1	-0.541223182911097	0.528852877471655
Rgs22	0.0313110826293719	NA
Gdf7	-0.511835096845361	0.0353534216059815
1700093K21Rik	0.167953138155857	NA
Reln	-0.20625535195835	NA
Gabra4	0.453440881396082	0.268063347372074
Npat	-0.162621063277484	0.518930183525127
Aph1b	0.167757781730275	0.55006896241124
Senp7	0.0960979007489969	0.628094911643908
Olfr339	-0.174419917412478	0.500522353557045
Vwc2	-0.0657438528039369	NA
Triap1	0.496496802318292	0.0461349206162818
Arf1	-0.144082072173573	0.836227494166266
Gm36723	-0.0273588918037844	0.883848496234807
Rbbp8	0.197846186198522	0.323191272128142
A330076H08Rik	0.379164026059482	0.0991178822114311
Tbxa2r	-0.803192618811562	0.00786953774238204
Zfp628	-0.282281049706849	0.298121805567805
Usp24	0.0595225700217032	0.793178631886548
Tmem121b	-0.0914267073876254	NA
Ephx1	-0.0491974398882025	0.952833300890511
Prmt7	-0.480593062750639	0.0132328134304074
Ermard	-0.646916029395888	0.00101714488584249
Rac1	0.379281552694984	0.179834889750623
Gpbp1	0.458441384397286	0.00210857200912485
Ppp3cb	0.0624008239382029	0.707414204979201
Btf3l4	0.795853161472073	0.00217249963919908
Gnaq	-0.224038993264883	0.237813011440534
Rbfox1	0.906437068758874	0.149758374517336
Hdhd3	0.561825607300273	0.038999581971943
Rpl7a	0.0858527091858193	0.808218097999066
Rflna	0.2788946300356	0.420317096738707
Dcdc2c	-0.0240035482373628	NA
Htr2c	-0.0235137806806978	NA
Il6	0.0642776529881441	NA
Vps18	-0.00163131301701301	0.992659655478701
Slc25a12	0.125645328748078	0.554602903652697
Atp1a3	-0.119806278366024	0.630378711504894
Casp12	-0.104413856672202	0.831387563670876
Inhbe	0.157064220956617	0.55706794512
Pias2	0.230934656358099	0.0699311704541536
Inhbc	-0.0427304643850462	NA
Mmp9	-1.93148490880772	0.0432646379673074
Klf8	-0.0281699092356593	0.950571792820561
Cdc14a	-0.0143721257550517	0.939958818646726
Prrc2c	-0.215528745849716	0.379975492139158
Cdk13	0.0957961641341023	0.655160260114658
Ret	-0.0720716661451878	NA
Lrrc18	-0.0780157797374615	NA
Fbxl21	0.156611292232602	0.643009144168632
Myrf	-0.154521548267733	NA
Psph	0.938938683691593	0.00282455258612814
Olfr382	-0.0193862335379708	0.918752027025134
Ttc23	0.0170869137594978	0.950362580505201
Olfr1151	-0.0411928067837077	NA
Helz	-0.399009950087743	0.0682500968568143
Hoxd1	0.488639189662472	NA
Eml5	0.0303104660331184	NA
Sh3kbp1	0.25034583363306	0.126897438594922
Zfp9	-0.0922027669365882	0.716425602867356
Abcd3	0.13569196504726	0.35162793199907
Gast	-0.0148685671168697	0.940420156595635
Sesn3	0.490449307378892	0.0482119474697317
Zfp87	0.835551732459153	0.00380124424765371
Tmem37	0.151932889116755	0.716280771477272
Shc2	-0.182521567536432	0.273891449294052
C2cd2	-0.296785226685036	0.200847055529412
Slc4a7	0.260567076985485	0.197135896421108
Enc1	0.358607997792814	0.357858951475175
Fam49b	0.233789561939092	0.312290234760369
Olfr166	-0.185313014417889	0.190353931663065
AI593442	0.0540450750700652	NA
Hrct1	-0.144624970894165	NA
Cln8	0.116379181016184	0.552521127310936
Tgfb1	-0.110556432703079	0.831583875591309
Leng8	-0.644286086427525	0.0206986510178069
Gja5	-0.0378647374496339	0.771225337629082
Ankdd1a	-0.11987011151803	NA
Sertm1	-0.199703968731306	NA
Mgat1	-0.352698733876448	0.0577139237288376
Psmc5	0.197202222405853	0.301431864027924
Btbd7	0.137140568516899	0.457829208052516
Gjb6	0.402630098909534	NA
Prr30	-0.159940329357017	0.297228818467578
Chek1	-0.163540807630024	0.61773942810323
Prpf38a	0.331985244495539	0.0489870612348412
Taok2	-0.399082307837075	0.0369229728589563
Alkbh3	-0.419726737997242	0.0756811583698254
Vps26c	0.174855872805219	0.515981308761356
Entpd7	0.422564696509834	0.0431768808127545
Asns	-0.106220707513058	0.768763597728264
Nkx6-1	0.0772056559213945	0.691222643162971
Cntnap1	-0.061971169763068	0.743450833999811
Pde4d	0.485626293354428	0.0441451680236786
Sgms1	-0.0933913642569086	0.831920095936833
Fbxw11	-0.0574272634735476	0.823186400503161
1700016F12Rik	0.204405069723828	NA
Eml6	0.0962401032083846	0.730802383640052
Ubfd1	0.34373798030494	0.139880590820807
Enkd1	-0.5324852386585	0.0153948280710868
Cabp5	-0.132954531103231	NA
Pik3c2g	-0.143970823427534	0.38408950276164
Utrn	0.365153607703812	0.00213085535606709
Dmac2l	-0.255419088398559	0.279203390959691
Mis18bp1	-0.111895458494645	0.464522969167013
Mre11a	-0.109194665033667	0.634270911820859
Pate4	-0.320635714810394	NA
Ube2l6	-0.268202537934713	0.50125896772651
Bmp1	-0.439467822017015	0.0736362827370609
Sv2a	0.0720935525736464	0.791775807820358
Cpm	-0.628566345058515	0.302872569271068
Pcmt1	0.384092073769462	0.0172094167006725
C130057N11Rik	0.633547570274611	0.055058808894534
Nfkb1	-0.185395107959983	0.403802344406389
Sart1	-0.595700341605977	0.00120532477412676
Cdh18	-0.0773095251933391	NA
Mbnl2	0.660386807624474	0.00534438220764652
Cdk2	-0.129326550431507	NA
Slc4a5	-0.111223568653709	NA
Pparg	-0.845909834408121	0.0108136952869829
Ptprt	-0.0135497038889988	NA
Cxcl10	0.105846913191191	NA
Nacc1	-0.0338278956477812	0.85296597218313
Tbpl1	0.622505579240744	0.000425464018752657
Mak	-0.100875928245502	NA
Col2a1	-0.338512100493671	0.169436758485075
Dsg3	-0.28177855243639	NA
Dock4	-0.0634078290177421	0.684803393818107
Naa50	1.13895739506441	1.42393651845823e-05
Wrn	-0.231568699950934	NA
Yap1	0.323127179944078	0.367027940333143
Aldob	0.0715355907322999	NA
Rmrp	0.355711753669972	0.357799906483783
Cep104	-0.118070292375039	0.622119219378423
Sox30	-0.0147975817717498	NA
Rbm20	-0.203445040384977	0.166377453836562
Zfp770	0.452928012789062	0.00376999877679022
Tmem47	0.132841690889899	NA
Arhgap31	-0.0825771347021544	0.592922208903206
Pkib	0.0149568349424603	NA
4930474G06Rik	-0.0268392632471031	NA
Spdl1	-0.241200841139675	NA
Rap1gap	0.0236029362038261	0.887394104824402
Hoxd8	0.4851967970438	0.190834078866486
Gusb	0.540592636968096	0.000578078246178188
Dcp1a	-0.174529699806055	0.184511054562699
Rab3a	-0.0381206224506115	0.937884372123104
Btk	-1.07735744915734	0.0257151773044398
Prl2c3	-0.0745543660232793	NA
4932442A14Rik	0.58188388329264	NA
Gfi1b	-2.11617159874563	0.00306061060962483
Mapk10	0.00561708769781023	NA
Zranb2	-0.311394347217417	0.541164423107838
4932412D23Rik	0.145145923326229	0.812213251136995
Gmcl1	0.418423141077829	0.0491205096990046
Mfng	-0.229858969698812	0.720244632278175
Slc9a9	0.0326289819547828	NA
Heatr6	-0.503243054023199	0.0194813162550339
Slc7a15	0.0322423155922344	0.902235097944662
Gcg	0.238539222471014	NA
Rubcn	-0.254324863165388	0.0668142216660188
Serinc3	0.990316538914452	0.00107558960738247
Diaph2	0.390772888083596	0.00874736712851802
Spata2l	-0.233603021886602	0.424747885658268
Serpina3k	0.23455192841184	NA
Pnp	0.369135415005793	0.106575700287475
Marveld1	-0.529579887537594	0.260377566678477
Ttll4	0.0317535127217937	0.913934325162048
Tjp2	0.363877823182726	0.0472018923575605
Jakmip1	0.0155047005646963	NA
H3f3a	0.673377119315102	0.0178396016879967
Taf5	0.384521359658921	0.0618245244735578
St18	-0.0703776972818835	NA
Scamp4	-0.0869493258985929	0.590537167352272
Ptpn3	-0.062760335758376	NA
Rgl1	-0.141630463512234	0.505778805000481
Lancl2	0.1954733205054	NA
Pnrc1	0.981327739275071	0.00540639361582098
Trmt1	-0.267262588333578	0.184359195287083
Iglv1	-0.179551891238987	NA
Mcph1	0.114350869622487	NA
Eif1ax	1.00630253796014	0.000189041107371726
Pacsin1	-0.0631918634346477	0.807892109862443
Cpt2	-0.142500837758075	0.498341672244122
Ace	0.0149509479218432	0.95130596707737
Cyp1a2	0.000713096616188447	NA
Abat	0.0793753508083905	0.738945385335239
Grb2	-0.13626358364011	0.465010778166329
Efnb2	0.0872259355345682	0.815889787701896
Dct	0.00869926612798026	NA
5330421F21Rik	0.0863099130895354	0.864931818389658
Twf1	0.603980736998731	0.00434119059922959
Sfxn1	-0.200579414594268	0.256777138727207
Ccnd1	-0.113428773593778	0.829448852689454
Dpep3	0.464342131059126	0.0292145020291195
Frs2	-0.0325783135056372	0.89578379591838
Stard5	-0.362059166851203	0.049163193251102
Mt1	0.00801937185281901	0.990240441607191
Plut	-0.126685899811089	NA
Lcn4	-0.074309015896185	NA
Pkhd1l1	-0.212197501275249	NA
Cpne9	-0.231378133912386	0.19339038329431
Golph3	0.917376187847258	0.00383617537755291
Psmc3ip	0.834021842237159	0.00691417946774718
Sbno1	0.0708300921644347	0.690406959062079
Dcun1d2	0.0702484437692844	0.761087607511085
Ahcyl2	-0.0992456547633607	0.633122971634493
Gucy1b1	0.102901134562113	0.664128580119984
Cib1	-0.0270917105356652	0.936555168625576
Nim1k	0.413833898857405	0.00350384600540467
1110046J04Rik	-0.701173307382663	0.000664488503289138
9530057J20Rik	-0.312755531638455	0.178698060524586
Asb14	-0.0410009850291888	NA
G0s2	-0.114985248762382	0.695640586480251
Tor1aip2	0.476389015861623	0.000893676826733139
Sparc	-1.17618780439561	0.0646032096242696
D130095D21Rik	-0.0744028178345169	0.882523269132886
Whamm	-1.16118574004639	5.27552878677365e-07
Trrap	-0.432282459036976	0.00991187946221435
Efcab3	-0.10828012619582	NA
4930558C23Rik	-0.111867007539193	NA
Bcl9	-0.379933763748992	0.146984040625529
Slc7a6	-0.0856380327147011	0.767756127940466
Pex19	0.420632068745726	0.0584402034343898
Nrxn2	-0.249121088036817	0.18831405876132
Rnls	0.458812952674976	0.215399664366155
Tnfsf12	-0.322600778042209	NA
Utp6	0.264449739756685	0.200293483954517
Hsf2	0.0669697423059625	NA
Cela2a	0.00821688184809918	NA
Nmb	1.03725950320644	0.0240334419764463
Tmem231	-0.30964693728096	0.322118267541034
Dlg1	0.724052650557686	0.00268553108699027
Atp5e	-1.06179942077107	0.00103441388698066
Pth2	-0.271700677215711	0.107850655725315
Acrv1	0.0337324088992564	NA
Gimap4	0.018281209873543	NA
1110035H17Rik	-0.782945219236111	0.0557993527540124
