ID	Gene.expression.data.from.DMM.joints.16.weeks.after.surgeryvsGene.expression.data.from.sham.controls.16.weeks.after.surgery_logFC	Gene.expression.data.from.DMM.joints.16.weeks.after.surgeryvsGene.expression.data.from.sham.controls.16.weeks.after.surgery_padjFilter
1110059E24Rik	0.110697705648301	0.849417602773641
1110059G10Rik	0.085112259144065	0.876563732821382
1110065P20Rik	0.359065099597887	0.291776097425578
1190005I06Rik	0.111964536314757	NA
1200003I10Rik	-0.0242875619525522	NA
1200007C13Rik	0.0663425286775041	NA
1300002E11Rik	-0.0179796793620834	0.993763188379364
1300014J16Rik	-0.0762510028808432	NA
1300017J02Rik	-0.184786591041192	0.701027277204251
1500002F19Rik	0.090095722604711	NA
1500002I01Rik	0.228552703643851	NA
1500002K03Rik	-0.0915349033043329	NA
1500004A13Rik	0.0103415082641627	NA
1500004F05Rik	0.0333112854446371	0.976546843956504
1500005C15Rik	-0.0176090909702475	NA
1500009C09Rik	0.0443688362818788	NA
1500009L16Rik	-0.0805998922027289	NA
1500011B03Rik	0.153988112563586	0.654700133227256
1500015A07Rik	0.00885057629642549	0.995672878448769
1500035N22Rik	-0.156677947920727	NA
1520401O13Rik	-0.0705473601329798	NA
1600002K03Rik	-0.0677340157738211	0.939748622879433
1600010M07Rik	-0.0886689590407332	0.949056472857791
1600012H06Rik	0.000990452829244148	0.999757136548852
1600012P17Rik	0.124742864589186	0.873414314003878
1600014C10Rik	-0.11956349260976	0.886053603171502
1600014C23Rik	-0.0301785089907343	0.987929257076912
1600020E01Rik	0.00966244913817782	0.99343845908554
1600022D10Rik	-0.00488290307635975	NA
1600023N17Rik	-0.0150539277236135	NA
1600025M17Rik	-0.166334800163146	NA
1600029O15Rik	0.215849404778585	NA
1700001C02Rik	0.055134341409369	NA
1700001C19Rik	0.0324297308971424	NA
1700001D01Rik	-0.126274782674047	NA
1700001G11Rik	-0.284381802087665	0.658414927985187
1700001G17Rik	-0.0267442146235037	NA
1700001K19Rik	0.0759398492233361	NA
1700001L05Rik	-0.225494888476158	NA
1700001L19Rik	-0.0249508372065925	NA
1700001O22Rik	-0.0821892083900151	NA
1700001P01Rik	-0.0104795706695588	NA
1700003D09Rik	0.0215986515913924	NA
1700003E16Rik	0.050106038000723	0.96629882165359
1700003F12Rik	-0.00803901698706166	NA
1700003G18Rik	-0.0730743858936806	NA
1700003H04Rik	-0.0323568328260579	NA
1700003I16Rik	-0.0206417988710914	NA
1700003P14Rik	0.194872067447643	NA
1700006A11Rik	0.138446412723513	NA
1700006F04Rik	0.0428457727296139	NA
1700006J14Rik	0.0905050934645422	0.944559334238251
1700007E05Rik	-0.0765260741226443	NA
1700007F19Rik	-0.0790914045198834	NA
1700007J10Rik	-0.034015468386114	NA
1700007J24Rik	-0.0965049563483857	NA
1700007K13Rik	-0.112894766241908	NA
1700007L15Rik	-0.167520559257242	NA
1700008F19Rik	0.130080962173951	NA
1700008H02Rik	0.0109776663458168	NA
1700008J07Rik	-0.0936314329120691	NA
1700008K24Rik	0.00557617397614241	NA
1700008N17Rik	-0.118600929344247	NA
1700008O03Rik	0.0610011970603335	NA
1700008P02Rik	-0.238141238843717	NA
1700009J07Rik	0.260763259209301	NA
1700009N14Rik	0.0852778035119615	NA
1700010B08Rik	0.204637721716188	NA
1700010B09Rik	-0.206346954502735	NA
1700010B13Rik	0.0447577773983268	NA
1700010H22Rik	0.186329458050529	NA
1700010I14Rik	-0.00450552127353188	NA
1700010L04Rik	-0.243168289586676	NA
1700011B04Rik	-0.218916963093823	NA
1700011L22Rik	-0.0033070475017194	NA
1700011M02Rik	0.358488843442416	NA
1700012A03Rik	0.0610136935684791	NA
1700012B07Rik	-0.0885917186768941	NA
1700012B09Rik	-0.0563665438177523	NA
1700012D14Rik	-0.111082285173556	0.917449427606335
1700012E03Rik	-0.0326273700575808	NA
1700012I11Rik	-0.0343317512979873	NA
1700012O15Rik	0.203476120011866	NA
1700012P22Rik	-0.0328847181546594	NA
1700013D24Rik	0.0230662727361244	NA
1700013F07Rik	-0.0118252576740643	NA
1700013G24Rik	0.417983918373324	NA
1700013H16Rik	0.0842791537025946	NA
1700014B07Rik	0.081495072253599	NA
1700015C15Rik	0.219922688162007	NA
1700015F17Rik	0.0485437338535433	NA
1700015G11Rik	0.123532351461273	NA
1700016A09Rik	-0.0782518146048599	0.971954004057548
1700016C15Rik	-0.0967233188231029	NA
1700016D06Rik	-0.059440768325691	NA
1700016D18Rik	-0.0822845159718009	0.916831968739603
1700016H13Rik	0.00222750375584546	NA
1700016K19Rik	-0.0887885692188677	NA
1700016P04Rik	-0.039263387713965	NA
1700017B05Rik	-0.0756583975031999	0.954848750145829
1700017G19Rik	0.113749455142715	NA
1700017H01Rik	-0.0639040017747803	0.939748622879433
1700017L05Rik	0.0178224310602184	NA
1700017N19Rik	0.304194642807956	NA
1700018A04Rik	0.0117329472589303	0.995672878448769
1700018A14Rik	-0.120119705060816	0.942282294820597
1700018B08Rik	-0.0898345601724619	0.944559334238251
1700018B24Rik	0.0499490100640472	NA
1700018F24Rik	-0.0729425545477405	NA
1700018G05Rik	0.076887813282875	NA
1700018L02Rik	-0.197280258033532	NA
1700018M17Rik	0.0357477734618641	0.987843952107139
1700018P08Rik	0.063835720228167	NA
1700019A02Rik	-0.0507420913699881	NA
1700019D03Rik	-0.0102186741031449	0.998202577540146
1700019L13Rik	0.205605754931526	NA
1700019M22Rik	0.172139844651737	NA
1700019N19Rik	-0.0763017940779145	NA
1700019P21Rik	-0.00747566091843499	NA
1700020A23Rik	-0.0580757994052226	NA
1700020D05Rik	-0.0264714844773142	NA
1700020L24Rik	-0.0954686632139659	0.922695074051171
1700020M10Rik	0.237821868839704	NA
1700020N01Rik	0.0121684014717989	NA
1700021A07Rik	0.00281795500878079	0.999757136548852
1700021F05Rik	0.039951981735415	0.970377865662669
1700021F07Rik	-0.0659346136860366	NA
1700021N20Rik	-0.0509545385827872	NA
1700021P04Rik	-0.0209912292251087	NA
1700022A21Rik	0.0646103317582831	NA
1700022A22Rik	0.0997309075667929	NA
1700023A20Rik	-0.0527213002596936	0.964504865914147
1700023B13Rik	-0.108121789863899	0.878595956793169
1700023F02Rik	0.0724737434074259	NA
1700023G09Rik	-0.208323653671258	NA
1700023H06Rik	-0.164046308227455	NA
1700024P04Rik	0.154027423548285	NA
1700024P12Rik	0.0485809832077937	0.975509745353522
1700025G04Rik	-0.0869026241584008	0.919068700477689
1700025H01Rik	0.161874904772172	NA
1700025K04Rik	-0.00414279701510578	NA
1700026H06Rik	0.227584491863492	NA
1700026J12Rik	0.296471417939855	NA
1700027F06Rik	0.0169921655126783	NA
1700027J07Rik	0.0101959772621081	0.998202577540146
1700028E10Rik	0.194644517637273	NA
1700028I16Rik	-0.162841463011829	NA
1700028J19Rik	-0.125607464358695	NA
1700028N14Rik	-0.118218228418543	0.869663596673022
1700028P14Rik	0.259327022249946	NA
1700029F12Rik	-0.00221933463265511	NA
1700029H14Rik	-0.0656100944702063	NA
1700029I15Rik	-0.113688228120753	NA
1700029J07Rik	0.110771757066845	NA
1700029M03Rik	-0.00168427258197079	NA
1700029M20Rik	0.121901311250647	NA
1700029P11Rik	0.104983220147411	NA
1700030C10Rik	0.0442808401612163	NA
1700030J22Rik	0.0118119483558008	NA
1700030K09Rik	0.0586513109945184	0.963160126310965
1700031C06Rik	-0.129718004544162	NA
1700031F05Rik	-0.161922028353808	NA
1700031F10Rik	-0.00104790671192845	NA
1700031L13Rik	-0.0969956848837916	NA
1700034E13Rik	0.00537609254867721	NA
1700034G24Rik	0.240065026913436	NA
1700034H15Rik	0.0801531282892665	NA
1700034I23Rik	0.202451155578262	NA
1700034J04Rik	-0.0308202718707742	NA
1700034J05Rik	0.0759471415976418	NA
1700034P13Rik	0.015241991641374	NA
1700036A12Rik	0.028662200312346	0.987124848992472
1700037C18Rik	-0.0866876956308467	0.849417602773641
1700037H04Rik	-0.0817494567287635	0.911965418758163
1700037N05Rik	0.0264164998362659	NA
1700039M15Rik	0.017048558598094	NA
1700040D17Rik	0.206774541419456	NA
1700040F17Rik	0.111817588965635	NA
1700040G22Rik	0.0554671098737201	0.983537886835736
1700042D18Rik	0.0396122325653083	NA
1700042G07Rik	-0.12989610172609	NA
1700042O10Rik	0.238566189847547	NA
1700045I11Rik	-0.189401493595251	NA
1700047M11Rik	0.0584323694458204	0.967387755731263
1700048F04Rik	0.0917956753415545	NA
1700048M11Rik	-0.197778004268141	NA
1700048O20Rik	0.0860877552196886	NA
1700049J03Rik	0.0407087025056434	NA
1700051A21Rik	0.0769128472343104	NA
1700052I22Rik	-0.0635440727997225	NA
1700052K11Rik	0.128286851006678	0.806642858273122
1700052M09Rik	-0.0597681382604733	0.948308968596029
1700052M18Rik	-0.0455275272901536	NA
1700054K19Rik	-0.056722234150695	NA
1700054O19Rik	-0.0108332869222192	0.993603511730364
1700056E22Rik	-0.16925785109094	NA
1700056N10Rik	-0.109132152256515	0.856821617999168
1700057D03Rik	0.0190641155901101	NA
1700057G04Rik	-0.135516214441398	NA
1700057H21Rik	0.0674244193059499	NA
1700058M13Rik	0.188113509053641	NA
1700060J05Rik	0.21082848941968	NA
1700061E18Rik	0.136102248467168	NA
1700061F12Rik	-0.0303749619024241	NA
1700061I17Rik	0.059984589934186	NA
1700063D05Rik	-0.0425612996411822	NA
1700063H04Rik	0.159175946832323	NA
1700063J08Rik	0.187681154798172	NA
1700063K16Rik	0.249231564823883	NA
1700064N11Rik	0.364546037412715	NA
1700065D16Rik	0.152949306760715	NA
1700065I16Rik	-0.0752038254368523	NA
1700066B19Rik	-0.0601891446546263	0.965422905260469
1700066C05Rik	0.0369663625973446	NA
1700066D14Rik	-0.0519009301144964	0.977368858074071
1700066J03Rik	-0.0378724916636282	NA
1700066M21Rik	0.00269093234757012	0.999757136548852
1700067K01Rik	-0.171440477465574	NA
1700067P10Rik	0.166952886387556	NA
1700069L16Rik	0.150111532713565	0.744117569343923
1700071A11Rik	-0.0180078256646299	0.98852127418354
1700071K01Rik	0.116762733853714	NA
1700072H12Rik	-0.047792022278041	NA
1700073E17Rik	0.0483503523158761	NA
1700074P13Rik	-0.0853481674010741	NA
1700080G18Rik	0.0301316147228929	0.985859253164938
1700080N15Rik	-0.0579734981341744	NA
1700080O16Rik	-0.00540250605196579	NA
1700081H04Rik	0.087096469164341	NA
1700082C02Rik	-0.0218464931534013	NA
1700084C06Rik	-0.204587282787736	NA
1700084F23Rik	-0.0347805690217324	NA
1700084J12Rik	-0.0284417380861761	NA
1700084K02Rik	0.241347784748051	NA
1700085C21Rik	-0.11880837554597	NA
1700085D22Rik	0.0258773188844827	0.989035734084793
1700086D15Rik	-0.154793051622698	NA
1700086L19Rik	-0.144742440313871	NA
1700086O06Rik	-0.0186939862934334	0.988243514224895
1700086P04Rik	0.00494733593248586	NA
1700088E04Rik	0.0488185420110545	0.978987831407902
1700092E16Rik	-0.0759500420028285	NA
1700092E19Rik	0.0715018531817551	NA
1700093J21Rik	-0.0665616899184931	NA
1700093K21Rik	-0.164346230633306	NA
1700094D03Rik	0.0978692822858349	0.942615834952138
1700094J05Rik	-0.0828638416774958	NA
1700095A13Rik	0.0201810325507026	NA
1700095A21Rik	0.542455551119104	NA
1700095J03Rik	0.330375133888284	NA
1700096K18Rik	0.042888002370387	NA
1700097M23Rik	0.0505306198160898	NA
1700097N02Rik	0.157397479992324	0.878595956793169
1700099I09Rik	-0.193597343018493	NA
1700100I10Rik	0.258086090782933	NA
1700100M05Rik	0.0157499430533115	0.988068156798905
1700101I19Rik	0.109484323804539	0.815034535828579
1700102J08Rik	0.0189086947160546	NA
1700102P08Rik	0.0216228655211728	NA
1700104B16Rik	-0.0367114965202209	NA
1700105P06Rik	0.34664622345439	NA
1700106J12Rik	0.0487723709686465	NA
1700108F19Rik	0.199915723979855	NA
1700109H08Rik	0.182781959413362	NA
1700109K24Rik	-0.0613126142443101	NA
1700110I01Rik	0.133679629887673	NA
1700110K17Rik	0.159384531216022	NA
1700111E14Rik	0.214865977888713	NA
1700111N16Rik	-0.110373197082683	NA
1700113H08Rik	0.0383778433796049	NA
1700113P08Rik	0.00457732936778577	NA
1700116B05Rik	0.0737161039577314	NA
1700120B22Rik	-0.112077684028429	NA
1700120C14Rik	0.216760101691896	0.658595978504579
1700120E14Rik	-0.104135146839919	NA
1700120K04Rik	0.0152711313814056	NA
1700121N20Rik	-0.107546675374158	NA
1700122O11Rik	0.141732005287471	NA
1700123K08Rik	0.0152462482713531	NA
1700123L14Rik	-0.0652022733162765	NA
1700123M08Rik	-0.0103269849189402	NA
1700123O12Rik	-0.00973300113437325	NA
1700123O20Rik	0.0320282408020756	0.977159536803765
1700123O21Rik	0.0762032902331002	NA
1700125H20Rik	-0.140296959473649	NA
1700128E19Rik	-0.0455932985167289	0.971954004057548
1700128F08Rik	0.064234849664409	0.971954004057548
1700129C05Rik	-0.0108212275351303	NA
1700129O19Rik	-0.00290246326920673	0.999757136548852
1810006J02Rik	-0.305503392691214	NA
1810007D17Rik	0.190896883593972	NA
1810008B01Rik	0.17985008434245	NA
1810008I18Rik	-0.0907138246505896	NA
1810009N02Rik	-0.0942228795194149	0.878180783249294
1810010H24Rik	0.197272787023103	NA
1810010K12Rik	-0.0797170726104044	NA
1810012K16Rik	-0.0379630659270846	NA
1810013D15Rik	-0.0162465905185272	NA
1810013L24Rik	-0.20668079242217	0.633040803833479
1810014B01Rik	-0.22430102518087	0.795970758736471
1810015A16Rik	-0.0908625504492164	NA
1810018F18Rik	0.0369806552620711	NA
1810019D21Rik	-0.140615089250025	NA
1810019N24Rik	0.118864336681605	NA
1810021B22Rik	0.142651842328256	0.845947289890129
1810026B05Rik	-0.0612525969161002	0.942615834952138
1810028F09Rik	-0.0327693494862413	NA
1810030O07Rik	-0.104551558280036	0.769959959216823
1810034E14Rik	0.072907567616701	NA
1810044D09Rik	-0.175506739847286	0.615852334391499
1810046K07Rik	0.24309751844334	NA
1810053B23Rik	-0.438969098895756	NA
1810055G02Rik	0.133837126777152	0.745622773968013
1810058I24Rik	0.0339356816916307	0.971954004057548
1810058N15Rik	-0.0477109440130237	0.978212125099614
1810059H22Rik	0.0763772399871812	NA
1810062G17Rik	0.135155808619984	0.812874185808176
1810062O18Rik	-0.118214644515261	NA
1810064F22Rik	-0.0319265637506874	0.986035650820088
1810065E05Rik	0.103051121675364	NA
1810073G21Rik	-0.191686122553612	NA
1810073O08Rik	0.117497203448377	NA
2010001A14Rik	-0.0297437122358888	NA
2010001K21Rik	-0.0418422450523117	NA
2010002M09Rik	0.0874172374624695	NA
2010003K10Rik	0.060034607443769	NA
2010003K11Rik	0.0442088732187766	NA
2010004M13Rik	0.128506338710395	0.912056776152141
2010007E15Rik	-0.0260209445845225	NA
2010010I01Rik	0.0200135928210603	NA
2010106E10Rik	0.0947734682517805	NA
2010109A12Rik	0.0768841506153528	NA
2010109K09Rik	-0.381296338079454	0.462073786460058
2010204K13Rik	0.0613399231888279	0.974151283772055
2010300C02Rik	-0.156950454735362	NA
2010300F17Rik	0.0688621217263146	NA
2010308F09Rik	-0.0729826993351681	NA
2010309G21Rik	0.216437297640889	0.922742783438341
2010315B03Rik	-0.0903509464712577	0.878595956793169
2010320M18Rik	0.0373957156010265	0.98668669342408
2010320O07Rik	-0.0208215505832978	NA
2200002D01Rik	0.0954201374823214	0.949056472857791
2200002J24Rik	-0.037281926115142	NA
2210008F06Rik	0.0817161915265996	NA
2210010C04Rik	-0.284502285199337	NA
2210011K15Rik	-0.216584427025168	NA
2210016F16Rik	-0.226014856082108	0.536102529785655
2210016H18Rik	0.0764004478536537	NA
2210016L21Rik	0.0990409843308413	0.809301982808206
2210019G11Rik	0.083401955690162	0.907926889553348
2210039B01Rik	0.28239592087327	NA
2210402A03Rik	-0.128764548473582	0.884255636073771
2210406H18Rik	-0.262152378779025	0.707823215215029
2210406O10Rik	-0.0754183003247419	NA
2210407C18Rik	0.155010009893244	0.974151283772055
2210408I21Rik	0.256176347783474	NA
2210409D07Rik	0.224228499096364	NA
2210409E12Rik	-0.113360634753737	NA
2210409O19Rik	0.0887778291989045	NA
2210411G17Rik	-0.0639431991385582	NA
2210416J07Rik	-0.0319404939383086	NA
2300002M23Rik	0.234029771561858	NA
2300004M11Rik	-0.0619227040700405	0.943400283437386
2300009A05Rik	0.111775181751793	NA
2300010F08Rik	-0.150449975773066	NA
2310001H17Rik	-0.141528542407441	0.889173989904726
2310001K24Rik	-0.0638767938512741	0.953849355861215
2310002L09Rik	-0.0287809073209671	NA
2310005A03Rik	-0.00251242274650121	NA
2310005E17Rik	0.0148475818379268	NA
2310007H11Rik	0.0530383728469852	NA
2310007J06Rik	-0.306221030431097	0.15555148232091
2310008B10Rik	0.0456823145771219	0.967032344993201
2310009A05Rik	-0.0641306576842844	0.930882208078481
2310009B15Rik	0.0906132342585355	0.905265965862347
2310010J17Rik	0.0206829458215978	0.988068156798905
2310011J03Rik	0.0269177943811982	0.986196788536131
2310015A10Rik	0.0587435085041417	NA
2310015D24Rik	0.327902115468079	NA
2310015K22Rik	0.0285535857318839	NA
2310016D03Rik	0.0126424672860912	NA
2310016G11Rik	-0.063158432868951	NA
2310022A10Rik	-0.0397966008170636	0.971954004057548
2310022B05Rik	0.0664745437234444	0.943812917289621
2310024H09Rik	-0.209518744387168	NA
2310026I22Rik	0.127798071497087	NA
2310029O18Rik	-0.0457619460681764	0.971954004057548
2310030G06Rik	0.025281474587179	NA
2310031A07Rik	-0.199341132625374	NA
2310033P09Rik	-0.0342454974278565	0.974151283772055
2310034C09Rik	-0.0769760902380408	NA
2310034G01Rik	0.0753826320303173	NA
2310034O05Rik	0.0749339175334036	NA
2310035P21Rik	-0.389753305243291	0.682734225761331
2310039F13Rik	0.187876421400605	0.698916583361198
2310039H08Rik	0.0590653510381376	0.944559334238251
2310040G07Rik	0.0280673066095103	NA
2310040G24Rik	0.301271972395288	NA
2310043L19Rik	-0.0353263621528459	NA
2310045N14Rik	-0.156541410044355	NA
2310046K23Rik	0.0677664705326584	NA
2310047D07Rik	-0.0871688049452359	NA
2310047K21Rik	-0.107285909232279	NA
2310047N11Rik	-0.243340862747047	NA
2310050C09Rik	-0.0290430386370151	NA
2310050P20Rik	-0.088196396192906	0.949056472857791
2310057B04Rik	-0.044900431190535	NA
2310057M21Rik	-0.0423875880301345	NA
2310057N15Rik	0.0523345508888919	NA
2310058F05Rik	-0.00457639205270954	NA
2310058N22Rik	0.0164962817898218	0.989035734084793
2310061G22Rik	0.256548444207477	NA
2310061I04Rik	-0.0635928293640209	0.93805416834734
2310061N02Rik	-0.154961028213119	0.882109448663554
2310065F04Rik	0.0552169749607394	NA
2310066F23Rik	-0.219192160808179	0.552511084974704
2310067E19Rik	-0.150963172486398	0.854993668573498
2310067P03Rik	-0.0398701005348645	NA
2310068C19Rik	-0.00336975762761771	0.999757136548852
2310068G24Rik	0.173210757259915	0.670809181950797
2310068J16Rik	-0.0952067343654122	NA
2310069B03Rik	0.00473048202120641	0.99922276571262
2310075K07Rik	0.107248870629428	NA
2310075M01Rik	-0.102002718619723	NA
2310079F09Rik	-0.192833718641616	0.702131721035931
2310079G19Rik	-0.0620076183724896	NA
2410002F23Rik	-0.0230097752742502	0.987124848992472
2410004B18Rik	-0.00211827792329444	0.999757136548852
2410004I01Rik	-0.174191961260125	NA
2410004P03Rik	-0.209325809166471	NA
2410006F04Rik	-0.0552438745542956	NA
2410006H16Rik	-0.0153565623232979	0.988068156798905
2410012E07Rik	0.0363994520817092	NA
2410017I17Rik	-0.0736898380632578	0.955848532235062
2410018L13Rik	-0.10470937633287	NA
2410021H03Rik	-0.0138789638740748	NA
2410022M11Rik	0.135214072521052	NA
2410024F20Rik	-0.0931496806396859	NA
2410024N13Rik	-0.0756808888516285	NA
2410049M19Rik	-0.0540263991260108	NA
2410087M07Rik	-0.0662828377229081	NA
2410124H12Rik	0.00338277926013308	NA
2410131K14Rik	-0.0542774771772603	NA
2410137M14Rik	-0.0790225357230563	0.965422905260469
2500002B13Rik	-0.109658241978087	0.84893519747153
2500004C02Rik	-0.0769894463723295	NA
2510002D24Rik	-0.185035288715877	0.701907854110399
2510009E07Rik	0.206073509549874	0.694302444587127
2510017J16Rik	0.0558441491135291	0.967032344993201
2510019K15Rik	0.00792026168264925	0.99562500506116
2510022D24Rik	0.0786599339638538	0.930882208078481
2510039O18Rik	0.0159536976896657	0.988068156798905
2510042H12Rik	0.157283659111773	NA
2600002B07Rik	0.0323411371690216	0.986461768208589
2600006K01Rik	-0.0900007865203571	0.923271454263832
2610001J05Rik	-0.066450307784689	0.919068700477689
2610005L07Rik	-0.0864869707609834	0.91354176467702
2610007B07Rik	-0.206094541457847	0.780495623036267
2610008E11Rik	0.242910111919058	0.701465798674628
2610008G14Rik	0.115797857092157	NA
2610011E03Rik	-0.13334600792121	NA
2610011I18Rik	-0.213020446714698	NA
2610012C04Rik	-0.0869281973870946	NA
2610019N06Rik	0.229162886185927	0.644051624355441
2610020C07Rik	0.089685745913993	0.863994215761421
2610020P09Rik	0.101631700567787	NA
2610021J01Rik	-0.0275515774650232	NA
2610027F03Rik	0.0143485299850798	NA
2610027H17Rik	-0.096071702158909	0.9087953081032
2610027K06Rik	0.141348537551814	NA
2610028D06Rik	0.0892678370077364	NA
2610028E06Rik	0.259514729063604	NA
2610028H24Rik	0.0337657064963128	NA
2610028L16Rik	0.303911318497944	0.578051736625161
2610030P05Rik	-0.0893582548877916	0.889173989904726
2610034E01Rik	0.0379750018410858	NA
2610035D17Rik	0.0422302722506434	NA
2610035F20Rik	-0.0252137408997348	NA
2610037D02Rik	-0.00358122977372854	NA
2610044O15Rik8	0.0792242701727082	0.944559334238251
2610105M22Rik	-0.0528915670532086	NA
2610201A13Rik	-0.134438346427706	NA
2610202C22Rik	-0.114014385062942	0.822258578186965
2610203C22Rik	0.096525256449091	NA
2610206C17Rik	-0.173031183886124	NA
2610300M13Rik	0.363690509932022	NA
2610301B20Rik	0.128486640570633	NA
2610301H18Rik	0.0209359804537241	NA
2610303G11Rik	-0.0580822798205229	NA
2610305J24Rik	0.278123938095646	0.866822614150622
2610306M01Rik	0.150563921267526	0.863192735072047
2610307P16Rik	0.0204960166354988	NA
2610312I10Rik	0.344149614167628	NA
2610316D01Rik	0.0033993472898981	NA
2610317O13Rik	0.079131588655097	NA
2610318N02Rik	-0.0518204818354944	0.971954004057548
2610319H10Rik	-0.068499800130402	0.940303049513002
2610507B11Rik	-0.102049015568815	0.843645238439686
2610507I01Rik	-0.11040020640749	0.900093110548757
2610524H06Rik	0.145777955747883	0.817359870048381
2610528A11Rik	-0.0769290333104848	NA
2610528J11Rik	0.00548039448244353	NA
2700005E23Rik	-0.066328243282106	NA
2700008E08Rik	-0.0903248961325778	NA
2700012I20Rik	-0.151526637231443	NA
2700029L08Rik	-0.0755148408832866	0.953849355861215
2700038G22Rik	-0.033500860918112	0.974151283772055
2700046A07Rik	-0.0893061497460215	NA
2700046G09Rik	0.0209296902826717	0.991902532258893
2700049A03Rik	-0.00245945137846526	0.999757136548852
2700057C20Rik	-0.0257713180411434	NA
2700062C07Rik	-0.044121120322357	0.970377865662669
2700068H02Rik	-0.0666733706983438	NA
2700078F05Rik	0.136258783644623	NA
2700079J08Rik	0.0216939764787814	0.993057824964972
2700080J24Rik	-0.0426063852150822	NA
2700081O15Rik	0.30325265154904	0.401754027091974
2700089I24Rik	0.132498509727546	NA
2700097O09Rik	-0.0231378395555328	0.983986118632305
2700099C18Rik	-0.0480539309206325	NA
2810001A02Rik	-0.0119293959833069	0.991919980252316
2810001G20Rik	0.0135906625969504	0.993603511730364
2810002D19Rik	0.0168096300852927	0.98852127418354
2810004I08Rik	0.00492299328887746	NA
2810004N23Rik	-0.0708740869171951	0.90231622203497
2810006K23Rik	0.0349232686828129	NA
2810013P06Rik	-0.0401264761020768	0.96860426197096
2810019C22Rik	0.125964461574584	NA
2810021J22Rik	0.262026474158498	0.623002249218238
2810025M15Rik	0.130012614617558	0.843645238439686
2810029C07Rik	0.159702445648901	NA
2810030D12Rik	0.065003779332133	NA
2810032G03Rik	-0.0653040327040788	NA
2810037O22Rik	0.0971470575889182	0.944758775367078
2810038L03Rik	0.110515192227657	0.943090553743289
2810039B14Rik	-0.00913512526544125	NA
2810040C05Rik	-0.0968987674391917	NA
2810043O03Rik	-0.179295085263584	0.676494799833511
2810047C21Rik1	0.0684255501953777	NA
2810047J09Rik	-0.044030664757936	NA
2810049E08Rik	0.136547611062045	NA
2810403D21Rik	0.0186661410008728	NA
2810403G07Rik	0.0548377256265127	NA
2810404F17Rik	-0.0466770240043961	NA
2810404I24Rik	-0.0624977582966864	0.963160126310965
2810404M03Rik	-0.176809275927985	NA
2810405F17Rik	0.0892404186289504	0.939369802007538
2810408A11Rik	0.196905087642472	NA
2810408B13Rik	-0.202792877739545	0.582235942498778
2810408I11Rik	-0.0881971268980486	0.944667086610227
2810410L24Rik	0.0293707256960625	0.987124848992472
2810410P21Rik	-0.016868163835305	NA
2810416A17Rik	0.0621152633083435	NA
2810427A07Rik	-0.0789956097004723	0.921213140496312
2810428J06Rik	-0.226325020429892	0.820368549289982
2810429I04Rik	-0.186351920527732	NA
2810430I11Rik	-0.169803960347389	NA
2810433D01Rik	0.207095549617421	NA
2810449G22Rik	-0.185691724982742	NA
2810454H06Rik	0.00814763908256477	0.998012150912022
