gene_name	synovitisvsControl_log2FoldChange	synovitisvsControl_padj
HNRNPA1	-0.153465352666574	0.357151013862249
NFE2	0.158234757468251	0.909752746865016
COPZ1	0.131390872383407	0.314713531875002
GPR84	0.659181746721584	0.30320915990442
ZNF385A	0.555718794723959	0.380766256432244
ITGA5	0.954819882300222	0.0545281417956502
NCKAP1L	0.175996264870631	0.690998562498764
	NA	NA
PDE1B	0.549345687360445	0.185451246455219
PPP1R1A	-2.39221698897131	0.000449296838951019
TESPA1	-0.431118512126192	0.112082484269103
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	-0.0861014012544501	NA
BLOC1S1	0.751146702731003	0.241665726788351
CD63	0.26216275025962	0.172474785737848
RDH5	-0.628786355690032	0.854840127636471
GDF11	0.616250979641865	0.0501809201968502
SARNP	-0.0570629522633762	0.872996407954174
	-0.107922969769836	0.700028029823972
DNAJC14	0.242459085005608	0.217901876381406
	0.652201881035121	0.231909662901661
MMP19	0.24455759152665	0.309933611205997
DGKA	-0.212758481069129	0.360544545512658
PMEL	0.0769289970836821	0.897988998929348
CDK2	0.0772061597398438	0.772655011794008
RPS26	0.135814653225436	0.760542546055022
SUOX	0.0760249143339986	0.742107913582783
	0.267008885679831	0.09430196335543
ESYT1	0.267942553787624	0.25173546128225
SMARCC2	-0.0886631583805112	0.549837675235016
RNF41	0.184865978043183	0.390962407894782
NABP2	-0.147915419180015	0.628799538481108
SLC39A5	-0.107967619717288	0.83750320502122
ANKRD52	0.783270020473551	0.0476180659775763
PAN2	-0.0875957063075425	0.632082122233197
	0.188799769659034	0.496673758059156
STAT2	-0.221475062501217	0.530039701996331
APOF	-0.545898656615451	0.473190765151002
TIMELESS	0.548203002289987	0.290894841451195
MIP	0.059770994296364	NA
GLS2	0.0222448126125576	0.982602729561247
RBMS2	-0.700254507943535	0.00325564157496618
BAZ2A	0.115171254743148	0.515636867286068
	-0.060995544017691	0.754762646865982
	-0.287105435528575	0.373455269574289
NAB2	0.474397883772012	0.161423076711491
MYO1A	-0.3966465106788	0.549963396109061
SDR9C7	-1.64749335395671	0.0231991847352393
TAC3	-0.141125772697156	NA
RDH16	-0.711100453451773	0.359195467010973
LRP1	1.01874914281024	0.0826862692998446
MBD6	1.03562386476474	0.0902813998227688
B4GALNT1	0.591141401636278	0.336651090934146
ARHGEF25	0.0501782838902813	0.958554934577443
PIP4K2C	-0.384659180383093	0.38092455022933
ARHGAP9	-0.0293425966780711	0.928761196086999
KIF5A	-1.27871464556329	0.000172610779447951
INHBE	NA	NA
GLI1	0.213276848899891	0.814853720215617
DCTN2	-0.231211230795572	0.187496227914738
DTX3	0.23423973417908	0.572995965141691
ATP23	0.38059451508194	0.116312663076311
LRIG3	-0.606600462987975	0.0184494463963513
SLC16A7	0.441890364959275	0.136022017606187
USP15	-0.220411824932351	0.653775477948071
MON2	0.0216393454314935	0.915004610636541
	NA	NA
RXYLT1	0.142000201749192	0.611585769763778
C12orf56	-0.225341843382572	0.73406290150987
XPOT	0.0326756426352315	0.901141530157094
LEMD3	-0.399475897552282	0.252332463562976
	-0.386199557515544	0.197659482707528
IRAK3	-0.278935740662474	0.672731511580776
HELB	-0.209621556344109	0.609746796226242
GRIP1	0.225542518596375	0.575730664206861
IL22	NA	NA
	-0.26806132051699	0.431311034577076
	-0.35831794719706	0.620360762232216
NUP107	-0.0712302094529949	0.847364163393325
SLC35E3	-0.0915321047979774	0.783581324907145
MDM2	-0.0250542224560988	0.96466981040521
LYZ	0.727733445231808	0.191755877689447
FRS2	-0.354829080946526	0.262937829972642
CCT2	-0.136962855811081	0.677109730752448
BEST3	-0.0688616070646116	0.877388949045051
	-0.405834624262991	0.473915759813696
CNOT2	-0.211349974579515	0.483842639177713
PTPRB	-0.729348189769613	0.0197625545836964
ZFC3H1	-0.175277258051072	0.644214807196527
TMEM19	-0.398784191902786	0.185949675801238
TBC1D15	-0.356409998096903	0.272479551626368
TRHDE	-0.293217190727417	0.776431497868378
KCNC2	-0.537090546885674	0.284754002561876
CAPS2	-0.107385476618301	0.950686837295902
GLIPR1	0.270835717259318	0.502404313969004
PHLDA1	1.52815417918169	0.0171674355762747
NAP1L1	-0.212053554997226	0.571488183691155
BBS10	-0.150037301502198	0.690002318951043
SYT10	-0.121867919595013	NA
PKP2	-0.102256127893046	0.771606517789241
DNM1L	-0.0744173995812277	0.850190141668017
FGD4	0.376900435053112	0.442309958621661
BICD1	-1.16306588012435	0.0117237376975275
IPO8	-0.133376655149797	0.746920828514615
ERGIC2	-0.160303785287711	0.631886493081254
OVCH1	-0.102070179935799	0.917569928910818
FAR2	-0.205788693856689	0.386754591010143
KLHL42	0.0963933364152207	0.770744075617079
MANSC4	-0.635457416567053	0.0336876486494562
MRPS35	0.0775700785740921	0.771908556254289
PPFIBP1	-0.311237112805724	0.330089127853761
SMCO2	0.0599939494128675	NA
ARNTL2	0.798351541469	0.110640075974749
MED21	-0.525514450837282	0.0327688017498044
TM7SF3	-0.488936479992343	0.0289430266163859
FGFR1OP2	-0.509014510258724	0.0782992343533212
ITPR2	-0.188725532797247	0.664437750254858
RASSF8	0.226608261340633	0.497969881903137
LRMP	-0.359665107771648	0.404997904204967
SOX5	-0.281606902649635	0.636705951533498
C2CD5	-0.298770300251567	0.36115909105382
ABCC9	0.568277922037816	0.23951289982345
KCNJ8	-0.0880422785336673	0.875880502229186
	-0.830669823701952	0.0146049556007077
GYS2	-1.85738865012515	0.00855581926004097
GOLT1B	0.537583128406882	0.0461828309896285
RECQL	0.279030613215879	0.315741834180013
IAPP	-0.0943293246280804	NA
PYROXD1	-0.283416351367692	0.329281127210879
SLCO1A2	-0.263665036899227	0.672418151679016
SLCO1C1	-1.31684189195616	0.0371715522649513
AEBP2	-0.400900360916857	0.237667028472416
PLEKHA5	0.309437009649416	0.343064448342941
CAPZA3	NA	NA
PLCZ1	0.0603139251392427	NA
PIK3C2G	-2.21644776158435	0.000123657400563073
	0	NA
SLC15A5	NA	NA
DERA	0.00353331315321347	0.975348296164567
EPS8	-0.0958686794417325	0.808569210596697
PTPRO	-0.243064944920137	0.729938138177651
RERG	-0.461136085072795	0.399578150321577
ERP27	0.122619022860506	0.816919618686263
ART4	-1.33487358803014	0.000250528995629464
	-0.8116122410045	NA
SMCO3	-1.34448551164964	0.069580220101231
	0.0455704333026837	0.780277203850163
ATF7IP	-0.178203548820631	0.664722227840197
GRIN2B	0.139488038472547	NA
	0.0227629849160423	NA
FAM234B	-0.336164571416096	0.172772651682637
	-0.36677321673858	0.535723430008275
BCL2L14	-0.37051591012093	0.498221014494484
LRP6	-0.291391604833882	0.644238025362249
	NA	NA
	0.112203362741843	NA
TAS2R9	0	NA
YBX3	-0.0297694420279645	0.952508142973674
STYK1	0.755346192039943	0.308050825522888
	0.199356199010154	0.411072680067932
	-0.404522207602355	0.692719980809651
	0.639204671699846	NA
	0.0633116620935565	0.769949572869538
	0.553430696252349	0.293947311603152
	-0.0760570189240871	NA
GABARAPL1	-0.565203327844588	0.0289979136287224
OLR1	0.317486482841997	0.648843247654312
CLEC7A	0.336402077573842	0.695499608046952
CLEC1A	-0.207087523047844	0.64775587177142
CLEC1B	0.0174807670858466	NA
CLEC12B	-0.345002130803237	0.709361524268561
CD69	-0.877825149436284	0.172515367848989
KLRF1	0.467470096823855	0.350501586684383
CLEC2B	0.157447278638381	0.758077403019507
	-0.475699884764186	0.209369480863135
	-0.975193481558216	NA
A2M	0.353852300824985	0.656017016436156
PHC1	0.392244859347298	0.512065744363379
	-0.667941124896887	0.101292223570081
	-1.92053835572104	0.000171075815163526
RIMKLB	-1.55294127765795	0.00137677821098072
AICDA	-0.0734682441096888	0.845938008923446
APOBEC1	NA	NA
GDF3	NA	NA
	0.0234001266450376	NA
CLSTN3	0.216183670346859	0.683537790243245
C1R	-0.134884925520044	0.732288105841715
LRRC23	0.045045389640413	0.948682788290189
GPR162	0.829025599921164	0.369733416721786
P3H3	0.898428180120089	0.111948684617445
GNB3	0.859276840557736	0.169179085728587
CDCA3	1.64723714044322	0.000112306819341095
USP5	0.933278971254553	0.0515749596277388
TPI1	0.885006762124032	0.0943133225560089
CD4	0.131534480535095	0.880051515578718
LAG3	0.442609990430847	0.639710285098628
MLF2	0.58265143196021	0.133269651748931
COPS7A	0.376230308033097	0.394468911085488
PIANP	NA	NA
NCAPD2	0.942316595797779	0.00147227206893677
GAPDH	1.04870018949296	0.0201141547126249
IFFO1	0.36679277077252	0.515929553014772
	0.526681975546565	0.184262200964289
	0.24587520860764	0.212266645506062
LPAR5	1.15079800798856	0.0948751927472787
ACRBP	-0.256345392405842	0.145620613017791
ZNF384	0.883885713317775	0.0875754250854143
VAMP1	-0.168858336373358	0.732028123095939
TAPBPL	0.45253140627385	0.160784725837706
CD27	0.219945277565474	0.920649332567047
LTBR	1.18127866460549	0.0294270238211467
SCNN1A	0.574957464386351	0.115187975857941
TNFRSF1A	0.8129037911988	0.0111303241214661
PLEKHG6	0.251780507303423	0.766562207189254
VWF	0.225090363429829	0.719228526445752
	0.267159584815457	0.649932601155048
KCNA1	NA	NA
KCNA6	-0.231006886501176	0.680275550846209
	NA	NA
NDUFA9	0.0927188660114596	0.622876294929418
AKAP3	-0.215236874010381	0.463863009933888
	-0.190101753224501	0.779141643906751
RAD51AP1	0.710515080616157	0.0279890794704321
C12orf4	0.0596681700754336	0.818137414665365
PARP11	-0.301463369603824	0.373244876689595
PRMT8	0.418278836803902	0.551197776715281
CRACR2A	-0.147410049761807	0.79270560546463
	-0.032541933884635	0.939626955084557
TSPAN9	0.193860730991681	0.715444229808908
TEAD4	1.43091093595863	0.00267813723847298
TULP3	0.588461145304202	0.000487896489993563
RHNO1	0.989598523648629	0.00178901010211086
FOXM1	1.47976020598089	0.000982615395890672
TEX52	0	NA
NRIP2	0.118057106670677	0.906596754332928
ITFG2	-0.0320269909317624	0.925628654302213
FKBP4	0.122654805849464	0.770744075617079
	-0.50751949815283	0.380190708940259
DDX11	1.03908466118715	0.0482184532070884
WASHC1	0.593822462274198	0.293740643811261
IQSEC3	0.0230954561529527	NA
SLC6A12	0.891659876495736	0.32283217681403
CCDC77	-0.0689663171022554	0.786007356624048
WNK1	0.0512746905413991	0.866205068797041
RAD52	-0.465896920758312	0.183944652653392
ERC1	0.40674975485401	0.149278087124872
ADIPOR2	-1.06772479615719	0.0114304000187496
	-2.19721099133628	0.000213180734025714
LRTM2	-0.024014263314556	NA
HDHD5	0.657261457074731	0.37388613752119
IL17RA	1.37976125529543	0.0183384291754725
CECR2	-0.815430380787617	0.00965684963957132
ATP6V1E1	0.212864469043492	0.374864621656592
BID	0.292498619078976	0.374445019042466
MICAL3	0.178281772774697	0.650448255429937
TUBA8	-0.851550670626568	0.00703517596543524
USP18	-0.302163751374293	0.644495899267936
	-0.0488918409080828	NA
CPNE8	-0.142916802075771	0.769074131835044
KIF21A	-0.713360764937226	0.0243654014995522
ABCD2	-2.43658790287096	1.03043645288086e-05
	-0.122750999717693	NA
SLC2A13	-0.548194388977606	0.143155262889804
LRRK2	-0.0137023683441096	0.94731175864722
CNTN1	-0.648515604918534	0.40938069745393
PDZRN4	-0.475325297667328	0.460925390887166
PPHLN1	-0.259613325555979	0.3845196381131
ADAMTS20	-0.930852732258992	0.123888090971961
TWF1	0.373102937632925	0.168518797540796
IRAK4	0.0867736507806091	0.785708767076167
PUS7L	0.199889955675859	0.519142208426507
TMEM117	-0.758348498396357	0.0794654025031362
NELL2	1.43961910413865	0.0568743885277457
ANO6	-0.125305395007401	0.813749750992627
SCAF11	-0.18459058540117	0.644495899267936
SLC38A1	0.468386203174424	0.327670764099542
SLC38A2	-0.0228273041934497	0.993403153094793
AMIGO2	-0.379978904085481	0.351547905879337
PCED1B	0.53866342831238	0.207870343623188
	-0.106503862138782	0.957564815800901
SENP1	-0.140188882395501	0.726058631779178
H1FNT	NA	NA
CHST11	1.23203379849887	1.0689253168958e-08
SLC41A2	-0.192476815831645	0.836798042503666
ALDH1L2	0.0287765236132417	0.937199638884576
WASHC4	-0.349415120896254	0.410159804175144
APPL2	-0.257979054985428	0.434483190027529
KANSL2	-0.169373358881075	0.40037194743537
TXNRD1	0.547611091529519	8.57853895547759e-06
NFYB	-0.12945393830047	0.753177531051958
HCFC2	-0.356638894091505	0.351794680744458
TDG	0.416346869487834	0.0775662160486014
GLT8D2	-0.474174586208113	0.174600987466605
	0.0222892665772742	0.93212014954062
NT5DC3	0.319422816625058	0.479353502486322
	0.499264380706747	0.637018677705103
PAH	-0.0958860812180362	0.894196787667604
IGF1	1.00868767720847	0.00175737449539062
PMCH	0.585370603090247	0.262929641135317
PARPBP	0.918973981679908	0.0137848172979979
NUP37	0.291514050442589	0.353063816288659
GNPTAB	0.141113834314612	0.620299055627993
SYCP3	0.0607849979737028	NA
CHPT1	-0.670968327212313	0.037255067684894
MYBPC1	-0.199292350080843	0.647439335541178
	0.408427695576826	0.352696137441827
UTP20	0.267393027042965	0.163976957031968
ARL1	0.0680425837841562	0.780330988643648
SLC5A8	-0.359060690511585	0.327235440819908
ANO4	0.00530705200040625	0.989043809760871
GAS2L3	0.796326279780699	0.00359434427253358
NR1H4	0	NA
SCYL2	-0.346541474719906	0.311682171693482
ANKS1B	-1.17983911836683	NA
	-0.297488384644348	NA
APAF1	0.356336387367179	0.41120952709586
SLC25A3	-0.0367851022312579	0.915138935012617
	0.850376824948824	0.217290043070117
NEDD1	0.109225098881759	0.683146416666741
LTA4H	-0.255415028146379	0.360228555449203
HAL	0.0141344263501346	0.999835860411554
AMDHD1	-0.700476890890836	0.485863958830446
CCDC38	-0.0297405790617033	0.989684440650351
SNRPF	0.342696339782732	0.207568586150529
NTN4	-1.12181404426328	0.000427863799197778
	NA	NA
VEZT	-0.292533562409987	0.268650402063278
FGD6	-0.829034320928504	0.00456827136148952
NR2C1	-0.486321324838338	0.0381997874348116
	-0.18960273843557	0.592801353189486
	-0.62980406177975	0.136022017606187
PLXNC1	0.487048085216802	0.22434409610767
	0.25166084599306	0.252613415877154
CRADD	-0.742810923598162	0.02841473387671
DCN	-0.588541322135395	0.0381997874348116
LUM	0.797760883838427	0.00821351703403572
KERA	-0.559888756537902	0.359479319811473
EPYC	-0.271046952819772	0.821912090584861
POC1B	-0.222824838018201	0.437328590556258
C12orf50	-0.484252814981077	0.513489262240101
C12orf29	-0.427487264469413	0.131466840184215
CEP290	-0.442325475059807	0.24391922381749
TMTC3	-0.300034768764012	0.381613609136683
NTS	0.118103305929694	0.943081820444078
LRRIQ1	-0.401383068074754	0.508555431987429
SLC6A15	-0.500395059580888	0.353283711503635
MYF5	NA	NA
ACSS3	-0.40698002513357	0.188250649138627
PPFIA2	-0.568475638133652	0.143952809927652
METTL25	-0.0652627142578809	0.875396214403776
OTOGL	0	NA
SYT1	-1.49251159662652	0.0396376973204883
E2F7	0.972060473459648	0.0263725703206132
	1.11935388551512	0.000204696166377753
	-0.565590324412656	0.079364081078676
TBC1D22A	0.0506517982285714	0.956506284444964
DYRK2	0.401430588353744	0.166400139787602
	-0.246254237044039	0.412297583360912
KLHDC7B	NA	NA
SYCE3	0.0358223440355693	0.985021449321129
LMF2	1.03714654215957	0.114574129361833
NCAPH2	0.939637828493808	0.12363612235721
ODF3B	NA	NA
SBF1	1.13818247026857	0.0672539573607063
PPP6R2	0.737429821311149	0.194902391684894
HDAC10	0.90486520919465	0.138911967176713
TUBGCP6	0.519038141992973	0.40325302963441
SELENOO	1.19728002174018	0.0707388479647229
TRABD	0.654728996298778	0.306846512321826
PANX2	0.0844616719892599	NA
MOV10L1	0.0237671602516437	NA
MLC1	-0.0851393732505807	NA
ALG12	0.653629294107041	0.322038097272748
CRELD2	1.42632837368072	0.0100523310487018
TTLL8	0.438635082408715	NA
	1.17095462680232	0.0305964850715611
EXOC2	0.0710476381636486	0.644689071058879
FOXQ1	0	NA
GMDS	0.560399955336881	0.237842970953253
PPP1R3G	0.195027068630219	0.615729377058496
RPP40	0.243704264156279	0.427769387952252
CDYL	1.24785976604341	0.0180985671377954
ECI2	0.548585008486973	0.127682513610397
	0.365738318658231	NA
PRPF4B	0.463530629206824	1.04967618979503e-06
SLC22A23	0.408852489091389	0.545079051052235
	NA	NA
BPHL	-0.0280768958184168	0.946602972748726
RIPK1	0.704177513130029	0.0104209021457921
	0.121756269239805	0.736445224470313
SERPINB1	0.695784115297126	0.0130813032688494
RREB1	0.960197901138986	0.0848158922620829
SSR1	0.567955643946888	1.97057687200723e-08
RIOK1	0.486678060255052	0.00185692474921472
DSP	-0.132970588835288	0.555045130911076
BMP6	-0.403632848252808	0.428872455654252
SLC35B3	0.080961312996774	0.738270265475407
	NA	NA
TFAP2A	1.31107303505445	0.0909769459053804
	0.0107983420115727	0.96147460040766
C6orf52	0.30004614551785	0.53520044674147
PAK1IP1	0.358325687529506	0.0922126603600278
MAK	0.0976158202857153	0.801266006263765
ELOVL2	-0.489257249167784	0.305855742377643
ADTRP	-0.0820449502847893	NA
HIVEP1	0.0975111779267966	0.68111544983924
PHACTR1	0.966706980493633	0.00213119466560507
TBC1D7	-0.0276669365476117	0.909715747117453
RANBP9	0.259171527794915	0.323252063921498
MCUR1	0.569386107720724	0.0185501816284368
	NA	NA
JARID2	0.121701500785393	0.467658749959304
DTNBP1	-0.208589710745777	0.42960353887898
	-0.990971796206781	0.0436439417946871
GMPR	0.415939136337603	0.465919324249659
ATXN1	0.39082131243838	0.114417738362316
STMND1	-0.128909299513575	NA
CAP2	-0.783854509961636	0.129105990790715
FAM8A1	-0.478701021079566	0.141523421295436
NHLRC1	-0.0655566989406221	0.874350446612039
TPMT	0.437934530842608	0.211381109750145
KDM1B	0.195852278075804	0.535725223356465
	-0.260187560066735	0.450098319984745
RNF144B	-1.26732147717944	2.26907166908397e-17
MBOAT1	0.227102017783456	0.489678653738024
CDKAL1	-0.521801630061922	0.146546493795032
SOX4	1.34880865675344	0.0632328476315805
	0.061590520263617	NA
DCDC2	-0.673545755663091	0.330582880546626
MRS2	0.100245054778272	0.736919476335586
	0.158307952248362	0.842657044962343
GPLD1	-0.0154583762814431	0.982596690469939
ALDH5A1	-0.931472490133484	0.025223657354949
KIAA0319	0.585584105156022	0.546953197110757
TDP2	-0.0602965927186048	0.885927664807904
GMNN	0.102692710468311	0.740063676674183
ARMH2	-0.0860337532192648	NA
	-1.00863311411598	0.0279570382221873
	0.176175121101253	0.599127864145461
CMAH	-0.478892989494589	0.39312639874565
CARMIL1	0.307878001615237	0.27951830886124
SCGN	0.821530596619755	NA
	NA	NA
SLC17A1	-0.077609986913186	0.78289271412862
BTN2A2	0.702846213265513	0.159812988831357
BTN1A1	-0.306907626725061	0.688334932381346
HIST1H1D	0.195987336455285	0.911974678216252
ZNF322	0.00526902180492067	0.964306775401623
ZNF184	-0.0590446834952502	0.902306651724688
	NA	NA
ZNF165	0.251617968779482	0.56490682074099
ZKSCAN8	-0.281587499414946	0.343716203440524
	0.219809284193369	0.7843782977749
ZSCAN9	-0.660822265781777	0.186697829642799
ZKSCAN4	-0.475160953245606	0.103832004364987
NKAPL	-0.679846873935015	0.184775766383779
ZSCAN26	-0.619670705210833	0.0174457337161928
PGBD1	-0.0240319297707349	0.941316466770958
ZSCAN12	-0.414709541192234	0.184321018926573
	NA	NA
GPX6	0.0236748204236414	NA
GPX5	0.26086851975183	0.672787300107454
	-0.413100184967005	0.618719875678048
TRIM27	0.150691439923885	0.385482771578494
	-0.423268093014522	0.345376599838083
	1.41624398355149	0.00371776845696774
	-0.724024377750277	0.288285151123585
TRIM26	0.697026250519891	0.183832403115763
TRIM10	-0.383543080037496	0.404409693839569
TRIM15	-0.141115239194439	0.745121029681944
TRIM40	0.462388060177329	0.335670880880438
GABBR1	0.166250768542689	0.675746197716004
ZNRD1	0.0250797950497955	0.960750708963992
ZFP57	-0.167244236054178	0.70114113872961
MOG	-0.290247143505691	0.719984573589545
	-1.12802591990665	0.0267639927772292
	0.0235857144228042	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	-0.0454013599630539	0.91726352314256
TRIM39	0.0077879683022519	0.997690992340362
ABCF1	0.589891465777171	0.0379436509285484
PPP1R10	0.283092655533444	0.252551580143494
MDC1	0.750997020081414	0.0902771298174071
