gene_name	synovitis_with_corticosteroidvssynovitis_log2FoldChange	synovitis_with_corticosteroidvssynovitis_padj
DNAL4	0.197162736267281	0.812878579088104
SUN2	0.26011864054474	0.77328290678157
GTPBP1	0.312360356470472	0.641224771101546
	0.160065014211236	0.418157138973095
DMC1	-0.291504758951039	0.849557352291012
DDX17	-0.114511784456639	0.794455939290368
KDELR3	-0.0431034060404649	0.942260706118205
KCNJ4	-0.0502905259491046	NA
	0.103017034452646	0.907143520540437
TMEM184B	0.146050761094039	0.837908540481377
PLA2G6	0.614193411740679	0.527965331926259
BAIAP2L2	-0.101524459226389	NA
SLC16A8	0.349014159500458	NA
PICK1	0.330898602332499	0.638886410254444
POLR2F	0.56134883324866	0.580090762685648
C22orf23	-0.389748969388884	0.532739231862391
MICALL1	0.225186386762	0.823643516424467
EIF3L	0.0812887458480917	0.777502304702004
ANKRD54	0.0821871943926099	0.81099845417029
GALR3	-0.0572570815992849	NA
CYTH4	0.237076744892774	0.855889909425485
ELFN2	0.02314233882027	NA
TEX33	-0.022003262596731	NA
TST	0.245038010084049	0.812449827827708
KCTD17	0.327424078717303	0.705976566219494
CSF2RB	-0.425237547514567	0.549215171995983
NCF4	0.295254760376225	0.771797907363939
PVALB	-0.678800875181155	NA
IFT27	-0.118024628144508	0.890805909542147
EIF3D	0.441676303323607	0.584376081703851
FOXRED2	1.31122956176654	2.50674047140919e-05
TXN2	0.547607332442738	0.318098111172005
MYH9	-0.117560056937631	0.882141791241541
MYH11	0.155764405896953	0.849557352291012
	0.307709803890507	0.716661250994278
	0.606722924501408	0.532848147016503
RBFOX2	0.103574755727317	0.774610740452769
FBXO7	0.231702786115381	0.502094714632297
BPIFC	0.34445650675817	0.574583444436225
RTCB	0.157157927074854	0.705721208378391
ASCL4	NA	NA
PRDM4	0.0943797439654062	0.781814925531576
PWP1	-0.163713113335115	0.60909277489665
BTBD11	-0.944988948880266	0.0080579448474076
CRY1	-0.251910908836761	0.719105231520268
RIC8B	-0.411289236452434	0.232008990662333
POLR3B	-0.0489068692185891	0.896477673498899
CKAP4	-0.163557370853004	0.779032433616644
TEX49	-0.00362734162335514	NA
ADCY6	0.107524416757204	0.89956846282584
DDX23	-0.0212019101554918	0.983299881320067
CCDC65	0.0926557690496525	0.855755734212605
FKBP11	0.306680472863009	0.554170837698957
WNT10B	0.864361825906805	0.0584879969583322
WNT1	NA	NA
DDN	NA	NA
PRKAG1	-0.117916865282034	0.686211902057172
RHEBL1	0.127282249646834	0.886318508828639
DHH	-0.268657704019231	NA
LMBR1L	0.466387872915219	0.549013510160843
TUBA1B	0.0980075099037707	0.882759649872718
	-0.135815298802561	0.92107620081267
	0.0292663780108993	0.961000504164411
PRPH	-0.107182901924818	0.86998031778798
C1QL4	-0.187789684624571	NA
DNAJC22	0.240990639487545	NA
	-0.190144363243353	0.601348096746735
MCRS1	0.30010556331673	0.742858624675253
KCNH3	-0.421552644913735	0.680950971760164
PRPF40B	0.22694896934828	0.788739998640374
FAM186B	0.152952625681675	0.838434020875571
FAIM2	-0.949197599302247	0.338132223670642
	0.310819379622782	0.706395718059633
NCKAP5L	0.054152839481897	0.955480075640199
AQP5	0.55915308215068	0.630592619948818
AQP6	-0.153054940481068	0.914882044304255
GPD1	0.407902714879697	0.698247857029411
SMARCD1	0.123762297811939	0.805746251740206
ASIC1	-0.0334173283468503	0.983608650218095
	-0.793086104139114	0.120708392108695
	-0.285989032468965	0.755019332900541
BIN2	-0.461328123697828	0.56795319593823
SCN8A	-0.102151467243864	0.910401931189157
ANKRD33	0.0592459614139262	NA
ACVRL1	0.117282304386397	0.886318508828639
ACVR1B	0.578898954426712	0.0316858236572912
GRASP	0.0273560026948171	0.968687897586753
KRT82	NA	NA
KRT75	NA	NA
	0.20394521796139	NA
	0.275382224369766	NA
KRT85	0.058857412276265	NA
KRT84	0.374693567025897	NA
	-0.488311211275502	0.246553019698128
KRT71	NA	NA
KRT5	-0.804251599911752	0.29478892852381
KRT72	NA	NA
KRT73	NA	NA
KRT1	NA	NA
KRT8	0.368823488029229	0.540166854671457
KRT18	0.364428438940455	0.709831556124979
ITGB7	0.0147402848136775	0.96978875131863
RARG	0.15213527753611	0.860592256545498
CSAD	0.0688779707847165	0.922108506618627
SOAT2	0.391001188322256	0.620838149901979
IGFBP6	0.769220615194246	0.439124575933399
SPRYD3	0.527776020196924	0.442510846438358
TNS2	0.552846102410562	0.561282230250821
MFSD5	0.147309838806565	0.859852829495089
ESPL1	-0.475958011294663	0.655878531059752
C12orf10	0.127456159572718	0.700348742931182
AAAS	0.037170386713053	0.944330184448044
AMHR2	0.489181943855414	0.647524309304543
SP1	-0.0953522207453417	0.838180318778812
	0.00246707276350944	0.995214236939197
PCBP2	-0.0964519429965572	0.749791295719761
MAP3K12	-0.252245813521385	0.581575645650945
TARBP2	0.275086267604072	0.815118202896802
NPFF	0.0699284784633701	0.926899112441546
	-0.15559238663804	0.501919925076006
HOXC13	0.169833885450838	NA
HOXC12	NA	NA
HNRNPA1	0.00159956215730378	0.996723041046932
NFE2	1.68361346386672	0.0893298782143092
COPZ1	0.166462111721668	0.376211723249836
GPR84	0.0773047958017184	0.979385476329024
ZNF385A	0.805685049127368	0.33692968361484
ITGA5	0.889176258174403	0.170763370953012
NCKAP1L	-0.0555170738974504	0.944330184448044
	NA	NA
PDE1B	-0.0950068793161463	0.904725502424927
PPP1R1A	0.753104402004534	0.307355228048179
TESPA1	0.174023630333361	0.721383973882985
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	0	NA
BLOC1S1	0.474496069348103	0.693366825480174
CD63	0.193025775042538	0.540089657851724
RDH5	0.197296242575665	0.815118202896802
GDF11	-0.801570818913705	0.0213911725329621
SARNP	-0.0705105482063722	0.886318508828639
	-0.0400846204959216	0.936304511156991
DNAJC14	0.0821896515122364	0.817237305379432
	0.554487987638288	0.486920181078336
MMP19	-0.0154544702058888	0.976175267803945
DGKA	0.117241998312477	0.775768734545323
PMEL	-0.918917062599904	0.400649748109147
CDK2	-0.265521917461316	0.442510846438358
RPS26	0.548368037700316	0.222795110017646
SUOX	-0.106568931353555	0.750984763320351
	0.0718764629708338	0.812959070054933
ESYT1	-0.410219890486693	0.143603579314675
SMARCC2	-0.105439081311301	0.647205381532444
RNF41	0.110232269061091	0.764894649660908
NABP2	0.170999748870824	0.71781987916559
SLC39A5	0.530180759741156	0.584837638470488
ANKRD52	0.00265880438044203	0.995214236939197
PAN2	0.0953065668240009	0.737097160024572
	0.0791675328525498	0.872571058572475
STAT2	-0.109329524652543	0.858625739916724
APOF	-0.33142892854925	0.760474363844149
TIMELESS	-0.0430256620516133	0.977776311502312
MIP	-0.013558129539264	NA
GLS2	0.0246412720884735	0.974764981966972
RBMS2	0.0974610010218163	0.845922860461591
BAZ2A	-0.100334687553023	0.721437738330016
	0.0803430801069956	0.781814925531576
	-0.0672122008313639	0.912273878410838
NAB2	-0.260382898371269	0.652764616805538
MYO1A	0.606304929702789	0.54450994047311
SDR9C7	0.404911735494542	0.736806870626706
TAC3	0.131065663807003	NA
RDH16	0.563532099388416	0.554768030610741
LRP1	0.316379366763411	0.771797907363939
MBD6	0.190766012478491	0.858625739916724
B4GALNT1	0.162157875538425	0.846631695009308
ARHGEF25	0.485407862342864	0.461878962167017
PIP4K2C	-0.3091167089803	0.663984575867164
ARHGAP9	0.31464917755304	0.630270179722299
KIF5A	0.0926041668176078	0.907012618328083
INHBE	NA	NA
GLI1	0.350683669017855	0.7837588830412
DCTN2	0.0756858659494579	0.814817114384664
DTX3	0.164774927542424	0.805913842629917
ATP23	-0.206034348822151	0.632365880795342
LRIG3	-0.671115570707833	0.0230173466084733
SLC16A7	-0.0672495201908541	0.912896331205627
USP15	-0.115381109039347	0.878577672763979
MON2	-0.112758158503247	0.853357663073131
	NA	NA
RXYLT1	-0.175062787377166	0.698934301342875
C12orf56	-0.0686091987573972	NA
XPOT	-0.0411300610028829	0.938559913183269
LEMD3	-0.231088537933684	0.686003711468274
	0.167469617877606	0.747290073268876
IRAK3	0.217206485773372	0.824209025275331
HELB	0.343338387469098	0.535557730331637
GRIP1	-1.24012951457634	0.00252204139754827
IL22	NA	NA
	-0.542511093946237	0.169320787718086
	-0.156050887008655	0.92261702137792
NUP107	-0.326720825161917	0.401000388803549
SLC35E3	-0.177313996094312	0.679639112469538
MDM2	-0.129577398970976	0.803264831215249
LYZ	-1.01896576266208	0.171330850524495
FRS2	-0.0269501309596086	0.966430627242683
CCT2	0.0495811473412997	0.928256604575863
BEST3	0.294932515270734	0.659461178559172
	-0.8905068996427	0.135487880387263
CNOT2	-0.147163287391795	0.761224559783274
PTPRB	-0.281743987604247	0.624984024100451
ZFC3H1	-0.11981454925184	0.831185548220793
TMEM19	-0.19338452004421	0.705976566219494
TBC1D15	-0.117667591759308	0.833535169674249
TRHDE	0.227163487974646	0.829485796573182
KCNC2	-0.305144575437601	0.716661250994278
CAPS2	-0.185032682944078	0.903002436067353
GLIPR1	-0.0566095745795984	0.9482822669015
PHLDA1	-0.316686287845564	0.815186293337557
NAP1L1	-0.324357014310408	0.534265379845885
BBS10	0.0109509966233212	0.986941840190679
SYT10	0	NA
PKP2	-0.0523207530004063	0.931092777718453
DNM1L	-0.269205167024212	0.551373599691133
FGD4	-0.572127496576037	0.470664611802001
BICD1	-0.665771486215069	0.398781184328937
IPO8	-0.289227394250253	0.569877046658716
ERGIC2	-0.0621716303634148	0.910734617789448
OVCH1	-0.665312187279749	0.347488069103478
FAR2	0.288327238620724	0.38834213796343
KLHL42	-0.385041271298317	0.346575184357196
MANSC4	-0.063440367864318	0.924017457917654
MRPS35	0.0668857145373204	0.879916628777278
PPFIBP1	0.19965557681343	0.700699999244328
SMCO2	-0.050258597898798	NA
ARNTL2	-0.0897636894667559	0.91701240822208
MED21	-0.0983604490353784	0.838325095260772
TM7SF3	-0.427773039135087	0.145638689246591
FGFR1OP2	-0.289349152773907	0.546086537669825
ITPR2	0.0619599305727309	0.932786191585604
RASSF8	-0.511893054012007	0.271021214753879
LRMP	-0.147874381969831	0.845749963975518
SOX5	-0.257524629965884	0.76637915465281
C2CD5	0.0998112456880849	0.862394806095292
ABCC9	0.617689788707969	0.413453329829533
KCNJ8	0.207931025019304	0.79956331548937
	0.250922411725209	0.690908226210688
GYS2	0.689870370375718	0.498943398678596
GOLT1B	-0.0295585196745832	0.961643801766712
RECQL	-0.20014189856549	0.67728405747361
IAPP	-0.324479418464489	NA
PYROXD1	-0.0802074833179014	0.881655128757292
SLCO1A2	0.0939879201854644	0.945631601719599
SLCO1C1	-1.42648154078136	0.0671954893378686
AEBP2	-0.31014698851604	0.557952336344833
PLEKHA5	-0.446402498701797	0.342830365712091
CAPZA3	NA	NA
PLCZ1	0.0230099298372269	NA
PIK3C2G	0.793560187016154	0.432880320453373
	0.059659621295153	NA
SLC15A5	NA	NA
DERA	-0.0182222375969539	0.974764981966972
EPS8	-0.409512986061741	0.313177547851026
PTPRO	-1.14414471781344	0.0940970595689775
RERG	-0.973872851544999	0.105900815023892
ERP27	-0.483095175660641	0.603117627125623
ART4	-0.295447098794045	0.688508102618081
	0.261349361961385	NA
SMCO3	0.368287440434586	NA
	-0.107931511952689	0.640093588157628
ATF7IP	-0.206718500832633	0.720109031448842
GRIN2B	0.0712816145584784	NA
	-0.050160220079593	NA
FAM234B	0.307870922036465	0.421813903217259
	0.291801686181508	0.790889357269652
BCL2L14	-0.363038886984662	0.681870575662107
LRP6	0.535163382013724	0.478678377870608
	NA	NA
	-0.0579661698501949	NA
TAS2R9	0.0960259272604123	NA
YBX3	0.453481308943133	0.259767935609049
STYK1	0.00525306612441194	0.993275552182836
	-0.118218388384074	0.781566860070736
	-0.308876552250416	0.825515934295765
	-0.327594745829501	NA
	-0.502913737441597	NA
	-1.88002788036195	0.000241777590604193
	-0.0252698492233243	NA
GABARAPL1	0.341126410335884	0.419352664675714
OLR1	-1.22886061450909	0.0898543390193808
CLEC7A	-0.695627976307613	0.533612593116934
CLEC1A	-0.582029774415472	0.304987352976862
CLEC1B	0.167345956375752	NA
CLEC12B	-0.979492526019468	0.311216060230686
CD69	0.277439705110861	0.821564518452074
KLRF1	-0.523310704174205	0.533612593116934
CLEC2B	-0.152530946824617	0.878084203910838
	-0.501309081029939	0.358221302544231
	-0.388400894410218	NA
A2M	0.151328614672409	0.90042343440357
PHC1	-0.00677447017835156	0.993623690739067
	-0.144260203727498	0.866283845617151
	-0.0159145625741891	0.985089145620908
RIMKLB	0.178825655638508	0.856153941250626
AICDA	0.157439616059323	0.916227932783777
APOBEC1	NA	NA
GDF3	NA	NA
	-0.013608448203179	NA
CLSTN3	-0.37416842321704	0.922164174608718
C1R	0.0391206202625007	0.95488909718601
LRRC23	0.532123664349585	0.453628684157217
GPR162	-0.562946751138806	0.725794266630227
P3H3	0.152277673587373	0.863348857048328
GNB3	0.027011743227359	0.959664804466104
CDCA3	-0.330673037606131	0.702227054583647
USP5	0.255294793074391	0.779927217209181
TPI1	0.363446580492528	0.698247857029411
CD4	-0.974212960232985	0.140845983613381
LAG3	0.327295909667933	0.746758565958709
MLF2	0.114725959472836	0.874605723200186
COPS7A	0.203310426155121	0.778176349621032
PIANP	NA	NA
NCAPD2	-0.271392581349697	0.633894462246199
GAPDH	0.418989280180739	0.603197706560023
IFFO1	0.146250842668398	0.878493960639747
	0.18249036312068	0.797230578382114
	-0.434399643437457	0.0441842746488606
LPAR5	0.118960554537487	0.897339388057856
ACRBP	0.0226828167931907	0.950533361178905
ZNF384	0.0307681271808264	0.971166767822143
VAMP1	1.91519913994801	0.00407442950759569
TAPBPL	-0.110124984831401	0.86076083060737
CD27	0.598618762659785	NA
LTBR	0.274649374048341	0.785980182845787
SCNN1A	-0.266674924849765	0.675413868041686
TNFRSF1A	0.0235004014492752	0.974758353785431
PLEKHG6	0.0582677579268801	0.789255320148549
VWF	0.134113286457588	0.856153941250626
	-0.0309697518178875	0.969663090633471
KCNA1	NA	NA
KCNA6	-0.619305425347608	0.472789399269344
	NA	NA
NDUFA9	0.081653006888827	0.787156868878855
AKAP3	-0.166127959662553	0.738745611204524
	0.0171574658756269	0.989845714962624
RAD51AP1	-0.183778179939143	0.772397202956182
C12orf4	-0.0767263775709506	0.860219792380994
PARP11	-0.0641357821856341	0.922760932051791
PRMT8	-0.699391180430088	0.483917340947413
CRACR2A	0.15038970027159	0.878484758736871
	0.00535406573158625	0.989019726796352
TSPAN9	0.121171084907642	0.867805624516001
TEAD4	0.0824119056652579	0.922022037707319
TULP3	-0.298874582179985	0.253069728616569
RHNO1	-0.724706330386356	0.0862558399469012
FOXM1	-0.102458986727885	0.926240575802357
TEX52	0.0596685124827011	NA
NRIP2	-0.0425766181498271	0.974764981966972
ITFG2	0.419824419837889	0.426121257803703
FKBP4	0.45532660263528	0.338698580568665
	0.404406986023193	0.680690992310466
DDX11	0.111026796292747	0.920296685056125
WASHC1	0.244832899446915	0.807323119282833
IQSEC3	-0.0502176988436716	NA
SLC6A12	-0.0410990406869764	0.987840565329352
CCDC77	-0.125195946852044	0.726774733346414
WNK1	-0.142960953988281	0.739002558254861
RAD52	-0.0179919145427578	0.983554571450605
ERC1	-0.204773773469288	0.679969887831528
ADIPOR2	0.0672013951239732	0.939941518677355
	1.06038018419879	0.254016242217702
LRTM2	0.114428187668899	NA
HDHD5	0.333735674488612	0.787674846893564
IL17RA	0.310359184509139	0.799121784087234
CECR2	0.250353953810847	0.67436795558534
ATP6V1E1	0.0793686432775408	0.856295431598399
BID	0.316652908376175	0.535008425403989
MICAL3	-0.0110125346292107	0.987732248639037
TUBA8	0.101871485793708	0.882103678310427
USP18	0.835514027002846	0.304436633967607
	0	NA
CPNE8	-0.402947838199693	0.461878962167017
KIF21A	-0.464771357029239	0.340624729606404
ABCD2	0.161509026059235	0.885964002602119
	0.0961961883888293	NA
SLC2A13	-0.0197326907075203	0.976436469596982
LRRK2	-0.407987174520587	0.561149149702551
CNTN1	-1.60396882654523	0.0175982184016641
PDZRN4	-0.206756048529354	0.844487188301968
PPHLN1	-0.106175780630704	0.835230661993691
ADAMTS20	0.334788759412085	0.775062855240063
TWF1	-0.115119739832858	0.821844139708703
IRAK4	-0.250011893667752	0.627086115640268
PUS7L	-0.202184448533654	0.702208982239232
TMEM117	0.227623281008692	0.778654595391736
NELL2	-2.06329883113648	0.008611282815953
ANO6	-0.479946673669595	0.400649748109147
SCAF11	-0.141431612551296	0.80587782252896
SLC38A1	-0.577140065417091	0.461906697874753
SLC38A2	-0.279107250571737	0.648321980111872
AMIGO2	-0.788386172493042	0.0820780964226978
PCED1B	-0.315107677665068	0.660612493718207
	-0.280297465565927	0.39915632430233
SENP1	-0.270703158359086	0.603197706560023
H1FNT	NA	NA
CHST11	-0.23434899476015	0.598692442238023
SLC41A2	-0.500317989559728	0.54374042327902
ALDH1L2	-0.102837806710677	0.894707617945484
WASHC4	0.172283811149888	0.796306092520678
APPL2	-0.194663541319427	0.705718988116283
KANSL2	0.0106098523136078	0.980325381650726
TXNRD1	-0.166201151179265	0.466529653050165
NFYB	0.0696275886692037	0.911621180153409
HCFC2	-0.132794580734709	0.835632231716303
TDG	-0.0431134047461289	0.932466656370585
GLT8D2	0.560741675190487	0.215065705359673
	0.0685834112302975	0.874686672604729
NT5DC3	-0.53364730132976	0.415732986667994
	0.246222486026096	0.831903593985646
PAH	1.08555863725931	0.289577842974209
IGF1	-0.00487685890992135	0.993111002679122
PMCH	-0.270908191225311	0.829958523093084
PARPBP	-0.640106178686109	0.263696414512522
NUP37	-0.458293595836609	0.297773471474839
GNPTAB	-0.172069687536457	0.70105422161976
SYCP3	-0.0503953570784053	NA
CHPT1	-0.00584971326001598	0.994858933783608
MYBPC1	-0.0949376910684959	0.90930669826603
	-0.611444592425031	0.328443302452418
UTP20	-0.0169291357007376	0.968491096940366
ARL1	-0.143763011053495	0.690555211423945
SLC5A8	-0.0684620788259475	0.924662395189546
ANO4	0.100250331566865	0.913909665218537
GAS2L3	-0.769332467308964	0.0186815066339325
NR1H4	0.0963202762552118	NA
SCYL2	-0.194202776801958	0.726967875228145
ANKS1B	-0.127722029840594	NA
	0.556393045140934	NA
APAF1	-0.0426008145926908	0.958098235226728
SLC25A3	-0.0799742554083473	0.860219792380994
	-0.164983173038254	0.964075164491443
NEDD1	-0.131796193785231	0.758216522588246
LTA4H	0.000998240003417794	0.998107039962181
HAL	0.237084514683467	0.729326977654937
AMDHD1	0.314532940769322	NA
CCDC38	0.153585819059947	0.881655128757292
SNRPF	-0.052029227307	0.928256604575863
NTN4	-0.0138664552245477	0.985741448662682
	NA	NA
VEZT	-0.142187461241541	0.755791642654455
FGD6	0.0636422632521032	0.926439585425702
NR2C1	-0.0173330448312101	0.974764981966972
	-0.201901881521841	0.698934301342875
	0.165425166101138	0.83021799020859
PLXNC1	-0.63017163516812	0.278743306815358
	-0.0293875694244906	0.9482822669015
CRADD	-0.0568392867758887	0.938581757245117
DCN	0.278642499501445	0.570747812293151
LUM	-0.161433029119419	0.795132833913467
KERA	-0.22093215380198	0.805998334406099
EPYC	-0.281978297236891	0.866871202783895
POC1B	-0.0911400860288238	0.850911687153232
C12orf50	0.374587175214179	0.752413103976016
C12orf29	-0.0669394174059352	0.906031953916414
CEP290	-0.537627786954243	0.26209891572565
TMTC3	-0.332224277997156	0.488535954499187
NTS	-0.0982080281957471	0.945416031034451
LRRIQ1	-0.012406922385565	0.978624250169144
SLC6A15	0.397134808578925	0.645524024324159
MYF5	NA	NA
ACSS3	-0.0357805506226652	0.955065153339543
PPFIA2	0.40224069744978	0.5339890569793
METTL25	-0.649352727762405	0.035720394070682
OTOGL	0.0960259272604123	NA
SYT1	-0.786626794601045	0.437116502671717
E2F7	0.304837596188649	0.724571841084963
	0.753309132283493	0.0579890494703559
	-0.020084850286759	0.97740979099256
TBC1D22A	0.195315213455008	0.802366595289628
DYRK2	-0.250043082571187	0.613420004159829
	0.177959370765902	0.722176672822035
KLHDC7B	NA	NA
SYCE3	0.192590665324117	0.869369437399603
LMF2	0.413643961955404	0.68482984749055
NCAPH2	0.448487343629126	0.639794338591669
ODF3B	NA	NA
SBF1	0.329966398115592	0.794070809280731
PPP6R2	0.346751996713926	0.713484088325273
HDAC10	0.494536880534047	0.631827948738236
TUBGCP6	0.370127527341279	0.69507462016803
SELENOO	0.390193015488338	0.770862620974296
TRABD	0.428703834020456	0.66463968743033
PANX2	0.526398089037932	NA
MOV10L1	-0.0136719022278912	NA
MLC1	0	NA
ALG12	0.588791414580075	0.546113762529815
CRELD2	0.665654874419624	0.491626333674515
TTLL8	-0.344860046688431	NA
	-0.0629295701505175	0.955295722377352
EXOC2	-0.0107737390711732	0.971166641247303
FOXQ1	0.133033176057043	NA
GMDS	0.177919916412681	0.838569261224998
PPP1R3G	0.449367096092817	0.358221302544231
RPP40	0.26675039621464	0.571873450549212
CDYL	0.302457185587042	0.747931711720532
ECI2	0.444768425628884	0.417406699647047
	-0.58556913111334	NA
PRPF4B	-0.240099875374896	0.0639974105244308
SLC22A23	0.471567176855627	0.676250791275344
	NA	NA
BPHL	0.168043972782838	0.824478690964267
RIPK1	0.0364389376871654	0.951707012586436
	0.228892904125865	0.635222103155916
SERPINB1	0.36233475798219	0.441307715421222
RREB1	0.240689187385782	0.805654937712821
SSR1	0.033110367118744	0.892918294341365
RIOK1	0.15782685943081	0.593546641137789
DSP	0.0793641457223529	0.831903593985646
BMP6	0.504611159919428	0.522374198600288
SLC35B3	-0.152994030574679	0.678555404313975
	NA	NA
TFAP2A	-0.321581724405215	0.90616570872038
	-0.190960424729971	0.56152319013944
C6orf52	-0.285200650807216	0.71007251072832
PAK1IP1	0.126834072054092	0.74824047281502
MAK	0.330609824886733	0.636187513415132
ELOVL2	0.0585842644693712	0.95292748765505
ADTRP	0.247212162623048	NA
HIVEP1	0.122779641839176	0.736704183724701
PHACTR1	0.323713466862045	0.585284246149416
TBC1D7	0.338908887960695	0.196152039710344
RANBP9	-0.303809376286523	0.455157442479018
MCUR1	0.00487088257600094	0.992609107882175
	NA	NA
JARID2	-0.38646438899231	0.018866526168211
DTNBP1	-0.073866251840278	0.881618408217106
	0.801256493414004	0.246553019698128
GMPR	1.02814685687164	0.115021785377675
ATXN1	-0.262493072421145	0.523772540645506
STMND1	0.516963199272713	NA
CAP2	-0.508388049749097	0.536930747643131
FAM8A1	0.0192809724999934	0.978624250169144
NHLRC1	0.8094109076339	0.057535140124963
TPMT	-0.0211240797602139	0.986941840190679
KDM1B	-0.183799658502052	0.733954126719427
	-0.267924857009276	0.596994023344879
RNF144B	0.0530628074132595	0.892397005689563
MBOAT1	0.110708738698998	0.854322570726542
CDKAL1	-0.203100422469445	0.750590518248576
SOX4	-0.325733886863672	0.856238252376933
	-0.0505346185257781	NA
DCDC2	0.903006241991453	0.313880744000234
MRS2	-0.0829025854224907	0.872708927309688
	0.00667856200351492	NA
GPLD1	0.15702575289886	0.821250270503253
ALDH5A1	0.135844042550427	0.880368157053826
KIAA0319	-0.689896808355692	0.585284246149416
TDP2	-0.236722581437758	0.605806923753267
GMNN	0.0157526337843384	0.977545390091117
ARMH2	0.0596199854892261	NA
	0.679558376718837	0.358221302544231
	-0.116057813908042	0.854971927223419
CMAH	-0.047602258371609	0.945221202075027
CARMIL1	0.260306232376483	0.571234085771689
SCGN	-0.342422922575416	NA
	NA	NA
SLC17A1	0.234393275463026	0.538584950627695
BTN2A2	-0.721992741281312	0.321418442647818
BTN1A1	0.04763908300426	0.96841984011511
HIST1H1D	1.26667940825431	0.0296549475749472
ZNF322	-0.301404595022513	0.530350860609613
ZNF184	-0.49290067785881	0.200511691940471
	NA	NA
ZNF165	-0.285148970291258	0.680334227000281
ZKSCAN8	-0.272634913765776	0.549967854415713
	-0.150344738495082	0.938559913183269
ZSCAN9	0.407772307329717	0.656104809677339
ZKSCAN4	-0.141465420615128	0.804586951570563
NKAPL	0.333344312559336	0.702893042063163
ZSCAN26	-0.0799468854997051	0.886318508828639
PGBD1	0.0747142695358908	0.877161989162185
ZSCAN12	-0.146619417657158	0.797534792434165
	NA	NA
GPX6	-0.0136559382027379	NA
GPX5	0.646291161437699	0.617036884598573
	-0.259955507166889	0.841061567379237
TRIM27	-0.0921772688901005	0.755491131357882
	-0.0106445649506193	0.99577761323978
	-0.174041722269607	0.710215682044287
	0.0451135556206399	NA
TRIM26	0.36549538733427	0.686016070355628
TRIM10	0.223229471600651	NA
TRIM15	0.0932385597045774	0.905316244570673
TRIM40	0.159268634856505	0.848393372488207
GABBR1	-0.113227057578946	0.86367821274606
ZNRD1	0.328820678207388	0.442510846438358
ZFP57	0.469729762109937	0.42491888730192
MOG	0.418097578825009	0.735985504081036
	0.144682694522306	0.857668688667076
	0.0230213898640809	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	0.0889688244145156	0.906440106618417
TRIM39	0.193801962760703	0.778176349621032
ABCF1	0.187376390539139	0.716661250994278
PPP1R10	-0.0725021366745514	0.878493960639747
MDC1	0.078149376596129	0.932120975065519
GNL1	-0.133222862228272	0.846376940819067
DHX16	0.108160561316602	0.842193073837431
