ID	ipsilateral.osteoarthritic.inductionvssham.surgery_logFC	ipsilateral.osteoarthritic.inductionvssham.surgery_padjFilter
Abcg4	-0.0663960169717619	0.737690929491488
Abcg5	0.144045542860044	0.39395258684423
Abcg8	-0.0111679189097869	NA
Abhd1	-0.187083316256186	0.223271152843123
Abhd10	-0.109158352374045	0.765175634581413
Abhd11	-0.205003696049486	0.207322207588136
Abhd11-as1	0.0736550929074502	NA
Abhd12	-0.0961598170921913	0.599467375154247
Abhd13	0.165381600589756	0.395166171640796
Abhd14a	-0.433555082890817	0.0368175106744205
Abhd14b	-0.273007965854502	0.124064373261474
Abhd15	-0.110856513962952	NA
Abhd16a	-0.049021670823322	0.886464209560586
Abhd17a	-0.150775542484254	0.572524062819779
Abhd17b	-0.0800873672469509	NA
Abhd17c	0.0505296030906202	0.841060512534466
Abhd18	0.155471149148588	0.492158206745308
Abhd2	-0.548481998568517	0.213454863526571
Abhd3	0.0620132102901847	NA
Abhd4	0.0292275876398591	0.906087568177906
Abhd5	0.256432372688556	0.0945636315523076
Abhd6	0.0785695090966563	0.712371018782036
Abhd8	-0.0505338975891902	0.863510639087478
Abi1	-0.0329535749649175	0.844507386439481
Abi2	-0.158394328799568	0.390381857790365
Abi3	-0.0373292647859831	0.832014979083334
Abi3bp	-0.082792374559979	0.524815449370931
Abitram	0.0591407326074505	0.762557145810537
Abl2	0.508253823229039	0.0370925188147029
Ablim1	-0.122350559071953	NA
Ablim2	-0.0394519474727222	0.805625219627138
Ablim3	0.0358886275771866	NA
Abo	-0.151234777222238	0.479453763892488
Abo3	0.0451313431016924	NA
Abr	-0.0695038006178921	0.697060099199239
Abra	0.299659972300555	0.141944079074693
Abracl	0.744669047922995	0.0106058686778583
Abraxas1	-0.104871594951261	0.520992703538804
Abraxas2	0.060070266264125	0.760277482229074
Abt1	0.00831637792582285	0.969548041854388
Abtb1	-0.207053940376104	0.391250242054794
Abtb2	-0.0523527593922033	0.818812572265041
Acaa2	0.133361841862671	0.674670048291034
Acaca	-0.138888004905065	0.365454304126121
Acacb	0.0505234975367923	NA
Acad10	-0.241659989954855	0.121959296592837
Acad11	-0.184225165435841	0.369562483837021
Acad8	0.0832423043506338	0.524815449370931
Acad9	-0.336815627582839	0.159883140629991
Acadl	-0.459862204921505	0.0204563650261803
Acadm	0.0689162286392584	0.670096114512329
Acads	0.027217652480239	0.88697883497335
Acadsb	-0.307794813319323	0.0810721021746241
Acadvl	0.0772193633786511	0.5752864864701
Acan	0.113268823213161	0.521138403707266
Acap1	0.0606744813372044	0.609679054653622
Acap3	0.012108402865648	0.953876959438424
Acat1	-0.167365670396844	0.557784585729919
Acat2	-0.775476914277839	0.0155729266218388
Acbd3	-0.406765823232124	0.474739900815407
Acbd4	-0.0743117835649922	0.527755931229359
Acbd5	0.0480224136595098	0.769552519174843
Acbd6	-0.219697589460747	0.157266538327935
Accs	0.0211435066921588	0.924201339227805
Acd	-0.0841445454851311	0.807369813533386
Acer1	0.0538005254004723	0.768004411989149
Acer2	-0.0780437885234493	0.538457404130835
Acer3	0.1260578695075	0.520849760257634
Acin1	0.173344896682757	0.220360656758243
Ackr2	-0.296617317514513	0.255783165692035
Ackr3	0.706457940359654	0.0155729266218388
Ackr4	0.66611254773847	0.131731100211525
Acly	0.0890865925945548	0.582187253280206
Acmsd	0.0272639966072781	0.886464209560586
Aco1	-0.447912604531894	0.0800389832025606
Aco2	0.272959085806114	0.0986927925680214
Acot1	-0.265959933849569	NA
Acot12	0.0109900164266792	NA
Acot13	-0.207524071802778	0.336713381786859
Acot2	-0.213839126419219	0.464322849745047
Acot3	-0.193879956493094	NA
Acot4	-0.0500163994616027	NA
Acot7	0.262220410485083	0.102256794254228
Acot8	0.0458763685744294	0.770883961594528
Acot9	0.103250414061675	0.580303504935305
Acox2	0.0187691435812622	NA
Acox3	-0.136581824117603	NA
Acp1	0.234934846093234	0.220050487797546
Acp2	0.120670039663105	0.444947158304998
Acp5	-0.436382443586243	0.440140694675367
Acp6	-0.158497704995229	0.360390939584672
Acpp	-0.0752061551715446	NA
Acr	-0.0564805703279889	0.693492743175652
Acrbp	-0.0104991943284798	0.948086232444983
Acrv1	-0.209053151514384	NA
Acsbg1	0.00575109769122317	0.98369616659531
Acsf2	-0.18240570597648	0.333886649956533
Acsf3	-0.118345107425316	0.475677620981254
Acsl1	0.0312702759811305	0.933812130496334
Acsl3	0.0924514745740073	0.7223957002565
Acsl4	0.110456109906318	0.731052675858246
Acsl5	0.0237458315609373	0.894943094952174
Acsl6	-0.454316038702062	0.034096833219667
Acsm1	0.0141235504541388	0.937532277499928
Acsm2	-0.0214688390260518	NA
Acsm3	0.0232125689470299	NA
Acsm5	-0.0216922105985358	0.921351193665391
Acss1	-0.542232846288941	0.0370925188147029
Acss2	0.135232190136962	0.684098507689329
Acss3	-0.328257868862923	0.419489073461559
Acta1	-0.25644230723913	0.872316690041113
Acta2	0.0104844108671411	0.969046123769945
Actg1	-0.12700541331845	0.285798164046574
Actg2	0.219310240737753	NA
Actl6a	0.168413574624051	0.314596606107523
Actl6b	-0.16856362485335	0.320460996549485
Actl7b	-0.0571409308291528	0.818077091508253
Actn1	0.00904437116046886	0.959392131293668
Actn2	0.0285873134207986	0.948086232444983
Actn3	0.735430217434813	0.388709107111317
Actn4	0.201054557724742	0.397139674732146
Actr10	0.0915012855508106	0.421589878201181
Actr1a	0.169021656705274	0.259230291354962
Actr1b	0.0286194420193198	0.908072013193005
Actr2	0.136502140307559	0.44942199387529
Actr3b	-0.0856253842029897	NA
Actr5	-0.191467988715743	0.390588813823433
Actr6	-0.150082421421002	0.555013252004068
Actr8	-0.110705321656566	0.484289110364659
Acvr1	0.1716348544007	0.237918038735163
Acvr1c	-0.112124068153869	0.454664259866866
Acvr2a	0.250733548511548	0.177012511020936
Acvr2b	-0.160658006666202	0.241963964826688
Acvrl1	0.286609541924743	0.253250906905098
Acy1	-0.690393917659129	0.0132029316599841
Acy3	-0.399096051271577	0.0729649046416824
Acyp1	0.16255142270942	0.393029350848603
Acyp2	0.104144054009121	0.848239626721676
Ada	0.418378448349438	0.155911655826706
Adal	0.05231927869995	NA
Adam10	0.0340133616097003	0.871445388007933
Adam11	-0.108516904616064	0.465037700765876
Adam15	0.0213657956706577	0.954044291755057
Adam17	0.220594340826294	0.382500434421832
Adam18	-0.169273815077206	0.245481691850563
Adam19	-0.0326441127067563	0.832014979083334
Adam1a	-0.081487603379518	0.699158368760755
Adam2	0.0115135750362789	0.965458935571804
Adam22	-0.55728305272523	NA
Adam23	0.0307752568192612	0.841713264268666
Adam32	0.000389925717312778	NA
Adam33	-0.0457251142454238	0.8157670442006
Adam3a	-0.0226290097127535	0.924848185889811
Adam4	0.185688862666513	0.346708460043788
Adam6a	-0.079528718334271	NA
Adam7	0.120295496959232	0.492702719596965
Adam8	0.0860557111352191	0.516462157528002
Adam9	0.0191911941461376	NA
Adamts1	-0.334084211215265	0.437749775622119
Adamts10	-0.00663738088967669	0.974603688624923
Adamts12	0.56910522558485	0.0315889477913751
Adamts15	0.010790676351772	0.973970209234083
Adamts16	0.163483607346269	0.351363617905222
Adamts19	-0.0347998581936446	NA
Adamts4	0.920735425460675	0.00674535791327902
Adamts5	0.459808303229122	0.0315889477913751
Adamts6	0.0732335077914819	0.535552950649974
Adamts7	0.00294051417526564	0.988027184614287
Adamts8	-0.0672966081563438	0.738574629312435
Adamts9	-0.000439251662743168	0.99909711861475
Adamtsl1	0.234700391376966	NA
Adamtsl2	-0.222424613626077	0.529068020562483
Adamtsl4	0.0992582589854507	0.728513923375106
Adamtsl5	-0.0329315652090152	0.863510639087478
Adap1	0.0142800602818873	0.943796054432118
Adap2	0.186542981861535	0.485045643001975
Adar	-0.0959702322556391	0.487016386112377
Adarb1	-0.416225637599348	0.314714328600713
Adarb2	0.0471335945944409	0.77452240697453
Adat3	-0.184701290337896	0.14760024887928
Adck1	0.195429838520145	0.232890360881249
Adck2	-0.105328801647036	0.492838407161425
Adck5	0.14530580251999	0.515774872952632
Adcy10	0.120481498086737	NA
Adcy2	-0.222206480798032	0.281252399097235
Adcy3	0.0236729846209531	0.933322101422136
Adcy4	0.334315550818336	NA
Adcy5	-0.00874554294951668	NA
Adcy6	0.00322621277364021	0.990485637528547
Adcy8	0.0477630237735855	NA
Adcy9	-0.028990334223435	0.910545004367879
Adcyap1	0.115389324906483	NA
Adcyap1r1	0.0462761048630682	0.72599885767929
Add1	-0.0337314247400329	0.846738658402417
Add2	-0.0134554179033763	0.954044291755057
Add3	-0.100355374080561	0.653276576561998
Adgra1	0.0322670729283079	NA
Adgra2	-0.111493920523532	0.707232059097812
Adgra3	0.284784725884803	0.0306749251692334
Adgrb1	0.150495005257837	0.343229876939783
Adgrb2	-0.0509757275994733	0.740015130473639
Adgrb3	0.0596063936085227	NA
Adgrd1	-0.0111895287627224	0.962708216042035
Adgre1	0.273094068569529	NA
Adgre5	0.000847220884669042	0.998605359224579
Adgrf1	-0.015132886860072	0.93278177612515
Adgrf4	0.0309300795921725	0.913646758862787
Adgrf5	0.590202115260494	0.386598836560846
Adgrg1	0.262897286976304	0.119432467220298
Adgrg2	-0.41689926294498	0.0810721021746241
Adgrg3	-0.0324368379020656	0.88787095304973
Adgrg5	0.0868433544829896	0.633424001148519
Adgrg6	-0.00852472773952684	0.982823423218561
Adgrl1	-0.0865888455953074	0.722846478396609
Adgrl2	0.148059432142066	0.360765819640735
Adgrl3	-0.0642970942039733	NA
Adgrl4	0.87802643710644	0.0672525623393794
Adgrv1	-0.0429158950473871	0.781027546489236
Adh1	0.0841179983759233	NA
Adh4	-0.0401191261164131	NA
Adh5	-0.121832295329821	0.367743646857569
Adh6a	0.0208281176941449	0.930215224342289
Adh7	0.0629569624137738	NA
Adhfe1	-0.984327792692102	0.0101712622759012
Adi1	-0.247278648533708	0.16408956679749
Adipoq	0.0927144383745464	0.845087138066221
Adipor1	0.172669389352393	0.390381857790365
Adipor2	0.0412097301826595	0.836171417043821
Adk	0.0221702251734381	0.91447071107343
Adm	0.706191674053283	0.0315889477913751
Adnp	-0.00277254534940852	0.987073116365958
Adnp2	-0.170375884735684	0.441120697864015
Ado	-0.00143802257030767	0.995201200973897
Adora1	-0.0852890116974345	0.576334459994467
Adora2a	0.0730859379607036	0.534953689194645
Adora2b	-0.177823541343553	0.124140548650211
Adpgk	0.0753526811739835	0.626570609770462
Adprh	-0.290288125966498	0.155080883205894
Adprhl1	-0.178387192158239	0.142179564694712
Adprhl2	-0.320788225201815	0.0617880279813915
Adprm	-0.0397055122681529	0.910160746724454
Adra1a	-0.08312459045891	0.631532498811771
Adra1b	-0.058398866426133	0.795163268374921
Adra1d	0.204671303675854	0.16880504957629
Adra2a	0.187026681593455	0.401299513661971
Adra2b	-0.0051929457142883	0.975422241766186
Adra2c	0.0348573000980013	0.882291818144455
Adrb1	0.0775406822993787	NA
Adrb2	-0.011796158710137	0.971276360772266
Adrb3	-0.00147733706096265	0.993919450144867
Adrm1	0.00839141462077997	0.965458935571804
Adsl	0.0859701103497219	0.708739801212338
Adss	-0.0212506264409509	0.887216483628508
Adssl1	0.254212341876216	0.448821703301932
Adtrp	-0.0825048135261204	0.730983130598358
Aebp1	0.39577414259313	0.156587811173859
Aebp2	0.339429111654876	0.0811463641912922
Aen	0.138220554319462	0.4226706528745
Afap1	-0.00255150715297958	0.990384993395281
Afap1l1	0.301788941568569	0.0382074430514096
Afap1l2	0.279099623522194	0.183809841167854
Afdn	-0.100101003223571	0.606125250688011
Aff1	0.130516532982067	0.47473897209832
Aff2	-0.409006236562652	0.123928975039426
Aff3	-0.388521594174335	0.370128838429436
Aff4	0.133436272869872	0.628786500334932
Afg1l	0.186572238645601	0.458752204382624
Afg3l1	-0.278985873757302	0.210346153202652
Afg3l2	0.027151508266515	0.930173572837442
Afm	-0.18195064043384	0.220050487797546
Afmid	0.142456252469622	NA
Afp	0.00255952869216891	NA
Aftph	-0.134695580450614	0.569524289455263
Aga	0.109544347148624	0.543927852142554
Agap1	-0.0966273195598379	0.713653541983114
Agap2	0.0647697302406653	NA
Agap3	0.0412055773924358	0.781403288979622
Ager	-0.0200266072661002	0.930173572837442
Agfg1	-0.17323767077565	0.487085470065059
Agfg2	0.0360831667042847	NA
Aggf1	-0.0380151095735464	0.854782819884598
Agk	0.0231244176691145	0.892192730605905
Agl	0.180447124128794	0.513575807481392
Agmat	0.0399167280714581	0.91011701956299
Agmo	0.350159926501382	0.0293897809883057
Ago1	-0.0129673053146746	0.978793684879741
Ago2	0.0360373314077131	0.907541609680138
Ago3	-0.0165034167060547	0.932444955479918
Agpat1	-0.142603012791292	0.356252110261481
Agpat2	-0.188553152022847	0.281135922757513
Agpat3	0.060763797421858	0.669463409476054
Agpat4	0.340567260819634	0.145287169772922
Agpat5	0.0233889739872204	0.92825136314906
Agps	0.222095788396767	0.294018554370829
Agr2	0.0464546333557934	NA
Agrn	0.0704210010421562	0.795475105034945
Agt	-0.475457208122501	0.23897424002127
Agtpbp1	0.052304106315419	NA
Agtr1a	0.494989090016112	0.0173797589616125
Agtr1b	-0.125493911411739	NA
Agtr2	-0.0589996464826079	0.820303570335567
Agtrap	-0.340152616010911	0.0784363601952667
Agxt	-0.0185481905299651	0.940221961357817
Agxt2	0.0744280426573258	NA
Ahctf1	0.0426157756983887	0.84904692460153
Ahcy	-0.262453117253603	0.140288006742768
Ahcyl1	0.0411521260838335	0.832109677216566
Ahcyl2	0.0770582685613164	0.567979423208076
Ahdc1	0.0606644083817445	0.712467216805582
Ahi1	0.174547562118574	0.595088503814775
Ahnak	0.0358000862199255	0.876996478915299
Ahnak2	-0.373838765807966	0.150583102807027
Ahr	-0.0435109439717314	0.719499706631007
Ahrr	-0.069988295416481	NA
Ahsa1	0.167442419626816	0.205027465666027
Ahsg	-0.0212509789077746	NA
Ahsp	-0.285173410313623	0.580500293629906
Aida	0.186480172010503	0.246244193791162
Aif1	0.0622538716923327	0.872993442610519
Aif1l	0.0560770840214655	0.726172400563904
Aifm1	0.155030309638713	0.350854022155198
Aifm2	0.385209052303618	0.0394838524900055
Aifm3	-0.0398178008414902	0.806940278794678
Aig1	-0.0118100369850875	0.951603549195993
Aimp1	-0.093133011901493	0.450125434549236
Aimp2	-0.164651187266545	0.355384382868056
Aip	-0.254952902571334	0.34953696355375
Aipl1	0.00947628588351446	0.964863330302877
Ajap1	-0.076608230900189	NA
Ajm1	-0.0887535259708265	0.500898138676802
Ajuba	0.136054548824742	0.343840971093832
Ak1	-0.193512507775234	0.393029350848603
Ak2	0.0460794177645081	0.75123915360721
Ak3	-0.157965152295731	0.311236849456189
Ak4	-0.132801172044624	0.374552584999094
Ak7	-0.049529895864489	NA
Akain1	0.0968756036356151	NA
Akap1	-0.0277886815286221	0.889880481630269
Akap10	0.0392601790617366	0.840468943638281
Akap11	0.0611876507349631	0.682143987016011
Akap12	-0.24182517974835	0.123679717594993
Akap13	0.053123151595365	0.858051054879422
Akap14	-0.186317451318984	NA
Akap17a	0.0885867839862051	0.856833169411291
Akap2	0.250591891517565	0.0707084194489496
Akap3	0.14884059443406	NA
Akap4	-0.00770087699517763	0.978793684879741
Akap5	0.0917391959359168	NA
Akap6	0.00771289239554829	0.970098105111962
Akap7	-0.170614044247259	0.388709107111317
Akap8	-0.0133225695686647	0.962708216042035
Akap8l	0.282884529306205	0.322671725520451
Akap9	0.222600311507366	0.316781262259359
Akip1	-0.193165544881569	0.218938342797638
Akirin1	0.0241466730989206	0.930572601599029
Akirin2	-0.110368369330161	0.485258954542476
Akp3	-0.159406437523447	NA
Akr1a1	0.0629170721282275	0.678281802499982
Akr1b1	0.105730343067698	0.499152582598501
Akr1b10	0.0994057345500323	0.738136622935125
Akr1b7	1.75490236563545	0.0229977505108907
Akr1b8	1.04088951479626	0.0698892646429821
Akr1c1	-0.0554789683773382	NA
Akr1c12	-0.249357216699182	0.195002963865815
Akr1c14	0.00904014425198962	NA
Akr1c15	0.27659754788978	0.0969308520196714
Akr1c19	-0.627101499265364	0.0978415893094609
Akr1c3	-0.053113925885973	0.820303570335567
Akr1d1	-0.0764207025645538	0.548637343852218
Akr1e2	-0.483170333313556	0.0944732374610313
Akr7a2	0.335882700037796	0.0636986683773685
Akr7a3	0.212600965303515	NA
Akt1	-0.0571873605112794	0.830748007556221
Akt1s1	-0.155759087001807	0.264038106300298
Akt2	-0.101289060639797	0.486127397486758
Akt3	-0.0633766428455997	0.690043344701649
Aktip	-0.223360272564484	0.221989377688922
Alad	-0.579956752570682	0.0229546935736671
Alas1	-0.0630541759986567	0.868845909105261
Alas2	0.55109074866996	0.486127397486758
Alb	0.00217572500181173	0.993850928072979
Alcam	-0.103299917532804	0.7041673241812
Aldh16a1	0.110506016465218	0.541595623404266
Aldh18a1	0.155060669781461	0.316435583978288
Aldh1a1	0.260830868197765	NA
Aldh1a2	-0.0906659673458936	0.647061955515407
Aldh1a3	1.19151163277602	0.00913216148118114
Aldh1a7	0.140938148735281	NA
Aldh1b1	-0.203217068457986	NA
Aldh1l1	0.0143176477420406	0.93448324542986
Aldh1l2	0.282903430251446	0.147631479650275
Aldh2	-0.141801964733983	0.714194907659333
Aldh3a1	0.0369523487770334	0.875977368462885
Aldh3a2	0.0687479290746644	0.764395588442423
Aldh3b1	0.0108776776818749	0.965458935571804
Aldh4a1	-0.658991139802195	0.0172850567423829
Aldh5a1	0.16625448854699	0.405910203474149
Aldh6a1	-0.547418396495141	0.0235642011017462
Aldh7a1	-0.115423669205969	0.620460842614036
Aldh9a1	-0.249592150853468	0.131731100211525
Aldoa	-0.147760965913278	0.244688561846221
Aldob	0.011023065713597	NA
Aldoc	-0.55093192150912	0.0709301015063623
Alg1	0.166211550664706	0.524815449370931
Alg10	0.164583861576153	0.426821036813901
Alg11	0.0718649464680485	0.729370420107283
Alg12	0.050260016226277	0.816471343837184
Alg13	-0.164573382531188	0.216498149247679
Alg14	0.295446384777312	0.101304017943585
Alg2	-0.016620362876262	NA
Alg3	-0.169508444996987	0.621292004071925
Alg5	0.16758381960271	0.3422006463731
Alg8	0.0736467909915177	0.723002620978033
Alg9	-0.0664701106986492	0.752424632363055
Alk	0.0480068940008049	NA
Alkbh1	0.34472770959527	0.264782970144564
Alkbh2	-0.380564062628403	0.10717933614075
Alkbh3	0.0553449645334485	0.755103163247753
Alkbh4	-0.215057888951211	0.0804239429136455
Alkbh5	0.196662938570194	0.325448554852085
Alkbh7	-0.850582651424274	0.00479018211491496
Alox12	-0.710187801402445	0.0720944621292201
Alox12e	0.0663036658046252	NA
Alox15	0.0840707204005522	0.698382565017648
Alox5	0.141922441844007	NA
Alox5ap	0.0511999534159067	0.86874470028335
Aloxe3	0.185509830649417	NA
Alpi	-0.0884808753678001	0.592581630155988
Alpk3	0.0214477358681933	0.912892763344501
Alpl	-0.361030306083098	0.351649045906748
Als2cl	0.146583802315015	0.421612449080207
Alx1	-0.00142122826444613	0.994885332106122
Alx3	0.100719899151033	NA
Alyref	-0.0180068883793112	0.910439079872842
Amacr	-0.000792407885505497	0.996824719532401
Ambn	0.0464402256253251	0.870918721649949
Ambp	-0.0501210470544944	NA
Ambra1	-0.141993027039947	0.44362218856333
Amd1	0.0763037203526622	0.795599545985078
Amdhd2	-0.265701984770577	0.238897248707046
Amelx	-0.00944523042409351	NA
Amer2	-0.0340207701639841	NA
Amer3	-0.101655165292873	NA
Amfr	0.246669809822629	0.202275248390877
Amh	-0.0181787292576177	NA
Amhr2	-0.542746867741544	0.0306749251692334
Amigo1	-0.0916621242347357	0.75155794761019
Amigo2	-0.00179720664509553	0.994004389624829
Amigo3	0.171751075838383	0.428475714064651
Ammecr1l	-0.0542952942737163	0.759378174124607
Amn	-0.0822061087223247	NA
Amn1	-0.112481240337177	0.585461772821888
Amot	0.0701137418523254	0.735174375144236
Amotl1	-0.00473841219673865	0.983169872523203
Amotl2	-0.145366727155043	0.498634295763764
Ampd1	0.585517310275353	0.178545106994178
Ampd2	-0.183784766293439	0.194730759839083
Ampd3	0.228809324218171	0.282201371739103
Amt	-0.0971377247610832	0.698016891351103
Amy1a	-0.0772627504281846	NA
Amy2a3	-0.0328235635902479	NA
Amz2	-0.193054366972595	0.164462866427624
Anapc1	-0.110746978985847	0.513575807481392
Anapc10	-0.0361833779337228	0.936620230443368
Anapc11	-0.132088757375259	0.604461274187512
Anapc13	-0.16616506380635	0.483643071316516
Anapc15	-0.0680545124774117	0.737411691996688
Anapc16	0.0772033761419895	0.659533463208106
Anapc2	-0.245154435643935	0.219307698850155
Anapc4	0.0169597377371868	0.95246693446597
Anapc5	-0.00638172371052903	0.971276360772266
Anapc7	-0.101934999496141	0.453395372290142
Andpro	0.017150297910725	NA
Ang	-0.225026606041602	0.437867870685482
Angel1	0.0113755957716162	0.951749495222775
Angel2	0.072512321718583	0.682143987016011
Angpt1	-0.0244947091880494	NA
Angpt2	0.502357254179686	0.290037281587519
Angpt4	-0.153868039189555	0.430131442456358
Angptl2	-0.205130001197556	0.324963577064237
Angptl3	0.0748817102407759	NA
Angptl4	-0.276829436563383	0.43973895845958
Angptl6	0.0244603077129462	0.907718364243833
Angptl8	0.0415130325513848	NA
Ank1	0.138322538483646	NA
Ank2	-0.109925495980335	0.490473067343073
Ank3	-0.145941828826718	0.55097007002077
Ankdd1a	-0.114837066344228	0.485761422852287
Ankef1	0.0702963303149575	NA
Ankfy1	-0.0307505173650764	0.911968993264468
Ankh	-0.340331058298943	0.110180211408076
Ankhd1	-0.00756606741625099	0.980380582069333
Ankib1	-0.0880015302426482	0.679919296016526
Ankle2	0.147362483892675	0.301270428389161
Ankmy2	-0.33693596005547	0.0952391092205032
Ankrd1	-0.134008394894962	NA
Ankrd10	0.163914963922442	0.590232538394049
Ankrd11	0.370346254228062	NA
Ankrd12	-0.30808626052376	0.188566995620865
Ankrd13a	0.036120814063322	0.911968993264468
Ankrd13b	-0.00336365024617447	0.984333988465252
Ankrd13c	-0.00935442960289468	NA
Ankrd13d	-0.0613791002769775	0.736076162151029
Ankrd16	-0.0548849115970329	0.825594115672767
Ankrd17	0.187706321477906	0.192317473114616
Ankrd2	-0.0545974974245498	0.763033215279823
Ankrd23	0.409633146690874	0.233548287029549
Ankrd24	0.00624419285771971	0.984320535515772
Ankrd27	-0.0366133633507282	0.876946172335471
Ankrd28	-0.286106834721695	0.272545173970648
Ankrd33b	0.0680941438485849	NA
Ankrd34a	0.0660060328224894	0.735311645923172
Ankrd34b	-0.0053561581919519	NA
Ankrd37	0.230512066227606	0.440629567504722
Ankrd40	0.0140020182849412	0.932430112051247
Ankrd42	-0.165902944323889	0.383835357708257
Ankrd44	-0.0111494115966337	0.961646685979494
Ankrd45	0.0256148864836891	0.93604331215243
Ankrd46	-0.0448833466693479	0.847875525492961
Ankrd49	0.123373579482678	0.542148883400765
Ankrd50	-0.0337799605115112	0.836587709553125
Ankrd52	-0.15235417550675	0.372417005789367
Ankrd53	0.193227363228674	0.186774449011708
Ankrd54	0.0369204664053866	0.808354128021258
Ankrd55	0.027258015688143	NA
Ankrd6	-0.0446558223286821	0.760972658071445
Ankrd60	0.100613693259255	0.622110084522481
Ankrd63	-0.0051309158409536	0.980808622131472
Ankrd9	-0.110904007725736	0.39495061715993
Anks1a	-0.244612703284017	0.421801932682728
Anks1b	0.733263177655124	0.00674535791327902
Anks3	0.130152301547772	0.382086793128382
Anks4b	-0.207531160022932	0.252090703246899
Ankzf1	-0.00233836023440581	0.992468888412403
Ano1	0.736714612447697	0.0900306844955081
Ano10	-0.124345233493406	0.44362218856333
Ano2	-0.038913488943181	NA
Ano3	0.046045693917665	NA
Ano4	-0.184959133361085	NA
Ano5	0.100956211350892	NA
Ano6	-0.104389782858716	0.538856254635984
Ano8	0.0327655973395737	NA
Ano9	-0.0793422401392565	0.631180989439877
Anp32a	0.130003803674793	0.75123915360721
Anp32b	-0.364545273985321	0.132122961335209
Anp32e	0.00769107311071338	0.975529188123798
Anpep	0.559544134171125	0.197472252958779
Antkmt	-0.101470147638445	0.452760986784393
Antxr1	0.172576779267087	0.296425395912498
Antxr2	0.229839721807934	0.264048428364247
Anxa1	0.117649017573846	0.473031309667045
Anxa11	-0.629577410494763	0.0398094246975212
Anxa2	0.199258501219186	0.200480764853302
Anxa3	-0.00118219423034738	0.9957893743453
Anxa4	-0.0743576397976842	0.611694557565498
Anxa5	0.0350742637191033	0.78264357344895
Anxa6	-0.256328955510794	0.0837368633307624
Anxa7	-0.187128400670565	0.320095905042828
Anxa8	0.0869538685417073	0.538890191015262
Anxa9	0.0382563199759973	NA
Aoc1	0.0392333758058596	0.879241386959726
Aoc3	-0.111490467489471	0.778735726624358
Aox1	0.0856309751349187	0.836171417043821
Aox4	0.150907888095896	NA
Ap1ar	-0.0488243331540712	0.816479051479199
Ap1b1	-0.0262045684876302	0.872312325721476
Ap1g1	-0.173423079860392	0.302028872002747
Ap1g2	-0.139796520953354	0.549351565661047
Ap1m1	0.0968690991185195	0.57187317983492
Ap1m2	-0.0478067990054063	0.801055581431234
