ID	contralateral.osteoarthritis.inductionvssham.surgery_logFC	contralateral.osteoarthritis.inductionvssham.surgery_padjFilter
Acot1	-0.175004420186993	NA
Acot12	-0.0123597428724826	NA
Acot13	-0.0216502569768835	0.938519301913844
Acot2	-0.0873262263754855	0.767776845601267
Acot3	-0.0694815715585602	NA
Acot4	0.0477132450878983	NA
Acot7	0.0594094024280292	0.718829402285797
Acot8	0.0284338683711134	0.846502629883808
Acot9	0.0241607822260796	0.909856175464403
Acox2	0.0136128378413662	NA
Acox3	-0.0367252027682667	NA
Acp1	0.129095218869681	0.44995331610468
Acp2	0.0534434389891434	0.738414282132178
Acp5	-0.255491299631217	0.623563338191579
Acp6	-0.0802079025065119	0.621833020467961
Acpp	-0.087612334330422	NA
Acr	-0.0464697034782526	NA
Acrbp	-0.051687765650148	0.638672457765434
Acrv1	-0.161886285778461	NA
Acsbg1	0.0400641326183919	0.865354822055316
Acsf2	-0.0445337403708344	0.828536029910232
Acsf3	-0.117545492886862	0.394353195119203
Acsl1	0.112747097162883	0.678575083806156
Acsl3	0.321774309356483	0.103734255517237
Acsl4	0.1030796666971	0.717584916889747
Acsl5	-0.133258761706955	0.237001757691878
Acsl6	-0.131478506045732	NA
Acsm1	0.00439834699533304	0.981102455127842
Acsm2	-0.0370228043609799	NA
Acsm3	0.100119572990762	NA
Acsm5	-0.12135902004827	NA
Acss1	-0.0729064396681762	0.781088475599516
Acss2	0.00704169458788861	0.984882282356352
Acss3	0.0339843894578475	0.948334973413378
Acta1	1.298379089247	0.211125235182484
Acta2	-0.0768341771764582	0.689056046446687
Actg1	-0.130471420328444	0.193394797439518
Actg2	0.0838870012678203	NA
Actl6a	0.212397520585514	0.135244767795448
Actl6b	-0.0485327414186942	NA
Actl7b	0.0335478577300412	0.888983541577314
Actn1	-0.179079262188143	0.105987153011673
Actn2	-0.0590155158901178	0.867565085642931
Actn3	0.749906058247062	0.290843309233599
Actn4	0.0412529592768109	0.876098890574411
Actr10	0.0982673401095351	0.296441568577027
Actr1a	-0.00865591812683242	0.966397757010482
Actr1b	-0.000446115138274195	0.997218568516678
Actr2	0.0163180338341142	0.943457809482193
Actr3b	-0.0316507194631521	NA
Actr5	0.0381082123748762	0.87914005348376
Actr6	0.0714958502264711	0.778681755780906
Actr8	-0.0282607321867125	0.869338582495338
Acvr1	0.0480908534047906	0.757760483039798
Acvr1c	-0.10807560826477	NA
Acvr2a	0.136547723702259	0.406212220849669
Acvr2b	-0.209739006827727	NA
Acvrl1	-0.126127093187288	0.597403807731337
Acy1	-0.40725278874806	0.064276779645674
Acy3	-0.023843325956955	0.935202828932528
Acyp1	0.251392353207294	0.11593201581418
Acyp2	0.221163064243312	0.582797629284218
Ada	0.0555011334462758	0.870279508971738
Adal	0.0125890099290409	NA
Adam10	-0.050123898323652	NA
Adam11	-0.0468562434403044	NA
Adam15	-0.181982804776124	0.43065534580604
Adam17	0.0624389685776272	0.81713270949671
Adam18	-0.179169685488842	0.153586979082334
Adam19	0.00320132896985115	NA
Adam1a	-0.183771781428435	0.237001757691878
Adam2	-0.0799766480226154	NA
Adam22	0.128773142251235	NA
Adam23	-0.0209661138950965	NA
Adam32	-0.043360623427696	NA
Adam33	0.0350368564799952	NA
Adam3a	-0.0844810701862935	0.602162479968009
Adam4	0.0954983805871361	0.603637536049893
Adam6a	-0.00577951648304698	NA
Adam7	0.176319331362228	0.213425570460309
Adam8	0.11058682574499	NA
Adam9	-0.0279498590107607	NA
Adamts1	-0.332066145627628	0.352354144325761
Adamts10	0.0370288055340939	0.82375825124167
Adamts12	0.297097188080492	0.15584002652845
Adamts15	-0.114389471554937	0.618847784209205
Adamts16	-0.0955360096341851	NA
Adamts19	0.0920340622534352	NA
Adamts4	0.257431938417063	0.279887846787728
Adamts5	0.171575567321131	0.310847378367619
Adamts6	0.117789330175201	0.209824626837127
Adamts7	0.00769743152435698	0.968565157579703
Adamts8	-0.052651538076284	NA
Adamts9	-0.0131839087979451	0.968748369060909
Adamtsl1	0.147944901559995	NA
Adamtsl2	0.170293348910809	0.585758126913609
Adamtsl4	0.105372416182606	0.664844892764709
Adamtsl5	-0.0323814969481546	0.845632212184423
Adap1	-0.116758711878149	NA
Adap2	-0.0570268205469118	0.840643105925647
Adar	-0.131211335062457	0.237001757691878
Adarb1	-0.179713861230351	0.655247218630203
Adarb2	-0.126427119511682	0.279887846787728
Adat3	-0.207838034024489	0.0722319978006273
Adck1	0.140277615561313	0.322378677780721
Adck2	-0.0401429648773215	0.798081711421269
Adck5	0.223315263423608	0.211505232724832
Adcy10	-0.0487285716343466	NA
Adcy2	-0.030718519405168	0.902607101113549
Adcy3	-0.0999074120537458	0.604016022736815
Adcy4	0.00288117998763582	NA
Adcy5	0.00444515669234224	NA
Adcy6	-0.0754499698889672	0.68430094112425
Adcy8	0.00021416578158906	NA
Adcy9	-0.19533311896144	0.220707810657608
Adcyap1	0.0859383597577512	NA
Adcyap1r1	-0.0075445705694257	NA
Add1	-0.0110891200258312	0.952837366578553
Add2	0.0557332964989792	NA
Add3	-0.0900117050164226	0.640239089436027
Adgra1	-0.0713644006059742	NA
Adgra2	-0.0665544099865603	0.813087131068293
Adgra3	0.17362655229407	0.104829271113121
Adgrb1	-0.0396172788930631	0.817900383054417
Adgrb2	-0.0662167884484655	NA
Adgrb3	0.00817168143990799	NA
Adgrd1	-0.0307727247757548	0.874523211969851
Adgre1	0.0475820188613225	NA
Adgre5	-0.0952835522000939	0.753189761895315
Adgrf1	-0.0144724376283323	NA
Adgrf4	-0.0156663170479847	0.954060270872932
Adgrf5	0.103018207889913	NA
Adgrg1	0.0329850707061201	0.863679499828892
Adgrg2	0.0591025726366254	0.820844643882285
Adgrg3	0.141325099231259	0.341261281889244
Adgrg5	0.0540814021376992	0.757760483039798
Adgrg6	0.00600436732329079	0.986555321291742
Adgrl1	-0.0249116110637919	NA
Adgrl2	-0.103410666777731	0.460310811057851
Adgrl3	-0.105743610564365	NA
Adgrl4	0.100744665450939	0.847317003918918
Adgrv1	-0.0492402439225073	0.705802561810099
Adh1	0.0786944826821285	NA
Adh4	-0.0329573981261726	NA
Adh5	-0.0202559354553191	0.899685379654819
Adh6a	0.0507965051708208	0.782230044729657
Adh7	0.0320112922044635	NA
Adhfe1	-0.334276562859801	0.225513218842129
Adi1	0.121964445762966	0.437781167875342
Adipoq	0.913724369721257	0.017672832977185
Adipor1	0.0354662958356986	0.874442921836202
Adipor2	-0.0344853062744592	0.846193066791339
Adk	-0.0401081624612747	0.806168145585496
Adm	0.623267891883273	0.0355546695373642
Adnp	-0.123679347723658	0.242972077771627
Adnp2	-0.0336636178487417	0.896094490277432
Ado	-0.122444113034788	0.426688187924539
Adora1	-0.071947839138871	0.587183553397756
Adora2a	0.0629494374952184	0.527133570561874
Adora2b	-0.0984734625808379	0.322467134448211
Adpgk	0.157931349765477	0.183559624050561
Adprh	-0.0998947203084377	0.609047728466253
Adprhl1	-0.093235452347149	0.381799399982051
Adprhl2	-0.278380203569615	0.0700746656866088
Adprm	0.0703352763734664	0.797356573473965
Adra1a	-0.136131354718479	NA
Adra1b	-0.165841013248504	0.291336341743092
Adra1d	0.0717522436436484	0.616261880890202
Adra2a	-0.0541289283894466	0.820157773564304
Adra2b	0.0171335039434037	0.911041411993905
Adra2c	0.060121582648903	NA
Adrb1	0.0380859166549401	NA
Adrb2	0.208150975323556	0.310687271379277
Adrb3	-0.0128827992521572	NA
Adrm1	0.010592016017994	0.953397574940207
Adsl	0.11671934518686	0.513554764613145
Adss	-0.00461702496448524	0.976220377724426
Adssl1	0.139470824851	NA
Adtrp	0.00778242780634386	NA
Aebp1	-0.0507793597650501	0.874875277752763
Aebp2	0.176952740317994	0.283713988851512
Aen	-0.02584911253021	0.897765059725928
Afap1	-0.0109316974165061	0.954060270872932
Afap1l1	0.0187114843799367	NA
Afap1l2	-0.0618992664239455	0.785367361743881
Afdn	-0.037636676568499	NA
Aff1	-0.00242507224601773	0.990761722054658
Aff2	-0.0806585175134451	0.778079266289931
Aff3	0.113650533463703	0.805342353129898
Aff4	0.0800108069755296	0.764174839343884
Afg1l	0.0766960395210861	0.764532449261581
Afg3l1	-0.273482139977402	0.155811302207219
Afg3l2	-0.045422958255724	0.857508308732892
Afm	-0.167096176095827	NA
Afmid	0.1319997102479	NA
Afp	-0.0224594648754151	NA
Aftph	-0.0136733779382254	0.963701114667428
Aga	0.0437423750444932	0.813087131068293
Agap1	-0.159489663142127	0.425426283583064
Agap2	-0.0156377967092629	NA
Agap3	0.00534890424551282	0.975058020172539
Ager	-0.076996938200927	0.625553718842175
Agfg1	0.109041029960483	0.634206424859969
Agfg2	0.118124926849219	NA
Aggf1	-0.0627423044730495	0.703652863426701
Agk	0.0502766926807237	0.697448415970045
Agl	0.0193600775464624	0.955010040799473
Agmat	-0.197108555884396	0.378399529015125
Agmo	0.150571792158637	0.230959025419461
Ago1	-0.105468943759737	0.784500108325223
Ago2	-0.0137585039042953	0.96446093571909
Ago3	-0.182390418433264	NA
Agpat1	-0.120005571920514	0.361437882767917
Agpat2	0.000951849518264325	0.996321321686102
Agpat3	0.0364160418564365	0.787295170116041
Agpat4	-0.0033732366671746	0.990700518147201
Agpat5	0.0571381450232238	0.77564856758473
Agps	0.130071610881772	0.488011959071493
Agr2	0.0505440075268346	NA
Agrn	-0.056808543893176	0.815499488897287
Agt	-0.0624993215642409	0.899837496834065
Agtpbp1	-0.0247354619801667	NA
Agtr1a	0.0684938915277158	NA
Agtr1b	-0.127518881047441	NA
Agtr2	0.354146369116979	0.0677362563408316
Agtrap	-0.272169321203023	0.103757019063521
Agxt	-0.101916718295673	NA
Agxt2	0.034479822023985	NA
Ahctf1	0.0756407906854832	0.664343154919391
Ahcy	0.0177259948167787	0.940022581479183
Ahcyl1	0.14722627766607	0.261285303206163
Ahcyl2	0.130561937244719	0.219768545176278
Ahdc1	-0.046707672750272	0.757760483039798
Ahi1	0.159021239063171	0.572273367836081
Ahnak	-0.268381375296451	0.0902133312488025
Ahnak2	-0.459427984763694	0.0556062261051451
Ahr	-0.126223810213581	NA
Ahrr	-0.128686420149464	NA
Ahsa1	0.13382382328807	0.237001757691878
Ahsg	-0.110699589599661	NA
Ahsp	0.324186934289083	0.435985663246533
Aida	-0.0342564067560236	0.850268649003349
Aif1	0.0577948977473071	0.865354822055316
Aif1l	0.00463518121829587	0.981102455127842
Aifm1	0.0876915858529195	0.561675962599221
Aifm2	-0.0161980942287974	0.945015472997211
Aifm3	-0.0399834868734592	0.778110328487557
Aig1	-0.0216121002322023	0.896512378925718
Aimp1	-0.0304956840824602	0.814706585176778
Aimp2	-0.0978175057631709	0.537872452326911
Aip	-0.0182815148604725	0.959327851092079
Aipl1	-0.0020470397188701	0.990761722054658
Ajap1	-0.0591489663045532	NA
Ajm1	-0.0615277889688022	NA
Ajuba	-0.127327882995646	0.294698237215271
Ak1	-0.350397615542244	0.0788536606047304
Ak2	0.00787231616000028	0.962537535420664
Ak3	-0.192042960285345	0.149189902605166
Ak4	-0.160310422870756	0.193746793420254
Ak7	-0.0572994527435098	NA
Akain1	0.0840279114665092	NA
Akap1	-0.0747766829276753	NA
Akap10	0.00608986793407063	0.977759516703776
Akap11	0.0571488081271703	0.65835756811625
Akap12	-0.0410343810287168	0.812294993073135
Akap13	-0.06204868697351	0.805342353129898
Akap14	0.0664655311360569	NA
Akap17a	0.0766651378121921	0.860280841360442
Akap2	0.143159857227306	NA
Akap3	0.121308827075447	NA
Akap4	0.00647666079294229	NA
Akap5	0.0493333838219838	NA
Akap6	-0.0111525638755658	0.954009932877766
Akap7	-0.146916758247801	0.381570250805975
Akap8	0.0161177646037469	0.953397574940207
Akap8l	0.196336636437913	0.430693406411036
Akap9	0.152798814406326	0.430693406411036
Akip1	-0.0857736572459045	0.558806454623184
Akirin1	-0.00560449883441372	0.98327644527039
Akirin2	-0.0872995350887864	0.517544696128511
Akp3	-0.0796469401160689	NA
Akr1a1	0.0630501062611781	0.622771551378999
Akr1b1	0.100478387445875	0.441591557774454
Akr1b10	0.0487503792128559	NA
Akr1b7	1.1112337473074	0.0801188148565701
Akr1b8	0.0749640404841392	0.914326929983963
Akr1c1	-0.0737416333717844	NA
Akr1c12	-0.287901492987541	0.0956529982482302
Akr1c14	0.0890811473782076	NA
Akr1c15	0.132307012803512	NA
Akr1c19	-0.38539848899919	0.225513218842129
Akr1c3	-0.0624280417378218	NA
Akr1d1	-0.0521457206953784	NA
Akr1e2	-0.320453139323817	0.185765095449127
Akr7a2	0.105755999700722	0.503925355658933
Akr7a3	0.133129273293092	NA
Akt1	-0.0859286468480329	0.691819078652611
Akt1s1	-0.0605871957877895	NA
Akt2	-0.0851813483200203	0.488973743563392
Akt3	-0.0287865009116688	0.855031999831386
Aktip	-0.100052482785411	0.558734518891217
Alad	-0.21352370029577	0.281325471169745
Alas1	0.19116556894798	0.462763265884346
Alas2	0.594234209609827	0.362022563861506
Alb	-0.0415480981197565	0.832199482493011
Alcam	-0.221433930941445	0.268587289518161
Aldh16a1	0.0330794289823029	0.863611073946749
Aldh18a1	0.0957620041905258	0.484280739252589
Aldh1a1	0.118291826294041	NA
Aldh1a2	-0.0462476813069124	0.811868706293829
Aldh1a3	0.0503588687082415	0.915533122041685
Aldh1a7	0.126832852206589	NA
Aldh1b1	-0.0711958154115742	NA
Aldh1l1	-0.0142337310880594	NA
Aldh1l2	-0.13025680005363	0.451301448808297
Aldh2	0.0825010245751585	0.822405411568018
Aldh3a1	-0.00341085737735103	NA
Aldh3a2	0.10687585873727	0.539502803208106
Aldh3b1	0.10225057532349	NA
Aldh4a1	-0.395497437217939	0.0742431509720383
Aldh5a1	0.0721091112896239	0.717584916889747
Aldh6a1	-0.0351701751032873	0.895576175042259
Aldh7a1	-0.144210309194381	0.437369635869994
Aldh9a1	-0.146695404098377	0.301587176895136
Aldoa	-0.0817310414678278	0.471572356538479
Aldob	-0.022756523061461	NA
Aldoc	-0.417328209664662	0.110336553786662
Alg1	0.0235772232181377	0.942827877064982
Alg10	-0.0441288366606045	0.843807096063598
Alg11	0.0369573722291445	0.855031999831386
Alg12	0.028070473197026	0.895314573467223
Alg13	-0.0520897078781779	0.705694415388923
Alg14	0.248856859085903	0.111614177496036
Alg2	-0.035096098231123	NA
Alg3	-0.122334894269665	0.700547240195081
Alg5	0.185376668730312	0.209404218382072
Alg8	0.135273498594209	0.38826846380198
Alg9	0.00613929778246458	0.981026185991857
Alk	0.00486257691237046	NA
Alkbh1	0.270700949329583	0.305089168953167
Alkbh2	-0.144030295233603	NA
Alkbh3	-0.086099862401241	0.524470260249388
Alkbh4	-0.15669608129368	0.131518073128772
Alkbh5	0.152495448365738	0.378399529015125
Alkbh7	-0.439955614224843	0.0492767569387804
Alox12	-0.403436760274987	0.219907323195435
Alox12e	0.0450928323854569	NA
Alox15	0.078690193830008	0.676963248807262
Alox5	0.0312720287118839	NA
Alox5ap	0.105388380323843	0.650335508154742
Aloxe3	0.0265201016378587	NA
Alpi	-0.0868008835624039	0.526131035158104
Alpk3	-0.0747124885605324	0.577631097533855
Alpl	-0.0690474883482288	0.874773962068884
Als2cl	0.0438606420848044	0.820905066396965
Alx1	0.0714613178193586	NA
Alx3	0.0940909183115446	NA
Alyref	0.00570659891283043	0.971163733471601
Amacr	0.00245939242287463	0.989791596996549
Ambn	-0.0959231885425513	0.655247218630203
Ambp	-0.0268065689152559	NA
Ambra1	-0.0297800859497945	0.888536324344595
Amd1	0.0766959374929037	0.764532449261581
Amdhd2	-0.230160996456575	0.232198392150281
Amelx	0.0279814925279203	NA
Amer2	-0.0518596756616141	NA
Amer3	-0.12214647502677	NA
Amfr	0.261404709145792	0.120641629468339
Amh	0.0447743227475748	NA
Amhr2	-0.0172378935044044	0.955201515672651
Amigo1	0.211166034527361	0.311769379233778
Amigo2	-0.101602139388182	0.46928249725078
Amigo3	0.085608437147549	0.683106635379214
Ammecr1l	-0.102896638158798	0.430785566056907
Amn	-0.09723364488078	NA
Amn1	-0.174863374452116	0.281054881620064
Amot	-0.0656561528723945	0.720454893315216
Amotl1	-0.031566715799384	0.865519187760401
Amotl2	-0.154367180214043	0.38748526016975
Ampd1	0.322768679767774	NA
Ampd2	-0.0712002427370262	0.599238017893123
Ampd3	0.1052361190195	0.599630523864447
Amt	-0.187163504932746	0.31553881564685
Amy1a	0.00789404349846112	NA
Amy2a3	-0.0596531500228243	NA
Amz2	-0.123988231456348	0.300550345388725
Anapc1	-0.108477595066075	0.439088615178886
Anapc10	-0.076000017788278	0.836242244341702
Anapc11	-0.0662979098664671	0.790866319817951
Anapc13	0.0326016880611526	0.906422201045167
Anapc15	0.0380451038131682	0.845632212184423
Anapc16	0.104447455151634	0.446962728831776
Anapc2	-0.0695583931316346	0.746122092333308
Anapc4	0.0667838048292353	0.754002506855452
Anapc5	0.0594827738125918	0.636309139281933
Anapc7	-0.0612788547122403	0.623649556755527
Andpro	0.0290367469563626	NA
Ang	-0.231891092952189	0.33414606333082
Angel1	0.0442265335099066	0.754727815896207
Angel2	0.0614240167942919	NA
Angpt1	0.0969476091861381	NA
Angpt2	0.325269286200188	0.433205067639936
Angpt4	-0.132843123586394	0.419704132792258
Angptl2	-0.0995029025720697	0.614354618111842
Angptl3	0.00999634862569909	NA
Angptl4	-0.276164488874548	0.353369190232638
Angptl6	-0.0154952613814938	NA
Angptl8	0.0985163999705572	NA
Ank1	0.0166709553973554	NA
Ank2	-0.0750594565256169	0.600708528736954
Ank3	-0.26466941794233	NA
Ankdd1a	-0.0883642404282652	0.532777398567355
Ankef1	0.094214776045658	NA
Ankfy1	-0.130093663507276	0.468305409810854
Ankh	-0.0865513373756706	0.687851832192994
Ankhd1	0.0724343142081239	0.756979758265979
Ankib1	-0.00150004255486902	NA
Ankle2	0.047126858461044	NA
Ankmy2	-0.0890505183338952	0.647441045388114
Ankrd1	-0.0351675752754961	NA
Ankrd10	0.317528958677396	0.182261121045295
Ankrd11	0.192090349818487	NA
Ankrd12	-0.317885571716548	0.119078895460742
Ankrd13a	-0.0106114202358221	0.974049358652562
Ankrd13b	-0.0264740122331384	0.851631264715532
Ankrd13c	0.0450396330716369	NA
Ankrd13d	-0.0445097006281427	0.790866319817951
Ankrd16	-0.0261532381402318	0.915533122041685
Ankrd17	0.0778072267624061	0.562938296105139
Ankrd2	-0.0358874900736987	NA
Ankrd23	0.395518928890622	0.18042705501599
Ankrd24	0.0746215617792529	0.764532449261581
Ankrd27	0.175741678522664	0.254840879339546
Ankrd28	-0.19445704517833	0.39324965403874
Ankrd33b	0.097001008036294	NA
Ankrd34a	0.0260412642182679	0.897765059725928
Ankrd34b	0.0610327673313007	NA
Ankrd37	0.290925392147672	0.23109587472808
Ankrd40	-0.00741538272148734	0.963701114667428
Ankrd42	0.0446056339219965	0.827107498400529
Ankrd44	0.122548013359578	0.39324965403874
Ankrd45	0.102516080005982	0.652320954160501
Ankrd46	0.00609332470208379	0.981116756763823
Ankrd49	0.0680402208531135	0.73082301113767
Ankrd50	0.0101556129687168	0.953835582972326
Ankrd52	-0.0978156972492172	0.512947160035395
Ankrd53	0.0815502138708677	0.547106032609956
Ankrd54	0.0453645344700577	0.722549930187048
Ankrd55	-0.0757686786250504	NA
Ankrd6	-0.00615385908140631	NA
Ankrd60	-0.0164326767780709	NA
Ankrd63	0.0697286184892292	0.643536384181963
Ankrd9	-0.111866792499846	0.300550345388725
Anks1a	-0.173512181174589	0.508290286423689
Anks1b	0.289280027351209	0.129191025859442
Anks3	0.273775049683342	0.0459547819932021
Anks4b	-0.209092197355308	NA
Ankzf1	0.114474880853333	0.426688187924539
Ano1	-0.108357685624394	0.819386088423824
Ano10	-0.114065469269569	0.403404035342431
Ano2	-0.0530332622749281	NA
Ano3	0.043492643492673	NA
Ano4	-0.202833613897966	NA
Ano5	0.050249343737514	NA
Ano6	-0.148990783677043	0.269737811304505
Ano8	-0.0198681680400039	NA
Ano9	-0.0884146232566838	NA
Anp32a	0.296244136484838	0.318314464351421
Anp32b	-0.242867549423018	0.237351573227711
Anp32e	0.0579142263587791	0.765564807858304
Anpep	-0.0981427691936752	0.842455771147826
Antkmt	-0.059301563936355	0.635796894752225
Antxr1	0.00410754582317541	0.984286062809005
Antxr2	-0.0396211177905865	0.865519187760401
Anxa1	0.000929432364310756	0.996141481773246
Anxa11	-0.242257531412891	0.332011360663224
Anxa2	-0.0187928170678084	0.926452555282343
Anxa3	0.140673026673397	0.32874991035302
Anxa4	-0.0286702046350342	0.848015203519396
Anxa5	0.0503473511096129	0.616453131284935
Anxa6	-0.0211622359966999	0.90684175433202
Anxa7	-0.269834732142789	0.102526273664255
Anxa8	-0.0730893518870488	0.546338630777147
Anxa9	-0.00409681691826247	NA
Aoc1	0.0676429998537795	NA
Aoc3	-0.272823738964387	0.334417060235133
Aox1	-0.0082585522598233	0.984286062809005
Aox4	0.0356894615536199	NA
Ap1ar	-0.041818679020885	0.823589306424617
Ap1b1	0.0592676780741179	0.621132051581458
Ap1g1	-0.0298055381871816	0.87632431255507
Ap1g2	-0.0467281473752319	0.848015203519396
Ap1m1	0.086236007753282	0.55446973440713
Ap1m2	0.0303435646684118	NA
Ap1s1	-0.0947179752159748	0.589844922145261
Ap1s2	0.0701173882488035	0.780821387575839
Ap1s3	0.0677078050297171	0.827936037886199
Ap2a2	-0.0888798337503509	0.58511651901278
Ap2b1	0.0157651809676391	0.957473722507492
Ap2m1	-0.0122203735939959	0.950641697370538
Ap2s1	0.578331799556952	0.320612350608515
Ap3b1	0.000864249981434639	0.996141481773246
Ap3b2	-0.080102070287758	NA
Ap3d1	-0.0290125270052162	0.889534923010391
Ap3m1	0.295968584984553	0.0398936096388439
Ap3m2	-0.122252428156707	0.565931916764111
Ap3s1	0.0101244605702906	0.962562849583941
