ID	contralateral.osteoarthritis.inductionvsipsilateral.osteoarthritic.induction_logFC	contralateral.osteoarthritis.inductionvsipsilateral.osteoarthritic.induction_padjFilter
Adamts6	0.0445558223837192	0.686247742529477
Adamts7	0.00475691734909134	0.98253708373068
Adamts8	0.0146450700800598	0.952375372324171
Adamts9	-0.0127446571352019	0.971997226113203
Adamtsl1	-0.0867554898169702	NA
Adamtsl2	0.392717962536886	0.157758855555441
Adamtsl4	0.00611415719715502	0.986371169489615
Adamtsl5	0.00055006826086057	0.999326198958169
Adap1	-0.131038772160037	0.289610031971543
Adap2	-0.243569802408447	0.254091207974473
Adar	-0.0352411028068182	0.808640457839119
Adarb1	0.236511776368998	0.532698171131375
Adarb2	-0.173560714106123	0.129911263445742
Adat3	-0.0231367436865924	0.878110294592011
Adck1	-0.0551522229588315	0.748159103541209
Adck2	0.0651858367697145	0.646861165170556
Adck5	0.0780094609036173	0.713187351676035
Adcy10	-0.169210069721084	NA
Adcy2	0.191487961392864	0.27177631214634
Adcy3	-0.123580396674699	0.506556260106038
Adcy4	-0.3314343708307	NA
Adcy5	0.0131906996418589	NA
Adcy6	-0.0786761826626075	0.663097732712021
Adcy8	-0.0475488579919965	NA
Adcy9	-0.166342784738005	0.30103218336573
Adcyap1	-0.0294509651487314	NA
Adcyap1r1	-0.0538206754324939	0.623280854729156
Add1	0.0226423047142017	0.893988476314105
Add2	0.0691887144023555	0.672667291356861
Add3	0.0103436690641381	0.971640607032003
Adgra1	-0.103631473534282	NA
Adgra2	0.0449395105369721	0.883628036469805
Adgra3	-0.111158173590733	0.284639688765957
Adgrb1	-0.1901122841509	0.146078190331714
Adgrb2	-0.0152410608489921	0.92888565233826
Adgrb3	-0.0514347121686147	NA
Adgrd1	-0.0195831960130324	0.929227705121649
Adgre1	-0.225512049708207	NA
Adgre5	-0.0961307730847629	0.744544957509387
Adgrf1	0.00066044923173969	0.999326198958169
Adgrf4	-0.0465963966401572	0.844693840046775
Adgrf5	-0.487183907370581	0.40347100857217
Adgrg1	-0.229912216270184	0.106495452707953
Adgrg2	0.476001835581606	0.0257188123089255
Adgrg3	0.173761937133325	0.230634240080759
Adgrg5	-0.0327619523452904	0.865959827705072
Adgrg6	0.0145290950628176	0.971997226113203
Adgrl1	0.0616772345315155	0.786054164802492
Adgrl2	-0.251470098919797	0.0651459942090117
Adgrl3	-0.0414465163603914	NA
Adgrl4	-0.777281771655501	0.0535455917024499
Adgrv1	-0.00632434887512012	0.973004848943535
Adh1	-0.00542351569379473	NA
Adh4	0.00716172799024051	NA
Adh5	0.101576359874501	0.380808550585252
Adh6a	0.0299683874766759	0.883628036469805
Adh7	-0.0309456702093103	NA
Adhfe1	0.650051229832301	0.0264207614852571
Adi1	0.369243094296674	0.0228021254598297
Adipoq	0.821009931346711	0.0184937993801689
Adipor1	-0.137203093516694	0.429055815067004
Adipor2	-0.0756950364571187	0.619309685948046
Adk	-0.0622783876347128	0.672681601666595
Adm	-0.0829237821700097	0.806206677476528
Adnp	-0.120906802374249	0.252704572501204
Adnp2	0.136712266886942	0.477684586536446
Ado	-0.12100609046448	0.441027049840533
Adora1	0.0133411725585635	0.945646895501148
Adora2a	-0.0101365004654852	0.947780280663948
Adora2b	0.0793500787627153	0.446123463932285
Adpgk	0.0825786685914931	0.521018870035921
Adprh	0.19039340565806	0.274781872725164
Adprhl1	0.0851517398110904	0.433903892914841
Adprhl2	0.0424080216322	0.819992425711776
Adprm	0.110040788641619	0.658517192594605
Adra1a	-0.0530067642595693	0.744051146399502
Adra1b	-0.107442146822371	0.524096894415557
Adra1d	-0.132919060032205	0.30032729113568
Adra2a	-0.241155609982902	0.181967459361407
Adra2b	0.022326449657692	0.877504070737692
Adra2c	0.0252642825509017	0.9131974663109
Adrb1	-0.0394547656444386	NA
Adrb2	0.219947134033693	0.284340491195879
Adrb3	-0.0114054621911945	0.947842841752945
Adrm1	0.00220060139721401	0.991849525563939
Adsl	0.0307492348371383	0.901783333729768
Adss	0.0166336014764656	0.907827005146478
Adssl1	-0.114741517025216	0.725995571705344
Adtrp	0.0902872413324642	0.65315579220846
Aebp1	-0.446553502358181	0.0646911866370833
Aebp2	-0.162476371336883	0.32923522403721
Aen	-0.164069666849672	0.239978258540584
Afap1	-0.00838019026352654	0.96763383335031
Afap1l1	-0.283077457188632	0.0226897233750563
Afap1l2	-0.34099888994614	0.0616596398756645
Afdn	0.0624643266550722	0.731635750516027
Aff1	-0.132941605228085	0.383724346565387
Aff2	0.328347719049207	0.140254267002838
Aff3	0.502172127638039	0.156418460975164
Aff4	-0.0534254658943425	0.854275547724884
Afg1l	-0.109876199124515	0.638434369012963
Afg3l1	0.00550373377989999	0.986737018953826
Afg3l2	-0.072574466522239	0.755762160380281
Afm	0.0148544643380131	0.941860247597392
Afmid	-0.0104565422217222	NA
Afp	-0.025018993567584	NA
Aftph	0.121022202512389	0.553423748138529
Aga	-0.065801972104131	0.69574485941671
Agap1	-0.0628623435822888	0.801684773585638
Agap2	-0.0804075269499283	NA
Agap3	-0.035856673146923	0.786827338184938
Ager	-0.0569703309348268	0.736498697835154
Agfg1	0.282278700736134	0.15496241745026
Agfg2	0.0820417601449348	NA
Aggf1	-0.0247271948995031	0.902887978391586
Agk	0.0271522750116091	0.854548832002617
Agl	-0.161087046582332	0.497104569117913
Agmat	-0.237025283955854	0.276178977657211
Agmo	-0.199588134342745	0.10965993789653
Ago1	-0.0925016384450625	0.816891411776309
Ago2	-0.0497958353120085	0.848753194460173
Ago3	-0.165887001727209	0.15859991472455
Agpat1	0.0225974408707774	0.906312660948096
Agpat2	0.189505001541112	0.193950683100098
Agpat3	-0.0243477555654215	0.869303914928539
Agpat4	-0.343940497486809	0.0839226816080524
Agpat5	0.0337491710360034	0.878110294592011
Agps	-0.092024177514995	0.653378986174224
Agr2	0.00408937417104127	NA
Agrn	-0.127229544935332	0.533287234888488
Agt	0.41295788655826	0.228390640189654
Agtpbp1	-0.0770395682955858	NA
Agtr1a	-0.426495198488396	0.0153982996164209
Agtr1b	-0.00202496963570109	NA
Agtr2	0.413146015599587	0.0272200385624408
Agtrap	0.0679832948078882	0.725690368150555
Agxt	-0.0833685277657077	0.631995398221598
Agxt2	-0.0399482206333408	NA
Ahctf1	0.0330250149870945	0.873182963273097
Ahcy	0.280179112070382	0.0677206542284088
Ahcyl1	0.106074151582236	0.44485567314039
Ahcyl2	0.0535036686834029	0.662879621856757
Ahdc1	-0.107372081132016	0.389000991984919
Ahi1	-0.0155263230554032	0.971826465312951
Ahnak	-0.304181461516377	0.0473685731377353
Ahnak2	-0.0855892189557288	0.75480789535903
Ahr	-0.0827128662418497	0.365110265624589
Ahrr	-0.0586981247329827	NA
Ahsa1	-0.0336185963387461	0.822521437048471
Ahsg	-0.0894486106918864	NA
Ahsp	0.609360344602706	0.125912316848907
Aida	-0.220736578766527	0.105887268281166
Aif1	-0.00445897394502559	0.993135518143861
Aif1l	-0.0514419028031696	0.712202800949513
Aifm1	-0.0673387237857934	0.675832334205133
Aifm2	-0.401407146532415	0.0161551128629545
Aifm3	-0.000165686031968981	0.999326198958169
Aig1	-0.00980206324711475	0.959224806590092
Aimp1	0.0626373278190329	0.572322035483477
Aimp2	0.0668336815033737	0.701581545208668
Aip	0.236671387710862	0.302098013966268
Aipl1	-0.0115233256023846	0.956286683711723
Ajap1	0.0174592645956357	NA
Ajm1	0.0272257370020244	0.850186925853754
Ajuba	-0.263382431820387	0.0342325253977218
Ak1	-0.15688510776701	0.420688167936051
Ak2	-0.0382071016045078	0.769644396035192
Ak3	-0.0340778079896147	0.8483028244364
Ak4	-0.0275092508261316	0.872474712961305
Ak7	-0.00776955687902081	NA
Akain1	-0.0128476921691059	NA
Akap1	-0.0469880013990531	0.768069237408958
Akap10	-0.033170311127666	0.853909697316167
Akap11	-0.00403884260779286	0.983686616170772
Akap12	0.200790798719633	0.128186885556633
Akap13	-0.115171838568875	0.601366275123026
Akap14	0.252782982455041	NA
Akap17a	-0.011921646174013	0.983686616170772
Akap2	-0.107432034290259	0.365110265624589
Akap3	-0.0275317673586128	NA
Akap4	0.0141775377881199	0.962307290907018
Akap5	-0.042405812113933	NA
Akap6	-0.0188654562711141	0.920063535638893
Akap7	0.0236972859994582	0.92536761673013
Akap8	0.0294403341724117	0.909378364167402
Akap8l	-0.0865478928682926	0.774091419350664
Akap9	-0.0698014971010394	0.76551161487049
Akip1	0.107391887635664	0.450642425320416
Akirin1	-0.0297511719333343	0.90579066934091
Akirin2	0.023068834241375	0.902515855044736
Akp3	0.0797594974073776	NA
Akr1a1	0.000133034132950627	0.999326198958169
Akr1b1	-0.0052519556218229	0.981149066610348
Akr1b10	-0.0506553553371765	0.866046144582503
Akr1b7	-0.643668618328046	0.282114161844775
Akr1b8	-0.965925474312116	0.0470137682712246
Akr1c1	-0.0182626649944462	NA
Akr1c12	-0.0385442762883592	0.867070344856739
Akr1c14	0.080041003126218	NA
Akr1c15	-0.144290535086268	0.308454909369091
Akr1c19	0.241703010266174	0.477732120521161
Akr1c3	-0.00931411585184883	0.973020154861095
Akr1d1	0.0242749818691754	0.862786057805204
Akr1e2	0.162717193989739	0.538331351457714
Akr7a2	-0.230126700337074	0.120259475455605
Akr7a3	-0.079471692010423	NA
Akt1	-0.0287412863367535	0.916967950962371
Akt1s1	0.0951718912140178	0.446920186653259
Akt2	0.0161077123197764	0.928721640468274
Akt3	0.034590141933931	0.823867123783493
Aktip	0.123307789779073	0.457579466828739
Alad	0.366433052274912	0.0659990453183358
Alas1	0.254219744946637	0.314406030779406
Alas2	0.0431434609398664	0.96763383335031
Alb	-0.0437238231215682	0.825783777718346
Alcam	-0.118134013408641	0.598413803826407
Aldh16a1	-0.0774265874829148	0.636549237253854
Aldh18a1	-0.0592986655909353	0.698578548722856
Aldh1a1	-0.142539041903723	NA
Aldh1a2	0.0444182860389812	0.822644160394932
Aldh1a3	-1.14115276406778	0.00467053023876349
Aldh1a7	-0.0141052965286921	NA
Aldh1b1	0.132021253046412	NA
Aldh1l1	-0.0285513788300999	0.844204989876283
Aldh1l2	-0.413160230305076	0.0214924102092698
Aldh2	0.224302989309141	0.452997820640421
Aldh3a1	-0.0403632061543844	0.846032212429125
Aldh3a2	0.0381279296626058	0.866161204370389
Aldh3b1	0.091372897641615	0.578498346049124
Aldh4a1	0.263493702584256	0.198644347458925
Aldh5a1	-0.0941453772573659	0.611694461470664
Aldh6a1	0.512248221391854	0.0149709911769937
Aldh7a1	-0.0287866399884127	0.91605691198033
Aldh9a1	0.102896746755091	0.496329100908751
Aldoa	0.0660299244454503	0.584874737632137
Aldob	-0.033779588775058	NA
Aldoc	0.133603711844458	0.645956858926058
Alg1	-0.142634327446569	0.529200818641424
Alg10	-0.208712698236758	0.211913566907207
Alg11	-0.034907574238904	0.867725405754406
Alg12	-0.0221895430292509	0.922574585763678
Alg13	0.11248367465301	0.333749315243864
Alg14	-0.0465895256914095	0.815786242477217
Alg2	-0.018475735354861	NA
Alg3	0.0471735507273223	0.904392465278477
Alg5	0.017792849127602	0.939414542053979
Alg8	0.0616267076026915	0.739521490725794
Alg9	0.0726094084811137	0.679923321143636
Alk	-0.0431443170884345	NA
Alkbh1	-0.0740267602656877	0.832248460761333
Alkbh2	0.2365337673948	0.234146645315323
Alkbh3	-0.14144482693469	0.263152684340623
Alkbh4	0.0583618076575307	0.617231827159692
Alkbh5	-0.0441674902044555	0.846032212429125
Alkbh7	0.410627037199431	0.047144914448262
Alox12	0.306751041127458	0.364809444510476
Alox12e	-0.0212108334191683	NA
Alox15	-0.00538052657054422	0.984415841245862
Alox5	-0.110650413132123	NA
Alox5ap	0.0541884269079365	0.843083564563034
Aloxe3	-0.158989729011558	NA
Alpi	0.00167999180539624	0.995126139486451
Alpk3	-0.0961602244287256	0.452997820640421
Alpl	0.291982817734869	0.383445496738497
Als2cl	-0.102723160230211	0.524599902091621
Alx1	0.0728825460838047	0.628703849567469
Alx3	-0.00662898083948882	NA
Alyref	0.0237134872921416	0.862600994602465
Amacr	0.00325180030838013	0.989306275451627
Ambn	-0.142363414167876	0.472534634310401
Ambp	0.0233144781392385	NA
Ambra1	0.112212941090152	0.48734045987527
Amd1	0.000392217140241513	0.999326198958169
Amdhd2	0.0355409883140023	0.900437260947389
Amelx	0.0374267229520138	NA
Amer2	-0.01783890549763	NA
Amer3	-0.020491309733897	NA
Amfr	0.0147348993231624	0.957563192449824
Amh	0.0629530520051924	NA
Amhr2	0.525508974237139	0.0163328212242874
Amigo1	0.302828158762097	0.138200928200384
Amigo2	-0.0998049327430861	0.487922399500535
Amigo3	-0.0861426386908342	0.675198463226253
Ammecr1l	-0.0486013438850819	0.755283231274372
Amn	-0.0150275361584553	NA
Amn1	-0.0623821341149391	0.753358934099804
Amot	-0.13576989472472	0.383445496738497
Amotl1	-0.0268283036026453	0.894382652142762
Amotl2	-0.00900045305900044	0.976077112629213
Ampd1	-0.26274863050758	0.512975863382886
Ampd2	0.112584523556412	0.368244179831131
Ampd3	-0.123573205198671	0.525689988643121
Amt	-0.0900257801716631	0.675444743007091
Amy1a	0.0851567939266458	NA
Amy2a3	-0.0268295864325765	NA
Amz2	0.0690661355162465	0.605453301279108
Anapc1	0.00226938391977161	0.99336460038933
Anapc10	-0.0398166398545552	0.927040425721143
Anapc11	0.0657908475087918	0.796755874619822
Anapc13	0.198766751867502	0.302485260390588
Anapc15	0.10609961629058	0.502939245791149
Anapc16	0.0272440790096447	0.884068763495861
Anapc2	0.1755960425123	0.311101429562927
Anapc4	0.0498240670920485	0.823355482144206
Anapc5	0.0658644975231208	0.594172363640666
Anapc7	0.0406561447839007	0.768988023934772
Andpro	0.0118864490456376	NA
Ang	-0.00686448691058672	0.986480941492342
Angel1	0.0328509377382904	0.824286350160344
Angel2	-0.0110883049242911	0.959453901759834
Angpt1	0.121442318374188	NA
Angpt2	-0.177087967979498	0.709605079791118
Angpt4	0.021024915603161	0.93143386515078
Angptl2	0.105627098625487	0.588496248745566
Angptl3	-0.0648853616150769	NA
Angptl4	0.000664947688835404	0.999326198958169
Angptl6	-0.03995556909444	0.816891411776309
Angptl8	0.0570033674191723	NA
Ank1	-0.12165158308629	NA
Ank2	0.0348660394547178	0.840184180243663
Ank3	-0.118727589115612	0.581154466991862
Ankdd1a	0.0264728259159623	0.888815984152207
Ankef1	0.0239184457307005	NA
Ankfy1	-0.0993431461421999	0.606928730251961
Ankh	0.253779720923273	0.155323614918121
Ankhd1	0.0800003816243748	0.718594762115458
Ankib1	0.0865014876877792	0.633366490344443
Ankle2	-0.100235625431631	0.425288433046145
Ankmy2	0.247885441721575	0.138062492222585
Ankrd1	0.0988408196194657	NA
Ankrd10	0.153613994754954	0.555392330523839
Ankrd11	-0.178255904409575	NA
Ankrd12	-0.0097993111927881	0.978189839992861
Ankrd13a	-0.0467322342991441	0.867577370012375
Ankrd13b	-0.0231103619869639	0.875328623097091
Ankrd13c	0.0543940626745316	NA
Ankrd13d	0.0168693996488347	0.934260317068471
Ankrd16	0.0287316734568011	0.91129537564858
Ankrd17	-0.1098990947155	0.389325642054656
Ankrd2	0.018710007350851	0.925107931433078
Ankrd23	-0.0141142178002518	0.978298819571768
Ankrd24	0.0683773689215332	0.785662361917116
Ankrd27	0.212355041873392	0.162501293642672
Ankrd28	0.0916497895433643	0.730424210489194
Ankrd33b	0.028906864187709	NA
Ankrd34a	-0.0399647686042215	0.832728914629239
Ankrd34b	0.0663889255232526	NA
Ankrd37	0.0604133259200665	0.857435525997758
Ankrd40	-0.0214174010064285	0.879318247384372
Ankrd42	0.210508578245886	0.174271601071795
Ankrd44	0.133697424956212	0.350436612210541
Ankrd45	0.0769011935222927	0.750608814601678
Ankrd46	0.0509766713714317	0.801684773585638
Ankrd49	-0.0553333586295643	0.786827338184938
Ankrd50	0.043935573480228	0.745439918572297
Ankrd52	0.0545384782575331	0.755178513666515
Ankrd53	-0.111677149357806	0.389563663439721
Ankrd54	0.00844406806467113	0.961301088314472
Ankrd55	-0.103026694313193	NA
Ankrd6	0.0385019632472758	0.76879202126481
Ankrd60	-0.117046370037326	0.486452641110501
Ankrd63	0.0748595343301828	0.616693069223618
Ankrd9	-0.000962784774110048	0.997322734279715
Anks1a	0.0711005221094281	0.829105677672198
Anks1b	-0.443983150303915	0.0261550371055248
Anks3	0.143622748135569	0.237917519047444
Anks4b	-0.001561037332376	0.996892981912758
Ankzf1	0.116813241087739	0.421373025832914
Ano1	-0.845072298072091	0.0275408995013855
Ano10	0.0102797642238368	0.962970395197935
Ano2	-0.0141197733317471	NA
Ano3	-0.00255305042499199	NA
Ano4	-0.0178744805368813	NA
Ano5	-0.0507068676133775	NA
Ano6	-0.0446010008183269	0.798449843372786
Ano8	-0.0526337653795776	NA
Ano9	-0.00907238311742731	0.965777810427067
Anp32a	0.166240332810045	0.617641738206129
Anp32b	0.121677724562304	0.60001503549244
Anp32e	0.0502231532480657	0.804491051472105
Anpep	-0.6576869033648	0.0782360147670699
Antkmt	0.0421685837020895	0.756213113254022
Antxr1	-0.168469233443911	0.222697464739792
Antxr2	-0.26946083959852	0.118456899865909
Anxa1	-0.116719585209536	0.395986168342541
Anxa11	0.387319879081872	0.110841989583313
Anxa2	-0.218051318286994	0.100430047365497
Anxa3	0.141855220903745	0.325587998115922
Anxa4	0.0456874351626499	0.741466944504623
Anxa5	0.0152730873905096	0.909774607449323
Anxa6	0.235166719514094	0.0623484071438821
Anxa7	-0.0827063314722238	0.64886932031288
Anxa8	-0.160043220428756	0.14854670194522
Anxa9	-0.0423531368942598	NA
Aoc1	0.0284096240479199	0.910993388210685
Aoc3	-0.161333271474916	0.607490820622719
Aox1	-0.093889527394742	0.793609053047817
Aox4	-0.115218426542276	NA
Ap1ar	0.00700565413318621	0.978298819571768
Ap1b1	0.0854722465617481	0.446123463932285
