ID	OA.Subchondral.bone.from.medial.tibialvsNormal.Subchondral.bone.from.medial.tibial_logFC	OA.Subchondral.bone.from.medial.tibialvsNormal.Subchondral.bone.from.medial.tibial_padjFilter
ACVR1	0.632287260228878	5.85060419868794e-07
ACVR1B	-0.280454212331429	0.0218946774209367
ACVR1C	-0.883833431698458	0.0390170483990573
ACVR2A	0.441209636649529	0.000477905106313946
ACVR2B	0.276411458891551	0.0353881847905625
ACVR2B-AS1	0.000203092068393751	0.999341594992642
ACVRL1	0.696482844268317	0.0129290284886025
ACY1	0.2737919380692	0.0320603903827602
ACY3	-0.410538639684761	0.0010944477175172
ACYP1	0.195027997873497	0.272625660509345
ACYP2	-0.0353831333001047	0.822477386147745
ADA	-0.257476002944845	0.15375915317095
ADA2	-0.235075183303262	0.49445030913477
ADAD1	0.0240682804109857	0.927127249203295
ADAD2	0.156376210886323	0.228251285185676
ADAL	-0.00726961827743633	0.97846207723444
ADAM10	0.560086977913949	0.000873218908502025
ADAM11	0.190893447537984	0.329612407113479
ADAM12	0.0200825607054966	0.907989387786991
ADAM15	-0.0402560040029751	0.864372210240741
ADAM17	0.23170622126152	0.0244171802529175
ADAM18	-0.095869452559838	0.592210040797293
ADAM19	0.278615097582524	0.107065307075219
ADAM2	-0.0479791486604508	0.546015207251948
ADAM20	0.273984284874624	0.314803067315712
ADAM21	-0.180367717195339	0.0892836189434894
ADAM22	0.672863905984018	9.58175530941635e-07
ADAM23	-0.0697533787100761	0.435507146071717
ADAM28	-0.371882514395741	0.033040662153417
ADAM29	-0.193470231360926	0.0893005781641702
ADAM30	-0.0499044665027002	0.689052351730927
ADAM32	0.375111325298542	0.00581047925070403
ADAM33	-0.0692017364502089	0.738553322866016
ADAM3A	0.396542097411442	0.424894295104973
ADAM5	-0.029178736721815	0.730473786581916
ADAM6	0.0877099271267081	0.353000059670544
ADAM7	-0.0614827605566779	0.825920120845239
ADAM8	-1.26857436382542	0.000556191961327929
ADAM9	0.212426592577971	0.021688529080959
ADAMDEC1	0.15890053710284	0.303044292157269
ADAMTS1	-0.507898664564763	0.296558961902149
ADAMTS10	1.52915670365035	2.64277045045743e-10
ADAMTS12	-0.0194959942600574	0.865686272551877
ADAMTS13	0.307232998532545	0.0054244325072658
ADAMTS14	0.673073547977243	0.118962028700602
ADAMTS15	-0.00858735871714345	0.933152522745082
ADAMTS16	0.330785066220086	0.0259481437002128
ADAMTS17	0.585146037822847	0.000957384474337023
ADAMTS18	-0.268473042709562	0.586719114497622
ADAMTS19	-0.00603621910726915	0.978827275755795
ADAMTS2	0.0329404230033381	0.862920848232134
ADAMTS20	0.0401267617096437	0.651875151386229
ADAMTS3	0.154208100089072	0.411194243963478
ADAMTS4	-1.02368119326009	0.00481632877122209
ADAMTS5	0.367331119684346	0.166399120676049
ADAMTS6	0.970099297312895	2.90444161481968e-05
ADAMTS7	0.304528779780561	0.0102522209621228
ADAMTS7P1	0.685548316470143	6.58314359449367e-05
ADAMTS8	0.0308718946845872	0.822188121171798
ADAMTS9	-0.21267115988416	0.508742720583739
ADAMTSL1	0.272974288278996	0.0267613857222397
ADAMTSL2	1.20500488076709	0.000239964632600807
ADAMTSL3	0.544868475759777	0.0506938744264744
ADAMTSL4	-0.0278606998289934	0.866449402113829
ADAMTSL5	-0.058770374851651	0.69048246877578
ADAP1	-0.360783201749234	0.00681898844365963
ADAP2	0.749369233869915	0.000398057368868817
ADAR	0.209787727397082	0.292428352485685
ADARB1	0.482472187736256	0.00352047737196406
ADARB2	0.355457610682985	0.0836189314394455
ADARB2-AS1	-0.325430007686898	0.025877555691466
ADAT1	-0.161029011570578	0.311122059597497
ADAT2	0.0874267021386981	0.324170699148892
ADAT3	0.321034430130117	0.0409921274143886
ADCK1	-0.323432587927331	0.00842356926665139
ADCK2	-0.0850341422167729	0.584680699298085
ADCK5	0.541849106629433	4.17074523445508e-05
ADCY1	0.399372309765533	0.0146880356977317
ADCY10	-0.109912214042104	0.240780680572732
ADCY10P1	0.550453350552567	0.0180785965051521
ADCY2	-0.024304661996954	0.848489439439545
ADCY3	0.0246933638030011	0.938953440261473
ADCY4	0.309726463258597	0.054769096259947
ADCY5	-0.845293393662286	9.62599982804874e-05
ADCY6	0.0838344223580272	0.680274760153606
ADCY7	0.385608887423251	0.0315063439490193
ADCY8	0.0320468017387832	0.658959645069833
ADCY9	0.621102974395829	1.03165866545098e-05
ADCYAP1	0.413241569836845	0.206110023501125
ADCYAP1R1	-0.00295507151652608	0.990761837868438
ADD1	-0.0892021294529837	0.655556208774817
ADD2	-1.81860034674602	1.83942430200492e-12
ADD3	0.195636286307085	0.24362560123306
ADGB	-0.0129223433850063	0.909064988086784
ADGRA1	0.0189546547597059	0.854143743889387
ADGRA2	1.10096386299798	9.6653274260334e-11
ADGRA3	0.848024873587777	8.29010100746462e-08
ADGRB1	0.0406499255372594	0.828867222051232
ADGRB2	0.595754374634456	0.000928989076642541
ADGRB3	-0.0365291923915034	0.905237127241829
ADGRD1	-0.139617733171806	0.467490706491897
ADGRD2	0.129059766143916	0.489915516795351
ADGRE1	-0.571400807095825	4.6057126327897e-05
ADGRE2	-0.458383505738309	0.104680315601457
ADGRE3	-0.454597500127978	0.0154304715231478
ADGRE4P	-0.0407537472063666	0.777072640864284
ADGRE5	0.369530835890689	0.0284898486386303
ADGRF1	-0.157318056732945	0.254546044007574
ADGRF2	0.00169171314641492	0.993692581206802
ADGRF3	0.0372099937857708	0.819128203297425
ADGRF4	0.1145375565436	0.4262881845811
ADGRF5	0.564145815961361	0.00636945712623592
ADGRG1	-0.245371711740523	0.250121889084512
ADGRG2	0.180994790357675	0.612972584295103
ADGRG3	-0.546250629404371	0.000153978770777835
ADGRG4	-0.0638027384149806	0.584143403631071
ADGRG5	0.00145349665528993	0.994784622375952
ADGRG6	0.272375483893272	0.380888890015676
ADGRG7	0.0207632289153352	0.933483079519215
ADGRL1	0.155781959610751	0.379200073074817
ADGRL2	0.0630215775145579	0.722492057507255
ADGRL3	0.066934311161793	0.454234795794059
ADGRL4	0.0250180022349173	0.902629409358579
ADGRV1	0.0170806449074474	0.921822707403301
ADH1A	-1.90216944287054	0.0184345259242717
ADH1B	-2.18176026314258	0.00375839695313572
ADH1C	-1.736238458569	0.0139404886854839
ADH4	-1.19133725174872	8.006359945254e-08
ADH5	-0.210024246158801	0.171698375165113
ADH6	-0.0167342093713607	0.858508158145507
ADH7	-0.00348657589485857	0.978113769282657
ADHFE1	-0.422297123158407	0.0724628479769833
ADI1	-0.115902736869925	0.231886997369413
ADIG	0.0270886173727751	0.735028293087456
ADIPOQ	-2.08369265010469	0.0130458358262721
ADIPOR1	-0.778755652285239	3.14581274848757e-09
ADIPOR2	-1.08074636893104	1.13767808801254e-08
ADIRF	0.0219470817723835	0.962634671668543
ADIRF-AS1	0.146618301849866	0.491827293855481
ADK	0.0876834025544522	0.58321744415396
ADM	-2.18890917737889	2.51657662839999e-08
ADM2	0.00152040046030066	0.994354388603106
ADM5	0.0610797112742993	0.458024604568958
ADNP	0.136350785572656	0.284876749116685
ADNP2	-0.0754655644651034	0.59385094858666
ADO	0.243914772566439	0.0136567639136317
ADORA1	-0.579062793627755	0.00111841694322337
ADORA2A	-0.154071483543348	0.191273262004714
ADORA2B	0.735000387891697	0.00171259905950206
ADORA3	-0.276777145142495	0.272089266171901
ADPGK	-0.314006898661644	0.00768452815175591
ADPRH	0.413799628034477	0.00045942228543799
ADPRHL1	0.20012259642988	0.0456788975879266
ADPRHL2	-0.279480332260766	0.0247153736372708
ADPRM	-0.311703669495738	0.00631399832948507
ADRA1A	0.286439078530472	0.421548926537052
ADRA1B	0.339041124438095	0.123576858364042
ADRA1D	0.202471425171028	0.0590803723231042
ADRA2A	-0.22602893227587	0.608021930390747
ADRA2B	0.130858979689287	0.44361632396083
ADRA2C	0.762565067694108	0.0170679346007102
ADRB1	-1.32507265021557	0.00131898384743391
ADRB2	0.338670630834935	0.218009788215494
ADRB3	-0.272388149886479	0.129795049775586
ADRM1	-0.327054236155092	0.0122617288563182
ADSL	-0.637625601208164	0.000133672370092759
ADSS1	-0.752092109728265	9.91695011597032e-05
ADSS2	-0.298524823708522	0.121775695735749
ADTRP	0.275494103083062	0.0535165814423032
AEBP1	1.75188777284753	2.85615325162509e-05
AEBP2	0.0333236123913618	0.81050470761431
AEN	-0.298579888359805	0.0553510491622429
AFAP1	0.405943625123168	0.0029024131812293
AFAP1-AS1	-0.0580614213671664	0.352659039076615
AFAP1L1	-0.0742365613438203	0.75059656082948
AFAP1L2	0.941978909821509	3.31954004847882e-07
AFDN	0.393270088451851	0.00300096812435091
AFDN-DT	0.241338167397572	0.0575040844917042
AFF1	-0.558157459808639	0.00716482612890343
AFF2	-0.112993205297633	0.535594320951217
AFF3	-0.0180419060771646	0.922970208961997
AFF4	-0.128946677528702	0.152386409357212
AFG1L	0.0883688333457151	0.52453834616802
AFG3L1P	0.162693446038367	0.505219206036576
AFG3L2	-0.28246819314211	0.0371554158474901
AFM	-0.0284560745012978	0.812154552674412
AFMID	0.159728308070898	0.306425313618947
AFP	0.0134129582119673	0.939122094235599
AFTPH	-0.215568856474786	0.0172463517235766
AGA	0.141573950464769	0.489098947564822
AGAP1	0.265377789806795	0.0133036948915468
AGAP11	0.294097227266962	0.0795320890814701
AGAP2	-0.361389574467731	0.0803366616634381
AGAP2-AS1	0.945221335240512	3.80311951962782e-06
AGAP3	0.0389964422819418	0.839301804137151
AGAP7P	-0.0241933393807994	0.921518271411556
AGBL1	-0.106914045054201	0.309636547072613
AGBL1-AS1	-0.00291108936071982	0.982054918144652
AGBL2	0.340253479136151	0.00571381400493813
AGBL3	0.00622939934274935	0.957055199807083
AGBL4	0.0407752182428833	0.665834178048838
AGBL5	-0.296763479265739	0.0138879498202757
AGER	-0.679807433861318	2.0295124466822e-05
AGFG1	-0.752545985610404	2.14573201642948e-08
AGFG2	-0.0717926645242306	0.611846941854078
AGGF1	-0.149196828763523	0.199707252886215
AGK	0.304707554627301	0.0137087198038567
AGL	0.163446070039383	0.173805823783276
AGMAT	0.240519391136676	0.153343554594415
AGMO	-0.271352401867813	0.170706019487491
AGO1	0.260056956913566	0.0047065007939976
AGO2	-0.92721187327942	1.38413603214672e-12
AGO3	0.0723548778475642	0.46869185475088
AGO4	-0.361783723327942	0.00249852388913256
AGPAT1	0.551694005914968	4.94354429095428e-07
AGPAT2	-1.33186957960532	1.04728047892744e-05
AGPAT3	-0.40395823442821	0.000298710761090951
AGPAT4	-0.163044698191512	0.301916787512498
AGPAT4-IT1	-0.169097017838766	0.459264641506385
AGPAT5	0.094609664354973	0.500891146930429
AGPS	-0.042636504026536	0.758316893169764
AGR2	-0.554768127750726	0.0857092800040669
AGR3	-0.0600622705813691	0.581189629955002
AGRN	1.05555557959807	2.01618282283217e-07
AGRP	-0.262883743262466	0.075131029150643
AGT	0.885727088283197	0.0139455410341943
AGTPBP1	-0.95196889234677	8.08153407991409e-11
AGTR1	-0.0863973486992666	0.716470039696296
AGTR2	0.0701905587317171	0.416433024985877
AGTRAP	-0.926683975961453	1.01310879701675e-07
AGXT	-0.178762868626415	0.256746523194911
AGXT2	-0.122174978860675	0.286120592654514
AHCTF1	-0.191732325150669	0.0860751200046432
AHCY	-0.81099057608742	6.78720477068712e-05
AHCYL1	-0.0370770644267822	0.734875421517518
AHCYL2	0.483481727792675	0.000120138381918392
AHDC1	0.224010572185904	0.0264111813488774
AHI1	0.234152917468503	0.147747707544282
AHNAK	0.37692722262492	0.0310289992616182
AHNAK2	1.14207302294999	2.12974930502106e-05
AHR	1.13384652916451	2.97841467412805e-07
AHRR	0.394277311305184	0.00225957806133191
AHSA1	-0.414397735496282	0.000972371277640372
AHSA2P	0.847775380624531	0.00107374142636821
AHSG	-0.0493774724055465	0.834382175126746
AHSP	-5.27387429837177	1.16689737710672e-08
AICDA	0.212971798331259	0.0720922410422887
AIDA	0.0292453821606902	0.878006824875962
AIF1	-0.169077166878226	0.158725407005065
AIF1L	-0.552202364910372	0.0024663911626856
AIFM1	-0.278272549121395	0.00723646786906585
AIFM2	-0.457370634244867	0.0208598988837141
AIFM3	-0.330839258887906	0.00453690490623509
AIG1	0.23665236074088	0.161950727777597
AIM2	-0.599501125934936	0.0860646149421746
AIMP1	-0.166325413136267	0.107440102070605
AIMP2	-0.248296204766651	0.145477593590411
AIP	0.302278941128598	0.0122998641353704
AIPL1	0.0696238949216523	0.465238666819472
AIRE	-0.105493994881714	0.426821979033389
AJAP1	0.103809174816913	0.475414749321125
AJM1	0.028317482212616	0.961901963229361
AJUBA	0.84534378868642	7.71860384744058e-06
AK1	0.151199555288015	0.223561953563591
AK2	0.0255398727139813	0.846414443865317
AK3	-0.0889479643847757	0.301037001721538
AK4	-0.850095079445921	0.00223431119077618
AK5	1.1844264679945	6.37635879246682e-06
AK6	-0.283815887780582	0.0178433072023973
AK7	-0.372792604101551	1.14190971126127e-05
AK8	0.157450180430518	0.215191869653074
AK9	0.130416340372241	0.35514185228644
AKAIN1	0.00604841956317692	0.961217327496185
AKAP1	-0.286607739782252	0.209755149572708
AKAP10	-0.00269996881660717	0.989717523280362
AKAP11	0.267425741562652	0.004342762282722
AKAP12	-1.12076599045364	0.00331133783140134
AKAP13	0.0390192686755046	0.782451196858648
AKAP14	0.0548285899949654	0.581010190419037
AKAP17A	-0.0977054483583739	0.390348762914903
AKAP3	0.203765515547194	0.328575982414145
AKAP4	0.139684109029341	0.218312549491977
AKAP5	0.221380784394481	0.0507428782463243
AKAP6	0.348148430395097	0.0549469088282417
AKAP7	-0.66400895729508	1.02669027845431e-07
AKAP8	-0.217108962152707	0.0298305409651728
AKAP8L	-0.697474292602099	5.08107088177242e-08
AKAP9	0.0854567517214431	0.496580535830981
AKIP1	0.226380739908183	0.099978122517565
AKIRIN1	0.308339151438329	0.0578181680825812
AKIRIN2	-0.0484518389134116	0.846016582819343
AKNA	-0.197456912607992	0.251137929034887
AKNAD1	0.17622268735682	0.0857371084487569
AKR1A1	0.0188673718595815	0.912399116873001
AKR1B1	0.231958174618329	0.0582684151325177
AKR1B10	0.908944737294597	8.61345088847163e-06
AKR1B15	1.26404658842865	1.7094812395254e-05
AKR1C1	-0.734011252605271	0.107782373208803
AKR1C3	-0.601526543165914	0.0549489964046588
AKR1C4	-0.361609642835094	0.051098743861957
AKR1C6P	-0.181169513094797	0.156369604504349
AKR1C8P	-0.0296246719801658	0.8556033853042
AKR1D1	0.0107023048600849	0.951864930432445
AKR1E2	-0.301044545904061	0.00365478460889572
AKR7A2	0.647052172420143	1.45728354460387e-06
AKR7A2P1	0.0569283792229491	0.725194616542844
AKR7A3	0.219858159006069	0.0592676208681069
AKR7L	0.268324291153156	0.0138866423881745
AKT1	-0.125058122316872	0.386692209520804
AKT1S1	0.0832861635779647	0.49263986195411
AKT2	0.169066139284457	0.45437328005606
AKT3	0.456759744056573	7.60975200902444e-06
AKTIP	0.0213257789108958	0.850360749746387
ALAD	-0.964432085857204	9.0964291821704e-05
ALAS1	-0.911966022066638	6.79758754871809e-09
ALAS2	-4.92105695807648	3.93985766153884e-08
ALB	-1.5507036052316	4.97577663568673e-08
ALCAM	0.219016211760099	0.348559013861137
ALDH16A1	-0.105014805292463	0.501963647432901
ALDH18A1	0.594694453523378	0.00191498975815189
ALDH1A1	0.0521294425555432	0.775649821714568
ALDH1A2	0.29739413319657	0.161709434470608
ALDH1A3	0.29264540144217	0.414131180374727
ALDH1B1	0.0677440202177042	0.589565494867694
ALDH1L1	-1.02272652128685	0.000644870132069628
ALDH1L2	1.29788158448025	1.22833775552536e-06
ALDH2	-0.265815042786176	0.491031637477629
ALDH3A1	-0.328428285585326	0.00475106389234102
ALDH3A2	0.26071889458578	0.217162790647062
ALDH3B1	-0.320486296488982	0.00410903735529124
ALDH3B2	-0.0171390605969552	0.88713771561025
ALDH4A1	-0.674736963716972	1.73104029802284e-05
ALDH5A1	-0.182852413112499	0.289250748152021
ALDH6A1	0.185206956195566	0.353177778541057
ALDH7A1	0.585398364562455	3.09048714303341e-05
ALDH8A1	0.0319880390294838	0.782202914575651
ALDH9A1	-0.330245607314406	0.0980295039142091
