ID	OA.Subchondral.bone.from.lateral.tibialvsNormal.Subchondral.bone.from.lateral.tibial_logFC	OA.Subchondral.bone.from.lateral.tibialvsNormal.Subchondral.bone.from.lateral.tibial_padjFilter
ACYP2	0.174318209437306	0.210185494903122
ADA	-0.485636908089759	0.00749700774488733
ADA2	-0.0703321679675764	0.865054472750597
ADAD1	-0.0211505300442649	0.940049515615461
ADAD2	0.322694382818939	0.012152467446423
ADAL	-0.0612212109951979	0.811215063329083
ADAM10	-0.205129886040838	0.257055886360583
ADAM11	0.168126447601027	0.421017583461597
ADAM12	-0.170289004262533	0.252159973224494
ADAM15	0.0530431842716137	0.830633974133833
ADAM17	-0.17869442697353	0.0989617993170304
ADAM18	-0.0747339813254184	0.705009200778411
ADAM19	-0.462032521035765	0.00854371011220214
ADAM2	-0.0933305108004738	0.224935438466468
ADAM20	0.548690782608283	0.0395249650386337
ADAM21	-0.237162720330951	0.028541596736102
ADAM22	0.213961575902038	0.104755371708659
ADAM23	-0.0782151511631408	0.399739438650778
ADAM28	-0.129277950762337	0.526460547369764
ADAM29	-0.0613657727651162	0.653893882865651
ADAM30	-0.20407510351731	0.0685546122587585
ADAM32	0.298965174625846	0.0336595277483527
ADAM33	0.117027898116925	0.573787624841921
ADAM3A	-0.28981846871006	0.596129625720392
ADAM5	0.0206247236570922	0.825738384854145
ADAM6	0.167684269719047	0.0688423667951061
ADAM7	-0.228255534507722	0.372985440049636
ADAM8	-1.11799237019951	0.00292497400020957
ADAM9	-0.0105252639411928	0.933928373024148
ADAMDEC1	-0.0909311494535903	0.601610294694025
ADAMTS1	-0.825614849144682	0.0872919123520329
ADAMTS10	1.25444734705295	4.45373495455231e-08
ADAMTS12	-0.0361509825182909	0.760999632811713
ADAMTS13	0.328449592164145	0.00409920424454524
ADAMTS14	-0.863463671740433	0.0497249621345497
ADAMTS15	0.0266780657289463	0.793618395794505
ADAMTS16	0.0815279132140994	0.651884738404265
ADAMTS17	0.200199005194239	0.299491729870717
ADAMTS18	-0.0345320444899642	0.95361417893364
ADAMTS19	0.0320666627560797	0.885385598540598
ADAMTS2	-0.104428709773703	0.565866916547578
ADAMTS20	-0.0459757800735714	0.62145803878858
ADAMTS3	-0.307261582638272	0.0916854504607672
ADAMTS4	-1.62193268320824	3.67786419935916e-05
ADAMTS5	0.717388697755146	0.00715337965628991
ADAMTS6	0.251665819382276	0.301854185629559
ADAMTS7	-0.237227206911927	0.0551542447523811
ADAMTS7P1	0.170484804932686	0.356975189049993
ADAMTS8	-0.162471211587226	0.177087986486831
ADAMTS9	-1.04302798474756	0.000640923499240926
ADAMTSL1	0.121018084342526	0.38241673635402
ADAMTSL2	0.624103198795977	0.0621134894909691
ADAMTSL3	0.715846456688805	0.0124465807451913
ADAMTSL4	-0.223571621482932	0.111658023898617
ADAMTSL5	0.0681863758293719	0.659511167198282
ADAP1	-0.174978281496722	0.224462890399078
ADAP2	1.30644022119195	9.43331531353147e-08
ADAR	0.38493131911931	0.0497348321885696
ADARB1	0.537470087234935	0.00175174422258152
ADARB2	0.0241542658838672	0.930751309253855
ADARB2-AS1	-0.414883785871303	0.00604472734807084
ADAT1	0.188574564956614	0.24671079518009
ADAT2	-0.0341883146136048	0.747064089394275
ADAT3	-0.122268195251417	0.501952209868578
ADCK1	-0.287440271274777	0.0235235857542671
ADCK2	-0.0880886337419859	0.593112600256579
ADCK5	0.253019006276771	0.0552026059686013
ADCY1	0.150086525982804	0.419694767693696
ADCY10	-0.0534893725176531	0.620079277863728
ADCY10P1	0.863798198980207	0.000431373693152382
ADCY2	0.0188531411721229	0.890529623047123
ADCY3	-0.613157220307434	0.0157326948497412
ADCY4	0.505874350139269	0.00238219797863602
ADCY5	-0.230958480165704	0.320070909826539
ADCY6	0.425048983239023	0.0190766241960695
ADCY7	0.533271364930187	0.0040408136768927
ADCY8	0.151455783543134	0.020213870140707
ADCY9	0.507605481538761	0.000292141291366099
ADCYAP1	0.0192899356946334	0.964381703969961
ADCYAP1R1	0.0660656460029809	0.782508300059386
ADD1	0.365020672142728	0.0430204288997793
ADD2	-1.7438093919159	1.41496811079433e-11
ADD3	0.584403543141486	0.000543493154584512
ADGB	0.131186831150616	0.168827316545435
ADGRA1	0.0181971799662568	0.869976646393579
ADGRA2	1.04770436480955	7.42091220815211e-10
ADGRA3	0.91160818299282	3.81785457346213e-08
ADGRB1	0.0837063607015747	0.653893882865651
ADGRB2	0.278870869355345	0.140067058935947
ADGRB3	0.322486788747976	0.217765011585412
ADGRD1	-0.140133031851202	0.490806545974858
ADGRD2	0.144763771701168	0.457023441706799
ADGRE1	-0.375922830279055	0.00690732442450186
ADGRE2	-1.06238987887989	0.000300580127367624
ADGRE3	-0.744332548093573	0.000191960014358869
ADGRE4P	0.0564298202683213	0.704992065015102
ADGRE5	-0.0851101419592855	0.681610356806239
ADGRF1	-0.123419598096699	0.408675443312523
ADGRF2	0.0145611994949526	0.94482608441331
ADGRF3	0.0152142163069708	0.933818747275434
ADGRF4	-0.0336157264544585	0.847241134331201
ADGRF5	0.786275774904873	0.000319874638601257
ADGRG1	0.379590184394168	0.0752970073151036
ADGRG2	-0.0472845195282243	0.911650664132931
ADGRG3	-0.779699914273305	1.00190044059058e-06
ADGRG4	-0.0155582484194294	0.911480690174454
ADGRG5	-0.108412134497624	0.570280327203464
ADGRG6	1.10682097258315	0.000292265586375096
ADGRG7	-0.458732256120529	0.0209178554773808
ADGRL1	0.322025350732076	0.0608532320517729
ADGRL2	-0.119093490012661	0.497232139040321
ADGRL3	0.0902378118310017	0.319820481021488
ADGRL4	0.0497938890503615	0.813000446350769
ADGRV1	0.160687756878638	0.283745979923015
ADH1A	0.0756271161453679	0.945112450838561
ADH1B	-0.107470577835596	0.915987088103638
ADH1C	0.17385114820558	0.851344495467984
ADH4	-1.02916859309742	2.41831142867219e-06
ADH5	0.309025619829495	0.0458761150403113
ADH6	-0.07213732838742	0.400793271627644
ADH7	-0.0645467656072478	0.557092415841171
ADHFE1	0.66243123933347	0.00598643650826601
ADI1	-0.128934179403503	0.19657919486508
ADIG	0.0468776841981358	0.558322886491272
ADIPOQ	-0.0119330890432483	0.991920557479737
ADIPOR1	-0.774087616613556	7.3595685350004e-09
ADIPOR2	-0.439872041006247	0.00804177032377775
ADIRF	0.737099999583972	0.0444661789756556
ADIRF-AS1	0.574450352942152	0.00418742854332664
ADK	0.196102717387628	0.199300271420549
ADM	-1.76113296931585	3.14857781417615e-06
ADM2	-0.167406423684836	0.333329616004612
ADM5	0.101323094577852	0.212098575590398
ADNP	0.170550579481546	0.188497709285308
ADNP2	0.137473104076386	0.323048940888232
ADO	0.0708479030834521	0.543378550513269
ADORA1	-0.368742311856831	0.0435476474304422
ADORA2A	0.00547452372652124	0.972374590386976
ADORA2B	-0.138485314262773	0.62103850611164
ADORA3	-0.538319818777624	0.0299664096445217
ADPGK	-0.36633224889264	0.00275663875082144
ADPRH	0.310019399520701	0.009811939251318
ADPRHL1	0.284121391511153	0.00588315560108209
ADPRHL2	-0.213159958133184	0.103865524786777
ADPRM	-0.224117883168889	0.0596512794380359
ADRA1A	0.0157597866655195	0.972374590386976
ADRA1B	0.166919885411714	0.506274025651817
ADRA1D	-0.0786249290594796	0.528933537120916
ADRA2A	0.398043056025543	0.360726131057129
ADRA2B	0.376481431419652	0.0200632948605591
ADRA2C	0.713251098683703	0.0310941701918334
ADRB1	0.0660233081867396	0.904651427076623
ADRB2	1.11220062879086	8.64205483862357e-05
ADRB3	-0.192398276178401	0.323851324629435
ADRM1	-0.31700265029988	0.0188932169734999
ADSL	-0.716956332132671	4.27208638809508e-05
ADSS1	-0.0411228327402728	0.868546262684294
ADSS2	-0.667270838479126	0.000759526466112307
ADTRP	0.268333388489991	0.0701773156138394
AEBP1	0.463273626405751	0.290574163522729
AEBP2	0.256023126843523	0.0300737586028088
AEN	-0.811746273969456	2.86025091319296e-06
AFAP1	0.17450360671277	0.235690475625271
AFAP1-AS1	-0.0985848780825584	0.1095423901229
AFAP1L1	0.585213478939311	0.00405036274089086
AFAP1L2	0.757083495747532	2.61674495657044e-05
AFDN	0.499858097512135	0.00034097832093937
AFDN-DT	0.211939588258716	0.111486249990528
AFF1	-0.424033868967083	0.0495016797068886
AFF2	-0.291112302789463	0.0903970664260314
AFF3	0.553340714133283	0.000344944178256821
AFF4	-0.218905552622266	0.0156531431146925
AFG1L	-0.0804742038940631	0.588517244217172
AFG3L1P	0.380063082301264	0.102093827875317
AFG3L2	-0.411395149480052	0.0033436071887558
AFM	0.0241897779863045	0.851235369841113
AFMID	0.127594664056097	0.449104897422585
AFP	-0.166433473076408	0.253192161586481
AFTPH	-0.0463329293799664	0.676989512225842
AGA	0.147172328737444	0.494944551660352
AGAP1	0.0660847973961776	0.606736817990916
AGAP11	0.272842519211268	0.119738353931561
AGAP2	-0.127452411165959	0.601610294694025
AGAP2-AS1	0.183456656435247	0.391502548112294
AGAP3	0.0743084539243473	0.701562460786672
AGAP7P	0.321883900693765	0.114596751380271
AGBL1	-0.218011333345292	0.0339829538499953
AGBL1-AS1	-0.0680883299869786	0.545467784503305
AGBL2	0.0682864033676323	0.647886180699752
AGBL3	-0.0500076522347053	0.633716188755534
AGBL4	0.207901029858796	0.0140160017475529
AGBL5	-0.0267794381393553	0.867224089278385
AGER	-0.280975267162829	0.0761216750031634
AGFG1	-0.489205113030904	7.64240606444181e-05
AGFG2	-0.267500156657097	0.0386048682997222
AGGF1	0.0296037728641547	0.840431962745837
AGK	0.162072903958636	0.22530131469665
AGL	0.374409970069179	0.00200605271504913
AGMAT	-0.10693041512399	0.583538099938556
AGMO	0.323802721293775	0.11052796150199
AGO1	0.227611327509464	0.0165074378533592
AGO2	-0.824388787371646	5.09764964201021e-11
AGO3	0.0812735771166988	0.434291011222947
AGO4	-0.0589815078374691	0.68805401472078
AGPAT1	0.399737794598586	0.00015174848446739
AGPAT2	-0.115679422356305	0.749270066357769
AGPAT3	-0.359361774492591	0.00161605939889092
AGPAT4	-0.506515991530581	0.00116441472449143
AGPAT4-IT1	-0.365882152305986	0.096197034043737
AGPAT5	-0.253932558732702	0.0553785727469402
AGPS	0.00361638813349607	0.982091772516803
AGR2	-0.298782573918951	0.407739441101648
AGR3	0.0397196604524872	0.747158658925107
AGRN	0.597473440794721	0.00153613563996828
AGRP	-0.211600008903382	0.176338860224512
AGT	0.127774209763077	0.78355598827225
AGTPBP1	-0.754029771304602	3.22564257543848e-08
AGTR1	0.343293361994428	0.10825416830544
AGTR2	0.0467011477337289	0.627063413814089
AGTRAP	-0.656487284836571	6.760857510082e-05
AGXT	-0.11931773023356	0.494424512545716
AGXT2	0.139208107761783	0.236461351623493
AHCTF1	-0.0571674364437058	0.672621968375188
AHCY	-0.926381718993012	1.60276808294781e-05
AHCYL1	0.1569888233266	0.108369215712847
AHCYL2	0.444791786871855	0.000525726326413985
AHDC1	0.0991222368728248	0.382075118200115
AHI1	0.20498418396042	0.229198431934901
AHNAK	0.856326729317876	8.67365642322289e-06
AHNAK2	0.611492857308529	0.0203571902769292
AHR	0.100633730680201	0.679614072313916
AHRR	0.215429005633158	0.11217274581276
AHSA1	-0.342300798969841	0.00772918846233868
AHSA2P	0.768602727205234	0.00387416235037691
AHSG	0.202315940491924	0.345662938423572
AHSP	-4.82764898656843	1.4128929718583e-07
AICDA	0.0480449800564076	0.747297759076088
AIDA	-0.0331420846357204	0.87004398481695
AIF1	-0.00743409603019707	0.962625347588666
AIF1L	-0.176703761741834	0.387418899026676
AIFM1	-0.250277672846439	0.0193980700502386
AIFM2	0.229067562296152	0.292453364045256
AIFM3	-0.010252545318675	0.948426172821704
AIG1	0.19852313647926	0.268941893722439
AIM2	-0.50618231777409	0.169545123076993
AIMP1	-0.251015493001022	0.0167003845598951
AIMP2	-0.540968103762298	0.00178512890597337
AIP	0.170560231818788	0.188421490211454
AIPL1	0.0407405048285021	0.707279297619694
AIRE	-0.134723881037896	0.320294909326947
AJAP1	0.169015694536117	0.239378208884033
AJM1	0.141784000074776	0.806428582383445
AJUBA	0.681367889078151	0.000279548889150691
AK1	0.0446869108798413	0.770710676549754
AK2	-0.292143896478605	0.00819619290671993
AK3	0.00470592737790021	0.966479415081073
AK4	-0.309690601077476	0.311065539098702
AK5	0.0575383592600529	0.858563661729737
AK6	-0.198189659346296	0.117637719272335
AK7	-0.211028288511125	0.0107207213126129
AK8	0.147127895449264	0.269819780607264
AK9	0.075987093427841	0.632966835996862
AKAIN1	0.147256252936053	0.135974809793272
AKAP1	0.357035347539082	0.125350255995608
AKAP10	0.0239918257587686	0.909358716056571
AKAP11	0.445184440506514	1.44085842061769e-05
AKAP12	-0.0985955130733789	0.843326549975278
AKAP13	-0.0344616227133674	0.821827944361354
AKAP14	0.161528706360598	0.0810448401712795
AKAP17A	0.127107936278382	0.270105444928474
AKAP3	0.283667230523136	0.176152321416939
AKAP4	0.0353860252329028	0.802424341446656
AKAP5	-0.245480180163275	0.0354088928389869
AKAP6	0.00539550950733059	0.982736169673243
AKAP7	-0.35621521635057	0.00184893475412237
AKAP8	0.0810533324245437	0.482343068595503
AKAP8L	-0.366170803712491	0.00161179624118816
AKAP9	0.173551292453688	0.152602791455504
AKIP1	-0.198333490280531	0.170741022711763
AKIRIN1	-0.242832463722301	0.158046798975429
AKIRIN2	-0.171718148376131	0.458965710703543
AKNA	0.0653909556801295	0.755851585017013
AKNAD1	0.176551813712903	0.0974288868934653
AKR1A1	-0.0185678993947302	0.919780781616442
AKR1B1	-0.0205689519514465	0.899799523838312
AKR1B10	-0.0175259273528487	0.9465632706955
AKR1B15	0.19405441429369	0.554990242740004
AKR1C1	0.280275336757427	0.600925092687962
AKR1C3	0.0532939830134431	0.898507957322675
AKR1C4	-0.0546811982529736	0.819526476253614
AKR1C6P	-0.216524389655737	0.0977904252017032
AKR1C8P	0.0881925515148865	0.574322038897619
AKR1D1	-0.171530486901834	0.237480482378311
AKR1E2	-0.183631129028977	0.0905802335953506
AKR7A2	0.58914609862164	1.29833943088082e-05
AKR7A2P1	0.399889712878066	0.00506738060474546
AKR7A3	0.334564541108277	0.00521977986573948
AKR7L	0.326439059308463	0.00390259279793527
AKT1	-0.326519640490396	0.0184511014464312
AKT1S1	0.139668921375431	0.242276485660797
AKT2	1.07856836339633	3.18565247265309e-06
AKT3	0.350744559730323	0.000491735478193822
AKTIP	0.180168889853814	0.059885986143282
ALAD	-0.813554082964718	0.00109740654902028
ALAS1	-0.736363279804193	9.65488314021832e-07
ALAS2	-4.72225603595042	1.8050759594643e-07
ALB	-1.5418529934788	1.10392262679623e-07
ALCAM	-0.0378654681991648	0.897008563747969
ALDH16A1	-0.090209032146511	0.592977785660514
ALDH18A1	-0.180825651736031	0.400849469408378
ALDH1A1	0.0627027046933595	0.745691787950969
ALDH1A2	0.320899325169151	0.143815254845513
ALDH1A3	-0.12106644719359	0.776196469601102
ALDH1B1	-0.261478894304624	0.0230305791272079
ALDH1L1	-0.0450983027518728	0.910086996484715
ALDH1L2	0.194631791247788	0.492363929861457
ALDH2	0.801985879727205	0.0268018495646463
ALDH3A1	-0.0672603956860813	0.631944842869909
ALDH3A2	0.696449509179034	0.00104617418980136
ALDH3B1	-0.178018831180809	0.132122818568918
ALDH3B2	0.0209621586585245	0.870162469371839
ALDH4A1	0.142464033509984	0.396218406445135
ALDH5A1	0.379776021911121	0.0245082353247834
ALDH6A1	-0.0179286444343276	0.943852816207957
ALDH7A1	0.568827692589595	7.73691334036708e-05
ALDH8A1	0.0473428225063168	0.690452951929524
ALDH9A1	0.23447465150424	0.275418944061063
ALDOA	-0.290464734732925	0.0756113456161666
ALDOAP2	0.0787865584108323	0.70560393037917
ALDOB	0.0516856477849004	0.741182569823088
ALDOC	0.0331977148137206	0.870162469371839
