ID	OA.Subchondral.bone.from.medial.tibialvsOA.Subchondral.bone.from.lateral.tibial_logFC	OA.Subchondral.bone.from.medial.tibialvsOA.Subchondral.bone.from.lateral.tibial_padjFilter
ABCB5	0.141933875859977	0.261151243551813
ABCB6	0.14208961586851	0.0658235520607222
ABCB7	0.0922796408658559	0.110733895792593
ABCB8	0.272028214763308	0.00032527980567145
ABCB9	-0.184988130371915	0.00496163032026159
ABCC1	0.172181896534337	0.0237948281871272
ABCC10	0.145747771931839	0.000941909670031193
ABCC11	-0.0199687855776576	0.863148870064931
ABCC12	0.0518034940456751	0.394591525863064
ABCC13	0.013615806039823	0.870013607721004
ABCC2	0.14284658690242	0.106498097334576
ABCC3	0.0863444402785962	0.544881965065077
ABCC4	0.367392193547107	1.15171728545779e-05
ABCC5	0.156284225974927	0.242710415939712
ABCC6	-1.01344720709441	1.33667849449656e-08
ABCC6P1	-0.435798817149315	4.52265549656195e-05
ABCC8	-0.0862951932161486	0.699558691904822
ABCC9	0.166518233567992	0.0650373187658928
ABCD1	-0.2890611591913	0.000599157158997208
ABCD2	-1.24574822952241	9.64434371541597e-08
ABCD3	-0.106155844351228	0.14247133686565
ABCD4	-0.0153309447938987	0.759896353089684
ABCE1	0.377351694085808	1.43255242345513e-07
ABCF1	-0.00448538078344818	0.942125558244208
ABCF2	0.0383287717287129	0.624651888464738
ABCF3	-0.0494225742730592	0.291515172599963
ABCG1	-0.0825496107373027	0.343386000453749
ABCG2	0.0312752575714601	0.852458724898857
ABCG4	0.355056152202351	1.3615072386325e-05
ABCG5	0.239896133125073	7.1934715769619e-06
ABCG8	0.255673924524922	0.0029210249681318
ABHD1	-0.824344183424778	5.72972330990008e-09
ABHD10	0.0216981620876293	0.72744969518012
ABHD11	-0.0599149532332319	0.468241658544715
ABHD11-AS1	0.0519515660807297	0.373621490444566
ABHD12	0.169538113953555	0.0993515915219398
ABHD12B	0.0135717509915239	0.844107432001361
ABHD13	-0.0754821456579782	0.0821021125267534
ABHD14A	0.0352348028643217	0.596081491090418
ABHD14B	-0.629358943041986	1.71076976747048e-09
ABHD15	-0.813696737756533	2.36561469944676e-09
ABHD16A	0.1449783677582	0.0297461366695402
ABHD16B	0.101192415059439	0.321424079443518
ABHD17A	-0.092597698801562	0.162062972901527
ABHD17B	0.15676559723312	0.000705638590885369
ABHD17C	0.349881864067412	0.00020427902735114
ABHD18	-0.123971217945041	0.0443670415106063
ABHD2	0.105319811230666	0.315548356909813
ABHD3	-0.198042429153302	0.0313016029034301
ABHD4	0.133942428999676	0.0367611277595413
ABHD5	-0.469746519797111	5.71153810596149e-05
ABHD6	-0.517033298688986	2.67680959494922e-06
ABHD8	0.208411963575591	0.047126669233715
ABI1	0.111836087088353	0.14247133686565
ABI2	-0.220300249679788	0.0354036843644747
ABI3	0.0814279612270603	0.245863676018658
ABI3BP	0.615685693869626	4.18632144522702e-05
ABITRAM	-0.180451574175759	0.000734936853581723
ABL1	-0.302120359609086	5.33809491375141e-07
ABL2	0.330321426363533	0.00447676987598216
ABLIM1	0.0866601437749601	0.55056120406411
ABLIM2	0.196459140567114	0.00774969153223386
ABLIM3	-1.04586343896198	2.48082674994307e-10
ABO	-0.377985747415485	0.000971613310581004
ABR	0.190224512112941	0.00444201349953347
ABRA	0.053940697319752	0.556593852056415
ABRACL	0.938807148150387	1.79273876331237e-09
ABRAXAS1	0.166858082337363	0.00493088965191388
ABRAXAS2	-0.0971280723214072	0.108192616840928
ABT1	0.146585432171609	0.0089132649661545
ABTB1	-0.357764423024109	4.07012929846478e-05
ABTB2	0.0605583078432073	0.620689871897185
ACAA1	-0.161433023434736	0.00258129044387999
ACAA2	-0.168424932401203	0.0607339533135662
ACACA	-0.218814652502191	0.00698415174155169
ACACB	-1.54601548961243	1.35528763267511e-09
ACAD10	0.0153847264865092	0.825305102132659
ACAD11	-0.0291989476009533	0.863148870064931
ACAD8	0.0196626279026439	0.768445509194071
ACAD9	-0.153568997460345	0.0313779723345869
ACADL	-1.79031400695669	6.94516165928565e-12
ACADM	-0.0497932633313543	0.580768907330155
ACADS	-0.813008649480492	2.00628093607961e-07
ACADSB	-0.268476733832694	4.8180498052643e-05
ACADVL	-0.259120147407369	0.00375739066690082
ACAN	-0.122802390399396	0.606430051806691
ACAP1	-0.550593919844923	0.000139952614963378
ACAP2	0.0990880758440031	0.282920674381634
ACAP3	0.251364608054176	6.69725889847895e-06
ACAT1	-0.314670306008358	8.09233050132149e-05
ACAT2	0.238442121029736	0.000120194216494021
ACBD3	0.325786882923746	2.91522665818182e-05
ACBD4	-0.10114106946242	0.180607253686664
ACBD5	-0.0512687829497604	0.426781904983079
ACBD6	0.210657809519352	4.44813853181372e-05
ACBD7	0.0313789387957009	0.779815209355379
ACCS	-0.353782767178284	0.00164785243341533
ACCSL	0.0582717154470087	0.328196556391332
ACD	-0.0543884149116689	0.366253512459831
ACE	0.162727604301294	0.00995612482359588
ACE2	0.00538459631241306	0.958542088494037
ACER1	0.374157421627993	7.70269701370381e-06
ACER2	0.0383992753798639	0.586829319895812
ACER3	0.00530186158836621	0.939749039687532
ACHE	1.07622689125398	5.42080062314755e-07
ACIN1	0.228400911364215	0.00689302790633341
ACKR1	-0.102543489821203	0.631043434039534
ACKR2	-0.0742953956684032	0.440382773543224
ACKR3	-0.81562173537514	3.83908957365791e-08
ACKR4	-0.348774067337425	8.71707990498625e-06
ACLY	0.308819044865265	0.00026684010981915
ACMSD	0.0486300742230386	0.204672909126843
ACO1	-1.23099847976147	6.71657653411201e-10
ACO2	-0.166831675123211	0.0178690351734574
ACOT1	-0.851764562166895	3.69496317135915e-09
ACOT11	0.667103581389265	1.69637338802267e-08
ACOT12	0.21886701425547	0.0370718558850684
ACOT13	0.127573327199363	0.0901179679223261
ACOT4	-0.872601583090294	4.01678407409553e-08
ACOT6	-0.214909768644266	0.00372165406349196
ACOT7	0.186634283289754	0.0552444815563195
ACOT8	0.0983652131884849	0.079863582585786
ACOT9	0.139587503140342	0.0128471416933354
ACOX1	-0.854290025941342	2.93606449753585e-11
ACOX2	-0.407564416199428	4.30988940825209e-05
ACOX3	-0.0678441347559939	0.359204509811642
ACOXL	-0.289141810019394	0.0621480634145458
ACOXL-AS1	0.127280096721832	0.494307854155721
ACP1	0.328948457911876	1.13993534491784e-05
ACP2	0.00551394124188942	0.952151550048028
ACP4	0.0850587582671709	0.320722440955775
ACP5	0.924468204169468	0.00455437136937308
ACP6	-0.0591844509681794	0.622234424046097
ACP7	-0.589015796869596	3.4751062800622e-06
ACPP	0.0824999031759557	0.142745004711065
ACR	-0.00665557032686337	0.92679084094568
ACRBP	-0.363168861684354	0.00284397606508685
ACRV1	-0.0689794331065583	0.187898554613883
ACSBG1	0.097849121457684	0.164747792667565
ACSBG2	0.236826076838267	0.00248729351374964
ACSF2	0.00960359269975974	0.933394304222915
ACSF3	0.118300119526644	0.469844555045873
ACSL1	-1.50281058254868	1.11128596368711e-07
ACSL3	0.00485007124081172	0.955133558105902
ACSL4	0.453528335971347	1.55032625301119e-05
ACSL5	-0.563154965127939	2.90357400930287e-07
ACSL6	-0.286618080459454	0.124563438840359
ACSM1	-0.175758472601524	0.00299667104380302
ACSM2B	-0.0892532187624093	0.364548236277503
ACSM3	0.121585107435526	0.157499408997054
ACSM4	-0.105617573673975	0.370775089924684
ACSM5	-0.910256524930356	3.72729107997673e-08
ACSM6	-0.0190995766925717	0.75049848447097
ACSS1	-0.078624212031194	0.327669312643263
ACSS2	-0.775993682222939	1.06721654092635e-09
ACSS3	-0.960703878201615	1.66372873015031e-08
ACTA1	1.0120899084569	0.134451472291229
ACTA2	0.59053384323725	4.82266385112946e-05
ACTA2-AS1	0.0209524961844574	0.806010533656344
ACTB	0.0933483478227028	0.195477448297358
ACTBL2	0.360108595840815	9.68425105518074e-06
ACTC1	0.0809117225145091	0.117722722077889
ACTG1	0.383746023374774	1.07970055059477e-06
ACTG1P17	-0.0668634773975345	0.388829647404232
ACTG1P20	0.240447943562984	0.0022950382382404
ACTG1P4	0.803851116381184	0.00186091271580526
ACTG2	0.484267267574854	0.00604282731570854
ACTL10	0.40990609125982	3.88389977496585e-05
ACTL6A	0.363630410928925	5.39063425518483e-09
ACTL6B	0.0847597811269996	0.51487279152832
ACTL7A	-0.0676516054938698	0.558829361999588
ACTL7B	0.0445748530385881	0.60821823070306
ACTL8	0.119341228625769	0.117551905978667
ACTL9	0.106431899120761	0.145612300484887
ACTN1	-0.00195369122925015	0.985438298985809
ACTN2	0.161131258322855	0.0216130984066305
ACTN3	0.0248446398986424	0.803495533037172
ACTN4	0.085002056562784	0.291261033316626
ACTR10	-0.19339443273193	0.00176897382434258
ACTR1A	0.214518965147198	0.000900882620275319
ACTR1B	-0.367943614027178	4.8922629610147e-05
ACTR2	0.288156644342886	0.000332518900641722
ACTR3	0.589238823433766	7.284007368026e-10
ACTR3B	0.284236469062712	0.000672415482675557
ACTR3BP2	-0.0680589861923826	0.338942539315776
ACTR3BP5	0.352284437920622	0.000800874781057639
ACTR3C	-0.245237101081146	0.00529333637403166
ACTR5	-0.0522969138477567	0.257829143758431
ACTR6	0.129218327134264	0.144180359740415
ACTR8	0.154472380944711	0.00680228440877579
ACTRT1	0.0834898736357053	0.229008812172126
ACTRT2	0.0402796821097331	0.643649112292833
ACTRT3	-0.0937854771519548	0.276446223951049
ACVR1	0.494574844909433	2.78148678907524e-09
ACVR1B	-0.0740349798054174	0.327814779270081
ACVR1C	-1.57977723166019	6.09526928015512e-08
ACVR2A	-0.184683348735614	0.0115912054722781
ACVR2B	-0.324817473301556	5.79107017566603e-05
ACVR2B-AS1	-0.23973685509344	0.00208802030763541
ACVRL1	-0.201127269434419	0.239672944042853
ACY1	-0.0784804789929563	0.319338259535555
ACY3	0.0429275534217135	0.598872910878431
ACYP1	0.0189964445446105	0.871595697421766
ACYP2	-0.204499993410684	0.00728821121956378
ADA	0.257601752225195	0.0126892670698778
ADA2	-0.289819799402224	0.119778392653266
ADAD1	0.260932760561562	0.0305724532769623
ADAD2	-0.206918535234822	0.00497228740626255
ADAL	-0.0106103224517318	0.940282870950098
ADAM10	0.760983059006598	9.51928420307934e-10
ADAM11	0.0523407663693609	0.669353978632478
ADAM12	0.299313076775103	0.00029905528943316
ADAM15	-0.0772547458748019	0.527655927671883
ADAM17	0.33047661356672	9.0712487930966e-07
ADAM18	-0.123552509571091	0.198421668736948
ADAM19	0.59259928017679	1.98042629550593e-07
ADAM2	0.0324789586774372	0.474191611267838
ADAM20	-0.242956127272612	0.112645148955906
ADAM21	-0.0123986186353626	0.864310950758793
ADAM22	0.222675884084829	0.00273476418955992
ADAM23	0.0846447595246458	0.0830592448833569
ADAM28	-0.256685183788271	0.0122651444243789
ADAM29	-0.0615764819670481	0.380289724533523
ADAM30	0.07736154675713	0.236799665021213
ADAM32	-0.0138164985523783	0.88453122870915
ADAM33	-0.0673956915965519	0.553308586075816
ADAM3A	0.135059006030644	0.657092166753269
ADAM5	-0.0564048735720828	0.194513681126869
ADAM6	-0.0543542640572827	0.31878122895283
ADAM7	-0.0268785868945027	0.86498899755047
ADAM8	-0.130305270239107	0.581873422970822
ADAM9	0.16068896364865	0.0034076636135113
ADAMDEC1	0.223676756764887	0.00924902228778274
ADAMTS1	-0.552967332782558	0.0414790018058007
ADAMTS10	0.0803185000726643	0.517170108633318
ADAMTS12	0.162832609490166	0.00304347191347752
ADAMTS13	0.0532803021900161	0.445828890413652
ADAMTS14	1.4249670626978	3.81676850861997e-07
ADAMTS15	0.0290172564765374	0.572941809039549
ADAMTS16	0.175608592802846	0.045011788768646
ADAMTS17	0.546797207006412	1.53671845272804e-06
ADAMTS18	-0.728174962667616	0.00500872595334907
ADAMTS19	0.00499065648644859	0.966888969554749
ADAMTS2	0.115965164368058	0.213650543571205
ADAMTS20	0.0274740344130482	0.587591306677625
ADAMTS3	0.569457284159592	6.04071047868524e-07
ADAMTS4	0.232324925161249	0.297877241976456
ADAMTS5	-0.832159279195615	8.25958954652074e-07
ADAMTS6	0.752040957423405	3.20355580112087e-07
ADAMTS7	0.300815240307921	4.23984012041651e-05
ADAMTS7P1	0.548852764943234	5.06939430979067e-07
ADAMTS8	0.0651051291571427	0.351094386374318
ADAMTS9	0.685321638665343	0.000116846640693267
ADAMTSL1	0.0734045009700983	0.335976185908919
ADAMTSL2	1.1477923194636	1.18624139709447e-07
ADAMTSL3	-0.268046445090304	0.104301105750757
ADAMTSL4	0.251060745029484	0.00156969824921332
ADAMTSL5	-0.152848252440238	0.0409164267221561
ADAP1	-0.137721122633103	0.081747751602384
ADAP2	-0.732021077345395	1.62975225986913e-07
ADAR	-0.223433618204156	0.0446587518785391
ADARB1	-0.120942896483712	0.228189827811373
ADARB2	-0.00414075589443019	0.977232206816764
ADARB2-AS1	0.109823898570871	0.215232874288188
ADAT1	-0.200850096069249	0.0228190836644984
ADAT2	0.0309255018218852	0.569014778469794
ADAT3	0.329117432779348	0.00048015260867238
ADCK1	-0.228613425447478	0.00179606058585772
ADCK2	0.0838551093291029	0.326815001731848
ADCK5	0.246398819235621	0.00113725346513303
ADCY1	0.205566266516536	0.0331466939667263
ADCY10	-0.0155459328610776	0.800793753975484
ADCY10P1	-0.358941376617855	0.00894985036808892
ADCY2	-0.0895908813956865	0.148092459987985
ADCY3	0.45317430512794	0.00196385875365438
ADCY4	-0.301103829082464	0.00162892519832826
ADCY5	-0.944752450121016	1.26395583315037e-09
ADCY6	-0.610427151348075	2.08183552053188e-07
ADCY7	-0.244500716867169	0.0202305533969707
ADCY8	-0.00931649469462226	0.830187475201778
ADCY9	-0.0812776052840753	0.321029114715819
ADCYAP1	0.50200111945437	0.00692933749746078
ADCYAP1R1	0.148068353934436	0.186581816213406
ADD1	-0.344232731297636	0.000938222753972576
ADD2	-0.029706588620833	0.814062350246323
ADD3	-0.353952117348316	0.00027455966667551
ADGB	-0.0917527448683852	0.0833268498379203
ADGRA1	0.00361170838068059	0.95185746056336
ADGRA2	-0.0525135289877028	0.540842284601488
ADGRA3	-0.161213386491406	0.0490265717501942
ADGRB1	-0.0650484510712825	0.509578084316249
ADGRB2	0.318082063886861	0.00262104445447104
ADGRB3	-0.25177610025589	0.0801975385033759
ADGRD1	0.0439213777107135	0.707560486884329
ADGRD2	0.0277300435688534	0.81176230748491
ADGRE1	-0.0638715345416792	0.453907265880973
ADGRE2	0.431369059411056	0.00848405270862149
ADGRE3	0.070730863263905	0.562323331540883
ADGRE4P	-0.127749285875454	0.0720493203146126
ADGRE5	0.280327385525142	0.00493368669537589
ADGRF1	0.0153608238062253	0.86668545962147
ADGRF2	0.142206808643702	0.121486676856274
ADGRF3	0.115466657418127	0.149546435863541
ADGRF4	0.133897909309025	0.0896482567182299
ADGRF5	-0.614573368279473	3.48384999802136e-06
ADGRG1	-0.810094015304394	1.54895496351077e-08
ADGRG2	0.447337120107268	0.0158759660138352
ADGRG3	0.219684610718891	0.00799338727739568
ADGRG4	0.0572084828929027	0.376164645710864
ADGRG5	-0.144359022884887	0.134523327423352
ADGRG6	-0.806051065857369	9.97345761030036e-06
ADGRG7	0.17457896968364	0.128952586322326
ADGRL1	-0.0521290956075848	0.631845194058146
ADGRL2	0.0268220674851101	0.795697944349367
ADGRL3	-0.02548831593103	0.638225218416341
ADGRL4	-0.161194130486857	0.0948378737288136
ADGRV1	0.0524905313280382	0.55416046124991
ADH1A	-2.96194650077807	7.29708352155163e-08
ADH1B	-2.87983204823676	3.04827728747706e-08
ADH1C	-2.74946878988674	2.31695746059664e-08
ADH4	-0.230123061521202	0.0449896706516411
ADH5	-0.481097974805275	8.19152162575615e-07
ADH6	0.00611917765121461	0.90968018441978
ADH7	-0.0203731078006024	0.745040389880684
ADHFE1	-1.21568347422844	6.71688899272582e-11
ADI1	0.150177892101338	0.00619222517948532
ADIG	-0.0364098441522431	0.390192442206253
ADIPOQ	-2.720489681971	7.72889874265376e-07
ADIPOR1	0.0686795047600413	0.307051656098923
ADIPOR2	-0.726780535699589	1.14800489132426e-09
ADIRF	-1.24479220521455	1.61267546956914e-07
ADIRF-AS1	-0.401383845450443	0.000567181568582418
ADK	-0.0754796850448543	0.3959839341108
ADM	-0.534946305014255	0.00728821121956378
ADM2	0.196297218400456	0.032338794027833
ADM5	-0.0365614209181473	0.442764262027379
ADNP	-0.00837994566734146	0.922536335232483
ADNP2	-0.136369373165365	0.0663018070873557
ADO	0.154512782689196	0.0081289399558141
ADORA1	-0.239269768166635	0.0208392687673674
ADORA2A	-0.0562860587565481	0.433524637624518
ADORA2B	1.07236648348188	8.36175829224222e-10
ADORA3	0.275867386544109	0.0514105583077596
ADPGK	0.0845049515613265	0.239766647004894
ADPRH	0.0296531245919862	0.701772423533102
ADPRHL1	0.0316218207551433	0.631043434039534
ADPRHL2	-0.0526721292773793	0.510489880255401
ADPRM	0.111158454963938	0.101600674299265
ADRA1A	0.168906667682482	0.413433092432832
ADRA1B	0.104407097597196	0.443727060732941
ADRA1D	0.229870026306451	0.000351743566175422
ADRA2A	-1.17292139440616	2.76132264220604e-06
ADRA2B	-0.315095886867873	0.0007977954596745
ADRA2C	-0.279612852503657	0.144864254709895
ADRB1	-2.09513542963669	1.01499495902943e-10
ADRB2	-0.984642958413882	5.41579428096842e-08
ADRB3	0.0474339445820755	0.685683547767083
ADRM1	0.062629019872098	0.44922480861074
ADSL	0.312624885285203	0.00124613160548013
ADSS1	-0.416070441147824	0.000244733599042883
ADSS2	0.612468782500036	7.63387534059511e-07
ADTRP	0.122420844434711	0.150487283077431
AEBP1	1.25554533286817	1.3154470224137e-06
AEBP2	-0.193972215148227	0.00410991557151243
AEN	0.393720548966406	4.01742921217061e-05
AFAP1	0.0920460820321001	0.26801799297828
AFAP1-AS1	-0.0116845834396582	0.767500229502599
AFAP1L1	-0.863458172611629	1.98929468860257e-09
AFAP1L2	0.106426244382526	0.296054235803174
AFDN	-0.281632966641268	0.000408186280909539
AFDN-DT	-0.0373369603740672	0.655397923151291
AFF1	-0.422387538287383	0.000699110711429454
AFF2	0.360660417168619	0.000274672216774539
AFF3	-0.727891898090426	1.77827893485693e-10
AFF4	-0.0647035877753233	0.225031072653711
AFG1L	0.420634841226834	3.82955507528015e-07
AFG3L1P	-0.00180221889909049	0.990768691236634
AFG3L2	0.128546365427036	0.110303101497523
AFM	0.020994783189396	0.750800844365111
AFMID	0.197514629056355	0.0228211807193742
AFP	0.121600779123707	0.12905727551338
AFTPH	-0.184090670695255	0.000707727165657187
AGA	0.14439539694861	0.19919670922171
AGAP1	0.233548940548822	0.000317396303192816
AGAP11	-0.176417461433008	0.0726476329717341
AGAP2	-0.154431564163271	0.212890549659944
AGAP2-AS1	0.70845779961804	5.25771234940651e-08
AGAP3	-0.217566267363505	0.017937726905635
AGAP7P	-0.378516466480914	0.00104844692755321
AGBL1	0.137058868308888	0.0189868106591032
AGBL1-AS1	0.0298434296398957	0.636730903057221
AGBL2	0.0467565809507082	0.558333483070848
AGBL3	0.0678602893113203	0.196402947927103
AGBL4	-0.0415516435319949	0.41994503032014
AGBL5	-0.116220057496656	0.105850426446991
AGER	-0.157329905148959	0.0799035519685764
AGFG1	-0.386218772074967	4.14376163451872e-07
AGFG2	-0.0434549762538792	0.59507885008617
AGGF1	-0.0635612689754428	0.363000750114263
AGK	0.131638795898573	0.0725334541060201
AGL	-0.193914798478502	0.00490466542317749
AGMAT	0.467163481517339	7.05202508081506e-06
AGMO	-0.628944268396586	6.4070855088228e-07
AGO1	0.0304924692297188	0.614284633465008
AGO2	-0.094213877576081	0.0861528801278505
AGO3	-0.0788207679716226	0.149740198519609
AGO4	-0.264830574969444	0.000246389348082365
AGPAT1	0.197551189648195	0.000868212223117417
AGPAT2	-1.23311908494776	2.59305453075044e-09
AGPAT3	-0.124978902823749	0.0531655478171742
AGPAT4	0.416050234656963	1.00780880493807e-05
AGPAT4-IT1	0.0831783010124507	0.538625947375165
AGPAT5	0.47529551681704	5.13304058582993e-08
AGPS	-0.024464506815109	0.75492601944713
AGR2	-0.0487088820348589	0.823713482194272
AGR3	0.0327310190920951	0.606643572126918
AGRN	0.337630070478554	0.00174113998676149
AGRP	-0.0548246704986939	0.564353166321848
AGT	0.626998059674817	0.00336453216589728
AGTPBP1	-0.260194037078481	0.000173841008465325
AGTR1	-0.577792763391841	6.95597114512065e-06
AGTR2	-0.0806718379221421	0.0887298785757022
AGTRAP	-0.0398608687621564	0.696526104286939
AGXT	-0.130879826790992	0.14719378793903
AGXT2	-0.0639411114407258	0.342158685889235
AHCTF1	-0.215148971449368	0.00110716141225452
AHCY	0.307599511137838	0.00790554389876616
AHCYL1	-0.270860342341583	4.63932432501699e-06
AHCYL2	-0.00939718763070552	0.913679348130508
AHDC1	0.123067468346704	0.0384896997776466
AHI1	0.00483393469581195	0.966002794636751
AHNAK	-0.393896202924251	0.00020427902735114
AHNAK2	0.50866005849882	0.0008733422772803
AHR	0.71774266120749	9.48258275237309e-08
AHRR	0.15165506943708	0.0453909146251626
AHSA1	0.00575211682401466	0.948522998029981
AHSA2P	-0.117263280604638	0.473582631735253
AHSG	0.0684436075337853	0.586496479962704
AHSP	-0.586948011331353	0.21826813184064
AICDA	0.0712926685183994	0.325566093873204
AIDA	-0.0268396506180135	0.797766471877637
AIF1	-0.127745454188181	0.0641550583607695
AIF1L	-0.483422294551481	2.04566288459744e-05
AIFM1	-0.0777133935358236	0.216816785109307
AIFM2	-0.774628131046363	2.06995160809312e-08
AIFM3	-0.0435297456644257	0.56564565287314
AIG1	0.0830571708355716	0.422317736069255
AIM2	0.052891478888685	0.823196005402974
AIMP1	0.0634649347305825	0.310993818189528
AIMP2	0.363903268354118	0.00029889467434355
AIP	0.106729442761285	0.140521901777011
AIPL1	-0.000863790451874458	0.988682332266528
AIRE	0.131946602153322	0.0687512783890368
AJAP1	-0.063281422561654	0.451242666805418
AJM1	-0.118501745793318	0.690677037989121
AJUBA	0.077910499879966	0.492361940316663
AK1	0.187001745468059	0.00789649352777305
AK2	0.288442530140342	1.65944559075728e-05
AK3	-0.0663741778120901	0.175641111205747
AK4	-0.720191493747196	2.85259498749781e-05
AK5	0.851012898077078	2.16701141078324e-07
AK6	0.0563018888751685	0.459181448955879
AK7	-0.118074219846151	0.0121991966207152
AK8	-0.00870282550647872	0.920198398875774
AK9	-0.0488444559143524	0.569083372710295
AKAIN1	-0.100160171093686	0.0690327925060844
AKAP1	-0.909855062049688	6.75839743775547e-09
AKAP10	-0.0201833745995668	0.851341000200365
AKAP11	-0.221535397821194	0.000109836253485551
AKAP12	-1.48569854349747	2.16293825054449e-08
AKAP13	-0.0955093145256338	0.177966350264105
AKAP14	-0.0403929790598312	0.473360264408301
AKAP17A	-0.198600535613844	0.0016102701568479
AKAP3	0.027720718767001	0.837388896905554
AKAP4	0.0926439904013581	0.157459768283062
AKAP5	0.145210092446083	0.0286157812084768
AKAP6	0.137636970921855	0.207794473543681
AKAP7	-0.160624637603041	0.0130021544755699
AKAP8	-0.292970997010002	4.33667935947586e-06
AKAP8L	-0.279440472355732	4.90627589930138e-05
AKAP9	-0.0543313967564085	0.451559827533363
AKIP1	0.512948519197053	3.94891459920023e-08
AKIRIN1	0.35830505233012	0.000249525220905832
AKIRIN2	-0.0246425492863285	0.859866266305172
AKNA	-0.281074760437974	0.00392686675359149
AKNAD1	0.0539295543644132	0.394894892210985
AKR1A1	0.163387185336189	0.0404899609292386
AKR1B1	0.299843593650953	6.21715412572504e-05
AKR1B10	0.799508809805699	5.73278789292561e-09
AKR1B15	1.00482656863718	1.01524838448037e-07
AKR1C1	-1.6356934013702	8.33514143669124e-08
AKR1C3	-1.07905108675929	2.231773290068e-07
AKR1C4	-0.586142149851844	1.07838179923116e-06
AKR1C6P	-0.0281602041609741	0.736013203369716
AKR1C8P	-0.115195028630086	0.146858115072163
AKR1D1	0.00463137395403113	0.961632836974638
AKR1E2	-0.076994829454553	0.220085428255416
AKR7A2	0.0568122580057882	0.468532661827221
AKR7A2P1	-0.0815023233398815	0.339912173640292
AKR7A3	-0.000845431983680811	0.991575379927806
AKR7L	0.0415840818886952	0.557117673458579
AKT1	0.208661707485591	0.0083589214783243
AKT1S1	0.00331964051909672	0.966565375691471
AKT2	-0.968215079432515	6.36357826518654e-10
AKT3	0.0526428634038627	0.377806136702262
AKTIP	-0.17144776010338	0.00173510968809383
ALAD	-0.112675336138562	0.456032857774764
ALAS1	-0.168179214388523	0.0309164563941474
ALAS2	-0.487941237557537	0.307995147122595
ALB	-0.0338324600286883	0.843321944594532
ALCAM	0.314495491790979	0.0143969779307518
ALDH16A1	-0.0784836959959492	0.374130716176256
ALDH18A1	0.847559916572717	1.5974905159761e-09
ALDH1A1	0.0831160120990173	0.381884601949839
ALDH1A2	-0.166305885188671	0.181934622368668
ALDH1A3	0.413725036866355	0.0339279483664236
ALDH1B1	0.309483450537739	1.06395832051512e-05
ALDH1L1	-1.31195500992504	1.6561148156649e-09
ALDH1L2	1.03083362477993	4.62515233833188e-09
ALDH2	-1.37483766891203	1.96421955917113e-08
ALDH3A1	-0.172029405393126	0.0119375281183046
ALDH3A2	-0.673762584788914	4.99825274955148e-07
