gene_name	Injured_C57BL_6_2_weeks_post_injuryvsUninjured_C57BL_6_2_weeks_post_injury_log2FoldChange	Injured_C57BL_6_2_weeks_post_injuryvsUninjured_C57BL_6_2_weeks_post_injury_padj
Tmem213	0	NA
Svopl	0.267871584290327	NA
Npvf	0	NA
Nfe2l3	0.624597583746155	0.423093280427095
Trim24	-0.00998143929488045	0.986984046506407
Cbx3	0.00465888737429386	1
Ptn	0.826234546162713	0.0306718641466766
Mtpn	-0.0757652722891702	0.568321021807346
Slc13a4	0.0445973843185227	1
Hoxa1	0.0607870175840384	NA
Slc23a4	-0.163892343869049	NA
Stra8	0.369708916615567	NA
Tcaf2	0.70810133919167	0.0906984284529553
Epha1	-0.166231730644092	0.903174616007331
Zyx	-0.192805682302253	0.419012177594995
Fam131b	0.139734621100811	0.856386493728863
Clcn1	0.175326324184457	0.838155579404816
Casp2	-0.243759363153266	0.33533438325583
Gstk1	0.129211847971358	0.806586813439383
Sval1	NA	NA
Kel	-0.438733947321441	0.179653034420526
Llcfc1	-0.00527888579401115	NA
Trpv6	-0.20819941969844	NA
Ephb6	0.446403690839165	0.575535082712991
Ccdc184	0.649521047944272	0.483631824548694
2210010C04Rik	-0.0551541439758263	NA
1700074P13Rik	NA	NA
Moxd2	0	NA
Prss37	0	NA
Mad2l1	-0.447493484411214	0.0229900826152522
Ssbp1	-0.0808204770839333	0.640826472500548
Prdm5	0.456019164775312	0.248131472781153
Clec5a	-0.307418133037216	0.0567858535479022
Agk	0.221062641431029	0.53823130902175
C130060K24Rik	-0.839734598210215	NA
Mrps33	-0.0330035402876953	0.921527576797731
Hpgds	-0.288957872578067	0.159789037816529
Smarcad1	0.169386281429163	0.670406374850226
Mkrn1	-0.341386293716887	0.130056820398117
Rab19	-0.353728192522315	0.635793264818234
Slc37a3	0.317539633671084	0.282987156325834
Tbxas1	-0.388145744755507	0.0145589720120637
Gfpt1	0.0965997631301438	0.8597456506252
Nfu1	-0.144847416405267	0.449393975169223
Anxa4	0.240422234077222	0.419009886861428
Pcyox1	-0.180586945948645	0.521873472019279
Tgfa	0.273763081643818	0.67084595934847
Add2	-0.345691656353155	0.300099905063253
Figla	0	NA
Dusp11	-0.0660438754697986	0.863860578298226
Nat8	0.498810168473135	NA
Cct7	-0.162862647335654	0.468126218717859
Pradc1	-0.211309711866213	0.594419444806936
Zfp638	0.0137486207063169	0.943015826000624
Reg3g	0.0891936320181691	NA
Fbxl14	-0.145234698970502	0.500987414653275
Prickle2	0.559786091998065	0.0356620875513783
Adamts9	0.35757672176617	0.0617265177567607
Lrig1	0.0100028424280691	1
1700003E16Rik	0.0827727669249678	NA
Kbtbd8	-0.085599584865971	0.938170322703605
Wdr54	0.529106597216831	0.329581227523758
Ino80b	0.0178050698769072	0.958363561622663
Wbp1	-0.31323175947096	0.084675901702519
Mogs	-0.022280766612317	0.985788666915324
Mrpl53	0.0227602329061691	0.959502470209085
M1ap	-0.248092025793104	0.757832629653033
Pole4	0.00846386070566848	0.980694439231927
Tacr1	1.69015991372648	0.00160706567660486
Mrpl19	-0.212133817482588	0.534685014267805
Bmp10	0.00578774295222885	NA
Arhgap25	-0.252756319384544	0.17997367701561
Gkn3	-0.244200288303336	NA
Gkn2	0	NA
Gkn1	0.00578778928852077	NA
Aplf	-0.207000782262758	0.308717430758443
Gp9	-0.489356449623056	0.0643883309857391
Rab43	-0.249739095820533	0.822573341158159
Isy1	-0.10688592589898	0.762853368727653
Cnbp	0.00636936269282775	1
Copg1	0.21516543345613	0.275284974605961
Tmf1	0.180035733763877	0.399342385851823
Hmces	0.1260670239277	0.740231856920808
Uba3	0.0600518379336669	0.761793336565677
Rpn1	-0.015711076957996	0.960286638235956
Frmd4b	-0.0206620544088392	0.984360056264103
Foxp1	0.0218031681879816	0.96447061845616
Gm20696	0.43577412728962	0.71064220191241
Prok2	-0.553768013891996	0.423535219549967
Gxylt2	0.580544669763772	0.00708408281193853
Cntn3	0.0633337899597194	NA
Chl1	0.557236596381379	0.494262298277138
Ruvbl1	-0.0775134811230006	0.621319109136086
Sec61a1	0.126549877245773	0.43322435844897
Abtb1	-0.256031707224314	0.36801888162099
Plxna1	0.0618485571656839	0.931263386476826
Chchd6	-0.0150811447206186	0.988625002130363
Klf15	-0.0575085200652908	0.938654010352706
Aldh1l1	-0.0179708495722939	0.958759705695004
Slc41a3	0.0735779375213964	0.910592448088574
Nup210	-0.309865282264091	0.260546900176846
Cntn6	0.00272205870034109	NA
Wnt7a	0	NA
Xpc	-0.151982796141303	0.362792463038923
Tmem43	0.249681404623325	0.171084164108055
Slc6a6	-0.0322104131129717	0.928996461895769
Grip2	0.250224926081554	0.714446835331198
Sumf1	0.156383271110395	0.35647476609799
Itpr1	0.0627569253054683	0.902378443683122
Bhlhe40	0.0708668995164196	0.912568397120457
Edem1	0.0858908214624973	0.787736418792088
Arl8b	-0.0833537871229025	0.729133811283171
Usp18	-0.298676308776632	0.574056934950111
Slc6a13	-0.234469316308905	0.725125580311501
Slc6a12	0.00980536301821132	1
Ret	0.528118236044781	0.111634613172577
A2m	0.190271480350629	0.709111450344904
Klrg1	0.160447586124272	NA
Mfap5	1.03413921318065	0.0439105699802725
Gdf3	-0.425421860434927	0.502077051321265
Mlf2	0.0516482807840309	0.851922900710884
Ptms	0.451043563266259	0.0134801715256043
Plxnd1	0.0305906380923858	0.958779926322091
Lag3	-0.0726704355221921	0.9446982914122
Lrrc23	0.800092115971247	NA
Tmcc1	-0.150794044938801	0.484117823651017
Cops7a	0.0491644255698999	0.902378443683122
Mug2	0	NA
Rasgef1a	-0.0660196352814147	0.918467105209392
Tuba8	0.206905570414807	0.634895446537657
Bms1	0.017332964780626	0.961521441145571
Clec4e	-0.103266175867832	0.921840771718902
Gm8882	NA	NA
Clec4d	-0.113082344207678	0.86086741788975
Zfp248	0.141764125694706	0.853489412569343
Clec4b1	0.156442920417772	0.84585823078552
Clec4a2	-0.257930920294272	0.153842448710961
Klrk1	-0.42856976784541	0.422018594363061
Klrb1f	-0.343486231595803	0.4887076109586
Clec2e	0.877512743190373	NA
Cd69	-0.305194380930929	0.673061883829782
Clec2d	0.0328569176715317	0.896764074042919
Clec12b	-0.0780530195610813	NA
Clec1b	-0.477906969693173	0.0221280729817824
Tmem52b	0.676355617645885	NA
Gabarapl1	-0.0783744392725875	0.683664305234414
Olr1	-0.262794822859613	0.66595157726177
Klrd1	-0.00324130369219221	0.992065128460991
Rad52	-0.0254668363479219	0.994144120703334
Klrc1	-0.062834637171021	0.966978637375702
Adipor2	0.0118141821397803	0.978539402363731
Wnt5b	-0.00556362129152714	0.986500885517265
Erc1	0.0370130422587577	0.969928556105417
Klra5	0.334469060373482	NA
Ccdc77	-0.40902629618275	0.0121950429727678
Klra13-ps	-0.680125465834811	0.29168898860636
Kdm5a	-0.0649896421103696	0.838914555592449
Klra2	-0.310238439407504	0.305212414496076
Magohb	0.0979756209079083	0.854601780166446
Ybx3	-0.0133516887697593	0.977896443675822
Tas2r116	NA	NA
Tas2r103	NA	NA
Etv6	-0.183860715944715	0.339697645256249
Bcl2l14	-0.239461535792522	NA
Lrp6	0.0921598774545093	0.84371787625348
Dusp16	-0.00645691785869395	0.994990772489543
Ddx47	0.0536515882187473	0.931436652120993
Gprc5d	0.451300412813702	NA
Gsg1	-0.0618245296002026	NA
Fam234b	-0.228917323046215	0.545464176454784
Emp1	0.75179857989555	0.015808675850582
Grin2b	-0.158954796151529	NA
Atf7ip	-0.0653019586436041	0.880722997690821
Plbd1	-0.29787918361083	0.0367539178928417
Wbp11	-0.0131240703858929	1
Art4	-0.336067661678164	0.390315241148435
Mgp	0.580189542955637	0.0128133798437573
Erp27	-0.40422859329221	0.718509511595917
Arhgdib	-0.29121998238283	0.0646827536209977
Rerg	0.210869684621982	0.74118753298866
Ptpro	-0.428200896816555	0.281296314860633
Strap	-0.0759674336954616	0.671223975739854
Dera	-0.134896401589486	0.801297000998234
Lmo3	-0.125904170597868	NA
Pik3c2g	0.32713401914851	NA
Plcz1	-0.00887198616126707	NA
Plekha5	0.176947376109245	0.714980891283645
Aebp2	-0.0733480065897192	0.691447775533236
Slco1c1	0.140559448997248	NA
Slco1b2	0.0362031902802771	NA
Slco1a4	-0.659100783326623	NA
Recql	-0.0746926901595291	0.888154216832785
Gys2	0.484594808904549	NA
Golt1b	-0.0185865830675053	0.979691041398452
Ldhb	0.0212245650522608	1
Kcnj8	0.123252784747381	0.71011476249245
Abcc9	0.0812131515736041	0.868685279555878
Rad18	0.100364273626031	0.760101750562771
Sspn	0.246382052543092	0.331122081040659
Bhlhe41	0.0609784209444802	0.933567863809916
Srgap3	0.100854101591319	0.716342022155382
Rassf8	0.50547511800922	0.0676605105259064
Lrmp	-0.202154619426434	0.272123779690975
Thumpd3	-0.0657038463360005	0.820951783603867
Kras	-0.0153946328130626	0.963810945725375
Bcat1	-0.0147612438067653	0.98132422753891
Mtmr14	-0.395125383684354	0.049522395484447
Cpne9	-0.203379877410311	0.863580215744797
Ogg1	0.00562104078798791	0.984889215420328
Camk1	0.145649251611388	0.35647476609799
Etnk1	-0.123109440168465	0.267087622302302
Ttll3	0.0400299237865892	0.961426420938835
Cidec	0.034005435699239	0.992065128460991
C2cd5	-0.299936241630463	0.18075363226946
Il17rc	0.274488650948836	0.836188406168355
Cmas	-0.253572704004352	0.130379774807124
St8sia1	0.161821182867049	0.861889627339767
Creld1	0.244507906400215	0.302120961811146
Emc3	0.0776097630646242	0.548487382669571
Itpr2	-0.00973510558113712	0.993249874153838
Med21	-0.118487407976201	0.526767192895128
Smco2	0.0170327587991868	NA
Sec13	0.0558585023448551	0.8717695965461
Ccdc91	-0.00522792275358889	0.970255930438852
Atp2b2	0.107403260094558	NA
Far2	-0.13233849702367	0.714446835331198
Ergic2	-0.00897627374458288	0.979275287319194
Tmtc1	0.236822495656038	0.482276488365556
Slc6a11	0.0095007724783582	NA
Caprin2	0.32725120527085	0.373550841990071
Slc6a1	0.361754912357619	0.542255378952395
Dennd5b	0.117193058795432	0.812762690537062
Atg7	-0.141957091267035	0.716342022155382
Vgll4	0.166033559877829	0.218566695501377
Tamm41	0.0958485361868053	0.841670246656217
Timp4	0.231712808702691	0.786723070210187
Cand2	0.0988381497760949	0.87976142865015
Efcab12	-0.830537436205213	NA
Mbd4	-0.227759496558722	0.227466580683243
Ift122	0.105542266749097	0.844866202646405
Rho	-0.0958820858011123	NA
Klrb1c	-0.179038577551876	0.784422901525912
Necap1	0.10014402859223	0.522544466452404
Pianp	-0.0121870852277815	0.938654010352706
Ing4	-0.0270543300328318	0.898352924183296
Mrpl51	-0.0284763289331182	0.902378443683122
Cd27	-0.506236605355618	0.116655605189928
Vamp1	-0.248610390251387	0.169493021104974
Ltbr	0.140288035558853	0.873497525666444
Scnn1a	-0.35315597986279	0.277272274132024
Tnfrsf1a	0.393743653772675	0.0229900826152522
Cd9	0.0500327589339021	0.791476428482056
Akap3	0.0199325593150801	NA
Dyrk4	-0.0134047766032158	NA
Rad51ap1	-0.415493021432049	0.0895799407385071
D6Wsu163e	-0.143340612302883	0.709885367216036
Prmt8	0.262506828089774	NA
Tspan11	0.683181792367538	0.270438231427528
Tspan9	0.139853089659447	0.796157448863509
Tead4	0.129293409577759	0.854455218779273
Fkbp4	-0.0561960525835685	0.81092982505867
Pzp	0.553556059713829	NA
Klrb1a	-0.261415235927992	NA
Clec2j	0	NA
Clec2h	0.055320356112309	NA
Clec2i	-0.224256797850809	0.564765803564347
Ceacam12	0.00578529068526424	NA
Ceacam11	NA	NA
Psg28	0	NA
Strn4	-0.173608010485831	0.266029727223563
Slc8a2	0.373662820489897	NA
Sult2a8	0	NA
Mzf1	0.0215111837651469	0.994125389476393
Slc27a5	-0.605994242797429	NA
2900092C05Rik	0	NA
Zfp606	-0.025352784467833	0.947594393076368
Zik1	-0.0880484711875326	0.915220213487335
Mark4	-0.0253030986615579	0.93848095854191
Ckm	0.188750406425664	0.748888898155592
Ercc2	-0.302468790291525	0.436075162399259
Rtn2	0.149407775867291	0.812130695135808
Ppm1n	0.645980173058978	NA
Vasp	-0.148631117019942	0.411337155433271
Gipr	0.518517564644592	NA
Qpctl	0.188963987523295	0.478787464146533
Dmpk	0.187328933896471	0.656671322230777
Dmwd	-0.0159792336636241	1
Nova2	0.28957111821561	0.471620698648578
Pglyrp1	-0.362145796672695	0.165229444433016
Pdcd5	0.132372755246313	0.605164732568856
Uri1	0.136726277913708	0.690033313557611
Pop4	0.084035246783998	0.917456308103839
Zfp939	0.487434641603681	0.28926397828668
Lilra6	-0.312793549767991	0.0862169441814676
Ttyh1	0.0943093257927184	0.938170322703605
Tmem238	0.345990719520858	0.772029088564664
Rpl28	-0.074324834867322	0.86890666946362
Sbk2	-0.0499673135075681	0.960286638235956
U2af2	-0.118417022031432	0.286535960865418
Zfp583	-0.434505020057807	0.363236384805678
Zfp273	0.055637547230859	0.942818637583239
Cyfip1	-0.0371347735981566	0.926142689721403
Oca2	0.699705333628939	NA
Herc2	-0.233046948879865	0.242920277789741
Nipa2	0.138321032343998	0.673061883829782
4933421I07Rik	0.00510628753064691	NA
Psd3	0.474160225839889	0.051550881632034
Siglecg	-0.365191174415915	0.209358735092882
Zfp719	-0.227715842716043	0.829349826070483
Csrp3	-0.183569568392679	0.782158306217392
Zdhhc13	-0.184729144884682	0.368569550366379
Ceacam18	-0.261567295751656	0.829546598624296
Siglece	-0.223607608529239	0.345057799591333
Cyp2b10	-0.0458836412261753	NA
Lypd5	0.251380509890786	NA
Zfp108	-0.317949377906294	0.510240560408369
Tdrd12	0.340788072657374	NA
Slc7a9	-0.408365227818117	NA
Faap24	-0.115330241253273	0.818246442437043
Rhpn2	-0.0365457543020018	0.948944627821558
Slc7a10	0.465841328490178	0.542044527771236
Gas2	-0.0624803685678664	0.965895530344684
Kctd15	0.278648132335985	0.389049581719734
Slc17a6	0	NA
Prmt3	-0.0969580404633397	0.677856194541391
Dbx1	0	NA
Asb7	-0.15439501941314	0.621319109136086
Cers3	-0.290584220660199	NA
Snrpa1	0.00606174959286173	0.997793784502993
Pcsk6	0.370964898768907	0.0946596077840035
Tarsl2	0.000710051631677593	0.990783143294064
Tjp1	0.118897391404665	0.796157448863509
Fam189a1	0.16998403115994	NA
Apba2	0.496820179800738	NA
Mphosph10	-0.149215892910322	0.29168898860636
Mtmr10	-0.0173960465659886	0.984908307223061
Trpm1	0.246431283737858	0.874162324924801
Chrna7	0.168066254633324	NA
Crtc3	-0.0201555908888475	0.986496606013669
Blm	-0.310165289346342	0.413142704470279
Furin	-0.0887418776430528	0.813996951692987
Hddc3	0.0913070186510296	0.841915131866589
Unc45a	0.0849344479142903	0.904800865186591
Vps33b	-0.0513932386751754	0.911484754421007
Iqgap1	-0.0550824072227716	0.838248498371052
Cib1	-0.184565038785808	0.390365610464219
Sema4b	-0.330237912290308	0.119919128207835
Idh2	0.023322627014168	1
Mesp2	0.650539262976279	NA
Mesp1	0.00577634241069133	NA
Pex11a	-0.0659058019234643	0.910200795835647
Plin1	0.385433758742093	0.421251448889731
Rhcg	-1.15236208131043	NA
Nr2f2	0.28264643579403	0.29774046565056
Pgpep1l	-0.211848437860869	0.839964656544465
Synm	0.115777199413994	0.863908296082178
Ttc23	0.15382615871892	0.746697152671582
Lrrc28	-0.237555855650519	0.501942075593431
Mef2a	0.0296199971936715	0.920843637617589
Rab38	-0.213023445128439	0.76831773249735
Ctsc	-0.0921216104965055	0.80276642370446
Nox4	1.13062188054061	0.00821307331334178
Cd22	-0.475350412919248	0.389194892479144
Tyrobp	-0.213944667382359	0.218376054295503
Sipa1l3	0.0320515934322191	0.972343113111682
Dpf1	0.32849419727842	0.818246442437043
2200002D01Rik	0.443057413879311	0.302175679752279
Yif1b	-0.170216911846706	0.766900782380358
Rasgrp4	-0.0851971229303813	0.895614676568267
Fam98c	-0.0557334513271658	0.941639952564566
Psmd8	-0.05553119795365	0.836262882841491
Ryr1	0.153866948096998	0.812345844012385
Nfkbib	-0.0551850699863717	0.930233236267378
Fbxo17	0.191129411289355	0.75049816796929
Lrfn1	-0.126327426748097	0.989721652053501
Pak4	0.150267932594159	0.531159552556139
Psmc4	-0.0399102118587275	0.837007463240185
Zfp626	0.111201130123428	0.607134619504398
Mfge8	0.450249694183689	0.0196762997252364
Hapln3	0.203008539558056	0.888178929311699
Acan	0.6231977094176	0.139000157842348
Aen	0.0286817524610692	0.989442271095986
Det1	0.033110454711272	0.974280709105374
Mrps11	0.111853985773986	0.740424276196813
Mrpl46	-0.161394725053431	0.513517440052831
Ccdc90b	-0.0694140552086168	0.844561221999345
Tmem126b	-0.0249290583955054	0.928192590090938
Tmem126a	0.146421432561273	0.687167499023012
Sytl2	0.205675330387676	0.513944167530673
Ccdc83	-0.166158399003032	NA
Eed	-0.213210376365798	0.196779524890701
Me3	0.121666274650641	0.874834023092945
Zfand6	-0.0889163652071224	0.61553497776806
Fah	0.280159070517883	0.383440430933859
Sh3gl3	0.369061474001247	NA
Ddias	-0.39175069333105	0.300099905063253
Rab30	0.0583873209792402	0.978756442408561
Ndufc2	0.125873641801126	0.71081872624785
Anapc15	0.00847503873441358	0.997191763218355
Tmc5	-0.529459143834698	0.708825381191772
Art2b	-0.632730136243596	NA
Coq7	-0.0251553212378201	0.91227827498882
Gm45837	1.94365893784194	0.0902702391809638
Arl6ip1	-0.292648909308122	0.184829328607999
Smg1	-0.316221967755239	0.35768570781847
Xylt1	0.0614922843138471	0.877627238664193
Nucb2	0.0686297803432713	0.902535744514707
Pik3c2a	-0.0254157488089278	0.98713784498135
Ipo5	-0.096456615193798	0.532057341037319
1110004F10Rik	-0.0237400269133501	0.881768179733345
Calcb	0.00927033998623439	NA
Calca	-0.100247144171995	NA
Cyp2r1	-0.0825214681757624	0.952463368833707
Pde3b	0.178923713976811	0.776585429738885
Mylpf	0.314074713424896	0.50033779948284
Qprt	-0.322020534421967	0.641811635488557
Kif22	-0.347578942813628	0.0907983196667115
Maz	-0.0888655925570077	0.69552865441699
Pagr1a	0.228108356072605	0.854455218779273
Mvp	0.110225575615043	0.716556072249362
Cdipt	0.00560457904763843	0.990783143294064
Sez6l2	0.0600146719205001	0.98138112818782
Kctd13	-0.270836504102892	0.46253073407312
Stard10	-0.28169158938986	0.196369436366303
Ino80e	-0.0486757882089637	0.921465852141311
Fchsd2	-0.0308146634058019	0.930553996705333
Klk10	0.397502633391721	NA
Aldoa	0.0748354148672263	0.938654010352706
Ppp4c	-0.0101653780809163	0.987875809276009
Tbx6	-0.33357397772967	0.372222837824169
Plekhb1	0.0270251539305044	0.994125389476393
Gdpd3	0.0586124633234892	0.915821378887847
Rab6a	-0.0138608193999947	0.94461338781118
Mrpl48	0.0792505361384058	0.840652749563799
Coro1a	-0.274760554655824	0.110365701628465
Dnajb13	-0.141858015486019	0.704451590957895
Sult1a1	0.00603423296996665	0.998767498439932
Klk7	0.00578548027120379	NA
Sgf29	0.1962319104778	0.541406941920034
Nupr1	0.686587718301466	0.000876501360399243
Ppme1	0.00926205754080705	0.977713073086825
Cln3	-0.339252203147777	0.062731064327539
Nfatc2ip	-0.155047275255172	0.633853254188725
Cd19	-0.479851869427832	0.300099905063253
Lipt2	0.369362073234673	0.461790507088867
Pold3	-0.348969085875021	0.125346721530604
Rabep2	0.183968473873529	0.860097404066694
Pgm2l1	-0.107093281234365	0.538649484626117
Atp2a1	0.202826077484869	0.724342384308316
Syt3	0.225964139810915	0.873760644539722
Chrdl2	-0.0450576436459651	0.97998618329488
Sh2b1	0.0426896115303127	0.911515476750394
Gm9755	-0.00707488850441984	0.994215484557654
Slco2b1	0.298181922898494	0.206317160316147
Eif3c	0.0218797346299821	0.939998940164049
Myh14	-0.328018759330596	0.549037474919316
Spns1	0.0953499542733117	0.861062800747663
Lat	-0.318583285762154	0.291423601374723
Rps3	-0.113318676355993	0.672750560830456
Il21r	-0.324845859659457	0.177179516438373
Dgat2	-0.209180533826088	0.553967968953122
Il4ra	-0.150592587551979	0.86636801101273
Nsmce1	-0.131621585460095	0.520370187653561
Psma1	-0.0902921322746095	0.403700233611122
Kdm8	-0.00970393685103422	1
Thap12	0.0761695346888025	0.868237353253691
Copb1	0.29470217920583	0.012857721799989
Zkscan2	-0.175832607183392	NA
Far1	-0.191971658756478	0.159675925299192
Acer3	-0.182853241953653	0.5550641373734
Myo7a	0.112618052940679	0.994990772489543
Aqp8	-0.203681804218118	NA
Lcmt1	-0.0734051935969126	0.861670530029926
Arhgap17	-0.097189913034332	0.525580267685064
Disp1	-0.0375619769422673	0.931699238770307
Slc5a11	0.0774549592016323	0.982768379898536
Parva	0.494878596186301	0.0442685197113006
Dkk3	1.12665914975478	0.00407466967919201
Pak1	0.164258862572988	0.294339305400865
Trat1	-0.905697220454293	NA
Rbbp6	-0.0281032898524101	0.887173165928196
BC017158	-0.126508567075979	0.621659152824784
Slc5a2	-0.801873983351933	NA
Tgfb1i1	0.195909982396843	0.415856614142309
Cox6a2	0.021768767434155	1
Itgam	-0.244570420532441	0.111263785831056
Lyve1	0.119011836635299	0.88077170362186
Rnf141	-0.169061630974375	0.739827747773987
Itgax	-0.244317683549238	0.711759801027915
Adm	0.681108757402736	0.150861255660397
Dkkl1	-0.200437909560576	0.881257415167858
Pycard	-0.706271307615764	0.00138379918200812
Fus	-0.0816743131674693	0.710917054907045
Tead2	-0.0558028848529434	0.972343113111682
Cd37	-0.242292528871829	0.383549582456634
Prss8	-0.0284278251909533	NA
Kat8	1.93071413021871e-05	0.970340902674844
Bckdk	0.0574481584305761	0.886444139610241
Gm21974	-0.159397922049391	NA
Stx4a	-0.0567509595147646	0.740168649216505
Stx1b	0.134780609530918	0.937842107164876
Fbxl19	0.140988772797147	0.642530014485054
Bcl7c	0.178396345800956	0.494523374339395
Phkg2	-0.118732651681772	0.669362293729528
Rnf40	-0.15757470578559	0.37523815988384
Prr14	-0.133258843601572	0.634007836536637
9130019O22Rik	0.0724179783167808	0.937617681839011
Nucb1	-0.00129014926892221	0.994125389476393
Hsd17b14	0.144681148309226	0.834482730983583
Bcat2	0.0279407190965127	0.949364376625297
Fgf21	0	NA
Itgal	-0.230574221753501	0.30526687260506
Abcc6	0.318146695763446	NA
Nomo1	-0.137633518258117	0.587571902713859
Ush1c	0.568115485372624	0.483567654570607
Sergef	-0.0785172799010635	0.91851304111578
Lamtor1	0.00772297891442205	0.990402653481091
Rgs10	-0.162922170253443	0.527447424509603
Tial1	-0.115417737682474	0.516509293776251
Bag3	0.0889388303539832	0.868685279555878
Fgfr2	0.187057031917448	0.579266747334279
Ate1	-0.0350222854295507	0.919277628422418
Ldhc	-0.322243428840127	0.62343124775403
Tacc2	0.0543394470724253	0.9673743857333
Ptpn5	-0.233009860736902	NA
Fam24b	0.00448832558522692	NA
Fam24a	0	NA
Acadsb	0.0787576965908746	0.84691541727782
Cpxm2	1.01787286968054	0.0113730600703891
Chp2	0.259584710250091	0.634895446537657
Ern2	-0.00154536831984404	NA
Plk1	-0.281563334880109	0.193844979386195
Dctn5	0.0792356524805745	0.77690788927703
Ndufab1	0.0935803872462406	0.836957402152392
Ubfd1	0.0190496734138567	0.973063992545277
Ears2	0.265548719321398	0.446798461185975
Gga2	0.0255026255502652	0.987893594893533
Scnn1b	-0.191824230027378	NA
Mettl9	-0.0492259754033186	0.812243785418976
Mfsd13b	-0.532480234277794	NA
Cdr2	-0.266907314458937	0.200890221013104
Mrpl17	0.0783257666639526	0.902378443683122
Polr3e	-0.0872636048645016	0.653329987751799
Arfip2	0.152787528695441	0.629762147727585
Dnhd1	0.110239745202341	0.932011961789146
Uqcrc2	0.0146880423267715	0.990783143294064
Pdzd9	0.00323374836421647	0.986500885517265
Rrp8	0.0226696812740134	0.972320086882393
Vwa3a	0.423632657141837	0.861670530029926
Ilk	-0.119223199807273	0.411337155433271
Tpp1	-0.0860055411992825	0.606068266700655
Hpx	-0.219382024760257	NA
Cnga4	0.2505218769763	NA
Cckbr	0	NA
Crym	0.0117890827841761	0.961480179943405
Anks4b	-0.473537371575061	NA
Zp2	0.188378245242169	NA
Tmem159	0.214022179914257	0.45802924554543
Trim30a	-0.3681428816333	0.464873909401372
Lyrm1	-0.053336362137976	0.938654010352706
Rexo5	-0.415727013430766	0.408245631264262
Eri2	-0.202560454319322	0.544627571490163
Chst15	-0.19175354812939	0.259299333437199
Oat	0.142168667189552	0.278776656124537
Acsm3	0.0378887231382235	0.884693994773665
Thumpd1	-0.0298184318841047	0.88646973205771
Acsm2	0.123323542859327	NA
Lhpp	0.0566638628153318	0.96303168279691
Gp2	0	NA
Fam53b	-0.207365813444722	0.267087622302302
Eef1akmt2	0.0390152519847537	0.965895530344684
Umod	0.00719201373213424	NA
Abraxas2	-0.117428000091454	0.654396877459886
Trim21	-0.0155239802204585	0.948944627821558
Zranb1	0.016736532130687	0.990337125985434
Pdilt	0.00520390390635021	NA
Ctbp2	0.0432830705481066	0.87916635749869
Acsm5	-0.457709460898774	NA
Tex36	0	NA
Rrm1	-0.259651222995555	0.110365701628465
Uros	-0.246900994398852	0.587466321224008
Knop1	-0.110258866238551	0.692774882460712
Mmp21	-0.210352560470493	NA
Vsp35l	-0.0402569164893862	0.933468527697714
Bccip	0.0446437486983837	0.991500336950187
Dhx32	0.108837340592507	0.912338778894661
Stim1	-0.0154572845516815	0.964966479390789
Pgap2	-0.0856800313464156	0.896134315836924
D7Ertd443e	-0.179484992108894	0.938654010352706
Art1	0.0788518891190472	0.934342605514375
Mki67	-0.303486320247385	0.211941200249133
Atp6ap2	-0.099299796269047	0.597570751582124
Usp9x	0.027222818156504	0.938654010352706
Cask	0.463548509589097	0.0863661691008482
Swap70	-0.0620504635073095	0.726722937085938
Wee1	-0.223292641206167	0.300099905063253
Tmem9b	0.0836535379054776	0.703448193326897
BC051019	-0.379722882987616	NA
Akip1	-0.207255272920648	0.448671030844192
St5	-0.097266271455462	0.921845199107438
Trim66	-0.0187800165739284	NA
Stk33	-0.487777247201305	NA
Tub	0.0641921421606781	0.988264363990415
Eif3f	0.01033158371598	0.986406331965742
Ndufb11	-0.01297671464228	0.98863799067236
Rbm10	-0.123557237528648	0.402180138711018
Cdk16	-0.0210825861904206	0.977713073086825
Usp11	-0.123695649278726	0.692730742712438
Glrx3	0.0501217024806544	0.959728880528978
Mrgprf	1.33458220421439	0.00646341090589452
Oraov1	-0.189755854171065	0.368206885036888
Fgf15	-0.255349775957527	NA
Fgf3	-0.0876521468574982	0.952977345842338
Ano1	0.352615687691174	0.351300188708065
Fadd	0.10515078231836	0.741495875250808
Cttn	0.342447300293011	0.203381850902343
Zfp300	-0.00997513404357847	0.960286638235956
Gm498	0	NA
Slc6a14	0	NA
Nadsyn1	-0.146521849656961	0.872403559986891
Dock11	-0.191701568793941	0.203719175975515
Cul4b	0.0310381549498584	0.895055214240139
Tnni2	0.128602685312294	0.885628908817306
Syt8	0.0862744597459642	0.976236711598019
Smarca1	0.315966365618471	0.22332532223151
Sash3	-0.317054986248458	0.0578470037051909
Elf4	-0.22393082973581	0.340832541749812
Rab33a	-0.0797863277403832	NA
Slc25a14	0.0480747451853836	0.955290819856681
Rbmx2	-0.183118587107485	0.556287623994974
Enox2	0.125768404112161	0.81627859252397
Igsf1	0.433746656835462	0.476630329716777
Stk26	-0.199213679797154	0.259286336359628
1700080O16Rik	NA	NA
Gpc4	0.198367565489791	0.318738367356239
3830403N18Rik	0.310709337331295	0.737579712425501
Slc9a9	0.0836379369887194	0.831661479617169
Brs3	0	NA
Vgll1	NA	NA
Cd40lg	-0.750829361301585	NA
Arhgef6	-0.176191493105203	0.293819671448914
Rbmx	-0.0681611628058536	0.636632310832354
Fgf13	0.0409591370452125	0.986496606013669
F9	0.224279488106037	NA
Mcf2	-0.260140310082848	NA
