gene_name	OAvsnonOA_log2FoldChange	OAvsnonOA_padj
GTF2IRD1	-0.808780743129707	2.36789087635513e-05
PAF1	-0.112477483018611	0.205907971013659
VPS41	-0.0396260692685105	0.890803975395952
ARHGAP44	0.393426439298895	0.245424472109837
ELAC2	0.0243693535330402	0.876087779327523
SCIN	0.154363441317423	0.625951200434291
ARSD	-0.29020143701491	0.0152116050607547
PNPLA4	-0.085320426138038	0.643302539659167
MYH13	0.166599911493683	NA
ADIPOR2	-0.0129237838213847	0.927402265252313
CDKL3	0.0390226062484461	0.890610223979561
UPP2	0.326393389858801	0.484992696386552
PRSS21	0.0629133066964866	NA
MARK4	-0.589546525382507	1.15788207999547e-06
PROM1	0.51664095345648	0.65448859864348
CCDC124	-0.394807195797595	4.3797133308359e-05
CEACAM21	-0.168541252776982	0.358250186628089
PAFAH1B1	-0.0560444160882647	0.739687188606361
NOS2	-0.644981539627799	0.069942236317184
DNAH9	0.632027727526785	0.15180790174039
KIAA0100	-0.0405000081514629	0.756705876599671
SLC13A2	-0.00114811088049682	NA
GAS7	0.329808042358742	0.231488350944733
TRAPPC6A	-0.61610847614425	0.000864780983483967
MATK	0.407013916860851	0.536862688623157
CEACAM7	-0.0400210672893544	NA
CD79B	-1.18152738637648	6.44712108519439e-05
SCN4A	-0.817144951436502	0.180176993740428
ST7L	-0.0214184010352108	0.914446895973773
TKTL1	-0.400494179569132	0.394644145149094
PAX6	-0.414713485044757	0.392820191961776
RPUSD1	-0.0683042127216912	0.723540632151633
RHBDF1	-0.0997400459906178	0.613315314788328
LUC7L	0.111987286605932	0.499780471841305
CACNA2D2	0.0774830084573667	0.82673983862292
BAIAP3	-0.314874190890249	0.633603728061298
TSR3	-0.138776934070984	0.28415194589436
PIGQ	-0.0417718588232493	0.866349243566214
CRAMP1	-0.0720530367631686	0.758963662430978
TEAD3	-0.721445754210236	5.19263742837674e-05
SELE	-0.294575877869218	0.562254660874117
DNAJC11	-0.063198577765768	0.692565586099072
FMO3	-0.503925293245283	0.29446680065728
MYLIP	-0.448987992378394	0.0115068599964909
NOX1	0.593946623435398	0.328894034258952
E2F2	-0.284618998970231	0.728319311705519
PSMB1	-0.267517013803156	0.010756404114181
SYN1	-0.0982934260643632	0.709023751491762
JARID2	0.233207031431099	0.185712076090684
CDKL5	0.157190307623376	0.364047085078497
CAMK1G	-0.167437229193012	NA
CDK11A	-0.073973262623078	0.743657590405473
NADK	-0.63205244366318	1.20355004310298e-06
TFAP2B	0.636343177516719	0.402120055631037
TFAP2D	-0.00440043710364381	NA
DLEC1	-0.0101880190965856	0.897665654563195
CYTH3	0.285865754465143	0.256748018478014
ADAM22	0.265115287784811	0.415124898090423
SYPL1	-0.26588934777667	0.016482759612771
CYB561	0.265475143249454	0.0229473838354221
SPAG9	-0.186821251343844	0.208275468593066
CELSR3	-0.71925464352777	0.0162117001163136
AASS	-0.514895562962278	0.0169988457170753
PLEKHG6	-0.368357123569234	0.602682145574776
SS18L2	-0.355220172404093	0.00776233729288741
MPND	-0.525782173284606	4.16982635029075e-05
MGST1	-0.977559316051936	0.00346719125981621
CRY1	0.431991189145061	0.00172384169086661
PGLYRP1	0.586811535936267	0.901379416248558
NFIX	0.303861387797028	0.0347755526938779
ST3GAL1	0.236178471049791	0.240433731107089
MMP25	-0.228973108162797	0.700664740854571
IL32	-0.258145926232728	0.736698793906305
PKD1	0.256595001260592	0.0867895948405216
MAPK8IP2	-0.565029824156244	0.0437111516349196
MED24	-0.0257574730857646	0.88971744566349
RHOBTB2	0.214840556205664	0.160790291485236
HEATR5B	0.00374293967280094	0.960500298116384
SEC62	-0.0178481852120444	0.873961244471697
RPS20	-1.04941530013065	1.96464130797797e-13
CSDE1	-0.504560518908435	6.23881669074594e-10
UBE3C	0.245803135167431	0.0201746185186864
REV3L	0.25167163256414	0.0786454575263446
TENM1	0.457045057881824	0.0256012342525048
PAX7	0.0970697617190561	NA
MASP2	-0.104380490241578	0.965763094698749
IYD	0.554717229921034	0.179222901038886
FAM76A	0.494026293073937	0.00164451720410518
TRAF3IP3	-0.588851262634305	0.154266380220384
POMT2	0.390230241118231	0.021722987422812
VTA1	0.143801889644863	0.154226466370581
MLXIPL	-0.956345996099848	0.186988736579439
BAZ1B	0.127370501796543	0.166118654833663
RANBP9	-0.161705045318216	0.150574599163364
ETV7	-1.46284064934322	6.49581779405928e-07
SPRTN	0.0526590421872684	0.822672533923043
METTL13	0.050041101471412	0.753221325110071
DYRK4	0.164811108251	0.226052052519363
ZNF207	-0.129229053801308	0.244353192688264
UQCRC1	-0.24766364026938	0.0173325289121714
STARD3NL	-0.439381526172288	0.000135300418774792
CD9	0.194410371064115	0.234037909511174
HHATL	-0.278639493980726	0.754973647597961
NCAPD2	0.0284601602211872	0.8576755943043
IFFO1	-0.164398781240533	0.29058136847631
GIPR	0.431776183218278	0.0739646311380977
PHF7	-0.607962731798376	0.000835995928026653
SEMA3G	-0.198373839991545	0.953435645079176
NISCH	-0.171317540162033	0.161122932386609
STAB1	-0.0708708261041157	0.390678742194408
FUZ	-0.401712763451807	0.00627934654978014
SLC6A13	-0.0769903528291465	NA
IDS	-0.257819601298057	0.0356354549243752
PRSS3	-0.999736679947889	0.0795427803645055
ZNF200	0.444039241927182	0.00229647854725576
CD4	0.864136146043682	0.000681106144967347
LRRC23	-0.496541970166043	0.000363770391868343
BTK	-0.134519707181582	0.426875501100687
HFE	0.356795792690273	0.0385746988015634
SCMH1	-0.543215146271623	2.1075652515747e-08
FYN	-0.206372728423823	0.63581043400146
HIVEP2	0.434899261853408	0.0281511564709473
FMO1	-1.28140281092578	0.149783199211309
ELOA	0.0191337437197457	0.831441855412633
LYPLA2	-0.17817560954493	0.0926806894004601
CLCN6	-0.361178529192419	0.00240196933901291
MRC2	0.875632310877452	3.99707687963854e-07
NME1-NME2	0.393853817565182	0.384811677100166
SLC6A7	0.168155854815161	0.448170409138207
TSPAN9	-0.423928004296544	0.0247031160981264
BTBD7	0.242580138109216	0.108046896115313
APBA3	-0.343439262509863	0.0125017536163168
MKS1	0.0259992494909016	0.866593756247615
ABHD5	-0.267179035978459	0.388870462988948
ANOS1	2.18230109126451	5.62392747107994e-19
AKAP8L	-0.467583287806727	8.71938234412796e-06
MBTD1	-0.0400278847170464	0.827391911575726
UTP18	-0.348779619449558	0.00798713511937933
RNF216	0.182714852985881	0.0362869700160639
TTC19	0.0409097707433689	0.807853244817859
PTBP1	-0.176879481358412	0.178660408535433
DPF1	1.25006503660358	0.00134649600324256
SYT7	-0.61400736890658	0.805133514826467
LARS2	0.10375588719879	0.662935689525644
PIK3C2A	-0.0271226375373311	0.915407627131434
PLAUR	-0.341325045270711	0.336604875563882
ANLN	-0.425792728319705	0.830698077916483
WIZ	-0.142709578954079	0.304031964450316
RABGAP1	-0.122386522492886	0.206095161905412
DCN	0.00687419866883731	0.991383033714063
QPCTL	-0.374376335367353	0.00999511766396338
PPP5C	0.107406664381979	0.243201797190011
CEP68	-0.383159248611471	0.000530271881083017
MAP4K3	0.155178001745438	0.221154539526739
ZBTB32	-0.517089565787624	0.353336420965636
TYROBP	-0.330902978497096	0.692893890738933
TMEM159	-0.426858794938306	0.00070208787698849
GABRA3	0.712249191659391	0.149269894008213
BRCA1	-0.620317886752911	0.00838318206727167
ERCC1	-0.193472926728772	0.0428295510464073
CD22	0.302023498006905	0.455786632935286
SEMA3B	0.249418003327797	0.291556017146746
MBTPS2	0.0651353149050505	0.65448859864348
PRICKLE3	-0.327364644763019	0.10619257788816
LTF	-1.18801066831858	0.0738654404689003
EXTL3	0.10340801811117	0.526195031307367
NR1H4	0.20896537101396	NA
ELOVL5	0.188578248397984	0.30138060188335
ALOX5	-0.110666479483201	0.629878384644342
KDM5D	-0.265112134177838	0.963281131769865
CALCOCO1	-0.643345760336314	7.29826865404587e-09
UBR7	-0.0948864240354505	0.577881976323525
MAP4K5	0.045861436278327	0.815809535438922
EHD3	1.06464655969871	7.33571157967984e-09
PSMC4	0.218464630565186	0.031744834047445
MAN2B2	0.104356572505361	0.588636803917078
SLC7A14	-0.150345791099642	0.816648027835675
CLDN11	0.178744963129195	0.834742624164376
SLC25A39	-0.150966243263602	0.354131857952065
MVP	0.11523478187313	0.485634702429043
NUB1	-0.196382467764569	0.122251131338923
PGM3	0.0222625750927354	0.926464238083704
RWDD2A	-0.0147082391753457	0.924673198666758
CLK1	0.0166599422479262	0.940729723655136
POLR3B	0.382875350583011	0.0395408150847661
ANGEL1	-0.0678870335799291	0.685209808992454
RNF14	0.245889409764604	0.00403713520826004
DNASE1L1	-0.0769749493295645	0.549528866025996
DDX11	0.236713547178359	0.381355861738905
HEBP1	-0.122000327601222	0.337263382026312
GPRC5A	0.19700970522148	0.508849457207936
MAMLD1	0.62542879615911	0.00486533268701101
CD6	0.176468611391576	0.527156548769048
TACC3	0.198180614837357	0.384020968828042
UFL1	0.15680450510717	0.204303466485187
POLA2	-0.163815376954408	0.417615417728495
ZC3H3	-0.529583828800491	1.76270836144106e-05
CAPN1	-0.0446974346916807	0.887774192580729
ACPP	-2.5118401226054	5.23091003002877e-07
MDH1	0.262362079148635	0.0178337639811057
SLC30A9	0.047574672937188	0.76108118678402
MTMR11	0.521031844064682	6.88306145207294e-06
COX15	0.00530952269736614	0.96636492677751
CCDC88C	0.0214537332799916	0.578828512091449
YAF2	-0.204320309845755	0.297790521682884
ZMYND11	-0.176186118181254	0.0760736240595876
WAS	-0.335587729405581	0.74166649382653
DPEP1	-0.023409752326959	NA
BID	-0.307144470834711	0.699388770375877
MATR3	-0.0500822656538647	0.610195704650333
NPC1L1	-0.606234437203184	0.128388366520658
XYLT2	0.0888551297825879	0.464654139124801
RGPD5	0.159835933767729	0.77092933895278
STMN4	-0.0821854249040411	NA
NUDCD3	-0.18069121985208	0.100460585678261
ISL1	-0.0269028414309404	NA
CHDH	-0.18382345112363	0.432778306085114
IL20RA	-0.760916580849256	0.112663073998349
CLCA1	0.00616527398963045	NA
CLCA4	0.127587026598587	0.933072852967834
GLT8D1	0.268227090088227	0.00230718763595348
ATP2C1	0.215102110647135	0.0151664172117001
IGF1	0.122657035903973	0.598438149960656
SLC38A5	0.218424750752858	0.449020681726905
RALBP1	-0.359216883958484	1.19334670216115e-07
RUFY3	-0.133443515542746	0.499247425456368
CNTN1	-1.3676487185481	0.454671783309921
SLC11A1	-1.02613798461853	0.0351240927068889
WWTR1	0.240169216280042	0.0852714415918295
AGPS	0.14588807138973	0.484894840941954
ZNF806	NA	NA
CXorf56	0.0539538555571498	0.72541924701864
ATP1A2	0.528846116973629	0.0764174327053052
TTC27	-0.436589841339352	2.76536206924432e-05
ZNF582	-0.119617282553853	0.639268056346307
VSIG2	0.375880353099166	0.359077539342288
PHLDB1	0.522516591207281	3.1206748855815e-05
MARCO	-0.0386869178091517	0.174255132520878
CYP24A1	-0.0572820937669272	NA
PRDM11	0.138304750153924	0.355879816732893
SYT13	2.31205237868526	1.46556724320574e-12
SNAI2	0.0580591464764262	0.9154619136844
CD74	-0.358788874646093	0.699133143724942
HGF	-0.632688509564801	0.758233360353874
ZRANB1	-0.0958866235195042	0.464198877431936
NCDN	0.053078101963219	0.764509245749461
ADGRA2	0.278655247808182	0.123762773858583
CCT8L1P	0.00830029438505345	NA
ZFP64	0.0833686252257369	0.48315816061396
MNAT1	-0.0452649632126199	0.747803006876994
SAMD4A	0.756813796779712	4.47848236540455e-06
RUNX3	0.165896424930333	0.688326777938611
MRE11	-0.263703955430388	0.104504235475881
PLEKHB1	1.29674005543977	4.29102974997982e-06
SERPINB1	-0.406907770394597	0.00135774701310148
CYP3A43	-0.0427410395324075	0.929125400040691
SLC7A9	0.853443529715565	0.00506355309927116
SPAST	0.127408893686803	0.398002896471985
NRXN3	1.37407838564292	0.000452051005281938
OSBPL5	-0.0778231320810558	0.77420736513092
AQR	-0.0549775480786949	0.670617837984508
CPS1	0.362553794960557	0.0523117074470252
C8B	3.00463528876287	4.2949428628513e-13
FHL1	1.07837700945562	6.16094739252479e-14
RTF2	-0.143587016153274	0.0457836896883666
GABRA1	-0.0858059029156076	NA
NLRP2	-0.255020752560117	0.682047550712954
SLC45A4	-0.381475380997804	0.0482847187007455
RNF10	-0.0967132136875788	0.525676429136492
ZNF839	-0.106692794645781	0.624880671238065
ZDHHC6	-0.0965837651637472	0.519690889799749
GRAMD1B	0.0195682763552256	0.92529088246234
RNH1	-0.12591190014811	0.361818448003176
NDUFS1	0.148542556040046	0.228730450202954
RB1CC1	-0.160419693111	0.11957615119027
ERP44	0.249300264993583	0.00012490575035702
ALAS1	0.186797209120425	0.234272314797895
BIRC3	-0.46396336890701	0.153755130827467
AKAP11	0.314138924957928	0.00414043489709179
GLRX2	0.0607708267374358	0.837469636315537
SNAPC1	0.208020098282801	0.27159617355009
DERA	-0.192762590019345	0.107845222248723
STRAP	0.100118233695381	0.480152770314035
ABCC2	-0.00885433655733531	0.990599575381569
DEF6	-0.637258140813246	0.000515654184638296
PLEKHO1	-0.592904465631705	0.0881515934332507
GCLM	-0.0999602225754597	0.766487044326812
UBR2	0.174889504071595	0.0582301099714301
EHD2	0.660371982052091	2.62759174950287e-05
DEPDC1	-0.613994787123912	0.229140808851016
CCDC28A	-0.483614750751479	0.000775821169685127
RRAGD	-1.04438104880516	1.33130780165943e-08
HSF2	0.0863653261398281	0.612602054818035
PHF20	-0.443680910382092	0.000170172170347199
HSD17B6	-0.0140248383382785	0.970252277539333
NR1H3	-0.201140810160146	0.256565873805224
TYMP	-0.0430761359546665	0.871835521319617
NCAPH2	-0.366682976335235	1.01241276790952e-05
TOMM34	-0.303736790357137	0.0162146198164818
SEC63	-0.122679614127659	0.451018891685513
KPNA6	0.0681579631369495	0.358302647651859
VIM	-0.546531161000057	0.000210652674347977
RTEL1-TNFRSF6B	-0.430095869632867	0.351613303450242
FAS	-0.34708707479564	0.308932422980582
RNASET2	0.0693181729602312	0.76616851600231
CD44	-0.804132760286354	6.31837038837751e-06
KCNG1	0.288995533790565	0.538983813108818
AGPAT4	0.549148116724909	2.48791379219649e-06
SLAMF7	-0.100134649997362	0.497438891787944
BTN3A1	-0.0642818338630641	0.799894216910979
MIPEP	0.188280300048567	0.370983879038019
PRKCH	0.0598243835857888	0.813793650632465
INSRR	-0.233455460312615	NA
IFNGR1	-0.46277341968093	0.00231649388047893
B4GALT7	0.0348718628395501	0.857263724812408
SH2D2A	-0.136191187450996	0.825873377931155
VRK2	-0.239178623605946	0.00762520423850836
TNFRSF1B	-1.67772053101539	4.51542816195392e-06
VEZT	-0.111888151056591	0.252686330537224
POU2F2	-0.268627398701268	0.905937108645004
BRD9	-0.256168202283048	0.00213057441881203
SNX1	0.00466794630249161	0.967443619551717
TBPL1	0.225858672824278	0.288264045190035
ARNTL2	0.3017202772565	0.354073437854181
BCLAF1	0.0258256436908084	0.880889239261467
SLC39A9	0.475586071179818	7.34196214139323e-09
ANK1	-0.267281509684033	0.84737658343415
IBSP	0.806731046814544	0.130076261507197
TFB1M	-0.0603893879431585	0.76390053563534
RABEP1	0.0206233970778803	0.904503269757247
HMGB3	-0.179297351296419	0.748180324772453
NUP160	-0.26304512668819	0.00371370146835318
BAK1	0.422581510671834	0.0310554857147471
MUSK	-0.716606147628511	0.205319573243161
IKZF2	0.0561717262449155	0.86115735592982
GRN	0.384538195006187	0.0231445348069997
FAM13B	0.354149979531762	0.000775821169685127
ARHGAP31	0.398371244697133	0.0264958503687682
CENPQ	-0.202211580435302	0.262990183368489
SARS	-0.592360262238785	3.06773513765814e-12
RANBP3	-0.0116424966170462	0.922712022070241
ARID4A	-0.0659578837904061	0.7203549591428
EIPR1	0.0128220197071047	0.951955876501487
PNPLA6	-0.0100026596424798	0.999665205771422
IFT88	0.0262396461662406	0.920929185765177
ALG1	0.186836832701146	0.0961447375369781
ZCCHC8	-0.0272936932650652	0.854891788317459
ABCF2	-0.157496197355203	0.516185860698075
CHPF2	0.733573156186054	5.64671503721364e-11
LRRC7	0.436260473339603	0.211536106158539
FUT8	0.301144757003508	0.0210200976749526
UBA6	0.13848854416703	0.556182895923983
GAB2	-1.28123886865779	2.74715880569003e-10
ATP6V0A1	-0.128372830823607	0.371797041386536
PIAS1	-0.270062204150967	0.0639353821178114
SLC4A7	-0.148511151822361	0.668774855394971
APBA2	0.564540393686094	0.290028961683446
MAP2K3	0.301824419188848	0.00796429485618373
EFCAB1	-0.493991935638237	0.111642839163718
TMSB10	-0.606764074933173	0.159896725396122
ASTE1	0.872537208328155	1.43994303370304e-09
RNF19A	-0.595682771485217	9.94526013345147e-05
PEX3	0.0675091379456093	0.686668434393038
GABARAPL2	0.474585232469819	5.22630965009853e-07
MYOC	-1.63252646370233	0.00212824628317295
SH3YL1	0.207673106200328	0.0593207034334292
FAM136A	0.105914990662893	0.387670380317104
VCL	0.282156294701576	0.0942215070197255
DEPDC1B	0.568521546384834	0.140656090126088
DAPK2	-0.736332055890927	0.00216652301903142
NSMAF	0.126906475764316	0.403613695816404
ADSS	0.447489196849348	4.02155377291345e-05
STAP1	-0.0995841851352959	NA
TIMP2	-0.274793865094707	0.0543870103023025
RFC1	-0.120285720402563	0.280468651700994
TBC1D23	0.145879853503463	0.26592152781264
CUL3	-0.121018070604547	0.238307247202454
MYOM2	0.0846554887198139	0.737685276046857
OTC	0.0320158413657904	NA
CYP46A1	0.433733507897824	0.0405224886533878
AC118549.1	0.0513541828545462	0.715005109707373
SLC18A1	0.595924409936043	NA
USP2	-0.594204977993448	0.153798189134463
CASR	0.143192964205201	0.601609489512814
TUBG2	-0.000209031097927012	0.989877755763281
RPL26L1	-0.096854693062503	0.540074044605885
FLT4	-0.943588269270379	0.183659756306136
NSUN2	0.0162713296430425	0.920915453635555
FBXO42	-0.224861389313884	0.0588096223339279
MFAP3	0.0997391597844045	0.671941730249194
MRI1	-0.0105070991042284	0.976837897176293
METTL1	0.480774011484515	0.000265443099915059
HOXC8	0.19213345822918	0.537867276832977
AGA	0.460616325726578	0.000330450746020593
PI4K2B	-0.210887271232411	0.344598303380893
BOD1L1	0.0687250858582056	0.613320421375197
MAT2B	-0.0449720288904989	0.738980270403771
TLL1	0.056301021654042	0.373355490789347
EDC4	-0.0243443828015356	0.969448722987509
TRIO	0.0457232773255866	0.833365505575913
VCAN	0.157900129221544	0.387121687865573
CLEC16A	-0.167247072975969	0.295034477416429
MSR1	-0.102986502349407	0.41918494842608
CDH1	0.482264455777285	0.294775425167871
MTREX	0.10546246017555	0.44481311554736
DNAH5	0.0384715822937964	0.856667774968485
ZFYVE16	0.285169316852606	0.0927236977018816
RIPOR1	-0.296466792307015	0.0212030130004934
C6	-0.791795699584672	0.475977210953716
RAI14	0.583298424169267	0.0247945728775061
SOX30	-0.0871831429824237	0.905316296593863
PNKP	-0.0285992233780151	0.926350807221517
BEST2	-0.0546347658642761	0.959278242678524
PHLPP2	0.0468888420403451	0.817800223708895
SPDL1	0.208310492304667	0.373919369557058
STAU2	0.108174563231096	0.635689809521844
PQLC2	0.0596819693144853	0.735895036124544
CTNS	-0.218977171640264	0.107552431423593
RTN4R	0.687732799479481	0.110045543695469
PHF23	0.225575222230912	0.134986022080371
CDH10	1.08373283223884	0.0271798142235447
INPP4A	0.400762717282382	0.000318704690094061
RAB27B	-0.556541127442014	0.556486052269618
PSMA4	0.349849090085222	0.00701171535834497
MYO16	-1.03195207332329	0.00176805518961702
LSG1	-0.241463949358956	0.112333253293124
PARP3	0.150245702362756	0.137683116452111
TNC	1.56069941761087	3.30016307853081e-07
THAP3	-0.467262160354973	1.21072091257964e-05
RIPOR3	-0.855689688714336	0.0583841813781208
TDP1	-0.298323000255845	0.0756911008852672
AIFM2	-0.606164091034933	3.52998880069856e-07
C2orf83	-0.526964479252305	0.311022644873142
SPATA7	-0.101858387134509	0.625167795620328
MED17	0.104423761531555	0.290236891283398
RETSAT	0.18474709945287	0.0777254417611985
CAPG	0.565065604085681	0.000692366675516856
AP2S1	-0.187771615895779	0.298148131039399
USH2A	0.260189046791062	0.666400548577687
ZPBP	0.183789719080692	NA
TG	-0.384366259850174	0.448365864339218
ADAM28	-0.497010798261683	0.479688179445786
BARX2	0.0862294399380664	0.736981091418509
DCUN1D1	0.214204135237305	0.25413117679084
JADE2	-0.224020902881289	0.105288500156076
ZIC2	-0.0128113244874018	NA
LCP2	-0.547105127168876	0.99731946072854
TRIT1	0.00845791785308497	0.974455700249702
ADRB1	0.155764996671171	0.689062509976758
GUCA2B	NA	NA
CUL7	0.473219162784226	0.000709796662202843
CTNNA1	-0.0228648278924435	0.864795647233405
PHKA2	-0.246957041978452	0.148579462653768
CNTLN	-0.31566589428431	0.00772857312818256
EPHA3	0.0754983561510112	0.828991655441689
HSPA5	0.105078684208529	0.513124070035124
DSG2	0.0973199790279037	0.741997170457396
GEMIN8	-0.156546464390808	0.359688108368366
OFD1	-0.243031387321576	0.137907548599197
