gene_name	OsteoarthritisvsNormal_log2FoldChange	OsteoarthritisvsNormal_padj
TAC1	-0.0540678715755665	0.815098293642825
ZNF263	-0.0708232945075726	0.696165064131154
CX3CL1	0.0181535071419573	0.983364129955344
SPATA20	0.0288804255180501	0.969773590044049
CACNA1G	0.321697501467269	0.368700069171773
TNFRSF12A	-0.201765611780102	0.494554855343513
DLX6	0.0965002628335269	0.812347744140624
MAP3K9	0.0431536647169087	0.904487575495773
RALA	-0.0637643466179912	0.845705872498049
BAIAP2L1	0.00860114348272451	0.978944059197539
KDM7A	-0.0878995045769595	0.736167998235055
ETV1	0.190577437576454	0.568218101934595
AGK	-0.0973694672186265	0.487793658521347
ALDH3B1	0.223018881000884	0.230844022032425
TTC22	-0.147109814225437	0.71431684403097
PHTF2	0.115667209173551	0.617371800065755
CCL26	-0.141769645462586	0.751718237668418
FARP2	0.110423076189144	0.660981739545039
USH1C	0.438594678138602	0.27875664905043
GGCT	-0.179404296523524	0.409105465320548
DBF4	-0.146060442160815	0.426007027594261
TBXA2R	0.324574179641378	0.33803646817296
IFRD1	-0.0356843558688499	0.819305912397518
LGALS14	-0.0149885550709472	NA
COX10	-0.0611428949964286	0.829113874020193
GTF2IRD1	-0.295851545986408	0.233633742612055
PAF1	-0.16536165196107	0.30779907459247
VPS41	0.112411308588805	0.617371800065755
ARHGAP44	0.627176910423262	0.0185999616187482
ELAC2	0.113117189399377	0.503234525228455
SCIN	-0.213272499929593	0.558849065330297
ARSD	0.1360753292129	0.590802255683152
PNPLA4	-0.0657101302068287	0.870319861945126
MYH13	0.0369588456061378	NA
ADIPOR2	0.124339244681584	0.650342106312444
CDKL3	-0.0618108331905139	0.8484148128576
UPP2	0.105383839234834	NA
PRSS21	0.00218349723985507	NA
MARK4	-0.0205752741626331	0.923957812780101
PROM1	-0.0148825155196776	0.99785642015666
CCDC124	-0.137990329961599	0.36399616190812
CEACAM21	-0.011114195878534	NA
PAFAH1B1	0.0981179949138465	0.644608728207043
NOS2	-0.206056790121168	0.544312404542124
DNAH9	0.0257353178065681	0.953354262720904
KIAA0100	-0.0161840074339389	0.937303163651805
SLC13A2	-0.000875933217885151	NA
GAS7	-0.105671101913507	0.799716361622248
TRAPPC6A	-0.0189343156900413	0.916390103308807
MATK	0.265838044920455	0.503631367743027
CEACAM7	NA	NA
CD79B	-0.087757842067381	0.810719867170327
SCN4A	-0.129236235119217	0.787216978843558
ST7L	-0.0564225797990691	0.813111173730291
TKTL1	0.0474761540790423	NA
PAX6	-0.34062066068155	0.393937727674748
RPUSD1	0.05007476214887	0.838695852384229
RHBDF1	-0.194059688018553	0.387599600623705
LUC7L	-0.217243685942749	0.181892342607645
CACNA2D2	-0.0949067428126091	0.783188799266043
BAIAP3	0.29131999141639	0.30803731842327
TSR3	-0.0442709409900519	0.817744579577901
PIGQ	0.0181929425867755	0.95687741076912
CRAMP1	-0.0344982276975202	0.890505529275844
TEAD3	-0.162824365584684	0.514641296394086
SELE	0.493785801112452	0.122723449514602
DNAJC11	-0.00789887557875451	0.979980716542618
FMO3	0.123769246850143	NA
MYLIP	0.155754199377354	0.720863631289667
NOX1	0.0296277688805606	NA
E2F2	-0.121878867110018	0.90099464378623
PSMB1	-0.134781364227839	0.415217622903663
SYN1	-0.0340234867614993	0.937813515653423
JARID2	0.0989996813733798	0.8623886194381
CDKL5	0.133254231465435	0.457634996056273
CAMK1G	0.0550164751946838	0.894299172821539
CDK11A	-0.160744781230186	0.505707060219909
NADK	-0.0880282402883703	0.669735181631144
TFAP2B	-0.0924095330880578	NA
TFAP2D	-0.00513328413549081	NA
DLEC1	-0.140111749654372	0.736395859530804
CYTH3	-0.0184651868224371	0.945713470812855
ADAM22	0.201975089237125	0.619437416979401
SYPL1	-0.0263510448270818	0.905221228444031
CYB561	0.0742127558224179	0.739671380865125
SPAG9	0.0288750621151682	0.906768252482731
CELSR3	0.0239885185287256	0.962026899649713
AASS	0.107901070927113	0.57001848112106
PLEKHG6	-0.150983237427887	0.745928600715109
SS18L2	-0.295143822034344	0.317577198308826
MPND	0.103440325196929	0.7750013664985
MGST1	0.146425003953656	0.802725522924308
CRY1	0.103061118575209	0.688882310389866
PGLYRP1	-0.170666619233168	NA
NFIX	0.178865594839146	0.491199455535953
ST3GAL1	0.103771251456219	0.558319119769076
MMP25	-0.122446316909055	0.734966247496564
IL32	0.362565773949099	0.308201266103218
PKD1	0.0144180025122081	0.989210236222757
MAPK8IP2	-0.241199836440895	0.42245991510355
MED24	-0.0165459500915855	0.942146249631945
RHOBTB2	0.0985756365581285	0.68772135992248
HEATR5B	0.00866482625034777	0.980064412534471
SEC62	0.16420654831729	0.321226048769967
RPS20	-0.22949811116964	0.460338850826428
CSDE1	0.0659268801741039	0.642583591575904
UBE3C	0.148601638533651	0.440105862919926
REV3L	0.0694266810752643	0.785835231759652
TENM1	0.0624834602205865	0.860986976320244
PAX7	-0.00341291403905461	NA
MASP2	-0.311359791145886	0.339359980479221
IYD	0.0392109495096892	0.911480032658996
FAM76A	0.127055425127711	0.696489677744205
TRAF3IP3	-0.329435224114231	0.388640768514125
POMT2	-0.0343560420014949	0.899966169130236
VTA1	0.0488961654304855	0.782123929749005
MLXIPL	0.108838711743152	0.797501978851906
BAZ1B	0.0470076633927506	0.809840916209415
RANBP9	0.131417872775968	0.213767391542679
ETV7	-0.0568478239723283	0.89226706222786
SPRTN	0.0209646870184385	0.930815362668354
METTL13	-0.127172100761387	0.546869983185726
DYRK4	-0.230576010730463	0.242434732261555
ZNF207	0.0173559168443294	0.921488288025974
UQCRC1	0.129228283743077	0.388634565993098
STARD3NL	-0.0167251275008817	0.959971835041775
CD9	-0.0223260071096806	0.948972691752425
HHATL	-0.0587228995473215	NA
NCAPD2	-0.117148248859045	0.690418441808154
IFFO1	0.052204831045253	0.824230657590248
GIPR	0.424074337829208	0.156493990909629
PHF7	0.127840679311692	0.664152756725325
SEMA3G	0.167835277009999	0.711730972833252
NISCH	-0.0658355530078649	0.771680463133647
STAB1	0.00256750398384293	0.997926134772011
FUZ	0.129784991038529	0.639211940577089
SLC6A13	0.0750178177372432	0.862010465635407
IDS	0.164674598659427	0.406342306754635
PRSS3	-0.0877839164718068	NA
ZNF200	-0.0804064044625587	0.783582513257238
CD4	0.528225005820958	0.0547318150000881
LRRC23	0.0125284959027679	0.964992314817246
BTK	-0.124165840383721	0.761275360811478
HFE	0.265464405116464	0.282936765922261
SCMH1	-0.0704749346112228	0.778761607880979
FYN	0.370392027331267	0.252460729195009
HIVEP2	-0.0114827679613319	0.981330312986895
FMO1	-0.149181521209576	NA
ELOA	0.0820854087264823	0.699940630720172
LYPLA2	-0.238868392363854	0.112937564060431
CLCN6	-0.115820035279612	0.613396747988929
MRC2	0.37680562520961	0.193949379436029
NME1-NME2	0.185939493145778	0.616979094616849
SLC6A7	0.228199002624276	0.55824011545059
TSPAN9	0.327183068884239	0.236628569378337
BTBD7	0.107390850982971	0.46478852117954
APBA3	-0.125107351839714	0.629720502971945
MKS1	0.0590896371649606	0.857421391921646
ABHD5	0.00630852660251571	0.981045810092975
ANOS1	0.365119247638212	0.269390087873274
AKAP8L	-0.143739042484738	0.425671892958005
MBTD1	-0.259869686917036	0.216212023609705
UTP18	-0.166664749642046	0.357261532127875
RNF216	-0.0724372924136621	0.687647041660243
TTC19	-0.0473667573678926	0.769990377281334
PTBP1	-0.0194216724258121	0.949330248191885
DPF1	0.259479740635106	0.515270595789759
SYT7	0.185922589348471	0.749110163781043
LARS2	-0.073246516876782	0.75031402473516
PIK3C2A	0.0847737647432611	0.749110163781043
PLAUR	0.198067959976511	0.331744482510021
ANLN	0.136762680341382	0.778227029041176
WIZ	-0.0656160540719709	0.787098522819045
RABGAP1	0.00675119815272879	0.978955886074779
DCN	0.310553136424248	0.331682341934862
QPCTL	-0.125999171493304	0.629720502971945
PPP5C	0.0452408190786847	0.855777039324419
CEP68	0.0202204726151102	0.930505870403709
MAP4K3	0.0709440143705313	0.739209029429495
ZBTB32	0.0665864806785945	0.934455383446732
TYROBP	0.26171418224967	0.524706276502782
TMEM159	0.200011606456767	0.460457770463268
GABRA3	0.384107654282188	NA
BRCA1	0.156130840882607	0.50981023395837
ERCC1	-0.131961456778563	0.582674120815751
CD22	0.0807093244199497	0.756375454291516
SEMA3B	0.0434131193302128	0.94331512470811
MBTPS2	0.158098193090998	0.461478269053429
PRICKLE3	-0.0710921062450657	0.770889084608965
LTF	-0.61250968101874	0.0840167924707547
EXTL3	0.0663927194649558	0.737166487627104
NR1H4	0.033108273370335	NA
ELOVL5	-0.0338786520669344	0.85804977632898
ALOX5	-0.0170368006741277	NA
KDM5D	-0.151667840659184	0.619263232404533
CALCOCO1	-0.119743990503251	0.689977791703477
UBR7	0.11822039288136	0.546316375988477
MAP4K5	0.0642140451235467	0.779365684086954
EHD3	0.0976606337537321	0.796429317585651
PSMC4	-0.0172904322459101	0.936190394250725
MAN2B2	0.184786132440283	0.556697152821712
SLC7A14	-0.0331020124739988	0.948378345207657
CLDN11	-0.265808388923297	0.407828797330458
SLC25A39	-0.200746139058709	0.126430267257898
MVP	0.0561263287262953	0.787216978843558
NUB1	-0.0958574394152204	0.685635395609297
PGM3	-0.0445483248865644	0.842361426968057
RWDD2A	-0.167882874513226	0.568408119811241
CLK1	-0.191552851192041	0.396389748209939
POLR3B	0.0996199769609119	0.660825973221852
ANGEL1	0.0221211423105398	0.926275231162865
RNF14	0.00434552747103125	0.98346315923058
DNASE1L1	0.28525422462558	0.131281219109237
DDX11	-0.321377908814632	0.197139392578097
HEBP1	0.117735381287062	0.630590119279021
GPRC5A	0.176114657614545	0.553681242608733
MAMLD1	0.00244421869016813	0.997318262220648
CD6	-0.125432283731135	0.761275360811478
TACC3	-0.095752630065712	0.747823331203712
UFL1	0.108606541881276	0.57544461331848
POLA2	-0.295897902498843	0.371828850188115
ZC3H3	-0.0485969175527649	0.813668569383168
CAPN1	0.315143703480861	0.0951006707554051
ACPP	0.0373035235707114	NA
MDH1	0.0332584120821351	0.88230669369191
SLC30A9	0.113746997019208	0.580636673047788
MTMR11	0.146631073908794	0.515194438637012
COX15	0.0686785307767694	0.717071989647872
CCDC88C	0.0222486029686956	0.919697295430268
YAF2	-0.175846443003182	0.482750449500645
ZMYND11	0.0908090406150214	0.411570265741358
WAS	0.0786828999527673	0.911702551471023
DPEP1	0.0028245651066353	NA
BID	0.254626049122787	0.436653603750539
MATR3	0.0493888815571337	0.819393435483195
NPC1L1	-0.00897290963565709	0.990608882028105
XYLT2	0.052366483234226	0.864893923723594
RGPD5	0.0876877023114354	0.82014960155835
STMN4	-0.011573418191505	NA
NUDCD3	0.0702539907083292	0.790993627928928
ISL1	-0.00999402937001376	NA
CHDH	-0.294159392133999	0.150492331006587
IL20RA	-0.0347338777889514	NA
CLCA1	0.00530058783897617	NA
CLCA4	-0.00687911491187615	NA
GLT8D1	0.0348442286895684	0.887945753702649
ATP2C1	0.0820637384065698	0.727944286417679
IGF1	0.0650763402034682	0.915648119212185
SLC38A5	0.265250999587399	0.33803646817296
RALBP1	-0.0372746777286621	0.826824340057925
RUFY3	-0.149950005767389	0.390918248380793
CNTN1	0.0321700153661212	NA
SLC11A1	0.344199970116367	0.452787641173898
WWTR1	-0.158532252414145	0.592462510212728
AGPS	0.22384537004668	0.416601639718518
ZNF806	0.00527981397911533	NA
CXorf56	0.0846639875172575	0.711829121378072
ATP1A2	-0.204452836332576	NA
TTC27	-0.116914579229768	0.604033934067742
ZNF582	-0.369863202015119	0.126430267257898
VSIG2	0.238416423184802	0.613865559588787
PHLDB1	-0.0394332098141549	0.906004564857196
MARCO	0.254734271464391	0.647452596576241
CYP24A1	0.39071258811147	0.372096221008903
PRDM11	0.0420345334482199	0.926222426091131
SYT13	0.300222986651481	0.48345126832056
SNAI2	0.365755555028378	0.282190017033041
CD74	-0.0124722031871212	0.934283489225735
HGF	0.0164023270382391	0.955899446505628
ZRANB1	0.014564984784439	0.947342023758052
NCDN	0.0492704409635098	0.844156100466953
ADGRA2	0.495435481037453	0.152899026160176
CCT8L1P	0.0545522926914371	NA
ZFP64	-0.104814361313596	0.658882945720221
MNAT1	-0.0964088300921147	0.66011690206608
SAMD4A	0.0542758999564363	0.765111290581317
RUNX3	0.623191695684261	0.0229124804355406
MRE11	0.035526494977568	0.868769411917268
PLEKHB1	0.190844711969471	0.809159784730228
SERPINB1	-0.160554283904577	0.664964407221677
CYP3A43	0.132953531531664	NA
SLC7A9	-0.253041643025757	0.474131989338561
SPAST	0.170118056419412	0.257822856726381
NRXN3	0.304935510306296	0.368700069171773
OSBPL5	0.0498309831832987	0.941495856474524
AQR	-0.0350040670394622	0.840647411634519
CPS1	-0.0250543230339239	0.942146249631945
C8B	0.365127368378021	0.338509118760718
FHL1	0.11967843965552	0.799731435872189
RTF2	-0.0162750875377954	0.933435551471545
GABRA1	-0.00752290252404009	NA
NLRP2	0.17259051293981	NA
SLC45A4	0.128679107013207	0.683598224777383
RNF10	-0.102676450940309	0.651868872170236
ZNF839	-0.110374623875776	0.644667781130694
ZDHHC6	-0.127950890335298	0.555328244643157
GRAMD1B	0.130014497007806	0.664152756725325
RNH1	0.0973809055587719	0.740885899064445
NDUFS1	0.0689533632934728	0.703026269321416
RB1CC1	-0.0123422176665139	0.964905171316852
ERP44	0.050278191531184	0.8049083161203
ALAS1	-0.0989380092404634	0.736167998235055
BIRC3	0.0577155305780037	0.885255935153822
AKAP11	0.0975423687698596	0.685635395609297
GLRX2	-0.1913961159151	0.318485860679831
SNAPC1	0.1981885351277	0.357974856210078
DERA	0.0855371370621351	0.811299904459536
STRAP	-0.0623471863271662	0.780995380883647
ABCC2	0.0508591972393346	0.903683062803331
DEF6	-0.308769954214761	0.27314504483424
PLEKHO1	0.0108328495513715	0.999127004312023
GCLM	0.00701271745202514	0.993022532189617
UBR2	0.0855468995740751	0.653656783209438
EHD2	-0.0747878937265375	0.778761607880979
DEPDC1	0.157240430470076	NA
CCDC28A	-0.155109084401362	0.659085947451709
RRAGD	-0.153696259630487	0.431560184438411
HSF2	-0.0117426830116234	0.964905171316852
PHF20	0.06324599394229	0.768278672072375
HSD17B6	0.29632307755348	0.455367812103732
NR1H3	0.394879741070399	0.19600555758615
TYMP	0.222329663887219	0.440150575022669
NCAPH2	-0.0533097020512116	0.805138485193813
TOMM34	-0.182005164039133	0.383355316540951
SEC63	-0.0668114914557978	0.684462179317274
KPNA6	0.155756007887309	0.252460729195009
VIM	0.0917267688031224	0.840208481607506
RTEL1-TNFRSF6B	-0.176740277714653	0.488220950941335
FAS	0.0655429981304662	0.897429454525292
RNASET2	0.0872969210883318	0.846512785552828
CD44	0.164149736591942	0.47553281669602
KCNG1	0.130893794514902	0.768430689932699
AGPAT4	0.0209875978358704	0.954385301262416
SLAMF7	0.487869212241983	0.230844022032425
BTN3A1	-0.0391642235213994	0.89645172065353
MIPEP	-0.184665144976473	0.44633941688242
PRKCH	0.395038110943076	0.150009894527365
INSRR	-0.0326881784037248	NA
IFNGR1	0.200778303621339	0.352444080851923
B4GALT7	-0.0335359982415108	0.917389634200076
SH2D2A	0.0985207136476805	0.772199886193829
VRK2	-0.0570703444514455	0.761275360811478
TNFRSF1B	0.24012044121549	0.610628287820531
VEZT	-0.0563109568112114	0.814316643877966
POU2F2	0.0412366250621876	0.986678465391852
BRD9	-0.0938286942552435	0.734384435599351
SNX1	-0.0775768557145524	0.654806323920191
TBPL1	-0.0336609060908419	0.897610704800412
ARNTL2	0.441560035859667	0.0229124804355406
BCLAF1	-0.00363945031838677	0.989086071652639
SLC39A9	0.0601707918795204	0.603285340804492
ANK1	0.170948676343442	0.549601768705925
IBSP	0.21141961816427	0.619851113070022
TFB1M	-0.00631626913298463	0.983077094829942
RABEP1	-0.0211726357117582	0.906579852906755
HMGB3	-0.0966397198489842	0.773601935048664
NUP160	-0.0311484640942814	0.895344744420358
BAK1	-0.0699563605515763	0.780803627314888
MUSK	-0.200539152010661	0.583910744542236
IKZF2	0.303988494486491	0.307841026259588
GRN	0.190074479580447	0.513715028297519
FAM13B	-0.00538914228646176	0.987381133212907
ARHGAP31	0.00323439852398085	0.999129398006047
CENPQ	-0.0665939549961841	0.791763982114064
SARS	-0.124069149298829	0.560474888218614
RANBP3	0.0156809064904114	0.973122184817597
ARID4A	-0.0360868912202043	0.858204373122851
EIPR1	-0.00733847459578802	0.984859395736331
PNPLA6	-0.0968004401078182	0.683237635226485
IFT88	0.0430883246883187	0.863491481907917
ALG1	0.0751982881920569	0.777017286411415
ZCCHC8	-0.106487516451031	0.488829785957796
ABCF2	-0.158229523560706	0.376645166604156
CHPF2	-0.103063791713653	0.518466643924664
LRRC7	-0.023260487435261	NA
FUT8	0.00322932700098001	0.997318262220648
UBA6	0.0630255460111852	0.84348109084892
GAB2	0.214320238163644	0.442082739091969
ATP6V0A1	-0.0424223255581774	0.838609948305228
PIAS1	0.105967585033936	0.463792375391537
SLC4A7	0.149188633350995	0.537663393090324
APBA2	0.0503719541241823	NA
MAP2K3	0.0870084681585374	0.761275360811478
EFCAB1	-0.223475066620514	0.478508003040071
TMSB10	0.0603823311177959	0.822347334621672
ASTE1	-0.0923494836608076	0.730834275826265
RNF19A	-0.131448281860492	0.550578664193369
PEX3	-0.0641112127032888	0.838020170071283
GABARAPL2	-0.0428198008266203	0.876546022974063
MYOC	-0.113274050135785	0.787216978843558
SH3YL1	-0.0479831411226955	0.857226997604061
FAM136A	-0.117067327163264	0.451757154099364
VCL	0.0589970476263451	0.844625477583188
DEPDC1B	0.114798487972607	0.776035934805579
DAPK2	-0.367872381494464	0.17709385910954
NSMAF	0.0709800588907137	0.781637109317087
ADSS	0.238143765867341	0.0931817448067894
STAP1	-0.0369650373231854	NA
TIMP2	0.434727125674264	0.0644792379577993
RFC1	0.0863401747823256	0.515194438637012
TBC1D23	0.0853850536244793	0.664152756725325
CUL3	0.0111371009975646	0.954585239618983
MYOM2	-0.00101078100593503	0.964905171316852
OTC	-0.019044563291281	NA
CYP46A1	0.214045787583987	0.43571905961557
AC118549.1	-0.00595517211386931	0.985009020985728
SLC18A1	0.134703844323821	NA
USP2	0.152942107081024	0.62018892053543
CASR	-0.0559392449974417	0.870825347951854
TUBG2	0.000930342070815064	0.997087256164512
RPL26L1	-0.092556983135841	0.710932852307748
FLT4	-0.11582024572338	0.764948289874909
NSUN2	-0.0892397627360726	0.675939426541105
FBXO42	-0.0131638906282755	0.965982491344513
MFAP3	0.233585359992703	0.279408496837768
MRI1	-0.118167081029893	0.560821290120829
METTL1	-0.124996872234779	0.551427519649877
HOXC8	0.0886436130479568	0.821483685430926
AGA	0.339988196656435	0.253985629306577
PI4K2B	-0.0396120677115439	0.884273213477619
BOD1L1	-0.102778979788622	0.678717586677855
MAT2B	-0.108801438580262	0.640707199348969
TLL1	0.219609107433447	0.578124561292885
EDC4	-0.204339232313507	0.253985629306577
TRIO	-0.163316066675908	0.453214886590616
VCAN	0.589136721603041	0.00802434700827659
CLEC16A	0.108394118157935	0.614658315042828
MSR1	0.39122994693704	0.337091555020845
CDH1	-0.205259361656916	0.657841309110706
MTREX	-0.00118370462574781	0.99748064254914
DNAH5	-0.138791622746228	0.73764420456088
ZFYVE16	-0.0665800476695608	0.815696670762896
RIPOR1	-0.12064379957827	0.498085558033178
C6	-0.0221585655311884	NA
RAI14	0.29954901763942	0.0548733482319115
SOX30	0.214454933730197	0.654235278247066
PNKP	-0.109555705882591	0.602007984888887
BEST2	-0.1569643948159	0.682045718116756
PHLPP2	-0.118354054338538	0.67309404918143
SPDL1	0.148342183538293	0.499336497313585
STAU2	0.390582743127838	0.15018421858526
PQLC2	-0.0206115799535813	0.941432060724028
CTNS	0.0583682254030159	0.797641297275204
RTN4R	0.0299561069620763	0.972496008536765
PHF23	-0.148067530364116	0.474005646119932
CDH10	0.21317158745944	0.736167998235055
INPP4A	0.00497389693657887	0.987794378427046
RAB27B	0.406049382710616	0.237094119803947
PSMA4	-0.147313933612016	0.488932428245799
MYO16	-0.120999477649428	NA
LSG1	-0.092436799532747	0.68414093098787
PARP3	0.000610977835223267	0.994053181821276
TNC	0.433970685103838	0.17709385910954
THAP3	-0.172620496781424	0.59290011723603
RIPOR3	0.0892082374616689	0.833006645116274
TDP1	-0.0717850526758669	0.747556596341604
AIFM2	0.224287711436896	0.485327932931021
C2orf83	-0.123917485968015	NA
SPATA7	0.325130369907318	0.294429428313647
MED17	-0.00309858586996449	0.990504120233717
RETSAT	0.263238166848749	0.321226048769967
CAPG	0.267501665372238	0.401861980668712
AP2S1	-0.0295854563391396	0.919291670711823
USH2A	-0.197274499395073	NA
ZPBP	-0.052585550735897	NA
TG	-0.00812821601761972	0.979710610749543
ADAM28	0.00665565764506559	0.928746877801503
BARX2	-0.169560723585966	0.439181428687766
DCUN1D1	0.0700196332974874	0.687647041660243
JADE2	0.0083977820878945	0.976755027366679
ZIC2	0.287966312480211	0.422783653554037
LCP2	0.333100588770884	0.586345278678318
TRIT1	-0.117337542328725	0.557370241991325
ADRB1	0.122379791115203	NA
GUCA2B	NA	NA
CUL7	0.0976779551748185	0.67701002419384
CTNNA1	0.0744393337036024	0.591114393909282
PHKA2	-0.156020583768118	0.553843802538109
CNTLN	0.1159826897058	0.614754405188341
EPHA3	0.613584537102429	0.0427438772583125
HSPA5	0.0826700223318231	0.728579886135066
DSG2	0.439353740397102	0.118594918299533
GEMIN8	0.0476957824901578	0.8930497184416
OFD1	-0.304397229162008	0.12999100721653
GPM6B	-0.261729455079088	0.329175309820439
MAGEC2	NA	NA
PREX2	0.760241899500105	0.0073854474166202
WDR37	-0.041802273141404	0.838609948305228
YTHDC2	0.0895325490913353	0.714479778642858
CTPS2	0.0572693537754865	0.880948427432229
ATP6V1H	0.155084666478433	0.463520334547627
POLR2B	0.0215101363385304	0.870764372007236
FAM214A	-0.0045562404839224	0.992671515550035
ARAP2	-0.159619069156188	0.63944766691033
TPR	-0.1190879137417	0.636381918215911
CP	0.301303928168225	0.295460286183598
KIAA0556	-0.263370007595855	0.316891286923477
DTNBP1	-0.16049461108399	0.420985715364123
