ID	osteoarthritisvsnormal_logFC	osteoarthritisvsnormal_padjFilter
ADAM28	0.535830052940504	0.079542123735055
ADAM29	0.0288314397907978	NA
ADAM30	0.00192536189395653	NA
ADAM32	0.32541966980306	0.186027396032715
ADAM33	-0.0843657976402969	0.729948703344367
ADAM3A	0.0586590959135087	NA
ADAM5	0.0699935728861778	NA
ADAM6	-0.18668398215011	NA
ADAM7	0.316361200593039	0.299584870073968
ADAM8	-0.466533081169652	0.297711465318121
ADAM9	0.154517761741069	0.472854804095791
ADAMDEC1	0.399411884762534	0.30845171308058
ADAMTS1	-0.308033916324598	0.585880222345387
ADAMTS10	0.267612815153406	0.620556473811794
ADAMTS12	0.103470947558301	NA
ADAMTS13	0.213029037647586	0.273610787901937
ADAMTS14	1.38420477020056	0.0307784513233893
ADAMTS15	-0.105225634576458	NA
ADAMTS16	0.365771320304649	0.498937423247289
ADAMTS17	1.4204913654653	0.00267764529853034
ADAMTS18	-0.449847069389396	0.374658846184654
ADAMTS19	0.0604967905301326	0.819925015161209
ADAMTS2	-0.435999695040008	0.0591761302510739
ADAMTS20	0.0867794225397072	NA
ADAMTS3	0.502390959363971	0.138419613327164
ADAMTS4	0.0227019730834161	0.9758649765547
ADAMTS5	-0.354938487943381	0.292355146606125
ADAMTS6	0.407421840535652	0.192259295681153
ADAMTS7	-0.368371796885377	0.0323295606799877
ADAMTS8	-0.210266434939347	0.658024676967282
ADAMTS9	1.0668823461953	0.0235852340884728
ADAMTS9-AS2	-0.0616348937803135	0.861635820696331
ADAMTSL1	0.0578935867312387	0.876815824720932
ADAMTSL2	0.574579039984387	0.0608903099508034
ADAMTSL3	-0.464091016753375	0.220774680768128
ADAMTSL4	-0.351082630393444	0.440063637894113
ADAMTSL5	0.175228849591994	0.546918568186367
ADAP1	-0.648864180591163	0.0287315025331317
ADAP2	-0.0909842133074878	0.822777476681644
ADAR	-0.256667748104837	0.440899768606213
ADARB1	0.211446332383062	0.426032681487553
ADARB2	0.120122088437077	0.906859991047044
ADARB2-AS1	0.0325429251415006	NA
ADAT1	-0.231535305706807	0.504427552679683
ADAT2	0.0397708985946448	0.882835193764454
ADAT3	0.0382439770661573	0.867205581875244
ADCK1	-0.00128171575707103	0.99756340179722
ADCK2	-0.483059094196408	0.0375072594034579
ADCK5	0.195280120544702	0.59198513568964
ADCY1	0.0151888615606204	0.970227371660205
ADCY10	0.209449352250697	NA
ADCY10P1	0.23261765243541	0.740037571673904
ADCY2	-0.0703737857111255	NA
ADCY3	-0.0598993650249575	0.881215840809945
ADCY4	-0.527014030264169	0.0491144037459402
ADCY5	-0.0893738392220955	0.749073457687
ADCY6	0.0688338577960312	0.856783008300443
ADCY7	0.0934347612002053	0.851544523291907
ADCY8	0.0178183574547646	NA
ADCY9	0.231151124646622	0.36243976982286
ADCYAP1	-0.287092234225824	0.784119513143482
ADCYAP1R1	-0.186124022433303	0.351359046562886
ADD1	-0.476294862559325	0.00677220586968056
ADD2	-0.36190831048204	0.216961610700351
ADD3	0.119384388348477	0.784057673125013
ADD3-AS1	0.376704156062631	0.0788770069092528
ADGB	0.155696610547063	NA
ADGRA1	0.0644056081143827	NA
ADGRA2	-0.0807275659937847	0.835815522226325
ADGRA3	0.420988883480231	0.0831951808660666
ADGRB1	0.828432628172363	0.165635936646459
ADGRB3	0.0620963623387354	0.829533911179816
ADGRD1	0.114815886152981	0.582315530257912
ADGRD2	-0.0170979665999136	0.965683174710827
ADGRE1	-0.317735819988384	0.339242735136101
ADGRE2	0.135206842160077	0.672768172549591
ADGRE3	-2.04951634003314	0.00204586213983604
ADGRE4P	0.183316616054508	0.617641110876769
ADGRE5	-0.393643552276709	0.220957351484618
ADGRF1	-0.0387123115586379	NA
ADGRF2	0.0121665801617192	NA
ADGRF3	-0.114931335523571	NA
ADGRF4	0.00194865846893766	NA
ADGRF5	-0.600237566811392	0.0271099113476982
ADGRG1	-0.573703958600847	0.0727257020468161
ADGRG2	0.255718498469856	0.794923325244864
ADGRG3	-0.539618572193133	0.221537428414047
ADGRG4	0.066808753425831	NA
ADGRG5	-0.639106925978285	0.174835246970912
ADGRG6	-0.202670927086379	0.654204181204464
ADGRG7	0.16617082254631	NA
ADGRL1	0.106403835846866	0.791831563514074
ADGRL2	0.0598755043023935	0.857439195649582
ADGRL3	-0.219156253773731	0.54472613241526
ADGRL4	-0.840796165349801	0.00635767012294225
ADGRV1	0.123747009470669	0.66176002253181
ADH1A	-0.153781418032221	0.798996232474929
ADH1B	-0.144257511211528	0.801717025690694
ADH1C	-0.712222150829911	0.0919075731593171
ADH4	-0.00277297785312225	0.996497853557333
ADH5	0.251758047257603	0.304132338326772
ADH6	-0.127084394522852	NA
ADH7	0.0757882935321357	NA
ADHFE1	0.0604981086215233	0.858727783559694
ADI1	0.0997942275179948	0.631039999123135
ADIG	0.0670880931011046	NA
ADIPOQ	-0.178457881049415	0.807749439215782
ADIPOR1	-0.833900117305763	0.0483377649976137
ADIPOR2	0.140158509826133	0.7667569269161
ADIRF	-0.26635523362501	0.329299706250412
ADK	0.389903092934892	0.116977136737571
ADM	-0.921719855617116	0.0614932110861655
ADM2	-0.294507060175035	0.184482577893224
ADM5	0.134249432521925	NA
ADNP	0.0149446058983838	0.954535619482281
ADNP2	-0.12606156844371	0.64241354154425
ADO	0.00938554288131854	0.968807661534077
ADORA1	0.275502395438641	0.471720149027263
ADORA2A	-0.516538371137209	0.0208140053195513
ADORA2A-AS1	0.00217282973909683	0.99376864713383
ADORA2B	0.342141425235345	0.31459047263397
ADORA3	-0.510893981999923	0.328494089419115
ADPGK	0.151311689554793	0.553860468647045
ADPGK-AS1	0.123403421218803	0.727607831541532
ADPRH	0.351213319974024	0.244594889715912
ADPRHL1	-0.0161909054874174	0.958522544597664
ADPRHL2	-0.564630165420944	0.00826327130364318
ADPRM	-0.0964085819956235	0.74793786740667
ADRA1A	-0.0702662568902399	0.745082523576208
ADRA1B	0.416087162343523	0.41414256494398
ADRA1D	-0.415394294475385	0.196212107643747
ADRA2A	0.357271711761582	0.327107252341971
ADRA2B	-0.226009056632877	0.32328462913357
ADRA2C	-0.0300427609906837	0.947721845514101
ADRB1	-0.652081977111289	0.0634990462727094
ADRB2	-0.340504206685932	0.361466426585059
ADRB3	0.208746352112214	NA
ADRM1	-0.403197114504673	0.0848085307445171
ADSL	-0.141189604174469	0.470803559162188
ADSS1	-0.61756696147296	0.00514207787992601
ADSS2	0.152068789054603	0.465161611789536
ADTRP	0.153395323863868	0.700656683751114
AEBP1	0.961476671754099	0.00495129289563044
AEBP2	0.0636744755209566	0.708665884610223
AEN	-0.0761504351906304	0.798158430322404
AFAP1	0.0966121532651592	0.741358292620437
AFAP1-AS1	0.1334175814579	NA
AFAP1L1	-1.1923606997994	0.000185046848026958
AFAP1L2	-0.0874294234009554	0.826589517841525
AFDN	0.0918789851002781	0.770264032563085
AFDN-DT	0.00586954429544573	0.983046243082893
AFF1	-0.347587508115659	0.0393413210255241
AFF2	0.425088072504258	0.0787619325521298
AFF3	-0.715511820391947	0.00422523929444351
AFF4	-0.148403601754291	0.491670132309538
AFG1L	0.187480489484484	0.354688773881565
AFG3L1P	0.0636032694177358	0.832287305133821
AFG3L2	-0.119198321178777	0.634692053822321
AFM	-0.254664985396434	NA
AFMID	-0.252355709811216	0.231397013039759
AFP	0.102364832465074	NA
AFTPH	-0.283587751370042	0.074011153347917
AGA	0.265017208314172	0.212050520096729
AGAP1	0.203216922733972	0.348329183934951
AGAP11	0.519403697272848	0.164592540921776
AGAP2	-0.196890707455845	0.410310177040444
AGAP2-AS1	-0.172922381473521	0.477832935396903
AGAP3	0.439296074918358	0.119822584767728
AGAP7P	0.532970850025588	0.262511672272021
AGBL1	0.0774067356344128	NA
AGBL2	0.53926279383672	0.0939622290376994
AGBL3	0.180754447124474	0.465981571492201
AGBL4	0.213697092316144	0.312722995622885
AGBL5	-0.431064659679285	0.0370132064904619
AGER	0.0115411771240472	0.977611697169464
AGFG1	-0.278516900106816	0.144421279415466
AGFG2	-0.290811879652075	0.138520714363288
AGGF1	0.0621431146295883	0.79965927956313
AGK	0.0430900008226658	0.89017450789472
AGL	-0.0407215748477441	0.844190783360914
AGMAT	0.353835917997599	0.107536715489083
AGMO	-0.430109682845602	0.105825240281909
AGO1	0.139959024437868	0.609509583972625
AGO2	-0.38784204518309	0.265714002016084
AGO3	0.184265575225623	0.359445111309599
AGO4	-0.0624995496653824	0.843101063446052
AGPAT1	0.0868676322354354	0.694991008656345
AGPAT2	-0.206938139587265	0.578752386153
AGPAT3	-0.0569739324070877	0.84151107584438
AGPAT4	0.212957989447226	0.504162664022848
AGPAT4-IT1	0.131466613944848	0.72470271754989
AGPAT5	-0.127067476715144	0.48283895168117
AGPS	0.151908585743184	0.583776763062237
AGR2	0.108543592850614	0.898650338672648
AGR3	-0.0082366248471013	NA
AGRN	-0.222770721634232	0.530570584070692
AGRP	-0.0378359002734854	0.943720809670606
AGT	1.20939202851498	0.032894983676992
AGTPBP1	-0.0953495628412373	0.675775648740194
AGTR1	-0.0241023728309404	0.953595821970298
AGTR2	-0.0271431040573979	NA
AGTRAP	-0.705684172584132	0.00303959763048249
AGXT	0.0989217655487362	0.689460118620571
AGXT2	-0.0857080742854723	NA
AHCTF1	-0.0519926690005725	0.793847606138476
AHCY	-0.47487237219004	0.0486960724596432
AHCYL1	-0.25374142226517	0.307880890056245
AHCYL2	0.445384209801224	0.0546849466327528
AHDC1	0.0504068244190332	0.862851388118216
AHI1	0.220940696726549	0.416549327017665
AHNAK	0.0393236365673495	0.922581877283072
AHNAK2	-0.00288822865594618	0.994311026752088
AHR	0.349219797723405	0.217520419883573
AHRR	-0.0407282668321898	0.945225046896225
AHSA1	-0.274367481641306	0.30304460836171
AHSA2P	0.738331810234508	0.313274488366736
AHSG	-0.0444619925306977	NA
AHSP	-2.69283425377158	0.00264182030032771
AICDA	-0.0388756289080803	NA
AIDA	-0.268533735238238	0.228217038367926
AIF1	-0.15367733855221	0.5832014853245
AIF1L	0.494930899781698	0.61457455157043
AIFM1	0.377613149235712	0.0879916161687783
AIFM2	-0.300029994644714	0.329713191531743
AIFM3	-0.0348788226917387	0.904975237729041
AIG1	0.295858780024714	0.100749295271278
AIM2	0.379609075018065	0.430269401317593
AIMP1	-0.0402843059967122	0.882656925582732
AIMP2	-0.0336987601602772	0.929527102606993
AIP	-0.37167332072544	0.124077332862423
AIPL1	-0.0161415896896608	NA
AIRE	-0.116458624896836	0.695466267326665
AJAP1	0.210506645511476	0.509606030179497
AJM1	0.15861493621403	NA
AJUBA	0.44274611912134	0.104097381507296
AK1	-0.0266830830771418	0.933713364300004
AK2	0.546501630535412	0.045092482367772
AK3	0.0841417948655163	0.654255207856642
AK4	-0.218000452548401	0.380500263243243
AK5	1.8524243104099	0.000331726599862672
AK6	-0.182638073398071	0.284869409008142
AK7	-0.42920802789447	0.0609769885191314
AK8	0.0359014426962849	0.910868855308632
AK9	-0.0217268713850087	0.944677739896175
AKAIN1	0.116140356280652	NA
AKAP1	-0.553983637965803	0.0164090434549953
AKAP10	-0.00885597009937555	0.980302787011367
AKAP11	0.127425677440087	0.570848696275196
AKAP12	-1.25896214003806	0.00204719216388181
AKAP13	0.116786892755194	0.611327888850835
AKAP14	0.204510457816798	NA
AKAP17A	0.170027975749955	0.681277277478471
AKAP3	-0.186775572653446	NA
AKAP4	0.00992145478223172	NA
AKAP5	0.170993596903347	0.269992478983608
AKAP6	0.458984032255167	0.248655883301756
AKAP7	-0.385722866169566	0.147522991835448
AKAP8	0.156514295108849	0.664380690987387
AKAP8L	-0.354228821774912	0.178578279647234
AKAP9	0.237799695549025	0.26454439342095
AKIP1	0.195764829880458	0.235303833762388
AKIRIN1	0.0633225290873156	0.836391202130266
AKIRIN2	-0.212264490440779	0.348442401916083
AKNA	-0.221488876422797	0.171083666201121
AKNAD1	-0.00553697712227486	0.981650458763219
AKR1A1	-0.239438010175171	0.247310499827812
AKR1B1	-0.167394007571016	0.51993477908186
AKR1B10	0.434156989205238	0.171124194263264
AKR1B15	0.347978508363474	0.260026107803874
AKR1C1	-0.593761243365812	0.0730537705416098
AKR1C3	-0.561947938618044	0.138813532103688
AKR1C4	-0.163427733779029	0.517682629094848
AKR1C6P	-0.00918499491834979	NA
AKR1C8P	-0.443134852856517	0.0739509450612131
AKR1D1	0.170371341338604	NA
AKR1E2	-0.312117627256538	0.169897092330821
AKR7A2	0.1336056657497	0.619824141551595
AKR7A2P1	-0.151140820564759	0.424124759084455
AKR7A3	-0.0175206482844494	0.95921503360316
AKR7L	0.285880847219444	0.345318056904836
AKT1	-0.0439852481315963	0.879809106207643
AKT1S1	-0.253168171121228	0.188243425489153
AKT2	0.306604787791606	0.379215972584705
AKT3	-0.158149025288269	0.449252740717656
AKTIP	-0.148469133994817	0.473029484436917
ALAD	-0.137977087785357	0.682039880313807
ALAS1	0.171989721381768	0.510631328429939
ALAS2	-4.42572164200962	0.000992910471859818
ALB	0.435140370745526	0.250379108495469
ALCAM	0.167302698327864	0.719747107477294
ALDH16A1	-0.378928040165944	0.162944558450587
ALDH18A1	0.320425548487663	0.316346253259797
ALDH1A1	0.343227665755288	0.214628752839906
ALDH1A2	0.29862068255251	0.608151987685855
ALDH1A3	0.136409531888836	0.735809866860578
ALDH1B1	-0.199521358007592	0.54268164117597
ALDH1L1	-0.235923146921756	0.450418754289075
ALDH1L2	0.861531430691389	0.0192110043363893
ALDH2	0.320452606666873	0.350651152192392
ALDH3A1	0.349227178494653	0.241779608402247
ALDH3A2	0.0676869278597643	0.823195547248044
ALDH3B1	-0.345261941762583	0.190089649067547
ALDH3B2	-0.299610764225605	NA
ALDH4A1	-0.190743313172975	0.362469869508858
ALDH5A1	-0.0391943277962401	0.91222208479013
ALDH6A1	0.69630704960567	0.0164380601498424
ALDH7A1	0.510876079498857	0.0144052895978038
ALDH8A1	0.0277555074961171	0.92256462134434
ALDH9A1	0.254577442216872	0.298958140839706
ALDOA	-0.309570348080465	0.201873108027553
ALDOB	-0.116921629253199	NA
ALDOC	-0.94353299840572	0.00492480623882541
ALG1	0.0853680511676167	0.647332881488916
ALG10	0.0589685450581285	0.813542542894348
ALG10B	0.0494583576238057	0.830593816131387
ALG11	0.18286667875136	0.374734040976249
ALG12	-0.318634202982244	0.337914423751724
ALG13	0.154896392192335	0.562781801543574
ALG14	0.216235063571512	0.388821724180549
ALG1L	0.0720795793897899	0.748908373666572
ALG1L2	-0.0998280020113569	0.665333902372904
ALG2	0.241675903041324	0.115733773962661
ALG3	-0.243208790461473	0.393452562065233
ALG5	0.0757162239161264	0.779187544314011
ALG6	-0.0707718310877024	0.756674679972166
ALG8	-0.154087479682834	0.438830457694822
ALG9	-0.152486088087528	0.624915616184111
ALK	0.27261594126272	0.534504925549014
ALKAL1	-0.00697419047475289	NA
ALKAL2	0.156737693910978	0.780023311133159
ALKBH1	-0.0496409746276072	0.882452598531426
ALKBH2	-0.0278723935722152	0.899452699594009
ALKBH3	-0.263676756696574	0.22552744963791
ALKBH3-AS1	-2.02514263090053	0.00567678957554229
ALKBH4	0.0034231098298676	0.988559580733936
ALKBH5	-0.447861428844755	0.0587643038982656
ALKBH6	-0.518837555262131	0.020023564147471
ALKBH7	0.132920642719416	0.409125533992478
ALKBH8	0.187723425919698	0.33672614380799
ALLC	-0.140371001348202	NA
ALMS1	0.0306414268296216	0.866120220186113
ALMS1P1	0.177820178829498	0.367094632088278
ALOX12	-1.12956447883384	NA
ALOX12-AS1	0.322456165092976	0.500555400936351
ALOX12B	0.0242120872414375	0.941544374317639
ALOX12P2	0.12221521880489	NA
