ID	monosodium.iodoacetate..MIA..28vsnaive.0_logFC	monosodium.iodoacetate..MIA..28vsnaive.0_padjFilter
Abra	0.0750944500106971	0.860182538480275
Abracl	0.269749487233716	0.128191640106415
Abraxas1	0.0666100001280503	0.711032281627548
Abraxas2	0.20481210798116	0.185994938427219
Abt1	-0.0746045506858675	0.750054113631507
Abtb1	-0.294782559813492	0.242963716563056
Abtb2	0.379500519547012	0.00466952351566282
Ac1576	0.266127216277383	NA
Acaa1a	-0.0981744960926321	0.707647122635208
Acaa2	-0.511064419061244	0.161721130529545
Acaca	-0.181625899269116	0.186088057414163
Acacb	-0.164832216927268	0.273549511669164
Acad10	-0.224876570798889	0.217246580228811
Acad11	-0.712527548910106	0.000958911736027736
Acad8	-0.0172112467536616	0.928136972803207
Acad9	0.145778659519904	0.352529708628318
Acadl	-0.272667184969798	0.126226668689774
Acadm	-0.162084311906115	0.532843154625812
Acads	-0.0364294256685342	0.849314314685527
Acadvl	-0.034275752946213	0.879101656585937
Acan	0.901854882284447	0.252329465505492
Acap1	-0.179693070569334	0.262484628822664
Acap2	0.256215795968737	0.104886542339644
Acap3	-0.0532820796282358	0.78497273880487
Acat1	0.178015417277473	0.202248024533556
Acat2	0.0784699979073862	0.704765276996105
Acat2l1	0.0189991810336805	0.965706825449956
Acbd3	0.0651926238406784	0.642007731053242
Acbd4	0.00101953738988403	0.997369802977254
Acbd6	0.113841679401711	0.506640418851181
Acbd7	-0.0559107402212691	0.834525366546457
Accs	0.0215020921981983	0.937705079922263
Accsl	-0.184452924624803	0.394408464529214
Acd	0.0982537293923773	0.637436357510458
Ace2	-0.292456199984914	0.199936632477692
Ace3	0.176054044844754	0.134934460988107
Acer1	-0.0606636433584118	0.740000263605212
Acer2	-1.42862681278196	0.00100232577360318
Acer3	0.201391396290855	0.315858934901076
Ache	-0.154685559368308	0.607571124970604
Acin1	-0.171727214022757	0.223045643970584
Ackr1	-1.34194354242861	9.75917410372845e-05
Ackr2	-0.8204007521668	0.00288195934890499
Ackr3	0.188749212658378	0.338828698572302
Ackr4	-0.603419485743231	0.0577382747364029
Acly	-0.120620183719877	0.413232771711591
Acmsd	0.00361876088891488	0.990910849475853
Acnat1	-0.21831720759171	NA
Acnat2	-0.124930716824802	NA
Aco1	-0.236212292809737	0.212104664621353
Aco2	0.233919043508504	0.0738900977384859
Acod1	-0.0357333597379625	0.924374000895017
Acot1	-0.219644407795986	NA
Acot11	-0.00742355005304152	0.973049168073404
Acot12	0.0573142743819384	0.865646862665577
Acot13	0.0903673661070732	0.819173471779594
Acot2	-0.255689710235511	0.155938577621542
Acot3	-0.148527898249909	0.396459621512434
Acot4	-0.226428302918118	0.06128210906194
Acot5	-0.382078262667135	0.0276653852567713
Acot6	-0.157828140687184	0.554111169249705
Acot7	0.375271146588954	0.0351639080478624
Acot8	0.000352097916263894	0.999115788176534
Acot9	0.254523855917704	0.082080984182164
Acox1	-0.286696824426377	0.151241417273674
Acox2	0.35148159550308	0.0908163989726922
Acox3	0.0439327255510751	0.772812408503085
Acoxl	-0.0542057849298425	0.736480048702897
Acp2	0.281610737059443	0.0621896793890228
Acp4	0.00702989342674876	0.979913895358591
Acp5	1.65969574837496	0.00204473263321869
Acp6	0.162981907792641	0.472637101837267
Acpp	0.245702786127159	0.36352368945712
Acr	0.0786302263077525	0.778463142720979
Acrbp	-0.348741197302725	0.0714729855668554
Acrv1	-0.0491916382595479	NA
Acsbg1	-0.179728499255183	0.358272378646662
Acsbg2	-0.0475896973490144	0.856976691236242
Acsf2	0.0551900031680184	0.842487571282893
Acsf3	0.0549147466940276	0.771516935273511
Acsl1	-2.09547317423078	4.79435160550899e-05
Acsl3	0.248923949104769	0.328939745095916
Acsl4	0.130886974451434	0.492405877932951
Acsl5	-0.125030770253732	0.361250987337822
Acsl6	-0.232369489846234	0.528160413112742
Acsm1	-0.197150752952472	0.237570827298184
Acsm2	-0.222495848815463	0.293690078583244
Acsm3	0.191576616495278	0.456706302748202
Acsm4	-0.0070926946586134	0.983042891524138
Acsm5	-0.630078395387891	0.00797931019474581
Acss1	-0.705925519023717	0.00780886887053363
Acss2	-0.0325186508810571	0.917668525101223
Acss3	-1.32808929945395	7.92255522286878e-05
Acta1	0.544561232036775	0.656410847531777
Acta2	-0.456373660318725	0.00358197775311016
Actb	0.0908694154067433	0.532843154625812
Actbl2	-0.26276490852428	NA
Actc1	0.341132120047523	0.545383730715169
Actg2	-0.549801943895247	0.0301256180142048
Actl10	0.309661191581017	0.139259253079147
Actl11	-0.0581632385127326	0.791898585294544
Actl6a	0.219819669926729	0.14994970082868
Actl6b	0.16581575437599	0.412647239642627
Actl7a	-0.163987161905625	0.573765535385918
Actl7b	0.0506564535514844	0.846748707828626
Actl9	0.0305189668873096	0.913568105773673
Actl9b	0.273212197956645	0.165760355308315
Actn1	0.185164805037385	0.129984833981177
Actn2	0.513878001965764	0.315548451360393
Actn3	0.103494269451067	0.917110817170179
Actn4	0.0137113775250395	0.943085443366265
Actr10	0.139878535071563	0.444833807158926
Actr1a	0.281428036916196	0.0794646809995658
Actr1b	0.25087455688768	0.181053129156074
Actr2	0.131456270277313	0.417728128961588
Actr3	0.424989638876584	0.00614805037319576
Actr5	-0.0347997980082599	0.807505985354142
Actr6	0.397052563946783	0.0214082562249904
Actr8	0.0186779590463395	0.921292132021239
Actrt1	0.0522669529789352	NA
Actrt2	-0.0283164621730831	0.949297266690687
Actrt3	0.00719903660444654	0.98949412878095
Acvr1	0.196712916077093	0.0980423549224355
Acvr1b	0.0764976815730307	0.540126522005601
Acvr1c	-2.47691971351555	0.000521349160861537
Acvr2a	-0.457743972219721	0.0123637782903469
Acvr2b	0.0693705329110434	0.72919104152862
Acvrl1	-0.0863323004644538	0.660193000112106
Acy1	-0.12120546472792	0.632494109668478
Acy3	-0.0316790076497284	0.927081177062145
Acyp1	0.185921399647363	0.27844322515432
Acyp2	-0.0128598976839314	0.952707254772546
Ada	0.205119814109939	0.303866736357277
Adad1	-0.271960708539482	NA
Adad2	-0.105986786727574	0.502818169543982
Adal	-0.0703502539134977	0.62194973411623
Adam10	-0.0415374766763694	0.817272150629016
Adam11	-0.595575898036227	0.0213227846327776
Adam15	0.0325132300303999	0.855678228955623
Adam17	0.389288110110058	0.0120620783301863
Adam18	-0.0569058519934895	NA
Adam19	-0.114170460238238	0.548584455520305
Adam1a	-0.109652599417519	0.606066297207925
Adam2	-0.161494086514985	NA
Adam23	-0.00593677993490438	0.984643082088537
Adam26a	-0.00910955859703222	0.984771933398974
Adam28	-0.185288756101304	0.469829322787791
Adam30	-0.0763705404600037	0.760285891333937
Adam32	-0.0681367286048733	0.76343923891775
Adam34	0.170051118261177	NA
Adam34l	-0.195087675806641	0.420821916259516
Adam3a	0.0343460981263162	0.815936326187395
Adam4	-0.126194362562019	0.464757427456077
Adam4l1	-0.0875903764691239	0.723759659490381
Adam5	-0.144288225408611	0.41446973838063
Adam6a	0.120632386395492	0.683631991382206
Adam7	-0.11397000649032	NA
Adam8	0.179249039157135	0.569680060744837
Adam9	0.0203231388674023	0.923069031885634
Adamdec1	-0.15493039895992	NA
Adamts1	1.00386004343928	0.000747681922263103
Adamts10	-0.147394244035464	0.282131565053323
Adamts12	-0.129797750936808	0.514934031752398
Adamts14	0.782007232374619	0.000346356044245387
Adamts15	0.663477066666935	0.0288069292501368
Adamts16	1.10546998853373	0.000548381545941199
Adamts17	-0.101015606828829	0.685550005792138
Adamts18	0.675001299177591	0.0855955125698477
Adamts19	-1.04109926582157	0.000901599723615261
Adamts2	0.279309066724153	0.0350590536416636
Adamts3	0.234239106545976	0.275509063137511
Adamts4	1.52644573202784	0.000123748543437506
Adamts5	-0.289156673534496	0.473145597695065
Adamts6	0.146973583201765	0.34579924390257
Adamts7	0.738801189656566	0.00199251588961236
Adamts8	-0.0373579091730694	0.927964428543456
Adamts9	-0.430577848050509	0.0305700746210542
Adamtsl2	-0.0470386818285959	0.746226369818825
Adamtsl3	-0.637630094152208	0.00550025653936606
Adamtsl4	-0.149698817817583	0.547478021245388
Adamtsl5	0.012830112657678	0.944940701491972
Adap1	-0.0588218903131903	0.784706378846282
Adap2	-0.122221823513663	0.516612148437294
Adar	-0.195689975593675	0.25127324937285
Adarb1	-0.398049371467927	0.0043983160728263
Adarb2	-0.00774529330928075	0.979944889586687
Adat1	0.0294976733306216	0.86757565232949
Adat2	0.013079700718702	0.957993849767668
Adat3	-0.0361766635165122	0.858485110573398
Adck1	-0.179930299692047	0.137191674798263
Adck2	0.0355650778708725	0.840105560983203
Adck5	0.124840765646162	0.448090023083123
Adcy1	0.190977733126573	0.356353281730118
Adcy10	0.0527723222798633	0.763702436322499
Adcy2	0.408227772209607	0.0679982954449395
Adcy3	0.338132708101051	0.0598487381056595
Adcy4	-0.226316312095555	0.223289170104965
Adcy5	-1.28277733878101	1.41304659592884e-05
Adcy6	-0.22713936795445	0.150418256958637
Adcy7	0.35608703464505	0.0194284099189037
Adcy8	-0.139802877177274	0.51324313284769
Adcy9	-0.271542540087236	0.0802974987113553
Adcyap1	0.0989153434924006	0.762162680922641
Adcyap1r1	-0.528535652468397	0.0100891664727844
Add1	-0.0880908136917995	0.570508293284197
Add2	-0.546425229671505	0.0811254682082532
Add3	-0.528221635784634	0.00844763600390314
Adgra1	-0.111262796711697	0.628219768407427
Adgra2	-0.0431752130198486	0.79594401590121
Adgra3	1.00313088477353	0.00027141426219363
Adgrb1	-0.0415897905471301	0.894954660377883
Adgrb2	0.0691141496805887	0.756500706822601
Adgrb3	-0.24395463677187	NA
Adgrd1	0.0518826057761572	0.833366664593024
Adgre1	-0.767955849615495	0.0234869177879517
Adgre4	-0.999759761823854	0.004604471141374
Adgre5	0.15435353110805	0.454099353969432
Adgrf2	0.0146436604253157	0.97723713222798
Adgrf3	-0.033040690368896	0.911854328164889
Adgrf4	-0.26086928137631	NA
Adgrf5	-1.0074965715607	8.84155364815195e-05
Adgrg2	-0.721554615801121	0.0275708970153012
Adgrg3	0.112571132737985	0.620584194295388
Adgrg5	-0.0510913602465157	0.83026521302828
Adgrg6	-0.469016436017972	0.074472201721565
Adgrg7	0.298245312684957	0.142198485172046
Adgrl1	0.146239970100485	0.411530628139924
Adgrl2	-0.10413160933938	0.592642779264997
Adgrl3	-0.607361290690987	0.0466406762259934
Adgrl4	-0.162100420501778	0.313767693173744
Adgrv1	-0.0273243336629365	0.876921789014191
Adh1	-0.601151652657288	0.00372344214056103
Adh4	-0.0841757397563763	0.656546163382949
Adh5	-0.0372099308339475	0.826153842380254
Adh6	-0.0717706317557001	NA
Adh6a	0.119884109597655	0.675075311846055
Adh7	-0.232002596511474	0.178258228710848
Adhfe1	-0.789088770834743	0.00260007235663856
Adi1	0.235134069346254	0.365022388776668
Adipoq	-4.11948057804298	1.53365289999365e-05
Adipor1	0.151399512517028	0.265602835554492
Adipor2	-0.0841267772345446	0.554436279715265
Adk	0.603602210524519	0.000358209540596823
Adm	0.172006878417153	0.524827236352661
Adm2	0.150065302627909	0.457915720550733
Adnp	-0.0429140055891661	0.778463142720979
Adnp2	0.20248843357826	0.296340136299825
Ado	-0.370533073235618	0.256755658247619
Adora1	-1.13918315566609	0.000128160915312971
Adora2a	-0.316774107015616	0.283486729947581
Adora2b	-0.125389559612373	0.610765307234095
Adpgk	0.140274330529834	0.297635543278992
Adprh	0.16896123740197	0.333847220804617
Adprhl1	0.0810557531636462	0.783435327182739
Adprhl2	-0.177790795534229	0.260665550157743
Adprm	0.0576911902076169	0.800427753744306
Adra1a	-0.6251241248319	0.0375664015036829
Adra1b	0.120751537736171	0.689540932574605
Adra1d	-0.458274676550312	0.0800281583071187
Adra2a	-0.368703859256094	0.0417407794187648
Adra2b	-0.0242450785973576	0.918395888951229
Adra2c	-0.0562295001906357	0.838120502601457
Adrb1	-0.297981526588043	0.0990740854127032
Adrb2	-0.189612706204121	0.440579257862025
Adrb3	-1.66529078266997	0.00106732352728347
Adrm1	0.161053831784573	0.388461908515339
Adsl	-0.0100144127940442	0.966885869741516
Adss	0.39731898372148	0.00503569671307606
Adssl1	-0.185184913098886	0.573172464091429
Adtrp	0.0660869547380694	0.827974488271154
Aebp1	0.407077602546885	0.0312925689612228
Aebp2	0.295284371197981	0.0640757960021066
Aen	0.299671853163678	0.062631825593803
Afap1	0.220675721318839	0.0957707150701894
Afap1l1	-0.0834912333431239	0.576502022306285
Afap1l2	-0.257894687921672	0.0310052643437267
Afdn	-0.321778540887847	0.03384705105274
Aff1	0.118206978930083	0.314548763111462
Aff3	-0.00100851114485856	0.997593799681366
Aff4	0.182661367508702	0.134358173504568
Afg1l	0.0770209377033009	0.773443732571821
Afg3l1	0.323039964141971	0.0294377168523746
Afg3l2	0.131002410162476	0.413643726186325
Afm	-0.0756124878582236	0.68186064105931
Afmid	-0.0275570861372767	0.89308876050824
Afp	0.119687603240945	0.542383705211415
Aftph	-0.0806254886112896	0.673242773275205
Aga	0.225070885111846	0.17987754335243
Agap1	-0.168771113922299	0.318681839303742
Agap2	-0.233952553577192	0.199332087391235
Agap3	0.105016542008981	0.437482960106273
Agbl1	0.310135547905258	0.196486121552777
Agbl2	-0.258336920901782	0.197539656056586
Agbl3	-0.342899005230286	0.057724574399589
Agbl4	0.0591832696347323	0.785092043472387
Agbl5	-0.126585337135073	0.406771831136183
Ager	-0.0214085025049391	0.930177600983373
Agfg1	0.0328842466168133	0.853718532175286
Aggf1	-0.00403622600449438	0.984643082088537
Agk	0.229886104915609	0.119886250368512
Agl	-0.0279790036775651	0.948327190491878
Agmat	0.6514533620537	0.000934063923289335
Agmo	-1.1904119088651	0.00420411171265948
Ago1	0.0860019084520456	0.498455509224975
Ago2	0.0317659736974907	0.874879827336513
Ago3	0.0815595577844928	0.569718920430799
Ago4	-0.0836270471369778	0.749766978588168
Agpat1	0.0277477543334044	0.908850681645337
Agpat2	-1.48148189610771	0.000403626295057131
Agpat3	-0.735370490719227	0.00273405974503801
Agpat4	0.160355128490213	0.259007416759674
Agpat5	0.277003463286329	0.0773225102314131
Agps	0.092839215029592	0.528151691478171
Agr2	-1.57086415289366	0.000313215131003682
Agr3	-0.152120094927727	NA
Agrn	-0.405205601789627	0.0264229956821373
Agrp	-0.189181299260266	0.303669499406641
Agt	-1.89974841649832	0.000104640251373183
Agtpbp1	0.0808635022651263	0.63698864293082
Agtr1a	-0.135824282980092	0.760285891333937
Agtr1b	-0.107510423533241	0.657366477107085
Agtr2	0.926912376806269	0.0980170935846073
Agtrap	0.075303115001395	0.691990448625546
Agxt	0.130707714088545	0.48905489345925
Agxt2	-0.0922679575105025	NA
Ahctf1	-0.292035000174524	0.0334044997162988
Ahcy	-0.0593907950977739	0.799137351478385
Ahcyl1	0.0360888205472882	0.792962462050384
Ahcyl2	-0.115124832620978	0.514674978491615
Ahdc1	0.0648907204742883	0.720921004174869
Ahnak	-0.00313895419107624	0.988422925090577
Ahr	-0.013510808299829	0.95176108320403
Ahrr	-0.411562571692256	0.0386398793306791
Ahsa1	0.149981021635854	0.247530538612926
Ahsa2	0.0922792856948593	0.50535494535149
Ahsg	0.101940656461121	0.509407162397181
Ahsp	-0.58287066237345	0.260665550157743
Aicda	-0.184210914808744	0.570909177096922
Aida	0.0144342084566311	0.937901319258233
Aif1	-0.364541517996001	0.028772214107432
Aif1l	-0.760676620603636	0.00452747408491142
Aifm2	-0.325176523701185	0.135564232179409
Aifm3	-0.169512994942309	0.303819116481597
Aig1	0.179720231572002	0.24920756848114
Aim2	-0.538039946929882	0.100577482218317
Aimp1	-0.170279364814231	0.371078797508563
Aimp2	0.0199371993481616	0.937500715429713
Aip	-0.0741669892872778	0.778813696101016
Aipl1	0.168331371370469	NA
Aire	0.0963855212553959	0.69000731190854
Ajap1	-0.0582542173024398	0.818892833190554
Ajm1	0.207214702475371	0.274707493315503
Ajuba	0.24613330029414	0.292135877602286
Ak1	0.589005061668621	0.045809075251941
Ak2	0.0699996002672769	0.669397141687253
Ak3	-0.102564098379442	0.523548529615562
Ak4	0.543478891084007	0.129568423637853
Ak6	0.0845428210439287	0.645577837058585
Ak7	-0.00160420082000545	0.994048202309552
Ak8	0.0853885771853804	0.760285891333937
Ak9	-0.0832530075592208	0.652458716785402
Akain1	-0.219190308729711	0.423497869080629
Akap1	-0.18110056066654	0.153614360934471
Akap10	-0.00335002605005563	0.988422925090577
Akap11	0.134087249626143	0.337425660024909
Akap12	-1.19529255566606	6.24110694118804e-05
Akap13	0.158009263159284	0.259959459958512
Akap14	-0.307547909589706	NA
Akap17a	-0.18146983033105	0.394804626285789
Akap17b	-0.165489369300358	0.589436926893599
Akap2	-0.236230739475003	0.208260592173395
Akap3	0.0729373941020954	0.748708471894579
Akap4	-0.139902828931999	NA
Akap5	-0.207340073828242	0.321374821827103
Akap6	0.13973672000394	0.483559561857816
Akap7	-0.206077338939733	0.316336219145594
Akap8	-0.000528534171877482	0.998192409924385
Akap8l	-0.138818577511836	0.397261652283868
Akap9	0.0489751502970766	0.754335100108731
Akip1	-0.223267012028008	0.180766892792376
Akirin1	0.128239434659658	0.434013685815229
Akirin2	-0.115672476675401	0.381890682966719
Akna	-0.237730360456402	0.106885478811165
Aknad1	-0.0452192850035349	0.89016872130918
Akp3	0.16585529775759	NA
Akr1a1	0.309105754862042	0.00747040769160355
Akr1b1	0.135954419442902	0.346759806090596
Akr1b7	1.5699439919474	0.00154893617569772
Akr1b8	1.10505084495296	0.00363895190971988
Akr1c1	0.210410423547057	NA
Akr1c12	-0.676412838391408	NA
Akr1c12l1	-0.262255052611384	NA
Akr1c13	-0.182350088845586	NA
Akr1c14	-1.49869795551955	0.00106356029920231
Akr1c15	-1.52603461040517	0.00129861764031324
Akr1c19	-1.18385043638407	5.15458459785124e-05
Akr1c2	-0.159162784894142	NA
Akr1c3	-0.220097740902741	NA
Akr1d1	0.0140674875924747	0.959724406924676
Akr1e2	-1.07918898793837	0.000424857468170709
Akr7a2	0.621259599950612	0.00398652050037882
Akr7a3	-0.106095574106951	0.786219142785595
Akt1	0.270040347440538	0.0585407877920804
Akt1s1	0.315574330946866	0.155542111966697
Akt2	-0.245427736700103	0.230578149108654
Akt3	-0.014131077877602	0.941070569103719
Aktip	-0.152627297616579	0.245484950369885
Alad	-0.35940439520696	0.0345691043630408
Alas1	0.0238047216452131	0.924459744079405
Alas2	-0.643695033548298	0.166503520357395
Alb	-0.234670217907314	NA
Alcam	0.725582942804579	0.00661451922837524
Aldh16a1	0.163215599150951	0.309888780309209
Aldh1a1	-0.199827022434674	NA
Aldh1a2	-1.45082028283686	0.000932623612051583
Aldh1a3	-0.44665103734387	0.077174618788087
Aldh1a7	0.0262806401097073	NA
Aldh1b1	-0.0513504532750479	0.837721096226686
Aldh1l1	-0.321812996184988	0.13526985449533
Aldh1l2	0.876630974474253	0.00400725466544207
Aldh2	-0.296286815742942	0.178180619389929
Aldh3a1	-0.0428551527293051	0.879101656585937
Aldh3a2	-0.234066042805816	0.260170062512684
Aldh3b1	0.178890803304533	0.519995821661667
Aldh4a1	-0.141517202313145	0.4306447100229
Aldh5a1	-0.228207750844367	0.262106955867933
Aldh6a1	-0.760347079595681	0.00364023464106605
Aldh7a1	0.205918882136423	0.208078610152958
Aldh8a1	0.135624412877243	0.489467633041973
Aldoa	0.364726686749687	0.0221249685620005
Aldoart2	0.0454694641161897	0.8267402733701
Aldob	-0.0414003668636189	0.853718532175286
Aldoc	0.393157497742999	0.145771104826882
Alg1	-0.0660151800571818	0.680167016707472
Alg10	-0.0148677333044738	0.945959530923359
Alg11	0.106522101681942	0.778056282816299
Alg12	0.0933309137688827	0.52583509071406
Alg13	0.0951340243434045	0.464221896299847
Alg14	0.049592099640865	0.798471907159454
Alg2	0.0255965541254648	0.908070918130257
Alg3	0.121820622809592	0.37569972149801
Alg5	0.0524792613107561	0.840910972637427
Alg6	-0.0968107474728885	0.684571050276066
Alg8	-0.00157862495743544	0.994048202309552
Alg9	-0.103837625307785	0.584805191735257
Alk	-0.377580714555251	0.0361709330091989
Alkal2	-0.140130114270824	0.480664726047129
Alkbh1	0.167921614301861	0.214497188062954
Alkbh2	-0.0645250158734445	0.707040189602792
Alkbh3	0.243372971170889	0.0563497252077818
Alkbh4	-0.0616120693652729	0.779901117370308
Alkbh5	0.1723020184254	0.22459006392886
Alkbh6	0.137692642740602	0.35885800179422
Alkbh7	-0.0801351684469509	0.635062876499574
Alkbh8	0.0166329783339387	0.937500715429713
Allc	-0.131790672327138	0.441871480963963
Alms1	-0.181369501158267	0.177657842929365
Alox12	-0.117256829771009	0.829333690348462
Alox12b	0.0503902696963712	0.775052476374387
Alox12e	-0.124164191031474	0.647994897650661
Alox15	-1.21940314413586	0.0203299807010088
Alox15b	0.126846707514809	0.515231337271578
Alox5	-0.14171065808628	0.707558123183154
Alox5ap	-0.164160039050968	0.385010626717202
Aloxe3	0.119365129414152	0.417273818398089
Alpi	0.0989650409640692	0.73470120077888
Alpk1	-0.267494952799798	0.0876995339192111
Alpk2	0.0199917100683074	0.944922426562769
Alpk3	0.129599375246687	0.763261261646233
Alpl	0.760750507665534	0.183138169855686
Alpp	-0.184010403488808	0.604366774915098
Als2	-0.143103352754048	0.317125142143183
Als2cl	-0.257232782866824	0.289824589429808
Alx1	-0.0251930493843417	0.948289348296027
Alx3	-0.0484423819754003	0.833980470830276
Alx4	-0.186546388563822	0.338241016045794
Alyref	0.098015645327532	0.487788493250734
Amacr	0.238456650066897	0.056695854654467
Ambn	-0.207025926758062	0.196372830931638
Ambp	-0.0373628168602025	NA
Ambra1	-0.0759206154375089	0.586058355415855
Amd1	0.00826767091484726	0.964473783070698
Amdhd1	-0.141947216766288	0.557048312256746
Amdhd2	0.0305367095368991	0.896346038375554
Amelx	-0.0631280111982067	NA
Amer1	-0.0628064071154011	0.738109510540045
Amer2	0.0188472591626887	0.920661987605908
Amer3	-0.180659338920605	0.224641925178062
Amfr	0.121694583495925	0.288595504425951
Amh	-0.15405202021287	0.498455509224975
Amhr2	-0.283357791794447	0.279335894003647
Amigo1	-0.0334232290352983	0.884038561108817
Amigo2	-0.955178552251766	0.000123748543437506
Amigo3	0.021925157773536	0.900878144698912
Ammecr1	0.1860368254614	0.140742832853159
Ammecr1l	0.185045829530345	0.093121704741181
Amn	0.0741280855080308	0.735214925598849
Amn1	-0.196124055759446	0.189202447093298
Amot	0.158121120371532	0.424188188540452
Amotl2	0.184554057362138	0.23605780507792
Ampd1	0.340180628715337	0.626599660683289
Ampd2	0.183144308787902	0.22155358238533
Ampd3	-0.0317650971959651	0.865699010271809
Amt	0.0349669503422847	0.906083549488633
Amtn	0.208027673919942	0.305405982882611
Amy1a	-0.343268280860733	NA
