gene_name	Day14vsControl_log2FoldChange	Day14vsControl_padj
POLR3B	0.0294675099703295	0.781775250521919
CKAP4	0.720704493795156	0.00725039906919547
TEX49	0.372491413949219	0.849417625065431
ADCY6	-0.315877385230967	0.226229486777723
DDX23	0.170744091143216	0.0410942049749739
CCDC65	0.0106010140286919	0.982993738714156
FKBP11	0.69896594259993	0.00381810093448461
WNT10B	-0.876583523343338	0.000277150078048185
WNT1	0	NA
DDN	0.0993417645535561	NA
PRKAG1	0.165135393389859	0.195557409957144
RHEBL1	0.231601398254357	0.510555175171023
DHH	-0.166234575332183	0.730153648441707
LMBR1L	-0.119084656804449	0.590262747762567
TUBA1B	0.193006230216443	0.393667146164365
	-0.329001352405919	0.344642333168112
	0.441932935423396	0.00261468040044585
PRPH	-0.992534430322154	0.00771197245094407
C1QL4	0.0458893290174672	0.857106806660667
DNAJC22	-0.604563230353037	NA
	0.777577017966821	9.60349906478691e-07
MCRS1	-0.469923943567571	0.00454987961280794
KCNH3	-0.976589369910353	0.00750403631805732
PRPF40B	-0.307882989373059	0.0977903920093825
FAM186B	0.125228483688811	0.668501516175149
FAIM2	-2.42071354853437	0.000589216576958245
	-0.0688118343028424	0.9990016627304
NCKAP5L	-0.947185052420528	0.00573464817600559
AQP5	-0.561806902424476	0.177015216200189
AQP6	0.129029667837479	0.98015252564244
GPD1	-2.54144896123369	1.73863804090278e-05
SMARCD1	0.140791659048073	0.203031912608877
ASIC1	1.26843270528163	1.35741092988668e-05
	0.637344196497155	0.210628537020105
	-0.351179675753918	0.193226646692098
BIN2	0.167136226356552	0.862115915458456
SCN8A	1.09412032308113	0.00107791619477935
ANKRD33	0.230294829142402	NA
ACVRL1	-0.0493039623028569	0.800930829733848
ACVR1B	-0.145986841369624	0.452307864753597
GRASP	0.234759969434431	0.557854579519135
KRT82	NA	NA
KRT75	NA	NA
	-0.0480250434155324	NA
	-0.299373852779621	NA
KRT85	-0.0480271505549926	NA
KRT84	-0.0480389472361138	NA
	0.459974696631143	0.449114096584421
KRT71	NA	NA
KRT5	0.594763257438899	0.206081478926351
KRT72	NA	NA
KRT73	NA	NA
KRT1	-0.0480320066525774	NA
KRT8	-0.059441103918306	0.853667687440327
KRT18	0.266704289650648	0.684578478781986
ITGB7	0.499270551466526	0.256127775454005
RARG	0.122666124570915	0.551051605990788
CSAD	-0.59881157088828	0.0717653043309487
SOAT2	0.205258107278478	0.663703710092106
IGFBP6	-0.686259984553817	0.200114216367694
SPRYD3	-0.46024294016115	0.0041033368173395
TNS2	-0.183885921683734	0.529366952922576
MFSD5	-0.202227282010972	0.124508309554212
ESPL1	0.0763192904050774	0.978393165147749
C12orf10	0.168244155209114	0.238428027379093
AAAS	0.54142114958495	0.00136396940060626
AMHR2	-0.337936054923165	0.335365290409272
SP1	-0.22891457914578	0.353485946995147
	-0.0952118336837332	0.608173547713388
PCBP2	0.0249000242402895	0.862115915458456
MAP3K12	0.600589911252219	0.000439317836322725
TARBP2	-0.421394279252195	0.110810398696476
NPFF	-0.35084466094225	0.41010556990815
	0.335968963986984	0.0141457685563433
HOXC13	0.0525510449986155	NA
HOXC12	NA	NA
HNRNPA1	0.297541584564085	0.0134511916852237
NFE2	-0.560258911647715	0.222126764251796
COPZ1	0.619152718736869	1.27945859952563e-07
GPR84	0.0777327122560572	0.867954162073975
ZNF385A	-0.30143876086547	0.281134989159709
ITGA5	0.616981597483484	0.0165749319795113
NCKAP1L	-0.111894458468061	0.831824871007804
	NA	NA
PDE1B	-0.00530724639951681	0.92466793711885
PPP1R1A	-2.69807626351461	2.11768940086599e-06
TESPA1	0.246211110004075	0.340159088052427
	0	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
BLOC1S1	-0.317090744170992	0.0971312735535761
CD63	0.228805846889568	0.0293588234349721
RDH5	-1.7938539421773	0.00213844069564572
GDF11	0.444573941454951	0.130816169424624
SARNP	0.308953270747448	0.0160918886535723
	0.219353885023447	0.155266573998764
DNAJC14	0.0391620101384782	0.76238420815389
	-0.00436862769342633	0.979351246059154
MMP19	0.664138766824933	0.000543875589625177
DGKA	0.556146719400332	0.000553823186075015
PMEL	-0.530629386753786	0.559758843207591
CDK2	0.681876492301647	0.00108511210669976
RPS26	-0.203585771454697	0.267647130663911
SUOX	-0.0852457753365712	0.485831825339578
	0.150637018706965	0.231544763200746
ESYT1	0.328810997787613	0.0323877703390905
SMARCC2	-0.0187566079738862	0.885307945086115
RNF41	0.151973417798812	0.236283475762035
NABP2	-0.11289569808346	0.475690088097388
SLC39A5	-0.262526891990508	0.504504587394938
ANKRD52	0.284634297406158	0.0379608316968748
PAN2	0.493679461460434	2.65788502024886e-06
	0.34438686413255	0.00246604639402131
STAT2	0.386638741826478	0.189122987804453
APOF	0.683474774107995	0.226580101474611
TIMELESS	0.189547641144075	0.758010936628498
MIP	-0.0413039695823929	NA
GLS2	0.0473648266061263	0.987184561333724
RBMS2	0.507458504010342	0.00764786899778423
BAZ2A	0.223578907840612	0.104386540726785
	0.23723744726842	0.0790707095844948
	0.225002790875954	0.0634931623080222
NAB2	-0.166188332946559	0.542442190981158
MYO1A	0.214990230205465	0.781200832321022
SDR9C7	-1.61835589293927	0.00872614145191667
TAC3	0.172708441011397	0.882717179538018
RDH16	-2.12501299445001	0.000154665879115204
LRP1	-0.731723671502463	0.00511592818583271
MBD6	-0.3593331550587	0.126355481118946
B4GALNT1	-0.443512254442755	0.159942182457652
ARHGEF25	0.752981594969367	0.0085790378436086
PIP4K2C	-0.715850318437338	0.0177249183030684
ARHGAP9	-0.404161160166817	0.152269487747086
KIF5A	-0.566468697291999	0.138627372132544
INHBE	0	NA
GLI1	-1.09464041412499	0.00431483902023777
DCTN2	0.169449245895549	0.276315245935675
DTX3	-0.0265384494762143	0.915418840575625
ATP23	0.391379224079876	0.0284084745767096
LRIG3	0.128273872877945	0.67036002311908
SLC16A7	0.153488217589226	0.742238750654867
USP15	0.157893915033323	0.592296937038896
MON2	0.106708422320727	0.486844677132032
	0	NA
RXYLT1	0.52854065006962	0.000154727285069523
C12orf56	-0.269839127292636	0.645914369412252
XPOT	0.429772012196464	0.000115188070926144
LEMD3	-0.0307019836218039	0.823165592639724
	-0.2591986131206	0.158573840301535
IRAK3	-0.17948598443127	0.601446763050382
HELB	-0.0364816579280217	0.947226366563865
GRIP1	0.71462169248798	0.0152659076332767
IL22	0	NA
	-0.0101293601099811	0.953043361428941
	0.475369920442131	0.638261995099421
NUP107	0.184063443862157	0.124509945967783
SLC35E3	-0.0305877907135083	0.955630860943034
MDM2	0.214225766481107	0.293532193406499
LYZ	-0.0675400986564884	0.829757866489983
FRS2	-0.215187501555253	0.254568777523144
CCT2	0.131342884718254	0.215700756168723
BEST3	0.245529267435938	0.607181544632216
	-0.460432100196165	0.217450837556041
CNOT2	0.286583807234145	0.00361033971319464
PTPRB	0.350620648244869	0.191938313449554
ZFC3H1	-0.029039629767923	0.939024592202811
TMEM19	-0.0215226419970466	0.952622520800284
TBC1D15	0.106839283490171	0.451895106074843
TRHDE	-0.324648269653492	0.654098149157266
KCNC2	0.280065557750843	0.447505706734211
CAPS2	-0.357449214519634	0.521841005818577
GLIPR1	-0.367152409780714	0.208555250284891
PHLDA1	-0.591555250946783	0.100123973747125
NAP1L1	0.0718924759823158	0.517493539636284
BBS10	-0.168281325058265	0.543284540734561
SYT10	-0.0412832410927697	NA
PKP2	0.220465225602291	0.403179288158437
DNM1L	0.0643785157699484	0.665242498658576
FGD4	-0.486728428305557	0.264177768131999
BICD1	-0.24841452394766	0.517592087148756
IPO8	0.189888760264724	0.123547689817446
ERGIC2	0.200871812289542	0.131232069591403
OVCH1	-0.0765670895099336	0.977116833617792
FAR2	0.496395363552432	0.00138560986545224
KLHL42	-0.151529649327153	0.482497568575185
MANSC4	-0.0295755970188527	0.875645604968057
MRPS35	0.0253594449855112	0.867931558717287
PPFIBP1	0.432835797804466	0.0191732018773561
SMCO2	NA	NA
ARNTL2	0.366133780975412	0.42687287537226
MED21	0.0980934867507135	0.555594475711205
TM7SF3	-0.204883926007908	0.326007649028545
FGFR1OP2	-0.138363359044353	0.43500856676085
ITPR2	-0.370239647462889	0.0198092375544277
RASSF8	0.435047280416316	0.0489461268846277
LRMP	0.174620028785933	0.7454488118286
SOX5	-0.725918071693157	0.114701846964761
C2CD5	-0.0364396256265911	0.876850025419917
ABCC9	0.349601965121641	0.445162944147565
KCNJ8	0.933811757305631	0.00362395242591244
	-0.70283967821982	0.0839657369138611
GYS2	-3.51865417809837	9.84595514931576e-09
GOLT1B	0.848561129258064	7.92508820818679e-07
RECQL	0.235878676325567	0.129047834704987
IAPP	-0.0577112652392782	NA
PYROXD1	0.202115719419325	0.05937706358321
SLCO1A2	0.136657896278497	0.609793778257763
SLCO1C1	-1.15019799311477	0.189629914508784
AEBP2	0.341958438891551	0.00477913080060966
PLEKHA5	0.35313015346727	0.0577401005974381
CAPZA3	NA	NA
PLCZ1	NA	NA
PIK3C2G	-3.04285386846954	9.71904319571759e-08
	NA	NA
SLC15A5	NA	NA
DERA	0.16389888560116	0.236960422565747
EPS8	0.157299174455438	0.507099436697738
PTPRO	0.316711845246152	0.649899758684507
RERG	-0.22916092403542	0.837666007731315
ERP27	0.553073270511693	0.24956307651393
ART4	-1.1279390813805	0.0243084891789076
	-0.303438360146636	NA
SMCO3	-0.684729337729468	0.547302708105603
	0.101497865462139	0.355504882172677
ATF7IP	-0.148467390494723	0.4847077079554
GRIN2B	0.530950327162764	0.493458057645268
	-0.0445496299251895	NA
FAM234B	0.0584401298645432	0.694878204572302
	0.00121572152667235	NA
BCL2L14	0.422240806195872	0.414519418443452
LRP6	-1.33766869980252	6.05210349581055e-05
	-0.0481914818281319	NA
	-0.0588763914223952	NA
TAS2R9	NA	NA
YBX3	0.0114250058081356	0.915490336547709
STYK1	-0.158021731852679	0.845980507052488
	0.575616688551806	4.92669068686959e-05
	-0.592606896183815	0.511446075171606
	0.294932920033194	0.761109647638824
	-0.291282379105956	0.759569552477184
	0.650804338643032	0.286011490193822
	-0.0413747128461336	NA
GABARAPL1	-0.435316195178714	0.131860161910386
OLR1	-0.172422882411064	0.783033460225467
CLEC7A	1.66029735704383	0.00358948302254928
CLEC1A	0.99728422425513	0.00670542313723544
CLEC1B	-0.345641789573107	0.728961828708453
CLEC12B	1.12827694040074	0.0353153708255801
CD69	0.800259931476929	0.295173285123508
KLRF1	1.12107638963833	0.013467964613624
CLEC2B	0.657477636571744	0.071606959934454
	-0.00529282821196146	0.922783550115282
	-1.46628473805029	0.233232491764863
A2M	0.509342908838624	0.257869851767984
PHC1	-0.273006955417489	0.170336044489017
	0.357221532224144	0.281040177823409
	-0.952965085285811	0.0703233948585555
RIMKLB	-1.51907088907075	0.00434108066437417
AICDA	-0.259886082435785	0.608500043145503
APOBEC1	NA	NA
GDF3	NA	NA
	-0.0480279494879457	NA
CLSTN3	-0.644365823762372	0.298615714494495
C1R	-0.460020488072922	0.0820325506647645
LRRC23	0.260505283617227	0.617272536036229
GPR162	0.637343809215654	0.255310365185248
P3H3	0.119682265117422	0.839344298975017
GNB3	0.959142628529627	0.00338308842979472
CDCA3	0.310668690104905	0.656016684733481
USP5	-0.260050547004515	0.0897559988361827
TPI1	0.222280709315402	0.250738486014659
CD4	-0.109270713660582	0.920335503043424
LAG3	0.714367917812434	0.17446790687852
MLF2	-0.301095371815632	0.0740168373748738
COPS7A	-0.377804492632818	0.0110764207575199
PIANP	0.0526317450038097	NA
NCAPD2	0.41877931028941	0.241004872612077
GAPDH	0.216921763040453	0.302744698415012
IFFO1	-0.690527596686374	0.00521067767905719
	0.204481710507206	0.202665720344299
	0.4762065168606	0.000291832381956387
LPAR5	0.260095621411491	0.567361755635597
ACRBP	0.208156620184497	0.0131685526902414
ZNF384	0.0516443491503468	0.676763822769676
VAMP1	0.193510021314102	0.609419659050025
TAPBPL	-0.0170830405587539	0.94582411504684
CD27	0.278956802107749	0.861929984550366
LTBR	-0.622945918409981	0.00265881070466679
SCNN1A	0.0895886279558891	0.802051358816504
TNFRSF1A	0.312826859963666	0.00630056553395573
PLEKHG6	-0.0656088667611082	0.935759345897522
VWF	-0.0917881637713986	0.900841692371355
	0.750912917404014	0.237357972157081
KCNA1	0	NA
KCNA6	0.999823362681236	0.00369492349939868
	0	NA
NDUFA9	-0.1022196851989	0.34313651129638
AKAP3	-0.304100118080327	0.413172219145319
	0.143149219519354	0.83984277342895
RAD51AP1	0.27544117285203	0.445705898035366
C12orf4	0.319903559570212	0.0168834640242107
PARP11	0.40921941215847	0.183962204992914
PRMT8	0.0431974102260073	0.990035599980187
CRACR2A	-0.122197953223313	0.950602110873589
	-0.628780527159782	0.0278831812869977
TSPAN9	0.0512583962701757	0.872058530489738
TEAD4	0.868023532319047	0.00596046073646966
TULP3	0.252796574920537	0.101674424985592
RHNO1	0.385334270653589	0.378881960110057
FOXM1	0.108441849080836	0.975804424184781
TEX52	0	NA
NRIP2	-1.17904314530258	0.0364770250619141
ITFG2	-0.0881468955152984	0.639657566265191
FKBP4	-0.289754591812554	0.0377683345998893
	0.695854707473898	NA
DDX11	-0.45488420559314	0.0591589365708285
WASHC1	-0.697842098830285	0.00164881057852599
IQSEC3	0	NA
SLC6A12	0.83909642717999	0.153682532645132
CCDC77	0.277564840847917	0.0836319505052942
WNK1	-0.0303725310687205	0.906951112103767
RAD52	0.417170968724397	0.000234255303561476
ERC1	0.823835928382889	4.3332867221301e-14
ADIPOR2	-1.69902147259916	0.000443069659467847
	-1.23171587999042	0.0158895823476956
LRTM2	0.84147634726393	0.248213490891447
HDHD5	-0.988146974105117	0.00076597872532967
IL17RA	-0.507235013394189	0.0250982720146923
CECR2	-0.787937425084311	0.00811463371748568
ATP6V1E1	0.0952858656086327	0.56708241965752
BID	-0.0154746991085414	0.917854950716796
MICAL3	-0.558248882087873	0.00874297187485184
TUBA8	-1.18579537674084	2.05799629798756e-08
USP18	0.206586973284489	0.679859422449121
	NA	NA
CPNE8	0.164190136281936	0.541968327642799
KIF21A	-0.74624392636263	0.0104340609970982
ABCD2	-2.74580927133957	8.45211603945217e-06
	0	NA
SLC2A13	-0.153191057012282	0.547854484670462
LRRK2	-0.97457244399246	0.000240814838523422
CNTN1	0.205050289383301	0.622437597622607
PDZRN4	1.19382894596156	0.0363642135146831
PPHLN1	0.106309515075962	0.438762747243697
ADAMTS20	-1.5765932800218	0.00361877444197535
TWF1	0.417866300219391	0.00447690228274969
IRAK4	0.0198414310640131	0.924653632804971
PUS7L	0.259978353735703	0.111279176995013
TMEM117	-0.645514175251725	0.0211972517650659
NELL2	2.49796701556998	1.97752381601239e-05
ANO6	-0.435002919127482	0.151169578784102
SCAF11	-0.165421711440449	0.37079664783959
SLC38A1	-0.0272005420173593	0.920800920166266
SLC38A2	0.19575600544579	0.197789315886681
AMIGO2	0.0389702818293086	0.917349481264448
PCED1B	-0.065973321612627	0.693806453164711
	NA	NA
SENP1	0.18159299078601	0.266402586579774
H1FNT	NA	NA
CHST11	1.3417634328172	1.81762477546923e-06
SLC41A2	-0.201857065896956	0.62531051336926
ALDH1L2	-0.0353852408637705	0.964907384041152
WASHC4	-0.282682223229226	0.288685178188986
APPL2	0.0254610087780023	0.895185542552674
KANSL2	0.14706436023515	0.140872803289497
TXNRD1	0.416913028199702	0.000678874368727291
NFYB	0.146255547661813	0.283215577250376
HCFC2	-0.085702164139251	0.77460700942729
TDG	0.669378779426707	3.45256589838214e-06
GLT8D2	0.0307141064662337	0.891208790684747
	0.277126606171304	0.120552413992861
NT5DC3	0.239494284935935	0.7133699013608
	1.95573723774784	0.00141267628413333
PAH	-0.0290597770293415	0.991946310507006
IGF1	0.492560111201792	0.226317021257991
PMCH	0.564179512865212	0.556476250770011
PARPBP	0.735214030631399	0.0367364832046598
NUP37	0.684584558474253	1.49066930853601e-05
GNPTAB	-0.0901145259648481	0.829982573895834
SYCP3	-0.00345843541804422	NA
CHPT1	-0.92354523702214	0.0020441825937302
MYBPC1	-1.82705406314433	0.00811463371748568
	1.1061399312087	0.0246453879528403
UTP20	0.113220056409904	0.50406389510618
ARL1	0.293028869354858	0.00386948325066172
SLC5A8	-0.0392515967253298	0.870801755907793
ANO4	0.589182136713996	0.150221123645869
GAS2L3	-0.276703142345446	0.475356285786986
NR1H4	NA	NA
SCYL2	-0.187311208431126	0.235418723570248
ANKS1B	0.130740750016644	NA
	0	NA
APAF1	0.710072476438409	0.00051264249597571
SLC25A3	0.305351808358995	0.00547608351707746
	-1.38630465967685	0.00661165907778911
NEDD1	0.312736249986736	0.00782363980871168
LTA4H	-0.141319896436725	0.193876137780065
HAL	0.380542459989369	0.228770105299021
AMDHD1	-1.83279002997882	0.0102541553701721
CCDC38	0.461248746187572	0.541360407625773
SNRPF	0.182797604845402	0.38318866423171
NTN4	-0.54061637994572	0.0530921507037087
	NA	NA
VEZT	-0.000704315838448654	0.989272396571336
FGD6	-0.0838085349349965	0.900608207175752
NR2C1	0.0745799322702757	0.666944486531462
	0.159146646530288	0.31213170771458
	0.48119045755073	0.181101284902843
PLXNC1	0.290530439872761	0.654710463465749
	0.427881746058459	0.00153818559288527
CRADD	-0.0139342659222491	0.960422669931278
DCN	-0.626793413333955	0.0168141279964771
LUM	0.286052772468804	0.304966420836106
KERA	0.112784617904958	0.697512418916889
EPYC	-0.839418461363919	0.135445199258472
POC1B	-0.0739366130737697	0.746400085681569
C12orf50	0.366924401003814	0.688989849487657
C12orf29	-0.114062142851192	0.487448287387918
CEP290	-0.407047639090751	0.0268371429349063
TMTC3	0.109886288145033	0.393368445929462
NTS	1.22278459337556	0.0385687358416318
LRRIQ1	-0.702200233748234	0.163959878453769
SLC6A15	0.852705014832089	0.0345454446995944
MYF5	0	NA
ACSS3	-0.746643779081755	0.0267160229988518
PPFIA2	-0.0200607193103818	0.953878764328689
METTL25	0.156853818490711	0.469139325223937
OTOGL	-0.0345989116833139	NA
SYT1	-1.37863857505376	0.037116136779784
E2F7	0.163851202986372	0.786093754920896
	1.68237492077902	3.14825193215791e-07
	-0.266338769031977	0.0939992647398218
TBC1D22A	-0.844769321533654	0.00320988277540846
DYRK2	0.0480474454819034	0.824213742822021
	0.12620520302886	0.488217296726894
KLHDC7B	NA	NA
SYCE3	0.298963843837391	0.47691949904023
LMF2	-0.729895526623272	0.076236350253837
NCAPH2	-0.796818441991353	0.00236209418562916
ODF3B	-0.0446214094664764	NA
SBF1	-0.81935225315453	0.0128118017017419
PPP6R2	-0.477782039045179	0.112492728031368
HDAC10	-0.814205658786816	0.0213697128034466
TUBGCP6	-0.590550030748671	0.0397811373468857
SELENOO	-1.15864475114498	0.00818559116705159
TRABD	-1.06066024510668	0.0182252717669037
PANX2	-0.55020139909226	0.302898295482333
MOV10L1	NA	NA
MLC1	0.0218264945234039	NA
ALG12	-0.828525148082119	0.00902507189488878
CRELD2	-0.343659846953091	0.274254818870487
TTLL8	-0.481958622057296	0.501082187594686
	0.161806337127461	0.737164606327498
EXOC2	-0.0951968493419222	0.407526711296309
FOXQ1	-0.230675211044036	NA
GMDS	-0.232444723100261	0.166256628192248
PPP1R3G	0.0167783451084912	0.919742048622272
RPP40	0.361151055903668	0.0171228676604727
CDYL	-0.525233559841786	0.0386905483149169
ECI2	0.520339284149825	0.00191639200684776
	0.946666310846211	0.215333482594604
PRPF4B	0.341590328139616	0.000854083051526716
SLC22A23	-0.561174281588555	0.204187486882741
	NA	NA
BPHL	0.0859454465970087	0.759886919590542
RIPK1	0.0218305724227354	0.935558850349305
	-0.775893802827015	0.000825318945419472
SERPINB1	-0.139139508167257	0.615756331108153
RREB1	-0.944056409435323	0.000900633533653395
SSR1	0.440742236891227	0.00499883331672001
RIOK1	0.345686495344029	0.00966526839892879
DSP	0.447885799143221	0.0125217414184261
BMP6	0.326987587570512	0.30512506103294
SLC35B3	0.294600063455358	0.0138617312383592
	NA	NA
TFAP2A	0.0814636128203306	0.922703376597526
	0.156751146365176	0.155697389076707
C6orf52	0.538752473958836	0.250219419336326
PAK1IP1	0.20850102699504	0.182608654822188
MAK	0.570869047846786	0.0756519927995641
ELOVL2	0.460924673039309	0.505536286184137
ADTRP	-0.0166982740351073	NA
HIVEP1	-0.315992247379923	0.123049932260189
PHACTR1	-0.308967334250953	0.332554364515369
TBC1D7	0.391981192382421	0.0074130310027751
RANBP9	0.331917122358401	0.00782429239968243
MCUR1	0.258881752668036	0.305372205058733
	0	NA
JARID2	0.00558246667071648	0.996998147010639
DTNBP1	-0.268773259560497	0.0639785087284634
	-1.25947693353939	0.000266896321206924
GMPR	-0.0500961946229214	0.866188619575789
ATXN1	-0.21161811336599	0.266527260394399
STMND1	-0.0611033497701886	NA
CAP2	0.184606498175269	0.458033784706357
FAM8A1	0.10750332303234	0.411027434592755
NHLRC1	-0.378523165230797	0.210559042734357
TPMT	-0.0456897402838507	0.861730499743645
KDM1B	0.184290213980978	0.412945031019364
	-0.0727838396505954	0.728961828708453
RNF144B	-0.748419341636866	0.0108105586952248
MBOAT1	-0.0921973194913332	0.766682022333388
CDKAL1	-0.199731954295238	0.325995581658851
SOX4	-0.0360293302367952	0.959527270446622
	0.00595584800791118	NA
DCDC2	-1.9907015018159	0.009755050622386
MRS2	0.285008481988969	0.116291241563772
	0.582602614804912	0.254383088242863
GPLD1	0.295780177481327	0.350218972157136
ALDH5A1	-0.778436569686406	0.0100308292548037
KIAA0319	0.24505514710543	0.907547287201238
TDP2	-0.00180898899059259	0.999568498525755
GMNN	0.18470708771775	0.30512506103294
ARMH2	-0.10928050525361	NA
	-0.339796914561804	0.345640884777138
	-0.0177324881607963	0.970437593964768
CMAH	-0.467465537789901	0.269830726012614
CARMIL1	-0.17190537500485	0.675814538394849
SCGN	0.416746991897468	0.806244594776431
	-0.00647347866553887	NA
SLC17A1	0.272107819978969	0.337278312716935
BTN2A2	0.849331730587733	0.00120783785843012
BTN1A1	0.87471338757424	0.0916906006867378
HIST1H1D	-0.171990974438946	0.721706249169718
ZNF322	0.152194828975991	0.188088097876883
ZNF184	0.0568070600190002	0.723697758499073
	NA	NA
ZNF165	0.200052863687693	0.491890873528918
ZKSCAN8	0.096710009435433	0.541412236840082
	-0.883501716845097	0.361413788124453
ZSCAN9	-0.10788625372894	0.818151839668675
ZKSCAN4	0.0795292932389	0.787078654329158
NKAPL	-0.182007983647968	0.843376508300381
ZSCAN26	-0.0298143604570065	0.968398403236786
PGBD1	-0.0506923491350373	0.775563629164445
ZSCAN12	-0.0638265597196045	0.857499727499227
	NA	NA
GPX6	NA	NA
GPX5	0.0452431878872617	0.944703515816853
	-1.85682597520096	0.00630358315189704
TRIM27	0.536279591574783	1.99986142035076e-08
	-0.695383786032471	0.0913058205553776
	-1.79863870285322	5.97626174337697e-05
	-0.827057632033298	0.254095707647762
TRIM26	-0.28832591565085	0.1625333749499
TRIM10	-0.324282010074352	0.748691283982932
TRIM15	0.171285956618264	0.523485113476167
TRIM40	0.458858084801916	0.325650860228629
GABBR1	0.112143341977016	0.593262315851863
