gene_name	Day9vsControl_log2FoldChange	Day9vsControl_padj
SGSM3	0.324833284367879	0.269911446355985
ADSL	0.0208068013360659	0.914997608820793
TNRC6B	0.177640329617141	0.371584191482504
FAM83F	0.994100224547631	0.0161095645244107
GRAP2	0.0725739563405512	0.871755496449127
	0.230076386652485	0.481875667851622
CACNA1I	-0.251166139229075	0.900430504927091
RPS19BP1	0.0554422043313503	0.902547813136451
ATF4	0.295321488915374	0.0505517413959202
TAB1	-0.233850054393885	0.40593481180281
	-0.33168808682946	0.125375605844556
CBX7	-1.80242962583577	3.59335522395431e-06
APOBEC3B	0.204371914848642	0.588051136170785
NPTXR	-1.43914863184466	8.51309177452978e-09
DNAL4	-0.365136566896437	0.0440012183038934
SUN2	-0.973454001125303	7.14048300135259e-07
GTPBP1	-0.0385433412323819	0.829772841007929
	0.171648767630527	0.155110470022686
DMC1	-0.141243892007187	0.91847771036315
DDX17	0.209986487331078	0.0938594000636852
KDELR3	1.11201117587743	7.8021461023447e-07
KCNJ4	0.0267609214499685	NA
	-0.129317526385918	0.360308150397101
TMEM184B	0.587432584551186	0.0507190467441315
PLA2G6	0.128036506574193	0.749320971658684
BAIAP2L2	0.239893838717508	0.633001336247874
SLC16A8	-0.00282196098092341	0.90903421717596
PICK1	-0.639069105283453	0.00554152853589725
POLR2F	-0.347192275729314	0.185273548053935
C22orf23	0.504341565941087	0.0866929179027671
MICALL1	0.279878460396284	0.415556958587372
EIF3L	-0.0367598733678577	0.855607174199451
ANKRD54	0.159982943884534	0.313289657500668
GALR3	0.851297057814132	0.235846108025292
CYTH4	-0.68214342937924	0.0451227426411422
ELFN2	-0.0107375304172568	NA
TEX33	-0.527812968504893	0.764753899336713
TST	-0.754642725216741	0.158728839184916
KCTD17	0.290495463420397	0.302837389895238
CSF2RB	-0.522556024998611	0.148617320117293
NCF4	-0.475619733169231	0.0944061368842939
PVALB	-0.38021828228887	0.512811219307245
IFT27	0.202417914158898	0.480322088292736
EIF3D	0.0138188833090938	0.951560217292504
FOXRED2	-0.281677575558819	0.285570103268562
TXN2	-0.200425732235737	0.11500577241833
MYH9	-0.229419574323875	0.324375154248618
MYH11	0.108138154488953	0.700358254770246
	0.515977536617909	0.179362872906488
	-1.34343427949275	0.186874412017819
RBFOX2	0.264522910656068	0.13663770832975
FBXO7	0.0464264702695205	0.830162266787924
BPIFC	0.45520164185937	0.250075280715466
RTCB	0.477850686872014	7.43796808312737e-05
ASCL4	NA	NA
PRDM4	0.236226191594956	0.0803476963437813
PWP1	0.0597934979866583	0.595450913850748
BTBD11	-0.387992710398488	0.291759424214707
CRY1	-0.0281296808972925	0.951928384747936
RIC8B	0.1317190397104	0.436683855435114
POLR3B	-0.100277206785678	0.370161470548992
CKAP4	0.744608208421775	0.00853552778636812
TEX49	0.686700246838566	NA
ADCY6	-0.0405668747906621	0.916241938409101
DDX23	0.0703503824315748	0.498941718502454
CCDC65	0.135949779324878	0.688026682203489
FKBP11	0.902796254659411	0.000235250175254545
WNT10B	-1.03471252382105	3.25869035184294e-05
WNT1	-0.00502924422851496	NA
DDN	-0.00257766389835117	NA
PRKAG1	-0.0118782579886751	0.969482588640352
RHEBL1	0.310335719722626	0.427789662421009
DHH	0.685454287559646	0.355507319840019
LMBR1L	0.389262118179498	0.130965630835587
TUBA1B	-0.207937304638191	0.390694882835157
	-0.472751834603982	0.186669084276406
	0.375918224273822	0.0168066919314857
PRPH	0.0242686201269349	0.917830933887976
C1QL4	0.393134357401425	0.802751229038066
DNAJC22	-0.61766127440701	NA
	0.892373026347149	4.03448156020799e-08
MCRS1	-0.314023136985597	0.0857517174601908
KCNH3	-1.62058931730671	8.36877819672584e-06
PRPF40B	0.187527940468957	0.399481097954316
FAM186B	-0.352157969165995	0.379408387105412
FAIM2	-3.41632133975464	1.4938723221615e-07
	-0.184589835845392	0.919377324391678
NCKAP5L	-0.225582711013204	0.609672758701599
AQP5	0.0801186652350316	0.884743893839531
AQP6	-0.142216357751768	0.707292523551097
GPD1	-1.49566682325253	0.0440886562939909
SMARCD1	0.143532925813513	0.234608776123948
ASIC1	1.0111396741879	0.00147080863640546
	0.0350571193833237	0.97082633052032
	0.149380124265932	0.697278725987982
BIN2	-0.404490904786307	0.255328194503293
SCN8A	0.673620007336285	0.0837140547188806
ANKRD33	0.624581988186162	NA
ACVRL1	-0.022301354412693	0.881911549926367
ACVR1B	0.305512443153974	0.135765090762957
GRASP	1.10265549730376	0.000896659529722228
KRT82	NA	NA
KRT75	NA	NA
	-0.0467819554690201	NA
	-0.250951608439486	NA
KRT85	-0.0467833134603664	NA
KRT84	-0.0467909159904586	NA
	1.21890239011484	NA
KRT71	NA	NA
KRT5	2.24427501690507	4.03439028294234e-08
KRT72	NA	NA
KRT73	NA	NA
KRT1	-0.0467864430573595	NA
KRT8	0.423790705114843	0.595645193101869
KRT18	0.537433746451224	0.413028364520318
ITGB7	0.440692309973816	0.390905415421234
RARG	0.0902248983203584	0.694785621224902
CSAD	-0.283086560916221	0.48342663953213
SOAT2	0.843895847807244	0.0590986785396145
IGFBP6	0.580262885987014	0.223194018619643
SPRYD3	-0.207885772880448	0.272165730995713
TNS2	0.374922982564554	0.156997010737076
MFSD5	-0.176457806922875	0.226009224655635
ESPL1	-0.14523863926523	0.722414786948295
C12orf10	0.315069208607768	0.0276744686432771
AAAS	0.535720185965773	0.00277193625474315
AMHR2	0.0648528884965634	0.921772149297802
SP1	-0.362887437637232	0.140742276686021
	-0.345947961277371	0.0446898841419961
PCBP2	-0.147084891063076	0.28075133287437
MAP3K12	0.832766386870777	1.29323051533687e-06
TARBP2	0.0661754746731048	0.920452245663009
NPFF	0.339262796636371	0.364731425155563
	0.179419115252387	0.272221470992836
HOXC13	0.381561897880166	NA
HOXC12	NA	NA
HNRNPA1	0.0103493520454095	0.966675900326223
NFE2	-0.115280056378737	0.737587303663313
COPZ1	0.425924655668099	0.000714046873386029
GPR84	-0.13104391129458	0.650535471411558
ZNF385A	-0.0581037690703476	0.878460405278659
ITGA5	0.78235792035027	0.00298796600476682
NCKAP1L	-0.794414779548377	0.0792658010863553
	NA	NA
PDE1B	-0.338917896298334	0.249781448285641
PPP1R1A	-2.07175284144602	0.00108476614354774
TESPA1	0.131739000486936	0.681441901074123
	-0.00502924422851496	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
BLOC1S1	-0.234908485156238	0.282134605791432
CD63	0.151795694367229	0.203856144821699
RDH5	-0.579381924749129	0.449766644895702
GDF11	0.518831742219077	0.0925279825127651
SARNP	0.171613685170218	0.251089579611244
	-0.0619374954737882	0.796413470550802
DNAJC14	-0.246934525452906	0.0298269777551023
	0.355943528398089	0.20797847538961
MMP19	0.381971334960448	0.0754501199270373
DGKA	0.379478908172642	0.0320910129432951
PMEL	-0.196846564097981	0.978845401793664
CDK2	0.55881587857549	0.0130438126720507
RPS26	-0.107458554570482	0.647118321015371
SUOX	-0.357508519691216	0.00171797269452409
	-0.0100841816803072	0.947683228348196
ESYT1	-0.0419274307870393	0.829772841007929
SMARCC2	-0.0608519947828564	0.677748135759939
RNF41	0.228108643839984	0.0848017778238187
NABP2	-0.108598907425146	0.547755891973656
SLC39A5	0.783773902094347	0.233797591657405
ANKRD52	0.308345335840509	0.0348657079735037
PAN2	0.44931057630813	4.60368022528065e-05
	0.396688209806273	0.000781885510414908
STAT2	0.872746233234514	0.00271240436660048
APOF	0.219798357973373	0.820275624658862
TIMELESS	-0.355618936673922	0.388255619647754
MIP	-0.0389349708617068	NA
GLS2	0.102586604084513	0.93761000461709
RBMS2	0.613723151132228	0.00188297109648877
BAZ2A	0.165904140603439	0.297279203947078
	-0.0779502052662648	0.693530573735277
	0.153698160912197	0.254557726702314
NAB2	-0.711471402055633	0.00507732608393264
MYO1A	0.648610553220476	0.279784680147752
SDR9C7	-0.950764533854374	0.427913554056563
TAC3	-0.427952527854522	0.241582089158338
RDH16	-0.954131678141932	0.182101989311113
LRP1	-0.539814210194807	0.0565880368990675
MBD6	-0.0920317746286546	0.727710320184088
B4GALNT1	-0.550975721523134	0.0910256985212856
ARHGEF25	1.45806601380144	2.56074016941208e-07
PIP4K2C	-0.116694756792407	0.759638363260842
ARHGAP9	-0.678309585085809	0.0202312853033908
KIF5A	-0.321604624816315	0.505884486916794
INHBE	-0.0010533460399927	NA
GLI1	-0.466729980146059	0.365879890086121
DCTN2	0.0323210183498633	0.855491987686432
DTX3	0.255782507323725	0.319907323507012
ATP23	0.190975332088696	0.401181605716576
LRIG3	0.10455086424692	0.772100772147625
SLC16A7	0.396192257370341	0.337075077597581
USP15	0.313379428520851	0.308292587075308
MON2	0.108279578518861	0.520631830287353
	-0.00169777598464355	NA
RXYLT1	0.340093269783272	0.0298269777551023
C12orf56	-0.278821402091208	0.678104603425931
XPOT	0.425408803940082	0.000258967095601417
LEMD3	-0.235172428989557	0.0309157590871503
	-0.298341638497143	0.127875245995148
IRAK3	-0.140585015332445	0.691851529498469
HELB	0.169483580073313	0.482384064635251
GRIP1	0.0558908149403193	0.932643705614189
IL22	0	NA
	0.099678751494115	0.608709492228621
	0.157361011945535	0.954927977870713
NUP107	-0.0560520005922739	0.757409137116388
SLC35E3	-0.0143135680805962	0.975817328877274
MDM2	0.301159145716662	0.165971640810704
LYZ	-0.567562157871506	0.307806808994627
FRS2	-0.217332482500081	0.3001596974314
CCT2	-0.121052533796009	0.331082027697826
BEST3	0.00921077462798715	0.981122719897448
	-0.0168502206879902	0.943831112638876
CNOT2	0.274279863564723	0.00891297359420916
PTPRB	0.0869462992114423	0.789427071130517
ZFC3H1	-0.131380991129923	0.567275569707578
TMEM19	-0.359179947703042	0.0827593460035397
TBC1D15	-0.00706775901777603	0.972365623220606
TRHDE	-1.63315601697642	0.00175135784219508
KCNC2	0.482340470285994	0.211214439655866
CAPS2	-1.16368644914212	0.053109223333641
GLIPR1	-0.746363013875781	0.0102427745616285
PHLDA1	-0.627945335340701	0.0934723907833359
NAP1L1	-0.251595123679379	0.00962081253469157
BBS10	-0.327211486748191	0.230265742026422
SYT10	-0.0389198874442199	NA
PKP2	0.00984115492917152	0.930463111035738
DNM1L	-0.10375304787086	0.635725212909972
FGD4	-0.614288574296709	0.196723139458724
BICD1	0.419176193643125	0.411824195658025
IPO8	-0.00906906610315364	0.980229619357929
ERGIC2	0.0415466235933985	0.770145590812903
OVCH1	-1.09425984047132	0.0500551463493158
FAR2	0.354972202892245	0.036514569173285
KLHL42	-0.138477928828319	0.572359850420759
MANSC4	-0.123141886099122	0.675800033323114
MRPS35	-0.095481414784019	0.689398224954784
PPFIBP1	0.407671240358391	0.0394615821299927
SMCO2	NA	NA
ARNTL2	0.791871934215992	0.077029071473591
MED21	-0.064999508741395	0.839143413989775
TM7SF3	-0.30047638986086	0.152280320733113
FGFR1OP2	-0.0755733642159577	0.765288556712575
ITPR2	-0.594720824914982	0.000213516195581879
RASSF8	0.101269435120522	0.791097649714699
LRMP	-0.140478113911802	0.769594822747647
SOX5	-1.60988857342312	0.000209366526240773
C2CD5	-0.0242282389411612	0.945958516092449
ABCC9	0.925676336061316	0.0338774734842135
KCNJ8	1.18696423390179	0.000293999179728067
	-0.649684592781384	0.142373885779948
GYS2	-2.33098001662253	0.00465517120622628
GOLT1B	0.668481261390759	0.000229527107449115
RECQL	-0.0313640053175248	0.922815948651109
IAPP	-0.0759296805339424	NA
PYROXD1	-0.0253729721824316	0.901637497988956
SLCO1A2	0.408378690322516	0.150807151014954
SLCO1C1	-0.227573771164467	0.974063519373656
AEBP2	0.0683239325001332	0.662346683377091
PLEKHA5	-0.0636876413568052	0.829772841007929
CAPZA3	NA	NA
PLCZ1	NA	NA
PIK3C2G	-2.08473103250892	0.00114803998285121
	NA	NA
SLC15A5	NA	NA
DERA	0.0784607537646901	0.656616885352399
EPS8	-0.321282039179286	0.162620230414971
PTPRO	-0.211438888721344	0.63554386330496
RERG	-1.47421924560112	0.00155972745090083
ERP27	1.39438982894911	0.00140515450900225
ART4	-0.647397259585529	0.342401327757406
	-0.275971393787726	NA
SMCO3	-0.936049189923963	NA
	0.0269457977944682	0.85513356607322
ATF7IP	-0.2795147356704	0.180810935529338
GRIN2B	0.713177247849347	0.382679940679905
	-0.0427460697238032	NA
FAM234B	0.273722830118283	0.096182339588387
	-0.0492946337564013	NA
BCL2L14	1.27950008901706	0.0149736052985409
LRP6	-0.507117239044133	0.237732114072802
	-0.000906829022502885	NA
	-0.131500303467676	NA
TAS2R9	NA	NA
YBX3	0.156898884966433	0.348209237700005
STYK1	0.224322736325308	0.817131761506481
	0.367955685818792	0.0197867285756158
	-0.283266325853916	0.880638280995868
	-0.214437698549778	0.621412813554503
	-0.648195846327822	0.473162680362423
	0.0372936425487351	0.932965979275281
	-0.0390033307821333	NA
GABARAPL1	-0.261882623238171	0.456853716832136
OLR1	-0.724306769861719	0.24809608533312
CLEC7A	2.2338583217565	9.90957958756351e-05
CLEC1A	1.09347777289876	0.00431305140626576
CLEC1B	0.385109853534262	NA
CLEC12B	1.07540902020112	0.0698594550779272
CD69	0.443253236197191	0.725889877421872
KLRF1	1.38088115824388	0.00366402329648768
CLEC2B	1.04746913887604	0.00497378136274615
	-0.0970395634589454	0.728099899055149
	-1.58983721911919	0.182613484912625
A2M	-0.342681951815391	0.492901509418926
PHC1	-0.0412275797459788	0.859362197638685
	0.0660010924278612	0.903258247780524
	-0.421702953785356	0.518968087528157
RIMKLB	-1.07316679236387	0.0881733574746072
AICDA	0.0469962213820668	0.941420365049716
APOBEC1	NA	NA
GDF3	NA	NA
	-0.0467838283485499	NA
CLSTN3	-0.379909271616684	0.621845512339404
C1R	-0.177132966778873	0.702614644906139
LRRC23	-0.16098589834753	0.724519895888438
GPR162	0.453202525000712	0.531374834854976
P3H3	1.10931600244152	0.00500600060477278
GNB3	1.59215048698719	5.89245117449884e-07
CDCA3	-0.0174953787475862	0.900801152069414
USP5	-0.238571747589043	0.15422847226276
TPI1	0.248599452614928	0.228780345219735
CD4	-0.797640089342311	0.163074539627066
LAG3	1.13025660980743	0.0303980362184654
MLF2	-0.15888589640802	0.423850454335985
COPS7A	-0.167785543524274	0.338992385740439
PIANP	0.0145874049748277	NA
NCAPD2	0.193420206767442	0.701226071015166
GAPDH	-0.117457045861167	0.625974740462507
IFFO1	-0.19190793346013	0.521345347355812
	0.158277008221291	0.380739740225389
	0.0630034460990151	0.754989490555255
LPAR5	0.447430746080687	0.3277776901103
ACRBP	0.321780229521075	0.000175853641025444
ZNF384	0.0328610820074552	0.83980360433802
VAMP1	0.232398460442003	0.58403582095468
TAPBPL	0.36041919262351	0.0223331221607006
CD27	-0.0761122813621006	0.695265514205511
LTBR	-0.0230829798866928	0.916282541305001
SCNN1A	-0.128979602093018	0.576233437571275
TNFRSF1A	0.423126187446556	0.000296940581437615
PLEKHG6	-0.417926901816631	0.618462757368551
VWF	0.499032423855946	0.248533123598013
	-0.0507962929421012	0.873156837081336
KCNA1	0	NA
KCNA6	1.0656902090427	0.00296076062406196
	-0.00109641184931858	NA
NDUFA9	-0.257389517146604	0.0138254063482322
AKAP3	-0.351782737609915	0.387165529135091
	-0.293399578727246	0.641163179768747
RAD51AP1	-0.0235856352728033	0.892703494583356
C12orf4	0.0463081176674113	0.76107396278811
PARP11	1.18354410436502	0.000159044110000258
PRMT8	0.557150654604818	0.415652741226009
CRACR2A	0.476980752885322	0.201500552643016
	-0.339176894591035	0.291864210959933
TSPAN9	0.347843280927428	0.254424477804508
TEAD4	1.16308454519981	0.000271577255451557
TULP3	0.193183148757717	0.281206360886445
RHNO1	0.0714917839401249	0.972537257228749
FOXM1	-0.0605908570685333	0.808061089598841
TEX52	0.00829088134330611	NA
NRIP2	-1.17387666793868	0.0594335101145946
ITFG2	-0.209287655840763	0.259126597269398
FKBP4	-0.444599643365816	0.00170672454192967
	-0.0155248615012255	NA
DDX11	0.111354122537909	0.774033340687298
WASHC1	-0.332613879595584	0.18009490504045
IQSEC3	0.00279954332293126	NA
SLC6A12	1.59253639440939	0.00294386618939731
CCDC77	0.185369067574024	0.357391845265665
WNK1	-0.357251955676675	0.0879352104036746
RAD52	0.306004893270191	0.0129886985165043
ERC1	0.361889659015883	0.00377916843995239
ADIPOR2	-1.42129407496976	0.00683267733204651
	-0.194511871128885	0.835450812410894
LRTM2	0.751628150048826	0.348155430270203
HDHD5	-0.329888206228365	0.348293444978821
IL17RA	-0.0480369291343048	0.774954702759882
CECR2	-0.705387245653119	0.0270402488755009
ATP6V1E1	-0.176904325540822	0.27869651979013
BID	0.224225681956681	0.225705051223906
MICAL3	-0.556246100161454	0.0144250522505265
TUBA8	-0.436787807214484	0.0857517174601908
USP18	1.09048035267347	0.014045616112392
	NA	NA
CPNE8	0.453136980443614	0.116197720406106
KIF21A	-1.12171482742503	0.00014500226101372
ABCD2	-2.0136978344124	0.00498240043412908
	0.0356994601756681	NA
SLC2A13	-0.156071368479788	0.602023992261972
LRRK2	-1.25161035424778	3.4556839442247e-06
CNTN1	-0.492977753190259	0.477582878360541
PDZRN4	0.441462553894458	0.423789846475586
PPHLN1	-0.0783014779723229	0.704141026579465
ADAMTS20	-0.57703917317713	0.502080909944033
TWF1	0.351221086742496	0.0269785361618501
IRAK4	-0.0296224720029142	0.880684754329064
PUS7L	-0.0294301974661396	0.973646727652473
TMEM117	-0.576912223422207	0.0666504569769697
NELL2	-0.340702082536757	0.578816510677199
ANO6	-0.790658355065325	0.00781910725361621
SCAF11	-0.187983526398843	0.347549731703014
SLC38A1	0.0375634957421459	0.774254541828843
SLC38A2	0.296296781751674	0.0614073248266912
AMIGO2	0.270271107844938	0.489933807858381
PCED1B	-0.344907398375303	0.330272614057595
	NA	NA
SENP1	0.129264742304367	0.483844713774987
H1FNT	NA	NA
CHST11	0.771629190030647	0.0190617313981459
SLC41A2	-0.887936410308965	0.011075518176717
ALDH1L2	0.0120750829129207	0.941634835273805
WASHC4	-0.279044099746293	0.343387512594633
APPL2	-0.210080953750846	0.271363843886177
KANSL2	0.0507169458590029	0.682167197540254
TXNRD1	0.328623154982785	0.0137957320448219
NFYB	0.0959021339857559	0.502475415133028
HCFC2	0.068671481979591	0.704426860307021
TDG	0.62014008736633	4.22711371917426e-05
GLT8D2	0.570928838457809	0.0474656090475601
	0.0896495133045269	0.672939395460629
NT5DC3	-0.201864635356405	0.441159530442675
	2.40454744547702	0.000285111486559532
PAH	0.134233502716225	0.727330660585326
IGF1	0.799622934211649	0.0421243780072975
PMCH	-0.105379246612854	0.582778725357476
PARPBP	0.591816789826308	0.138841840950413
NUP37	0.862765639448537	8.86962763507484e-08
GNPTAB	-0.391432972896678	0.186471747185085
SYCP3	-0.00382526007079952	NA
CHPT1	-0.893206648862526	0.00464646020770244
MYBPC1	-0.426953834172891	0.671345783783395
	0.807720927624984	0.247201482900395
UTP20	-0.0556937159510304	0.755980040387702
ARL1	0.115576265068346	0.341345580959929
SLC5A8	-0.0818296196164516	0.788727546110789
ANO4	0.175714918772414	0.726889489789762
GAS2L3	-0.800188114901442	0.0352309387524927
NR1H4	NA	NA
SCYL2	-0.205317458510488	0.23009915883863
ANKS1B	-0.220083085401562	NA
	0	NA
APAF1	0.374956604598772	0.106151648215441
SLC25A3	-0.0187814951449868	0.923934820487378
	-0.801552638899676	0.197613118825298
NEDD1	0.0644823138812721	0.704426860307021
LTA4H	-0.305668070557224	0.00403877088540487
HAL	0.304622029407903	0.441623142774909
AMDHD1	-0.767955337414487	0.55560734910627
CCDC38	-0.0575724312594756	0.680473159662992
SNRPF	0.0373232098269685	0.915300829143523
NTN4	-0.868066036292889	0.00173448697047841
	NA	NA
VEZT	-0.200633062900694	0.437464051680362
FGD6	-0.104932154273162	0.877019652038854
NR2C1	-0.0530362911717775	0.833986946927849
	-0.138527176808345	0.572656148385929
	0.818158248659608	0.0204853248060615
PLXNC1	-0.246009386665314	0.557882411345532
	0.0440648061907777	0.836443601339747
CRADD	-0.0605993155676497	0.928850150376251
DCN	-0.654378678348963	0.0198229489997004
LUM	-0.20455112455809	0.616902754706861
KERA	0.92052380064115	0.0724334220528268
EPYC	0.856101160854369	0.262501116570686
POC1B	0.074388222616755	0.687647676933747
C12orf50	-0.339687458953234	0.494314250529061
C12orf29	-0.142639463661102	0.430695506901735
CEP290	-0.544733400323951	0.00486288792421095
TMTC3	0.0371793537264151	0.799365678212667
NTS	1.07095137847364	0.0935125418687575
LRRIQ1	-0.130424099141478	0.95723879841404
SLC6A15	0.857813735969053	0.0490828859843128
MYF5	0	NA
ACSS3	-0.669263986384001	0.069165778364575
PPFIA2	0.0454304253282924	0.973499596706813
METTL25	0.000964763829858179	0.985225489092683
OTOGL	-0.0310926597488074	NA
SYT1	-1.38666931049092	0.0795824925690441
E2F7	0.0924020093284167	0.936306705927714
	1.88420502497507	2.07454978667164e-08
	-0.362440608518472	0.0268624559678134
TBC1D22A	-0.310695818047154	0.370377458597751
DYRK2	0.375444303489014	0.0944061368842939
	0.26800598821502	0.137349406756967
KLHDC7B	NA	NA
SYCE3	0.275242383295152	0.536603122419324
LMF2	0.286178734662861	0.618991622695501
NCAPH2	-0.329521962161105	0.264127040645013
ODF3B	-0.0214761861209289	NA
SBF1	-0.0941491036546078	0.820642938908522
PPP6R2	0.205430651044303	0.68302388467349
HDAC10	0.108835102957906	0.876090121906083
TUBGCP6	-0.044569982577786	0.909630844218701
SELENOO	-0.12094307054275	0.813482658741369
TRABD	-0.199593644338559	0.717227108726005
PANX2	0.130918703019065	0.902547813136451
MOV10L1	NA	NA
MLC1	0.192259481024241	NA
ALG12	-0.0159634300479139	0.938793716488054
CRELD2	0.317803567918315	0.497161606299062
TTLL8	0.599915683158154	0.380391212646965
	0.726453255975364	0.137947349259295
EXOC2	0.115218866733018	0.391420345716074
FOXQ1	-0.0620377890122785	NA
GMDS	-0.185180065501917	0.321104058411694
PPP1R3G	0.416899575994031	0.338115633449655
RPP40	0.380521128397095	0.0205412408911102
CDYL	0.0610264081968259	0.938123862910813
ECI2	0.536964896753385	0.00216388065764682
	0.438555611910749	0.759638363260842
PRPF4B	0.199629703809337	0.0895464790518856
SLC22A23	-0.498173696875735	0.301940138124975
	NA	NA
BPHL	0.0666743205109284	0.862002313929541
RIPK1	0.107149795211459	0.51045987847556
	-0.202739371231104	0.496583795042613
SERPINB1	-0.587490062135261	0.0474757535195221
RREB1	-0.499469444022772	0.123548442732587
SSR1	0.30235804075188	0.0816836811360488
RIOK1	0.139189796315288	0.417310428474804
DSP	0.627070447995323	0.00062762741981744
BMP6	0.601413510851253	0.0681955070022769
SLC35B3	0.315278891776575	0.0135330723829491
	NA	NA
TFAP2A	-0.0410122443878932	0.966675900326223
	-0.0915140736145336	0.497161606299062
C6orf52	0.528112431473075	0.341206005515588
PAK1IP1	0.108515911535338	0.567418734984798
MAK	0.299226417156003	0.464921591746655
ELOVL2	0.555620215685423	0.539543498540862
ADTRP	0.00770227428558168	NA
HIVEP1	-0.263042325754289	0.254557726702314
PHACTR1	-0.323108265596271	0.337159355386827
TBC1D7	0.573403995999133	0.000120134343125943
RANBP9	0.0867629127984371	0.607995551962062
MCUR1	0.138414491192725	0.696461615821475
	0	NA
JARID2	-0.227435341762806	0.102851086014096
DTNBP1	-0.203725586664168	0.209335852849491
	-0.686448264115433	0.090037282915358
GMPR	0.179201026147106	0.786803996887946
ATXN1	-0.107974422701626	0.620332124262165
STMND1	-0.0165926424412211	NA
CAP2	0.429606261901208	0.167647793693847
FAM8A1	0.137071537865115	0.332122245952147
NHLRC1	0.12483858029716	0.641816816336136
TPMT	-0.434579496809399	0.14127903365862
KDM1B	-0.0288642061563733	0.943554815421525
	-0.205205220168135	0.251908257329951
RNF144B	-0.429152245122737	0.1882129734393
MBOAT1	-0.239574185388352	0.430612039217232
CDKAL1	-0.310152464423665	0.138022744054931
SOX4	0.764220689080621	0.0368570334343584
	0.0261858611310554	NA
DCDC2	-2.00015923436356	0.0170479641182825
MRS2	0.398097165173668	0.0369814939171682
	-0.0577218123495524	0.961579106951427
GPLD1	0.0827830876547396	0.808331977742274
ALDH5A1	-0.783285488210629	0.015151027754354
KIAA0319	-0.621962352941719	0.183983789675527
TDP2	-0.0324300921082995	0.824638645463114
GMNN	-0.0737701727380301	0.739946497223444
ARMH2	-0.0983113903268748	NA
	0.0751322070321428	0.996014312412201
	-0.308692531031347	0.708304265026476
CMAH	0.0956176186416274	0.855016011714217
CARMIL1	-0.0884209990763805	0.888505324160842
SCGN	-0.521607338251667	0.247035958646254
	0	NA
SLC17A1	0.0775133167223057	0.92722496303093
BTN2A2	0.630240993547892	0.0353394708959238
BTN1A1	0.954672675318275	0.0911878426494304
HIST1H1D	0.305889176055129	0.486234804361845
ZNF322	0.0328353179261351	0.818992822947333
ZNF184	0.0617612041393612	0.745828451994496
	NA	NA
ZNF165	0.170383590607808	0.666714831592765
ZKSCAN8	-0.0177736738576307	0.992326755005679
	-0.985255078520214	0.247438462683433
ZSCAN9	-0.0634709372076038	0.852653233886839
ZKSCAN4	-0.122080095697335	0.718282435275585
NKAPL	0.512548725152862	0.292218634315761
ZSCAN26	0.067767759891823	0.773485710694194
PGBD1	0.521947525723039	0.000222260044881044
ZSCAN12	-0.0323088415779639	0.945531910349391
	NA	NA
GPX6	NA	NA
GPX5	0.246398801051786	0.742260061010534
	-0.469761862303226	0.57835189153241
TRIM27	0.463687709154339	4.30890935886318e-06
	-0.469152234421641	0.346884275991061
	-1.44995133533595	0.00209148071060663
	0.0257831444888744	0.854522979824025
TRIM26	0.102408344895181	0.827672012375038
TRIM10	-0.00837676440164052	0.904979872658412
TRIM15	0.175269943623352	0.517546692987384
TRIM40	0.329195410099034	0.549106984662928
GABBR1	0.155975659767025	0.484156221477236
ZNRD1	0.211224729778147	0.184721018656428
