ID	Murine.knee.joint_Operated..DMM._7daysvsMurine.knee.joint_Operated..Sham._7days_logFC	Murine.knee.joint_Operated..DMM._7daysvsMurine.knee.joint_Operated..Sham._7days_padjFilter
1700001L05Rik	0.256533323460663	0.273513370868447
1700001L19Rik	-0.115947081780658	NA
1700001O22Rik	0.20777234447475	0.428545788780369
1700001P01Rik	-0.0946266245182237	NA
1700003E16Rik	-0.112529866009802	NA
1700003F12Rik	0.108836762471295	NA
1700003H04Rik	-0.0594990890878537	NA
1700003O11Rik	0.102144227748152	NA
1700006A11Rik	-0.0173187061503375	NA
1700006J14Rik	-0.228971722096588	NA
1700007K13Rik	-0.0484776960383453	NA
1700008J07Rik	0.0714298098504464	0.755614186079314
1700008O03Rik	-0.0453932504441354	NA
1700008P02Rik	-0.248394915087488	NA
1700009J07Rik	-0.00771851564662285	NA
1700009N14Rik	-0.426587280504223	NA
1700010B08Rik	0.0780728501513983	NA
1700010D01Rik	-0.101922099697241	NA
1700010I14Rik	-0.25632135081877	NA
1700010L04Rik	0.0574969848903004	NA
1700011L22Rik	-0.118059267050191	NA
1700012A03Rik	-0.141947548375912	NA
1700012B07Rik	0.156544573004574	NA
1700012B09Rik	-0.30911578307026	NA
1700012P22Rik	0.0430186522374454	NA
1700013D24Rik	-0.0291950721789567	NA
1700013F07Rik	0.329795063631138	NA
1700013G24Rik	0.23873904322039	NA
1700013H16Rik	-0.0545973109651114	NA
1700016C15Rik	-0.142686030305643	NA
1700016D06Rik	0.0266044244709351	NA
1700016H13Rik	0.157287959186915	NA
1700016K19Rik	0.00333379611596563	0.986115155126838
1700017B05Rik	0.266111217248248	0.120460232409648
1700017G19Rik	0.223538228490034	NA
1700017N19Rik	-0.0426084430857898	NA
1700018A04Rik	0.249299566506023	NA
1700018B08Rik	0.218800060276557	NA
1700018B24Rik	-0.121403354111696	NA
1700018F24Rik	-0.141942043008045	NA
1700019A02Rik	-0.175746322725845	NA
1700019D03Rik	-0.197264106077137	NA
1700019M22Rik	-0.017050342628222	NA
1700019N19Rik	0.370063809109229	NA
1700020A23Rik	0.094357866569867	NA
1700020D05Rik	0.149153416133062	NA
1700020L24Rik	0.419914480560467	0.0431696087484588
1700020N01Rik	-0.101901695468083	NA
1700021F05Rik	-0.204129404126253	0.367113566705614
1700021F07Rik	-0.198036418818393	NA
1700022A21Rik	0.234070421808796	0.375304528674741
1700022I11Rik	0.137452802798596	NA
1700024G13Rik	0.187813805259594	NA
1700024P04Rik	-0.0415421362787383	NA
1700025G04Rik	-0.0385117343982069	0.864711099500986
1700028I16Rik	0.0824380787806582	0.701483639990853
1700028J19Rik	0.143345390301143	0.619876772965517
1700028P14Rik	-0.00969386751041945	NA
1700029F12Rik	0.146386603240263	NA
1700029H14Rik	0.276408985775648	NA
1700029I15Rik	0.155382042131499	NA
1700029J07Rik	0.0844540601121868	NA
1700029M20Rik	-0.0149094607191276	NA
1700029P11Rik	0.0563201431365572	NA
1700030J22Rik	-0.0894141924405432	NA
1700030K09Rik	0.0122886587664244	0.962068238689773
1700031F05Rik	-0.0788647600384098	NA
1700031F10Rik	0.0768925958071756	NA
1700031M16Rik	-0.0902038296108598	NA
1700034E13Rik	-0.0547371792577869	NA
1700034H15Rik	-0.0605915674498467	NA
1700034I23Rik	-0.151256477505487	NA
1700034J05Rik	0.118577852841815	NA
1700037H04Rik	0.0520978725838201	0.857045554952225
1700048O20Rik	0.0157658577976725	NA
1700049J03Rik	-0.14935114565157	NA
1700049L16Rik	-0.115197353631439	0.632538302195696
1700052K11Rik	0.276761104745782	0.117308959691939
1700054O19Rik	0.11557947240227	0.699006598278497
1700055D18Rik	0.0931277329363431	NA
1700056E22Rik	0.041608357862601	NA
1700057G04Rik	-0.00618076827782632	NA
1700061I17Rik	0.183809874046138	NA
1700063H04Rik	0.269979996386098	NA
1700065D16Rik	-0.220399250593504	NA
1700066B19Rik	0.351577074503175	NA
1700066M21Rik	-0.0558013532414687	0.856426829069048
1700067K01Rik	0.10178664736079	NA
1700067P10Rik	-0.180955280931767	NA
1700069L16Rik	0.0917039826299773	NA
1700071K01Rik	-0.400464299386991	0.0379265312819802
1700073E17Rik	0.0475480269822404	NA
1700074P13Rik	0.0690064303845739	NA
1700080O16Rik	0.226633864244955	NA
1700084E18Rik	-0.202126657025605	0.388234946572731
1700084J12Rik	0.208535829673094	0.296671319723149
1700086D15Rik	-0.119845494654916	NA
1700086L19Rik	0.0443322371985353	NA
1700086O06Rik	-0.16690418821811	0.314179713970451
1700088E04Rik	-0.0754919011799595	NA
1700093K21Rik	0.0130317882954549	NA
1700102P08Rik	0.308624822726287	NA
1700109H08Rik	0.180053541985249	NA
1700113H08Rik	0.0898013661446146	NA
1700116B05Rik	0.0797024984637238	NA
1700120K04Rik	0.16084629953092	NA
1700122O11Rik	-0.0863803568928065	NA
1700123K08Rik	-0.142733876659086	NA
1700123L14Rik	-0.227935450571627	NA
1700123O20Rik	0.178065760088237	0.33400504223091
1700125H20Rik	0.0864389306443472	NA
1700128E19Rik	0.0758444512200667	NA
1700128F08Rik	0.119301577672675	NA
1700129C05Rik	-0.191131325680449	NA
1810010H24Rik	-0.0961490264176676	NA
1810013D15Rik	0.0409372911838055	NA
1810013L24Rik	0.184139755570561	0.184229571877896
1810024B03Rik	-0.0776986889080584	NA
1810030O07Rik	-0.103352374553289	0.592959651023853
1810034E14Rik	0.194854894498453	NA
1810037I17Rik	0.123818185718995	NA
1810046K07Rik	0.258828385859403	0.339130194279393
1810055G02Rik	-0.165174994369642	0.288447119134617
1810058I24Rik	-0.0912448282174081	0.613352462458047
1810062G17Rik	0.073570357104348	NA
1810062O18Rik	0.130732924170181	NA
1810064F22Rik	-0.114853033676319	NA
1810065E05Rik	-0.0510393412180914	NA
2010003K11Rik	-0.0413558012004041	NA
2010016I18Rik	-0.103110640532123	NA
2010106E10Rik	0.00428692566308531	NA
2010109A12Rik	0.323758666149824	NA
2010204K13Rik	0.227927229528407	NA
2010300C02Rik	-0.0261166452142465	0.918254109536591
2200002D01Rik	-0.230918377309299	0.161095552575767
2200002J24Rik	0.321635820210551	NA
2210010C04Rik	0.158953258155099	NA
2210016F16Rik	-0.0206587313927846	0.918420515559111
2210016L21Rik	-0.0308864568395002	0.892596903473351
2210406O10Rik	0.0604924885496758	NA
2210407C18Rik	-0.983648866076033	NA
2210408I21Rik	0.172238596632469	NA
2210409E12Rik	0.3684756693737	NA
2300002M23Rik	0.205035947993375	NA
2300009A05Rik	0.0975792789205379	0.701483639990853
2310001K24Rik	0.119895161381636	NA
2310002L09Rik	-0.129414879399992	0.529829842826507
2310011J03Rik	0.26842416052701	0.183116919809494
2310015D24Rik	-0.245058030578005	0.222497339798075
2310016G11Rik	0.0643114734205175	NA
2310022A10Rik	0.00722201966735714	0.979926323022228
2310022B05Rik	-0.188596991004518	0.231719019111606
2310030G06Rik	0.0795722619302848	NA
2310033P09Rik	-0.00636850912430464	0.979006749881109
2310034C09Rik	0.150783275387234	NA
2310034G01Rik	-0.252722457598979	NA
2310039H08Rik	-0.0867253611278374	0.682569746133012
2310057J18Rik	-0.181004611550763	NA
2310057M21Rik	0.206064311169243	0.203898192536786
2310057N15Rik	-0.125007845837367	NA
2310061I04Rik	0.295245867051666	0.0915017988174908
2310061N02Rik	0.213972504720698	NA
2310067E19Rik	0.345958264525637	NA
2310068J16Rik	0.200557660432859	0.382897712991573
2310079G19Rik	-0.0678207240279152	NA
2410002F23Rik	0.00110192984891633	0.99716366235031
2410004B18Rik	0.00556296754873031	0.98335569240681
2410004P03Rik	0.149886949494268	NA
2410018L13Rik	-0.47512834694623	NA
2410022M11Rik	-0.137295269716026	0.667936038357882
2410080I02Rik	-0.137459829625579	0.592201938536559
2410124H12Rik	-0.253474396722754	NA
2410131K14Rik	-0.209312309199214	0.364184507838716
2410137M14Rik	-0.0396791016609419	NA
2510002D24Rik	0.0389430874695957	0.847960904176551
2510009E07Rik	-0.115665923278748	0.489357963677081
2510039O18Rik	0.140278133843643	0.383605132075334
2610001J05Rik	0.00127817615667336	0.996496692833912
2610002M06Rik	-0.248103378538912	0.208320019010001
2610005L07Rik	0.00501869918789666	0.982202315342654
2610008E11Rik	-0.215985588263289	0.361611269657808
2610028H24Rik	-0.0376315036529293	NA
2610206C17Rik	0.022544851303441	NA
2610301B20Rik	-0.0176433517868251	0.949507192873498
2610318M16Rik	-0.0419568660363066	NA
2610318N02Rik	0.0508517022271255	NA
2610507B11Rik	0.141951032858746	0.331594947022961
2610524H06Rik	-0.0267421286856262	0.908256120049793
2610528A11Rik	-0.0147082363430524	NA
2610528J11Rik	-0.160242276365699	NA
2700046A07Rik	0.072455122996709	NA
2700046G09Rik	-0.223786380961576	0.252651954069882
2700049A03Rik	-0.0279465883414023	0.896475417725863
2700062C07Rik	0.0628263800863729	NA
2700081O15Rik	-0.44676680951244	0.0233111644824645
2700097O09Rik	-0.217353570117856	0.43332772995698
2810002D19Rik	0.187473623372384	0.369089163657761
2810004N23Rik	0.0558929698497126	0.784282664459214
2810006K23Rik	-0.0287347809006944	NA
2810021J22Rik	0.0843947012434798	NA
2810025M15Rik	-0.0774240298573048	0.681276687479549
2810032G03Rik	-0.114875499443418	NA
2810408A11Rik	0.118213129763157	NA
2810410L24Rik	0.0939260865050056	0.647989149486378
2810459M11Rik	-2.50724003323377e-05	NA
2900005J15Rik	0.104639189872267	NA
2900026A02Rik	-0.142816718260697	0.464080430068761
2900041M22Rik	-0.0301183374478158	NA
2900052L18Rik	-0.19228614953693	0.500486836591339
2900060B14Rik	0.10281864295097	NA
2900092C05Rik	0.0504165664930478	NA
2900097C17Rik	-0.230462129628464	0.181597956072285
3000002C10Rik	-0.236935050809787	0.242266462659506
3010003L21Rik	-0.222979011509066	NA
3110009E18Rik	0.0016409953401868	NA
3110021A11Rik	-0.112935514696216	0.5138393849605
3110040M04Rik	0.0478799747804874	0.846684568282723
3110040N11Rik	-0.0813988308255409	0.72567340544042
3110053B16Rik	-0.0245560103968554	0.943539122243801
3110070M22Rik	0.0110730022297512	0.956939418302403
3110082I17Rik	0.00686270190528848	0.974992916366
3110082J24Rik	0.288918178700454	NA
3222401L13Rik	-0.165937230846016	NA
3300002A11Rik	0.13814564129529	NA
3300002I08Rik	-0.419077313964513	NA
3425401B19Rik	-0.203038646288424	0.399319208582699
3830403N18Rik	0.280303535624903	NA
3830406C13Rik	-0.217277898139443	0.264585869817254
3830408C21Rik	-0.155577615340605	NA
3830417A13Rik	-0.0470083036423006	NA
3930402G23Rik	0.162637483274012	NA
4430402I18Rik	-0.252157856752937	NA
4631405J19Rik	0.0797176527608023	NA
4632404H12Rik	-0.0159387883583317	NA
4632415L05Rik	0.049744296774521	0.816795323269937
4632427E13Rik	-0.395733687573673	0.0542996875869698
4632433K11Rik	0.287512658744272	0.283534186338819
4732465J04Rik	-0.0711226977948369	NA
4732471J01Rik	0.204227324409805	0.410234436814812
4833420G17Rik	0.188160483621407	0.308564827686046
4833422C13Rik	0.090822567859246	NA
4833427G06Rik	-0.0150254762632436	NA
4833439L19Rik	-0.376616848913754	0.0593272159393925
4921504E06Rik	0.133448233147223	NA
4921507P07Rik	0.126231926342434	NA
4921508D12Rik	-0.205738488785758	NA
4921509C19Rik	0.411521500855967	NA
4921511C20Rik	0.0527674844960291	NA
4921513I03Rik	0.0476036742150123	NA
4921517D22Rik	-0.238108021101057	NA
4921524J17Rik	-0.0668659243490515	0.871748973617939
4921524L21Rik	-0.15117193014654	NA
4921533I20Rik	-0.250775231564129	NA
4921536K21Rik	0.426393450448856	NA
4921539E11Rik	0.0137369038262478	NA
4922502B01Rik	-0.0284329394891591	NA
4930402F06Rik	-0.0330667252176673	NA
4930402H24Rik	0.0263863102121906	0.906016936843653
4930402K13Rik	-0.150469163792777	NA
4930404N11Rik	-0.0798019926155593	0.647940778090342
4930407I10Rik	-0.126788303439875	NA
4930412O13Rik	-0.139765362481469	NA
4930415L06Rik	-0.241697269670733	NA
4930415O20Rik	-0.14112222941864	NA
4930417O22Rik	0.246643544243236	NA
4930421P07Rik	0.117550715379105	NA
4930426D05Rik	-0.014672503322255	0.951182811766373
4930426L09Rik	0.201018843826472	NA
4930429B21Rik	0.054161752193338	NA
4930430F08Rik	0.0881550577549319	0.609100302273557
4930431F12Rik	0.0513029307891992	0.80414190885499
4930432K21Rik	0.26595933728607	NA
4930432M17Rik	-0.0961523327820775	NA
4930433I11Rik	-0.34380243161938	NA
4930433N12Rik	-0.197230864425265	NA
4930438A08Rik	-0.158799867008467	0.551993051431547
4930442E04Rik	0.109126340419974	NA
4930444G20Rik	0.702734297822199	0.248521897785267
4930444P10Rik	0.281011404364349	NA
4930447A16Rik	0.0556931232583007	NA
4930447C04Rik	-0.0122514621664169	NA
4930448K20Rik	-0.0490840395234193	NA
4930449E01Rik	-0.10236474532191	NA
4930451E10Rik	0.245874775690037	NA
4930451G09Rik	-0.189001694506167	0.491306122907025
4930451I11Rik	-0.126308399109671	0.511729961713935
4930452B06Rik	0.25416424845957	NA
4930453N24Rik	0.565957232869768	0.0261014772433811
4930463O16Rik	0.0887968284282641	NA
4930465K10Rik	-0.19091042108813	NA
4930470H14Rik	0.110292341670295	NA
4930470P17Rik	-0.139681430949948	NA
4930471G03Rik	-0.0796115664673831	NA
4930473A02Rik	-0.0436205929693179	NA
4930474M22Rik	0.0465296754473492	NA
4930474N05Rik	0.0941993726306034	NA
4930480E11Rik	0.120207081036158	NA
4930483J18Rik	-0.0583631425317548	NA
4930486L24Rik	0.00775629493937524	NA
4930502E18Rik	0.205740839193041	NA
4930503B20Rik	-0.053010565677523	NA
4930503E24Rik	-0.0110217367701453	NA
4930503H13Rik	-0.243748452751557	NA
4930503L19Rik	0.248492637791369	0.214652925869927
4930505A04Rik	0.00983387353376397	NA
4930505N22Rik	-0.255770786150343	NA
4930506C21Rik	0.0863057065468129	NA
4930507D05Rik	0.158247920918432	NA
4930512B01Rik	0.131275373251104	NA
4930512M02Rik	-0.0112501351926864	NA
4930513N10Rik	0.161852922926779	NA
4930513O06Rik	-0.260348148250247	NA
4930515G01Rik	-0.139595584844717	NA
4930519F09Rik	-0.400596081565928	NA
4930519F16Rik	-0.0393041217164414	NA
4930519G04Rik	0.0539472119046382	NA
4930520O04Rik	-0.012190407734638	NA
4930522H14Rik	-0.106109489989531	NA
4930523C07Rik	-0.435460048854218	0.0212368760748333
4930524B15Rik	-0.0101137816160093	NA
4930528A17Rik	0.199764347003671	NA
4930533K18Rik	0.438915627424534	NA
4930539E08Rik	0.0150770409612893	0.947048050429419
4930544G11Rik	-0.05295460202225	NA
4930544M13Rik	-0.0738042435700152	NA
4930546C10Rik	0.0301918210142547	NA
4930548G14Rik	-0.206380748906067	NA
4930548H24Rik	0.154825986833313	NA
4930550C14Rik	-0.0401770268843822	NA
4930550L24Rik	0.2128102455051	NA
4930556L07Rik	-0.024064321170262	NA
4930558K02Rik	-0.128443000791074	NA
4930562C15Rik	-0.124929316303657	NA
4930562F07Rik	0.513705505283923	NA
4930563E22Rik	0.328211675269293	NA
4930563M21Rik	0.0636502910557339	NA
4930564C03Rik	0.0217137325240264	NA
4930564D02Rik	-0.0360010814893608	NA
4930568D16Rik	-0.0514225736757365	NA
4930571K23Rik	0.0793860576587191	NA
4930577N17Rik	0.0906314399273471	0.640956675353387
4930578I06Rik	0.00589666538152889	NA
4930579F01Rik	0.183719150616569	NA
4930579G18Rik	-0.0509200961265712	0.848906854603651
4930579G24Rik	-0.146779732263946	0.367267266805459
4930579K19Rik	0.0715411318044099	NA
4930581F22Rik	0.116366314334481	NA
4930583I09Rik	0.0662999419011614	NA
4930583K01Rik	0.100107805701497	NA
4930584F24Rik	-0.110633434863046	NA
4930589L23Rik	0.107788660088345	NA
4930590J08Rik	0.0355427049456001	NA
4930591A17Rik	0.197121249811416	NA
4930594M22Rik	-0.0290318931551994	NA
4930595M18Rik	-0.0719691830419644	NA
4930596D02Rik	-0.085710174087839	NA
4930599N23Rik	0.0306151953297071	0.911482634496771
4931400O07Rik	-0.0996169728615763	NA
4931403M11Rik	0.0656431417149497	NA
4931406B18Rik	-0.211340584836074	NA
4931406C07Rik	-0.0863411130455614	0.71594602192519
4931406H21Rik	0.0160953007885563	NA
4931406P16Rik	0.225879177850632	0.187346178520707
4931408C20Rik	-0.394016209361147	NA
4931414P19Rik	-0.186298670114174	NA
4931417E11Rik	-0.143895737592379	NA
4931422A03Rik	0.258490964094455	NA
4931428F04Rik	0.00014394403842255	NA
4931428L18Rik	-0.241036232345843	NA
4931429L15Rik	-0.00820516419031136	NA
4931429P17Rik	0.0675998738251988	NA
4931431C16Rik	0.103132567392111	NA
4931440F15Rik	0.0536653472191921	NA
4931440P22Rik	0.126075281488052	0.524089170519007
4932411N23Rik	-0.00653201648927371	NA
4932412D23Rik	-0.0234570803372653	NA
4932414J04Rik	-0.22780957383205	NA
4932414N04Rik	0.192831287184835	NA
4932415M13Rik	0.00881430433291275	NA
4932416K20Rik	-0.150115117284878	NA
4932431L22Rik	0.0572099689911443	NA
4932435O22Rik	0.0899708349639923	NA
4932438A13Rik	0.241301834694331	0.166643233761984
4932438H23Rik	0.165743279784302	NA
4932443L11Rik	-0.215360437901264	NA
4933400A11Rik	0.137671155871783	NA
4933401B06Rik	0.261361992380871	NA
4933402D24Rik	0.271998171421559	NA
4933402E13Rik	0.0451622679252863	NA
4933402J07Rik	-0.227521884389157	NA
4933402N03Rik	0.0897098960593654	NA
4933404G15Rik	-0.0279698364176106	NA
4933405L10Rik	0.24286088721038	NA
4933405O20Rik	0.0902805864339493	NA
4933407E24Rik	0.073846894220515	NA
4933407L21Rik	0.302171134843795	NA
4933408J17Rik	-0.0279059742585721	NA
4933409G03Rik	-0.0532333173616482	NA
4933411G06Rik	0.0501677444708934	NA
4933411K16Rik	0.230363433759918	NA
4933412E24Rik	-0.0642589486074279	NA
4933413J09Rik	-0.146761957720553	NA
4933414I15Rik	-0.178590608968434	NA
4933416E03Rik	0.0217660272016014	NA
4933421I07Rik	0.0981703240460821	NA
4933427D06Rik	0.0221289033833516	NA
4933427D14Rik	0.0977329240059035	0.632538302195696
4933427E11Rik	0.0148021615792313	NA
4933427E13Rik	-0.198246352440922	NA
4933427G23Rik	-0.127886446632107	0.745103983917911
4933428G20Rik	0.234473872504318	NA
4933428M09Rik	0.209662028546676	0.386383614227871
4933430I17Rik	-0.0822485197873992	NA
4933431E20Rik	-0.0400270231953463	NA
4933432I09Rik	-0.0548708428466207	NA
4933434E20Rik	-0.092084231226198	0.666166583213767
4933436I01Rik	0.0630083021034036	NA
4933439C10Rik	-0.0622674128886773	0.784003218747577
4933440M02Rik	-0.365262681721575	NA
5031425E22Rik	-0.280874510928763	0.13204332242949
5031434C07Rik	0.0866451843603091	NA
5031439G07Rik	-0.389763195600281	0.0473471099368037
5033430I15Rik	-0.142817567201977	NA
5330416C01Rik	-0.150858537494552	NA
5330417C22Rik	0.0269051297857454	NA
5330432E05Rik	-0.0975862304184592	NA
5330439B14Rik	0.0843432544740703	NA
5430427O19Rik	0.153303933357573	NA
5530400C23Rik	-0.00741539566323368	NA
5530401A14Rik	0.136292233358278	NA
5730408K05Rik	-0.241472199531281	0.204780344419845
5730409E04Rik	-0.267818535934127	0.312951176711656
5730409K12Rik	-0.187066547564679	NA
5730455P16Rik	-0.331166987832175	0.0912209640975034
5730460C07Rik	0.154514377693579	NA
5730507C01Rik	-0.000594126589103183	0.999440120030774
5730522E02Rik	-0.0442310643508943	0.805539924181172
5830411N06Rik	-0.21358066120077	0.228642299698691
5830454E08Rik	-0.0649968089879081	NA
5930403L14Rik	-0.0444814690780069	0.806184149918036
5930403N24Rik	0.0418959478583423	NA
6030458C11Rik	0.0375767709810848	0.852943361067856
6030468B19Rik	0.118816226827491	0.688308905918253
6030469F06Rik	0.111242494594573	NA
6030498E09Rik	0.346495836555019	NA
6230400D17Rik	0.281746597844946	0.28003414123366
6330403K07Rik	-0.178504301479491	NA
6330407A03Rik	0.472735809712042	0.0489395986949661
6330409D20Rik	-0.0431216967059229	NA
6330549D23Rik	-0.114812504468287	NA
6430503K07Rik	-0.12654098499709	0.573089396704957
6430548M08Rik	0.133997629128555	0.4702853505427
6430550D23Rik	-0.0703421645553557	NA
6430553K19Rik	-0.185763777139416	NA
6430571L13Rik	-0.232162230056069	NA
6530403G13Rik	0.0163738120153258	0.955056546167874
6530411M01Rik	0.175854684077018	NA
6720489N17Rik	-0.270456184733732	NA
6820408C15Rik	-0.225852455186181	NA
7420426K07Rik	-0.0120775426856436	NA
8030423F21Rik	0.00829747736381981	NA
8030423J24Rik	-0.106580356755516	NA
8030451A03Rik	-0.0898756464215751	NA
8030462N17Rik	0.092838098176574	0.524557223912473
8030474K03Rik	0.122178801033806	NA
8430429K09Rik	-0.272115385379065	NA
9030612E09Rik	0.131248384338541	NA
9030619P08Rik	0.0485943288693758	NA
9130008F23Rik	-0.140200489842076	NA
9130019P16Rik	0.211712888737628	NA
9130023H24Rik	-0.0441588142095322	0.846684568282723
9130230L23Rik	-0.0166491065640169	NA
9130401M01Rik	0.0217301874968223	0.922524286987015
9130409I23Rik	-0.0209255236819743	NA
9230009I02Rik	0.150483237412403	NA
9230019H11Rik	-0.112760181150513	NA
9230020A06Rik	-0.0779558354281691	NA
9230110K08Rik	0.0560592140302778	NA
9230112D13Rik	-0.0379805347921987	NA
9330020H09Rik	-0.345605215613788	NA
9330132A10Rik	-0.0796267463611466	NA
9330133O14Rik	0.157613523348606	NA
9330151L19Rik	-0.053835007190381	0.771927258694285
9330155M09Rik	-0.138844950231751	NA
9330158H04Rik	0.0824064604389867	NA
9330159F19Rik	0.00353320022154779	0.991046838385187
9330175E14Rik	-0.0497485015079122	NA
9330182L06Rik	0.311360891263754	NA
9430015G10Rik	0.029058470223843	0.869678916984259
9430021M05Rik	0.121791331272337	NA
9430038I01Rik	-0.14721463861634	0.445643385563514
9430041J12Rik	0.214683858870854	NA
9430053O09Rik	-0.00951959969945282	NA
9430060I03Rik	-0.0953549703979899	0.657401477892118
9430069I07Rik	0.089692143746082	NA
9430097D07Rik	0.173608136685488	NA
9530002B09Rik	-0.149682968788379	NA
9530003J23Rik	0.0686490536941724	NA
9530068E07Rik	-0.092127886342336	0.597261772777156
9530077C05Rik	-0.16876657952997	NA
9530080O11Rik	-0.103090477040242	NA
9530091C08Rik	-0.0447180254544999	NA
9630013D21Rik	-0.253485414767626	NA
9630028B13Rik	-0.0939152215367276	NA
9830107B12Rik	-0.421308557684726	0.120580772638077
9930012K11Rik	0.015257170721096	NA
9930014A18Rik	-0.0906091313433501	NA
9930021J03Rik	-0.0419769346117009	0.841568660442733
9930038B18Rik	-0.00758062738917831	NA
9930104L06Rik	0.0213003901355941	0.918254109536591
a	-0.0292327881795864	NA
A130010J15Rik	-0.232397117337944	0.322667576298922
A130051J06Rik	-0.0546635599470711	NA
A1bg	0.120697007943503	NA
A1cf	0.12913471665902	NA
A230020J21Rik	0.56349120600553	NA
A230051N06Rik	0.0214077376384934	NA
A230056P14Rik	0.0520025860267048	NA
A230072E10Rik	0.0606521044926387	0.759343124296162
A230072I06Rik	0.102418482333994	NA
A230083G16Rik	0.102505452711793	NA
A26c3	0.0101871785969507	NA
A2m	-0.386736429016371	0.166535157223542
A2ml1	-0.0419801713347061	NA
A330008L17Rik	0.17242136627818	0.277203253510628
A330023F24Rik	-0.0290408596551126	NA
A330041J22Rik	0.0106380394637018	NA
A330070K13Rik	0.090108630971343	NA
A3galt2	0.104980486007797	NA
A430005L14Rik	-0.240212636344343	0.296450049133096
A430033K04Rik	0.241124624982336	0.228744986235204
A430057M04Rik	-0.026113326809027	NA
A430060F13Rik	-0.247436189418083	NA
A430090L17Rik	0.23078915406729	NA
A430093F15Rik	-0.0145368241760311	NA
A430110L20Rik	0.140852641691903	NA
A4galt	0.146468820908026	0.489891694047623
A4gnt	0.21307827558434	NA
A530006G24Rik	0.157440338046474	NA
A530016L24Rik	-0.591654902911216	0.0445639568853449
A530021J07Rik	0.0711187322089302	NA
A530032D15Rik	0.116435443670248	0.587103311584746
A530040E14Rik	0.44405496569291	0.0863643812672177
A530053G22Rik	0.156890601013941	NA
A530064D06Rik	-0.0364168610920963	0.932666447310833
A530088E08Rik	-0.047598869061976	0.895236620117267
A630001G21Rik	0.0926863561469657	0.640626083704
A630001O12Rik	-0.0239163156960438	NA
A630010A05Rik	-0.145340165678773	NA
A630012P03Rik	-0.231058499714805	NA
A630023P12Rik	-0.210046366750351	NA
A630038E17Rik	-0.0154687329594152	NA
A630052C17Rik	-0.202294236238431	0.198387013371699
A630072L19Rik	0.183069225508268	0.423593458442024
A630072M18Rik	0.204421712339856	NA
A630089N07Rik	-0.112790500224878	0.67878553426067
A730008H23Rik	-0.536348718996106	0.021392663893453
A730013G03Rik	-0.266193151704773	NA
A730018C14Rik	0.126178393292761	NA
A730020M07Rik	-0.117107253450704	NA
A730035I17Rik	0.342767561968005	NA
A730036I17Rik	-0.095899161025665	NA
A730049H05Rik	0.234498702904221	NA
A730089K16Rik	-0.262105471166	0.204182514005885
A830005F24Rik	-0.00888936885900549	NA
A830018L16Rik	0.0617530165504419	NA
A830019P07Rik	-0.121787890740383	NA
A830035O19Rik	0.0981587845686862	0.625774827899081
A830092H15Rik	0.0393294114428495	NA
