ID	Murine.knee.joint_Operated..DMM._3dayvsMurine.knee.joint_Operated..Sham._3day_logFC	Murine.knee.joint_Operated..DMM._3dayvsMurine.knee.joint_Operated..Sham._3day_padjFilter
1700067P10Rik	-0.020669761345443	NA
1700069L16Rik	0.159439748557671	NA
1700071K01Rik	0.0755837074355137	NA
1700073E17Rik	0.225303027013724	NA
1700074P13Rik	0.0325767352681443	NA
1700080O16Rik	0.0636713975812326	NA
1700084E18Rik	0.0733836008859239	0.928796448488554
1700084J12Rik	0.0240791529205451	NA
1700086D15Rik	0.0290971269240443	NA
1700086L19Rik	-0.201963065852842	NA
1700086O06Rik	0.00259437363303938	0.998593564478246
1700088E04Rik	0.0310448019022402	NA
1700093K21Rik	-0.16449357076936	NA
1700102P08Rik	0.101942664061053	NA
1700109H08Rik	0.316707075310565	NA
1700113H08Rik	-0.0480105154066321	NA
1700116B05Rik	0.121696293997008	NA
1700120K04Rik	-0.366509435115332	NA
1700122O11Rik	-0.114847347630007	NA
1700123K08Rik	0.00365100340058877	NA
1700123L14Rik	-0.162172581423559	NA
1700123O20Rik	0.098302842930142	0.862351193777175
1700125H20Rik	-0.20574241200637	NA
1700128E19Rik	-0.276063070192449	NA
1700128F08Rik	0.0746700500688107	NA
1700129C05Rik	-0.366176063936172	NA
1810010H24Rik	0.196884428863237	NA
1810013D15Rik	0.0952664802690135	NA
1810013L24Rik	0.0344497541049673	0.949269766529048
1810024B03Rik	-0.282572103780191	NA
1810030O07Rik	0.211336569210424	0.618262225167615
1810034E14Rik	0.275345514110549	NA
1810037I17Rik	0.040780282533595	NA
1810046K07Rik	-0.0388768373344215	NA
1810055G02Rik	0.198646718783697	0.561953391633021
1810058I24Rik	-0.239357737492818	0.50542379023746
1810062G17Rik	0.144008141477497	NA
1810062O18Rik	-0.0354087689467377	NA
1810064F22Rik	-0.0337542307105019	NA
1810065E05Rik	-0.170056965403484	NA
2010003K11Rik	0.0701760251246677	NA
2010016I18Rik	0.205017281341006	NA
2010106E10Rik	0.201357560496493	NA
2010109A12Rik	-0.147791026615029	NA
2010204K13Rik	-0.199093495501944	NA
2010300C02Rik	0.0618007117883437	NA
2200002D01Rik	0.133497357770911	0.759393414719155
2200002J24Rik	-0.117985517965715	NA
2210010C04Rik	-0.0904663458928336	NA
2210016F16Rik	-0.0635842035624643	0.905342867044795
2210016L21Rik	0.106328731365959	0.846575947140722
2210406O10Rik	-0.175005041473691	NA
2210407C18Rik	-1.03911793856912	NA
2210408I21Rik	0.0445827521745321	NA
2210409E12Rik	0.292094766418101	NA
2300002M23Rik	-0.259754150570899	NA
2300009A05Rik	-0.169568058720667	NA
2310001K24Rik	0.0152275250798044	NA
2310002L09Rik	-0.284771590558544	0.491603697894187
2310011J03Rik	0.177399079362569	0.731035638999569
2310015D24Rik	0.0365626696380312	NA
2310016G11Rik	-0.0504510019481086	NA
2310022A10Rik	0.133427077017711	NA
2310022B05Rik	0.00558489541713847	0.998005734520635
2310030G06Rik	-0.0504723493207844	NA
2310033P09Rik	0.154686201897556	0.731035638999569
2310034C09Rik	-0.230791567430083	NA
2310034G01Rik	-0.146816770631131	NA
2310039H08Rik	-0.123022453050639	0.827895078172304
2310057J18Rik	0.0416872125217758	NA
2310057M21Rik	0.125417843350684	NA
2310057N15Rik	-0.251048171406882	NA
2310061I04Rik	0.111641370794137	0.824860012344273
2310061N02Rik	-0.0665787547980452	NA
2310067E19Rik	-0.121610869650149	NA
2310068J16Rik	-0.0897982901799308	0.906329837447911
2310079G19Rik	0.00224750534392459	NA
2410002F23Rik	-0.133511774236034	NA
2410004B18Rik	-0.00964563376791272	NA
2410004P03Rik	0.121816640822325	NA
2410018L13Rik	0.0375384904222189	NA
2410022M11Rik	-0.113163370554651	NA
2410080I02Rik	0.0392428609397513	NA
2410124H12Rik	-0.0890205236119144	NA
2410131K14Rik	-0.127304007884574	NA
2410137M14Rik	0.0920864801174202	NA
2510002D24Rik	-0.157314714990476	0.70644894841537
2510009E07Rik	0.00963331417454238	0.993563777839684
2510039O18Rik	0.110162957431869	0.810511590851787
2610001J05Rik	0.0756972297306708	0.915672475283243
2610002M06Rik	-0.0559948152242438	0.940105683894391
2610005L07Rik	-0.0687576418999116	0.905928569937605
2610008E11Rik	0.0159049718156394	0.991210186111928
2610028H24Rik	0.217026301898184	NA
2610206C17Rik	0.158193324798912	NA
2610301B20Rik	0.00913268878682505	0.99795106455513
2610318M16Rik	-0.0998599932688986	NA
2610318N02Rik	-0.0740837632364495	NA
2610507B11Rik	-0.044394561798546	0.930257895338656
2610524H06Rik	-0.127705180413457	0.80636864754642
2610528A11Rik	-0.249060723889386	NA
2610528J11Rik	-0.38404430959767	NA
2700046A07Rik	-7.01408108598756e-05	NA
2700046G09Rik	0.0646695304535596	NA
2700049A03Rik	-0.0927432487075404	0.858562213396204
2700062C07Rik	0.122804182476496	NA
2700081O15Rik	-0.0669428134826084	NA
2700097O09Rik	-0.167853284402498	NA
2810002D19Rik	0.187991280537513	NA
2810004N23Rik	-0.0415287330891374	0.953538322448302
2810006K23Rik	-0.0611938964469196	NA
2810021J22Rik	-0.0654929035458296	NA
2810025M15Rik	-0.00682028238155663	0.99795106455513
2810032G03Rik	0.231412609331083	NA
2810408A11Rik	0.00990931243977267	NA
2810410L24Rik	-0.0577266059167503	NA
2810459M11Rik	-0.262206034065686	NA
2900005J15Rik	0.0631354306147047	NA
2900026A02Rik	0.0551031605373655	NA
2900041M22Rik	0.124341138342357	NA
2900052L18Rik	0.0369751356760837	NA
2900060B14Rik	-0.20733899953217	NA
2900092C05Rik	-0.345760797420705	NA
2900097C17Rik	0.120848646752846	0.80636864754642
3000002C10Rik	-0.0144397807218617	NA
3010003L21Rik	-0.0908783838840863	NA
3110009E18Rik	-0.180555476479768	NA
3110021A11Rik	-0.0163014123797591	NA
3110040M04Rik	-0.122028176167879	NA
3110040N11Rik	0.128055390678785	NA
3110053B16Rik	0.168904371072281	NA
3110070M22Rik	0.090334725057434	NA
3110082I17Rik	0.0782986500082421	0.874392512107995
3110082J24Rik	0.170952536774211	NA
3222401L13Rik	-0.220092117299345	NA
3300002A11Rik	-0.37174910536606	NA
3300002I08Rik	-0.0477407130463559	NA
3425401B19Rik	-0.242579962267403	NA
3830403N18Rik	0.0370099215452195	NA
3830406C13Rik	-0.111871561359883	0.848614850091066
3830408C21Rik	-0.233907729378998	NA
3830417A13Rik	-0.0370578646658584	NA
3930402G23Rik	0.228469025004722	NA
4430402I18Rik	-0.348105304965979	NA
4631405J19Rik	-0.17208235130983	NA
4632404H12Rik	0.0354813944868537	NA
4632415L05Rik	0.251435335553177	NA
4632427E13Rik	0.13469834540085	0.816676015623365
4632433K11Rik	-0.373005762614394	NA
4732465J04Rik	0.0939058119953167	NA
4732471J01Rik	-0.190225022311616	0.775156258066677
4833420G17Rik	0.0077290549503406	0.99795106455513
4833422C13Rik	0.0463444620562226	NA
4833427G06Rik	-0.137593189512769	NA
4833439L19Rik	0.00392401224500283	0.998240797104439
4921504E06Rik	-0.181441873761924	NA
4921507P07Rik	-0.153160732998189	NA
4921508D12Rik	0.101114590779176	NA
4921509C19Rik	-0.325470614861823	NA
4921511C20Rik	-0.173041872781331	NA
4921513I03Rik	0.0381584537226742	NA
4921517D22Rik	-0.102302828336027	NA
4921524J17Rik	0.0174507843194673	0.996127045002519
4921524L21Rik	-0.0244891316658591	NA
4921533I20Rik	0.0549430469716441	NA
4921536K21Rik	0.186317242723576	NA
4921539E11Rik	-0.135863722910581	NA
4922502B01Rik	-0.118220073558204	NA
4930402F06Rik	0.0122641221030431	NA
4930402H24Rik	0.0063829345409383	0.998005734520635
4930402K13Rik	-0.0112132757577448	NA
4930404N11Rik	0.120298577062802	0.789431628772022
4930407I10Rik	-0.0561484262327316	NA
4930412O13Rik	0.146487796550591	NA
4930415L06Rik	-0.0190645152824191	NA
4930415O20Rik	0.060075241719026	NA
4930417O22Rik	-0.225986521619979	NA
4930421P07Rik	-0.123990741238746	NA
4930426D05Rik	0.163234544092631	0.728217750262987
4930426L09Rik	0.141594567469303	NA
4930429B21Rik	-0.0832972113563963	NA
4930430F08Rik	0.127437842174085	0.767136717862709
4930431F12Rik	0.20552929924148	0.612206381476381
4930432K21Rik	0.156502723102847	NA
4930432M17Rik	-0.162616601455289	NA
4930433I11Rik	-0.395241914884321	NA
4930433N12Rik	-0.697771826910447	NA
4930438A08Rik	0.298727542976445	0.608102299752524
4930442E04Rik	0.175107552811681	NA
4930444G20Rik	-0.167517926884456	NA
4930444P10Rik	-0.105290850532868	NA
4930447A16Rik	-0.149882164386303	NA
4930447C04Rik	0.00466789521752609	NA
4930448K20Rik	0.00281125331524956	NA
4930449E01Rik	-0.127727628655248	NA
4930451E10Rik	-0.102450466619905	NA
4930451G09Rik	0.138205912514475	NA
4930451I11Rik	0.331248440065142	0.335603518884394
4930452B06Rik	0.0494341971839081	NA
4930453N24Rik	-0.136467112028633	0.851857797874272
4930463O16Rik	-0.271225655887578	NA
4930465K10Rik	0.0593653142600528	NA
4930470H14Rik	-0.0328973280298044	NA
4930470P17Rik	-0.184657549935842	NA
4930471G03Rik	0.0045745679138367	NA
4930473A02Rik	0.299428677765806	NA
4930474M22Rik	-0.13257444032877	NA
4930474N05Rik	-0.00766576125164864	NA
4930480E11Rik	-0.0231385064140346	NA
4930483J18Rik	-0.0039419592098815	NA
4930486L24Rik	-0.0719113722584805	NA
4930502E18Rik	-0.197677465652514	NA
4930503B20Rik	0.188897100306879	NA
4930503E24Rik	-0.0983216695396689	NA
4930503H13Rik	-0.202708249252327	NA
4930503L19Rik	0.122732687033763	NA
4930505A04Rik	-0.423390583176353	NA
4930505N22Rik	-0.0913540459213404	NA
4930506C21Rik	-0.0647798080698019	NA
4930507D05Rik	-0.111242633416902	NA
4930512B01Rik	0.0668134083911527	NA
4930512M02Rik	-0.0204558361252807	NA
4930513N10Rik	0.241316816161872	NA
4930513O06Rik	0.0174716045929306	NA
4930515G01Rik	-0.201031822662802	NA
4930519F09Rik	-0.0213173753664799	NA
4930519F16Rik	-0.190556656475007	NA
4930519G04Rik	0.0750560872498136	NA
4930520O04Rik	0.32551293304431	NA
4930522H14Rik	-0.024223685497847	NA
4930523C07Rik	-0.0580664057320623	0.924592764149344
4930524B15Rik	0.0188157893521663	NA
4930528A17Rik	-0.0871538433117709	NA
4930533K18Rik	0.00651584251288728	NA
4930539E08Rik	0.00589165982093132	NA
4930544G11Rik	0.105182149047593	NA
4930544M13Rik	0.151626950460463	NA
4930546C10Rik	-0.0223381828830358	NA
4930548G14Rik	-0.139172347266281	NA
4930548H24Rik	0.032926190554956	NA
4930550C14Rik	-0.046832162275134	NA
4930550L24Rik	-0.0667963997001038	NA
4930556L07Rik	0.000926260143081947	NA
4930558K02Rik	-0.066913611952907	NA
4930562C15Rik	0.0718686267520119	NA
4930562F07Rik	0.373194805571841	NA
4930563E22Rik	0.0429749753198552	NA
4930563M21Rik	-0.122114550840496	NA
4930564C03Rik	-0.280646830765195	NA
4930564D02Rik	-0.0892319617876201	NA
4930568D16Rik	-0.184061809189075	NA
4930571K23Rik	-0.217169799116468	NA
4930577N17Rik	-0.16820707590172	0.711812389400615
4930578I06Rik	0.103490755379246	NA
4930579F01Rik	-0.0995403647551614	NA
4930579G18Rik	0.0460815044117977	NA
4930579G24Rik	-0.0859315163594809	0.862909991887487
4930579K19Rik	0.157937279733195	NA
4930581F22Rik	-0.296841808643116	NA
4930583I09Rik	0.392407061966381	NA
4930583K01Rik	0.0662062991214554	NA
4930584F24Rik	-0.140041296745885	NA
4930589L23Rik	0.219902923344275	NA
4930590J08Rik	0.00841161193350803	NA
4930591A17Rik	0.0574452107446812	NA
4930594M22Rik	-0.060598224188241	NA
4930595M18Rik	-0.0347769964759181	NA
4930596D02Rik	0.0517017645334956	NA
4930599N23Rik	0.0393928687828105	NA
4931400O07Rik	-0.0604287044248788	NA
4931403M11Rik	-0.0230000733031837	NA
4931406B18Rik	0.0518545146365872	NA
4931406C07Rik	-0.36564758081259	0.371843606207295
4931406H21Rik	0.166407088214826	NA
4931406P16Rik	-0.0622786724880688	0.910764767488892
4931408C20Rik	-0.149374326858196	NA
4931414P19Rik	0.313617031462423	NA
4931417E11Rik	0.0501084281224453	NA
4931422A03Rik	-0.0390716067245269	NA
4931428F04Rik	-0.075204374993473	NA
4931428L18Rik	-0.258182270621841	NA
4931429L15Rik	0.000179146119533069	NA
4931429P17Rik	0.273423838232018	NA
4931431C16Rik	0.0644193507624991	NA
4931440F15Rik	0.142681918419087	NA
4931440P22Rik	-0.011234572043656	NA
4932411N23Rik	0.065275651904515	NA
4932412D23Rik	-0.0388186345370358	NA
4932414J04Rik	-0.572614373777517	NA
4932414N04Rik	0.115085622993736	NA
4932415M13Rik	0.140476942162479	NA
4932416K20Rik	-0.148901052220265	NA
4932431L22Rik	-0.277601186191037	NA
4932435O22Rik	0.0917923975607584	NA
4932438A13Rik	0.361824472082694	0.261898395372722
4932438H23Rik	-0.0771188010232113	NA
4932443L11Rik	-0.14136150272133	NA
4933400A11Rik	-0.122440783840088	NA
4933401B06Rik	0.0698656434605964	NA
4933402D24Rik	0.128307179084252	NA
4933402E13Rik	-0.0505783187170086	NA
4933402J07Rik	0.154810400734639	NA
4933402N03Rik	-0.0920349999410068	NA
4933404G15Rik	-0.20829192140622	NA
4933405L10Rik	-0.134667313843236	NA
4933405O20Rik	0.013989177449317	NA
4933407E24Rik	0.0547594625587844	NA
4933407L21Rik	0.0486644623163812	NA
4933408J17Rik	-0.193826498751087	NA
4933409G03Rik	-0.000439219246810119	NA
4933411G06Rik	-0.0889479901702714	NA
4933411K16Rik	0.0719148353182049	NA
4933412E24Rik	0.150059558195968	NA
4933413J09Rik	0.111621983163121	NA
4933414I15Rik	-0.0583939263902216	NA
4933416E03Rik	0.091308843534359	NA
4933421I07Rik	0.359287818397256	NA
4933427D06Rik	0.274883704271277	NA
4933427D14Rik	0.00890452704036182	NA
4933427E11Rik	-0.330186400963862	NA
4933427E13Rik	0.0752223913278189	NA
4933427G23Rik	0.413777198323683	0.599097021176707
4933428G20Rik	0.0695308188795973	NA
4933428M09Rik	-0.00643932211843179	NA
4933430I17Rik	-0.0415552023554229	NA
4933431E20Rik	-0.245835027809075	NA
4933432I09Rik	-0.161416231710562	NA
4933434E20Rik	0.0353092242413071	0.969706393585038
4933436I01Rik	0.0103934049680878	NA
4933439C10Rik	-0.0793853108072629	NA
4933440M02Rik	-0.163315358158767	NA
5031425E22Rik	-0.171920399670063	0.717187690074619
5031434C07Rik	0.11267994950276	NA
5031439G07Rik	-0.106031305712293	0.853598935350602
5033430I15Rik	-0.159987496655352	NA
5330416C01Rik	-0.0983457323221519	NA
5330417C22Rik	-0.0675440798260092	NA
5330432E05Rik	0.200949515700326	NA
5330439B14Rik	0.054141897359572	NA
5430427O19Rik	0.141665737601927	NA
5530400C23Rik	-0.226008478207064	NA
5530401A14Rik	-0.0687463188994351	NA
5730408K05Rik	0.107892243929289	0.851857797874272
5730409E04Rik	0.0076880012219771	0.998172161275776
5730409K12Rik	-0.164034667875553	NA
5730455P16Rik	-0.0151315023952403	0.989123674094559
5730460C07Rik	-0.145154023656538	NA
5730507C01Rik	0.0832076695431638	NA
5730522E02Rik	-0.0161933129663918	NA
5830411N06Rik	0.0433627423846712	NA
5830454E08Rik	0.213807111707681	NA
5930403L14Rik	0.0406477809906738	0.944606231931426
5930403N24Rik	0.117308204209947	NA
6030458C11Rik	0.125528986407281	0.779060190265861
6030468B19Rik	-0.299645563169179	NA
6030469F06Rik	0.0115600309050627	NA
6030498E09Rik	0.280092980790085	NA
6230400D17Rik	-0.0463685519390831	NA
6330403K07Rik	0.117696649308606	NA
6330407A03Rik	0.134557359809368	NA
6330409D20Rik	0.199705057800215	NA
6330549D23Rik	-0.109540607647598	NA
6430503K07Rik	0.0169748225353681	NA
6430548M08Rik	0.198150970702809	0.645144363758978
6430550D23Rik	0.0284798510225373	NA
6430553K19Rik	-0.231768111668927	NA
6430571L13Rik	-0.248394316931369	NA
6530403G13Rik	-0.0204799765504582	NA
6530411M01Rik	0.099668072167042	NA
6720489N17Rik	-0.268900947784532	NA
6820408C15Rik	0.00603321924492128	NA
7420426K07Rik	0.115727473943842	NA
8030423F21Rik	-0.350209465030306	NA
8030423J24Rik	-0.134152004162492	NA
8030451A03Rik	0.0499053304819586	NA
8030462N17Rik	-0.0698777544197675	NA
8030474K03Rik	0.123075407090104	NA
8430429K09Rik	-0.254809057242021	NA
9030612E09Rik	0.230738128886366	NA
9030619P08Rik	0.0858911152547046	NA
9130008F23Rik	-0.0678768765446773	NA
9130019P16Rik	0.0146820188295584	NA
9130023H24Rik	-0.0731882029295221	0.906907308864692
9130230L23Rik	-0.0116571153491418	NA
9130401M01Rik	-0.0695548565384181	0.90656206933686
9130409I23Rik	-0.20876666354371	NA
9230009I02Rik	-0.137745390333059	NA
9230019H11Rik	0.102181862297129	NA
9230020A06Rik	0.26962374687688	NA
9230110K08Rik	-0.0621907431008193	NA
9230112D13Rik	0.0637016531308845	NA
9330020H09Rik	-0.130640252612978	NA
9330132A10Rik	-0.0956995596421211	NA
9330133O14Rik	-0.0581513160741487	NA
9330151L19Rik	-0.209323338796625	NA
9330155M09Rik	-0.214476233953648	NA
9330158H04Rik	0.0598646745250355	NA
9330159F19Rik	0.256718949026546	NA
9330175E14Rik	-0.191656985578797	NA
9330182L06Rik	-0.0707385304462624	NA
9430015G10Rik	0.0271376271686767	0.967529348510864
9430021M05Rik	-0.226304516145804	NA
9430038I01Rik	0.0391382541153691	NA
9430041J12Rik	0.0291219922373673	NA
9430053O09Rik	-0.0855388687790528	NA
9430060I03Rik	-0.0385276985863472	NA
9430069I07Rik	-0.0056509135927616	NA
9430097D07Rik	0.0972801277421551	NA
9530002B09Rik	-0.28745671073594	NA
9530003J23Rik	0.0119244640540033	NA
9530068E07Rik	-0.051575073069996	0.928796448488554
9530077C05Rik	-0.18195342527267	NA
9530080O11Rik	0.0126984253412896	NA
9530091C08Rik	-0.0417150812584204	NA
9630013D21Rik	-0.163821661784575	NA
9630028B13Rik	0.378683464025576	NA
9830107B12Rik	0.109424282660457	NA
9930012K11Rik	-0.0628379764220641	NA
9930014A18Rik	-0.308294322632471	NA
9930021J03Rik	-0.0690891446423318	NA
9930038B18Rik	0.0755578934963586	NA
9930104L06Rik	0.112003235723276	NA
a	-0.000679723010617028	NA
A130010J15Rik	-0.171185455995583	NA
A130051J06Rik	0.0912963105968174	NA
A1bg	0.028802661388081	NA
A1cf	0.101620375952397	NA
A230020J21Rik	0.293058222960124	NA
A230051N06Rik	0.248777432681512	NA
A230056P14Rik	-0.176924096938494	NA
A230072E10Rik	0.00129654858261041	0.999693558286793
A230072I06Rik	-0.0727793954994684	NA
A230083G16Rik	-0.403434160901194	NA
A26c3	-0.262437953292068	NA
A2m	-0.168394754334809	NA
A2ml1	-0.0070288527722937	NA
A330008L17Rik	0.0631634997565502	NA
A330023F24Rik	-0.0805446163750596	NA
A330041J22Rik	0.0979641944062317	NA
A330070K13Rik	0.00100575296704175	NA
A3galt2	0.396337361836869	NA
A430005L14Rik	-0.110336556548718	0.882809548890384
A430033K04Rik	0.0592599975359329	0.935293730979663
A430057M04Rik	0.148782732549676	NA
A430060F13Rik	0.0560953970647793	NA
A430090L17Rik	0.160286099109196	NA
A430093F15Rik	-0.070318368913822	NA
A430110L20Rik	-0.026494663857366	NA
A4galt	-0.0783645117411087	0.909456308623326
A4gnt	0.0946607337175034	NA
A530006G24Rik	0.31039072324133	NA
A530016L24Rik	-0.75953919808088	0.131698823561233
A530021J07Rik	0.0157378954577894	NA
A530032D15Rik	0.0634345688654152	NA
A530040E14Rik	0.0125340364478284	NA
A530053G22Rik	-0.0619475435978203	NA
A530064D06Rik	0.0273737444928397	0.9878097519012
A530088E08Rik	-0.126094259736808	NA
A630001G21Rik	-0.0926049478424815	0.874392512107995
A630001O12Rik	-0.0187780744956063	NA
A630010A05Rik	-0.256420748497955	NA
A630012P03Rik	0.269710125070005	NA
A630023P12Rik	-0.178343820620235	NA
A630038E17Rik	-0.135000117888319	NA
A630052C17Rik	-0.0469186822051046	NA
A630072L19Rik	0.164933308763419	NA
A630072M18Rik	-0.197323358767363	NA
A630089N07Rik	0.277770924462217	0.631210806367021
A730008H23Rik	-0.286013305461581	0.545445738003903
A730013G03Rik	-0.0758560481734056	NA
A730018C14Rik	-0.0397058325204758	NA
A730020M07Rik	0.0647007013690781	NA
A730035I17Rik	-0.0664053184149096	NA
A730036I17Rik	-0.186001381893928	NA
A730049H05Rik	0.416249132039344	NA
A730089K16Rik	0.0822823290833696	0.905928569937605
A830005F24Rik	-0.157952758604678	NA
A830018L16Rik	0.0323285703218414	NA
A830019P07Rik	-0.0137374994277142	NA
A830035O19Rik	-0.0485045696499444	NA
A830092H15Rik	-0.228106612738291	NA
A930003A15Rik	0.0279424195579869	NA
A930004D18Rik	0.129911623973232	NA
A930005H10Rik	0.0885330540643725	0.902970830468513
A930011G23Rik	-0.174026831944057	NA
A930012O16Rik	-0.165543116410634	NA
A930016O22Rik	-0.134738320003414	0.832883635947728
A930017M01Rik	-0.226827666901418	NA
A930018P22Rik	-0.205088081641319	NA
A930024E05Rik	0.15434472496405	NA
AA388235	-0.432936529406453	NA
AA414768	-0.0114150625860834	NA
AA986860	-0.118511043206499	NA
Aaas	0.181379104649633	0.583986466689785
Aacs	-0.425004685019346	0.335603518884394
Aadac	0.181281251817042	NA
Aadacl2	0.197745364521699	NA
Aadacl2fm1	-0.0706123212908705	NA
Aadacl4	-0.0332571072307899	NA
Aadacl4fm1	0.0715921887338986	NA
AAdacl4fm3	-0.23470765837216	NA
