ID	Murine.knee.joint_Operated..DMM._6hrvsMurine.knee.joint_Operated..Sham._6hr_logFC	Murine.knee.joint_Operated..DMM._6hrvsMurine.knee.joint_Operated..Sham._6hr_padjFilter
1700037H04Rik	-0.00966397026786137	0.980445770924501
1700048O20Rik	-0.3172623619162	0.43313136580962
1700049J03Rik	-0.333212275975437	NA
1700049L16Rik	-0.0216223672785167	0.955486409346388
1700052K11Rik	0.0113566484546173	0.96933817435666
1700054O19Rik	-0.271967351520991	0.380822257572706
1700055D18Rik	-0.158888138953498	NA
1700056E22Rik	0.130165599468243	0.666225377774584
1700057G04Rik	-0.173281222799539	NA
1700061I17Rik	-0.0736802971566939	NA
1700063H04Rik	0.0165588013761373	NA
1700065D16Rik	-0.104281837360089	NA
1700066B19Rik	0.0506359167580497	0.899296356420488
1700066M21Rik	0.104235804907808	0.767504195056279
1700067K01Rik	0.0398788166730841	NA
1700067P10Rik	-0.0845309239236389	NA
1700069L16Rik	-0.0635647860066779	0.850115466388958
1700071K01Rik	0.140018099018794	0.532110564978612
1700073E17Rik	0.223118082500301	NA
1700074P13Rik	-0.0703699793374066	NA
1700080O16Rik	-0.312171267769476	NA
1700084E18Rik	-0.133787679971049	0.653756236717494
1700084J12Rik	0.10767814317893	0.678348552929359
1700086D15Rik	0.105329878210458	NA
1700086L19Rik	-0.028688925853007	NA
1700086O06Rik	-0.0744874580339365	0.740381408292155
1700088E04Rik	0.07045625492783	0.758960746837262
1700093K21Rik	-0.023854182078674	NA
1700102P08Rik	0.0799418493412336	NA
1700109H08Rik	-0.537735236851838	NA
1700113H08Rik	-0.0632103709839047	NA
1700116B05Rik	0.197997959078926	0.589821086046361
1700120K04Rik	0.0820136132069118	NA
1700122O11Rik	-0.448666263642743	NA
1700123K08Rik	0.0170261159996778	NA
1700123L14Rik	-0.316832289246122	NA
1700123O20Rik	0.0355668897430084	0.902595462603008
1700125H20Rik	0.117061357273287	NA
1700128E19Rik	0.0731505345500323	NA
1700128F08Rik	-0.0892633523141066	NA
1700129C05Rik	-0.121369611258783	NA
1810010H24Rik	-0.190380859617795	0.54946225923956
1810013D15Rik	-0.0721987293376065	0.809856610874262
1810013L24Rik	-0.0427184189600078	0.831935647351317
1810024B03Rik	0.0459067585176491	NA
1810030O07Rik	0.333653929517531	0.0868494111389771
1810034E14Rik	0.177876654269007	NA
1810037I17Rik	0.0754160851260557	NA
1810046K07Rik	0.0667336405782821	0.869448511933738
1810055G02Rik	0.0690710209046177	0.744727085537832
1810058I24Rik	-0.166328356707879	0.394330137562038
1810062G17Rik	-0.0815541639514459	NA
1810062O18Rik	-0.373793204067635	0.365855268594386
1810064F22Rik	0.12162161590817	NA
1810065E05Rik	-0.126107312178263	NA
2010003K11Rik	0.000385618840557989	0.998839677162748
2010016I18Rik	-0.067049976584896	NA
2010106E10Rik	0.0821914427553567	NA
2010109A12Rik	0.0754446233924031	NA
2010204K13Rik	-0.195532466090615	NA
2010300C02Rik	-0.031508777446704	0.925091147017158
2200002D01Rik	-0.0482694890735154	0.840638549942007
2200002J24Rik	-0.103197707040297	NA
2210010C04Rik	-0.0432559177323117	NA
2210016F16Rik	0.172189963897937	0.336486883446523
2210016L21Rik	0.0274566034973525	0.928795949967156
2210406O10Rik	0.0907535242600424	NA
2210407C18Rik	-1.26139173316208	NA
2210408I21Rik	-0.12344077982676	NA
2210409E12Rik	0.0704864780043692	0.821227156209342
2300002M23Rik	-0.143571447678347	0.507173528585601
2300009A05Rik	-0.213402967212932	0.425929041446435
2310001K24Rik	-0.282187340813755	NA
2310002L09Rik	-0.0885390619312556	0.741015546437301
2310011J03Rik	0.152306167901737	0.535345204169205
2310015D24Rik	0.248998128026844	0.264977179122244
2310016G11Rik	-0.0708530981251139	NA
2310022A10Rik	0.0126170123047347	0.970863339420175
2310022B05Rik	-0.136607749113559	0.463317072656015
2310030G06Rik	0.28061692804157	0.376017214154916
2310033P09Rik	0.0769327285251062	0.750377800134594
2310034C09Rik	-0.405893844144392	NA
2310034G01Rik	-0.276548749778874	0.132263490045315
2310039H08Rik	0.132670527223001	0.578900984968342
2310057J18Rik	-0.237415153740523	NA
2310057M21Rik	0.356573952556627	0.0396176317571707
2310057N15Rik	-0.068887901495261	NA
2310061I04Rik	0.0714117871007485	0.767504195056279
2310061N02Rik	0.234290247822452	NA
2310067E19Rik	-0.26986279670638	NA
2310068J16Rik	0.0917107299081321	0.773500567068144
2310079G19Rik	0.002625408998572	0.994891807928338
2410002F23Rik	-0.146640218825786	0.591890995332048
2410004B18Rik	0.00325652306321267	0.99430204239417
2410004P03Rik	0.166295477193127	0.478969967084052
2410018L13Rik	-0.370509585298935	NA
2410022M11Rik	-0.569484376123377	0.0698738018765082
2410080I02Rik	-0.153342450952199	0.615854380205134
2410124H12Rik	-0.15370188692312	NA
2410131K14Rik	0.216760180766109	0.414270097547105
2410137M14Rik	-0.316753748369182	NA
2510002D24Rik	0.0770883749619644	0.729774640023401
2510009E07Rik	-0.0555850153145174	0.810934148956404
2510039O18Rik	-0.0840859190911978	0.687277412308904
2610001J05Rik	0.107717835739395	0.709664955753463
2610002M06Rik	0.0507071193370177	0.863095991030981
2610005L07Rik	-0.127289009381657	0.54561432785423
2610008E11Rik	-0.257625379314512	0.33311909772214
2610028H24Rik	0.15939204384609	0.569018300166745
2610206C17Rik	-0.0988079460393609	NA
2610301B20Rik	-0.0309360992292387	0.93100863821087
2610318M16Rik	-0.127625124621588	NA
2610318N02Rik	-0.19193146130479	0.397744843981239
2610507B11Rik	-0.0290661830973455	0.898964303358777
2610524H06Rik	-0.0965796502714333	0.687277412308904
2610528A11Rik	0.0863591189084754	0.674738951096377
2610528J11Rik	-0.376333812373542	NA
2700046A07Rik	-0.00910673300556342	NA
2700046G09Rik	0.226884528812058	0.302094875558926
2700049A03Rik	0.124842102758659	0.550004292271204
2700062C07Rik	0.300699875457136	NA
2700081O15Rik	0.0459260942261235	0.869448511933738
2700097O09Rik	0.38151844127747	0.200726453667732
2810002D19Rik	0.214342622132561	0.364883936238994
2810004N23Rik	-0.0246890499516921	0.933840536529528
2810006K23Rik	0.187242296363194	0.524575444413804
2810021J22Rik	0.0581765513192605	0.84912527447032
2810025M15Rik	-0.0748103754327953	0.752815595767982
2810032G03Rik	-0.0234551934865181	NA
2810408A11Rik	0.0417459823890991	NA
2810410L24Rik	-0.224220147231683	0.29397106105964
2810459M11Rik	-0.319546346252653	0.123393523328748
2900005J15Rik	-0.0516069502037135	NA
2900026A02Rik	0.131471645222524	0.57716209221706
2900041M22Rik	0.0882155876591733	0.757476840553335
2900052L18Rik	-0.165407632415875	0.636315815840344
2900060B14Rik	-0.175623688794853	NA
2900092C05Rik	0.0281603487940332	NA
2900097C17Rik	0.0816835002756298	0.726751837152428
3000002C10Rik	-0.0509290606049211	0.86672644097626
3010003L21Rik	-0.1502507841516	NA
3110009E18Rik	-0.0367743735710846	NA
3110021A11Rik	-0.106943352797088	0.609817114358072
3110040M04Rik	-0.0403352626197675	0.899189582389514
3110040N11Rik	0.316641118758856	0.155629499443972
3110053B16Rik	0.152855058212304	0.656910267140639
3110070M22Rik	0.0969435385201738	0.625497938785586
3110082I17Rik	0.0404201396655948	0.862342745005864
3110082J24Rik	0.0793692607974581	0.817815559288839
3222401L13Rik	0.0514438440838001	0.899296356420488
3300002A11Rik	-0.197383468376469	NA
3300002I08Rik	-0.0287270100242645	NA
3425401B19Rik	-0.233590358937126	0.396956390946276
3830403N18Rik	-0.189621676965197	NA
3830406C13Rik	-0.0475406536173608	0.871081938596131
3830408C21Rik	0.151650889440963	NA
3830417A13Rik	-0.0271276385857555	NA
3930402G23Rik	0.0701879342887253	0.885893587728584
4430402I18Rik	0.0922392556804725	NA
4631405J19Rik	-0.21313654944576	NA
4632404H12Rik	-0.0475245702114577	0.91747069270928
4632415L05Rik	0.0107435004163641	0.970933085802384
4632427E13Rik	-0.0554267772577468	0.85042567556882
4632433K11Rik	-0.354719810681384	0.230554293287172
4732465J04Rik	0.122828150648736	NA
4732471J01Rik	-0.121543789166834	0.708454399322691
4833420G17Rik	-0.218303458955722	0.29056556897221
4833422C13Rik	-0.0715369533415788	NA
4833427G06Rik	-0.233795093712406	NA
4833439L19Rik	0.00252938477347886	0.994891807928338
4921504E06Rik	0.0484447665115495	NA
4921507P07Rik	-0.0493719407116866	NA
4921508D12Rik	-0.186762799011594	NA
4921509C19Rik	0.0572542163218706	NA
4921511C20Rik	-0.0855242712729327	NA
4921513I03Rik	-0.147373964501903	NA
4921517D22Rik	0.0949759247911572	0.806034370292732
4921524J17Rik	-0.188030144588526	0.666225377774584
4921524L21Rik	-0.0197217351292904	NA
4921533I20Rik	0.153623087057168	NA
4921536K21Rik	-0.0739753917554595	NA
4921539E11Rik	0.165202973028858	NA
4922502B01Rik	0.0817909260087029	NA
4930402F06Rik	0.0890479300432581	NA
4930402H24Rik	0.133359547297936	0.532733222014419
4930402K13Rik	0.0221618982168414	NA
4930404N11Rik	0.00692418726153488	0.979780601128357
4930407I10Rik	-0.0153585958922489	NA
4930412O13Rik	-0.0838326339100561	NA
4930415L06Rik	0.296239714111349	NA
4930415O20Rik	-0.0591088545394538	NA
4930417O22Rik	-0.208986264034448	NA
4930421P07Rik	-0.05309184998382	0.891284231799677
4930426D05Rik	0.0343501857277442	0.907891489675458
4930426L09Rik	0.241232223225671	0.481105847567865
4930429B21Rik	0.0633152841422135	NA
4930430F08Rik	-0.034572947080302	0.890267633069764
4930431F12Rik	-0.248909161688115	0.193141959382547
4930432K21Rik	-0.149650307959508	NA
4930432M17Rik	-0.265856341745307	NA
4930433I11Rik	-0.0950898424505522	NA
4930433N12Rik	-0.153085674152637	NA
4930438A08Rik	0.273106933503545	0.342314207706654
4930442E04Rik	-0.257079311508841	NA
4930444G20Rik	-0.298887853532999	0.712220000614749
4930444P10Rik	-0.11154776867428	0.691724612442935
4930447A16Rik	0.186923755707377	NA
4930447C04Rik	-0.117421890315901	NA
4930448K20Rik	-0.100850340392574	NA
4930449E01Rik	-0.118830246487292	NA
4930451E10Rik	0.151685782172955	NA
4930451G09Rik	0.160675148393471	0.634899621243596
4930451I11Rik	0.0294440309043589	0.923857457344533
4930452B06Rik	0.012373973282815	NA
4930453N24Rik	-0.0403509510780733	0.919515124777539
4930463O16Rik	-0.052873661196756	NA
4930465K10Rik	-0.166407703684031	NA
4930470H14Rik	-0.119125018503755	NA
4930470P17Rik	-0.0522864292735252	NA
4930471G03Rik	-0.17563237463817	0.492107772924611
4930473A02Rik	-0.390572178021575	0.0574245588484771
4930474M22Rik	-0.21388706570289	0.401558943527693
4930474N05Rik	-0.347738394803613	NA
4930480E11Rik	-0.115389821690318	NA
4930483J18Rik	-0.297511546488501	NA
4930486L24Rik	0.0496940347300097	NA
4930502E18Rik	-0.0338082950945262	NA
4930503B20Rik	0.0411650632914657	NA
4930503E24Rik	-0.108482966758976	NA
4930503H13Rik	0.037933967677398	NA
4930503L19Rik	-0.804797255853078	0.00068244002454098
4930505A04Rik	0.0877525101764522	NA
4930505N22Rik	-0.0646903342490024	0.815781886964095
4930506C21Rik	-0.0415214437201765	NA
4930507D05Rik	-0.00843433796852633	NA
4930512B01Rik	0.120128027175753	0.694328762720055
4930512M02Rik	-0.107211154667533	NA
4930513N10Rik	0.26122946073366	0.452678221869044
4930513O06Rik	-0.226793318150758	NA
4930515G01Rik	-0.29105380195438	NA
4930519F09Rik	0.00780127160593658	0.979487404517946
4930519F16Rik	-0.00811574141014426	NA
4930519G04Rik	-0.0145990860451515	0.967487303371155
4930520O04Rik	0.0712281525776408	NA
4930522H14Rik	-0.326352087017685	NA
4930523C07Rik	-0.307928009304373	0.104507251578603
4930524B15Rik	-0.221472480247335	NA
4930528A17Rik	-0.130922197806257	NA
4930533K18Rik	-0.275088651070038	NA
4930539E08Rik	0.101800867558393	0.650094487356544
4930544G11Rik	-0.179088761670299	NA
4930544M13Rik	0.0336645335236843	NA
4930546C10Rik	0.012608610728452	NA
4930548G14Rik	0.0424218658960338	NA
4930548H24Rik	-0.0480662492074599	NA
4930550C14Rik	-0.217702816062635	NA
4930550L24Rik	-0.0885821898456256	NA
4930556L07Rik	-0.0112177043183772	NA
4930558K02Rik	-0.111651456666885	NA
4930562C15Rik	-0.254967719743188	NA
4930562F07Rik	-0.0797840293197267	NA
4930563E22Rik	-0.363825682325526	0.0894445305725573
4930563M21Rik	-0.222515285916215	NA
4930564C03Rik	-0.354968284757724	0.111792284389749
4930564D02Rik	0.343905849778205	NA
4930568D16Rik	-0.0595821462220882	NA
4930571K23Rik	-0.0889657067726533	0.699915625598587
4930577N17Rik	-0.464141749116025	0.0173886096955492
4930578I06Rik	-0.282512724607482	NA
4930579F01Rik	0.00910456951502558	NA
4930579G18Rik	-0.0439529195619954	0.898193797232753
4930579G24Rik	0.148547948053261	0.430268613777377
4930579K19Rik	-0.252581828627931	0.324433998279685
4930581F22Rik	-0.0649524153603926	0.849598655945721
4930583I09Rik	0.114710925316707	NA
4930583K01Rik	-0.0411018697598191	0.910763963006803
4930584F24Rik	-0.087084726789147	NA
4930589L23Rik	-0.0736941155650657	NA
4930590J08Rik	-0.0589309497079586	NA
4930591A17Rik	-0.282218771297366	NA
4930594M22Rik	0.0850305370110789	0.666909416081349
4930595M18Rik	-0.003163813427842	NA
4930596D02Rik	-0.271430167775094	NA
4930599N23Rik	-0.0145750883067999	0.967304216677015
4931400O07Rik	-0.23309621682812	NA
4931403M11Rik	-0.103186010452555	NA
4931406B18Rik	-0.191924731030398	NA
4931406C07Rik	-0.284061574470722	0.2260541577844
4931406H21Rik	-0.215817432373889	0.402527524144006
4931406P16Rik	0.0420748774488429	0.871081938596131
4931408C20Rik	-0.137078037951659	NA
4931414P19Rik	0.345105385816162	0.16526574196512
4931417E11Rik	-0.0268860512165632	NA
4931422A03Rik	-0.0121810912691704	NA
4931428F04Rik	0.0450045335631257	0.914227463512151
4931428L18Rik	0.161659340758843	NA
4931429L15Rik	-0.171220358126523	0.5324556343653
4931429P17Rik	0.252917030672427	NA
4931431C16Rik	-0.0733958421686958	0.826779462015942
4931440F15Rik	0.0773071260634137	NA
4931440P22Rik	-0.0752174754012858	0.775677037914033
4932411N23Rik	-0.111353591354187	NA
4932412D23Rik	-0.186162187149837	NA
4932414J04Rik	-0.147136116582034	NA
4932414N04Rik	-0.148724453563204	NA
4932415M13Rik	-0.0523106212254776	NA
4932416K20Rik	-0.232031577027429	NA
4932431L22Rik	-0.0292792400881836	NA
4932435O22Rik	-0.0687861821201809	NA
4932438A13Rik	0.0246216070333105	0.933160349322291
4932438H23Rik	-0.0619618738420402	NA
4932443L11Rik	-0.180827767238591	NA
4933400A11Rik	0.0516313563818882	NA
4933401B06Rik	-0.0649912657785241	NA
4933402D24Rik	0.153759930099573	NA
4933402E13Rik	-0.347514832547327	NA
4933402J07Rik	-0.0808000649932987	NA
4933402N03Rik	0.0851593155420942	NA
4933404G15Rik	-0.0739192540078686	NA
4933405L10Rik	-0.202663966232185	NA
4933405O20Rik	-0.1392743250306	NA
4933407E24Rik	-0.0706564520086519	0.773378917733134
4933407L21Rik	-0.0646692643295963	NA
4933408J17Rik	-0.231983082607555	NA
4933409G03Rik	0.00103499195742174	NA
4933411G06Rik	0.270511980285691	NA
4933411K16Rik	0.207613133154065	0.496469910158121
4933412E24Rik	-0.276563017698142	0.287824526033908
4933413J09Rik	0.0503747771737899	NA
4933414I15Rik	0.0732813687879621	NA
4933416E03Rik	-0.271092115325338	0.390242179821844
4933421I07Rik	0.152211853714117	NA
4933427D06Rik	-0.0339814888626933	NA
4933427D14Rik	-0.144795809066447	0.528854235373986
4933427E11Rik	0.0420815237969538	0.912573941229223
4933427E13Rik	-0.0386029629654223	NA
4933427G23Rik	-0.131827420211569	0.787285646061672
4933428G20Rik	0.0142083233418968	0.966848453493728
4933428M09Rik	0.0448783790182903	0.907282355864432
4933430I17Rik	-0.135118592860304	NA
4933431E20Rik	-0.151551151334213	0.626867487794684
4933432I09Rik	0.154203607612667	NA
4933434E20Rik	0.311322426239536	0.14070579997714
4933436I01Rik	-0.0634269548080224	NA
4933439C10Rik	0.0313106505926077	0.923857457344533
4933440M02Rik	0.117503552203777	NA
5031425E22Rik	-0.169053924613689	0.44000473165596
5031434C07Rik	-0.120599332607784	0.568654153145291
5031439G07Rik	0.283945858251944	0.170828387278993
5033430I15Rik	-0.0923913299982111	0.773500567068144
5330416C01Rik	-0.250667162320059	NA
5330417C22Rik	0.241155649631546	NA
5330432E05Rik	-0.132359858705565	NA
5330439B14Rik	-0.113162998570301	NA
5430427O19Rik	-0.071298456782436	0.792858342195595
5530400C23Rik	0.0773528320190153	NA
5530401A14Rik	0.140666340170727	NA
5730408K05Rik	-0.146298184837593	0.525574642180882
5730409E04Rik	-0.149340735188553	0.661968957783335
5730409K12Rik	-0.129432295751795	0.594772485997736
5730455P16Rik	0.0643746354519683	0.820702930792919
5730460C07Rik	-0.07930706400224	NA
5730507C01Rik	-0.0467187662931847	0.919515124777539
5730522E02Rik	-0.146642187913432	0.404978227762178
5830411N06Rik	-0.136712205858768	0.524322983526892
5830454E08Rik	-0.109742697375148	NA
5930403L14Rik	-0.101531666248279	0.597003045304473
5930403N24Rik	-0.174009119827192	0.654352143728733
6030458C11Rik	0.127235167048649	0.52253554441223
6030468B19Rik	-0.126918638657875	0.726942525391831
6030469F06Rik	-0.0604633655026277	NA
6030498E09Rik	0.103477811439801	NA
6230400D17Rik	0.147802526128935	0.660675425319627
6330403K07Rik	-0.0312755000339928	0.914347901418344
6330407A03Rik	-0.170454157635783	0.550784754489847
6330409D20Rik	-0.0321903895056148	NA
6330549D23Rik	0.200289528395556	0.375366683579822
6430503K07Rik	-0.0697536374967838	0.821334475166894
6430548M08Rik	0.00589096702253133	0.98448740978068
6430550D23Rik	0.0533938064556301	0.849598655945721
6430553K19Rik	-0.0931471112158	NA
6430571L13Rik	-0.272259257694268	0.165002785213633
6530403G13Rik	-0.329150353995511	0.169208944573278
6530411M01Rik	0.199010452291508	0.355447808714998
6720489N17Rik	-0.277708454999602	0.680356372085702
6820408C15Rik	-0.23588972479862	0.173539059087354
7420426K07Rik	-0.111186234380742	0.691724612442935
8030423F21Rik	-0.168917264698382	NA
8030423J24Rik	-0.189323310954982	NA
8030451A03Rik	-0.135448846798451	NA
8030462N17Rik	-0.0779409017570156	0.666480596026842
8030474K03Rik	-0.165391116217506	NA
8430429K09Rik	-0.404423012617711	NA
9030612E09Rik	-0.114937026971476	0.746447576435762
9030619P08Rik	0.0268844025800679	NA
9130008F23Rik	-0.000273071640393141	0.998975930408248
9130019P16Rik	0.0548944347721152	0.887755199055773
9130023H24Rik	-0.0577076877985361	0.830211008207253
9130230L23Rik	-0.0259267299681554	NA
9130401M01Rik	0.190883821797883	0.341599866050663
9130409I23Rik	-0.296239935309539	NA
9230009I02Rik	-0.132169829545885	NA
9230019H11Rik	-0.141449521661661	NA
9230020A06Rik	0.340736259825979	NA
9230110K08Rik	-0.177173987324954	0.514544518691389
9230112D13Rik	-0.145830673663543	NA
9330020H09Rik	-0.182268786521269	0.57457233850913
9330132A10Rik	-0.23335961708667	NA
9330133O14Rik	-0.176306184356045	0.568832016586726
9330151L19Rik	0.0055282454676675	0.983856743400046
9330155M09Rik	-0.0936795216307322	NA
9330158H04Rik	0.149996309692751	NA
9330159F19Rik	0.027866959074613	0.947942744500501
9330175E14Rik	0.0717035720437846	NA
9330182L06Rik	-0.145111315765201	NA
9430015G10Rik	0.0611358538287918	0.759134693476424
9430021M05Rik	-0.0272275202152947	NA
9430038I01Rik	-0.0467040448681404	0.869448511933738
9430041J12Rik	-0.101800903546884	NA
9430053O09Rik	-0.237109689717858	NA
9430060I03Rik	-0.0566198774894158	0.845790887209574
9430069I07Rik	0.25850164535109	0.314470473910447
9430097D07Rik	0.293624245057682	NA
9530002B09Rik	0.067088038302761	NA
9530003J23Rik	-0.107841201949853	NA
9530068E07Rik	-0.217224754295369	0.228042389543791
9530077C05Rik	-0.263266070003443	0.254374230871095
9530080O11Rik	0.0314605862155792	0.91887667192718
9530091C08Rik	-0.00419609461232495	NA
9630013D21Rik	-0.18100016506967	NA
9630028B13Rik	0.0510613216411282	NA
9830107B12Rik	0.149801596577092	0.669842187956613
9930012K11Rik	-0.340361472261236	0.271717823008906
9930014A18Rik	-0.00463367841587958	NA
9930021J03Rik	-0.0921185063412331	0.681636038174577
9930038B18Rik	-0.340084561386136	NA
9930104L06Rik	0.178000615339346	0.33523844167391
a	-0.049746487025927	0.862866539089927
A130010J15Rik	0.0904277198359775	0.783785399621249
A130051J06Rik	-0.0841292975982513	NA
A1bg	-0.0982836743873912	NA
A1cf	0.0414634291302933	NA
A230020J21Rik	0.116539577978122	0.720634820206121
A230051N06Rik	0.0488683439027131	0.873911079977825
A230056P14Rik	0.24275966401675	NA
A230072E10Rik	0.0114143063837453	0.96818575199827
A230072I06Rik	-0.203837356864395	NA
A230083G16Rik	-0.283400818864308	NA
A26c3	-0.00226007271821871	NA
A2m	0.18546838391353	0.596548417560005
A2ml1	-0.320647164075068	NA
A330008L17Rik	-0.0308650400480772	0.902154453879608
A330023F24Rik	-0.160394479954033	0.572778465913507
A330041J22Rik	-0.0717370682831588	0.824321910461324
A330070K13Rik	-0.247497961329743	NA
A3galt2	-0.0287722759154643	NA
A430005L14Rik	0.187670107180549	0.495728958868426
A430033K04Rik	-0.170370348077666	0.474739595262926
A430057M04Rik	-0.288015379588332	NA
A430060F13Rik	-0.140554137268933	NA
A430090L17Rik	0.104323242013686	NA
A430093F15Rik	-0.292392142837987	NA
A430110L20Rik	0.00525136252298708	0.993467314939574
A4galt	0.276776864801649	0.219816266754912
A4gnt	-0.0426608746123391	NA
A530006G24Rik	0.203530823824847	NA
A530016L24Rik	-0.18655750326662	0.600733445276589
A530021J07Rik	0.0449663495639401	NA
A530032D15Rik	0.128045154160624	0.616942395276364
